"date","Arizona/Apache","Arizona/Cochise","Arizona/Coconino","Arizona/Gila","Arizona/Graham","Arizona/Greenlee","Arizona/La Paz","Arizona/Maricopa","Arizona/Mohave","Arizona/Navajo","Arizona/Pima","Arizona/Pinal","Arizona/Santa Cruz","Arizona/Unassigned","Arizona/Yavapai","Arizona/Yuma"
"2020-04-01","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 38.46 %","   .00 %","   .00 %"
"2020-04-02","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","-83.33 %","   .00 %","   .00 %"
"2020-04-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"
"2020-04-04","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-83.33 %","   .00 %","   .00 %"
"2020-04-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.71 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"
"2020-04-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %"
"2020-04-08","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %"," 23.08 %","   .00 %","   .00 %","-14.29 %","   .00 %","   .00 %"
"2020-04-09","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %"
"2020-04-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 44.44 %","   .00 %","   .00 %"
"2020-04-11","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.54 %","   .00 %","   .00 %"
"2020-04-12","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 81.25 %","   .00 %","   .00 %","-24.14 %","   .00 %","   .00 %"
"2020-04-13","   .00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-18.18 %","   .00 %","   .00 %"
"2020-04-14","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %"
"2020-04-15","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %"
"2020-04-16","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %"
"2020-04-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %"
"2020-04-18","   .00 %","   .00 %"," 11.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.45 %","   .00 %"," ##.## %"," 93.10 %","   .00 %","   .00 %","-##.## %","   .00 %","   .00 %"
"2020-04-19","   .00 %","   .00 %","-10.34 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-20","   .00 %","   .00 %"," 19.23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-21"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.67 %"," ##.## %","   .00 %"," 12.07 %","   .00 %","   .00 %","-##.## %","   .00 %","   .00 %"
"2020-04-22","   .00 %","   .00 %"," 12.90 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.87 %","   .00 %","  9.09 %","  4.62 %"," 14.29 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-23","   .00 %","   .00 %"," -8.57 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.56 %","   .00 %","  8.33 %","  2.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-24","   .00 %","   .00 %","  6.25 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %"," 38.46 %","  5.71 %"," 12.50 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-25","   .00 %","   .00 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-26","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-27","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-29","   .00 %","   .00 %"," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.75 %"," 75.00 %","   .00 %","  5.26 %"," 22.22 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-30"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %"," 42.86 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-01","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.38 %"," 30.00 %","   .00 %","  1.25 %"," 18.18 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-02","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"
"2020-05-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-05"," 16.67 %","   .00 %","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %"," 19.05 %"," 23.08 %"," 23.81 %"," 29.63 %"," 15.38 %","   .00 %","-94.12 %","   .00 %","   .00 %"
"2020-05-06","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.29 %","  6.25 %"," 19.23 %"," 10.48 %","   .00 %","   .00 %","-50.00 %"," ##.## %","   .00 %"
"2020-05-07","   .00 %","   .00 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.68 %"," 11.76 %","  3.23 %","  1.72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-08"," 42.86 %","   .00 %"," 12.24 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  5.26 %","  9.38 %"," 11.02 %"," 26.67 %","   .00 %","   .00 %"," 33.33 %","   .00 %"
"2020-05-09","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %"," 15.00 %","  2.86 %","  1.53 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"
"2020-05-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .82 %","  4.35 %","   .00 %","   .75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-11","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.21 %","  4.17 %","  2.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-12"," 10.00 %","   .00 %","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.60 %","  4.00 %"," 10.81 %","  1.49 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-13","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.49 %","   .00 %","  2.44 %","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %"
"2020-05-14","   .00 %","   .00 %","  1.72 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.91 %","   .00 %","  2.38 %","  5.56 %"," 40.00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-15"," 33.33 %","   .00 %","  5.08 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.42 %","  3.85 %"," 11.63 %","  1.97 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"
"2020-05-16"," 25.00 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.63 %","   .00 %","   .00 %","  1.29 %"," 10.71 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-18","   .00 %","   .00 %","  1.56 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %"
"2020-05-19","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.63 %","   .00 %","   .00 %","   .64 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-20"," 10.00 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.31 %","  3.57 %","  8.33 %","  5.70 %"," 15.62 %","   .00 %","   .00 %"," 20.00 %","   .00 %"
"2020-05-21","   .00 %","   .00 %","  1.47 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.12 %","  6.90 %","   .00 %","  4.19 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 40.00 %"
"2020-05-22","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.94 %","  6.45 %","  1.92 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-23","  8.70 %","   .00 %","  4.35 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.08 %","  3.03 %","  5.66 %","  -.57 %","   .00 %","   .00 %","   .00 %","   .00 %"," 42.86 %"
"2020-05-24","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","  -.58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-25","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","  8.82 %","   .00 %","   .58 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-26","   .00 %","   .00 %","  1.39 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %"
"2020-05-27","   .00 %","   .00 %","  2.74 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.39 %"," 13.51 %","  1.79 %","  1.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-28","  7.69 %","   .00 %","  5.33 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.51 %","   .00 %","  1.75 %","  6.29 %","   .00 %","   .00 %"," 50.00 %","   .00 %","  7.69 %"
"2020-05-29"," 21.43 %","   .00 %","  2.53 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.97 %","   .00 %","   .00 %","  -.54 %","  5.41 %","   .00 %"," 33.33 %","   .00 %","   .00 %"
"2020-05-30","  2.94 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.63 %","  4.76 %","  1.72 %","   .00 %","   .00 %","   .00 %","-25.00 %"," 16.67 %","  7.14 %"
"2020-05-31","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .47 %","   .00 %","  1.69 %","   .00 %","   .00 %","   .00 %","   .00 %","-14.29 %","  6.67 %"
"2020-06-01"," 11.43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .23 %","  2.27 %","  6.67 %","   .00 %","  2.56 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-02","  5.13 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.46 %","  2.22 %","   .00 %","  3.24 %"," -2.50 %","   .00 %","   .00 %","   .00 %","  6.25 %"
"2020-06-03","  9.76 %"," 25.00 %","  4.94 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.02 %","  2.17 %","  4.69 %","  2.62 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.53 %"
"2020-06-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.07 %","  4.26 %","   .00 %","  3.06 %","  2.56 %","   .00 %","   .00 %","   .00 %","  9.52 %"
"2020-06-05","  2.22 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","  1.70 %","  2.04 %","  1.49 %","   .00 %","  2.50 %","   .00 %","-33.33 %","   .00 %","  8.70 %"
"2020-06-06","  6.52 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.09 %"," 14.00 %","  5.88 %","  1.49 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"
"2020-06-07","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 28.00 %"
"2020-06-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .20 %","  1.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-09","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.65 %","   .00 %","   .00 %","  3.41 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %"
"2020-06-10","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.98 %","  1.72 %","  4.17 %","  1.89 %","  2.44 %"," 33.33 %","   .00 %","   .00 %","   .00 %"
"2020-06-11","  6.12 %","   .00 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %","  5.08 %","  5.33 %","   .93 %","   .00 %"," 50.00 %","   .00 %"," 16.67 %"," 14.71 %"
"2020-06-12","  1.92 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .75 %","  3.23 %","   .00 %","  1.83 %","  2.38 %"," 50.00 %","   .00 %","   .00 %"," 15.38 %"
"2020-06-13","  5.66 %","   .00 %","  1.16 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %","  3.12 %","  8.86 %","   .45 %","  2.33 %"," 33.33 %","   .00 %","   .00 %","  4.44 %"
"2020-06-14","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-15","   .00 %","   .00 %","  1.15 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.09 %","  1.52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.51 %"
"2020-06-16","  1.79 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  1.97 %","   .00 %","  2.33 %","  1.35 %","  6.82 %","  8.33 %","-50.00 %","   .00 %","  3.92 %"
"2020-06-17","  1.75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.94 %","  5.97 %","  2.27 %","  1.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-18","  5.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.28 %","  1.41 %","  3.33 %","  2.62 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.77 %"
"2020-06-19","  3.28 %"," 20.00 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.84 %","   .00 %","  2.15 %","  2.13 %","  4.26 %","  7.69 %","   .00 %","   .00 %"," 10.91 %"
"2020-06-20","  4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.93 %","   .00 %","   .00 %","   .83 %","  2.04 %"," -7.14 %","   .00 %","   .00 %","  3.28 %"
"2020-06-21","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","  -.16 %","  1.39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.17 %"
"2020-06-22","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-23","  1.52 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","  4.57 %","  2.74 %","  2.11 %","  2.07 %","  2.00 %","   .00 %","   .00 %","   .00 %","  6.15 %"
"2020-06-24","  8.96 %","   .00 %","  1.11 %","   .00 %","   .00 %","   .00 %"," 33.33 %","  4.07 %","  4.00 %"," 17.53 %","  3.24 %","  7.84 %","  7.69 %","   .00 %","   .00 %","  4.35 %"
"2020-06-25","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .58 %","  2.56 %","   .88 %","  6.67 %","  5.45 %","   .00 %","   .00 %","   .00 %","  1.39 %"
"2020-06-26","  8.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","  3.46 %","  5.00 %","  6.09 %"," -2.21 %","  1.72 %","   .00 %","   .00 %","   .00 %","  5.48 %"
"2020-06-27","  7.59 %","   .00 %","  1.10 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.20 %","  1.19 %","  1.64 %","   .75 %","  3.39 %"," 14.29 %","   .00 %"," 14.29 %","  5.19 %"
"2020-06-28","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .67 %","   .00 %","   .00 %","   .00 %","  3.28 %"," 12.50 %","   .00 %","   .00 %","  6.17 %"
"2020-06-29","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.65 %"
"2020-06-30","  1.18 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.35 %","   .00 %","   .81 %","  1.87 %","  6.35 %"," 22.22 %","   .00 %"," 12.50 %","  4.44 %"
"2020-07-01","  4.65 %"," 50.00 %","  2.17 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  5.97 %","  2.35 %","  4.00 %","  2.56 %","  5.97 %","   .00 %","   .00 %"," 11.11 %","  4.26 %"
"2020-07-02","  1.11 %","   .00 %","  1.06 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  3.18 %","  1.15 %","   .77 %","   .00 %","  4.23 %","   .00 %","-##.## %"," 10.00 %","  5.10 %"
"2020-07-03","   .00 %"," 16.67 %","  1.05 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.61 %","   .00 %","   .76 %","   .71 %","  1.35 %","  9.09 %","   .00 %"," -9.09 %","  3.88 %"
"2020-07-04","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.73 %","   .00 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.80 %"
"2020-07-05","  1.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .34 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.64 %"
"2020-07-06","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.23 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","  2.63 %"
"2020-07-07","  7.61 %"," 21.43 %","  1.04 %","   .00 %","   .00 %","   .00 %"," 16.67 %","  5.90 %","  5.68 %","   .75 %","  7.09 %","  3.85 %"," 12.50 %","   .00 %"," 10.00 %","   .00 %"
"2020-07-08","  1.01 %"," 17.65 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %","  2.79 %","  1.08 %","   .75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .85 %"
"2020-07-09","  1.00 %","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %","   .00 %","  5.53 %","  2.13 %","  -.74 %","  3.64 %","  1.23 %","   .00 %","   .00 %","   .00 %","  5.08 %"
"2020-07-10","   .00 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","   .00 %","  3.66 %","  1.04 %","   .00 %","   .00 %","  1.22 %","   .00 %","   .00 %","   .00 %","  3.23 %"
"2020-07-11","   .00 %"," 10.00 %","  1.03 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.19 %","   .00 %","   .00 %","  4.15 %","  1.20 %","   .00 %","   .00 %","   .00 %","  6.25 %"
"2020-07-12","  2.97 %","   .00 %","  4.08 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.66 %","  1.03 %","  6.72 %","   .31 %","  4.76 %","  7.41 %","   .00 %"," 36.36 %"," 13.24 %"
"2020-07-13","   .00 %","  4.55 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .62 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-14","   .00 %"," 17.39 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","  5.09 %","  1.02 %","  1.40 %","  3.36 %","   .00 %","  6.90 %","-##.## %"," 40.00 %","  3.25 %"
"2020-07-15","   .96 %","   .00 %","   .00 %","  6.67 %"," 50.00 %","   .00 %","   .00 %","  6.59 %","   .00 %","   .69 %","  2.66 %","  2.27 %","  3.23 %","   .00 %","  9.52 %","   .00 %"
"2020-07-16","   .00 %","   .00 %","  2.94 %"," -6.25 %","   .00 %","   .00 %","   .00 %","  2.66 %","  3.03 %","   .68 %","  3.75 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .63 %"
"2020-07-17","   .95 %","  3.70 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  4.81 %","  3.92 %","  1.36 %","  1.94 %","  3.23 %","  3.12 %","   .00 %"," 13.04 %","  3.12 %"
"2020-07-18","  3.77 %","  3.57 %","   .95 %","   .00 %"," 33.33 %","   .00 %"," 14.29 %","  5.09 %","  8.49 %","  4.03 %","  4.63 %","  8.33 %"," 12.12 %","-##.## %"," 42.31 %","  9.09 %"
"2020-07-19","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.01 %","   .00 %","   .65 %","  -.52 %","   .00 %","  5.41 %","   .00 %","   .00 %","   .56 %"
"2020-07-20","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .81 %","   .87 %","   .64 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.92 %","  1.10 %"
"2020-07-21","  4.55 %","  3.45 %","   .94 %"," 18.75 %","   .00 %","   .00 %"," 12.50 %","  4.78 %","  6.03 %","  3.18 %","  2.36 %","  4.81 %","  7.69 %","   .00 %"," 11.36 %","  9.84 %"
"2020-07-22","   .00 %"," -3.33 %","   .00 %","  5.26 %"," 25.00 %","   .00 %","   .00 %","  2.76 %","   .00 %","   .62 %","   .26 %","  3.67 %","  2.38 %","   .00 %","   .00 %","  2.49 %"
