"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2021-01-11","53411","","77827","15099","","36571","","23138","54871","44550","78691","81671","","42974","27972","78116","67266","14079","",""
"2021-01-12","53760","","78640","15272","","36844","","23196","55318","45259","79257","82071","","43175","28454","78466","67745","14286","",""
"2021-01-13","54192","","79638","15556","","37103","","23288","55846","45848","79926","82480","","43400","28902","78852","68182","14534","",""
"2021-01-14","54539","","80297","15758","","37338","","23360","56309","46307","80508","83192","","43610","29481","79147","68628","14763","",""
"2021-01-15","54892","","81096","16048","","37557","","23457","56777","46874","81168","83670","","43819","29924","79448","69127","15004","",""
"2021-01-16","55247","","82142","16229","","37764","","23549","57222","47426","81890","84159","","44167","30411","79825","69548","15242","",""
"2021-01-17","55549","","82909","16466","","38003","","23628","57661","47825","82567","84638","","44343","30838","80121","69810","15468","",""
"2021-01-18","55728","","83483","16644","","38190","","23663","57983","48133","82952","84995","","44495","30961","80417","69992","15536","",""
"2021-01-19","56203","","84502","16774","","38491","","23726","58574","48807","83433","85504","","44737","31473","80821","70532","15781","",""
"2021-01-20","56625","","85533","17110","","38772","","23790","59213","49511","84203","86041","","44974","32127","81198","70973","16103","",""
"2021-01-21","57040","","86304","17412","","39071","","23877","59841","50158","84782","86698","","45215","32661","81666","71441","16341","",""
"2021-01-22","57449","","87322","17658","","39383","","23944","60414","50739","85522","87280","","45499","33285","82181","71988","16596","",""
"2021-01-23","57923","","88405","17914","","39704","","24031","61098","51441","86336","87815","","45733","33842","82703","72389","16886","",""
"2021-01-24","58207","","89227","18234","","40066","","24155","61641","52063","87099","88218","","45941","34300","83102","72825","17178","",""
"2021-01-25","58478","","89714","18351","","40181","","24197","62040","52374","87538","88438","","46103","34417","83415","73126","17245","",""
"2021-01-26","58959","","90580","18535","","40486","","24282","62637","53012","88004","88949","","46362","34969","83940","73705","17490","",""
"2021-01-27","59319","","91459","18840","","40843","","24366","63120","53529","88762","89353","","46547","35366","84293","74041","17731","",""
"2021-01-28","59751","","92243","19119","","41118","","24450","63805","54051","89346","89766","","46783","35818","84701","74465","17924","",""
"2021-01-29","60172","","93108","19421","","41467","","24570","64479","54674","90056","90180","","47042","36265","85115","74962","18097","",""
"2021-01-30","60698","","93967","19602","","41788","","24672","65167","55161","90878","90603","","47298","36821","85465","75486","18284","",""
"2021-01-31","61069","","94710","19789","","42018","","24742","65651","55672","91528","91085","","47509","37317","85765","75864","18437","",""
"2021-02-01","61325","","95134","19903","","42175","","24783","65904","55974","91960","91601","","47654","37501","86053","76127","18521","",""
"2021-02-02","61638","","95889","20024","","42515","","24866","66491","56595","92461","92055","","47905","38025","86436","76692","18739","",""
"2021-02-03","62033","","96760","20292","","42812","","24959","67181","57183","93202","92438","","48180","38622","86925","77171","18929","",""
"2021-02-04","62592","","97593","20561","","43101","","25055","67832","57633","93878","92927","","48397","39191","87334","77652","19043","",""
"2021-02-05","62902","","98307","20793","","43354","","25154","68223","58091","94584","93532","","48616","39712","87778","78147","19206","",""
"2021-02-06","63312","","99205","20960","","43536","","25216","68748","58603","95280","94184","","48851","40208","88258","78595","19385","",""
"2021-02-07","63680","","99763","21167","","43790","","25303","69572","59242","95943","94855","","49010","40778","88700","79016","19597","",""
"2021-02-08","63997","","100194","21293","","43935","","25339","69905","59605","96346","95358","","49112","41022","89080","79304","19668","",""
"2021-02-09","64335","","100809","21393","","44208","","25451","70491","60160","96823","95807","","49298","41518","89535","79802","19742","",""
"2021-02-10","64746","","101620","21572","","44421","","25522","71180","60735","97475","96228","","49489","42089","89990","80342","19943","",""
"2021-02-11","65088","","102252","21768","","44672","","25624","71759","61118","98089","96641","","49716","42783","90283","80717","20123","",""
"2021-02-12","65560","","102841","21957","","44869","","25770","72265","61683","98610","97170","","49865","43325","90676","81189","20250","",""
"2021-02-13","66066","","103587","22160","","45148","","25903","72725","62059","99360","97478","","50018","43805","91039","81742","20411","",""
"2021-02-14","66415","","104026","22302","","45312","","25975","73072","62591","99836","98108","","50187","44270","91344","82119","20556","",""
"2021-02-15","66669","","104419","22346","","45447","","26019","73264","62880","100128","98668","","50270","44377","91592","82292","20626","",""
"2021-02-16","67050","","105062","22412","","45629","","26145","73811","63351","100552","99013","","50487","44901","91965","82795","20761","",""
"2021-02-17","67389","","105581","22597","","45913","","26218","74363","63857","101038","99345","","50627","45447","92309","83237","20905","",""
"2021-02-18","67640","","106190","22675","","46124","","26394","74729","64218","101676","99838","","50757","45939","92609","83583","21038","",""
"2021-02-19","68080","","106725","22772","","46320","","26467","75145","64625","102185","100314","","50917","46351","92942","83919","21153","",""
"2021-02-20","68462","","107289","22850","","46496","","26591","75589","64892","102787","100843","","51110","46668","93270","84422","21296","",""
"2021-02-21","68752","","107803","22947","","46663","","26691","75923","65332","103339","101189","","51239","47059","93536","84783","21379","",""
"2021-02-22","69018","","108049","22988","","46777","","26777","76077","65477","103713","101418","","51307","47156","93735","84924","21431","",""
"2021-02-23","69293","","108533","23059","","46983","","26917","76485","65866","104070","101773","","51454","47586","93990","85310","21562","",""
"2021-02-24","69539","","109006","23162","","47182","","27043","76932","66220","104553","102102","","51563","48098","94253","85651","21683","",""
"2021-02-25","69814","","109414","23248","","47494","","27184","77243","66599","105033","102372","","51675","48387","94514","85911","21776","",""
"2021-02-26","70086","","109746","23333","","47671","","27303","77621","66826","105490","102650","","51805","48720","94748","86401","21935","",""
"2021-02-27","70394","","110161","23404","","47844","","27451","78032","67062","106009","103038","","51920","48990","94988","86817","22017","",""
"2021-02-28","70641","","110513","23522","","48025","","27574","78347","67425","106396","103392","","52008","49256","95148","87018","22116","",""
"2021-03-01","70778","","110753","23557","","48223","","27645","78475","67528","106776","103633","","52064","49318","95266","87125","22178","",""
"2021-03-02","70939","","111059","23619","","48448","","27725","78746","67745","107110","103977","","52163","49556","95456","87479","22235","",""
"2021-03-03","71149","","111340","23710","","48576","","27834","78982","67986","107509","104257","","52264","49762","95614","87721","22318","",""
"2021-03-04","71372","","111568","23786","","48780","","27955","79240","68210","107854","104428","","52345","49888","95836","87969","22407","",""
"2021-03-05","71579","","111859","23879","","48955","","28080","79472","68395","108212","104726","","52434","50071","96026","88252","22474","",""
"2021-03-06","71785","","112096","23935","","49170","","28169","79771","68618","108588","105012","","52536","50293","96214","88483","22535","",""
"2021-03-07","71937","","112315","23981","","49328","","28266","79938","68760","108903","105188","","52614","50408","96389","88696","22582","",""
"2021-03-08","72016","","112453","24085","","49410","","28314","80079","68840","109148","105320","","52669","50456","96528","88786","22613","",""
"2021-03-09","72114","","112684","24177","","49588","","28387","80292","69119","109415","105462","","52746","50654","96688","89030","22677","",""
"2021-03-10","72285","","112928","24262","","49711","","28508","80493","69299","109756","105745","","52803","50887","96866","89225","22740","",""
"2021-03-11","72453","","113133","24308","","49911","","28625","80645","69487","110017","105924","","52891","51093","96982","89397","22775","",""
"2021-03-12","72718","","113492","24390","","50242","","28808","80950","69802","110543","106308","","53046","51375","97263","89766","22851","",""
"2021-03-13","72851","","113724","24433","","50447","","28892","81174","69970","110798","106481","","53126","51445","97425","89919","22904","",""
"2021-03-14","72963","","113856","24492","","50598","","28957","81362","70131","111086","106632","","53165","51582","97586","90027","22944","",""
"2021-03-15","73033","","113975","24517","","50672","","28986","81478","70199","111203","106756","","53215","51624","97716","90097","22964","",""
"2021-03-16","73136","","114213","24598","","50848","","29064","81641","70416","111440","106858","","53284","51750","97881","90263","23013","",""
"2021-03-17","73227","","114468","24665","","50987","","29195","81871","70585","111686","107021","","53359","51906","98061","90400","23072","",""
"2021-03-18","73348","","114652","24719","","51148","","29299","82059","70743","111899","107167","","53426","52054","98261","90531","23096","",""
"2021-03-19","73479","","114837","24764","","51328","","29404","82235","70868","112160","107322","","53524","52191","98392","90734","23148","",""
"2021-03-20","73584","","115065","24890","","51487","","29523","82404","71032","112481","107468","","53592","52253","98592","90900","23193","",""
"2021-03-21","73692","","115219","25002","","51669","","29602","82562","71176","112722","107607","","53669","52368","98747","91073","23231","",""
"2021-03-22","73795","","115325","25093","","51794","","29646","82674","71246","112836","107688","","53728","52414","98922","91162","23255","",""
"2021-03-23","73912","","115503","25140","","52046","","29774","82849","71436","113059","107780","","53807","52515","99070","91358","23314","",""
"2021-03-24","74006","","115748","25226","","52341","","29877","83002","71627","113392","107953","","53908","52632","99370","91553","23384","",""
"2021-03-25","74116","","115936","25315","","52546","","29969","83149","71779","113693","108146","","53980","52733","99572","91647","23427","",""
