"date","Kerala/Alappuzha","Kerala/Emakulam","Kerala/Ernakulam","Kerala/Idukki","Kerala/KAsaragod","Kerala/Kannur","Kerala/Kasaargod","Kerala/Kasaragod","Kerala/Kollam","Kerala/Kottayam","Kerala/Kozhikode","Kerala/Malappuram","Kerala/Other State","Kerala/Palakkad","Kerala/Pathanamthitta","Kerala/Thiruvananthapuram","Kerala/Thrissur","Kerala/Wayanad","Kerala/Will add when bulletin is released","Kerala/idukki"
"2020-04-08","4","","","","","37","","152","","","","","","","8","","11","","",""
"2020-04-09","","","","","","41","","156","9","","","16","","","","9","","","",""
"2020-04-10","","","","","","43","","159","","","","18","","","","","","","",""
"2020-04-11","","","","","","50","","161","","","11","","","","","","","","",""
"2020-04-12","","","","","","51","","","","","","","","","9","","","","",""
"2020-04-13","","","","","","53","","","","","","","","8","","","","","",""
"2020-04-14","","","","","","57","","162","","","14","","","","","","","","",""
"2020-04-15","","","","","","58","","","","","","","","","","","","","",""
"2020-04-16","","","","","","62","","163","","","16","","","","","","","","",""
"2020-04-17","","","","","","","","","","","17","","","","","","","","",""
"2020-04-18","","","","","","65","","","","","18","","","","","","","","",""
"2020-04-19","","","","","","66","","164","","","","","","","","","","","",""
"2020-04-20","","","","","","72","","","","","","","","","","","","","",""
"2020-04-21","","","","","","82","","167","10","","","19","","12","","","","","",""
"2020-04-22","","","","","","89","","","","1","20","20","","","","","","","",""
"2020-04-23","","","","11","","","","","11","3","22","","","","","10","","","",""
"2020-04-24","","","","","","","","170","","","","","","","","","","","",""
"2020-04-25","","","","","","90","","","14","6","","","","","","","","","",""
"2020-04-26","","","","17","","","","","","11","","","","","","","","","",""
"2020-04-27","","","14","21","","91","","","","17","22","21","","13","","10","","","",""
"2020-04-28","","","","","","94","","171","","","","","","","","","","","",""
"2020-04-29","","","","","","94","","173","20","","22","","","","9","12","","","",""
"2020-04-30","","","","","","94","","174","20","","22","22","","13","9","","","","",""
"2020-05-01","","","14","","","94","","174","","","","","","","","","","","",""
"2020-05-02","","","","21","","95","","","","","","","","","","","","2","",""
"2020-05-03","","","","21","","","","174","","17","","","","","","","","","",""
"2020-05-04","","","","21","","95","","174","20","17","22","22","","13","","12","","","",""
"2020-05-05","","","","","","","","","","","","","","","","","","5","",""
"2020-05-06","","","","21","","","","","","17","","","","","9","","","","",""
"2020-05-07","","","","","","95","","174","","","","","","","","","","","",""
"2020-05-08","","","15","","","95","","","","","","","","","","","","","",""
"2020-05-09","","","15","21","","","","","","","22","24","","","","","","","",""
"2020-05-10","","","16","","","95","","174","","","","25","","13","","","13","8","",""
"2020-05-11","","","","","","","","178","","","","26","","14","","","","9","",""
"2020-05-12","","","","","","","","","","18","","29","","","10","","","","",""
"2020-05-13","","","","","","96","","","20","19","23","32","","16","","","","11","",""
"2020-05-14","","","","22","","98","","188","20","","24","37","","19","11","","","14","",""
"2020-05-15","6","","","","","","","189","21","","26","41","","20","","","","19","",""
"2020-05-16","","","","","","98","","","","","29","43","","22","","","17","19","",""
"2020-05-17","","","17","","","100","","190","22","","31","47","","24","","","18","","",""
"2020-05-18","8","","18","","","103","","192","28","21","33","48","","25","13","15","22","","",""
"2020-05-19","9","","","","","108","","","","","","51","","26","14","","23","","",""
"2020-05-20","10","","19","","","111","","193","","","34","55","","33","16","17","25","19","",""
"2020-05-21","12","","19","23","","115","","194","30","24","34","60","","34","","19","28","19","",""
"2020-05-22","","","","","","127","","201","31","26","39","64","","39","17","","32","20","",""
"2020-05-23","17","","","","","143","","205","34","28","43","72","","58","","","","21","",""
"2020-05-24","21","","23","","","155","","210","37","","44","77","","62","19","32","","21","",""
"2020-05-25","24","","23","24","","165","","224","39","30","48","77","","67","22","37","","21","",""
"2020-05-26","27","","28","","","173","","227","43","36","48","82","","96","","","36","","",""
"2020-05-27","34","","30","","","174","","237","47","","50","82","","104","25","","","24","",""
"2020-05-28","35","","","25","","184","","255","48","39","56","90","","120","31","45","43","","",""
"2020-05-29","38","","34","26","","192","","259","50","40","58","95","0","134","36","50","49","26","",""
"2020-05-30","40","","38","30","","207","","262","54","41","62","95","","143","","52","59","","",""
"2020-05-31","46","","39","","","214","","272","60","","64","98","","155","40","56","62","29","",""
"2020-06-01","48","","42","31","","214","","286","65","41","64","112","","157","44","59","71","29","",""
"2020-06-02","58","","45","","","219","","295","73","47","69","127","","162","45","66","77","35","",""
"2020-06-03","65","","50","40","","221","","298","78","55","76","138","","167","47","80","81","","",""
"2020-06-04","73","","52","","","227","","310","89","60","86","146","","174","61","85","85","37","",""
"2020-06-05","78","","62","43","","","","311","91","61","90","164","","214","72","90","93","40","",""
"2020-06-06","82","","65","46","","239","","321","110","63","94","176","","225","81","93","109","","",""
"2020-06-07","89","","","47","","241","","324","119","66","100","203","","231","94","97","135","","",""
"2020-06-08","94","","68","","","245","","332","124","69","113","217","","232","97","100","162","42","",""
"2020-06-09","105","","72","47","","250","","334","129","77","120","223","","246","104","110","168","48","",""
"2020-06-10","106","","76","51","","254","","334","133","80","130","230","","252","107","116","177","52","",""
"2020-06-11","106","","78","","","261","","344","141","82","131","240","","265","112","116","202","","",""
"2020-06-12","119","","83","52","","264","","348","145","85","135","254","","270","119","117","216","","",""
"2020-06-13","128","","90","56","","278","","357","","86","147","269","","278","120","117","220","53","",""
"2020-06-14","128","","97","58","","282","","363","146","89","155","272","","284","122","121","227","54","",""
"2020-06-15","133","","110","60","","292","","366","150","99","161","278","","291","133","122","230","55","",""
"2020-06-16","140","","123","","","299","","368","154","103","165","293","","297","139","126","237","55","",""
"2020-06-17","141","","128","","","303","","377","168","107","171","304","","303","140","129","245","58","",""
"2020-06-18","150","","134","66","","307","","380","181","118","176","308","","317","151","134","251","58","",""
"2020-06-19","163","","145","68","","315","","384","198","125","182","326","","327","160","142","252","62","",""
"2020-06-20","167","","148","69","","319","","391","222","136","194","331","","350","177","147","258","67","",""
"2020-06-21","177","","153","80","","329","","397","235","146","204","341","","365","185","156","274","","",""
"2020-06-22","189","","167","84","","332","","406","248","159","209","358","","381","189","167","286","72","",""
"2020-06-23","208","","180","84","","338","","","252","167","215","369","","408","216","171","300","74","",""
"2020-06-24","223","","188","90","","355","","412","270","174","218","379","","424","241","175","315","76","",""
"2020-06-25","241","","198","93","","364","","416","283","176","225","385","","448","254","177","325","78","",""
"2020-06-26","262","","207","95","","377","","418","299","194","232","401","","471","258","184","332","83","",""
"2020-06-27","275","","221","97","","388","","429","311","209","240","448","","496","264","188","354","88","",""
"2020-06-28","285","","228","101","","414","","435","321","214","247","453","","500","267","197","371","93","",""
"2020-06-29","290","","233","106","","428","","439","332","214","256","467","","512","280","201","397","","",""
"2020-06-30","299","","243","106","","454","","447","344","217","260","499","","529","281","206","401","93","",""
"2020-07-01","307","","255","107","","481","","457","347","221","266","533","","546","287","210","417","96","",""
"2020-07-02","323","","264","115","","490","","462","356","230","273","557","","564","314","219","426","97","",""
"2020-07-03","344","","281","117","","508","","469","379","244","287","592","","578","321","236","447","98","",""
"2020-07-04","364","","294","119","","543","","483","395","250","295","629","","607","343","252","467","100","",""
"2020-07-05","377","","306","125","","568","","511","405","258","315","655","","636","346","279","479","106","",""
"2020-07-06","392","","331","131","","579","","517","416","264","330","690","","644","372","286","493","114","",""
"2020-07-07","410","","352","132","","598","","530","427","267","345","753","","673","384","340","503","117","",""
"2020-07-08","428","","368","152","","620","","534","435","284","360","799","","698","391","404","528","131","",""
"2020-07-09","450","","380","172","","628","","545","445","291","368","854","","748","398","499","555","138","",""
"2020-07-10","500","","400","184","","651","","562","473","298","380","895","","776","430","628","572","138","",""
"2020-07-11","587","","447","189","","670","","580","491","313","397","946","","824","484","697","601","149","",""
"2020-07-12","644","","497","205","","687","","636","496","325","401","988","","883","523","737","620","168","",""
"2020-07-13","763","","512","","","731","","645","529","335","417","1035","","902","570","800","629","182","","4"
"2020-07-14","797","","582","","","743","","689","552","360","475","1093","","928","573","1001","671","194","",""
"2020-07-15","817","","654","260","","778","","763","563","385","539","1111","","947","637","1158","676","198","",""
"2020-07-16","837","","711","286","","801","","781","605","398","572","1153","","972","676","1497","708","211","",""
"2020-07-17","894","","826","297","","810","","813","652","437","604","1178","","1003","763","1743","740","239","",""
"2020-07-18","936","","870","325","","849","","842","705","453","630","1197","","1052","791","1916","761","265","",""
"2020-07-19","988","","968","374","","862","","899","780","473","662","1222","","1133","826","2138","822","266","",""
"2020-07-20","1041","","1040","398","","910","","927","859","519","754","1272","","1182","829","2320","864","292","",""
"2020-07-21","1087","","1120","398","","967","","967","944","558","793","1333","","1228","869","2471","883","309","",""
"2020-07-22","1207","","1212","441","","1010","","1068","1077","609","818","1394","","1262","918","2697","939","313","",""
"2020-07-23","1289","","1312","504","","1061","","1115","1183","689","885","1483","","1313","945","2919","1022","323","",""
"2020-07-24","1333","","1381","533","","1079","","1221","1316","739","967","1541","","1371","968","3086","1055","338","",""
"2020-07-25","1435","","1460","573","","1141","","1326","1396","816","1077","1609","","1406","1020","3326","1091","355","",""
"2020-07-26","1481","","1521","621","","1188","","1433","1470","870","1134","1665","","1448","1111","3501","1132","383","",""
"2020-07-27","1511","","1536","691","","1226","","1471","1492","929","1202","1751","","1489","1128","3662","1172","400","",""
"2020-07-28","1595","","1606","698","","1269","","1509","1587","1047","1269","1863","","1575","1191","3884","1281","453","",""
"2020-07-29","1633","","1689","732","","1311","","1558","1671","1076","1336","1950","","1624","1245","4097","1312","496","",""
"2020-07-30","1688","","1723","738","","1350","","1586","1693","1105","1378","1982","","1628","1304","4167","1395","499","",""
"2020-07-31","1723","","1855","797","","1364","","1638","1746","1194","1462","2057","","1711","1434","4487","1455","623","",""
"2020-08-01","1790","","1914","811","","1369","","1791","1781","1241","1557","2198","","1758","1519","4746","1531","669","",""
"2020-08-02","1828","","2042","853","","1385","","1904","1850","1311","1607","2324","","1796","1544","5123","1589","688","",""
"2020-08-03","1929","","2148","879","","1422","","1970","1907","1346","1640","2409","","1855","1580","5328","1674","719","",""
"2020-08-04","2055","","2283","879","","1459","","2061","1937","1369","1737","2540","","1905","1612","5570","1746","736","",""
"2020-08-05","2163","","2403","918","","1520","","2189","1967","1420","1776","2707","","1946","1649","5844","1832","750","",""
"2020-08-06","2262","","2476","976","","1553","","2342","1998","1460","1950","2836","","2082","1682","6063","1906","796","",""
"2020-08-07","2323","","2558","999","","1566","","2510","2034","1497","2099","2979","","2205","1721","6352","1939","851","",""
"2020-08-08","2492","","2659","1040","","1623","","2583","2075","1512","2272","3093","","2244","1759","6837","2003","861","",""
"2020-08-09","2602","","2713","1057","","1664","","2639","2181","1651","2341","3263","","2322","1789","7129","2027","886","",""
"2020-08-10","2632","","2814","1075","","1727","","2785","2222","1691","2407","3518","","2469","1793","7329","2067","919","",""
"2020-08-11","2778","","2947","1079","","1757","","2932","2247","1715","2565","3760","","2610","1813","7626","2099","937","",""
"2020-08-12","2896","","3068","1121","","1788","","3000","2252","1791","2658","4021","","2691","1832","7892","2118","949","",""
"2020-08-13","2968","","3183","1152","","1815","","3079","2326","1844","2756","4223","","2893","1907","8326","2193","976","",""
"2020-08-14","3081","","3297","1210","","1910","","3128","2401","1945","2855","4421","","3073","1947","8636","2273","1033","",""
"2020-08-15","3199","","3403","1241","","1962","","3209","2492","1984","3006","4783","","3147","1996","8957","2358","1081","",""
"2020-08-16","3285","","3526","1271","","2014","","3257","2573","2084","3124","5004","","3176","2040","9476","2388","1130","",""
"2020-08-17","3424","","3655","1294","","2091","","3354","2621","2173","3170","5310","","3313","2042","9937","2544","1145","",""
"2020-08-18","3550","","3847","1299","","2214","","3396","2709","2266","3317","5552","","3364","2107","10426","2592","1192","",""
"2020-08-19","3803","","4077","1363","","2340","","3570","2786","2469","3395","5874","","3429","2194","10966","2689","1209","",""
"2020-08-20","4001","","4227","1398","","2418","","3661","2872","2593","3525","6230","","3494","2313","11395","2761","1244","",""
"2020-08-21","4156","","4392","1432","","2496","","3766","2954","2729","3683","6565","","3577","2391","11824","2880","1270","",""
"2020-08-22","4243","","4506","1469","","2558","","3885","3031","2833","3915","6960","","3761","2484","12288","3059","1295","",""
"2020-08-23","4484","","4706","1498","","2701","","3970","3164","2939","4034","7146","","3800","2588","12685","3175","1305","",""
"2020-08-24","4544","","4871","1517","","2777","","4088","3276","3028","4115","7315","","3899","2594","12867","3221","1325","",""
"2020-08-25","4714","","5034","1523","","2927","","4187","3363","3114","4375","7769","","4051","2687","13258","3448","1362","",""
"2020-08-26","4907","","5227","1586","","3055","","4288","3496","3251","4590","8121","","4137","2867","13719","3652","1392","",""
"2020-08-27","5079","","5367","1613","","3157","","4519","3672","3440","4828","8351","","4332","3034","14071","3814","1417","",""
"2020-08-28","5365","","5574","1662","","3292","","4676","3828","3566","5002","8649","","4459","3122","14603","4003","1436","",""
"2020-08-29","5540","","5710","1689","","3387","","4874","4062","3705","5154","9028","","4592","3197","15011","4228","1457","",""
"2020-08-30","5632","","5941","1724","","3499","","5033","4213","3928","5458","9223","","4637","3330","15321","4379","1470","",""
"2020-08-31","5769","","6151","1739","","3573","","5136","4344","4014","5575","9400","","4679","3437","15542","4464","1495","",""
"2020-09-01","5801","","6312","1739","","3650","","5151","4369","4076","5730","9591","","4721","3449","15769","4597","1503","",""
"2020-09-02","5960","","6448","1751","","3792","","5239","4450","4221","5934","9737","","4751","3466","15997","4718","1541","",""
"2020-09-03","6047","","6612","1795","","3866","","5372","4515","4381","6065","9828","","4809","3584","16314","4811","1559","",""
"2020-09-04","6153","","6886","1824","","3981","","5608","4763","4559","6232","10006","","4851","3725","16791","5015","1643","",""
"2020-09-05","6284","","7072","1855","","4203","","5884","4933","4678","6476","10255","","4951","3873","17381","5184","1663","",""
"2020-09-06","6505","","7353","1894","","4403","","6102","5261","4873","6740","10579","","5113","3986","17909","5353","1703","",""
"2020-09-07","6583","","7483","1898","","4663","","6236","5332","5027","6843","10766","","5231","4010","18162","5481","1707","",""
"2020-09-08","6800","","7801","1983","","4821","","6402","5541","5195","7089","11124","","5457","4170","18724","5610","1731","",""
"2020-09-09","7040","","8077","2007","","5072","","6672","5903","5391","7419","11325","","5588","4360","19255","5933","1808","",""
"2020-09-10","7307","","8304","2112","","5348","","6812","6147","5608","7680","11655","","5782","4495","19813","6233","1903","",""
"2020-09-11","7507","","8599","2140","","5604","","6914","6450","5829","7941","12045","","5891","4588","20307","6417","1955","",""
"2020-09-12","7670","","8787","2226","","5811","","7064","6715","5995","8227","12355","","6075","4676","20873","6589","2009","",""
"2020-09-13","7922","","9113","2266","","6045","","7188","6920","6191","8626","12733","","6308","4778","21285","6771","2065","",""
"2020-09-14","8029","","9368","2324","","6277","","7244","7062","6313","9008","13215","","6483","4794","21617","6932","2085","",""
"2020-09-15","8367","","9607","2353","","6490","","7416","7296","6505","9268","13563","","6619","4940","22273","7120","2149","",""
"2020-09-16","8690","","9926","2429","","6737","","7535","7596","6692","9736","13861","","6839","5176","22948","7383","2248","",""
"2020-09-17","9057","","10309","2533","","6997","","7854","7814","6896","10281","14212","","7080","5312","23768","7679","2355","",""
"2020-09-18","9331","","10657","2633","","7327","","7999","8169","7121","10685","14509","","7348","5413","24694","8005","2423","",""
"2020-09-19","9679","","11008","2680","","7549","","8190","8605","7384","11097","15043","","7697","5634","25518","8356","2518","",""
"2020-09-20","9898","","11545","2757","","7791","","8398","8935","7658","11633","15526","","7986","5824","26410","8678","2615","",""
"2020-09-21","10010","","11844","2839","","8105","","8508","9130","7814","12009","15875","","8153","5840","26943","8861","2633","",""
"2020-09-22","10413","","12250","2881","","8248","","8705","9477","7983","12403","16319","","8395","6047","27624","9230","2714","",""
"2020-09-23","10914","","12874","2960","","8613","","8841","9980","8245","12907","16831","","8673","6270","28476","9708","2773","",""
"2020-09-24","11367","","13464","3111","","9019","","9141","10420","8586","13790","17594","","9026","6459","29351","10182","2879","",""
"2020-09-25","11918","","14119","3225","","9438","","9409","10989","8908","14480","18378","","9445","6650","30165","10789","2953","",""
"2020-09-26","12332","","14848","3332","","9873","","9633","11578","9297","15164","19204","","9992","6979","31215","11383","3042","",""
"2020-09-27","12808","","15772","3457","","10205","","9885","12268","9723","16120","20119","","10480","7242","32068","11956","3214","",""
"2020-09-28","13057","","16309","3571","","10515","","10007","12609","9936","17038","20524","","10858","7280","32554","12339","3258","",""
"2020-09-29","13581","","17168","3628","","10947","","10460","13192","10272","17875","21564","","11232","7551","33489","12823","3427","",""
"2020-09-30","14260","","18224","3785","","11466","","10781","14004","10714","18817","22541","","11863","7837","34475","13631","3641","",""
"2020-10-01","15064","","19158","3915","","11901","","11252","14637","11054","19889","23509","","12376","8060","35331","14244","3784","",""
"2020-10-02","15669","","20200","4051","","12526","","11728","15529","11486","21035","24525","","13009","8299","36427","15056","3892","",""
"2020-10-03","16302","","21125","4157","","12949","","11985","16063","11828","21976","25498","","13505","8595","37476","15834","3973","",""
"2020-10-04","16846","","22077","4253","","13504","","12263","16929","12302","23140","26290","","14001","8910","38595","16627","4082","",""
"2020-10-05","17045","","22782","4324","","13843","","12470","17387","12656","23781","26896","","14282","8935","39295","17052","4113","",""
"2020-10-06","17469","","23619","4380","","14388","","12886","18232","13083","24517","27750","","14802","9265","40284","17809","4248","",""
"2020-10-07","18141","","24820","4500","","14990","","13318","19084","13573","26093","29100","","15452","9658","41466","18757","4386","",""
"2020-10-08","18458","","25211","4621","","15367","","13554","19581","13804","26781","30124","","15737","9953","41933","19142","4517","",""
"2020-10-09","19251","","26122","4774","","15923","","13920","20295","14326","27986","31298","","16409","10243","42945","19897","4644","",""
"2020-10-10","20094","","27313","4913","","16650","","14459","21402","14849","29310","32930","","17086","10591","44255","21105","4831","",""
"2020-10-11","20713","","28541","5036","","17063","","14701","22114","15266","30529","34381","","17726","10969","45052","22065","4979","",""
"2020-10-12","21331","","29021","5130","","17337","","14996","22457","15648","31398","35121","","18014","11155","45681","22762","5014","",""
"2020-10-13","21819","","30143","5209","","17707","","15319","23364","16124","32511","36260","","18620","11399","46458","23772","5124","",""
"2020-10-14","22275","","30936","5323","","18010","","15543","23915","16474","33172","37273","","18984","11568","47039","24353","5208","",""
"2020-10-15","22796","","32145","5466","","18567","","15854","24466","16969","34436","37720","","19338","11816","47718","25220","5351","",""
"2020-10-16","23359","","32751","5590","","18972","","16088","24884","17401","35406","38745","","19986","12112","48313","26029","5509","",""
"2020-10-17","23988","","33773","5730","","19436","","16368","25540","17812","36332","40264","","20674","12315","49161","27138","5630","",""
"2020-10-18","24373","","34503","5892","","19898","","16619","26080","18326","37308","41663","","21016","12494","49846","28000","5774","",""
"2020-10-19","24713","","35101","5920","","20191","","16739","26458","18506","38080","42573","","21287","12526","50362","28533","5825","",""
"2020-10-20","25305","","35745","5992","","20591","","16884","27027","18979","38886","43359","","21690","12774","50832","29429","5912","",""
"2020-10-21","26125","","36935","6092","","21157","","17084","27769","19505","40044","44027","","22107","13021","51489","30375","6044","",""
"2020-10-22","26962","","37864","6157","","21534","","17300","28250","19837","40976","44924","","22572","13216","52327","31222","6115","",""
"2020-10-23","27678","","38738","6297","","22031","","17489","28921","20263","41727","46299","","23103","13501","53217","32242","6261","",""
"2020-10-24","28384","","39908","6498","","22461","","17689","29658","20721","42497","47018","","23560","13832","54126","33328","6340","",""
"2020-10-25","28926","","40724","6650","","22735","","17826","30185","21107","43366","47671","","23934","14135","54838","34339","6427","",""
"2020-10-26","29258","","41181","6729","","22909","","17890","30501","21301","43863","48524","","24210","14159","55351","34819","6455","",""
"2020-10-27","29905","","41897","6778","","23167","","17955","30830","21696","44460","49230","","24547","14271","55764","35549","6558","",""
"2020-10-28","30695","","43147","6893","","23673","","18158","31765","22290","45609","49778","","24996","14531","56549","36567","6746","",""
"2020-10-29","31483","","43949","7061","","24092","","18345","32247","22679","46301","50367","","25365","14801","57338","37550","6839","",""
"2020-10-30","32147","","44623","7137","","24433","","18478","32729","23046","47023","51128","","25847","14964","57925","38646","6929","",""
"2020-10-31","32792","","45737","7194","","24770","","18634","33470","23630","47857","51897","","26343","15167","58715","39758","7074","",""
"2020-11-01","33408","","46779","7342","","25076","","18777","34181","24064","48745","52419","","26778","15327","59306","40701","7160","",""
"2020-11-02","33906","","47297","7402","","25271","","18835","34531","24310","49321","52886","","27064","15371","59667","41134","7206","",""
"2020-11-03","34666","","48147","7469","","25606","","18982","35114","24817","50163","53353","","27495","15616","60321","41990","7324","",""
"2020-11-04","35431","","49344","7673","","25976","","19164","36051","25388","51114","54137","","27948","15802","60972","43104","7475","",""
"2020-11-05","36091","","50093","7789","","26305","","19319","36574","25867","51942","54764","","28320","16014","61728","44004","7589","",""
"2020-11-06","36734","","50766","7946","","26659","","19456","37245","26328","52705","55525","","28784","16197","62345","44955","7756","",""
"2020-11-07","37430","","51808","8054","","26925","","19550","37819","26828","53676","56167","","29249","16344","63064","45819","7869","",""
"2020-11-08","37909","","52452","8233","","27269","","19709","38307","27234","54251","56707","","29555","16497","63485","46460","7974","",""
"2020-11-09","38262","","52885","8275","","27421","","19784","38543","27437","54730","57255","","29780","16540","63809","46890","8024","",""
"2020-11-10","38903","","53468","8364","","27722","","19865","38974","27863","55537","57940","","30122","16774","64376","47601","8136","",""
"2020-11-11","39424","","54445","8589","","27986","","20006","39653","28443","56367","58467","","30546","17004","64860","48567","8295","",""
"2020-11-12","39992","","54934","8774","","28332","","20114","40052","28787","57063","59084","","30980","17142","65246","49294","8395","",""
"2020-11-13","40460","","55690","8961","","28572","","20195","40541","29134","57862","59672","","31418","17331","65685","49971","8501","",""
"2020-11-14","41002","","56550","9068","","28935","","20334","41071","29559","58572","60345","","31885","17474","66153","50730","8672","",""
"2020-11-15","41498","","57039","9233","","29138","","20396","41412","29825","59146","60903","","32301","17645","66467","51155","8773","",""
"2020-11-16","41724","","57318","9316","","29248","","20460","41603","29990","59548","61399","","32486","17685","66671","51383","8810","",""
"2020-11-17","42088","","57931","9432","","29583","","20556","42285","30419","60192","62175","","32866","17887","67062","52050","8907","",""
"2020-11-18","42725","","58818","9681","","29796","","20665","42978","30792","61003","62682","","33243","18121","67530","52753","9065","",""
"2020-11-19","43252","","59241","9957","","30133","","20810","43316","31134","61578","63544","","33739","18321","67986","53384","9179","",""
"2020-11-20","43647","","59795","10042","","30384","","20948","43825","31557","62269","64598","","34312","18495","68379","54037","9314","",""
"2020-11-21","44030","","60592","10230","","30595","","21052","44289","31980","62979","65362","","34790","18711","68778","54520","9466","",""
"2020-11-22","44846","","61883","10638","","31039","","21237","45067","32758","64301","66922","","35736","19096","69560","55546","9771","",""
"2020-11-23","45105","","62208","10687","","31183","","21269","45265","33037","64815","67945","","36067","19153","69789","55824","9810","",""
"2020-11-24","45495","","62778","10809","","31447","","21368","45727","33498","65356","68797","","36520","19350","70139","56380","9913","",""
"2020-11-25","46041","","63552","11047","","31689","","21471","46266","33948","66189","69461","","36983","19637","70600","57032","10152","",""
"2020-11-26","46388","","64024","11303","","31915","","21557","46663","34373","66875","70180","","37359","19844","71057","57605","10303","",""
"2020-11-27","46624","","64421","11446","","32046","","21653","46892","34719","67249","70792","","37710","20003","71319","58130","10408","",""
"2020-11-28","46933","","65233","11624","","32361","","21790","47350","35348","67963","71472","","38201","20144","71807","58777","10659","",""
"2020-11-29","47314","","65745","11898","","32638","","21912","47776","35747","68814","72193","","38595","20388","72177","59302","10806","",""
"2020-11-30","47589","","66062","11947","","32813","","21998","48014","35990","69295","72804","","38837","20479","72411","59552","10896","",""
"2020-12-01","47868","","66566","12108","","33035","","22081","48363","36575","69811","73690","","39160","20762","72815","60182","11046","",""
"2020-12-26","48127","","66969","12175","","33155","","22133","48724","36825","70333","74203","","39316","20939","73017","60559","11114","",""
"2020-12-27","48358","","67574","12256","","33444","","22170","49225","37334","70912","74720","","39546","21328","73339","60943","11345","",""
"2020-12-28","48546","","67914","12375","","33547","","22207","49399","37575","71311","75224","","39755","21419","73527","61237","11505","",""
"2020-12-29","48898","","68648","12475","","33777","","22266","49836","38352","71818","75834","","40004","21980","73941","61886","11713","",""
"2020-12-30","49361","","69654","12679","","34019","","22341","50438","38894","72456","76241","","40342","22694","74261","62336","11980","",""
"2020-12-31","49786","","70228","12869","","34321","","22437","50840","39375","72976","76629","","40567","23206","74681","62851","12145","",""
"2021-01-01","50150","","70830","12976","","34587","","22517","51257","39852","73428","77140","","40793","23699","75067","63287","12319","",""
"2021-01-02","50532","","71573","13199","","34784","","22600","51641","40392","74024","77720","","41033","24151","75357","63701","12523","",""
"2021-01-03","50802","","72301","13452","","34963","","22641","51968","40800","74535","78242","","41251","24536","75639","64029","12671","",""
"2021-01-04","51032","","72683","13541","","35096","","22668","52151","41063","75016","78648","","41386","24646","75861","64310","12750","",""
"2021-01-05","51423","","73402","13672","","35348","","22726","52586","41778","75442","79033","","41645","25311","76249","64926","12925","",""
"2021-01-06","51869","","74470","13943","","35567","","22803","53134","42333","76171","79465","","41900","25977","76665","65428","13135","",""
"2021-01-07","52301","","75133","14226","","35718","","22889","53427","42848","76651","79900","","42139","26491","76949","65860","13379","",""
"2021-01-08","52642","","75841","14527","","35967","","22954","53804","43310","77120","80319","","42406","26924","77262","66360","13617","",""
"2021-01-09","52960","","76734","14749","","36149","","23047","54281","43884","77719","80842","","42623","27394","77606","66763","13830","",""
"2021-01-10","53225","","77384","14958","","36411","","23090","54635","44229","78277","81283","","42798","27841","77894","67098","14003","",""
