"date","New Hampshire/Belknap","New Hampshire/Carroll","New Hampshire/Cheshire","New Hampshire/Coos","New Hampshire/Grafton","New Hampshire/Hillsborough","New Hampshire/Merrimack","New Hampshire/Nashua","New Hampshire/Rockingham","New Hampshire/Strafford","New Hampshire/Sullivan","New Hampshire/Unassigned"
"2020-05-11","46","37","43","2","58","1496","243","","994","196","14","31"
"2020-05-12","47","37","44","2","57","1551","252","","1010","199","14","26"
"2020-05-13","47","37","45","2","58","1592","256","","1021","201","14","26"
"2020-05-14","49","39","45","2","59","1624","261","","1040","215","14","34"
"2020-05-15","50","39","47","4","61","1680","261","","1040","221","16","34"
"2020-05-16","51","41","47","4","61","1723","278","","1095","230","16","10"
"2020-05-17","53","44","47","4","61","1747","278","","1104","232","16","10"
"2020-05-18","53","44","48","4","62","1764","282","","1113","234","16","32"
"2020-05-19","53","44","49","4","63","1820","283","","1138","240","16","11"
"2020-05-20","54","44","49","4","64","1932","290","","1159","242","16","14"
"2020-05-21","54","46","50","4","66","1963","299","","1179","243","16","15"
"2020-05-22","54","46","51","4","68","2004","307","","1199","248","16","17"
"2020-05-23","55","46","51","4","69","2049","312","","1218","253","17","15"
"2020-05-24","55","46","52","4","69","2095","320","","1223","254","17","14"
"2020-05-25","55","46","54","4","69","2132","321","","1230","257","17","12"
"2020-05-26","56","46","54","5","69","2149","324","","1240","259","17","12"
"2020-05-27","57","46","54","5","72","2183","327","","1254","261","17","10"
"2020-05-28","57","46","55","5","74","2254","331","","1277","263","17","10"
"2020-05-29","58","46","57","5","74","2342","334","","1284","267","19","6"
"2020-05-30","58","46","57","5","74","2342","334","","1284","267","19","6"
"2020-05-31","60","47","57","5","76","2464","342","","1306","269","19","6"
"2020-06-01","60","48","57","5","76","2486","346","","1313","269","19","6"
"2020-06-02","63","48","57","5","76","2528","352","","1320","271","19","10"
"2020-06-03","63","48","57","5","76","2554","353","","1336","273","20","10"
"2020-06-04","64","48","57","5","76","2614","359","","1347","278","20","8"
"2020-06-05","64","48","57","5","76","2614","359","","1347","278","20","85"
"2020-06-06","67","48","57","5","77","2709","371","","1378","277","20","10"
"2020-06-07","68","48","57","5","76","2731","372","","1380","277","20","9"
"2020-06-08","70","48","59","6","76","2753","375","","1386","277","20","9"
"2020-06-09","70","48","59","6","76","2753","375","","1386","277","20","9"
"2020-06-10","70","49","59","6","76","2833","383","","1392","278","24","8"
"2020-06-11","72","49","60","6","76","2853","386","","1400","278","25","4"
"2020-06-12","73","49","60","6","76","2883","390","","1406","278","25","5"
"2020-06-13","74","49","60","6","76","2925","391","","1410","278","25","5"
"2020-06-14","74","49","60","6","76","2942","391","","1412","278","25","5"
"2020-06-15","74","49","60","6","76","2963","392","","1416","279","25","5"
"2020-06-16","74","49","62","6","75","2981","392","","1418","279","24","4"
"2020-06-17","74","49","63","6","75","3048","392","","1422","280","24","3"
"2020-06-18","76","49","62","6","76","3060","392","","1424","280","24","1"
"2020-06-19","77","51","63","6","76","3087","393","","1427","281","24","1"
"2020-06-20","78","51","64","6","76","3110","396","","1429","283","24","1"
"2020-06-21","78","52","64","6","76","3126","396","","1436","284","24","2"
"2020-06-22","78","52","64","6","76","3134","397","","1439","285","24","3"
"2020-06-23","78","52","64","6","76","3145","398","","1442","285","24","1"
"2020-06-24","78","52","66","6","77","3163","400","","1443","286","25","2"
"2020-06-25","78","53","66","6","80","3187","401","","1450","288","27","2"
"2020-06-26","79","53","67","6","83","3199","407","","1455","290","30","2"
"2020-06-27","81","53","67","6","83","3231","408","","1465","290","31","2"
"2020-06-28","81","54","67","6","84","3254","407","","1470","291","31","2"
"2020-06-29","81","54","69","6","84","3263","409","","1470","292","31","1"
"2020-06-30","81","54","71","7","85","3275","410","","1474","292","32","1"
"2020-07-01","81","54","72","7","86","3288","412","","1476","292","33","1"
"2020-07-02","81","61","72","7","86","3295","414","","1479","292","34","1"
"2020-07-03","82","61","72","7","87","3312","417","","1489","294","34","2"
"2020-07-04","82","61","72","7","87","3322","418","","1492","295","35","1"
"2020-07-05","82","60","73","7","88","3341","418","","1494","295","35","4"
"2020-07-06","85","63","73","9","88","3348","419","","1495","296","35","3"
"2020-07-07","86","64","74","9","88","3361","420","","1499","295","35","1"
"2020-07-08","87","64","74","9","90","3370","421","","1505","296","35","1"
"2020-07-09","87","65","75","9","90","3387","422","","1505","297","35","1"
"2020-07-10","88","66","75","9","90","3391","423","","1514","298","35","2"
"2020-07-11","90","66","75","11","91","3410","425","","1520","299","35","2"
"2020-07-12","90","67","76","11","91","3427","427","","1523","301","35","6"
"2020-07-13","91","67","76","11","92","3433","430","","1526","301","36","5"
"2020-07-14","92","68","77","11","94","3443","432","","1531","306","37","0"
"2020-07-15","93","69","78","11","96","3455","434","","1534","306","37","0"
"2020-07-16","95","69","79","11","97","3468","435","","1541","307","37","0"
"2020-07-17","95","71","79","11","98","3486","436","","1545","307","37","0"
"2020-07-18","95","71","80","13","98","3500","437","","1551","306","37","0"
"2020-07-19","96","71","80","13","99","3510","439","","1551","306","38","0"
"2020-07-20","96","71","80","13","99","3549","440","","1557","306","38","0"
"2020-07-21","97","73","80","14","99","3557","441","","1556","307","38","0"
"2020-07-22","98","76","80","14","99","3575","443","","1562","310","38","0"
"2020-07-23","98","77","80","14","98","3590","444","","1569","310","38","0"
"2020-07-24","99","79","80","16","98","3633","448","","1573","311","38","0"
"2020-07-25","101","79","80","16","99","3655","450","","1581","316","38","0"
"2020-07-26","101","79","81","16","101","3668","451","","1582","319","38","0"
"2020-07-27","101","81","82","16","101","3669","452","","1581","320","38","0"
"2020-07-28","101","84","85","16","103","3692","452","","1607","322","38","0"
"2020-07-29","102","84","85","16","103","3701","452","","1609","323","38","0"
"2020-07-30","104","86","85","16","103","3717","456","","1613","323","38","3"
"2020-07-31","104","86","85","16","103","3743","457","","1624","325","39","1"
"2020-08-01","105","89","90","16","103","3755","458","","1629","328","40","1"
"2020-08-02","109","89","90","16","103","3767","458","","1632","330","40","0"
"2020-08-03","109","89","92","16","103","3775","458","","1642","335","40","1"
"2020-08-04","110","90","93","16","103","3787","458","","1654","338","40","4"
"2020-08-05","113","91","95","16","103","3801","459","","1660","338","40","3"
"2020-08-06","113","93","96","16","103","3807","460","","1665","346","40","3"
"2020-08-07","115","93","96","16","103","3824","463","","1678","348","40","3"
"2020-08-08","115","93","97","17","103","3842","464","","1688","353","40","6"
"2020-08-09","115","94","97","17","103","3850","464","","1691","358","40","6"
"2020-08-10","115","94","99","17","103","3855","466","","1691","360","40","0"
"2020-08-11","115","94","101","17","104","3863","466","","1698","362","41","0"
"2020-08-12","117","95","103","17","105","3872","467","","1703","363","44","1"
"2020-08-13","119","95","103","17","105","3891","472","","1712","363","44","0"
"2020-08-14","120","95","106","17","106","3919","472","","1719","366","44","0"
"2020-08-15","120","96","106","17","107","3931","472","","1721","367","43","0"
"2020-08-16","121","96","106","17","107","3935","472","","1723","367","44","0"
"2020-08-17","121","96","107","17","107","3942","474","","1729","367","44","0"
"2020-08-18","121","98","107","17","107","3948","475","","1733","367","44","0"
"2020-08-19","121","98","107","17","107","3960","477","","1738","367","44","0"
"2020-08-20","121","98","108","17","107","3963","480","","1742","368","44","2"
"2020-08-21","121","99","109","17","107","3972","483","","1747","370","44","2"
"2020-08-22","121","99","111","17","109","3979","485","","1756","371","44","2"
"2020-08-23","121","99","115","17","109","3979","487","","1758","372","44","6"
"2020-08-24","122","99","119","17","109","3983","494","","1771","376","44","6"
