"date","Andaman and Nicobar Islands","Andhra Pradesh","Arunachal Pradesh","Assam","Bihar","Chandigarh","Chhattisgarh","Delhi","Goa","Gujarat","Haryana","Himachal Pradesh","Jammu and Kashmir","Jharkhand","Karnataka","Kerala","Madhya Pradesh","Maharashtra","Manipur","Meghalaya","Mizoram","Nagaland","Odisha","Puducherry","Punjab","Rajasthan","Sikkim","Tamil Nadu","Telangana","Tripura","Uttar Pradesh","Uttarakhand","West Bengal"
"2020-09-03","   .92 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.91 %"," ##.## %","  1.25 %"," -3.36 %"," 95.98 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 78.64 %"," 69.17 %"," ##.## %"," ##.## %","  2.83 %"," ##.## %"," ##.## %","-13.90 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-04","   .98 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.86 %"," ##.## %","  1.33 %"," -3.12 %"," 43.74 %"," ##.## %"," ##.## %"," 77.80 %"," ##.## %"," ##.## %"," ##.## %"," 86.16 %"," ##.## %"," ##.## %"," ##.## %"," 70.43 %"," ##.## %"," ##.## %","  2.74 %"," ##.## %"," 80.86 %"," 44.88 %"," 65.74 %"," 86.46 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-05","  1.02 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.83 %"," ##.## %","  1.49 %"," -2.73 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 84.14 %"," ##.## %"," ##.## %","  2.83 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-06","  1.08 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.84 %"," ##.## %","  1.58 %","  4.45 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.78 %"," ##.## %"," ##.## %","  2.82 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-07","  1.08 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.60 %"," ##.## %","  1.51 %","  3.83 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.63 %"," ##.## %"," ##.## %","  2.77 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-08","  1.04 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.70 %"," ##.## %","  1.58 %","  3.29 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.45 %"," ##.## %"," ##.## %","  2.64 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-09","  1.03 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.94 %"," ##.## %","  1.67 %","  3.32 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," -3.57 %"," ##.## %"," ##.## %","  2.26 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-10","  1.05 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.90 %"," ##.## %","  1.77 %","  3.24 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  7.30 %"," ##.## %"," ##.## %","  2.27 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-11","   .97 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.82 %"," ##.## %","  1.84 %","  3.39 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  7.71 %"," ##.## %"," ##.## %","  2.32 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-12","   .96 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.70 %"," ##.## %","  2.04 %","  3.78 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.41 %"," ##.## %"," ##.## %","  2.24 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-13","   .91 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.64 %"," ##.## %","  2.06 %","  3.62 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  9.07 %"," ##.## %"," ##.## %","  2.25 %"," ##.## %"," ##.## %"," 27.36 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-14","   .77 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.23 %"," ##.## %","  1.95 %","  3.14 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 11.42 %"," ##.## %"," ##.## %","  2.26 %"," ##.## %"," ##.## %"," 36.68 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-15","   .63 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.23 %"," ##.## %","  1.90 %","  2.99 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.79 %"," ##.## %"," ##.## %","  2.14 %"," ##.## %"," ##.## %"," 46.22 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-16","   .57 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.21 %"," ##.## %","  1.88 %","  2.98 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .29 %"," ##.## %"," ##.## %","  2.10 %"," ##.## %"," ##.## %"," 71.84 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-17","   .47 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.19 %"," ##.## %","  1.86 %","  2.76 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.84 %"," ##.## %"," ##.## %","  2.07 %"," ##.## %"," ##.## %"," 42.72 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-18","   .48 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.56 %"," ##.## %","  1.81 %","  2.89 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.25 %"," ##.## %"," ##.## %","  2.02 %"," ##.## %"," ##.## %"," 31.43 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-19","   .49 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.53 %"," ##.## %","  1.86 %","  3.17 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.69 %"," ##.## %"," ##.## %","  2.11 %"," ##.## %"," ##.## %"," 25.51 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-20","   .43 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.27 %"," ##.## %","  1.79 %","  2.88 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.70 %"," ##.## %"," ##.## %","  2.16 %"," ##.## %"," ##.## %"," 18.64 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-21","   .45 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.85 %"," ##.## %","  1.60 %","  2.52 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," -1.01 %"," ##.## %"," ##.## %","  1.90 %"," ##.## %"," ##.## %"," 15.72 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-22","   .49 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.66 %"," ##.## %","  1.52 %","  2.39 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.98 %"," ##.## %"," ##.## %","  2.02 %"," ##.## %"," ##.## %"," 13.73 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-23","   .45 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.44 %"," ##.## %","  1.46 %","  2.28 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.70 %"," ##.## %"," ##.## %","  2.03 %"," ##.## %"," ##.## %"," 12.93 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-24","   .55 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.28 %"," ##.## %","  1.42 %","  2.24 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.82 %"," ##.## %"," ##.## %","  2.08 %"," ##.## %"," ##.## %"," 12.65 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-25","   .59 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.15 %"," ##.## %","  1.40 %","  2.29 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  5.60 %"," ##.## %"," ##.## %","  2.15 %"," ##.## %"," ##.## %"," 12.86 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-26","   .55 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  2.02 %"," ##.## %","  1.45 %","  2.40 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 12.25 %"," ##.## %"," ##.## %","  2.34 %"," ##.## %"," ##.## %"," 11.30 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-27","   .56 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.84 %"," ##.## %","  1.39 %","  2.18 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.24 %"," ##.## %"," ##.## %","  2.20 %"," ##.## %"," ##.## %","  9.31 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-28","   .49 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.71 %"," ##.## %","  1.24 %","  2.06 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  6.97 %"," ##.## %"," ##.## %","  1.95 %"," ##.## %"," ##.## %","  8.56 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-29","   .41 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.50 %"," ##.## %","  1.18 %","  1.78 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  4.45 %"," ##.## %"," ##.## %","  1.69 %"," ##.## %"," ##.## %","  7.20 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-09-30","   .41 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.26 %"," ##.## %","  1.13 %","  1.83 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.28 %"," ##.## %"," ##.## %","  1.56 %"," ##.## %"," ##.## %","  5.81 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-10-01","   .39 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.16 %"," ##.## %","  1.09 %","  1.81 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  3.00 %"," ##.## %"," ##.## %","  1.49 %"," ##.## %"," ##.## %","  5.26 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-10-02","   .34 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.11 %"," ##.## %","  1.05 %","  1.88 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  7.97 %"," ##.## %"," ##.## %","  1.57 %"," ##.## %"," ##.## %","  5.11 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-10-03","   .34 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.14 %"," ##.## %","  1.06 %","  1.86 %"," 63.93 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  1.91 %"," ##.## %"," ##.## %","  1.50 %"," ##.## %"," ##.## %","  5.25 %"," 77.45 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," ##.## %","","",""
