"date","Telangana/Adilabad","Telangana/Bhadradri Kothagudem","Telangana/Bhadradri kothagudem","Telangana/Foreign Evacuees","Telangana/Hyderabad","Telangana/Jagtial","Telangana/Jangaon","Telangana/Jayashankar Bhupalapally","Telangana/Jayashankar bhupalapally","Telangana/Jogulamba Gadwal","Telangana/Jogulamba gadwal","Telangana/Kamareddy","Telangana/Karimnagar","Telangana/Khammam","Telangana/Komaram Bheem","Telangana/Komaram bheem","Telangana/Mahabubabad","Telangana/Mahabubnagar","Telangana/Mancherial","Telangana/Medak","Telangana/Medchal Malkajgiri","Telangana/Medchal malkajgiri","Telangana/Mulugu","Telangana/Nagarkurnool","Telangana/Nalgonda","Telangana/Narayanpet","Telangana/Nirmal","Telangana/Nizamabad","Telangana/Other State","Telangana/Peddapalli","Telangana/Rajanna Sircilla","Telangana/Rajanna sircilla","Telangana/Ranga Reddy","Telangana/Ranga reddy","Telangana/Sangareddy","Telangana/Siddipet","Telangana/Suryapet","Telangana/Vikarabad","Telangana/Wanaparthy","Telangana/Warangal Rural","Telangana/Warangal Urban","Telangana/Warangal rural","Telangana/Warangal urban","Telangana/Yadadri Bhuvanagiri","Telangana/Yadadri bhuvanagiri","Telangana/Yadgir"
"2020-09-15","20","75","","","277","52","30","28","","29","","43","135","103","24","","68","38","41","38","97","","36","42","96","13","42","84","","48","45","","143","","24","106","62","24","23","11","108","","","53","",""
"2020-09-16","39","131","","","602","102","63","49","","50","","111","257","200","48","","110","95","79","62","261","","58","75","271","16","78","175","","95","85","","328","","82","197","135","48","55","44","222","","","108","",""
"2020-09-17","20","60","","","318","45","35","22","","18","","49","127","77","13","","84","24","33","34","121","","18","27","141","14","29","84","","47","53","","176","","64","132","66","22","23","39","98","","","46","",""
"2020-09-18","19","49","","","314","42","25","23","","17","","31","114","84","20","","74","26","25","25","144","","16","32","131","12","16","65","","48","46","","174","","71","121","51","20","22","33","108","","","45","",""
"2020-09-19","38","102","","","619","95","53","46","","43","","103","226","177","36","","151","59","55","59","293","","36","72","266","30","39","143","","96","89","","359","","130","208","116","42","48","62","189","","","86","",""
"2020-09-20","39","104","","","627","95","62","44","","53","","132","244","183","32","","149","61","68","62","295","","35","77","259","27","47","150","","96","100","","367","","124","196","126","51","55","53","171","","","76","",""
"2020-09-21","8","29","","","266","34","18","0","","18","","14","102","35","8","","45","24","20","16","24","","15","37","70","4","13","50","","20","23","","98","","54","92","26","10","25","18","62","","","24","",""
"2020-09-22","21","79","","","309","21","79","20","","20","","50","127","87","19","","90","28","43","36","147","","22","46","113","11","22","90","","50","51","","166","","44","88","64","24","33","23","95","","","48","",""
"2020-09-23","39","156","","","630","71","115","31","","41","","127","263","156","35","","162","59","80","59","320","","46","82","268","17","41","172","","90","118","","383","","125","180","137","47","70","53","194","","","95","",""
"2020-09-24","25","88","","","308","40","24","20","","22","","48","120","86","22","","68","36","44","41","151","","26","47","136","12","21","68","","42","56","","168","","67","95","82","19","43","34","77","","","40","",""
"2020-09-25","15","97","","","386","51","23","19","","25","","58","119","84","13","","68","42","29","39","193","","15","67","132","12","43","69","","31","70","","227","","50","86","78","23","58","24","83","","","52","",""
"2020-09-26","27","91","","","316","54","35","29","","29","","60","106","73","12","","57","34","31","31","164","","33","43","141","34","31","69","","32","57","","192","","66","79","63","29","35","37","91","","","58","",""
"2020-09-27","17","91","","","297","56","24","20","","19","","56","152","78","15","","66","25","33","24","137","","34","27","105","8","26","61","","40","44","","147","","54","70","46","18","25","26","89","","","37","",""
"2020-09-28","13","49","","","254","39","23","13","","21","","14","78","26","5","","47","24","25","12","73","","18","30","53","11","22","55","","22","38","","110","","50","61","33","22","25","21","58","","","33","",""
"2020-09-29","32","134","","","537","82","51","40","","42","","58","187","118","29","","107","68","61","37","233","","41","64","192","27","48","127","","71","91","","271","","82","139","105","39","66","54","143","","","74","",""
"2020-09-30","43","187","","","581","89","57","52","","44","","97","212","185","50","","105","89","63","55","336","","54","66","280","24","50","129","","80","93","","333","","95","170","123","41","82","68","170","","","72","",""
"2020-10-01","22","99","","","305","39","24","24","","27","","66","106","99","22","","59","44","33","28","153","","24","33","149","12","18","65","","31","67","","191","","52","80","68","28","38","37","131","","","40","",""
"2020-10-02","40","176","","","598","71","50","47","","52","","129","220","203","41","","102","75","66","55","326","","43","73","258","20","44","128","","60","119","","362","","107","140","145","51","77","68","203","","","74","",""
"2020-10-03","15","55","","","285","33","24","19","","20","","39","105","79","25","","52","32","20","19","115","","20","23","103","12","18","58","","22","52","","129","","42","76","60","24","28","21","56","","","37","",""
"2020-10-04","24","71","","","291","45","31","24","","22","","56","114","85","16","","36","31","30","29","150","","28","28","124","6","25","66","","43","55","","156","","42","76","65","26","25","32","63","","","34","",""
"2020-10-05","17","34","","","262","23","12","15","","15","","21","83","48","3","","33","34","21","11","91","","23","28","72","3","22","38","","22","27","","137","","69","39","22","14","21","9","43","","","23","",""
"2020-10-06","36","119","","","554","67","37","41","","37","","77","192","165","20","","73","57","48","36","236","","46","52","177","17","44","100","","62","71","","324","","95","128","97","39","60","33","118","","","60","",""
"2020-10-07","42","177","","","595","89","48","51","","41","","127","205","238","33","","85","63","66","54","332","","48","57","229","26","41","122","","82","85","","392","","89","167","154","53","70","52","149","","","75","",""
"2020-10-08","61","174","","","597","70","47","40","","47","","110","193","200","21","","100","76","68","54","341","","54","54","250","23","37","109","","75","72","","416","","105","178","136","50","52","52","122","","","66","",""
"2020-10-09","32","65","","","285","37","25","18","","24","","41","97","72","10","","40","31","23","29","195","","31","24","128","13","22","46","","36","42","","175","","47","64","39","23","37","26","76","","","38","",""
"2020-10-10","29","81","","","291","30","31","2","","25","","33","100","75","11","","33","42","21","24","171","","26","27","108","14","32","35","","34","30","","138","","45","63","71","27","35","32","62","","","33","",""
"2020-10-11","21","87","","","276","22","21","15","","16","","34","104","82","14","","32","49","21","23","131","","19","26","101","20","19","53","","28","22","","132","","59","85","57","18","21","23","59","","","27","",""
"2020-10-12","6","30","","","228","31","12","8","","19","","7","67","24","0","","29","26","21","9","84","","9","23","46","1","6","26","","23","15","","68","","44","41","22","9","24","16","27","","","20","",""
"2020-10-13","14","97","","","277","33","21","23","","21","","46","86","81","8","","34","33","31","30","124","","29","33","81","14","21","66","","29","36","","137","","16","65","54","24","26","32","61","","","25","",""
"2020-10-14","16","59","","","252","32","25","12","","21","","43","74","52","9","","22","36","29","24","131","","21","23","58","7","19","39","","30","29","","135","","50","44","23","17","28","25","41","","","20","",""
"2020-10-15","25","99","","","244","28","19","18","","11","","22","74","91","8","","41","21","25","25","115","","22","13","74","4","22","27","","32","24","","88","","28","31","53","15","28","34","46","","","25","",""
"2020-10-16","23","95","","","249","32","22","15","","19","","33","84","88","8","","34","21","27","24","118","","21","29","79","12","17","29","","29","28","","128","","37","49","42","27","28","30","53","","","24","",""
"2020-10-17","8","92","","","235","29","28","22","","11","","34","65","71","7","","24","32","22","25","101","","20","22","84","15","24","32","","28","30","","104","","32","64","37","22","24","28","55","","","24","",""
"2020-10-18","20","169","","","484","56","49","40","","22","","68","141","149","23","","54","62","45","45","206","","41","46","159","18","45","62","","48","57","","214","","66","131","65","47","45","52","114","","","44","",""
"2020-10-19","9","","","","212","22","11","7","","","","4","63","25","0","","15","11","9","6","65","","14","11","35","2","5","29","","14","9","","98","","42","54","28","5","11","","","","","","",""
"2020-10-20","21","","98","","235","29","17","22","","","20","38","69","89","9","","28","30","24","22","102","","23","31","82","8","14","28","","35","35","","112","","21","42","44","18","32","","","25","54","","","29"
"2020-10-21","23","87","","","256","32","16","31","","18","","48","64","106","12","","27","32","24","32","135","","25","32","90","4","16","33","","25","23","","102","","47","53","36","16","27","25","59","","","23","",""
"2020-10-22","12","82","","","254","27","24","23","","22","","30","54","89","8","","25","33","28","22","98","","29","33","92","4","20","31","","30","28","","98","","43","47","39","8","31","22","40","","","30","",""
"2020-10-23","26","","86","","503","63","45","32","","","13","65","129","178","21","","53","57","41","35","209","","57","65","171","17","26","64","","60","53","","195","","69","104","70","20","55","45","92","","","54","",""
"2020-10-24","15","","69","","227","23","12","16","","","12","30","55","75","7","","21","24","24","16","104","","18","27","76","3","12","30","","25","32","","102","","24","41","31","10","21","","","22","51","18","",""
"2020-10-25","20","129","","","185","25","16","9","","34","","18","27","62","2","","12","17","22","18","86","","9","21","59","1","10","18","","12","22","","89","","24","27","24","15","19","11","25","","","14","",""
"2020-10-26","29","69","","","359","39","18","9","","16","","18","42","79","2","","25","32","24","22","124","","9","27","146","1","10","42","","12","26","","144","","55","42","28","19","20","18","38","","","16","",""
"2020-10-27","7","48","","","185","14","8","6","","9","","22","51","76","5","","10","15","11","28","41","","9","31","16","1","8","13","","7","18","","59","","10","40","16","8","10","9","34","","","12","",""
"2020-10-28","16","79","","","279","38","24","17","","12","","38","79","82","9","","33","35","24","23","138","","20","27","82","4","21","32","","26","27","","111","","32","34","47","13","0","24","45","","","10","",""
"2020-10-29","15","83","","","288","36","17","11","","16","","41","66","84","3","","14","24","23","21","118","","15","24","93","2","14","39","","24","45","","115","","28","73","41","15","23","21","44","","","28","",""
"2020-10-30","17","","96","","293","61","17","","","","6","39","71","83","","","31","26","36","22","","","18","32","74","3","17","35","","24","","","","","28","47","26","10","22","","","25","54","","",""
"2020-10-31","19","90","","","286","35","25","21","","10","","22","65","77","7","","19","28","18","22","122","","22","23","102","4","22","18","","25","26","","107","","27","43","29","22","21","17","53","","","18","",""
"2020-11-01","18","79","","","279","33","21","15","","10","","24","74","74","9","","16","21","26","15","112","","23","23","82","2","7","29","","21","29","","132","","25","40","37","16","20","22","48","","","34","",""
"2020-11-02","7","37","","","256","31","12","6","","4","","1","42","31","5","","22","28","22","20","40","","14","25","33","0","6","21","","16","12","","56","","44","33","24","2","13","13","37","","","9","",""
"2020-11-03","20","123","","","281","37","18","19","","8","","38","76","97","7","","24","22","37","21","96","","26","32","81","8","22","32","","31","33","","92","","21","30","47","22","32","23","49","","","31","",""
"2020-11-04","10","118","","","292","37","17","22","","14","","37","90","74","9","","23","24","26","19","129","","21","36","101","5","18","36","","27","36","","136","","38","41","45","23","24","20","56","","","33","",""
"2020-11-05","14","","82","","285","45","22","","12","","13","36","86","78","","4","21","43","33","23","","102","32","33","69","1","20","37","","39","","33","","123","40","38","52","12","13","","","29","46","","23",""
"2020-11-06","17","77","","","295","39","17","23","","11","","28","76","79","13","","19","32","39","21","137","","43","47","79","1","12","33","","46","27","","118","","40","38","45","18","24","26","49","","","33","",""
"2020-11-07","14","","124","","296","42","29","","21","","9","30","78","84","","14","28","23","30","19","","113","37","43","67","0","16","23","","26","","30","","115","41","69","46","16","22","","","25","48","","29",""
"2020-11-08","13","97","","","278","27","14","17","","9","","29","68","91","10","","16","19","31","17","133","","27","28","70","4","21","25","","28","17","","112","","31","42","48","10","18","23","39","","","28","",""
"2020-11-09","9","35","","","250","27","10","1","","2","","1","48","25","2","","16","14","20","16","61","","1","17","30","1","6","0","","17","15","","88","","36","25","18","3","8","12","38","","","5","",""
"2020-11-10","6","85","","","201","23","17","15","","5","","23","53","62","10","","15","23","32","21","109","","23","32","89","3","18","40","","30","23","","104","","20","27","42","16","17","14","45","","","24","",""
"2020-11-11","12","81","","","192","21","15","11","","4","","26","73","42","4","","10","25","24","18","101","","21","18","89","3","11","23","","24","25","","121","","36","30","26","21","9","15","51","","","14","",""
"2020-11-12","6","80","","","172","18","12","11","","10","","13","46","48","5","","14","14","25","12","97","","12","21","57","2","15","25","","17","16","","98","","42","15","21","14","9","14","41","","","13","",""
"2020-11-13","18","65","","","169","23","11","16","","10","","22","49","44","0","","20","18","19","16","85","","21","25","46","6","13","22","","21","24","","66","","24","18","30","12","10","12","44","","","18","",""
"2020-11-14","10","47","","","232","21","14","16","","7","","13","49","61","3","","21","12","23","9","90","","16","13","65","3","11","14","","24","21","","75","","29","36","17","18","11","11","41","","","17","",""
"2020-11-15","10","29","","","167","15","4","10","","8","","3","24","19","2","","22","11","17","7","45","","12","22","34","0","4","15","","6","2","","57","","28","23","14","7","9","12","21","","","2","",""
"2020-11-16","2","23","","","141","13","4","3","","5","","1","22","17","1","","9","8","14","2","33","","4","11","4","0","4","14","","4","6","","72","","26","21","11","7","3","9","8","","","","",""
"2020-11-17","15","71","","","150","26","8","12","","8","","24","35","41","11","","14","15","33","16","77","","19","16","45","1","14","23","","29","19","","68","","20","23","32","6","6","13","44","","","18","",""
"2020-11-18","14","61","","","154","27","9","14","","8","","25","55","44","5","","11","11","26","15","83","","18","16","45","4","10","13","","22","9","","76","","38","22","24","14","11","12","40","","","12","",""
"2020-11-19","4","58","","","168","36","16","13","","2","","18","53","36","6","","9","8","37","17","93","","15","37","43","7","9","16","","25","30","","91","","47","29","35","24","15","9","35","","","17","",""
"2020-11-20","9","54","","","154","32","17","8","","8","","10","36","39","5","","10","9","24","11","84","","16","12","48","8","8","14","","28","9","","70","","32","21","22","7","5","18","41","","","25","",""
"2020-11-21","10","43","","","161","39","19","15","","11","","12","52","42","8","","9","12","26","5","91","","18","12","46","0","12","11","","23","25","","75","","17","13","23","14","10","11","46","","","14","",""
"2020-11-22","18","101","","","313","75","27","25","","15","","23","96","71","10","","22","32","48","15","169","","36","25","93","2","16","24","","45","43","","146","","44","31","45","19","18","21","102","","","28","",""
"2020-11-23","3","25","","","129","34","2","3","","5","","3","51","16","1","","11","10","18","5","60","","8","10","21","1","3","6","","5","6","","62","","24","16","18","4","4","9","27","","","2","",""
"2020-11-24","6","71","","","146","50","8","19","","5","","11","44","36","9","","15","14","18","9","81","","16","9","49","4","8","15","","29","27","","61","","17","18","31","7","11","14","45","","","18","",""
"2020-11-25","2","67","","","161","39","8","12","","5","","23","46","57","2","","31","15","28","27","93","","25","14","45","0","8","20","","21","25","","62","","34","17","21","10","9","13","39","","","14","",""
"2020-11-26","4","53","","","164","24","4","11","","4","","9","38","63","7","","8","15","26","9","91","","11","10","35","8","2","13","","37","10","","57","","27","20","28","8","11","12","33","","","10","",""
"2020-11-27","4","33","","","136","21","2","9","","7","","12","32","28","1","","17","10","29","14","69","","18","9","28","4","2","19","","18","28","","55","","18","30","33","11","5","17","24","","","18","",""
"2020-11-28","11","36","","","133","22","1","4","","4","","9","47","38","4","","14","16","18","9","78","","14","10","38","0","7","14","","15","19","","71","","18","10","22","10","3","12","33","","","13","",""
"2020-11-29","10","42","","","131","56","3","9","","5","","13","35","40","4","","17","15","18","11","82","","15","11","32","2","7","15","","21","22","","58","","24","17","22","9","8","11","27","","","13","",""
"2020-11-30","5","12","","","119","16","3","2","","9","","13","40","21","0","","15","6","15","5","55","","12","9","21","1","1","18","","5","17","","61","","33","4","16","1","1","18","39","","","0","",""
"2020-12-01","4","33","","","101","11","4","9","","4","","6","25","30","3","","6","6","11","6","46","","12","6","23","0","6","7","","11","8","","32","","12","6","19","7","9","7","24","","","8","",""
"2020-12-26","4","9","","","71","5","4","5","","3","","1","16","5","3","","5","6","11","5","25","","5","9","11","0","5","8","","9","6","","27","","17","8","5","6","0","6","11","","","6","",""
"2020-12-27","7","15","","","106","8","2","7","","6","","6","17","16","2","","12","6","19","7","45","","7","6","23","1","3","10","","10","8","","44","","8","17","9","3","4","7","18","","","13","",""
"2020-12-28","2","5","","","54","4","4","3","","5","","0","13","5","3","","3","1","6","2","9","","3","5","5","0","3","6","","4","2","","15","","8","5","4","3","1","7","10","","","5","",""
"2020-12-29","7","15","","","92","9","5","7","","2","","3","25","12","8","","10","8","7","2","37","","7","8","11","2","4","5","","10","5","","28","","9","6","11","2","4","7","19","","","10","",""
"2020-12-30","8","18","","","102","9","6","6","","0","","4","29","11","5","","9","6","14","7","45","","7","5","11","1","5","8","","10","6","","49","","14","14","10","8","7","6","25","","","9","",""
"2020-12-31","6","9","","","91","6","5","7","","2","","3","33","11","4","","7","5","17","5","39","","5","6","6","0","3","6","","9","3","","43","","16","6","8","6","5","6","31","","","6","",""
"2021-01-01","6","12","","","108","10","7","3","","3","","6","31","11","3","","5","5","12","6","41","","4","7","14","2","3","13","","11","6","","44","","15","10","15","4","5","8","22","","","9","",""
"2021-01-02","2","5","","","72","5","5","2","","3","","1","22","5","4","","4","5","5","3","26","","4","4","5","1","1","8","","7","5","","34","","12","3","5","6","6","5","14","","","4","",""
"2021-01-03","7","15","","","81","12","6","4","","2","","6","29","9","4","","6","7","11","3","31","","6","5","10","0","5","7","","11","6","","36","","12","8","11","5","6","7","16","","","10","",""
"2021-01-04","3","4","","","60","5","3","5","","4","","2","15","4","1","","3","4","8","4","15","","2","4","6","0","4","5","","5","3","","26","","7","3","4","3","0","4","20","","","2","",""
"2021-01-05","4","7","","","61","7","2","4","","1","","3","14","7","4","","4","6","9","2","18","","5","6","10","0","3","4","","7","4","","17","","3","2","4","3","4","3","20","","","5","",""
"2021-01-06","10","11","","","82","10","7","5","","7","","10","24","10","2","","8","8","12","5","32","","7","9","11","0","5","11","","8","7","","34","","19","11","9","8","4","7","13","","","11","",""
"2021-01-07","7","12","","","71","11","6","5","","4","","9","19","12","7","","6","7","12","6","37","","5","4","12","1","3","9","","7","8","","36","","12","6","8","5","4","7","14","","","7","",""
"2021-01-08","15","21","","","137","17","11","8","","7","","11","37","20","13","","14","14","21","11","71","","10","7","21","2","10","17","","16","14","","77","","22","9","16","11","8","13","32","","","12","",""
"2021-01-09","4","8","","","61","9","4","5","","1","","4","16","8","3","","6","6","8","5","25","","4","4","7","0","7","9","","5","6","","28","","10","6","5","5","4","8","9","","","8","",""
"2021-01-10","5","9","","","65","8","5","6","","2","","5","16","11","6","","7","8","9","5","28","","5","4","10","2","7","9","","10","7","","30","","11","9","7","9","3","6","18","","","9","",""
"2021-01-11","8","7","","","56","8","1","0","","3","","2","13","3","0","","5","0","7","6","13","","0","3","2","0","0","7","","5","8","","26","","11","2","2","3","2","4","11","","","6","",""
"2021-01-12","6","10","","","58","9","5","6","","0","","4","11","9","4","","3","9","10","5","27","","7","2","12","0","7","10","","8","7","","16","","8","5","6","9","1","5","12","","","10","",""
"2021-01-13","6","12","","","61","9","8","4","","0","","4","25","10","3","","2","4","12","8","28","","4","2","11","1","1","9","","10","9","","21","","11","9","8","7","3","6","17","","","6","",""
"2021-01-14","6","8","","","53","8","6","3","","1","","","16","8","1","","6","7","9","4","18","","2","5","8","1","5","8","","8","7","","23","","10","6","1","8","4","7","15","","","4","",""
"2021-01-15","4","7","","","48","6","2","2","","0","","1","12","8","0","","0","6","8","4","10","","0","4","9","0","0","7","","5","4","","15","","7","2","5","7","0","3","13","","","3","",""
"2021-01-16","7","9","","","54","5","5","3","","4","","3","10","8","1","","3","8","11","0","17","","2","1","8","1","6","7","","9","8","","10","","9","8","5","2","0","4","18","","","3","",""
"2021-01-17","8","11","","","57","8","2","6","","2","","3","24","10","1","","3","8","11","5","26","","4","2","10","0","2","5","","9","7","","18","","11","10","7","4","2","8","10","","","5","",""
"2021-01-18","4","7","","","45","8","5","2","","0","","1","17","6","4","","4","2","9","4","11","","1","0","8","0","5","4","","4","3","","16","","8","2","6","5","0","2","9","","","4","",""
"2021-01-19","6","9","","","51","9","6","8","","1","","1","11","9","5","","1","4","10","3","17","","5","0","11","1","3","3","","10","7","","15","","8","6","9","9","0","5","10","","","3","",""
"2021-01-20","8","8","","","55","7","7","7","","0","","1","20","8","4","","2","4","10","6","18","","0","4","9","0","5","4","","8","4","","16","","9","8","7","7","0","7","10","","","4","",""
"2021-01-21","6","6","","","39","7","3","3","","0","","0","16","8","1","","5","5","5","4","16","","3","3","8","2","2","8","","6","6","","15","","8","6","8","6","3","4","10","","","4","",""
"2021-01-22","5","7","","","38","8","4","4","","0","","0","14","6","5","","4","4","7","4","14","","3","0","8","1","5","6","","7","5","","14","","8","7","4","7","0","3","8","","","4","",""
"2021-01-23","4","5","","","36","9","2","5","","3","","2","17","4","3","","2","6","8","4","16","","2","5","6","0","5","8","","9","0","","14","","10","7","4","4","2","3","10","","","6","",""
"2021-01-24","5","8","","","32","6","3","3","","0","","4","13","6","2","","4","4","9","4","12","","3","5","6","1","2","5","","7","4","","12","","8","7","4","3","2","4","7","","","2","",""
"2021-01-25","1","0","","","35","4","4","3","","0","","0","10","4","1","","4","5","7","4","9","","3","2","2","0","1","4","","4","0","","11","","8","1","2","7","0","3","6","","","3","",""
"2021-01-26","2","8","","","38","7","4","5","","0","","2","8","8","0","","2","7","8","3","11","","3","3","9","0","4","5","","7","3","","12","","3","4","4","2","2","3","9","","","3","",""
"2021-01-27","5","4","","","32","6","4","0","","0","","5","9","3","0","","1","5","5","6","8","","3","3","4","0","0","4","","4","2","","12","","9","2","0","0","0","2","8","","","1","",""
"2021-01-28","3","8","","","35","6","3","5","","0","","3","11","7","1","","2","5","7","3","12","","2","0","9","0","2","7","","8","3","","15","","1","1","3","3","2","1","11","","","7","",""
"2021-01-29","3","6","","","38","8","1","0","","0","","2","12","7","3","","3","6","9","4","11","","2","1","8","0","1","8","","7","8","","13","","8","5","4","2","2","4","7","","","4","",""
"2021-01-30","4","4","","","34","7","3","2","","0","","2","11","6","1","","4","3","7","4","10","","2","2","8","0","4","5","","7","5","","12","","7","4","5","3","2","4","10","","","4","",""
"2021-01-31","3","5","","","28","5","2","4","","0","","1","9","7","1","","3","3","4","4","9","","2","1","4","0","3","7","","6","5","","11","","6","4","3","5","0","4","8","","","6","",""
"2021-02-01","2","1","","","26","4","2","0","","0","","0","8","4","1","","2","0","1","4","8","","1","3","4","0","0","4","","1","5","","13","","8","3","2","1","1","3","6","","","0","",""
"2021-02-02","2","4","","","29","6","3","0","","0","","1","9","7","0","","1","6","7","2","11","","4","1","7","0","2","5","","5","4","","11","","4","1","4","4","1","4","7","","","0","",""
"2021-02-03","4","7","","","27","5","4","5","","0","","4","10","8","1","","2","5","5","4","12","","4","1","5","0","4","5","","7","4","","13","","8","4","3","6","1","6","8","","","3","",""
"2021-02-04","4","6","","","30","5","4","2","","4","","4","9","6","0","","1","5","5","0","11","","3","0","7","0","4","7","","5","5","","11","","9","4","0","6","2","4","9","","","5","",""
"2021-02-05","5","7","","","31","8","1","1","","0","","4","10","6","0","","3","5","7","1","11","","2","3","7","0","2","3","","6","2","","8","","7","5","4","5","0","4","8","","","3","",""
"2021-02-06","4","6","","","28","6","5","1","","0","","0","9","6","2","","4","4","6","0","10","","2","0","9","0","2","4","","5","3","","10","","6","7","0","6","1","3","10","","","2","",""
"2021-02-07","4","5","","","25","7","0","0","","1","","0","7","6","3","","1","4","5","1","9","","3","2","5","0","4","7","","5","5","","10","","6","5","3","5","0","2","7","","","3","",""
"2021-02-08","4","0","","","24","3","3","2","","0","","0","8","4","0","","2","2","3","1","5","","1","0","1","0","1","3","","4","3","","10","","7","0","0","0","1","0","8","","","1","",""
"2021-02-09","4","7","","","25","5","4","3","","0","","0","6","6","3","","4","4","6","3","9","","3","0","5","0","3","4","","4","6","","8","","4","3","4","3","0","2","8","","","3","",""
"2021-02-10","4","6","","","27","3","0","1","","0","","2","9","8","1","","6","2","7","2","11","","2","1","6","0","4","6","","4","2","","10","","8","4","3","2","0","3","9","","","4","",""
"2021-02-11","4","3","","","25","5","3","3","","0","","0","10","3","1","","2","5","5","3","9","","1","4","7","0","2","6","","4","3","","11","","5","4","2","3","0","2","7","","","4","",""
"2021-02-12","2","4","","","27","1","3","0","","0","","1","9","5","3","","3","3","6","1","10","","2","1","5","1","3","5","","4","3","","11","","5","6","0","3","1","3","8","","","4","",""
"2021-02-13","4","4","","","31","6","2","2","","1","","2","7","5","2","","4","0","5","3","11","","4","1","3","0","0","6","","3","3","","13","","7","6","0","4","","1","9","","","1","",""
"2021-02-14","1","5","","","29","5","0","2","","0","","2","9","4","1","","3","1","7","3","9","","1","5","5","0","2","4","","5","1","","11","","7","3","4","5","0","3","8","","","1","",""
"2021-02-15","4","0","","","24","4","1","1","","0","","0","9","2","0","","0","2","5","1","8","","0","0","0","0","1","4","","0","0","","10","","5","4","3","2","0","4","5","","","0","",""
"2021-02-16","4","4","","","23","5","1","0","","0","","0","7","6","0","","3","4","5","0","7","","1","2","5","1","5","3","","5","3","","9","","4","1","2","2","2","4","7","","","4","",""
"2021-02-17","7","5","","","26","5","4","2","","0","","2","10","4","0","","1","3","7","1","11","","1","0","5","0","0","6","","3","1","","10","","8","4","5","4","1","3","8","","","1","",""
"2021-02-18","5","6","","","31","4","3","5","","1","","2","9","3","2","","1","3","7","2","12","","1","1","6","0","3","4","","5","6","","12","","6","2","4","4","0","4","7","","","2","",""
"2021-02-19","6","4","","","35","4","5","3","","0","","0","13","4","0","","1","2","8","3","19","","0","0","2","0","1","5","","4","2","","13","","7","3","3","2","0","3","8","","","5","",""
"2021-02-20","4","5","","","27","3","0","4","","0","","0","9","4","1","","4","5","6","3","15","","3","1","5","0","0","5","","4","6","","12","","6","5","2","4","1","2","8","","","3","",""
"2021-02-21","4","6","","","29","6","1","2","","1","","0","10","3","3","","1","5","7","2","11","","2","0","6","0","1","3","","5","3","","12","","6","8","5","3","3","4","8","","","3","",""
"2021-02-22","5","3","","","24","5","2","1","","0","","0","5","0","0","","0","5","4","2","8","","0","1","1","0","2","3","","3","3","","12","","9","3","2","0","1","1","9","","","0","",""
"2021-02-26","5","9","","","31","8","4","2","","0","","1","9","4","3","","5","5","7","2","19","","0","1","9","0","0","6","","4","7","","16","","8","6","2","4","1","3","8","","","0","",""
"2021-02-27","8","3","","","30","5","2","1","","0","","0","10","5","0","","1","6","6","2","20","","2","0","7","0","3","6","","4","7","","15","","8","3","2","2","3","3","9","","","5","",""
"2021-02-28","6","5","","","27","9","2","0","","2","","3","9","3","0","","0","3","6","5","14","","3","0","6","0","1","6","","5","6","","14","","11","7","4","3","2","3","7","","","4","",""
"2021-03-01","4","2","","","26","5","0","1","","0","","0","8","1","0","","2","3","4","3","11","","0","1","1","0","0","4","","1","3","","11","","7","1","1","3","0","2","8","","","3","",""
"2021-03-02","5","5","","","27","7","2","0","","0","","3","7","4","2","","2","6","8","4","13","","2","4","7","2","0","5","","2","3","","12","","2","5","4","5","3","1","7","","","4","",""
"2021-03-03","4","5","","","29","5","0","1","","2","","3","10","1","0","","0","7","4","3","15","","0","1","8","1","4","6","","5","4","","13","","8","6","4","4","1","3","6","","","5","",""
"2021-03-04","5","4","","","25","4","3","0","","1","","1","7","4","0","","3","5","6","2","11","","2","4","6","0","3","5","","6","5","","10","","5","5","2","4","3","0","7","","","4","",""
"2021-03-05","7","5","","","27","5","4","0","","1","","2","9","4","2","","2","5","5","4","14","","2","2","7","1","2","5","","2","5","","12","","6","4","2","5","0","4","6","","","5","",""
"2021-03-06","8","4","","","28","4","4","0","","0","","4","12","3","1","","2","5","4","0","15","","3","1","8","0","2","7","","5","5","","14","","5","6","2","4","0","3","7","","","4","",""
"2021-03-07","6","2","","","30","3","2","4","","0","","0","8","3","1","","4","6","5","3","10","","0","4","7","3","2","2","","3","4","","15","","5","5","4","4","0","4","6","","","3","",""
"2021-03-08","8","1","","","27","4","4","0","","1","","2","6","4","0","","0","4","4","0","9","","0","1","3","0","1","2","","2","4","","10","","5","1","0","3","0","1","4","","","0","",""
"2021-03-09","6","3","","","31","2","2","1","","0","","4","7","4","1","","3","5","5","3","10","","0","0","4","1","3","6","","3","3","","12","","3","2","3","3","0","4","5","","","3","",""
"2021-03-10","8","5","","","34","3","2","0","","1","","4","10","7","2","","4","5","8","4","12","","0","1","7","4","4","7","","4","5","","15","","6","6","1","5","2","3","9","","","1","",""
"2021-03-11","7","4","","","35","4","4","0","","0","","2","8","6","1","","4","6","8","2","14","","1","2","6","0","2","9","","6","6","","16","","8","6","2","7","4","2","7","","","5","",""
"2021-03-12","9","6","","","44","6","5","0","","0","","0","10","2","0","","2","3","5","5","15","","0","2","5","1","0","10","","2","3","","19","","9","2","1","4","0","3","8","","","0","",""
