"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-11-18","4453","4272","7053","6548","2856","4012","19317","2643","2222","2557","4951","4901","2359","3334","1780","1384","2303","2285","21820","","3104",""
"2020-11-19","4467","4295","7088","6577","2873","4032","19412","2655","2251","2563","4984","4919","2362","3339","1793","1396","2328","2290","21950","","3140",""
"2020-11-20","4483","4316","7151","6630","2890","4060","19510","2663","2287","2569","5011","4941","2364","3349","1803","1406","2340","2293","22119","","3190",""
"2020-11-21","4495","4332","7191","6677","2918","4076","19625","2677","2322","2570","5027","4962","2367","3357","1826","1410","2353","2297","22243","","3258",""
"2020-11-22","4515","4354","7283","6752","2975","4114","19861","2697","2374","2577","5075","5008","2372","3386","1864","1418","2381","2305","22474","","3370",""
"2020-11-23","4519","4358","7299","6775","2998","4120","19959","2701","2389","2580","5092","5018","2374","3389","1874","1422","2387","2309","22553","","3390",""
"2020-11-24","4521","4365","7317","6791","3012","4132","20081","2710","2405","2583","5106","5037","2385","3392","1892","1428","2404","2312","22637","","3427",""
"2020-11-25","4526","4382","7356","6824","3039","4144","20207","2720","2427","2583","5130","5042","2388","3397","1897","1436","2416","2317","22722","","3473",""
"2020-11-26","4531","4389","7385","6851","3058","4165","20318","2745","2442","2586","5149","5057","2389","3402","1904","1445","2428","2336","22832","","3501",""
"2020-11-27","4539","4398","7420","6874","3094","4179","20460","2762","2470","2591","5178","5078","2390","3421","1917","1452","2443","2342","22920","","3550",""
"2020-11-28","4546","4410","7446","6899","3112","4194","20589","2785","2496","2591","5194","5092","2391","3454","1926","1462","2463","2343","23016","","3581",""
"2020-11-29","4558","4425","7477","6923","3134","4200","20711","2799","2513","2592","5208","5108","2393","3478","1943","1463","2478","2352","23099","","3607",""
"2020-11-30","4565","4433","7495","6942","3139","4223","20792","2814","2529","2594","5214","5130","2394","3495","1948","","2493","","23183","","3633",""
"2020-12-01","4575","4446","7513","6987","3152","4229","20887","2834","2535","2597","5224","5139","2397","3520","1957","1477","2500","2357","23301","","3658",""
"2020-12-26","4583","4448","7521","7002","3157","4237","20983","2838","","2601","5234","5148","2398","3527","1964","1481","2500","2367","23350","","3660",""
"2020-12-27","4586","4455","7533","7017","3162","4237","21076","2856","2538","","5238","5152","","3535","1966","1482","2507","2372","23419","","3664",""
"2020-12-28","4590","4459","7542","7029","","4241","21132","2861","","2602","5252","5160","2398","3535","","","2509","2373","23452","","3667",""
"2020-12-29","4595","4462","7548","7044","3165","4244","21197","2872","2538","2603","5256","5181","2401","3540","1973","1483","2512","2377","23521","","3672",""
"2020-12-30","4603","4465","7567","7055","3170","4247","21274","2876","","2604","5258","5185","2403","3543","1975","1484","2531","2379","23569","","3675",""
"2020-12-31","4613","4467","7583","7066","3171","4254","21344","2886","2539","2608","5270","5204","2404","3548","1976","1484","2534","","23620","","3678",""
"2021-01-01","4619","4472","7593","7080","3173","4265","21416","2889","2540","2610","5276","5230","2405","3550","","1488","2548","2388","23681","","3685",""
"2021-01-02","4636","4476","7609","7085","3176","4276","21494","2894","2541","2612","5285","5242","2410","3552","1982","","2552","2403","23727","","3688",""
"2021-01-03","4642","4478","7614","7099","3183","4283","21569","2901","2541","2612","5289","5249","2411","3553","1984","","2559","2406","23758","","3691",""
"2021-01-04","4644","4482","7621","7106","","4285","21606","2904","2543","2612","5310","5250","2421","3554","1985","1488","2562","2408","23787","","3692",""
"2021-01-05","4649","4484","7626","7108","3187","4296","21655","2909","2545","","5312","5268","2421","3554","1987","","2564","","23808","","3699",""
"2021-01-06","4649","4487","7628","7111","3191","4309","21703","2915","2547","2612","5315","5272","2423","3555","1988","","2570","2410","23831","","3702",""
"2021-01-07","4649","4487","7631","7111","3194","4313","21750","2916","","2612","5320","5273","","3560","","","2576","2412","23837","","3746",""
"2021-01-08","4649","4488","","7115","3199","4314","21798","2920","","2612","5325","5277","2426","3565","1990","1490","2586","2412","23859","","3752",""
"2021-01-09","4649","4490","7644","7120","3204","4316","21845","2924","2549","2615","5332","5283","","3565","","1491","2586","","23884","","3757",""
"2021-01-10","4654","4490","7650","7136","3207","4318","21893","2925","","","5335","5287","2426","3566","","","2589","2416","23901","","",""
"2021-01-11","4656","4493","7651","7143","","4319","21928","2927","2550","2616","5340","5291","2427","3568","1990","","2589","2417","23943","","3762",""
"2021-01-12","4657","4495","7656","7145","3209","4321","21976","2928","","2618","5343","5296","2428","3568","1992","1493","2593","2419","23967","","3767",""
"2021-01-13","4657","4497","7664","7152","3210","4326","22023","2931","","2618","5346","5301","","3570","","","2594","2420","24002","","3768",""
"2021-01-14","4660","4498","7667","7156","3211","4331","22046","2932","","2620","5347","5305","","3570","1993","","2594","2420","24028","","3772",""
"2021-01-15","4666","4500","7669","7158","","4341","22092","2933","","2623","5350","5308","2429","3570","1998","","2603","2429","24068","","3774",""
"2021-01-16","4667","4500","7677","7163","3211","4346","22139","2935","","2624","5355","5315","2430","3570","1999","","2606","2431","24088","","3775",""
"2021-01-17","4671","4500","7681","7170","","4350","22187","2937","","2625","5360","5319","2436","3571","2000","","2608","2433","24122","","3776",""
"2021-01-18","4673","4501","7681","7177","3211","4363","22213","2938","2550","2626","5365","5321","","3571","","1496","2610","2435","24135","","3780",""
"2021-01-19","4673","4502","7686","7184","3211","4363","22253","2939","2551","2628","5367","5325","2443","","2002","","2612","2437","24172","","3780",""
"2021-01-20","4679","4504","7689","7191","3212","","22291","2939","","2631","5370","5328","2444","3572","","1497","2613","2438","24208","","3782",""
"2021-01-21","4682","4505","7691","7195","","4366","22324","2942","2552","2632","5374","5336","","3572","","","2613","2441","24254","","3787",""
"2021-01-22","4686","4507","7695","7200","3213","4370","22356","","","2634","5377","5340","2448","3575","2002","","2613","","24272","","3789",""
"2021-01-23","4694","4507","7698","7206","","4374","22385","","","2635","5379","5340","","3575","","","","2444","24310","","3789",""
"2021-01-24","4699","4509","7701","7213","3213","4379","22414","2943","","2635","5381","5343","2448","3575","","1497","","2446","24323","","3790",""
"2021-01-25","4700","4509","7702","7214","","4382","22437","2943","","2635","5384","5350","","","2003","","","2447","24345","","3791",""
"2021-01-26","4702","4509","7705","7216","","4383","22457","2943","2552","2636","5385","5353","2449","","","1498","","2448","24382","","3792",""
"2021-01-27","4708","","7713","7220","","4390","22473","2944","","2638","5386","5359","","","","","2613","2450","24405","","3793",""
"2021-01-28","4713","4510","7718","7220","","4391","22486","2944","","2638","5389","5360","2450","3576","","","2616","2453","24431","","",""
"2021-01-29","4717","4511","7728","7225","3213","4391","22497","","","2639","5396","","2451","","","","2617","2453","24463","","3796",""
"2021-01-30","4721","4514","7732","7228","3214","4396","22505","","2552","2640","5397","5369","2459","","","1498","","2454","24490","","3797",""
"2021-01-31","4724","4514","7735","7230","3217","4401","22512","","2553","2641","5398","5370","2459","3576","2004","","","","24517","","3799",""
"2021-02-01","4726","4515","7736","7233","","4404","22519","","","2642","5401","5374","","","2005","","","2457","24532","","",""
"2021-02-02","4728","4515","7738","7234","","4413","22527","","","2643","5401","5379","2460","3576","","","2619","2457","24544","","3800",""
"2021-02-03","4734","4517","7741","7239","","4420","22536","2944","","","5402","5381","2461","3576","","","2619","","24567","","3806",""
"2021-02-04","4739","4517","7744","7242","","4424","22544","","","2644","5402","5385","2462","","2007","1505","","2457","24589","","",""
"2021-02-05","4745","4518","7745","7250","","4427","22553","2946","","2645","5403","5390","2463","3577","","1505","","","24614","","3808",""
"2021-02-06","4750","4518","7745","7252","3218","4429","22562","","","2646","5405","5400","2466","3577","","","","2459","24640","","3810",""
"2021-02-07","4757","4520","7747","7256","","","22570","2946","","2648","5405","5406","2466","","","","","2460","24662","","3815",""
"2021-02-08","4761","","7748","7258","","4432","22577","","","2648","5405","5411","","","","","2619","2461","24682","","",""
"2021-02-09","4762","4521","7751","7266","3219","","22585","","","2648","5405","5416","2466","3578","2007","","","2462","24701","","3822",""
"2021-02-10","4764","4522","7753","7270","3220","4435","22590","","","2649","5406","5417","","","","1505","","2463","24724","","3822",""
"2021-02-11","4769","4523","7759","7274","","4440","22599","2946","","2650","5407","5423","2466","","","","","2464","24744","","3828",""
"2021-02-12","4770","4524","7770","7276","3221","4442","22613","2946","2554","2653","5409","5428","2477","3580","","","2622","2467","24770","","3831",""
"2021-02-13","4773","4524","7773","7280","","4444","22623","","","2655","5410","5433","","3581","","1506","","","24797","","3832",""
"2021-02-14","4780","4525","7775","7284","","4445","22637","","","2655","","5438","2478","3581","2007","","","2468","24834","","",""
"2021-02-15","4781","4526","7778","7287","","4445","22645","","","2657","","5443","","","","","","2471","24869","","3835",""
"2021-02-16","4785","4526","7782","7288","","","22653","","","2658","","5447","2479","","","","","2471","24902","","3837",""
"2021-02-17","4794","4527","7784","7297","","","22664","","","2658","5411","5453","2479","","","1506","","2474","24944","","3837",""
"2021-02-18","4795","4530","7790","7307","3221","","22675","","","2658","","5459","2479","","","","2622","2476","24992","","",""
"2021-02-19","4795","4531","7791","7312","","4447","22687","","2554","2661","","5472","","3581","","","","2479","25023","","3847",""
"2021-02-20","4801","","7797","7313","3221","4449","22697","","","2663","5411","5479","","3583","","","2623","2481","25047","","3852",""
"2021-02-21","4806","","7810","7320","","","22708","","","2664","5411","5485","","3584","","","2624","2482","25082","","3855",""
"2021-02-22","4811","4531","7825","7325","","4449","22717","","2556","2665","5412","5487","","3584","","","","2483","25099","","",""
"2021-02-23","4813","4535","7833","7329","","4449","22727","2948","","2667","5416","5492","2479","3584","","","2626","2486","25139","","3863",""
"2021-02-24","4822","4535","7847","7332","3222","4450","22734","","2557","2669","5418","5496","","","","","","","25158","","3874",""
"2021-02-25","4826","4536","7854","7338","","4452","22742","","","2673","5420","5499","","","","","","2487","25205","","3897",""
"2021-02-26","4829","4538","7862","7339","","4453","22754","2949","2559","2673","5422","5502","2479","","","","","2489","25252","","3898",""
"2021-02-27","4837","","7872","7342","3223","4453","22765","2950","","2677","","5505","2479","3584","","","","2490","25296","","3909",""
"2021-02-28","4839","4540","7877","7343","","4455","22776","","","2677","5425","5507","","","","","","2492","25324","","3909",""
"2021-03-01","4850","4541","7884","7347","","4457","22783","2951","","2679","5428","5513","","3584","","","2626","","25342","","3910",""
"2021-03-02","4854","","7889","7354","","4457","22793","2951","","2682","","5519","2479","","","","2627","2492","25390","","3911",""
"2021-03-03","4861","4541","7901","7359","","4458","22804","2953","2559","2685","5430","5522","","3584","","1508","2628","2493","25443","","3912",""
"2021-03-04","4862","","7907","7364","","4459","22816","2955","","2686","","5525","","","","","","2494","25490","","3912",""
"2021-03-05","4865","4542","7916","7372","3223","4461","22830","","2559","2688","","5526","2483","","","","","","25525","","3914",""
"2021-03-06","4870","","7925","7376","","4462","22846","2956","","2688","5431","5531","2484","","","","","2495","25560","","",""
"2021-03-07","4879","4543","7944","7388","","4463","22861","","","2689","5439","5535","2486","","","1509","","2498","25595","","3915",""
"2021-03-08","4883","4544","7950","7393","","4465","22872","2956","","2689","5440","5542","","","","","","","25628","","3915",""
"2021-03-09","4887","","7960","7402","3224","","22885","2958","2559","2689","5440","5543","","3585","","","","","25664","","3915",""
"2021-03-10","4888","","7976","7408","3225","4469","22897","2959","2560","2691","5444","5544","2487","","","1509","","2499","25710","","3915",""
"2021-03-11","4896","4546","7980","7412","","","22907","2959","","2694","","5547","","","","","","2501","25749","","",""
"2021-03-12","4899","","7990","7417","","4470","22916","","","","5447","5549","2490","3586","","","","2502","25783","","3916",""
"2021-03-13","4903","4548","8002","7423","","4472","22930","","","2696","5447","5551","2491","","","1515","2630","2505","25825","","3917",""
"2021-03-14","4906","4549","8010","7435","","","22946","2961","","2697","5449","5552","2492","3587","","1517","","2506","25876","","3920",""
"2021-03-15","4908","4549","8016","7442","","4473","22955","2961","","2698","5462","5558","","","","","2630","2506","25925","","",""
"2021-03-16","4908","4552","8024","7447","","4474","22970","","","2699","5463","5564","2494","","","1518","","","25978","","3921",""
"2021-03-17","4916","4553","8047","7451","3229","4475","22985","2961","","2701","5464","","","","","","","2510","26040","","3922",""
"2021-03-18","4922","4554","8064","7457","3230","","23005","2963","","2703","5465","5566","","","","1518","2630","2515","26115","","3924",""
"2021-03-19","4924","4555","8079","7472","3232","4478","23025","2965","2560","2704","5471","5571","","3591","2010","","","2519","26184","","",""
"2021-03-20","4927","4555","8093","7490","","4478","23047","2965","","","5474","5573","","","","","","2521","26257","","3927",""
"2021-03-21","4930","4556","8112","7504","3234","4479","23069","","","","5474","5577","","","","","2633","2522","26345","","",""
"2021-03-22","4932","4558","8118","7508","","4481","23094","2966","","2708","5475","5583","2494","3592","2010","","","2522","26422","","3928",""
"2021-03-23","4935","4559","8141","7522","","","23133","2971","","2710","5478","5586","","3594","","1519","2635","","26478","","3931",""
"2021-03-24","4938","4560","8170","7538","3235","4483","23168","2973","2561","2711","5493","5588","2497","3596","2012","1520","2637","2522","26555","","",""
"2021-03-25","4946","4563","8200","7554","3237","","23202","2976","","","5495","5593","2497","","","","2639","2524","26620","","",""
"2021-03-26","4955","4566","8233","7566","","4485","23232","2977","","2715","5497","5598","","3598","2015","","2640","2525","26718","","3935",""
"2021-03-27","4957","4569","8275","7585","3239","4485","23288","2984","","2716","5503","5601","2499","","2019","","2643","2527","26836","","3936",""
"2021-03-28","4964","4571","8321","7607","","4488","23337","2989","","2719","5530","5613","2501","","2024","","","2528","26959","","3938",""
"2021-03-29","4978","4575","8356","7625","3240","4489","23356","","2577","","5530","5625","","3599","2029","1525","2644","2529","27058","","3941",""
"2021-03-30","4988","4578","8402","7644","3240","4494","23415","3008","","2733","5535","5637","2504","3601","2031","","2645","2531","27208","","3948",""
"2021-03-31","4996","4585","8465","7670","","4502","23460","3019","","2745","5546","5642","2507","3603","2031","","2648","2532","27367","","3957",""
"2021-04-01","5015","4590","8541","7696","3241","4508","23521","3040","","2794","5556","5652","2510","3607","","","2654","2535","27524","","3961",""
"2021-04-02","5027","4604","8627","7784","3247","4517","23583","3054","","2815","5568","5656","2510","3614","2034","","2657","2537","27697","","3962",""
"2021-04-03","5038","4612","8716","7819","3248","4522","23652","3072","","2824","5580","5670","2511","3618","2035","1526","2665","2540","27904","","3967",""
"2021-04-04","5055","4630","8800","7860","3251","4530","23744","3083","","2861","5596","5680","2512","3620","2037","1526","2669","2552","28112","","3974",""
"2021-04-05","5064","4641","8847","7879","","4536","23841","3091","2578","2882","5617","5682","2518","3625","","1555","2671","2555","28253","","3988",""
"2021-04-06","5077","4646","8901","7913","3256","4547","23940","3105","2578","2908","5622","5689","2522","3632","","1561","2676","2562","28475","","4025",""
"2021-04-07","5104","4663","8979","7955","3263","4558","24078","3134","2587","2916","5645","5700","2526","3636","2041","1623","2687","2571","28714","","4104",""
"2021-04-08","5126","4681","9053","7979","3267","4565","24226","3154","2591","2934","5676","5708","2529","3645","2043","1670","2695","2575","29063","","4139",""
"2021-04-09","5149","4692","9157","8015","3276","4572","24390","3165","2608","2944","5698","5713","2532","3654","2043","1703","2704","2583","29362","","4167",""
"2021-04-10","5181","4697","9250","8040","3278","4575","24573","3185","","2952","5712","5744","2534","3656","2047","1761","2715","2586","29854","","4184",""
"2021-04-11","5206","4709","9361","8067","3286","4583","24765","3196","","2967","5750","5759","2542","3660","2050","1809","2726","2600","30216","","4187",""
"2021-04-12","5231","4711","9414","8098","","4595","24946","3251","","2977","5772","5789","2542","3661","2051","1906","2730","2603","30520","","4347",""
"2021-04-13","5260","4723","9512","8140","3288","4610","25137","3277","","2986","5796","5817","2548","3678","2053","1968","2741","2610","30943","","4612",""
"2021-04-14","5289","4746","9619","8193","3289","4629","25336","3300","","3005","5819","5829","2567","3690","2060","2053","2760","2621","31331","","4649",""
"2021-04-15","5319","4753","9755","8218","3293","4642","25551","3329","2616","3033","5842","5850","2576","3703","2063","2146","2773","2627","31749","","4696",""
"2021-04-16","5349","4765","9844","8315","3303","4647","25774","3361","2620","3066","5853","5895","2582","3736","2074","2189","2796","2628","32156","","4725",""
"2021-04-17","5375","4782","9956","8370","3312","4691","26038","3408","2625","3087","5870","5925","2591","3764","2078","2269","2831","2629","32475","","4747",""
"2021-04-18","5425","4826","10078","8440","3317","4705","26337","3459","","3134","5893","6001","2594","3792","2102","2357","2851","2642","32995","","4776",""
"2021-04-19","5473","4840","10188","8486","3325","4736","26788","3497","2629","3181","5929","6030","2598","3826","2115","2459","2884","2646","33378","","4857",""
"2021-04-20","5509","4861","10324","8605","3338","4752","27289","3551","2648","3216","5935","6087","2635","3860","2147","2602","2914","2659","34025","","4938",""
"2021-04-21","5570","4875","10556","8707","3346","4784","27750","3678","2652","3325","6000","6151","2647","3901","2163","2735","2965","2667","34637","","4990",""
"2021-04-22","5675","4888","10754","8775","3373","4807","28219","3709","2667","3360","6054","6213","2660","3946","2202","2786","2996","2695","35227","","5058",""
"2021-04-23","5750","4902","10872","8931","3386","4847","28744","3742","2670","3421","6113","6268","2690","3991","2224","2864","3021","2707","35728","","5130",""
"2021-04-24","5849","4916","11052","9012","3389","4895","29274","3799","2676","3504","6158","6316","2717","4039","2242","2899","3069","2714","36319","","5192",""
"2021-04-25","5957","4940","11252","9149","3403","4930","29723","3849","2681","3582","6272","6388","2754","4137","2292","2948","3108","2731","37067","","5249",""
"2021-04-26","6050","4993","11388","9282","3436","4973","30195","3882","2694","3721","6353","6414","2776","4183","2296","3083","3121","2739","37699","","5269",""
