"date","Colorado/Adams","Colorado/Alamosa","Colorado/Arapahoe","Colorado/Archuleta","Colorado/Baca","Colorado/Bent","Colorado/Boulder","Colorado/Broomfield","Colorado/Chaffee","Colorado/Cheyenne","Colorado/Clear Creek","Colorado/Conejos","Colorado/Costilla","Colorado/Crowley","Colorado/Custer","Colorado/Delta","Colorado/Denver","Colorado/Dolores","Colorado/Douglas","Colorado/Eagle","Colorado/El Paso","Colorado/Elbert","Colorado/Fremont","Colorado/Garfield","Colorado/Gilpin","Colorado/Grand","Colorado/Gunnison","Colorado/Hinsdale","Colorado/Huerfano","Colorado/Jackson","Colorado/Jefferson","Colorado/Kiowa","Colorado/Kit Carson","Colorado/La Plata","Colorado/Lake","Colorado/Larimer","Colorado/Las Animas","Colorado/Lincoln","Colorado/Logan","Colorado/Mesa","Colorado/Mineral","Colorado/Moffat","Colorado/Montezuma","Colorado/Montrose","Colorado/Morgan","Colorado/Otero","Colorado/Ouray","Colorado/Out of CO","Colorado/Park","Colorado/Phillips","Colorado/Pitkin","Colorado/Prowers","Colorado/Pueblo","Colorado/Rio Blanco","Colorado/Rio Grande","Colorado/Routt","Colorado/Saguache","Colorado/San Juan","Colorado/San Miguel","Colorado/Sedgwick","Colorado/Summit","Colorado/Teller","Colorado/Unassigned","Colorado/Washington","Colorado/Weld","Colorado/Yuma"
"2020-03-22","18","0","45","0","0","0","37","1","3","0","3","0","0","1","0","0","125","0","33","80","51","3","0","8","0","2","22","1","0","0","51","0","0","0","0","32","0","0","0","2","0","0","0","1","2","0","0","","1","0","16","0","3","0","0","3","0","0","1","0","7","0","1","0","37","1"
"2020-03-23","18","0","58","0","0","0","39","1","3","0","3","0","0","1","0","0","148","0","48","92","69","3","0","8","0","2","28","1","0","0","55","0","0","0","0","34","0","0","2","5","0","0","0","1","2","0","0","","1","0","16","0","3","0","0","3","0","0","1","0","7","0","1","0","50","1"
"2020-03-24","25","0","58","0","0","0","39","2","3","0","3","0","0","1","0","0","148","0","48","92","69","3","0","8","0","2","28","1","0","0","55","0","0","0","0","34","0","0","2","5","0","0","0","1","3","0","0","","1","0","18","0","3","0","0","3","0","0","1","0","8","3","5","0","50","1"
"2020-03-25","27","0","69","0","0","0","49","5","3","0","3","0","0","1","0","1","214","0","53","120","122","3","1","10","0","2","40","1","1","0","93","0","0","1","0","43","0","0","2","5","0","0","0","3","3","0","0","","1","0","18","0","3","0","0","4","0","0","1","0","10","3","18","0","87","1"
"2020-03-26","50","0","119","0","0","0","66","10","5","0","3","0","0","1","0","1","262","0","67","147","137","3","1","16","0","2","57","1","1","0","131","0","1","5","0","61","0","0","2","6","0","0","0","4","3","1","0","","1","0","23","0","3","0","2","9","0","0","1","0","9","7","102","1","107","2"
"2020-03-27","50","0","119","0","1","0","66","10","5","0","3","0","0","1","0","1","262","0","67","147","137","3","1","16","0","2","57","1","1","0","131","0","1","5","0","61","0","0","2","6","0","0","0","4","3","1","0","","1","0","23","0","3","0","2","9","0","0","1","0","11","7","102","1","107","2"
"2020-03-28","71","1","155","0","1","0","76","13","5","0","3","0","1","1","0","2","312","0","79","170","160","3","1","16","0","2","66","1","1","0","158","0","2","13","0","67","0","1","3","9","0","0","0","6","4","2","0","","1","0","25","0","6","0","2","12","0","0","1","0","13","7","136","1","129","2"
"2020-03-29","110","1","241","0","1","0","90","17","15","0","3","0","1","1","0","1","408","0","102","187","214","3","1","25","0","2","79","1","1","0","213","0","1","21","0","84","0","1","5","11","1","2","1","8","5","3","0","","3","0","27","0","10","0","3","16","0","0","1","0","11","7","186","1","180","2"
"2020-03-30","110","1","241","0","1","0","90","17","15","0","3","0","1","1","0","1","408","0","102","187","214","3","1","25","0","2","79","1","1","0","213","0","1","21","0","84","0","1","5","12","1","2","1","8","5","3","0","","3","0","27","0","10","0","3","16","0","0","1","0","14","7","186","1","180","2"
"2020-03-31","181","1","333","1","3","","107","20","17","","4","","3","1","","1","539","","141","227","286","5","2","33","","4","82","1","1","","304","","2","23","1","99","","1","6","14","2","4","1","13","4","3","","","3","1","30","","21","","5","17","1","","4","","20","7","129","1","255","2"
