"date","Idaho/Ada","Idaho/Adams","Idaho/Bannock","Idaho/Bear Lake","Idaho/Benewah","Idaho/Bingham","Idaho/Blaine","Idaho/Boise","Idaho/Bonner","Idaho/Bonneville","Idaho/Boundary","Idaho/Butte","Idaho/Camas","Idaho/Canyon","Idaho/Caribou","Idaho/Cassia","Idaho/Clark","Idaho/Clearwater","Idaho/Custer","Idaho/Elmore","Idaho/Franklin","Idaho/Fremont","Idaho/Gem","Idaho/Gooding","Idaho/Idaho","Idaho/Jefferson","Idaho/Jerome","Idaho/Kootenai","Idaho/Latah","Idaho/Lemhi","Idaho/Lewis","Idaho/Lincoln","Idaho/Madison","Idaho/Minidoka","Idaho/Nez Perce","Idaho/Oneida","Idaho/Owyhee","Idaho/Payette","Idaho/Power","Idaho/Shoshone","Idaho/Teton","Idaho/Twin Falls","Idaho/Unassigned","Idaho/Valley","Idaho/Washington"
"2020-08-11","  1.69 %","  1.05 %","  2.66 %","  7.67 %","  3.82 %","  3.29 %","   .10 %","  3.52 %","  1.13 %","  4.00 %","  1.13 %","","   .00 %","  1.77 %","   .65 %","   .94 %","  2.50 %","  1.25 %","  4.22 %","   .96 %","   .79 %","  3.88 %","  1.04 %","  2.27 %","  1.31 %","  4.24 %","  1.28 %","  1.44 %","  2.43 %"," 15.75 %","-20.00 %","  1.07 %","  2.78 %","   .64 %","  2.89 %","  2.97 %","   .85 %","  2.00 %","  1.08 %","  7.52 %","  4.02 %","  1.86 %","   .00 %","  3.06 %","  1.56 %"
"2020-08-12","  1.57 %","  1.05 %","  2.71 %","  6.20 %","  4.21 %","  4.76 %","   .10 %","  1.66 %","  1.21 %","  4.19 %","  1.13 %","","   .00 %","  1.53 %","  1.27 %","   .73 %","  2.50 %","  1.25 %","  2.00 %","  1.04 %","   .39 %","  2.95 %","  1.02 %","  2.09 %","  1.27 %","  3.45 %","  1.60 %","  1.74 %","  2.71 %"," 17.89 %","-20.00 %","  1.07 %","  2.33 %","   .72 %","  2.30 %","  4.30 %","   .84 %","  2.04 %","  2.46 %","  8.87 %","  2.26 %","  2.22 %","   .00 %","  3.37 %","  1.55 %"
"2020-08-13","  1.44 %","  2.05 %","  3.51 %","  6.20 %","  4.67 %","  5.71 %","   .24 %","  1.63 %","   .65 %","  3.76 %","  1.68 %","   .00 %","   .00 %","  1.40 %","  1.88 %","  1.03 %","  4.72 %","  1.25 %","  2.00 %","  1.57 %","   .39 %","  2.66 %","   .88 %","  1.69 %","  1.27 %","  3.82 %","  1.41 %","  1.70 %","  4.65 %","  9.14 %","-20.00 %","  1.41 %","  1.79 %","   .95 %","  1.24 %","  4.30 %","   .75 %","  2.01 %","  3.10 %"," 10.13 %","  1.89 %","  1.38 %","   .00 %","  3.21 %","  1.99 %"
"2020-08-14","  1.74 %","  3.01 %","  4.54 %","  7.20 %","  4.67 %","  6.76 %","   .28 %","  1.63 %","   .86 %","  3.78 %","  1.68 %","   .00 %","   .00 %","  1.63 %","  1.88 %","   .99 %","  4.72 %","  1.25 %","  2.00 %","  1.66 %","   .39 %","  1.84 %","   .99 %","  2.03 %","  1.88 %","  3.85 %","  1.75 %","  1.95 %","  6.11 %"," 10.83 %","-20.00 %","  1.74 %","  1.76 %","  1.03 %","  1.83 %","  4.30 %","   .97 %","  2.81 %","  3.73 %"," 10.47 %","  3.00 %","  1.30 %","   .00 %","  3.79 %","  2.24 %"
"2020-08-15","  1.65 %","  3.01 %","  4.12 %","  4.53 %","  4.67 %","  6.00 %","   .28 %","  1.18 %","   .86 %","  3.58 %","  1.11 %","   .00 %","   .00 %","  1.45 %","  1.23 %","   .75 %","  6.72 %","   .00 %","  2.00 %","  1.91 %","   .00 %","  1.60 %","   .98 %","  1.27 %","  1.23 %","  3.80 %","  1.53 %","  2.11 %","  5.50 %"," 12.78 %","-20.00 %","   .67 %","  1.15 %","   .95 %","  1.58 %","  2.76 %","   .82 %","  2.38 %","  3.00 %"," 10.83 %","  3.39 %","  1.19 %","   .00 %","  3.95 %","  2.29 %"
"2020-08-16","  1.37 %","  1.95 %","  2.69 %","  4.53 %","  2.17 %","  4.81 %","   .24 %","   .78 %","   .76 %","  3.46 %","   .00 %","   .00 %","   .00 %","  1.35 %","  1.23 %","   .75 %","  6.04 %","   .00 %","   .00 %","  1.72 %","   .00 %","  1.56 %","   .98 %","  1.27 %","  1.23 %","  3.33 %","  1.47 %","  1.40 %","  4.52 %"," 11.71 %","   .00 %","  1.00 %","  2.03 %","  1.03 %","  1.58 %","  1.33 %","   .96 %","  2.00 %","  2.65 %","  7.43 %","  2.70 %","  1.17 %"," -8.00 %","  3.18 %","  1.96 %"
"2020-08-17","  1.25 %","  1.95 %","  2.76 %","  1.00 %","   .78 %","  3.44 %","   .28 %","  1.15 %","   .32 %","  2.62 %","  1.05 %","   .00 %","   .00 %","  1.15 %","   .61 %","   .78 %","  9.37 %","  1.18 %","   .00 %","  1.44 %","   .00 %","  1.10 %","  1.29 %","  1.02 %","  1.78 %","  3.50 %","  1.14 %","   .74 %","  5.35 %","  7.96 %","   .00 %","  1.00 %","  2.20 %","   .85 %","  3.06 %","   .00 %","   .88 %","  1.59 %","  1.57 %","  5.11 %","  3.29 %","   .93 %"," -8.00 %","  2.87 %","  2.12 %"
"2020-08-18","  1.10 %","   .95 %","  2.68 %","  3.86 %","  1.50 %","  2.40 %","   .27 %","   .76 %","   .32 %","  2.65 %","  2.05 %"," 40.00 %","   .00 %","  1.16 %","   .00 %","   .62 %","  8.58 %","  1.18 %","  7.27 %","  1.03 %","   .38 %","  1.30 %","   .85 %","  1.12 %","  1.78 %","  3.36 %","  1.05 %","   .70 %","  4.50 %","  8.75 %","   .00 %","   .66 %","  2.49 %","   .44 %","  2.96 %","   .00 %","   .73 %","  2.01 %","  3.02 %","  2.25 %","  2.56 %","   .73 %"," -8.00 %","  1.97 %","  1.73 %"
"2020-08-19","   .96 %","   .91 %","  1.91 %","  3.69 %","  2.43 %","  1.28 %","   .27 %","  1.50 %","   .10 %","  1.95 %","  2.05 %"," 46.67 %"," 20.00 %","  1.04 %","   .00 %","   .76 %","  8.58 %","  1.18 %","  8.61 %","  1.28 %","   .38 %","   .86 %","  1.05 %","   .99 %","  2.29 %","  3.30 %","   .76 %","   .61 %","  3.31 %","  8.34 %","   .00 %","   .65 %","  2.55 %","   .55 %","  2.97 %","  2.50 %","   .50 %","  2.36 %","  2.93 %","  1.55 %","  2.43 %","   .55 %"," -8.00 %","  1.65 %","  1.36 %"
"2020-08-20","   .84 %","   .91 %","  2.32 %","  3.69 %","  2.87 %","  2.72 %","   .27 %","  1.48 %","   .31 %","  2.38 %","  2.05 %"," 46.67 %"," 20.00 %","  1.06 %","   .59 %","   .87 %","  6.58 %","  3.40 %","  9.86 %","  1.58 %","   .76 %","  1.07 %","   .94 %","  1.19 %","  2.29 %","  3.61 %","   .87 %","   .60 %","  5.36 %","  6.39 %","   .00 %","   .65 %","  2.75 %","   .82 %","  4.76 %","  2.50 %","   .71 %","  2.83 %","  4.25 %","  1.86 %","  2.17 %","   .70 %"," -8.00 %","  1.06 %","  1.58 %"
"2020-08-21","   .95 %","   .91 %","  2.69 %","  3.69 %","  3.09 %","  3.13 %","   .27 %","  1.48 %","   .52 %","  2.35 %","  2.05 %"," 46.67 %"," 20.00 %","   .93 %","   .59 %","   .83 %","  4.76 %","  3.40 %"," 11.03 %","  2.06 %","   .76 %","   .63 %","  1.35 %","  1.40 %","  2.81 %","  3.13 %","   .79 %","   .68 %","  5.83 %","  5.38 %","   .00 %","   .32 %","  1.83 %","   .82 %","  5.49 %","  2.50 %","   .57 %","  2.85 %","  6.47 %","  1.97 %","  3.66 %","   .80 %","   .00 %","   .52 %","  1.24 %"
"2020-08-22","  1.04 %","  1.78 %","  1.87 %","  3.69 %","  3.52 %","  2.48 %","   .27 %","  1.10 %","   .41 %","  2.40 %","  1.00 %"," 46.67 %"," 20.00 %","   .96 %","   .59 %","   .61 %","  1.43 %","  2.22 %"," 11.03 %","  2.06 %","   .76 %","   .63 %","  1.01 %","  1.38 %","  1.64 %","  2.84 %","  1.19 %","   .67 %","  3.87 %","  4.45 %","   .00 %","   .32 %","  1.50 %","   .70 %","  3.88 %","  2.50 %","   .63 %","  4.07 %","  6.17 %","  1.73 %","  3.01 %","   .72 %","   .00 %","   .52 %","  1.06 %"
"2020-08-23","   .89 %","  2.61 %","  1.04 %","   .83 %","  2.02 %","  1.96 %","   .17 %","  1.10 %","   .41 %","  2.31 %","   .00 %","  6.67 %"," 20.00 %","   .90 %","   .59 %","   .36 %","   .00 %","  2.22 %","  3.76 %","  1.46 %","   .38 %","   .83 %","  1.01 %","  1.37 %","  1.64 %","  2.94 %","  1.32 %","   .46 %","  2.78 %","  3.67 %","   .00 %","   .32 %","  1.65 %","   .66 %","  3.24 %","  2.50 %","   .56 %","  3.61 %","  4.08 %","  1.26 %","  2.98 %","   .81 %","   .00 %","   .52 %","   .97 %"
"2020-08-24","   .84 %","  1.70 %","   .88 %","  1.60 %","  1.09 %","  2.07 %","   .10 %","   .36 %","   .52 %","  2.19 %","   .00 %","   .00 %","   .00 %","   .71 %","   .59 %","   .18 %","  1.33 %","  3.22 %","  2.43 %","  1.59 %","   .38 %","  1.23 %","   .70 %","  1.25 %","   .53 %","  2.51 %","  1.24 %","   .40 %","  4.22 %","   .65 %","   .00 %","   .00 %","  1.43 %","   .42 %","  3.93 %","   .00 %","   .49 %","  2.88 %","  4.43 %","   .90 %","  2.34 %","   .71 %","   .00 %","   .26 %","   .97 %"
