"date","North Dakota/Adams","North Dakota/Barnes","North Dakota/Benson","North Dakota/Billings","North Dakota/Bottineau","North Dakota/Bowman","North Dakota/Burke","North Dakota/Burleigh","North Dakota/Cass","North Dakota/Cavalier","North Dakota/Dickey","North Dakota/Divide","North Dakota/Dunn","North Dakota/Eddy","North Dakota/Emmons","North Dakota/Foster","North Dakota/Golden Valley","North Dakota/Grand Forks","North Dakota/Grant","North Dakota/Griggs","North Dakota/Hettinger","North Dakota/Kidder","North Dakota/LaMoure","North Dakota/Logan","North Dakota/McHenry","North Dakota/McIntosh","North Dakota/McKenzie","North Dakota/McLean","North Dakota/Mercer","North Dakota/Morton","North Dakota/Mountrail","North Dakota/Nelson","North Dakota/Oliver","North Dakota/Pembina","North Dakota/Pierce","North Dakota/Ramsey","North Dakota/Ransom","North Dakota/Renville","North Dakota/Richland","North Dakota/Rolette","North Dakota/Sargent","North Dakota/Sheridan","North Dakota/Sioux","North Dakota/Slope","North Dakota/Stark","North Dakota/Steele","North Dakota/Stutsman","North Dakota/Towner","North Dakota/Traill","North Dakota/Unassigned","North Dakota/Walsh","North Dakota/Ward","North Dakota/Wells","North Dakota/Williams"
"2020-04-09","","2","","","","1","2","46","83","","","1","1","1","1","1","","11","1","","","","","","1","1","6","2","0","19","20","","1","","2","3","","","1","0","","","1","3","29","","1","","","0","3","19","","6"
"2020-04-10","","2","","","","1","2","48","88","","","1","2","1","1","1","","11","1","","","","","","1","1","6","2","0","19","20","","1","","2","3","","","1","0","1","","1","3","29","","1","","","0","3","19","","6"
"2020-04-11","","2","","","","1","2","49","95","","","1","2","1","1","1","","11","1","","","","","","1","1","6","2","0","19","21","","1","","2","3","","","2","1","1","","1","3","30","","1","","","","3","20","","8"
"2020-04-12","","2","","","","1","2","50","107","","","1","2","1","1","1","","11","1","","","","","","1","1","6","2","0","19","21","","1","","2","3","","","2","1","1","","1","3","32","","1","","","","3","20","","8"
"2020-04-13","","2","","","","1","2","51","116","","","1","3","1","1","1","","11","1","","","","","","1","1","8","2","0","20","27","","1","","2","3","","","3","1","1","","1","3","34","","1","","","","3","20","","8"
"2020-04-14","","2","","","","1","2","52","123","","","1","3","1","1","1","","12","1","","","","","","1","1","8","2","0","21","27","","1","","2","3","","","3","1","1","","1","3","34","","1","","","","3","20","","8"
"2020-04-15","","2","","","","1","2","52","135","","","1","3","1","1","1","","20","1","","","","","","1","1","9","3","0","21","29","","1","","2","3","","","3","1","1","","1","3","34","","1","","","","3","20","","8"
"2020-04-16","","2","","","","1","2","54","152","","","1","4","1","1","1","","23","1","","","","","","1","1","10","3","0","21","29","","1","","2","3","","","4","1","1","","1","3","37","","1","","","","3","20","","8"
"2020-04-17","","2","","","","1","2","54","152","","","1","4","1","1","1","","23","1","","","","","","1","1","10","3","0","21","29","","1","","2","3","","","4","1","1","","1","3","37","","1","","","","3","20","","8"
"2020-04-18","","3","","","","1","2","61","197","","","1","6","1","1","1","","99","1","","","","","","1","1","10","3","0","21","29","","1","","2","3","","","5","1","1","","1","3","38","","1","","","","3","20","","10"
"2020-04-19","","3","","","","1","2","63","212","","","1","9","1","1","1","","133","1","","","","","","1","1","10","3","0","22","30","1","1","","2","3","","","5","1","1","","1","3","39","","1","","","","3","20","","9"
"2020-04-20","","3","","","","1","2","63","246","","","1","10","1","1","1","","138","1","","","","","","1","1","10","3","0","22","30","1","1","","2","3","","","5","1","1","","1","3","39","","3","","","","3","20","","9"
"2020-04-21","","3","","","","1","2","63","255","","","1","10","1","1","1","","143","1","","","","","","1","1","10","3","0","23","31","1","1","","2","3","","","5","1","1","","2","3","39","","3","","","","3","20","","9"
"2020-04-22","","3","","","","1","2","65","274","","","1","10","1","1","1","","154","1","","","","","","1","1","10","3","0","23","31","1","1","","2","3","","","6","1","1","","1","3","40","","3","","","","3","21","1","9"
"2020-04-23","","3","","","","1","3","67","290","","","1","10","1","1","1","","162","1","","","","","","1","1","10","3","0","23","33","1","1","","2","3","","","7","1","1","","1","3","40","","3","","","0","3","21","1","9"
"2020-04-24","","3","","","","1","3","68","318","","","1","10","1","1","1","","170","1","","","","","","1","1","10","3","0","23","33","1","1","","2","3","","","7","1","1","","1","3","40","","3","","","0","4","21","1","10"
"2020-04-25","","4","","","","1","3","74","357","","","1","10","1","1","1","","173","1","","","","","","1","1","12","3","0","24","33","1","1","1","2","3","","","7","1","1","","1","3","40","","4","","","0","4","21","2","10"
"2020-04-26","","4","","","","1","3","74","397","","","1","10","1","1","1","","195","1","","","","","","1","1","12","3","0","24","33","1","1","1","2","3","1","","7","1","1","","1","3","41","","4","","","0","4","21","2","10"
"2020-04-27","","4","","","","1","3","74","431","","","1","10","1","1","1","","231","1","","","","","","1","1","12","3","0","24","34","1","1","1","2","4","1","","7","1","1","","1","3","41","","4","","","0","7","21","2","10"
"2020-04-28","","4","","","","1","3","74","472","","","1","10","1","1","1","","234","1","","","","","","1","1","12","3","0","24","35","1","1","1","2","4","1","","7","1","1","","1","3","44","","5","","","0","7","21","2","10"
"2020-04-29","","4","","","","1","3","76","492","","","1","10","1","1","1","","251","1","","","","","","1","1","13","3","0","24","35","1","1","1","2","3","1","","7","1","1","","1","3","46","","6","","","0","7","21","2","10"
"2020-04-30","","4","","","","1","3","77","513","","","1","10","1","1","1","","258","1","","","","","","1","1","13","3","0","24","35","1","1","3","2","3","1","","7","1","1","","1","3","49","","6","","","0","7","21","2","10"
"2020-05-01","","4","","","","1","3","79","542","","","1","10","1","1","1","","262","1","","","","","","1","1","13","3","0","24","35","1","1","3","2","3","1","1","7","1","1","","1","3","52","","7","","","0","7","21","2","10"
"2020-05-02","","4","","","","1","3","80","572","","","1","11","1","1","1","","265","1","","","","","","1","1","13","5","0","24","35","1","1","3","2","3","1","1","7","1","1","","1","3","54","","10","","","0","7","25","2","10"
"2020-05-03","","4","","","","1","3","80","605","","","1","11","1","1","1","","267","1","","","","","","1","1","13","5","0","24","35","1","1","3","2","3","1","1","7","1","1","","1","3","55","","11","","","0","7","25","2","11"
"2020-05-04","","4","","","","1","3","83","630","","","1","11","1","1","1","","269","1","","","","","","1","1","13","5","0","26","35","1","1","3","2","3","1","1","7","1","1","","1","3","57","","11","","","0","7","25","2","11"
"2020-05-05","","4","","","","1","5","92","643","","","1","11","1","1","1","","270","1","","","","","","1","1","13","5","3","35","35","1","1","4","2","3","1","1","7","1","1","","1","3","57","","12","","","0","7","25","2","13"
"2020-05-06","","4","","","","1","5","102","686","","","1","11","1","1","1","","271","1","","","","","","1","1","13","5","3","35","36","1","1","4","2","3","2","1","7","1","2","","1","3","57","","12","","","0","7","25","2","13"
"2020-05-07","","4","2","","","1","5","102","709","","","1","11","1","1","1","","275","1","","","","","","1","1","15","5","3","35","35","1","1","5","3","5","2","1","8","2","3","","1","3","60","","12","","1","0","8","26","2","18"
"2020-05-08","","4","2","","","1","5","103","752","","","1","11","1","1","1","","282","1","","","","","","1","1","15","5","3","35","37","1","1","6","3","5","2","1","8","2","3","","1","3","60","","12","","1","0","8","26","2","18"
"2020-05-09","","4","2","","","1","5","103","781","","","1","11","1","1","1","","284","1","","","","","","2","1","15","5","3","35","37","1","1","6","3","7","3","1","8","3","3","","1","3","61","","13","","1","0","8","27","2","18"
"2020-05-10","","4","2","","","1","5","103","805","","","1","11","1","1","1","","285","1","","","","","","2","1","15","5","3","36","37","1","1","6","3","7","3","1","9","3","3","","1","3","61","","13","","1","0","8","27","2","18"
"2020-05-11","","4","2","","","1","5","104","821","","","1","12","2","1","1","","287","2","","","","","","2","1","15","5","4","37","37","1","1","6","3","7","3","1","9","3","3","","1","3","61","","15","","1","0","8","27","2","19"
"2020-05-12","","4","2","","","1","5","105","866","","","1","11","2","1","1","","293","2","","","","","","2","1","15","5","4","37","37","1","1","6","3","7","3","1","8","3","3","","1","3","61","","16","","1","0","8","28","2","20"
"2020-05-13","","4","2","","","1","5","106","935","","","1","11","2","1","1","","297","2","","","","","","2","1","15","5","4","38","37","1","1","6","3","7","3","1","8","3","3","","1","3","61","","16","","1","0","9","28","2","20"
"2020-05-14","","4","1","","","1","5","107","991","","","1","11","2","1","1","","304","2","","","","","","2","1","15","5","4","37","38","1","1","6","3","7","3","1","9","3","3","","1","3","61","","16","","1","0","9","28","2","21"
"2020-05-15","","4","1","","","1","5","109","1032","","","1","11","2","1","1","","307","2","","","","","","2","1","15","5","4","39","38","1","1","6","3","7","3","1","9","4","3","","1","3","61","","16","","1","0","9","28","2","21"
"2020-05-16","","4","1","","","1","5","112","1106","","","1","11","2","1","1","","315","2","","","","","","2","1","15","5","4","39","40","1","1","6","3","7","3","1","9","4","3","","1","3","61","","16","","1","0","9","28","2","21"
"2020-05-17","","4","1","","","1","5","113","1147","","","1","11","2","1","1","","317","2","","","","","","2","1","15","6","4","40","42","1","1","6","3","7","4","1","9","4","3","","1","3","61","1","16","","2","0","10","28","2","21"
"2020-05-18","","4","1","","","1","5","116","1173","","","1","11","2","1","1","","317","2","","","","","","2","1","15","6","4","40","42","1","1","6","3","7","5","1","9","4","3","","2","3","61","1","16","","2","0","10","28","2","21"
"2020-05-19","","4","1","","1","1","5","117","1229","","","1","12","2","1","1","","317","2","","","","","","2","1","16","7","4","40","39","1","1","6","3","8","7","1","11","4","3","","2","3","61","1","16","","2","0","10","28","2","21"
"2020-05-20","","4","1","","1","1","5","120","1277","","","1","12","2","1","1","","319","2","","","","","","2","1","16","7","4","63","39","2","1","6","3","8","7","1","13","4","3","","2","3","61","1","17","","20","0","11","29","2","22"
"2020-05-21","","4","1","","2","1","5","126","1370","","","1","12","2","5","1","","320","2","","","","","","2","1","16","7","5","64","39","2","1","6","4","9","7","1","14","4","3","","2","3","61","1","17","","20","0","11","53","2","22"
"2020-05-22","","4","1","","2","1","5","128","1442","","","1","12","8","6","1","","320","2","1","","","","","2","1","16","7","5","64","39","2","1","6","4","9","7","1","15","4","3","","2","3","61","1","18","","20","0","11","54","2","25"
"2020-05-23","","4","1","","2","1","5","129","1487","","","1","12","7","6","1","","321","2","1","","","","","2","1","16","7","5","64","39","2","1","6","4","9","8","1","15","4","3","","2","3","61","1","18","","20","0","11","54","3","25"
"2020-05-24","","4","1","","2","1","5","131","1528","","","1","12","7","6","1","","323","2","1","","","","","2","1","16","7","5","64","39","2","1","6","4","9","8","1","20","4","3","","2","3","61","1","18","","21","0","13","54","3","25"
"2020-05-25","","4","1","","2","1","5","131","1564","","","1","12","7","6","1","","325","2","1","","","","","2","1","16","7","5","64","39","2","1","6","4","9","9","1","20","4","3","","2","3","61","1","18","","21","0","13","54","3","25"
"2020-05-26","","4","1","","2","1","5","123","1580","","","1","12","4","4","1","","326","2","1","","","","","2","1","16","7","5","59","39","1","1","6","3","8","8","1","19","5","3","","2","3","61","1","18","","10","0","13","36","3","24"
"2020-05-27","","4","1","","2","1","5","123","1596","","","1","12","4","4","1","","327","2","1","","","","","2","1","16","7","5","59","39","1","1","6","3","8","8","1","19","5","3","","2","3","61","1","18","","10","0","13","36","3","24"
"2020-05-28","","4","1","","2","1","5","125","1632","","","1","12","4","4","1","","328","2","1","","","","","2","1","16","7","5","59","39","1","1","6","3","8","8","1","20","5","3","","2","3","61","1","18","","11","0","13","37","3","24"
"2020-05-29","","4","1","","2","1","5","126","1661","","","1","12","4","4","1","","331","2","1","","","","","2","1","16","7","5","59","39","1","1","6","3","8","8","1","21","6","3","","2","3","61","1","22","","11","0","13","37","3","24"
"2020-05-30","","4","1","","2","1","5","127","1685","","","1","12","4","4","1","","333","2","1","","","","","2","1","17","7","5","59","39","1","1","6","3","8","8","3","22","6","3","","2","3","61","1","23","","12","0","13","37","3","25"
"2020-05-31","","4","1","","2","1","5","128","1705","","","1","12","4","4","1","","333","2","1","","","","","2","1","17","7","5","59","39","1","1","6","3","8","8","3","22","6","3","","2","3","62","1","23","","13","0","13","37","3","25"
"2020-06-01","","5","1","","2","1","5","129","1744","","","1","11","4","4","1","","336","2","1","","","","","2","1","17","7","5","60","40","1","1","6","3","8","9","3","22","6","3","","1","3","62","1","24","","14","0","14","37","3","25"
"2020-06-02","","5","1","","2","1","5","130","1762","","1","1","11","4","4","1","","335","2","1","","","","","2","1","17","7","5","60","41","1","1","6","3","8","9","3","22","6","3","","1","3","62","1","24","","14","0","14","38","3","25"
"2020-06-03","","5","1","","2","1","5","132","1783","","1","1","11","4","4","1","","336","2","1","","","","","2","1","17","7","5","60","41","1","1","6","3","8","11","3","22","6","3","","1","3","62","1","29","","14","0","15","39","3","25"
"2020-06-04","","6","1","","3","1","5","134","1803","","1","1","11","4","4","1","","336","2","1","","","","","2","1","17","7","5","60","42","1","1","6","3","8","11","3","23","6","4","","1","3","62","1","29","","14","0","15","39","3","25"
"2020-06-05","","6","1","","3","1","5","135","1834","","1","1","11","4","4","1","","336","2","1","","","","","2","1","18","7","6","60","42","1","1","6","3","8","11","3","24","6","4","","2","3","62","1","30","","14","0","15","41","3","25"
"2020-06-06","","9","2","","3","1","5","141","1880","","1","1","11","4","4","1","","336","2","1","","","1","","2","1","18","7","6","60","42","1","1","6","3","8","11","3","27","6","4","1","2","3","62","1","35","","14","0","16","43","5","25"
"2020-06-07","","9","2","","3","1","5","142","1911","","1","1","11","5","4","1","","337","2","1","","","1","","2","1","18","7","6","60","43","1","1","6","3","8","11","3","28","6","4","1","2","3","62","1","42","","14","0","16","44","6","25"
"2020-06-08","","9","2","","3","1","5","143","1917","","1","1","11","5","4","1","","339","2","1","","","1","","2","1","18","7","6","60","43","1","1","6","3","8","11","3","28","6","4","1","2","3","62","1","50","","14","0","16","44","8","25"
"2020-06-09","","9","3","","4","1","5","144","1930","","1","1","11","5","4","1","","339","2","1","","1","1","","2","1","18","8","6","60","43","1","1","6","3","8","11","3","30","7","4","1","2","3","63","1","49","","14","0","16","44","8","25"
"2020-06-10","","9","3","","4","1","5","147","1958","","1","1","11","5","4","1","","339","2","1","","2","6","","2","1","18","8","6","60","43","1","1","6","3","8","11","3","31","7","4","1","2","3","63","1","51","","14","0","16","44","8","25"
"2020-06-11","","9","3","","4","1","5","150","1984","","2","1","11","5","4","1","","339","2","1","","2","6","","2","1","21","8","6","61","43","1","1","6","3","8","12","3","32","7","4","1","2","3","63","1","51","","15","0","16","45","8","26"
"2020-06-12","","9","3","","4","1","5","156","2006","","2","1","11","5","4","1","","341","2","1","","2","8","","2","1","21","9","6","62","43","1","1","6","3","8","12","3","33","7","4","1","3","3","63","1","51","","15","0","16","45","8","26"
"2020-06-13","","9","3","","4","1","5","159","2037","","3","1","11","5","4","1","","342","2","1","","2","9","","2","1","21","9","6","63","43","1","1","6","3","8","12","3","36","7","4","1","3","3","63","1","51","","15","0","16","46","8","26"
"2020-06-14","","9","3","","4","1","5","165","2044","","3","1","11","5","4","1","","343","2","1","","2","10","","2","1","21","10","6","65","43","1","1","7","3","8","12","3","37","7","4","1","3","3","63","1","52","","15","0","16","47","8","26"
"2020-06-15","","9","3","","4","1","5","167","2058","","3","1","11","5","4","1","","345","2","1","","2","10","","2","1","21","10","6","67","43","1","1","7","3","8","12","3","37","7","4","1","4","3","63","1","52","","15","0","16","47","8","26"
"2020-06-16","","9","3","","4","1","5","176","2067","","3","1","11","5","4","1","","346","2","1","","2","10","","2","1","21","11","6","68","43","1","1","7","3","8","13","3","37","7","4","1","4","3","63","1","52","","15","0","17","47","8","26"
"2020-06-17","","11","3","","4","1","5","180","2084","","3","1","11","5","4","1","","350","2","1","","2","10","","2","1","22","11","6","70","43","1","1","7","3","8","13","3","37","7","4","1","7","3","63","1","60","","15","0","17","48","8","26"
"2020-06-18","","16","3","","4","1","5","180","2091","","3","1","11","5","4","1","","356","2","1","","2","10","","2","1","22","11","6","70","43","1","1","7","3","8","13","3","37","8","5","1","10","3","65","1","60","","15","0","17","50","8","26"
"2020-06-19","","16","3","","4","1","5","188","2104","","4","1","12","5","4","1","","358","2","1","","2","10","","3","1","23","11","6","70","43","1","1","7","4","8","13","3","37","8","4","1","12","3","68","1","60","","15","0","17","51","8","26"
"2020-06-20","","16","3","1","5","1","5","192","2118","1","4","1","12","5","4","1","","361","2","1","","2","10","","3","1","24","11","6","70","43","1","1","7","4","8","13","3","38","8","4","1","12","3","67","1","60","","15","0","17","51","8","26"
"2020-06-21","","18","3","1","5","1","5","198","2138","1","4","1","12","5","4","1","","361","2","2","","2","11","","3","1","24","11","6","70","43","1","1","7","4","8","15","3","38","9","4","1","12","3","68","1","62","","15","0","17","52","8","26"
"2020-06-22","","18","3","1","5","1","5","202","2143","2","4","1","13","5","4","1","","365","2","2","","2","11","","3","1","24","11","6","70","43","1","1","7","4","9","15","3","39","9","4","1","19","3","68","1","62","","15","0","17","53","8","26"
"2020-06-23","","18","3","1","5","1","5","202","2146","3","4","1","13","5","4","2","","365","2","2","","2","11","","3","1","24","11","6","70","43","1","1","7","4","9","15","4","39","9","4","1","19","3","68","1","62","","15","0","17","54","8","26"
"2020-06-24","","18","3","1","5","1","5","214","2165","2","4","1","13","5","4","2","","366","2","2","","2","11","","3","1","25","11","6","72","43","1","1","9","4","11","16","4","39","9","4","1","20","3","68","1","62","","15","0","19","54","8","26"
"2020-06-25","","18","3","1","5","1","5","217","2171","2","4","1","13","5","4","2","","373","2","2","","2","11","","3","1","27","11","6","73","43","1","1","9","4","10","16","4","41","10","5","1","20","3","70","1","62","","15","0","20","58","8","28"
"2020-06-26","","18","3","1","5","1","5","223","2181","2","4","1","13","5","4","2","","376","2","2","1","2","11","","3","1","27","11","6","74","44","1","1","9","4","10","16","5","41","10","6","1","20","3","71","1","63","","15","0","20","59","8","29"
"2020-06-27","","19","3","1","5","1","5","234","2193","2","4","1","13","5","4","2","","379","2","2","1","2","13","","3","1","27","11","6","78","44","1","1","9","4","10","17","5","41","10","6","1","21","3","71","1","63","","16","0","21","59","8","29"
"2020-06-28","","19","3","1","5","1","5","241","2208","2","4","1","13","5","4","2","","384","3","2","1","2","13","","3","2","27","11","6","78","45","1","1","9","4","10","17","5","41","10","6","1","21","3","73","1","63","","17","0","22","59","8","32"
"2020-06-29","","19","3","1","5","1","5","249","2233","2","4","1","13","5","4","2","","385","3","2","1","2","13","","3","2","27","11","6","81","47","1","2","9","4","10","17","5","41","10","6","1","24","3","73","1","63","","17","0","22","60","8","32"
"2020-06-30","","19","4","1","5","1","5","258","2245","2","4","1","13","5","4","2","","385","3","2","1","2","13","","3","2","27","11","6","91","50","1","2","9","5","10","17","5","41","10","6","1","24","3","73","1","63","","17","0","23","60","8","32"
"2020-07-01","","19","4","1","5","1","5","267","2260","2","4","1","14","5","4","2","","387","3","2","1","2","13","","3","2","27","11","7","91","50","1","2","9","5","10","17","5","41","10","6","1","24","3","75","2","63","","19","0","24","60","8","37"
"2020-07-02","","19","4","1","5","1","5","281","2277","3","4","1","14","5","4","2","","390","3","2","1","2","13","","4","2","27","11","7","93","50","1","2","9","5","10","17","5","41","10","6","1","23","3","77","2","63","","20","0","25","60","9","37"
"2020-07-03","","20","4","1","5","1","6","302","2295","3","4","1","14","5","4","2","","397","3","2","1","2","13","","4","2","27","11","7","100","51","1","2","9","5","11","17","5","42","11","6","1","25","3","77","2","63","","21","0","26","61","9","38"
"2020-07-04","","20","4","1","5","1","6","314","2323","3","4","1","14","5","4","2","","402","3","2","1","2","13","","5","2","27","11","7","101","54","1","2","10","5","11","18","5","43","11","6","1","25","3","77","2","63","","21","0","26","64","9","39"
"2020-07-05","","21","4","1","5","1","6","322","2334","4","4","1","15","5","4","2","","403","3","2","1","2","13","","5","2","27","11","7","103","54","1","2","10","5","12","18","5","43","11","6","1","25","3","80","2","64","","21","0","28","65","9","43"
"2020-07-06","","22","4","1","5","1","6","328","2351","5","4","1","15","5","4","2","","406","3","2","1","2","13","","5","2","27","11","7","103","54","1","2","10","5","12","19","5","43","11","6","1","25","3","80","3","65","","22","0","29","65","9","43"
"2020-07-07","","23","5","1","5","1","6","343","2358","6","4","1","15","5","4","2","","408","3","2","1","2","13","","5","2","28","11","7","109","54","1","2","11","5","12","19","5","43","11","7","1","26","3","82","3","65","1","22","0","30","66","9","50"
"2020-07-08","","23","9","1","5","1","6","363","2373","6","4","1","15","5","4","4","","411","3","2","1","2","13","1","6","3","29","11","7","116","54","2","2","13","6","18","19","5","43","11","7","2","29","3","83","3","65","1","22","0","31","65","9","53"
"2020-07-09","","23","11","1","5","1","6","385","2402","10","5","1","18","5","4","4","","412","3","2","1","2","13","1","6","4","31","11","7","121","55","2","2","14","6","18","21","5","44","11","7","2","32","3","85","3","66","1","23","0","41","67","9","59"
"2020-07-10","","23","11","1","5","1","6","409","2421","13","5","1","19","5","4","3","","422","3","2","1","2","13","1","6","5","31","11","8","123","59","2","2","14","7","19","21","5","45","11","7","2","33","3","89","4","66","2","25","0","44","69","9","62"
"2020-07-11","","24","14","1","5","1","7","425","2442","14","5","1","23","5","4","3","","431","3","2","1","2","13","0","9","6","33","11","9","126","61","2","2","14","8","19","21","5","47","12","7","2","36","3","92","4","66","3","27","0","46","71","10","65"
"2020-07-12","","24","16","1","5","1","7","444","2464","15","5","1","23","5","4","3","","447","3","2","1","3","13","1","9","7","33","11","9","131","64","2","2","14","8","20","21","7","47","12","8","2","37","3","98","4","66","3","28","0","48","73","10","69"
"2020-07-13","","24","16","1","6","1","7","466","2492","17","6","1","25","5","4","3","","458","4","2","1","3","14","1","9","8","38","11","9","135","66","2","2","14","8","22","21","7","47","12","8","2","37","3","99","4","68","3","28","0","59","76","10","77"
"2020-07-14","","25","16","1","7","1","7","469","2503","18","6","1","26","5","5","3","1","461","4","2","1","3","14","1","9","8","39","12","9","139","69","2","2","15","8","22","21","7","47","12","8","2","38","3","99","4","69","3","28","0","60","76","10","92"
"2020-07-15","","25","16","1","7","1","7","478","2522","18","6","1","26","5","5","3","1","462","4","2","2","4","14","1","9","8","43","12","9","140","84","2","2","15","8","23","21","7","47","12","8","2","39","3","103","4","69","3","28","0","65","78","11","99"
"2020-07-16","","25","18","1","7","1","7","500","2547","21","6","1","26","5","7","3","1","470","4","2","2","4","14","1","10","8","45","12","9","144","89","2","2","15","8","24","21","7","48","12","8","3","41","3","108","4","71","3","28","0","66","83","11","110"
"2020-07-17","","26","21","1","7","1","7","525","2584","23","6","1","27","5","7","3","2","481","4","2","2","4","14","1","10","8","46","12","12","148","90","2","2","17","8","24","22","7","49","12","9","3","44","3","111","4","72","3","29","0","66","96","11","118"
"2020-07-18","","26","23","1","7","1","7","548","2613","24","8","1","27","5","7","3","2","483","4","3","6","4","14","1","11","8","51","13","12","156","89","3","3","18","8","25","23","8","49","13","8","4","45","3","121","5","74","3","29","0","70","100","11","126"
"2020-07-19","","26","23","1","7","1","8","564","2639","25","8","1","27","5","8","3","2","509","4","3","6","4","14","1","11","9","52","14","12","168","90","3","3","20","8","25","23","8","51","13","8","4","46","3","120","6","74","4","30","0","77","102","11","135"
