"date","Punjab/Amritsar","Punjab/Barnala","Punjab/Bathinda","Punjab/Faridkot","Punjab/Fatehgarh Sahib","Punjab/Fazilka","Punjab/Ferozepur","Punjab/Gurdaspur","Punjab/Hoshiarpur","Punjab/JAlandhar","Punjab/Jalandhar","Punjab/Kapurthala","Punjab/Ludhiana","Punjab/Mansa","Punjab/Moga","Punjab/Pathankot","Punjab/Patiala","Punjab/Rupnagar","Punjab/S.A.S. Nagar","Punjab/Sangrur","Punjab/Shahid Bhagat Singh Nagar","Punjab/Sri Muktsar Sahib","Punjab/Tarn Taran","Punjab/hoshiarpur"
"2020-11-10","12083","2138","7482","3359","2209","3232","4248","7009","6380","","15699","4171","20911","2003","2511","4622","13212","2577","13007","4019","1964","3147","2025",""
"2020-11-11","12108","2141","7549","3382","2214","3264","4257","7031","6399","","15799","4199","21014","2008","2518","4639","13281","2578","13126","4035","1979","3160","2026",""
"2020-11-12","12150","2145","7602","3397","2216","3281","4266","7054","6423","","15873","4211","21102","2016","2527","4656","13365","2609","13258","4039","1996","3180","2026",""
"2020-11-13","12190","2150","7637","3421","2221","3305","4268","7066","6457","","15986","4220","21187","2031","2531","4681","13438","2618","13382","4047","2005","3260","2027",""
"2020-11-15","12271","2161","7728","3437","2224","3339","4278","7124","6473","","16165","4229","21346","2038","2541","4725","13550","2622","13540","4066","2017","3279","2028",""
"2020-11-16","12303","2167","7751","3456","2227","3341","4281","7125","6518","","16192","4235","21430","2050","2550","4727","13570","2629","13639","4072","2020","3294","2028",""
"2020-11-17","12348","2172","7771","3467","2233","3346","","7133","6547","","16268","4239","21522","2062","2552","4732","13629","2644","13715","4093","2026","3310","2030",""
"2020-11-18","12403","2175","7810","3494","2246","3383","4287","7172","6601","","16365","4246","21607","2071","2555","4752","13737","2665","13849","4104","2036","3327","2033",""
"2020-11-19","12469","2178","7869","3525","2255","3401","4295","7211","6630","","16487","4254","21715","2073","2564","4756","13806","2696","13978","4115","2044","3345","2034",""
"2020-11-20","12535","2180","7918","3549","2265","3416","4303","7226","6653","","16582","4267","21811","2095","2572","4815","13871","2712","14173","4127","2050","3362","2036",""
"2020-11-21","12559","2184","7967","3557","2269","3452","4308","7238","6672","","16738","4271","21892","2097","2574","4836","13948","2734","14282","4137","2056","3383","2036",""
"2020-11-22","12603","2185","7997","3565","2282","3498","4324","7250","6687","","16812","4295","21990","2110","2587","4844","14022","2749","14399","4151","2070","3411","2038",""
"2020-11-23","12648","2188","8036","3580","2288","3502","4333","7264","6718","","16983","4299","22086","2117","2593","4882","14069","2759","14501","4157","2076","3459","2042",""
"2020-11-24","12703","2193","8061","3591","2291","3519","4337","7287","6743","","17077","4321","22188","2122","2605","4888","14151","2767","14581","4159","2081","3481","",""
"2020-11-25","12765","2197","8086","3599","2300","3527","4340","7315","6769","","17222","4327","22292","2136","2597","4909","14261","2787","14719","4174","2098","3495","2043",""
"2020-11-26","12855","2204","8138","3614","2307","3548","4350","7329","6794","","17389","4342","22403","2142","2601","4956","14314","2799","14876","4182","2107","3507","2044",""
"2020-11-27","12924","2207","8186","3624","2315","3562","4351","7348","6808","","17548","4353","22488","2148","2609","4969","14447","2812","15032","4187","2119","3525","2047",""
"2020-11-28","12974","2209","8232","3633","2321","3572","4354","7364","6832","","17647","4367","22588","2163","2611","5017","14501","2823","15210","4194","2130","3537","2049",""
"2020-11-29","13027","2210","8266","3642","2325","3598","4361","7390","6847","","17790","4392","22680","2195","2617","5060","14549","2839","15323","4207","2146","3547","2050",""
"2020-11-30","13078","2213","8302","3650","2329","3603","4368","7407","6893","","17866","4396","22770","2212","2619","5073","14599","2848","15416","4217","2151","3554","2050",""
"2020-12-01","13125","2213","8359","3656","2333","3603","4371","7425","6923","","17944","4414","22888","2222","2628","5097","14630","2866","15545","4219","2154","3565","2052",""
"2020-12-26","13156","2217","8373","3660","2336","3603","4372","7443","6939","","17981","4423","22926","2226","2629","5121","14651","2869","15606","4221","2162","3569","2054",""
"2020-12-27","13178","2217","8380","3663","2339","3604","4373","7466","6963","","18004","4422","22979","2227","2630","5136","14678","2874","15662","4222","2169","3573","2057",""
"2020-12-28","13205","2220","8393","3665","2342","3609","4379","7471","6987","","18051","4440","22999","2227","2635","5140","14693","2878","15714","4224","2173","3577","",""
"2020-12-29","13225","2222","8399","3666","2343","3611","4379","7476","6994","","18087","4447","23041","2231","","5145","14714","2887","15745","4226","2178","3578","2060",""
"2020-12-30","13260","2224","8425","3668","2348","3612","4386","7500","7010","","18134","4457","23067","2235","","5160","14747","2891","15839","","2180","3584","2062",""
"2020-12-31","13283","2227","8445","3672","2352","3616","4389","7507","7021","","18176","4465","23103","2235","2641","5173","14773","2898","15880","4239","2187","3589","",""
"2021-01-01","13301","2234","8454","3673","2356","3625","4393","7518","7039","","18194","4471","23130","2240","2644","5183","14791","2913","15935","4240","2194","3591","2062",""
"2021-01-02","13318","2235","8467","3685","2362","3627","4394","7525","7061","","18236","4482","23174","2241","","5190","14817","2920","15953","4240","2194","3592","2066",""
"2021-01-03","13338","2237","8479","3688","2362","3630","4395","7540","7064","","18252","4483","23200","2244","2645","5193","14844","2930","16000","4241","2210","3593","2062",""
"2021-01-04","13352","2239","8490","3699","2364","3630","4402","7551","7067","","18273","4491","23223","2250","2648","5195","14854","2933","16071","4246","2218","3594","2062",""
"2021-01-05","13389","2242","8503","3712","2368","3631","4410","7569","7089","","18314","4506","23269","2261","2652","5201","14889","2942","16178","4253","2247","3596","2064",""
"2021-01-06","13412","2244","8516","3712","2369","3636","4411","7576","7105","","18343","4510","23294","2263","2655","5219","14919","2950","16241","4255","2251","3597","2065",""
"2021-01-07","13429","2248","8558","3721","2373","3640","4413","7587","7121","","18360","4520","23324","2266","2657","5225","14947","2950","16300","4257","2261","3598","2065",""
"2021-01-08","13449","2248","8577","3726","2376","3642","4418","7598","7134","","18399","4526","23365","2276","2658","5232","14969","2975","16362","4260","2261","3602","2066",""
"2021-01-09","13463","","8582","3731","2377","3644","4421","7607","7149","","18414","4529","23421","2281","2659","5236","14985","2985","16421","4267","2278","3603","",""
"2021-01-10","13475","","8578","3744","2380","3649","4424","7616","7169","","18448","4540","23454","2285","2668","5241","15020","2985","16505","4271","2287","3607","2072",""
"2021-01-11","13506","2249","8580","3751","2381","3654","4429","7623","7186","","18464","4544","23469","2289","2669","5245","15037","2996","16529","4276","2298","3610","2073",""
"2021-01-12","13526","2249","8613","3755","2383","3654","4429","7626","7192","","18505","4551","23496","2293","2669","5249","15056","3003","16581","4280","2310","3619","",""
"2021-01-13","13550","2253","8637","3766","2387","","4429","7639","7200","","18529","4565","23534","2296","","5257","15076","3006","16623","4282","2323","3619","2076",""
"2021-01-14","13572","2253","8647","3770","2390","3656","4432","7649","7201","","18563","4576","23556","2298","2673","5263","15083","3016","16666","4285","2331","3621","2082",""
"2021-01-15","13595","2254","8662","3775","2394","3657","4432","7655","7214","","18591","4585","23591","2298","2674","5267","15116","3027","16703","4292","2338","3621","2083",""
"2021-01-16","13607","","8665","3781","2400","3659","4432","7664","7225","","18611","4591","23617","2303","2675","5274","15139","3033","16732","4294","2338","3621","2084",""
"2021-01-17","13625","2258","8667","","2407","3664","4433","7675","7226","","18642","4600","23650","2303","","5283","15168","3038","16786","4296","2342","3626","2093",""
"2021-01-19","13666","2263","8670","3783","2414","3666","4440","7686","7244","","18659","4607","23714","2305","","5287","15204","3042","16864","4300","2353","3632","2096",""
"2021-01-20","13680","2263","8695","3788","2418","","4440","7691","7246","","18677","4619","23752","2305","2685","5292","15217","3042","16901","4302","2361","3633","",""
"2021-01-21","13692","2263","8695","3793","2425","3667","4440","7696","7264","","18697","4624","23787","2307","","5295","15227","3045","16945","4302","2370","3633","2097",""
"2021-01-22","13706","2263","8722","3801","2429","3670","4440","7701","7274","","18725","4629","23827","2309","","5284","15243","3048","16981","4307","2380","3633","2098",""
"2021-01-23","13718","","8729","3801","2433","3670","4443","7716","7295","","18749","4637","23856","2311","","5289","15272","3048","17020","4310","2386","3634","2101",""
"2021-01-24","13731","2265","","3829","2435","3671","","7727","7300","","18765","4646","23882","2311","","5290","15295","3055","17055","4311","2399","3637","2102",""
"2021-01-25","13749","2273","8724","3837","2438","3672","4446","7727","7310","","18780","4654","23909","2315","2686","5295","15309","3056","17083","4312","2408","","2102",""
"2021-01-26","13767","2275","8724","3839","","3672","4447","7735","7313","","18785","4659","23943","2316","2687","5294","15329","3058","17099","4314","2414","3637","2106",""
"2021-01-27","13781","2275","","3848","2443","","4448","7748","7319","","18811","4658","23981","2316","2694","5298","15341","3069","17127","4317","2425","3637","2107",""
"2021-01-28","13791","2277","8749","","2446","3675","4450","7751","7326","","18830","4670","24028","2320","2699","5300","15354","3071","17148","4318","2440","3639","2109",""
"2021-01-29","13805","2278","8781","3855","2447","3680","4450","7763","7334","","18860","4693","24074","2321","","5301","15378","3083","17173","4320","2450","3640","2108",""
"2021-01-30","13816","2284","8808","3865","2448","3683","4451","7766","7341","","18886","4700","24106","2322","2704","5302","15390","3092","17211","4324","2462","3647","2109",""
"2021-01-31","13824","2284","8836","3866","2449","3684","","7770","7344","","18923","4704","24150","","2705","5303","15405","","17242","4326","2473","","",""
"2021-02-01","13836","2286","8853","3866","2451","3687","4456","7772","7358","","18950","4719","24200","2322","2706","5303","15416","3092","17262","4329","2479","3649","2111",""
"2021-02-02","13852","2287","8858","3866","2460","3688","4456","7776","7373","","18981","4725","24237","2322","2708","5303","15437","3097","17281","4330","2508","3651","",""
"2021-02-03","13871","2290","8866","3867","2464","3689","4457","7782","7384","","19001","4730","24266","2322","2712","5304","15460","3099","17303","4334","2530","3652","2111",""
"2021-02-04","13878","2292","8875","3869","2469","","","7785","7394","","19028","4738","24327","2325","","5305","15472","3105","17318","4336","2552","3653","",""
"2021-02-05","13891","2292","8889","3874","2473","3690","4458","7797","7404","","19054","4746","24361","2325","","5306","15486","3107","17341","4339","2580","3654","2110",""
"2021-02-06","13906","2295","8904","","2475","3690","4459","7805","7411","","19074","4760","24393","2325","2715","5308","15504","3119","17366","4341","2581","3656","2111",""
"2021-02-07","13925","2297","8907","3880","2485","3691","","7808","7430","","19095","4764","24416","2328","","5310","15516","3129","17380","4345","2632","3656","",""
"2021-02-08","13933","2298","8918","3883","2488","3691","4459","7812","7446","","19119","4775","24445","2328","2717","5314","15520","3139","17404","4356","2658","3657","",""
"2021-02-09","13946","2298","8919","3885","2494","3692","4460","7817","7451","","19128","4783","24472","2328","","5316","15542","3140","17429","4358","2707","3657","2117",""
"2021-02-10","13958","2299","8922","3887","2500","3693","4460","7836","7470","","19156","4785","24507","2331","2720","5319","15561","3141","17460","4360","2737","3660","2123",""
"2021-02-11","13969","2299","8928","3895","2504","3695","4466","7846","7486","","19175","4818","24567","2334","","5319","15576","3142","17491","4364","2808","","2129",""
"2021-02-12","13987","","8938","3914","2506","3696","4469","7861","7498","","19192","4838","24606","","2721","5319","15590","3152","17507","4366","2846","3665","2133",""
"2021-02-13","14004","2300","8944","3919","2512","3697","4470","7868","7516","","19209","4856","24636","2335","2723","5325","15601","3158","17526","4368","2928","3667","2135",""
"2021-02-15","14022","2300","8947","3922","2512","3699","4472","7878","7535","","19249","4863","24662","2336","2728","5327","15625","3163","17545","4371","2954","3674","",""
"2021-02-16","14039","2302","8952","3926","2515","3700","4472","7884","7553","","19287","4872","24708","2337","2730","5329","15642","3171","17563","4377","2997","3675","2135",""
"2021-02-17","14064","2304","8955","3927","2520","3700","4477","7897","7575","","19315","4891","24759","2338","2734","5333","15674","3175","17586","4378","3089","3675","2141",""
"2021-02-18","14084","2304","8971","3933","2530","3701","4479","7905","7595","","19359","4911","24784","2339","2735","5335","15707","3180","17613","4380","3098","3684","2148",""
"2021-02-19","","","","","","","","","","","19408","","24849","","","","","","","","3199","","",""
"2021-02-20","14118","","8976","3936","2534","3701","4481","7903","7623","","19446","4930","24911","2340","2742","5346","15735","3187","17643","4383","3264","3684","2155",""
