"date","Haryana/Ambala","Haryana/Bhiwani","Haryana/Charkhi Dadri","Haryana/Faridabad","Haryana/Fatehabad","Haryana/Foreign Evacuees","Haryana/Gurugram","Haryana/Hisar","Haryana/Italians","Haryana/Jhajjar","Haryana/Jind","Haryana/Kaithal","Haryana/Karnal","Haryana/Kurukshetra","Haryana/Mahendragarh","Haryana/Nuh","Haryana/Palwal","Haryana/Panchkula","Haryana/Panipat","Haryana/Rewari","Haryana/Rohtak","Haryana/Sirsa","Haryana/Sonipat","Haryana/Yamunanagar"
"2020-08-01"," 72.92 %","-83.33 %","","  -.57 %"," ##.## %",""," 26.92 %","-25.00 %",""," 25.00 %",""," ##.## %","   .00 %"," ##.## %","","-75.00 %","-59.46 %"," 31.03 %"," ##.## %"," 14.86 %","-45.16 %","","-95.24 %"," ##.## %"
"2020-08-02"," -9.64 %"," ##.## %",""," -1.71 %","-64.71 %","   .00 %"," -6.06 %","-59.26 %","   .00 %"," ##.## %"," 75.00 %"," 30.77 %","-46.43 %"," 35.14 %","-89.47 %"," ##.## %"," ##.## %"," 89.47 %","","-52.94 %"," 91.18 %"," ##.## %"," ##.## %",""
"2020-08-03","-88.00 %","-40.00 %",""," -1.16 %"," 66.67 %","","-53.76 %"," ##.## %","","-47.06 %","-33.33 %","-58.82 %"," 33.33 %","-46.00 %"," ##.## %","-33.33 %","-51.61 %","-16.67 %"," 13.98 %"," 25.00 %","","-55.26 %","-58.33 %","-32.50 %"
"2020-08-04"," ##.## %"," ##.## %","","  -.59 %"," ##.## %","","  6.98 %","-87.88 %",""," 77.78 %","-42.86 %","-14.29 %"," -5.00 %","-40.74 %","-40.00 %"," 25.00 %","   .00 %","-80.00 %","-52.83 %","-60.00 %"," 47.69 %"," 11.76 %"," 16.00 %","-18.52 %"
"2020-08-05"," ##.## %","-73.33 %"," 69.23 %","   .00 %"," -4.76 %",""," 39.13 %"," ##.## %","","-50.00 %","-37.50 %"," 66.67 %","-15.79 %","-43.75 %"," ##.## %"," 40.00 %"," 53.33 %"," 58.33 %"," 48.00 %"," ##.## %","-46.88 %"," 73.68 %"," 10.34 %","  4.55 %"
"2020-08-06"," 14.71 %"," ##.## %","-90.91 %"," -4.73 %","",""," 29.69 %"," ##.## %",""," 75.00 %","-60.00 %","   .00 %"," ##.## %"," ##.## %","-85.71 %","-14.29 %",""," ##.## %","-70.27 %","  6.67 %"," 17.65 %","-57.58 %"," 59.38 %","  4.35 %"
"2020-08-07","  1.28 %","-46.67 %"," 50.00 %"," -1.24 %"," ##.## %","","-34.94 %","-33.33 %","","","","-50.00 %","-41.18 %","-55.56 %"," ##.## %"," 33.33 %","   .00 %","-44.44 %"," 72.73 %","  2.08 %","-28.33 %"," -7.14 %"," 17.65 %","-37.50 %"
"2020-08-08"," 11.39 %"," ##.## %",""," -6.29 %","-85.71 %",""," 83.33 %"," 50.00 %","","   .00 %"," ##.## %"," ##.## %",""," ##.## %"," 39.13 %","   .00 %","-34.15 %"," ##.## %"," ##.## %"," 40.82 %","","","",""
"2020-08-09","-40.91 %","-68.42 %","","   .67 %","-88.89 %","","-19.19 %","-44.44 %","","-90.91 %"," 50.00 %","-72.22 %"," ##.## %"," 18.18 %","-15.62 %","-75.00 %"," 37.04 %","-47.54 %","-56.35 %","-39.13 %",""," ##.## %","   .00 %"," ##.## %"
"2020-08-10"," 61.54 %"," 83.33 %"," 33.33 %","  2.67 %"," ##.## %","","-28.75 %"," 15.00 %",""," ##.## %","-50.00 %"," ##.## %","-65.59 %"," 10.26 %",""," ##.## %",""," 84.38 %"," 30.91 %"," 69.05 %"," -6.98 %","-54.17 %","-41.51 %","  2.33 %"
"2020-08-11","-17.86 %","-54.55 %"," ##.## %","-21.43 %","",""," 21.05 %","-47.83 %",""," 10.00 %"," ##.## %"," 50.00 %"," 18.75 %"," -6.98 %","","   .00 %"," 27.03 %","-55.93 %"," 48.61 %","  2.82 %","  5.00 %",""," 80.65 %","-40.91 %"
"2020-08-12"," -5.80 %"," ##.## %",""," -6.61 %"," ##.## %",""," 42.03 %","",""," ##.## %","-81.25 %","-28.57 %","","-17.50 %"," ##.## %"," 20.00 %",""," 38.46 %","","-21.92 %"," 16.67 %"," ##.## %","-44.64 %"," 38.46 %"
"2020-08-13"," -3.08 %","-62.96 %",""," 20.35 %","-70.00 %","","-20.41 %"," ##.## %","","-82.14 %","   .00 %"," 80.00 %"," 63.16 %","  9.09 %","-38.33 %"," 16.67 %","  8.51 %","   .00 %"," 11.21 %","-68.42 %","",""," 61.29 %",""
"2020-08-14"," -7.94 %","   .00 %","  7.14 %"," -5.15 %","",""," 17.95 %","-32.56 %",""," ##.## %"," 66.67 %","-40.74 %","-14.52 %","-52.78 %","-10.81 %","-14.29 %","-56.86 %","-19.44 %","-61.34 %"," ##.## %","-16.33 %","-69.00 %","   .00 %",""
"2020-08-15"," -5.17 %"," ##.## %","","  1.55 %","   .00 %","","-16.30 %"," 48.28 %",""," -6.67 %"," ##.## %"," 37.50 %"," -1.89 %",""," 30.30 %","-33.33 %"," 13.64 %"," 44.83 %"," 67.39 %","-98.00 %"," 24.39 %","-12.90 %","-52.00 %"," 97.22 %"
"2020-08-16"," 23.64 %","-73.91 %","","-10.69 %"," ##.## %","","  1.30 %","-48.84 %","","-50.00 %","-70.00 %","-31.82 %","  9.62 %"," ##.## %","-46.51 %","-25.00 %","-12.00 %","   .00 %"," -9.09 %"," ##.## %"," 27.45 %","   .00 %","-16.67 %",""
"2020-08-17","  4.41 %"," ##.## %"," ##.## %"," -8.55 %","-43.75 %",""," 24.36 %"," 31.82 %",""," 71.43 %","-66.67 %"," ##.## %","-19.30 %","-29.17 %"," 78.26 %"," ##.## %","-72.73 %","-64.29 %"," 15.71 %"," ##.## %","-10.77 %","-81.48 %"," 95.00 %","   .00 %"
"2020-08-18","-11.27 %","-41.67 %",""," -7.48 %","-##.## %","","  1.03 %","-20.69 %","","-16.67 %"," ##.## %","-16.13 %"," ##.## %","-35.29 %","-39.02 %","-11.11 %"," ##.## %"," ##.## %"," 43.21 %"," 14.08 %"," -5.17 %"," ##.## %","-43.59 %","-29.03 %"
"2020-08-19","  7.94 %"," ##.## %","","-20.20 %","   .00 %","","-31.63 %"," 69.57 %","","   .00 %"," ##.## %","-34.62 %","-17.89 %"," 81.82 %"," ##.## %","-12.50 %","-72.73 %","  6.98 %","-28.45 %","-35.80 %","  1.82 %","-18.18 %"," 81.82 %"," ##.## %"
"2020-08-20"," 35.29 %","-77.46 %","-50.00 %"," 11.39 %","-62.07 %",""," 65.67 %"," 12.82 %","","-40.00 %","-80.00 %"," 17.65 %","-25.64 %","-45.00 %","-76.36 %",""," ##.## %"," ##.## %"," 18.07 %"," -3.85 %"," 28.57 %"," 38.89 %"," 25.00 %","-43.18 %"
"2020-08-21","  6.52 %"," 50.00 %",""," 44.32 %"," 90.91 %","","  8.11 %"," 27.27 %",""," ##.## %"," 20.00 %","-30.00 %"," 25.86 %"," 90.91 %"," ##.## %","   .00 %","-17.39 %","-62.28 %"," 34.69 %"," ##.## %"," -9.72 %"," 92.00 %"," -8.00 %"," 16.00 %"
"2020-08-22"," -8.16 %"," 29.17 %","","-23.62 %"," 52.38 %","","-15.00 %","-23.21 %","","  8.33 %"," ##.## %"," ##.## %"," 24.66 %","-19.05 %","-62.07 %","-55.56 %"," -5.26 %"," 53.49 %","-40.91 %","-44.14 %","-40.00 %","-31.25 %","  4.35 %"," ##.## %"
"2020-08-23","  7.78 %"," 22.58 %","","  1.03 %","",""," 10.78 %"," ##.## %",""," 92.31 %","-52.63 %","-50.77 %","-43.96 %"," 47.06 %"," 22.73 %"," 75.00 %","-27.78 %","-39.39 %"," 71.79 %","-27.42 %"," 20.51 %"," 24.24 %"," 37.50 %","-73.25 %"
"2020-08-24","-17.53 %","-31.58 %",""," 27.55 %","  6.25 %","","-31.86 %","-36.46 %","","-24.00 %","-11.11 %","-34.38 %"," 35.29 %","-40.00 %"," 74.07 %","   .00 %"," 30.77 %"," 52.50 %","-11.94 %"," 93.33 %"," 53.19 %","-12.20 %","-30.30 %","-57.14 %"
"2020-08-25","-11.25 %","-50.00 %","","  5.60 %","   .00 %",""," 48.05 %"," 21.31 %","","-57.89 %"," ##.## %"," ##.## %"," 15.94 %"," 15.56 %","-74.47 %","-57.14 %","-58.82 %","-67.21 %"," -7.63 %"," 48.28 %","   .00 %"," 94.44 %","-26.09 %"," 72.22 %"
"2020-08-26","-15.49 %","  7.69 %","","-15.91 %"," 70.59 %",""," 10.53 %"," 87.84 %",""," 75.00 %","-53.12 %"," 52.94 %"," 23.75 %"," 17.31 %"," ##.## %"," ##.## %","-14.29 %"," ##.## %","-15.60 %","-79.84 %","-16.67 %","-12.86 %"," ##.## %"," 64.52 %"
"2020-08-27"," 18.33 %"," ##.## %","","-13.51 %","-18.97 %",""," 11.90 %","-56.12 %",""," 71.43 %"," 40.00 %","-20.51 %","-62.63 %","-26.23 %"," 23.53 %"," 50.00 %"," ##.## %","-45.35 %","-14.13 %"," ##.## %","-21.67 %","-22.95 %"," 35.16 %"," 58.82 %"
"2020-08-28"," 12.68 %","-39.13 %",""," 19.79 %","-57.45 %","","-10.64 %"," 80.33 %","","   .00 %","","-32.26 %"," ##.## %"," 68.89 %","-15.87 %","-50.00 %","-13.33 %","-40.43 %"," 31.65 %","-28.00 %"," 34.04 %"," -6.38 %","-18.70 %","   .00 %"
"2020-08-29"," 22.50 %"," ##.## %",""," 37.39 %"," 15.00 %",""," -1.59 %","-29.09 %","","-58.33 %",""," 73.81 %"," 40.00 %"," -1.32 %","-64.15 %"," 11.11 %","-15.38 %"," 71.43 %","-37.50 %"," ##.## %","-42.86 %"," -4.55 %","-25.00 %","  7.41 %"
"2020-08-30"," 22.45 %","-57.38 %","   .00 %","-24.68 %"," ##.## %","","   .81 %","-12.82 %",""," ##.## %"," ##.## %","-60.27 %","-13.57 %","-24.00 %"," ##.## %","-80.00 %"," 45.45 %","-19.79 %"," 29.23 %","-50.91 %"," 11.11 %"," 23.81 %","-46.67 %"," -2.30 %"
"2020-08-31"," -5.00 %"," 30.77 %","-33.33 %","-13.45 %","-69.64 %",""," -9.60 %"," 26.47 %",""," 72.73 %","  8.51 %"," 37.93 %"," 11.57 %","   .00 %"," 15.38 %"," ##.## %"," 50.00 %","  1.30 %"," 83.33 %","-50.00 %"," 82.50 %"," 28.85 %"," ##.## %","-29.41 %"
"2020-09-01","-31.58 %","  8.82 %"," ##.## %"," 28.16 %"," 41.18 %",""," 73.45 %"," 13.95 %","","-18.42 %","-27.45 %"," 32.50 %","  4.44 %"," 47.37 %"," -5.00 %"," ##.## %","-20.83 %"," 25.64 %","  4.55 %"," ##.## %","-19.18 %","-10.45 %"," 19.27 %"," 38.33 %"
"2020-09-02"," 23.08 %"," ##.## %","-90.48 %"," 15.15 %"," 12.50 %",""," -6.12 %"," 16.33 %",""," 25.81 %",""," 67.92 %"," -7.80 %"," 50.00 %","-36.84 %","-31.25 %"," 21.05 %"," ##.## %","-11.80 %","-22.78 %"," 52.54 %","-28.33 %","-79.23 %"," 14.46 %"
"2020-09-03"," -4.17 %","-70.79 %"," ##.## %"," -1.32 %"," 85.19 %",""," 21.74 %"," -2.63 %","","-28.21 %"," 62.16 %","-53.93 %","-13.85 %","-20.63 %"," 69.44 %"," 36.36 %"," -4.35 %","-40.74 %"," -9.86 %"," 54.10 %","-64.44 %"," ##.## %"," ##.## %"," -3.16 %"
"2020-09-04"," 38.04 %"," 30.77 %"," 20.00 %"," 46.67 %","-66.00 %","","  2.23 %","-50.45 %",""," 42.86 %","-11.67 %"," 31.71 %"," 99.11 %","-47.00 %"," 11.48 %"," 53.33 %"," 22.73 %","  -.78 %","  7.81 %"," -5.32 %","  3.12 %","-35.65 %","-48.42 %"," -2.17 %"
"2020-09-05"," 25.98 %"," 23.53 %",""," 29.09 %"," ##.## %",""," 15.72 %"," ##.## %","","-12.50 %","-20.75 %"," 25.93 %","  6.73 %"," 88.68 %","-13.24 %","-39.13 %","-22.22 %"," 11.81 %"," 63.77 %","-51.69 %"," ##.## %","-33.78 %"," 27.55 %","-18.89 %"
"2020-09-06"," 18.75 %"," 69.05 %","   .00 %"," -2.82 %","-18.64 %",""," 15.47 %","  7.14 %",""," 31.43 %","","-54.41 %","  3.36 %"," ##.## %"," 10.17 %"," 57.14 %","-28.57 %"," -3.52 %","-22.57 %","-67.44 %","-31.06 %","-10.20 %","-39.20 %"," -4.11 %"
"2020-09-07"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %",""," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
