"date","New Jersey/Atlantic","New Jersey/Bergen","New Jersey/Burlington","New Jersey/Camden","New Jersey/Cape May","New Jersey/Cumberland","New Jersey/Essex","New Jersey/Gloucester","New Jersey/Hudson","New Jersey/Hunterdon","New Jersey/Mercer","New Jersey/Middlesex","New Jersey/Monmouth","New Jersey/Morris","New Jersey/Ocean","New Jersey/Passaic","New Jersey/Salem","New Jersey/Somerset","New Jersey/Sussex","New Jersey/Unassigned","New Jersey/Union","New Jersey/Warren"
"2020-06-14","   .61 %","   .07 %","   .21 %","   .46 %","   .30 %","   .19 %","   .15 %","   .50 %","   .15 %","   .10 %","   .38 %","   .27 %","   .23 %","   .20 %","   .24 %","   .09 %","   .14 %","   .06 %","   .00 %"," -1.01 %","  -.09 %","   .00 %"
"2020-06-15","   .28 %","   .16 %","   .37 %","   .10 %","   .15 %","  1.16 %","   .06 %","   .08 %","   .09 %","   .19 %","   .27 %","   .17 %","   .24 %","   .11 %","   .15 %","   .13 %","   .28 %","   .11 %","   .00 %"," -5.10 %","  -.09 %","   .00 %"
"2020-06-16","  1.68 %","   .28 %","   .72 %","   .21 %","  1.34 %","  1.15 %","   .07 %","   .29 %","   .22 %","   .10 %","   .14 %","   .10 %","   .29 %","   .17 %","   .23 %","   .09 %","   .42 %","   .06 %","   .00 %","-24.19 %","   .07 %","   .25 %"
"2020-06-17","   .55 %","   .14 %","   .12 %","   .10 %","   .15 %","   .62 %","   .18 %","   .21 %","   .00 %","   .67 %","   .16 %","   .24 %","   .20 %","   .42 %","   .29 %","   .11 %","  1.69 %","   .27 %","  1.09 %","-12.06 %","  -.03 %","   .08 %"
"2020-06-18","  1.18 %","   .11 %","   .39 %","   .20 %","  -.29 %","   .36 %","   .42 %","   .41 %","   .06 %","   .00 %","   .31 %","   .21 %","   .30 %","   .38 %","   .48 %","   .14 %","  1.80 %","   .13 %","   .42 %"," 20.16 %","  -.07 %","  -.08 %"
"2020-06-19","  1.39 %","   .09 %","   .55 %","   .38 %","   .15 %","   .44 %","   .18 %","   .53 %","   .04 %","   .10 %","   .63 %","   .10 %","   .52 %","   .41 %","   .33 %","   .11 %","  1.22 %","   .21 %","   .41 %","  7.38 %","  -.08 %","   .33 %"
"2020-06-20","   .73 %","   .15 %","   .26 %","   .41 %","  3.52 %","   .90 %","  -.01 %","   .24 %","   .12 %","   .29 %","   .35 %","   .18 %","   .55 %","   .15 %","   .33 %","   .06 %","   .40 %","   .21 %","   .25 %"," -6.88 %","   .04 %","   .17 %"
"2020-06-21","  2.43 %","   .07 %","   .58 %","   .25 %"," -2.41 %","  1.97 %","   .11 %","   .41 %","   .00 %","   .09 %","   .69 %","   .08 %","   .19 %","   .15 %","   .13 %","   .20 %","   .27 %","   .15 %","   .33 %","-44.30 %","   .15 %","   .41 %"
"2020-06-22","   .74 %","   .14 %","   .46 %","   .25 %","   .58 %","  1.02 %","   .15 %","   .16 %","   .19 %","   .57 %","   .11 %","   .08 %","   .26 %","   .28 %","   .16 %","   .02 %","   .27 %","   .12 %","   .00 %","-36.14 %","   .11 %","   .16 %"
"2020-06-23","  1.03 %","   .17 %","   .20 %","   .14 %","   .29 %","   .63 %","   .08 %","   .73 %","   .00 %","   .19 %","   .15 %","   .13 %","   .37 %","   .13 %","   .28 %","   .13 %","   .00 %","  -.02 %","   .00 %"," ##.## %","   .01 %","   .25 %"
"2020-06-24","   .76 %","   .15 %","   .24 %","   .31 %","   .43 %","   .48 %","   .13 %","   .32 %","   .09 %","   .19 %","   .16 %","   .00 %","   .11 %","  -.04 %","   .21 %","  -.04 %","  -.27 %","   .02 %","   .33 %","-17.86 %","  -.07 %","   .08 %"
"2020-06-25","   .58 %","   .37 %","   .32 %","   .38 %","  1.00 %","   .31 %","   .11 %","   .84 %"," -2.89 %","   .09 %","   .30 %","   .16 %","   .24 %","  -.58 %","   .23 %","   .18 %","   .13 %","   .19 %"," -3.35 %"," ##.## %","   .02 %","   .16 %"
"2020-06-26","   .86 %","   .51 %","   .16 %","   .46 %","   .28 %","   .27 %","   .16 %","   .52 %","   .07 %","   .00 %","   .34 %","   .11 %","   .30 %","   .19 %","   .28 %","   .14 %","   .40 %","   .06 %","   .17 %","  -.71 %","   .13 %","   .08 %"
"2020-06-27","   .39 %","   .06 %","   .65 %","   .46 %","  -.14 %","   .38 %","   .16 %","   .63 %","   .14 %","   .00 %","  -.03 %","   .23 %","   .28 %","   .25 %","   .10 %","   .15 %","   .13 %","   .21 %","  -.08 %","  -.57 %","  -.02 %","   .16 %"
"2020-06-28","   .60 %","   .41 %","   .21 %","   .08 %","  3.83 %","   .20 %","   .11 %","   .39 %","   .11 %","   .85 %","   .09 %","   .24 %","   .29 %","   .22 %","   .26 %","  -.01 %","   .13 %","   .33 %","   .42 %"," -6.60 %","   .09 %","   .08 %"
"2020-06-29","   .21 %","   .11 %","   .12 %","   .18 %"," -2.73 %","   .14 %","   .08 %","   .23 %","   .02 %","   .19 %","   .10 %","   .00 %","   .02 %","   .07 %","   .05 %","   .05 %","   .79 %","   .02 %","   .08 %"," -2.30 %","   .05 %","   .16 %"
"2020-06-30","   .63 %","   .25 %","   .51 %","   .27 %","  3.93 %","   .58 %","   .14 %","   .59 %","   .02 %","   .37 %","   .33 %","   .31 %","   .33 %","   .04 %","   .41 %","   .02 %","   .79 %","   .23 %","   .17 %","   .94 %","   .05 %","   .24 %"
"2020-07-01","   .52 %","   .11 %","   .41 %","   .70 %"," -3.78 %","   .57 %","   .07 %","   .70 %","   .01 %","   .09 %","   .22 %","   .05 %","   .25 %","   .28 %","   .14 %","   .09 %","  1.30 %","   .25 %","   .42 %","   .16 %","  -.01 %","   .65 %"
"2020-07-02","   .69 %","   .15 %","   .62 %","   .52 %","   .14 %","   .37 %","   .18 %","   .54 %","   .17 %","   .19 %","   .22 %","   .16 %","   .52 %","   .30 %","   .04 %","   .15 %","   .13 %","   .64 %","   .08 %","  4.51 %","   .06 %","   .16 %"
"2020-07-03","   .90 %","   .30 %","   .33 %","   .18 %","   .14 %","   .23 %","   .20 %","   .34 %","   .21 %","   .18 %","   .23 %","   .19 %","   .40 %","   .19 %","   .36 %","   .04 %","  1.93 %","   .14 %","   .08 %"," -2.08 %","   .13 %","   .24 %"
"2020-07-04","   .07 %","   .15 %","   .10 %","   .20 %","   .14 %","   .23 %","   .09 %","   .42 %","   .17 %","   .18 %","   .21 %","   .10 %","   .26 %","   .15 %","   .17 %","   .08 %","   .38 %","   .18 %","   .92 %","  3.19 %","   .15 %","   .24 %"
"2020-07-05","   .34 %","   .32 %","   .36 %","   .61 %","   .14 %","   .40 %","   .15 %","   .57 %","   .16 %","   .09 %","   .17 %","   .07 %","   .39 %","   .13 %","   .25 %","   .08 %","   .63 %","   .18 %","  -.08 %","   .88 %","   .09 %","   .32 %"
"2020-07-06","   .44 %","   .15 %","   .29 %","   .23 %","   .56 %","   .13 %","   .04 %","   .42 %","   .07 %","   .18 %","   .06 %","   .26 %","   .13 %","   .16 %","   .10 %","   .05 %","   .37 %","   .12 %","   .17 %","  1.46 %","  -.14 %","   .16 %"
"2020-07-07","   .41 %","   .11 %","   .34 %","   .53 %","   .00 %","   .26 %","   .12 %","   .56 %","   .14 %","   .00 %","   .14 %","   .05 %","   .28 %","   .15 %","   .23 %","   .06 %","   .25 %","   .04 %","   .25 %"," -1.87 %","   .11 %","   .24 %"
"2020-07-08","   .03 %","   .28 %","   .21 %","   .49 %","  -.28 %","   .03 %","   .01 %","   .75 %","   .04 %","   .09 %","  -.06 %","  -.06 %","   .17 %","   .35 %","   .15 %","   .02 %","   .12 %","   .10 %","   .41 %"," -3.81 %","  -.04 %","   .32 %"
"2020-07-09","   .47 %","   .20 %","   .19 %","   .36 %","   .70 %","   .07 %","   .04 %","   .22 %","   .07 %","   .27 %","   .18 %","  -.02 %","   .10 %","   .15 %","   .21 %","   .13 %","   .37 %","   .04 %","   .08 %","  1.37 %","   .12 %","  -.08 %"
"2020-07-10","   .37 %","   .28 %","   .30 %","   .41 %","   .41 %","   .36 %","   .14 %","   .56 %","   .10 %","   .18 %","   .10 %","   .31 %","   .35 %","   .16 %","   .08 %","   .18 %","   .12 %","   .44 %","   .08 %","   .30 %","  -.01 %","   .08 %"
"2020-07-11","   .47 %","   .10 %","   .53 %","   .51 %","   .83 %","   .10 %","   .18 %","  1.00 %","   .17 %","  -.18 %","   .06 %","   .09 %","   .35 %","   .17 %","   .24 %","   .12 %","   .12 %","   .48 %","   .33 %"," -3.00 %","   .07 %","   .08 %"
"2020-07-12","   .47 %","   .12 %","   .28 %","   .29 %","   .00 %","   .16 %","   .11 %","   .69 %","   .17 %","   .00 %","   .14 %","   .09 %","   .48 %","   .22 %","   .16 %","   .08 %","   .25 %","   .32 %","   .33 %","  2.78 %","   .18 %","   .16 %"
"2020-07-13","   .27 %","   .10 %","   .13 %","   .31 %","   .14 %","   .16 %","   .16 %","   .22 %","   .07 %","   .00 %","   .08 %","   .14 %","   .35 %","   .10 %","   .08 %","   .09 %","   .00 %","   .08 %","   .08 %"," -1.35 %","   .11 %","   .00 %"
"2020-07-14","   .79 %","   .08 %","   .56 %","   .39 %","   .95 %","   .23 %","   .10 %","   .87 %","   .30 %","   .09 %","   .15 %","   .18 %","   .28 %","   .17 %","   .40 %","   .15 %","   .37 %","   .36 %","   .24 %"," -1.83 %","   .11 %","   .16 %"
"2020-07-15","   .43 %","   .10 %","   .13 %","   .37 %","   .54 %","   .16 %","   .22 %","   .32 %","   .14 %","   .27 %","   .10 %","   .18 %","   .66 %","   .07 %","   .23 %","   .13 %","   .37 %","   .42 %","   .24 %","   .16 %","   .16 %","   .00 %"
"2020-07-16","   .62 %","   .12 %","   .20 %","   .14 %","   .40 %","   .13 %","   .10 %","   .39 %","   .11 %","   .00 %","   .15 %","   .13 %","   .22 %","   .09 %","   .12 %","   .13 %","   .12 %","   .04 %","   .40 %"," -1.40 %","   .02 %","   .08 %"
"2020-07-17","   .26 %","   .08 %","  -.20 %","   .06 %","   .27 %","   .07 %","  -.04 %","   .00 %","   .03 %","   .09 %","   .01 %","   .12 %","   .10 %","   .07 %","   .15 %","   .02 %","   .24 %","   .04 %","  -.08 %","  -.94 %","  -.16 %","   .32 %"
"2020-07-18","   .71 %","   .07 %","   .39 %","   .35 %","   .40 %","   .03 %","  -.03 %","   .43 %","   .08 %","   .18 %","   .20 %","   .07 %","   .13 %","   .22 %","   .23 %","   .08 %","   .73 %","   .18 %","   .24 %","  5.71 %","   .04 %","   .08 %"
"2020-07-19","   .23 %","   .01 %","   .04 %","   .14 %","   .27 %","   .03 %","   .00 %","   .14 %","  -.07 %","  -.09 %","  -.24 %","  -.09 %","   .10 %","   .09 %","   .07 %","  -.03 %","   .12 %","  -.10 %","   .24 %","  1.20 %","  -.23 %","   .24 %"
"2020-07-20","   .32 %","   .27 %","   .15 %","   .20 %","   .40 %","   .10 %","   .08 %","   .18 %","   .08 %","   .00 %","   .04 %","   .06 %","   .13 %","   .13 %","   .09 %","   .06 %","   .00 %","   .06 %","   .32 %"," -3.56 %","   .05 %","   .31 %"
"2020-07-21","   .70 %","   .09 %","   .51 %","   .28 %","   .40 %","   .29 %","   .17 %","   .92 %","   .02 %","   .09 %","   .14 %","  -.08 %","   .11 %","   .33 %","   .32 %","   .05 %","   .72 %","   .08 %","   .24 %","  5.85 %","  -.01 %","   .47 %"
"2020-07-22","   .41 %","   .23 %","   .22 %","   .27 %","   .26 %","   .23 %","   .10 %","   .53 %","   .07 %","   .09 %","   .24 %","  1.31 %","   .38 %","   .29 %","   .66 %","   .09 %","   .48 %","   .20 %","   .24 %","  -.87 %","  -.99 %","   .70 %"
"2020-07-23","   .25 %","   .17 %","   .22 %","   .28 %","   .66 %","   .16 %","   .13 %","   .84 %","   .04 %","   .00 %","   .14 %","   .36 %","   .29 %","   .09 %","   .20 %","   .10 %","   .24 %","   .24 %","   .24 %"," -1.61 %","  -.33 %","   .08 %"
"2020-07-24","   .63 %","   .14 %","   .56 %","   .53 %","  1.17 %","   .26 %","   .16 %","   .90 %","   .12 %","  1.00 %","   .13 %","   .19 %","   .44 %","   .27 %","   .42 %","   .13 %","   .71 %","   .24 %","   .40 %","   .60 %","   .15 %","   .46 %"
"2020-07-25","  1.03 %","   .15 %","   .61 %","   .93 %","   .52 %","   .32 %","   .18 %","   .86 %","   .08 %","   .18 %","   .25 %","   .22 %","   .32 %","   .24 %","   .54 %","   .21 %","   .71 %","   .27 %","   .55 %","   .74 %","   .09 %","   .46 %"
"2020-07-26","   .71 %","   .17 %","   .49 %","   .76 %","  1.03 %","   .29 %","   .24 %","   .81 %","   .18 %","   .45 %","   .23 %","   .12 %","   .36 %","   .18 %","   .34 %","   .22 %","   .12 %","   .21 %","   .47 %","  3.97 %","   .15 %","   .31 %"
"2020-07-27","   .80 %","   .27 %","   .86 %","   .53 %","  1.52 %","   .54 %","   .13 %","   .57 %","   .12 %","   .18 %","   .21 %","   .13 %","   .52 %","   .16 %","   .31 %","   .09 %","   .35 %","   .16 %","   .63 %","  -.85 %","   .10 %","   .23 %"
"2020-07-28","   .79 %","   .30 %","   .74 %","   .46 %","   .00 %","   .70 %","   .21 %","   .44 %","   .06 %","   .09 %","   .40 %","   .13 %","   .39 %","   .21 %","   .54 %","   .12 %","   .81 %","   .31 %","   .08 %"," -3.00 %","   .21 %","   .46 %"
"2020-07-29","   .79 %","   .25 %","   .65 %","   .71 %","   .25 %","   .38 %","   .27 %","   .60 %","   .16 %","   .18 %","   .23 %","   .20 %","   .38 %","   .16 %","   .36 %","   .13 %","   .00 %","   .16 %","   .31 %","-28.09 %","   .18 %","   .45 %"
"2020-07-30","   .24 %","   .10 %","   .19 %","   .18 %","   .12 %","   .19 %","   .07 %","   .46 %","   .02 %","   .00 %","   .20 %","   .06 %","   .19 %","   .10 %","   .25 %","   .08 %","   .12 %","   .14 %","   .23 %"," 32.11 %","   .10 %","  -.08 %"
"2020-07-31","   .99 %","   .29 %","   .85 %","   .74 %","   .37 %","   .97 %","   .24 %","   .92 %","   .23 %","   .44 %","   .25 %","   .27 %","   .53 %","   .38 %","   .56 %","   .26 %","  -.23 %","   .14 %","   .15 %","   .31 %","   .41 %","   .23 %"
"2020-08-01","   .51 %","   .11 %","   .54 %","   .40 %","   .37 %","   .40 %","   .09 %","   .69 %","   .10 %","   .53 %","   .09 %","   .15 %","   .36 %","   .11 %","   .24 %","   .21 %","   .46 %","   .17 %","   .39 %","  1.23 %","   .13 %","   .00 %"
"2020-08-02","   .35 %","   .13 %","   .33 %","   .28 %","   .12 %","   .37 %","   .11 %","   .55 %","   .07 %","   .09 %","   .19 %","   .07 %","   .24 %","   .17 %","   .19 %","   .16 %","   .23 %","   .08 %","   .54 %","  2.74 %","   .18 %","   .08 %"
"2020-08-03","   .44 %","   .15 %","   .26 %","   .22 %","   .37 %","   .40 %","   .16 %","   .29 %","   .09 %","   .09 %","   .11 %","   .12 %","   .20 %","   .15 %","   .10 %","   .08 %","   .69 %","   .10 %","   .00 %","  -.30 %","   .09 %","   .00 %"
"2020-08-04","   .35 %","   .28 %","   .58 %","   .30 %","   .49 %","   .68 %","   .15 %","   .77 %","   .08 %","   .09 %","   .15 %","   .17 %","   .33 %","   .17 %","   .31 %","   .14 %","   .34 %","   .08 %","   .54 %"," -4.17 %","   .00 %","   .08 %"
"2020-08-05","   .47 %","   .15 %","   .46 %","   .50 %","   .24 %","   .46 %","   .12 %","  1.09 %","   .10 %","   .44 %","   .16 %","   .19 %","   .22 %","   .22 %","   .18 %","   .10 %","   .11 %","   .06 %","   .15 %","  -.62 %","   .09 %","   .38 %"
"2020-08-06","   .17 %","   .15 %","   .34 %","   .26 %","   .49 %","   .58 %","   .17 %","   .92 %","   .08 %","   .00 %","   .14 %","   .13 %","   .34 %","   .19 %","   .29 %","   .20 %","   .57 %","   .29 %","   .30 %","   .31 %","   .10 %","   .22 %"
"2020-08-07","   .12 %","   .12 %","   .42 %","   .41 %","  -.12 %","   .27 %","   .21 %","   .72 %","   .14 %","   .17 %","   .21 %","   .20 %","   .39 %","   .21 %","   .12 %","   .08 %","   .00 %","   .12 %","   .15 %","  1.71 %","   .08 %","   .07 %"
"2020-08-08","   .29 %","   .28 %","   .42 %","   .31 %","   .24 %","   .42 %","   .15 %","   .62 %","   .17 %","   .17 %","   .14 %","   .15 %","   .17 %","   .15 %","   .20 %","   .14 %","   .68 %","   .15 %","   .38 %"," -1.68 %","   .16 %","   .22 %"
"2020-08-09","   .20 %","   .21 %","   .50 %","   .43 %","   .97 %","   .18 %","   .07 %","   .37 %","   .15 %","   .09 %","   .05 %","   .20 %","   .18 %","   .18 %","   .10 %","   .11 %","   .22 %","   .27 %","   .23 %","   .62 %","   .19 %","   .15 %"
"2020-08-10","   .17 %","   .15 %","   .30 %","   .21 %","   .24 %","   .30 %","   .10 %","   .31 %","   .06 %","   .00 %","   .10 %","   .07 %","   .23 %","   .18 %","   .07 %","   .13 %","   .45 %","   .15 %","   .23 %","  -.15 %","   .18 %","   .00 %"
"2020-08-11","   .81 %","   .19 %","   .28 %","   .40 %","   .72 %","   .54 %","   .15 %","   .77 %","   .17 %","   .00 %","   .15 %","   .15 %","   .21 %","   .17 %","   .35 %","   .23 %","   .89 %","   .23 %","   .23 %","  2.33 %","   .14 %","   .15 %"
"2020-08-12","   .34 %","   .17 %","   .45 %","   .36 %","   .24 %","   .33 %","   .19 %","   .82 %","   .16 %","   .09 %","   .05 %","   .16 %","   .19 %","   .18 %","   .11 %","   .24 %","   .11 %","   .19 %","   .37 %"," 12.12 %","   .19 %","   .00 %"
"2020-08-13","   .34 %","   .20 %","   .41 %","   .51 %","   .12 %","   .27 %","   .14 %","   .88 %","   .22 %","   .09 %","   .26 %","   .15 %","   .38 %","   .25 %","   .15 %","   .30 %","   .55 %","   .13 %","   .15 %"," 26.89 %","   .19 %","   .37 %"
"2020-08-14","   .40 %","   .56 %","   .23 %","   .51 %","   .36 %","   .30 %","   .15 %","   .87 %","   .19 %","   .26 %","   .06 %","   .17 %","   .26 %","   .15 %","   .37 %","   .32 %","   .77 %","   .17 %","   .07 %","  6.60 %","   .09 %","   .22 %"
"2020-08-15","   .88 %","   .29 %","   .33 %","   .47 %","   .00 %","   .71 %","   .21 %","   .95 %","   .18 %","   .35 %","   .16 %","   .14 %","   .24 %","   .23 %","   .30 %","   .32 %","   .54 %","   .17 %","   .37 %","-22.78 %","   .12 %","   .52 %"
"2020-08-16","   .53 %","   .36 %","   .28 %","   .22 %","   .12 %","   .20 %","   .08 %","   .38 %","   .13 %","   .26 %","   .10 %","   .16 %","   .14 %","   .12 %","   .11 %","   .20 %","   .65 %","   .13 %","   .15 %","-42.82 %","   .13 %","   .22 %"
"2020-08-17","   .47 %","   .39 %","   .23 %","   .31 %","   .12 %","   .32 %","   .06 %","   .94 %","   .10 %","   .17 %","   .11 %","   .11 %","   .21 %","   .12 %","   .10 %","   .07 %","   .32 %","   .19 %","   .15 %"," -3.62 %","   .06 %","   .22 %"
"2020-08-18","   .44 %","   .12 %","   .26 %","   .28 %","   .59 %","   .09 %","   .32 %","   .38 %","   .13 %","   .17 %","   .15 %","   .08 %","   .12 %","   .11 %","   .39 %","   .22 %","   .43 %","   .11 %","   .15 %"," -5.63 %","   .11 %","   .15 %"
"2020-08-19","   .39 %","   .02 %","   .42 %","   .42 %","   .59 %","   .38 %","   .17 %","   .67 %","   .10 %","   .52 %","   .17 %","   .19 %","   .14 %","   .18 %","   .19 %","   .21 %","   .43 %","   .11 %","   .00 %"," -5.97 %","   .14 %","   .22 %"
"2020-08-20","   .30 %","  -.22 %","   .44 %","   .19 %","   .58 %","   .32 %","  -.01 %","   .46 %","   .08 %","   .77 %","   .15 %","   .09 %","   .09 %","   .15 %","   .09 %","   .11 %","   .00 %","   .04 %","   .15 %","-14.29 %","   .04 %","   .29 %"
"2020-08-21","   .22 %","   .10 %","   .31 %","   .24 %","   .46 %","   .29 %","   .09 %","   .54 %","   .10 %","   .17 %","   .13 %","   .19 %","   .11 %","   .12 %","   .19 %","   .15 %","   .43 %","   .09 %","   .07 %","  1.23 %","   .12 %","   .00 %"
"2020-08-22","   .38 %","   .16 %","   .21 %","   .20 %","   .81 %","   .52 %","   .18 %","   .82 %","   .15 %","   .68 %","   .12 %","   .16 %","   .27 %","   .11 %","   .47 %","   .33 %","   .85 %","   .09 %","   .29 %"," 30.18 %","   .12 %","   .15 %"
"2020-08-23","   .22 %","   .05 %","   .22 %","   .26 %","   .46 %","   .23 %","   .12 %","   .34 %","   .12 %","   .17 %","   .07 %","   .15 %","   .15 %","   .16 %","   .17 %","   .16 %","   .10 %","   .09 %","   .00 %","-25.29 %","   .06 %","   .15 %"
"2020-08-24","   .19 %","   .12 %","   .21 %","   .20 %","   .34 %","   .20 %","   .09 %","   .31 %","   .05 %","   .34 %","   .04 %","   .10 %","   .05 %","   .22 %","   .18 %","   .08 %","   .63 %","   .09 %","   .51 %","  -.31 %","   .08 %","   .00 %"
