"date","Madhya Pradesh/Agar Malwa","Madhya Pradesh/Alirajpur","Madhya Pradesh/Anuppur","Madhya Pradesh/Ashoknagar","Madhya Pradesh/Balaghat","Madhya Pradesh/Barwani","Madhya Pradesh/Betul","Madhya Pradesh/Bhind","Madhya Pradesh/Bhopal","Madhya Pradesh/Burhanpur","Madhya Pradesh/Chhatarpur","Madhya Pradesh/Chhindwara","Madhya Pradesh/Damoh","Madhya Pradesh/Datia","Madhya Pradesh/Dewas","Madhya Pradesh/Dhar","Madhya Pradesh/Dindori","Madhya Pradesh/Guna","Madhya Pradesh/Gwalior","Madhya Pradesh/Harda","Madhya Pradesh/Hoshangabad","Madhya Pradesh/Indore","Madhya Pradesh/Jabalpur","Madhya Pradesh/Jhabua","Madhya Pradesh/Katni","Madhya Pradesh/Khandwa","Madhya Pradesh/Khargone","Madhya Pradesh/Mandi","Madhya Pradesh/Mandla","Madhya Pradesh/Mandsaur","Madhya Pradesh/Morena","Madhya Pradesh/Narsinghpur","Madhya Pradesh/Neemuch","Madhya Pradesh/Niwari","Madhya Pradesh/Other Region","Madhya Pradesh/Panna","Madhya Pradesh/Raisen","Madhya Pradesh/Rajgarh","Madhya Pradesh/Ratlam","Madhya Pradesh/Rewa","Madhya Pradesh/Sagar","Madhya Pradesh/Satna","Madhya Pradesh/Sehore","Madhya Pradesh/Seoni","Madhya Pradesh/Shahdol","Madhya Pradesh/Shajapur","Madhya Pradesh/Sheopur","Madhya Pradesh/Shivpuri","Madhya Pradesh/Sidhi","Madhya Pradesh/Singrauli","Madhya Pradesh/Tikamgarh","Madhya Pradesh/Ujjain","Madhya Pradesh/Umaria","Madhya Pradesh/Vidisha","Madhya Pradesh/bhind","Madhya Pradesh/bhopal","Madhya Pradesh/dewas","Madhya Pradesh/dhar","Madhya Pradesh/khargone","Madhya Pradesh/sheopur","Madhya Pradesh/ujjain","Madhya Pradesh/vidisha"
"2020-05-25","","","","1","","","","","39","13","","","","","2","","","","2","","1","60","8","1","","10","2","","","7","","","3","","","","3","","","0","3","1","","","","","","","","","","38","1","","","","","","","","",""
"2020-05-26","","","","","","","","","40","13","","","","1","2","2","","","2","","","61","8","1","","11","2","","1","7","","","3","","","","3","","","0","3","1","","","","","","","","","","38","","","","","","","","","",""
"2020-05-27","","","","","","1","","","42","14","","","","1","3","2","","","2","","","63","8","","","11","3","","1","7","","","3","","","","","","","0","3","1","1","","","","","","","","","38","","","","","","","","","",""
"2020-05-28","","","","","","1","","","42","","","","","","","2","","","2","","","66","8","","","12","3","","","7","","","4","","","","","","1","0","4","2","1","","","","","","","","","38","","","","","","","","","",""
"2020-05-29","","","","","","1","","","45","14","","","","","3","2","","","2","","","70","8","1","","12","4","","1","7","1","","4","","","","","1","1","0","6","","1","","","","","","","","","39","1","","","","","","","","",""
"2020-05-30","","","","1","","1","","","47","15","","","","1","","2","","","2","","","73","8","","","12","5","","","7","1","","4","","","","","","1","","7","","","","","","","","","","","40","1","","","","","","","","",""
"2020-05-31","","","","","","1","","","48","15","","","","1","3","","","","2","","","76","8","","","12","5","","","7","1","","4","","","","","1","","","8","2","1","","","","1","","","","","41","1","","","","","","","","",""
"2020-06-01","","","","","","","","","50","15","","","","","3","2","","","2","","","79","9","","","12","5","","","7","1","","4","","","","","","1","0","9","","","","","","","","","","","42","","","","","","","","","",""
"2020-06-02","","","","1","","","","","51","16","","","","1","3","2","","","2","","","82","9","","","12","5","","","","1","","4","","","","3","1","2","0","9","2","","","","1","","","","","","42","","","","","","","","","",""
"2020-06-03","","","","","","","","","51","16","","","","","3","","","","2","","","85","9","","","13","5","","","7","1","","5","","","","","1","2","0","10","","2","","","1","1","","","","","42","1","","","","","","","","",""
"2020-06-04","","","","","","1","","","52","16","","","","1","3","2","","","2","","","89","9","","","","5","","","7","1","","5","","","","3","","2","0","10","2","","","","","1","","","","1","42","1","","","","","","","","",""
"2020-06-05","","","","1","","1","","","52","16","","","","","3","2","","","2","","","93","9","","","14","6","","1","","1","","5","","","","","","2","","10","2","","","","","","","","","","43","","","","","","","","","",""
"2020-06-06","","","","","","1","","","52","17","","","","","3","3","","","2","","","97","9","1","","14","7","","","7","1","","5","","","","","3","4","0","10","2","","","","1","2","","","","1","46","","","","","","","","","",""
"2020-06-07","","","","","","1","","","55","18","","","","","3","3","","","2","","","100","9","","","16","7","","","8","1","","5","","","","3","3","4","0","11","","","","","1","2","","","","","48","","","","","","","","","",""
"2020-06-08","","","","1","","1","","","55","18","","","","","3","3","","","2","","","101","9","","","16","7","","","8","1","","5","","","","3","3","4","0","12","","","","","","2","","","","","48","","","","","","","","","",""
"2020-06-09","","","","1","","","","","55","19","","","","1","","","","","2","","","103","10","","","16","7","","","","1","","5","","","","3","3","","0","12","","","","","2","2","","","","1","","","","","1","","","","","",""
"2020-06-10","","","","","","2","","","56","19","","","","","3","3","","","2","","","105","10","","","16","7","","1","","1","","5","","","","3","3","4","1","13","","2","","","3","2","","","","","48","","","","","","","","","",""
"2020-06-11","","","","1","","","","","56","20","","1","","","3","3","","","2","","","107","10","1","","16","7","","","","1","","5","","","","3","3","","","13","","","","","","2","","","","1","48","1","","","","","","","","",""
"2020-06-12","","","","","","","","","59","21","","1","","1","3","4","","","2","","","108","10","","","16","7","","","","1","","5","","","","3","4","4","1","13","","","","","3","2","","","","","50","1","","","","","","","","",""
"2020-06-13","","","","1","","2","","","59","21","","1","","1","3","4","","","2","","","110","12","","","16","8","","","","1","","6","","","","3","4","4","","14","","","","","","2","","","","1","50","1","","","","","","","","",""
