"date","Rajasthan/Ajmer","Rajasthan/Alwar","Rajasthan/BSF Camp","Rajasthan/Banswara","Rajasthan/Baran","Rajasthan/Barmer","Rajasthan/Bharatpur","Rajasthan/Bhilwara","Rajasthan/Bikaner","Rajasthan/Bundi","Rajasthan/Chittorgarh","Rajasthan/Churu","Rajasthan/Dausa","Rajasthan/Dholpur","Rajasthan/Dungarpur","Rajasthan/Evacuees","Rajasthan/Ganganagar","Rajasthan/Hanumangarh","Rajasthan/Jaipur","Rajasthan/Jaisalmer","Rajasthan/Jalore","Rajasthan/Jhalawar","Rajasthan/Jhunjhunu","Rajasthan/Jodhpur","Rajasthan/Karauli","Rajasthan/Kota","Rajasthan/Nagaur","Rajasthan/Other State","Rajasthan/Other state","Rajasthan/Pali","Rajasthan/Pratapgarh","Rajasthan/Rajsamand","Rajasthan/Sawai Madhopur","Rajasthan/Sikar","Rajasthan/Sirohi","Rajasthan/Tonk","Rajasthan/Udaipur"
"2020-05-20","5","","","1","","","","1","","","2","1","","","","","","","52","","2","","","11","","10","4","3","","4","","","","1","","","1"
"2020-05-21","5","1","","","","","3","1","2","","2","1","","","","","","","54","","2","","","11","","10","4","3","","4","1","","","2","","","1"
"2020-05-22","5","","","1","","","3","1","2","","2","1","","","","","","","54","","2","","","12","","10","4","3","","5","1","","","2","","","1"
"2020-05-23","5","1","","1","","","3","1","2","","3","1","","","","","","","56","","2","","","12","","12","6","","","5","","","","2","","","1"
"2020-05-24","5","1","","","","","3","1","2","","4","","","","","","","","57","","2","","","12","","12","6","3","","6","","","","2","","","1"
"2020-05-25","6","1","","","","","","1","2","","","1","","","","","","","58","","2","","","12","","12","6","5","","6","","","1","2","","","1"
"2020-05-26","6","","","1","","","3","1","2","","4","1","","","","","","","60","","2","","","12","","12","6","","","6","1","1","1","2","","","1"
"2020-05-27","6","1","","","","","3","1","2","","4","","","","","","","","63","","","","","12","2","12","6","5","","6","","1","","2","","","1"
"2020-05-28","7","1","","2","","","3","1","2","","4","1","1","","","","","","64","","2","","","12","3","12","7","6","","6","","","1","2","","","1"
"2020-05-29","7","1","","","","","3","1","2","","4","1","1","","","","","","67","","2","","1","12","3","12","7","","","6","1","","","2","","","1"
"2020-05-30","7","1","","","","","3","1","2","","","1","","","","","","","69","","2","","1","14","3","12","7","","","7","","1","","3","3","","1"
"2020-05-31","7","","","2","","","3","1","2","","4","1","1","","","","","","70","","2","","1","14","3","12","7","","","7","1","1","","3","3","","1"
"2020-06-01","7","1","","2","1","","3","1","3","","","1","1","","","","","","73","","","","1","14","3","12","7","","","7","1","1","","3","3","","1"
"2020-06-02","7","1","","","1","","4","1","3","","4","1","1","","","","","","75","","2","","1","14","","13","7","6","","7","","1","1","3","3","","1"
"2020-06-03","7","1","","","2","","4","1","3","","4","1","1","","","","","","79","","2","","1","15","3","13","7","6","","7","","1","1","3","3","","1"
"2020-06-04","7","","","","2","","5","1","3","","4","1","","","","","","","80","","2","","1","15","3","13","7","7","","7","1","1","2","3","3","","1"
"2020-06-05","9","","","","2","","5","1","3","","","1","","","","","","","81","","","","1","15","3","13","7","8","","7","","1","3","3","3","","1"
"2020-06-06","9","","","","2","","6","2","3","","4","1","1","1","","","","","85","","","","1","16","3","14","8","10","","7","","1","4","3","3","","1"
"2020-06-07","9","1","","2","3","","6","2","","","4","1","1","1","","","","","91","","2","","1","16","","14","8","11","","7","","1","5","3","3","","1"
"2020-06-08","9","1","","2","3","","7","2","3","","4","","1","1","","","","","94","","2","","1","18","3","14","8","11","","7","1","1","5","3","3","","1"
"2020-06-09","11","1","","2","3","","8","2","3","","","1","1","1","","","","","97","","2","","1","20","3","14","8","12","","7","","1","5","3","3","",""
"2020-06-10","11","1","","2","","","8","2","4","","4","1","1","1","","","","","98","","2","","1","21","3","14","8","13","","7","","1","","3","3","","1"
"2020-06-11","11","1","","","4","","9","2","4","","4","1","2","1","","","","","100","","","","1","21","3","14","8","14","","7","","1","5","3","3","","1"
"2020-06-12","12","1","","","4","","10","2","4","","5","","2","1","","","","","102","","","","1","22","3","14","8","14","","7","","1","5","3","4","","1"
"2020-06-13","12","1","","","4","","14","2","4","","5","1","2","1","","","","","106","","2","","1","22","3","14","8","16","","7","","1","5","3","4","","1"
"2020-06-14","12","1","","2","4","","16","2","4","","5","1","2","1","","","1","","112","","","","1","22","3","14","8","16","","8","1","1","5","3","4","","1"
"2020-06-15","12","1","","","4","","17","2","4","","5","1","2","1","","","1","","116","","2","","1","22","3","14","8","19","","8","","1","5","3","4","","2"
"2020-06-16","12","2","","","","","18","2","4","","5","1","2","2","","","","","117","","2","","1","23","3","","9","19","","8","","1","","3","5","","2"
"2020-06-17","12","2","","","4","","19","2","4","","5","1","2","3","","","1","","120","","","","1","23","3","14","9","19","","8","","1","5","3","5","","2"
"2020-06-18","12","2","","2","4","2","25","2","6","","6","2","2","3","","","1","","122","","2","","1","25","","15","9","19","","8","","1","5","3","5","","2"
"2020-06-19","13","2","","2","","2","25","2","6","","6","2","2","3","","","1","","123","","2","","1","25","4","15","9","19","","8","","1","5","3","","","2"
"2020-06-20","13","2","","","","2","27","2","6","","6","2","2","3","","","","","124","","2","","1","25","4","15","9","20","","8","","1","5","3","5","","2"
"2020-06-21","14","4","","","","2","29","2","6","","6","2","2","3","","","","","128","","2","","1","25","4","","11","21","","8","","1","","3","5","","2"
"2020-06-22","14","4","","","","2","29","","6","","6","2","2","3","","","1","","129","","2","","1","29","4","16","11","21","","8","","1","","3","5","","3"
"2020-06-23","14","4","","2","","2","29","4","6","","","2","2","3","","","2","","130","","2","","1","32","4","17","11","21","","8","","1","5","4","5","","3"
"2020-06-24","15","4","","","4","2","30","4","9","","","2","3","4","","","3","","131","","2","","1","32","4","18","11","21","","8","1","1","5","4","5","","3"
"2020-06-25","15","4","","2","","2","30","4","12","","","2","3","4","","","3","","131","","2","","1","32","4","18","11","21","","8","","1","6","4","5","","3"
"2020-06-26","15","4","","2","4","2","30","4","12","","6","2","3","4","","","3","","131","","2","","1","33","4","18","11","21","","8","","1","6","4","5","",""
"2020-06-27","16","4","","","","2","31","4","12","","6","2","3","4","","","","","135","","2","","1","36","4","18","11","22","","9","","1","6","4","5","","3"
"2020-06-28","17","5","","2","","2","33","4","12","","6","2","3","4","","","3","","136","","2","","2","36","4","18","11","24","","9","1","1","6","4","5","","3"
"2020-06-29","18","","","","","2","33","4","12","","6","2","3","4","","","","","136","","2","","2","40","4","19","11","24","","9","","1","6","4","5","","3"
"2020-06-30","18","5","","","","2","33","4","12","","6","2","3","4","","","3","","139","","2","","2","44","4","19","11","25","","9","","1","6","4","5","","3"
"2020-07-01","18","5","","2","4","3","33","","12","","","2","3","4","","","3","","142","","2","","2","46","4","19","11","26","","9","1","1","7","4","5","","3"
"2020-07-02","18","5","","","4","4","36","5","14","","","2","3","4","","","3","","142","","2","","2","48","4","19","11","26","","9","","1","7","4","5","","3"
"2020-07-03","19","5","","2","","4","37","5","15","","","2","3","7","1","","","","142","","2","","2","48","4","19","11","27","","9","1","1","7","4","7","","3"
"2020-07-04","19","5","","","4","4","38","5","15","","","2","3","10","1","","3","","142","","2","","3","48","4","19","11","28","","9","","1","7","5","7","","3"
"2020-07-05","19","5","","","4","4","38","5","16","","","2","3","10","1","","3","","142","","2","","3","54","4","20","11","28","","9","1","1","","5","7","","4"
"2020-07-06","21","5","","2","","4","38","5","16","","","2","3","10","1","","3","","143","","2","","3","54","4","20","12","29","","9","","1","7","5","7","","4"
"2020-07-07","21","5","","2","","4","39","5","16","","6","2","3","11","1","","3","","145","","3","","3","56","4","20","13","29","","12","","1","7","5","7","","4"
"2020-07-08","22","5","","2","","4","39","5","17","","6","2","4","11","1","","3","","148","","3","","3","57","4","22","13","29","","12","1","1","8","5","7","","4"
"2020-07-09","22","5","","","4","4","39","5","17","","6","2","4","11","1","","3","","149","","3","","3","60","4","22","14","29","","15","1","1","","5","7","","5"
"2020-07-10","23","5","","","","4","40","","20","","6","2","4","11","1","","3","","149","","3","","3","60","4","22","14","","","15","","1","9","5","7","","5"
"2020-07-11","24","5","","2","4","4","40","5","20","","","2","4","11","1","","3","1","151","","3","","3","60","4","23","14","29","","15","1","1","9","5","7","","6"
"2020-07-12","24","5","","2","4","4","40","5","20","","","2","4","11","1","","3","","152","","3","","3","60","4","23","17","29","","15","1","1","9","5","8","1","7"
"2020-07-13","24","6","","2","","5","41","5","20","","","2","4","13","1","","3","1","154","","3","","3","60","4","23","17","30","","15","1","1","9","5","8","","7"
"2020-07-14","25","7","","2","4","5","41","5","20","","","2","4","13","1","","3","1","155","","3","","3","60","4","23","17","31","","15","1","3","9","5","8","","7"
"2020-07-15","26","7","","2","4","5","42","5","20","","6","2","4","13","1","","3","1","157","","3","","4","60","4","23","17","","","15","","3","9","5","8","1","8"
"2020-07-16","26","7","","2","4","5","42","5","20","","","2","4","14","1","","","1","158","","3","","4","60","5","23","17","32","","15","1","","10","6","9","1","9"
"2020-07-17","26","7","","","4","5","44","5","20","","","2","4","14","1","","3","1","158","","3","","4","60","5","25","18","32","","15","1","4","10","6","10","1","10"
"2020-07-18","26","7","","2","4","8","45","5","20","","","2","4","14","1","","3","1","158","","3","","4","61","5","25","18","32","","16","1","5","10","6","10","1","10"
"2020-07-19","28","7","","2","4","8","45","5","20","","6","2","4","14","1","","3","1","158","","3","","4","63","5","25","19","32","","16","2","5","10","6","","1","10"
"2020-07-20","28","7","","","4","8","45","5","23","","","2","4","14","1","","","1","158","","3","","4","68","5","25","19","32","","17","2","5","10","6","","1","10"
"2020-07-21","28","7","","2","4","8","45","5","23","","6","2","4","15","1","","3","1","158","","3","","4","68","5","26","19","32","","22","2","5","10","6","10","1","12"
"2020-07-22","28","10","","2","4","8","45","5","26","","6","2","4","15","1","","3","1","158","","3","","4","68","5","26","19","","","22","2","5","10","6","10","1","12"
"2020-07-23","28","13","","2","4","8","45","5","29","","6","2","4","15","1","","3","1","158","","4","","4","69","5","26","20","","","24","2","5","10","6","10","1","12"
"2020-07-24","28","13","","","4","10","45","5","29","","6","2","4","15","1","","3","","158","","4","","4","74","5","26","21","","","24","2","5","10","6","10","1","12"
"2020-07-25","34","13","","2","","10","45","5","29","","6","2","4","15","1","","3","1","158","","4","","5","74","5","29","22","","","24","","5","10","","","1","12"
"2020-07-26","35","13","","2","5","10","48","5","29","","6","2","4","15","1","","3","1","161","","4","","5","74","5","29","22","32","","24","2","5","11","6","11","2","12"
"2020-07-27","38","13","","2","5","10","50","5","33","","6","2","4","15","","","3","1","161","","4","","5","74","5","29","22","","","24","","5","11","6","11","2","12"
"2020-07-28","38","13","","2","5","10","52","5","33","","6","2","4","15","1","","3","","162","","4","","5","76","5","30","22","33","","27","2","5","11","6","","2","13"
"2020-07-29","38","14","","2","5","10","52","5","35","","6","3","4","15","1","","3","1","162","","4","","5","76","6","30","22","35","","30","2","5","11","6","11","","13"
"2020-07-30","41","15","","2","5","11","52","5","37","","6","3","4","15","1","","3","1","163","","4","","5","78","6","30","24","35","","30","","5","12","6","11","2","13"
"2020-07-31","44","15","","2","5","12","52","5","41","","6","3","","15","1","","","","167","","4","","5","78","6","30","25","35","","30","","5","12","6","11","2","13"
"2020-08-01","44","15","","2","5","12","52","7","41","","6","3","4","15","","","3","1","174","","4","","5","79","6","31","27","","","31","","5","12","6","11","2",""
"2020-08-02","47","17","","2","5","12","52","7","41","","6","3","4","15","1","","3","1","179","","4","","5","79","6","31","29","","","31","2","5","12","6","11","2","13"
"2020-08-03","50","17","","2","","12","53","7","41","","6","","4","15","","","3","1","185","","","","5","79","6","31","30","","","31","2","7","12","6","11","2","13"
"2020-08-04","53","19","","2","5","12","54","7","41","","6","4","4","16","1","","3","1","185","","4","","5","79","7","31","30","37","","31","2","7","12","8","11","2","13"
"2020-08-05","55","20","","2","5","12","54","7","41","","6","","4","16","1","","3","","191","","5","","5","79","7","32","30","","","31","","8","12","9","11","2","13"
"2020-08-06","55","20","","2","5","12","54","7","46","1","6","4","4","18","1","","3","1","192","","5","","6","80","7","32","31","","","31","","8","12","9","11","2","13"
"2020-08-07","55","22","","2","","12","56","7","46","1","6","4","4","19","1","","3","1","192","","5","","6","80","7","34","33","","","31","2","9","","9","11","2",""
"2020-08-08","55","22","","2","8","12","56","7","47","1","6","","4","19","1","","","1","194","","","","6","80","7","37","33","","","31","3","9","12","9","","2","14"
"2020-08-09","55","22","","2","8","12","56","7","47","1","6","","4","19","1","","3","1","198","","6","","6","80","7","41","34","","","32","3","9","12","9","11","2","14"
"2020-08-10","55","22","","2","8","14","56","7","47","1","6","4","4","19","4","","3","1","198","","6","","6","82","","43","34","","","33","3","10","12","9","11","2","14"
"2020-08-11","55","22","","2","10","14","56","","47","","6","","4","","6","","3","1","199","","6","","6","82","7","47","34","","","33","3","11","13","9","11","2","14"
"2020-08-12","55","22","","2","10","14","56","7","47","1","6","4","5","19","6","","3","1","199","","9","","6","82","7","49","34","","","35","4","11","13","9","11","4","14"
"2020-08-13","55","22","","2","10","14","59","7","48","","6","4","5","19","","","5","1","202","","9","","","82","7","49","34","","","35","4","11","13","9","","","16"
"2020-08-14","56","22","","2","10","14","62","7","50","1","6","4","5","19","6","","5","1","205","2","9","","6","82","7","49","34","","","36","4","12","13","9","11","4","16"
"2020-08-15","57","22","","2","12","15","64","7","53","1","6","4","5","19","7","","5","1","208","2","9","","6","82","7","49","36","","","37","","12","","9","11","4","16"
"2020-08-16","59","22","","2","12","15","64","9","56","1","6","4","5","19","7","","5","1","211","2","9","","6","82","7","49","36","37","","37","4","12","13","11","11","4","18"
"2020-08-17","60","22","","4","12","15","64","9","59","1","6","4","5","19","7","","5","1","214","2","9","","6","82","7","51","36","37","","37","4","12","13","11","11","4","18"
"2020-08-18","61","22","","","12","17","64","9","62","1","6","4","5","19","7","","6","1","217","2","9","","6","82","","51","36","","","37","4","12","13","11","11","4","19"
"2020-08-19","62","22","","4","","17","64","","63","","6","","5","19","7","","7","1","221","2","9","","6","82","7","53","38","","","37","4","12","13","11","","4","20"
"2020-08-20","63","22","","","12","","64","10","64","1","6","","5","19","8","","7","","224","","9","","6","82","7","54","38","","","39","4","","13","11","11","5","20"
"2020-08-21","63","22","","4","12","17","65","10","65","1","6","4","5","19","8","","7","1","227","2","10","","6","82","7","54","39","","","39","4","13","13","12","11","7","21"
"2020-08-22","64","22","","4","12","17","65","11","65","","6","4","5","19","8","","7","2","230","","10","","6","82","7","55","39","","","40","4","13","13","13","11","8","22"
"2020-08-23","64","22","","","12","18","66","11","66","1","6","4","5","19","8","","7","2","233","2","11","","6","82","7","56","40","","","41","4","13","13","13","11","9","22"
"2020-08-24","65","22","","4","12","18","66","12","66","1","6","4","5","19","8","","7","2","236","2","11","","6","82","7","59","40","","","42","5","13","13","14","11","9","23"
"2020-08-25","66","22","","4","12","18","66","12","66","3","6","4","5","19","9","","7","2","239","2","11","","6","84","7","62","40","","","42","5","13","13","14","11","9","24"
"2020-08-26","67","22","","4","12","18","66","12","68","4","6","4","5","19","10","","7","2","242","2","11","1","6","86","7","62","40","37","","42","5","13","13","15","11","9","24"
"2020-08-27","67","22","","4","12","18","67","13","69","4","6","5","5","19","10","","7","2","245","3","11","1","6","88","7","64","40","","","42","5","13","13","15","11","9","25"
"2020-08-28","68","23","","4","12","18","67","13","70","4","6","5","5","19","10","","7","2","248","3","12","1","6","90","7","65","41","","","43","5","13","13","15","11","9","25"
"2020-08-29","69","23","","4","12","19","67","13","71","","6","5","6","20","10","","7","2","250","3","12","1","6","92","7","67","41","37","","43","5","","13","15","12","9","26"
"2020-08-30","70","23","","4","12","19","68","13","72","4","6","5","6","20","11","","7","2","252","3","12","1","6","93","7","68","41","","","44","6","13","13","16","12","10","27"
"2020-08-31","71","23","","4","12","19","68","13","73","4","6","5","6","21","11","","8","2","254","4","12","1","6","94","7","69","42","","","44","6","14","13","16","12","11","28"
"2020-09-01","73","23","","4","12","20","68","13","74","4","6","5","6","22","11","","","2","256","4","12","1","6","96","7","71","42","","","44","","14","13","16","14","11","28"
"2020-09-02","73","24","","5","12","21","69","13","75","4","6","5","6","22","11","","8","2","257","5","12","1","6","97","7","72","42","","","45","6","15","13","17","14","11","28"
"2020-09-03","74","25","","5","12","21","69","14","76","4","6","5","7","22","11","","9","2","258","5","12","1","6","98","7","73","42","","","46","6","15","15","17","14","12","29"
"2020-09-04","75","25","","5","12","23","70","14","77","4","7","5","7","22","11","","9","2","260","5","12","2","6","99","7","74","42","","","47","6","15","15","17","15","12","29"
"2020-09-05","76","27","","5","12","23","70","14","77","4","7","5","8","22","11","","9","2","263","5","12","2","6","102","7","75","43","37","","47","6","15","15","18","16","12","29"
"2020-09-06","77","28","","5","12","23","70","14","80","4","8","5","9","22","11","","9","2","265","5","12","4","6","105","7","76","43","","","47","6","15","15","18","16","12","29"
"2020-09-07","78","29","","5","12","23","71","14","82","4","8","6","9","22","11","","9","2","268","5","12","4","6","107","7","78","43","37","","47","6","15","15","18","16","12","30"
"2020-09-08","79","29","","6","12","23","72","14","83","4","9","6","9","22","11","","9","2","269","5","13","5","6","108","7","79","43","","","47","7","15","16","18","16","12","31"
"2020-09-09","79","29","","6","12","23","72","15","84","4","10","6","9","22","12","","9","2","271","5","13","6","6","109","7","81","43","37","","47","7","16","16","19","17","12","32"
"2020-09-10","81","30","","6","12","24","72","15","86","4","10","7","9","22","12","","9","2","273","5","13","6","6","111","7","82","43","","","48","7","16","17","19","17","12","32"
"2020-09-11","82","30","","7","13","24","72","15","88","4","10","7","9","23","12","","9","2","274","5","13","6","6","112","7","83","43","37","","48","7","18","17","21","18","12","33"
"2020-09-12","83","30","","7","13","25","72","15","89","5","10","8","9","23","12","","9","2","276","6","13","7","7","113","7","83","43","","","48","8","18","17","22","18","12","34"
"2020-09-13","85","30","","7","13","26","72","15","91","5","10","9","9","23","13","","9","2","278","6","13","8","7","116","7","83","43","","","48","8","18","18","22","18","12","35"
"2020-09-14","87","30","","7","13","26","72","15","93","5","10","9","9","24","13","","9","2","280","6","13","9","7","118","8","84","43","","","48","8","18","18","23","18","12","36"
"2020-09-15","88","30","","7","13","26","72","16","95","5","12","10","9","24","13","","9","2","281","6","13","9","7","120","8","85","43","","","49","8","18","18","23","19","12","37"
"2020-09-16","90","30","","7","13","27","72","16","98","5","12","10","9","24","13","","9","2","283","6","13","9","7","122","8","86","43","","","51","8","18","19","23","19","12","38"
"2020-09-17","91","30","","7","13","27","72","16","99","5","13","11","9","24","13","","10","2","284","6","13","9","8","124","8","87","44","","","52","8","18","19","24","19","12","39"
"2020-09-18","93","31","","7","14","27","73","16","100","5","14","11","9","24","13","","10","2","286","7","13","9","8","125","9","88","44","","","53","8","18","19","24","19","12","40"
"2020-09-19","94","31","","8","15","27","73","16","100","5","14","11","9","24","13","","10","4","287","8","13","10","8","126","9","89","44","","","53","8","19","19","25","19","13","41"
"2020-09-20","95","32","","9","15","27","74","16","101","5","14","11","9","24","13","","10","4","289","8","13","10","8","127","10","90","45","","","54","8","19","19","25","20","13","42"
"2020-09-21","96","33","","11","16","27","74","16","102","5","15","11","9","24","13","","10","4","290","9","13","10","8","128","10","90","45","","","56","8","19","19","26","21","14","43"
"2020-09-22","97","34","","12","16","28","75","16","102","5","16","11","9","24","14","","10","4","292","10","13","10","8","129","10","90","45","","","57","8","19","19","27","21","15","44"
"2020-09-23","98","35","","13","16","29","75","16","104","5","16","12","9","24","14","","11","4","293","10","13","10","8","132","10","91","45","","","57","9","19","19","27","21","15","45"
"2020-09-24","99","36","","14","17","29","76","16","105","6","16","12","9","24","14","","12","4","294","10","14","10","8","134","10","91","45","37","","57","10","19","19","28","21","16","45"
"2020-09-25","100","37","","15","18","29","77","16","106","6","16","12","9","24","14","","12","4","295","10","15","10","9","135","10","92","45","","","58","10","21","19","29","21","16","45"
"2020-09-26","101","37","","16","19","29","77","16","107","6","16","12","9","24","15","","12","4","296","10","16","10","10","136","10","93","45","","","59","10","21","19","30","21","17","46"
"2020-09-27","102","38","","17","20","29","78","16","108","6","16","12","9","24","15","","12","4","297","10","17","10","11","137","10","94","45","","","60","10","22","19","31","21","17","47"
"2020-09-28","103","39","","18","21","29","79","16","109","7","17","13","9","24","15","","12","4","298","10","18","10","11","137","10","95","45","","","60","10","23","19","31","21","18","48"
"2020-09-29","104","40","","19","22","29","79","17","110","7","17","13","9","24","15","","14","4","299","10","19","10","11","138","10","96","45","","","61","10","24","19","31","21","18","49"
