"date","Iowa/Adair","Iowa/Adams","Iowa/Allamakee","Iowa/Appanoose","Iowa/Audubon","Iowa/Benton","Iowa/Black Hawk","Iowa/Boone","Iowa/Bremer","Iowa/Buchanan","Iowa/Buena Vista","Iowa/Butler","Iowa/Calhoun","Iowa/Carroll","Iowa/Cass","Iowa/Cedar","Iowa/Cerro Gordo","Iowa/Cherokee","Iowa/Chickasaw","Iowa/Clarke","Iowa/Clay","Iowa/Clayton","Iowa/Clinton","Iowa/Crawford","Iowa/Dallas","Iowa/Davis","Iowa/Decatur","Iowa/Delaware","Iowa/Des Moines","Iowa/Dickinson","Iowa/Dubuque","Iowa/Emmet","Iowa/Fayette","Iowa/Floyd","Iowa/Franklin","Iowa/Fremont","Iowa/Greene","Iowa/Grundy","Iowa/Guthrie","Iowa/Hamilton","Iowa/Hancock","Iowa/Hardin","Iowa/Harrison","Iowa/Henry","Iowa/Howard","Iowa/Humboldt","Iowa/Ida","Iowa/Iowa","Iowa/Jackson","Iowa/Jasper","Iowa/Jefferson","Iowa/Johnson","Iowa/Jones","Iowa/Keokuk","Iowa/Kossuth","Iowa/Lee","Iowa/Linn","Iowa/Louisa","Iowa/Lucas","Iowa/Lyon","Iowa/Madison","Iowa/Mahaska","Iowa/Marion","Iowa/Marshall","Iowa/Mills","Iowa/Mitchell","Iowa/Monona","Iowa/Monroe","Iowa/Montgomery","Iowa/Muscatine","Iowa/O'Brien","Iowa/Osceola","Iowa/Page","Iowa/Palo Alto","Iowa/Plymouth","Iowa/Pocahontas","Iowa/Polk","Iowa/Pottawattamie","Iowa/Poweshiek","Iowa/Ringgold","Iowa/Sac","Iowa/Scott","Iowa/Shelby","Iowa/Sioux","Iowa/Story","Iowa/Tama","Iowa/Taylor","Iowa/Unassigned","Iowa/Union","Iowa/Van Buren","Iowa/Wapello","Iowa/Warren","Iowa/Washington","Iowa/Wayne","Iowa/Webster","Iowa/Winnebago","Iowa/Winneshiek","Iowa/Woodbury","Iowa/Worth","Iowa/Wright"
"2020-04-01","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","","   .00 %"," 14.29 %","","","","   .00 %"," ##.## %"," 20.00 %","   .00 %","  8.00 %","","",""," ##.## %","   .00 %","  4.76 %","","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %"," 11.11 %"," 66.67 %","","",""," 25.00 %","   .00 %"," 16.67 %","","  4.11 %","   .00 %","-50.00 %","   .00 %","","  4.44 %","","","","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %"," 12.50 %","","","   .00 %","","","","  6.58 %"," 25.00 %"," 20.00 %","",""," 16.67 %","   .00 %"," 33.33 %"," ##.## %"," 27.27 %","   .00 %","-##.## %",""," ##.## %","   .00 %"," 33.33 %"," 41.67 %","","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-04-02","   .00 %",""," ##.## %","   .00 %","   .00 %","   .00 %"," 14.29 %"," ##.## %","   .00 %"," 50.00 %","","   .00 %","","   .00 %",""," 22.22 %"," 25.00 %","","",""," ##.## %","   .00 %"," 50.00 %","   .00 %"," 14.81 %","","","   .00 %","-50.00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","  5.26 %"," 25.00 %","   .00 %","   .00 %","","  9.57 %","","","","   .00 %"," 50.00 %",""," 12.50 %","","   .00 %","   .00 %","","   .00 %","  5.56 %","   .00 %","","   .00 %","","","","  7.41 %","   .00 %"," 16.67 %","",""," 19.05 %","   .00 %","   .00 %","   .00 %"," 21.43 %","   .00 %","   .00 %",""," 50.00 %","   .00 %"," 50.00 %","  5.88 %","","   .00 %",""," 33.33 %"," 75.00 %","","   .00 %"
"2020-04-03","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %"," 50.00 %"," 66.67 %"," ##.## %","  6.45 %","","","","   .00 %","   .00 %","  4.55 %",""," 50.00 %","","","","","","   .00 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","","","","   .00 %"," ##.## %"," 14.29 %"," ##.## %","  3.75 %","   .00 %","   .00 %","   .00 %",""," 14.56 %","   .00 %","","   .00 %","   .00 %","   .00 %",""," 11.11 %","","   .00 %"," 20.00 %","","   .00 %"," 15.79 %"," 50.00 %","","   .00 %","","   .00 %",""," 14.94 %"," 20.00 %","-14.29 %","",""," 24.00 %"," 66.67 %"," 25.00 %"," 25.00 %"," 29.41 %","   .00 %","   .00 %",""," 66.67 %","   .00 %"," 33.33 %"," 19.44 %","","   .00 %","","   .00 %"," 14.29 %","","   .00 %"
"2020-04-04","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," ##.## %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","   .00 %","   .00 %","  4.35 %","","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 20.00 %"," 50.00 %","   .00 %"," 50.00 %"," 15.66 %","   .00 %"," ##.## %","   .00 %","   .00 %"," 17.80 %","   .00 %",""," ##.## %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 22.73 %","   .00 %",""," 50.00 %",""," ##.## %","","  9.00 %"," 33.33 %","   .00 %","",""," 22.58 %","   .00 %"," 40.00 %","   .00 %"," 31.82 %","   .00 %","   .00 %",""," 20.00 %","   .00 %"," 12.50 %","  9.30 %","","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-04-05","   .00 %","","  6.25 %","   .00 %","   .00 %"," 28.57 %"," 20.00 %"," 50.00 %","   .00 %"," 66.67 %","","   .00 %","","   .00 %","","  9.09 %","   .00 %","","","   .00 %","   .00 %"," 33.33 %","  6.67 %","   .00 %","  6.06 %","","","-##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.42 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 15.83 %"," ##.## %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 22.22 %","   .00 %","","-33.33 %",""," 33.33 %",""," 11.93 %","-12.50 %","   .00 %","","","  7.89 %"," 20.00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 11.11 %","  4.26 %","","   .00 %","","   .00 %","   .00 %","","   .00 %"
"2020-04-06","   .00 %","","  5.88 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","  8.33 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  6.25 %"," 25.00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  4.17 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","","","   .00 %"," 33.33 %","   .00 %","   .00 %"," 11.32 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.32 %"," 16.67 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 24.24 %","   .00 %",""," 50.00 %","","   .00 %","","  2.46 %"," 14.29 %","   .00 %","",""," 26.83 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","","   .00 %"," ##.## %"," 10.00 %","  6.12 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"
"2020-04-07","   .00 %",""," -5.56 %","   .00 %","   .00 %"," 10.00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," ##.## %","   .00 %"," 12.00 %","","   .00 %","","   .00 %","","","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," 44.44 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 13.56 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.68 %"," ##.## %","","   .00 %","   .00 %"," 33.33 %"," ##.## %"," 16.67 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 24.39 %","   .00 %","","   .00 %","","   .00 %","","  1.60 %"," 12.50 %","   .00 %","",""," 26.92 %","   .00 %","   .00 %"," 20.00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  9.09 %","  9.62 %","","   .00 %","   .00 %","   .00 %"," 12.50 %","","   .00 %"
"2020-04-08","   .00 %",""," 11.76 %","   .00 %","   .00 %","  9.09 %"," 26.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 38.46 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.76 %"," 20.00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 15.38 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","  9.70 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.91 %"," 50.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  7.14 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 19.61 %","   .00 %","","   .00 %","","   .00 %","","  5.51 %"," 22.22 %","   .00 %","",""," 16.67 %","   .00 %","   .00 %","   .00 %","  9.52 %","   .00 %","   .00 %","","   .00 %","   .00 %","  8.33 %","  8.77 %",""," ##.## %","   .00 %","   .00 %"," 22.22 %","   .00 %","   .00 %"
"2020-04-09","   .00 %","","   .00 %","   .00 %","   .00 %"," 25.00 %"," 10.53 %"," 33.33 %","   .00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","","  5.56 %","  8.33 %",""," ##.## %","   .00 %","   .00 %","   .00 %"," 10.53 %","   .00 %","  2.86 %","","","   .00 %","   .00 %","   .00 %"," 10.71 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 16.67 %","   .00 %"," 12.50 %","   .00 %"," 16.33 %"," 33.33 %","   .00 %","   .00 %","   .00 %","  9.14 %"," 36.67 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 14.75 %","   .00 %","","   .00 %","","   .00 %","","  4.48 %","   .00 %","   .00 %","",""," 14.29 %","   .00 %","   .00 %"," 16.67 %"," 36.96 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.84 %","","   .00 %","   .00 %"," 25.00 %","  9.09 %","   .00 %","   .00 %"
"2020-04-10","   .00 %","","  5.26 %","   .00 %","   .00 %","   .00 %"," 66.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  5.26 %","   .00 %","","   .00 %"," ##.## %","   .00 %"," 20.00 %"," 14.29 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","  3.23 %",""," 33.33 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %"," 13.33 %","   .00 %","","","   .00 %","   .00 %"," 11.11 %","   .00 %","  8.19 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.65 %"," 36.59 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %","","   .00 %","","  5.00 %","  9.09 %","   .00 %","",""," 12.50 %","   .00 %","   .00 %","   .00 %"," 11.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %"," 15.38 %","  7.69 %","","   .00 %"," ##.## %","   .00 %"," 25.00 %","   .00 %","   .00 %"
"2020-04-11","   .00 %","","  5.00 %","   .00 %","   .00 %","  6.67 %"," 17.14 %","   .00 %"," 50.00 %","   .00 %"," ##.## %","   .00 %","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 16.67 %"," 16.67 %","   .00 %","  2.78 %","",""," ##.## %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.76 %","   .00 %","","","   .00 %","   .00 %","   .00 %"," 33.33 %","  4.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.44 %"," 25.00 %","","   .00 %"," ##.## %","   .00 %"," 50.00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 13.75 %","   .00 %","   .00 %","   .00 %","","   .00 %",""," 10.88 %","   .00 %","   .00 %","",""," 12.12 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %"," 12.86 %","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %"
