"date","Washington/Adams","Washington/Asotin","Washington/Benton","Washington/Chelan","Washington/Clallam","Washington/Clark","Washington/Columbia","Washington/Cowlitz","Washington/Douglas","Washington/Ferry","Washington/Franklin","Washington/Garfield","Washington/Garfield County","Washington/Grant","Washington/Grays Harbor","Washington/Island","Washington/Jefferson","Washington/King","Washington/Kitsap","Washington/Kittitas","Washington/Klickitat","Washington/Lewis","Washington/Lincoln","Washington/Mason","Washington/Okanogan","Washington/Pacific","Washington/Pend Oreille","Washington/Pierce","Washington/San Juan","Washington/Skagit","Washington/Skamania","Washington/Snohomish","Washington/Spokane","Washington/Stevens","Washington/Thurston","Washington/Unassigned","Washington/Wahkiakum","Washington/Walla Walla","Washington/Walla Walla County","Washington/Whatcom","Washington/Whitman","Washington/Yakima"
"2020-04-08","2","0","3","0","1","5","0","0","0","0","5","","","6","1","3","0","202","0","0","0","0","0","1","1","","0","35","2","3","0","36","17","0","0","238","0","3","","0","0","20"
"2020-04-09","1","0","36","9","1","16","0","2","2","0","11","","","1","0","10","0","198","1","2","1","1","0","0","2","","0","43","0","3","0","50","7","1","3","-77","0","1","","5","0","33"
"2020-04-10","0","0","18","2","1","0","0","0","1","0","11","","","6","1","0","1","231","6","0","0","1","0","1","0","","0","37","0","6","0","57","5","0","4","70","0","0","","7","0","14"
"2020-04-11","0","0","11","8","0","14","0","0","3","0","10","","","9","0","2","0","145","2","0","0","0","1","0","2","1","0","47","1","7","1","33","0","0","0","-60","0","3","","11","0","64"
"2020-04-12","6","1","5","2","1","0","0","0","0","0","5","","","4","3","1","0","164","4","-2","2","-1","0","1","1","0","0","9","0","2","0","32","23","1","0","-116","0","1","","2","0","24"
"2020-04-13","1","0","10","0","0","19","0","2","2","0","10","","","6","0","0","0","0","0","1","0","0","0","0","0","0","0","38","0","4","0","40","2","0","0","-113","0","0","","1","0","3"
"2020-04-14","2","1","7","6","0","11","0","0","8","0","12","","","2","0","4","0","123","0","0","0","0","0","0","0","0","0","0","0","4","0","43","0","0","0","-135","0","0","","0","0","76"
"2020-04-15","0","0","0","0","2","8","0","1","3","0","51","","","0","1","1","0","71","0","0","1","2","0","0","0","0","0","31","0","3","0","38","2","0","1","-101","0","2","","5","0","21"
"2020-04-16","1","4","17","2","0","7","0","0","5","0","-33","","","7","0","1","0","77","0","0","1","0","0","1","0","0","0","22","0","11","0","44","8","0","4","-111","0","3","","4","1","39"
"2020-04-17","0","1","12","3","1","12","0","0","0","0","10","","","4","0","1","0","205","3","0","0","0","0","1","0","0","1","64","0","9","0","24","12","0","3","62","0","0","","-2","1","33"
"2020-04-18","0","0","11","1","0","0","0","3","0","0","15","","","7","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","8","0","37","4","1","0","110","0","1","","5","1","52"
"2020-04-19","1","2","7","6","0","0","0","0","0","0","14","","","3","0","1","1","272","3","0","0","1","0","0","0","0","0","57","0","14","0","50","5","0","4","-8","0","0","","1","0","45"
"2020-04-20","0","0","1","2","-1","19","0","3","-2","0","0","","","0","0","0","-1","0","0","0","0","1","0","0","-1","2","0","45","0","5","0","20","6","0","1","-277","0","6","","1","-2","31"
"2020-04-21","2","0","12","6","0","10","0","0","27","0","1","","","0","0","0","0","119","0","0","0","0","0","0","0","0","0","31","0","7","0","26","2","0","0","0","0","0","","2","0","33"
"2020-04-22","1","1","12","7","0","7","0","2","2","0","15","","","4","0","2","0","86","3","0","0","0","0","0","0","0","0","17","0","3","0","20","2","0","0","0","0","1","","1","0","18"
"2020-04-23","1","2","27","0","0","-22","0","1","2","0","26","0","","-1","0","-8","0","153","3","0","0","1","0","0","2","1","0","-44","-1","25","0","7","3","1","2","-25","0","7","","1","0","-7"
"2020-04-24","0","0","18","1","0","2","0","1","6","0","6","0","","3","0","0","0","105","-1","0","0","3","0","0","0","0","0","20","0","3","0","27","10","0","2","-34","0","7","","0","1","44"
"2020-04-25","1","1","16","1","1","3","0","3","1","0","11","0","","1","0","1","0","102","1","0","0","4","0","0","1","0","0","23","0","4","0","54","15","1","3","37","0","2","","2","0","53"
"2020-04-26","0","0","6","1","0","1","0","0","2","0","1","0","","0","0","-1","0","124","0","0","0","0","0","0","2","0","0","9","0","12","0","14","2","-1","-1","-14","0","2","","4","0","39"
"2020-04-27","0","0","4","2","0","11","0","0","3","0","5","0","","2","0","4","0","82","3","0","0","0","0","1","1","0","0","19","0","6","0","21","0","0","0","-20","0","3","","-1","0","19"
"2020-04-28","0","0","6","3","2","5","0","0","0","0","9","0","","3","0","4","0","56","1","1","0","0","0","0","1","0","0","30","0","3","0","33","3","0","0","-24","0","2","","6","0","12"
"2020-04-29","1","0","7","2","1","4","0","2","2","0","11","0","","0","0","0","0","102","0","-1","0","0","0","0","0","0","0","13","0","14","0","24","3","0","4","-3","0","5","","1","0","36"
"2020-04-30","0","1","8","10","0","4","0","4","1","0","3","0","","4","0","0","0","104","1","0","1","0","0","0","1","0","0","16","0","7","0","44","4","0","1","-16","0","5","","8","0","46"
"2020-05-01","0","0","31","5","0","6","0","2","1","0","30","0","","4","0","1","0","67","1","1","0","0","0","2","-1","0","0","17","0","8","0","20","10","0","1","17","0","9","","3","0","75"
"2020-05-02","1","0","33","1","0","1","0","6","3","0","39","0","","6","0","0","0","77","0","0","0","0","0","0","0","0","0","37","0","8","0","40","-1","0","5","23","0","11","","7","0","69"
"2020-05-03","0","0","24","4","1","0","0","0","0","0","15","0","","1","0","0","0","98","0","0","1","0","0","1","0","0","0","17","0","9","0","16","3","0","0","-37","0","1","","4","0","24"
"2020-05-04","0","0","14","2","-1","8","0","6","2","0","14","0","","10","0","0","0","96","0","-1","0","0","0","0","0","0","0","21","0","3","0","28","3","0","2","-11","0","4","","1","0","76"
"2020-05-05","0","0","5","5","1","1","0","1","0","0","2","0","","0","0","-1","0","76","0","0","-1","0","0","0","0","0","0","19","0","7","0","12","1","0","0","-15","0","1","","1","0","17"
"2020-05-06","1","0","11","12","0","4","0","2","11","0","8","0","","-1","0","4","0","83","1","1","1","0","0","0","0","0","0","21","0","15","0","35","6","0","3","24","0","3","","6","0","60"
"2020-05-07","0","0","2","2","0","1","0","0","3","0","14","0","","0","1","1","0","105","3","0","1","1","0","2","0","0","0","42","0","10","0","43","1","0","-1","-8","0","1","","4","0","98"
"2020-05-08","0","0","9","1","0","5","0","2","4","0","3","0","","1","0","-1","0","54","0","0","0","0","0","0","0","4","0","14","0","2","0","7","1","0","0","16","1","0","","1","1","32"
"2020-05-09","0","0","16","3","0","-1","0","1","5","0","4","0","","1","1","1","1","84","1","2","0","0","0","0","1","1","0","29","1","6","0","30","0","0","2","-13","0","2","","1","0","107"
"2020-05-10","0","0","2","5","0","5","0","1","5","0","4","0","","0","-1","1","0","60","0","1","0","0","0","0","3","0","0","23","0","4","0","17","1","0","4","-16","0","0","","3","0","95"
"2020-05-11","0","0","9","1","0","1","0","0","2","0","8","0","","2","0","0","0","61","1","22","1","0","0","0","0","0","0","20","0","1","0","9","2","0","0","-2","1","4","","5","0","83"
"2020-05-12","1","0","2","1","0","10","0","0","0","0","2","0","","0","0","0","0","69","0","0","1","2","0","1","5","0","0","11","0","4","0","21","1","0","1","19","0","3","","2","0","52"
"2020-05-13","0","0","7","3","0","15","0","0","2","0","0","0","","2","0","2","0","75","0","0","1","1","0","1","-1","0","0","11","0","5","0","9","2","0","0","16","0","-1","","1","1","30"
"2020-05-14","0","0","10","10","0","3","0","2","4","0","5","0","","0","0","0","0","78","1","-1","0","-1","0","0","2","0","0","22","0","5","0","19","6","0","1","37","0","0","","2","0","56"
"2020-05-15","0","0","10","7","2","2","0","0","4","0","6","0","","0","1","0","0","35","0","8","0","0","0","0","4","0","0","10","0","7","0","17","0","0","-1","15","0","0","","1","0","50"
"2020-05-16","0","0","12","2","0","4","0","0","1","0","8","0","","0","1","0","1","101","2","4","0","2","0","0","2","0","0","18","0","2","0","17","3","0","1","-13","0","1","","3","0","165"
"2020-05-17","0","0","6","4","0","2","0","0","1","0","3","0","","1","0","0","0","46","1","1","2","0","0","1","3","0","0","26","0","0","0","11","4","0","1","-11","0","1","","6","0","36"
"2020-05-18","0","0","10","2","0","0","0","0","3","0","12","0","","1","0","0","0","43","0","5","0","1","0","2","0","0","0","7","0","1","0","13","3","0","0","-47","0","0","","5","0","117"
"2020-05-19","0","0","9","4","0","3","0","1","1","0","8","0","","-1","0","0","0","50","1","4","1","0","0","0","0","0","0","17","0","0","0","21","8","1","0","-2","0","-1","","1","0","74"
"2020-05-20","0","0","8","4","4","1","0","1","2","0","2","0","","2","0","0","0","37","0","5","-1","0","0","0","0","0","0","12","0","0","0","8","4","0","0","-4","0","0","","1","0","74"
"2020-05-21","0","0","6","12","0","2","0","1","5","0","6","0","","0","0","1","0","28","0","0","0","0","0","0","2","0","0","3","0","0","0","20","6","0","0","18","0","0","","3","0","33"
"2020-05-22","0","0","8","6","0","5","0","0","2","0","8","0","","1","1","0","0","39","-1","0","0","0","0","1","0","0","0","9","0","0","0","17","16","0","0","-7","0","0","","0","0","43"
"2020-05-23","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0"
"2020-05-24","3","0","22","25","0","11","0","1","18","0","19","0","","1","0","0","0","114","1","6","0","0","0","0","1","0","1","28","0","0","0","32","40","0","3","13","0","1","","5","0","218"
"2020-05-25","0","1","8","2","0","2","0","1","0","0","4","0","","0","0","0","0","43","0","3","0","0","0","0","1","0","0","6","0","0","0","9","17","0","2","-10","0","1","","1","0","146"
"2020-05-26","0","0","23","2","0","9","0","0","0","0","7","0","","0","0","0","0","9","0","0","0","0","0","0","0","0","0","4","0","1","0","12","3","0","1","-14","0","0","","9","0","50"
"2020-05-27","0","0","6","3","0","3","0","0","5","0","3","0","","4","0","0","0","28","0","5","0","0","0","0","1","0","0","90","0","1","0","11","19","0","1","3","0","0","","2","0","40"
"2020-05-28","1","0","9","2","0","25","0","0","2","0","10","0","","4","0","0","0","60","0","0","0","0","0","0","2","0","0","28","0","0","0","10","15","1","1","2","0","0","","3","0","183"
"2020-05-29","5","0","15","6","0","28","0","0","3","0","12","0","","4","0","1","0","26","0","3","0","0","0","1","0","0","0","25","0","2","0","8","24","0","1","5","0","0","","0","0","138"
"2020-05-30","3","0","19","2","0","32","0","0","2","0","14","0","","1","0","0","0","44","0","4","0","1","0","0","-1","0","0","13","0","2","0","11","27","0","2","3","0","1","","9","0","89"
"2020-05-31","1","0","18","2","0","5","0","0","3","0","25","0","","1","1","0","0","99","0","1","1","1","0","1","3","0","0","15","0","2","0","11","14","0","12","7","0","-1","","4","0","127"
"2020-06-01","0","0","16","2","0","2","0","0","0","0","24","0","","4","0","0","1","31","1","0","0","0","0","0","0","0","0","3","0","1","0","9","4","0","4","7","0","0","","2","0","164"
"2020-06-02","0","0","13","0","0","30","0","1","0","0","12","0","","0","0","3","0","54","0","1","3","0","0","0","1","0","0","10","0","3","0","11","12","0","1","-48","0","2","","3","0","68"
"2020-06-03","10","0","15","4","2","4","0","2","0","0","22","0","","3","1","0","0","87","1","0","0","0","0","0","2","0","0","18","0","5","1","4","15","2","2","1","0","0","","1","4","121"
"2020-06-04","4","0","14","1","0","0","0","0","1","0","10","0","","1","0","0","0","54","0","-1","1","0","0","0","1","0","0","23","0","3","-1","8","21","0","0","9","0","1","","2","0","93"
"2020-06-05","1","0","21","5","0","0","0","0","4","0","28","0","","2","1","0","0","53","1","0","1","0","0","1","-1","0","0","16","0","4","0","15","16","0","3","-18","0","0","","1","0","110"
"2020-06-06","1","0","33","1","0","9","0","2","0","0","34","0","","1","0","0","0","46","1","0","3","0","0","0","4","0","0","12","0","-1","0","11","49","0","6","6","0","2","","4","0","225"
"2020-06-07","0","0","24","1","0","3","0","3","1","0","18","0","","1","0","0","0","40","0","1","0","0","0","1","0","0","0","15","0","0","0","8","14","0","3","7","0","3","","1","0","143"
"2020-06-08","0","0","29","0","0","4","0","5","0","0","24","0","","2","0","1","0","39","0","1","2","0","0","0","0","0","0","6","0","1","0","6","26","0","4","-3","0","0","","9","0","156"
"2020-06-09","1","0","20","2","0","5","0","3","0","0","18","0","","4","0","-1","0","33","5","0","2","0","0","1","0","1","0","10","0","0","0","25","16","0","1","-4","0","1","","1","0","169"
"2020-06-10","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0"
"2020-06-11","9","0","62","4","1","24","0","12","0","0","62","0","","13","0","1","0","21","0","0","5","0","0","0","0","0","0","28","-1","2","0","11","9","2","1","-5","0","1","","8","1","154"
"2020-06-12","0","1","34","3","0","9","0","1","0","0","21","0","","6","1","0","0","61","3","2","0","1","0","0","1","1","0","19","1","2","0","32","13","0","11","14","0","0","","8","6","141"
"2020-06-13","1","0","31","1","1","7","0","3","2","0","25","0","","12","0","0","0","83","3","0","3","0","0","0","0","0","0","14","0","3","0","22","13","0","4","-1","0","0","","4","0","136"
"2020-06-14","1","0","26","1","0","6","0","2","5","0","24","0","","6","0","0","0","28","0","0","0","0","0","1","0","1","0","23","0","4","0","7","16","0","3","15","0","0","","8","0","119"
"2020-06-15","2","0","39","0","0","3","0","2","-2","0","50","0","","5","0","0","1","63","2","0","1","1","0","0","1","0","0","9","0","2","0","16","13","0","0","43","0","2","","5","0","66"
"2020-06-16","7","0","47","0","0","9","0","9","0","0","59","0","","4","0","1","0","65","0","0","3","1","0","0","0","0","0","18","1","1","0","19","13","0","7","-44","0","2","","2","2","147"
"2020-06-17","1","0","18","3","3","1","0","2","1","0","39","0","","42","1","1","0","35","2","0","0","1","0","1","3","0","0","18","0","5","0","16","24","1","0","-22","0","2","","2","-1","54"
"2020-06-18","0","0","32","3","0","8","0","4","5","0","37","0","","18","0","0","0","78","2","0","3","2","0","0","1","0","0","20","0","5","0","13","10","0","4","22","0","3","","10","2","126"
"2020-06-19","1","0","45","-1","1","-3","1","6","-3","0","32","0","","20","1","2","1","98","3","2","-1","4","0","0","1","0","0","31","0","5","2","8","22","0","8","-22","0","2","","7","-2","138"
"2020-06-20","0","0","47","2","0","7","0","6","2","0","80","0","","6","2","2","0","93","4","1","0","0","0","1","0","0","0","28","1","3","0","18","52","0","3","37","0","3","","12","0","214"
"2020-06-21","0","0","66","5","0","5","0","9","5","0","85","0","","19","0","0","0","57","1","3","0","2","0","0","0","0","0","23","1","3","0","11","20","1","-1","-32","0","3","","13","2","154"
"2020-06-22","6","0","11","1","0","7","0","0","3","0","28","0","","3","-1","-1","0","42","1","1","1","0","0","1","0","1","0","7","1","0","-2","12","11","0","5","6","0","5","","0","-2","43"
"2020-06-23","1","0","26","3","0","6","6","4","-1","0","29","0","","29","0","0","0","113","4","1","1","1","0","0","0","0","0","33","0","1","1","80","36","-1","5","0","0","4","","22","3","109"
"2020-06-24","0","0","61","4","0","11","0","4","10","0","71","0","","9","1","1","2","87","3","9","2","2","0","0","0","0","0","40","1","2","-1","17","48","0","5","7","0","0","","33","-1","55"
"2020-06-25","1","0","32","3","0","10","0","5","3","0","45","0","","24","0","3","1","120","2","3","0","1","0","3","0","-1","0","39","-1","3","0","25","29","0","-2","6","1","3","","20","3","117"
"2020-06-26","2","0","25","9","1","4","0","8","8","0","40","0","","9","0","0","0","99","5","1","1","4","0","-1","1","0","0","21","0","2","1","35","46","0","0","0","0","1","","14","0","152"
"2020-06-27","1","0","76","9","1","7","0","4","7","0","64","0","","10","1","1","1","137","6","4","1","3","1","1","3","0","0","44","0","9","0","25","35","0","6","4","0","4","","11","4","69"
"2020-06-28","17","1","29","1","1","5","0","0","7","0","23","0","","15","1","0","0","86","2","5","2","4","0","1","0","1","0","20","0","1","0","7","14","1","7","-2","0","6","","1","0","92"
"2020-06-29","0","0","32","10","0","3","0","2","3","0","32","0","","15","0","0","1","124","-1","5","1","0","0","0","3","0","1","25","0","9","0","25","43","0","4","58","0","3","","15","0","88"
"2020-06-30","4","0","13","5","0","31","0","7","0","0","30","0","","24","1","0","0","158","9","1","-1","1","1","3","7","4","0","54","0","7","1","45","108","1","12","-31","0","5","","7","1","63"
"2020-07-01","8","0","67","17","0","18","0","8","9","0","57","0","","0","-1","1","0","127","4","3","0","3","0","1","8","0","0","26","0","8","0","27","45","0","8","93","0","4","","13","0","57"
"2020-07-02","4","0","56","28","5","19","0","15","11","0","57","0","","7","0","2","0","231","5","9","7","3","0","1","2","1","0","57","0","1","1","53","54","0","11","-83","0","1","","14","2","142"
"2020-07-03","1","0","35","13","1","22","0","5","12","0","39","0","","11","0","1","0","149","9","0","0","-1","0","1","1","0","0","54","0","4","1","51","86","1","10","29","0","5","","10","-2","79"
"2020-07-04","3","0","26","4","0","130","0","-3","8","0","47","0","","7","0","1","0","98","2","0","1","5","0","0","4","0","1","48","0","17","0","22","22","0","5","-32","0","1","","4","1","47"
"2020-07-05","16","0","41","11","1","2","0","4","6","0","58","0","","16","0","1","1","159","2","6","0","0","0","0","26","0","0","55","0","0","2","35","51","1","2","55","0","3","","4","0","93"
"2020-07-06","30","0","80","33","2","11","0","2","24","0","140","0","","151","5","-2","2","164","5","12","0","2","0","1","34","0","0","44","1","8","1","26","106","0","1","46","0","7","","6","0","145"
"2020-07-07","7","0","58","6","1","29","0","8","5","0","75","0","","6","1","2","0","77","3","2","3","1","0","1","1","0","2","30","0","1","4","42","55","0","9","-70","0","6","","8","0","62"
"2020-07-08","-4","0","29","40","0","28","0","11","17","0","27","0","","11","0","1","0","102","10","2","3","1","0","0","7","0","0","54","0","9","4","24","56","0","5","21","0","2","","4","0","57"
"2020-07-09","19","0","60","9","1","14","0","5","7","0","72","0","","18","1","3","0","135","8","3","3","6","0","0","1","0","0","63","0","4","1","31","33","1","6","8","0","4","","4","5","115"
"2020-07-10","4","0","55","23","3","29","0","7","16","1","69","0","","22","5","1","0","149","8","0","0","4","0","0","18","0","1","64","0","2","3","40","51","2","12","-26","0","5","","3","0","66"
"2020-07-11","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0"
"2020-07-12","16","0","103","39","6","32","1","27","32","2","116","1","","36","5","3","0","257","14","11","2","5","0","5","24","0","1","126","0","32","1","107","160","4","30","18","0","15","","18","1","188"
"2020-07-13","6","0","46","37","4","13","0","19","16","0","68","0","","57","8","0","2","252","15","5","1","7","0","2","29","0","3","72","2","14","5","67","70","1","24","34","0","11","","8","0","203"
"2020-07-14","7","0","100","3","2","8","0","2","4","0","40","1","","13","1","0","1","136","6","4","0","3","0","3","0","0","1","55","0","8","6","39","77","0","8","-28","0","5","","7","3","32"
"2020-07-15","1","0","135","18","0","39","0","22","7","0","45","0","","7","4","3","6","112","4","15","0","4","0","1","10","0","0","83","0","17","2","50","66","2","10","-16","0","9","","7","0","79"
"2020-07-16","0","0","54","38","3","20","0","6","15","0","24","0","","-1","2","0","0","233","22","47","1","2","1","4","25","0","5","91","0","11","2","59","117","5","14","73","0","5","","17","3","369"
"2020-07-17","25","0","49","16","2","7","0","7","8","2","71","0","","23","5","3","0","208","15","25","0","5","0","4","26","0","0","74","2","2","-1","57","58","2","15","-115","0","14","","11","0","134"
"2020-07-18","11","0","62","35","2","40","0","14","27","0","57","0","","30","3","2","0","187","9","1","1","5","0","1","30","1","0","83","0","12","3","69","122","6","21","-2","0","10","","12","4","101"
"2020-07-19","8","0","53","31","-1","1","0","6","34","0","51","0","","25","-1","1","0","200","27","7","1","7","0","2","60","0","5","106","0","17","0","42","90","1","13","32","0","8","","8","1","85"
"2020-07-20","11","0","44","35","0","8","0","3","39","0","41","0","","22","1","1","0","166","10","17","1","2","1","4","71","0","2","85","0","21","1","37","79","0","12","-1","0","16","","8","0","60"
"2020-07-21","7","0","62","12","4","59","1","18","14","0","52","0","","20","0","1","0","131","8","6","0","3","0","3","28","6","1","79","0","0","4","68","78","2","6","65","1","3","","14","0","76"
"2020-07-22","4","1","37","40","-1","11","0","2","32","0","36","0","","12","0","2","0","177","16","1","2","0","0","4","24","1","0","90","1","5","-2","58","76","2","9","-33","0","8","","5","1","51"
"2020-07-23","4","0","34","18","-1","26","0","11","5","1","25","0","","11","4","2","0","208","19","2","0","5","1","1","18","1","2","120","0","11","1","50","74","2","12","22","0","6","","11","1","55"
"2020-07-24","6","0","60","21","3","11","0","11","16","0","42","0","","25","5","1","0","191","31","3","1","3","1","5","27","-1","0","116","1","2","0","78","53","1","17","-26","0","11","","6","0","94"
"2020-07-25","14","0","57","35","2","10","2","1","21","0","43","0","","24","4","1","0","223","21","5","2","5","2","8","24","1","4","116","2","10","1","78","142","4","25","21","-1","15","","6","1","96"
"2020-07-26","18","0","32","31","3","10","0","5","20","2","34","0","","31","2","2","0","168","26","2","2","2","-1","10","30","3","2","99","0","7","2","28","104","4","8","7","0","7","","14","0","72"
"2020-07-27","3","0","37","28","1","5","0","7","27","1","22","0","","15","0","0","0","162","22","3","1","4","0","3","30","0","2","102","0","11","0","42","50","0","18","3","0","7","","9","0","71"
"2020-07-28","5","0","103","9","7","49","1","13","16","1","75","0","","41","4","6","0","138","22","1","8","5","0","9","20","1","0","70","0","7","0","65","103","7","6","-21","0","14","","18","23","58"
"2020-07-29","3","0","84","38","2","16","0","5","25","1","50","0","","23","5","1","1","139","11","6","1","4","1","10","18","1","-1","110","0","6","0","50","89","3","8","-1","0","15","","8","2","46"
"2020-07-30","3","2","44","21","3","13","0","6","20","0","37","0","","12","2","2","0","169","23","0","0","6","0","11","16","1","1","100","0","17","0","46","102","13","25","35","0","12","","15","0","61"
"2020-07-31","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0"
"2020-08-01","12","0","51","87","0","102","0","15","62","1","71","0","","45","4","3","0","365","35","21","3","10","3","4","46","7","-1","228","0","22","5","138","193","7","33","32","0","18","","16","4","96"
"2020-08-02","10","0","16","27","3","97","0","5","20","5","28","0","","45","1","2","2","111","12","1","3","10","0","8","20","0","1","63","0","10","1","56","57","0","2","-59","0","7","","12","0","56"
"2020-08-03","4","0","13","44","0","10","0","0","22","0","16","0","","18","2","0","0","102","13","0","0","3","0","6","16","0","0","89","0","11","0","16","46","3","2","29","0","34","","14","-1","30"
"2020-08-04","7","0","55","13","2","47","0","7","10","2","49","0","","27","2","2","1","123","16","5","0","1","2","12","12","1","1","64","1","10","1","60","96","2","9","-21","0","6","","5","0","34"
"2020-08-05","0","0","44","34","2","38","0","1","28","4","16","0","","12","8","0","0","139","16","1","2","4","4","6","12","3","2","68","-1","13","2","42","83","2","10","23","0","10","","16","0","61"
"2020-08-06","10","1","19","31","2","7","0","8","22","-3","22","0","","60","0","0","0","213","17","1","0","3","1","6","25","3","-1","129","0","9","-1","65","104","3","21","4","0","17","","8","2","25"
"2020-08-07","6","0","58","21","2","37","0","10","18","1","35","0","","29","0","6","0","144","14","5","1","10","2","14","16","1","1","45","0","0","2","43","85","6","14","-26","0","8","","5","14","43"
"2020-08-08","11","2","24","30","1","18","0","5","30","0","39","2","","37","10","2","0","217","9","13","2","6","6","11","25","1","1","84","0","18","0","54","138","3","14","24","0","27","","12","1","59"
"2020-08-09","6","0","9","28","17","10","0","5","10","0","21","0","","32","1","1","0","131","9","0","2","7","-1","5","3","2","1","76","0","4","0","42","27","2","9","16","0","11","","7","0","56"
"2020-08-10","12","0","25","24","2","10","0","3","13","1","33","0","","49","2","-3","0","137","7","2","0","5","0","9","13","-1","3","69","0","10","0","21","62","0","15","-6","0","14","","1","1","42"
"2020-08-11","5","1","28","5","17","36","0","10","4","0","20","0","","22","0","2","1","101","15","19","5","4","0","3","0","1","0","50","2","1","0","46","57","2","10","7","0","2","","1","5","22"
"2020-08-12","0","0","11","42","3","26","0","1","11","-1","17","0","","22","3","0","0","133","7","18","1","2","0","13","4","4","2","73","0","13","0","50","41","0","10","-5","0","15","","9","3","23"
