"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-05-13","   .00 %"," 10.00 %"," ##.## %",""," ##.## %","-25.00 %","-22.22 %","-78.95 %","   .00 %","","   .00 %","","","   .00 %","   .00 %"
"2020-05-14","","-18.18 %","","","-58.33 %","-33.33 %",""," ##.## %","","   .00 %","   .00 %","","","   .00 %","   .00 %"
"2020-05-15","   .00 %"," 55.56 %","-75.00 %","",""," ##.## %","   .00 %"," 40.62 %",""," -6.67 %","","-33.33 %"," ##.## %","","   .00 %"
"2020-05-16","","-42.86 %","","","   .00 %","-22.22 %"," 12.50 %","","   .00 %","-35.71 %",""," ##.## %","","   .00 %","-50.00 %"
"2020-05-17","   .00 %","-50.00 %","   .00 %","","-55.56 %","","-66.67 %","","   .00 %","-88.89 %"," ##.## %","-25.00 %","","",""
"2020-05-18","   .00 %"," ##.## %","   .00 %","","","   .00 %"," 33.33 %","   .00 %",""," ##.## %","","-66.67 %","-66.67 %","   .00 %","   .00 %"
"2020-05-19","","","","","","","","","","","","","","",""
"2020-05-20","   .00 %","   .00 %","-60.00 %","","   .00 %"," -6.67 %","   .00 %","   .00 %","-66.67 %"," ##.## %","-71.43 %"," ##.## %"," ##.## %"," 50.00 %"," 50.00 %"
"2020-05-21","","","","","","","","","","","","","","",""
"2020-05-23","","","","","","","","","","","","","","",""
"2020-05-25","","","","   .00 %","","","","   .00 %","","","","","","",""
"2020-05-26","","","","-20.97 %","","","","   .00 %","","","","","","",""
"2020-05-27"," ##.## %"," 62.50 %"," ##.## %",""," ##.## %","   .00 %"," 52.17 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","-25.00 %"," ##.## %","-66.67 %"
"2020-05-28","-95.71 %","-84.62 %","-92.05 %","","-50.00 %","","-57.14 %"," 12.12 %","-40.00 %","-95.92 %","","-50.00 %","","","   .00 %"
"2020-05-29",""," ##.## %","-71.43 %","","","   .00 %","-53.33 %","-29.73 %",""," ##.## %","","","","   .00 %"," ##.## %"
"2020-05-30","   .00 %","-12.50 %"," ##.## %","","   .00 %","-77.78 %"," 28.57 %"," 17.31 %","","-80.00 %","   .00 %","   .00 %","","","   .00 %"
"2020-05-31","   .00 %","-42.86 %","-52.94 %","","-15.38 %"," ##.## %"," ##.## %","-80.33 %"," 33.33 %","","","   .00 %","-66.67 %","   .00 %"," 50.00 %"
"2020-06-01","-42.86 %"," 25.00 %"," 12.50 %","-97.96 %","-36.36 %","-50.00 %","-94.74 %"," ##.## %","-75.00 %","   .00 %",""," ##.## %","   .00 %","-50.00 %","   .00 %"
"2020-06-02","-25.00 %","-60.00 %","  5.56 %",""," ##.## %","-42.86 %"," ##.## %"," 17.86 %","","-62.50 %"," ##.## %","",""," ##.## %",""
"2020-06-03"," ##.## %"," ##.## %","-63.16 %"," ##.## %","-65.22 %"," 25.00 %"," ##.## %"," ##.## %","   .00 %","","-80.00 %","   .00 %","   .00 %","-25.00 %","   .00 %"
"2020-06-04","-12.50 %"," 12.50 %","-71.43 %","","   .00 %"," ##.## %","-58.33 %","-54.26 %"," ##.## %"," ##.## %",""," 50.00 %","   .00 %","-16.67 %"," -6.67 %"
"2020-06-05"," ##.## %","-55.56 %","-50.00 %","   .00 %","-37.50 %","-27.27 %",""," 95.35 %","-66.67 %","-77.27 %","","-66.67 %","-50.00 %","-60.00 %","-85.71 %"
"2020-06-06"," 11.76 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","-51.19 %",""," ##.## %"," ##.## %",""," ##.## %"," ##.## %",""
"2020-06-07","-26.32 %","-92.31 %","-84.21 %","","-87.50 %"," 19.05 %","-41.18 %"," 68.29 %",""," 93.75 %","-50.00 %","   .00 %"," 20.00 %","-81.82 %","   .00 %"
"2020-06-08"," 28.57 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","-24.00 %","-60.00 %","-59.42 %","   .00 %","-45.16 %","   .00 %","-11.76 %","-66.67 %"," ##.## %","-35.71 %"
"2020-06-09","","","","","","",""," ##.## %","","","","","","",""
"2020-06-10","   .00 %"," ##.## %"," 83.33 %","   .00 %"," 75.00 %","   .00 %"," ##.## %","-62.32 %"," ##.## %","-88.24 %","   .00 %"," 60.00 %"," 50.00 %"," 90.48 %"," 77.78 %"
"2020-06-11","-66.67 %","-83.33 %","-18.18 %","-83.93 %","-71.43 %","-32.43 %","-71.93 %"," 46.15 %","-77.78 %"," ##.## %","","-37.50 %"," ##.## %","-82.50 %"," 50.00 %"
"2020-06-12"," ##.## %"," ##.## %","-11.11 %","-77.78 %"," ##.## %","-68.00 %"," 43.75 %"," 68.42 %","   .00 %"," 50.00 %","","-33.33 %","   .00 %","-57.14 %","-87.50 %"
"2020-06-13","-59.46 %","-64.29 %"," 37.50 %"," 50.00 %","-13.33 %"," ##.## %"," ##.## %","-48.44 %","","-25.00 %","   .00 %","-10.00 %","-66.67 %"," ##.## %"," ##.## %"
"2020-06-14"," ##.## %","-40.00 %"," ##.## %","-33.33 %","-15.38 %"," 44.00 %"," -3.77 %"," 18.18 %","   .00 %"," 44.44 %"," ##.## %"," 66.67 %"," ##.## %","  7.69 %","-80.77 %"
"2020-06-15","-51.11 %"," ##.## %","  9.38 %"," ##.## %"," 72.73 %"," 55.56 %"," 17.65 %"," 33.33 %","   .00 %"," 23.08 %","","-73.33 %","-90.00 %","  7.14 %"," ##.## %"
"2020-06-16"," 27.27 %","-33.33 %","-65.71 %"," ##.## %"," 52.63 %","-39.29 %"," -6.67 %","-15.38 %","","-31.25 %","","-25.00 %","   .00 %","-33.33 %","-50.00 %"
"2020-06-17"," ##.## %"," ##.## %","-58.33 %"," -3.70 %","-20.69 %","-11.76 %","  5.36 %"," 13.64 %","   .00 %","-81.82 %",""," ##.## %",""," ##.## %"," 40.00 %"
"2020-06-18"," -7.46 %","-28.00 %"," ##.## %","   .00 %","-39.13 %"," -6.67 %","-15.25 %"," ##.## %","-21.43 %"," ##.## %","   .00 %","-33.33 %"," ##.## %","  2.70 %"," ##.## %"
"2020-06-19","-19.35 %"," ##.## %"," 22.22 %","-26.92 %"," 21.43 %"," ##.## %","-38.00 %","-30.00 %"," ##.## %","-92.31 %",""," ##.## %",""," 23.68 %","   .00 %"
"2020-06-20"," 94.00 %","-12.07 %"," 86.36 %"," -5.26 %","   .00 %","-37.80 %","-51.61 %"," 18.57 %","-48.39 %"," ##.## %",""," 15.38 %","-66.67 %"," 38.30 %","-34.78 %"
"2020-06-21","-88.66 %"," -7.84 %"," 70.73 %","-77.78 %"," 52.94 %"," 29.41 %"," ##.## %","-59.04 %","-68.75 %"," ##.## %",""," ##.## %"," ##.## %","-20.00 %"," ##.## %"
"2020-06-22"," ##.## %","-38.30 %"," -8.57 %"," 75.00 %"," 30.77 %","-77.27 %"," 27.66 %"," 29.41 %"," 40.00 %","-50.00 %","","-87.18 %","   .00 %","  3.85 %","-27.59 %"
"2020-06-23"," -2.86 %","-10.34 %"," 35.94 %"," ##.## %"," 47.06 %"," ##.## %","-11.67 %"," -9.09 %","-28.57 %"," 16.67 %","   .00 %"," ##.## %","-83.33 %","-42.59 %","-42.86 %"
"2020-06-24"," 32.35 %"," 53.85 %","-37.93 %","-20.00 %","-22.00 %","  9.09 %"," 43.40 %"," -7.50 %"," 60.00 %"," 28.57 %",""," 95.24 %"," ##.## %"," -9.68 %","   .00 %"
"2020-06-25","-42.22 %","  5.00 %"," 18.52 %","-41.67 %"," 71.79 %"," 30.56 %"," -5.26 %"," 86.49 %"," ##.## %"," ##.## %","   .00 %"," -2.44 %"," 66.67 %","-35.71 %"," -8.33 %"
"2020-06-26"," 51.92 %","-38.10 %","-81.25 %","-85.71 %"," 10.45 %","-57.45 %","-16.67 %","-50.72 %"," 55.56 %","-48.28 %","   .00 %","-50.00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-27"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," -4.05 %"," ##.## %"," 15.00 %"," 50.00 %"," -7.14 %"," 60.00 %",""," 70.00 %","-34.78 %","-44.30 %","-62.41 %"
"2020-06-28","-68.32 %"," -2.38 %","-47.71 %"," 60.00 %"," 26.76 %"," 49.06 %"," 49.28 %"," -1.96 %"," 57.69 %","-25.00 %","   .00 %"," 29.41 %","-46.67 %"," 61.36 %"," ##.## %"
"2020-06-29"," 88.24 %","-31.71 %"," 26.32 %","-25.00 %","  8.89 %","-34.18 %","-16.50 %"," 62.00 %","-36.59 %"," 33.33 %","","-75.00 %","-87.50 %"," 59.15 %","-36.04 %"
"2020-06-30","  8.33 %"," 91.07 %","-23.61 %","-16.67 %","-40.82 %"," 61.54 %"," -4.65 %","-37.04 %"," 19.23 %","-79.17 %","   .00 %"," ##.## %"," ##.## %","-93.81 %","  5.63 %"
"2020-07-01"," 13.46 %","-67.29 %"," 45.45 %"," 40.00 %"," 32.76 %","-38.10 %","  9.76 %","-23.53 %"," -9.68 %"," ##.## %","","-19.23 %","-84.62 %"," ##.## %","-20.00 %"
"2020-07-02"," 13.56 %"," 34.29 %"," 52.50 %","-42.86 %"," 35.06 %"," 44.23 %","-16.67 %","-25.64 %"," ##.## %","-93.94 %","   .00 %","-66.67 %"," ##.## %"," ##.## %"," 68.33 %"
"2020-07-03"," 11.19 %","   .00 %","-54.10 %","-50.00 %","-23.08 %","-77.33 %"," 54.67 %"," 58.62 %"," 75.95 %"," ##.## %","   .00 %"," ##.## %","-23.08 %","  7.55 %","-81.19 %"
"2020-07-04","-14.77 %"," 42.55 %"," 82.14 %"," ##.## %","-25.00 %"," ##.## %","  1.72 %","-30.43 %","-58.99 %"," 80.00 %","","-83.33 %"," 30.00 %","-92.98 %"," ##.## %"
"2020-07-05","-31.50 %"," 10.45 %"," 15.69 %","-83.33 %"," ##.## %","-11.43 %","-17.80 %"," 12.50 %","-52.63 %"," 66.67 %","   .00 %"," ##.## %"," 38.46 %"," ##.## %","-28.77 %"
"2020-07-06"," 63.22 %"," 62.16 %"," 44.92 %"," ##.## %"," 25.48 %","-11.29 %"," 40.21 %"," 55.56 %"," 40.74 %"," -8.89 %","-62.50 %"," 14.77 %"," 33.33 %"," ##.## %"," 84.62 %"
"2020-07-07","  7.75 %","-45.00 %","-34.50 %","-66.67 %"," 20.81 %"," 81.82 %","-38.24 %","-60.71 %","-23.68 %"," -4.88 %"," ##.## %"," 21.78 %"," 25.00 %","-53.77 %","-70.83 %"
"2020-07-08","-43.14 %"," ##.## %"," 11.61 %"," ##.## %","-27.31 %","-30.00 %","-39.29 %","-59.09 %","-93.10 %"," 61.54 %","-70.19 %","-69.11 %"," 26.67 %"," -4.08 %"," ##.## %"
"2020-07-09","  4.60 %"," -7.45 %","-62.40 %","   .00 %"," 31.79 %"," 81.43 %"," 43.14 %"," ##.## %"," ##.## %","-50.79 %"," ##.## %"," ##.## %","-31.58 %","-63.83 %"," 60.56 %"
"2020-07-10"," ##.## %","-11.86 %"," ##.## %","","-40.35 %","-37.01 %"," 97.26 %","-39.62 %"," 14.58 %"," 64.52 %","-61.17 %","-58.65 %"," ##.## %"," ##.## %","-20.18 %"
"2020-07-11"," 62.83 %"," 44.23 %","-15.38 %","   .00 %","-50.00 %"," 53.75 %"," 59.03 %","  6.25 %","-42.73 %"," 49.02 %"," ##.## %","-40.70 %","-11.63 %","-41.67 %","-48.35 %"
"2020-07-12","-58.52 %","-47.00 %"," 87.41 %","-75.00 %"," ##.## %"," 67.48 %","  3.49 %","-47.06 %"," ##.## %"," 63.16 %","-28.92 %"," -3.92 %"," 81.58 %"," -5.95 %"," ##.## %"
"2020-07-13"," 36.43 %","  5.66 %"," 16.79 %"," ##.## %"," 25.66 %","-46.12 %","  5.06 %","-27.78 %","-74.63 %","-20.16 %"," 40.69 %"," 71.43 %","-50.00 %"," 73.42 %","-10.64 %"
"2020-07-14","  5.11 %"," 41.67 %","-48.88 %","","-23.56 %"," 16.22 %","-32.13 %","-38.46 %"," -5.88 %"," 66.67 %","  5.39 %","-66.67 %"," 88.41 %"," 45.26 %"," 33.33 %"
"2020-07-15","-12.43 %","  7.98 %"," 54.37 %","   .00 %"," ##.## %","-16.28 %"," ##.## %"," ##.## %"," 65.62 %","-72.73 %","-17.21 %"," ##.## %","-62.31 %","  4.02 %","   .00 %"
"2020-07-16","  7.41 %","-20.23 %"," ##.## %","   .00 %","-70.30 %"," 22.22 %"," 46.40 %","-55.00 %"," 96.23 %"," ##.## %","-37.64 %","-34.15 %"," ##.## %"," -5.80 %"," 12.50 %"
"2020-07-17"," 70.69 %"," 60.00 %"," 28.60 %","   .00 %"," ##.## %","-71.97 %","-46.61 %","-11.11 %","-49.04 %","   .79 %"," 34.23 %","-71.60 %","-11.88 %","-44.10 %","-56.35 %"
"2020-07-18","-25.93 %","  4.57 %"," 54.59 %","","-41.69 %"," ##.## %"," 74.60 %",""," ##.## %"," ##.## %"," 22.15 %"," ##.## %"," 32.58 %"," ##.## %"," ##.## %"
"2020-07-19"," ##.## %"," 28.28 %","-34.91 %",""," 65.42 %"," ##.## %","-33.82 %","   .00 %","-43.61 %"," 40.65 %"," ##.## %"," ##.## %"," ##.## %"," -3.44 %"," 55.86 %"
"2020-07-20","-46.31 %","-73.64 %"," 67.85 %",""," 68.36 %","-67.51 %"," 53.57 %","   .00 %"," 47.33 %","-74.42 %","-51.21 %","-61.65 %","-76.76 %"," -9.92 %","-32.74 %"
"2020-07-21"," 33.92 %"," ##.## %","-51.75 %","   .00 %"," -3.19 %"," ##.## %"," -7.87 %","   .00 %","-22.62 %"," 97.00 %","-49.04 %"," ##.## %"," ##.## %"," 75.99 %"," ##.## %"
"2020-07-22","-29.04 %","-38.39 %"," 70.04 %","   .00 %"," 45.93 %","-64.39 %"," 31.65 %","   .00 %","  3.51 %"," 65.99 %"," 89.47 %"," ##.## %","-49.05 %","  7.87 %","-28.88 %"
"2020-07-23"," ##.## %","-21.45 %"," 56.12 %",""," 40.62 %"," 52.32 %"," 33.33 %",""," 53.11 %"," 33.94 %"," 42.86 %","-34.80 %"," ##.## %"," 11.31 %"," -2.18 %"
"2020-07-24"," -3.15 %"," ##.## %","-26.02 %","","-40.62 %"," 56.09 %","  1.11 %",""," 31.00 %","-36.53 %","  3.89 %"," 31.29 %"," 16.25 %","  7.89 %"," ##.## %"
"2020-07-25","-26.52 %","-52.38 %"," 28.67 %","   .00 %"," -6.69 %"," 13.37 %","-18.82 %","   .00 %","-30.14 %","  7.55 %"," -6.68 %","  4.23 %"," 62.42 %"," 25.40 %","-40.49 %"
"2020-07-26","  1.52 %"," 91.00 %","-17.30 %","","-16.62 %","-18.43 %"," 63.48 %","   .00 %"," -2.42 %"," 10.03 %","-20.92 %","-16.24 %","-52.77 %","-15.12 %"," 34.69 %"
"2020-07-27","-28.61 %","-35.95 %"," 10.50 %",""," 36.01 %","-61.75 %","-45.26 %","   .00 %"," 30.99 %"," 28.27 %","-56.52 %","-16.45 %","-36.44 %","-52.50 %","-15.15 %"
"2020-07-28"," 41.22 %"," 23.16 %"," 12.98 %",""," 27.02 %"," ##.## %"," 72.59 %","","  5.68 %","-12.56 %"," ##.## %","-56.95 %"," 40.13 %"," 85.54 %"," 93.45 %"
"2020-07-29"," 85.27 %"," 81.19 %"," 22.60 %",""," 18.94 %","-11.60 %"," -4.80 %","","-27.76 %"," 64.77 %"," 26.53 %"," ##.## %","-75.91 %","  2.91 %"," 12.92 %"
"2020-07-30","-30.42 %","-37.85 %","-14.02 %","","-15.84 %","  4.63 %"," 14.76 %",""," 31.40 %"," 15.46 %"," 18.15 %"," 45.42 %"," ##.## %"," 28.11 %","  2.59 %"
"2020-07-31"," 45.39 %"," 55.01 %","-15.68 %","   .00 %"," -4.23 %"," 15.50 %","-10.22 %","   .00 %"," 27.67 %"," 22.65 %","-31.40 %","-19.62 %"," 81.31 %"," -4.21 %","-14.21 %"
"2020-08-01","-18.67 %"," 20.28 %","-27.90 %",""," 10.49 %"," 14.06 %","  9.79 %","","  -.99 %","-35.08 %"," 13.18 %"," 17.50 %","-69.33 %","-48.33 %","-15.33 %"
"2020-08-02","-38.30 %","-17.70 %","  6.16 %","","-36.16 %","  6.16 %","-19.29 %",""," -4.48 %","-19.86 %","  8.13 %","  6.23 %"," ##.## %"," 11.34 %","-27.61 %"
"2020-08-03"," 36.93 %","-69.27 %"," 19.68 %","","-10.33 %","-36.68 %","-39.56 %",""," -5.21 %"," 11.61 %","   .61 %","-14.51 %","  6.28 %","-20.00 %"," 45.45 %"
"2020-08-04"," 39.03 %"," ##.## %"," 23.18 %",""," 64.05 %"," 75.00 %"," 68.77 %","","-38.46 %"," 11.40 %","  8.48 %","-17.73 %","-12.70 %"," 39.09 %"," 32.81 %"
"2020-08-05"," -4.91 %"," 28.71 %"," 12.62 %","","-22.34 %","  4.76 %"," 34.65 %",""," 55.80 %"," -3.59 %","-24.58 %"," -2.43 %"," 12.52 %"," -4.90 %"," -4.71 %"
"2020-08-06","-11.75 %"," 11.52 %","-12.50 %",""," 18.90 %","-17.50 %"," -6.07 %","","  4.87 %"," 46.74 %"," 68.40 %"," -7.24 %","-13.53 %"," 37.11 %","-17.15 %"
"2020-08-07"," -1.08 %"," 29.80 %"," -6.00 %",""," -5.88 %"," 15.70 %","  3.58 %",""," -7.92 %"," 19.42 %","-34.16 %","  9.09 %"," -7.83 %","-31.33 %"," -1.32 %"
"2020-08-08","-11.27 %"," -1.73 %","  3.15 %","","-26.44 %"," -6.90 %","  1.65 %",""," 51.93 %"," -6.70 %"," -1.56 %"," 17.14 %","-15.09 %"," 24.27 %","-11.91 %"
"2020-08-09","-12.09 %","-11.94 %"," 17.79 %",""," 46.59 %"," 12.28 %","  3.40 %","","-16.02 %","-20.73 %","  2.26 %"," -3.71 %","-20.44 %"," 66.23 %"," 56.76 %"
"2020-08-10","-26.46 %","-43.51 %","-19.96 %","","-29.51 %","-66.74 %","-36.88 %","","  4.65 %","-26.58 %","-21.68 %","-35.48 %"," 60.34 %","-36.22 %","-46.66 %"
"2020-08-11"," 51.98 %"," 58.25 %"," 11.09 %",""," 15.46 %"," ##.## %"," 28.88 %","","-23.78 %","-28.77 %"," 42.37 %","  9.03 %","  3.48 %"," -6.09 %"," 31.89 %"
"2020-08-12","-18.56 %"," 62.93 %"," -2.92 %","","  6.28 %"," -2.05 %","-31.37 %",""," 32.36 %"," 98.63 %","  1.39 %"," 17.90 %","  -.17 %"," 37.02 %","-37.13 %"
"2020-08-13","  9.60 %","-22.02 %"," 12.91 %","","-21.92 %"," -1.49 %","  5.38 %",""," 50.00 %"," -5.67 %","-16.83 %"," 16.81 %"," -4.05 %"," -8.18 %"," ##.## %"
"2020-08-14","-10.98 %","  2.49 %","-23.80 %","","-11.43 %","  2.42 %"," 16.16 %","","-55.95 %"," -1.91 %"," 28.71 %"," -4.94 %"," -3.69 %","-12.31 %","-32.40 %"
"2020-08-15"," 11.68 %"," -2.84 %"," -1.75 %",""," 15.56 %","-11.83 %","-23.22 %",""," 63.00 %","-14.50 %"," 16.64 %","  1.02 %","  2.37 %","-18.18 %","-26.60 %"
"2020-08-16","-31.84 %","  2.29 %","-22.29 %",""," -3.12 %","-11.74 %"," 13.62 %",""," 25.56 %","-26.05 %"," 21.16 %","-42.73 %","-30.84 %"," 45.92 %","-26.48 %"
"2020-08-17"," -7.76 %","-53.31 %","  4.11 %",""," 31.53 %","-48.67 %","-55.40 %","","-41.86 %"," 13.71 %","-31.82 %","  1.37 %"," 19.07 %","-18.92 %"," 82.87 %"
"2020-08-18","-16.82 %"," ##.## %"," 53.24 %",""," 15.34 %"," ##.## %"," ##.## %",""," ##.## %"," 42.20 %","-23.15 %"," 78.81 %"," 11.04 %"," 11.19 %"," 44.36 %"
"2020-08-19"," ##.## %","-16.16 %","   .21 %","","-37.99 %","   .00 %"," -4.34 %","","-19.31 %"," 10.38 %"," 39.51 %","-10.02 %","-16.57 %"," 14.16 %","-10.86 %"
"2020-08-20","-13.36 %","   .72 %"," -3.00 %","","-20.18 %","-30.60 %","  1.39 %","","  8.55 %","-22.12 %"," 34.87 %"," 17.96 %","-10.05 %","  8.27 %","-35.51 %"
"2020-08-21","-27.65 %"," 31.94 %"," -3.32 %","","-19.19 %"," 35.90 %"," 14.16 %",""," 25.51 %"," 29.42 %","-25.07 %","-25.08 %"," 40.78 %"," 13.67 %","-20.97 %"
"2020-08-22"," 44.89 %"," 10.61 %","   .69 %",""," ##.## %","-12.45 %"," -7.51 %","","-13.05 %"," 23.92 %"," 15.76 %","-26.83 %"," -6.83 %"," -8.66 %"," 57.14 %"
