"date","Arizona/Apache","Arizona/Cochise","Arizona/Coconino","Arizona/Gila","Arizona/Graham","Arizona/Greenlee","Arizona/La Paz","Arizona/Maricopa","Arizona/Mohave","Arizona/Navajo","Arizona/Pima","Arizona/Pinal","Arizona/Santa Cruz","Arizona/Unassigned","Arizona/Yavapai","Arizona/Yuma"
"2020-04-24","  5.00 %","   .00 %","  5.96 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.09 %"," 40.00 %"," 11.18 %","  5.78 %","  5.36 %","   .00 %","-20.00 %","   .00 %","   .00 %"
"2020-04-25","  5.00 %","   .00 %","  4.47 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.25 %"," 40.00 %"," 11.18 %","  5.61 %","  5.36 %","   .00 %","-20.00 %","   .00 %","   .00 %"
"2020-04-26","   .00 %","   .00 %","  4.47 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.29 %","  6.67 %"," 11.18 %","  3.19 %","  5.36 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-27","   .00 %","   .00 %","  1.89 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.91 %","  6.67 %","  9.36 %","  2.27 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-28","   .00 %","   .00 %","  3.60 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.20 %","  6.67 %","  7.69 %","  1.68 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-29","   .00 %","   .00 %","  4.46 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.28 %"," 21.67 %","   .00 %","  1.59 %","  4.44 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-04-30","  4.00 %","   .00 %","  2.11 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.83 %"," 30.24 %","  3.33 %","  1.05 %","  4.44 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-01","  4.00 %","   .00 %","  3.06 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.94 %"," 29.57 %","  3.33 %","  1.30 %","  8.08 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-02","  4.00 %","   .00 %","  3.06 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.94 %"," 29.57 %","  3.33 %","  1.30 %","  8.08 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-03","  4.00 %","   .00 %","  3.06 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.94 %"," 29.57 %","  3.33 %","  1.30 %","  8.08 %","   .00 %"," ##.## %","   .00 %","   .00 %"
"2020-05-04","  4.00 %","   .00 %","   .95 %","   .00 %","   .00 %","   .00 %","   .00 %","   .99 %"," 14.57 %","  3.33 %","   .25 %","  3.64 %","   .00 %"," ##.## %","   .00 %","   .00 %"
"2020-05-05","  3.33 %","   .00 %","  1.86 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.09 %"," 10.62 %","  4.76 %","  6.18 %","  6.71 %","   .00 %"," ##.## %","   .00 %","   .00 %"
"2020-05-06","  3.33 %","   .00 %","  1.78 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.07 %","  5.87 %","  8.61 %","  8.02 %","  3.08 %","   .00 %"," ##.## %"," 40.00 %","   .00 %"
"2020-05-07","  3.33 %","   .00 %","  2.20 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.00 %","  8.22 %","  9.25 %","  8.37 %","  3.08 %","   .00 %"," ##.## %"," 40.00 %","   .00 %"
"2020-05-08"," 11.90 %","   .00 %","  4.64 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.34 %","  9.27 %"," 11.13 %"," 10.57 %","  8.41 %","   .00 %","-28.82 %"," 46.67 %","   .00 %"
"2020-05-09"," 11.90 %","   .00 %","  4.64 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.92 %"," 12.27 %"," 11.70 %"," 10.87 %","  8.41 %","   .00 %","-28.82 %"," 46.67 %"," 40.00 %"
"2020-05-10","  8.57 %","   .00 %","  3.74 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.28 %","  8.53 %","  6.94 %","  5.10 %","  5.33 %","   .00 %","-10.00 %"," 46.67 %"," 40.00 %"
"2020-05-11","  8.57 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.26 %","  8.11 %","  3.65 %","  3.00 %","  5.33 %","   .00 %","   .00 %","  6.67 %"," 40.00 %"
"2020-05-12"," 10.57 %","   .00 %","  3.53 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.05 %","  6.56 %","  5.16 %","  2.96 %","  6.39 %","   .00 %","   .00 %","  6.67 %"," 40.00 %"
"2020-05-13","  3.82 %","   .00 %","  1.08 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.41 %","  5.50 %","  3.78 %","  1.93 %","  1.05 %","   .00 %","   .00 %","   .00 %"," 46.67 %"
"2020-05-14","  3.82 %","   .00 %","  1.42 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.61 %","  2.50 %","  3.68 %","  2.74 %","  9.05 %","   .00 %","   .00 %","   .00 %","  6.67 %"
"2020-05-15"," 10.48 %","   .00 %","  2.44 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.13 %","  2.40 %","  6.01 %","  2.98 %","  9.05 %","   .00 %","   .00 %","  5.00 %","  6.67 %"
"2020-05-16"," 15.48 %","   .00 %","  2.72 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.01 %","  1.57 %","  5.45 %","  3.24 %"," 11.20 %","   .00 %","   .00 %","  5.00 %","  6.67 %"
"2020-05-17"," 13.48 %","   .00 %","  2.01 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.29 %","  1.51 %","  3.29 %","  2.94 %"," 10.14 %","   .00 %","   .00 %","  5.00 %","  6.67 %"
"2020-05-18"," 11.67 %","   .00 %","  2.32 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.91 %","  1.51 %","  2.80 %","  1.76 %"," 10.14 %","   .00 %","   .00 %","  5.00 %","  5.00 %"
"2020-05-19"," 11.67 %","   .00 %","  2.28 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.05 %","  1.51 %","  2.33 %","   .78 %","  2.79 %","   .00 %","   .00 %","  5.00 %","  5.00 %"
"2020-05-20","  7.00 %","   .00 %","  1.87 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.43 %","  1.46 %","  1.67 %","  1.52 %","  5.91 %","   .00 %","   .00 %","  4.00 %","  5.00 %"
"2020-05-21","  2.00 %","   .00 %","  1.52 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.53 %","  2.83 %","  1.67 %","  2.10 %","  3.77 %","   .00 %"," 20.00 %","  4.00 %"," 13.00 %"
"2020-05-22","  2.91 %","   .00 %","  1.52 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.91 %","  3.38 %","  2.05 %","  2.10 %","  3.77 %","   .00 %"," 20.00 %","  4.00 %"," 13.00 %"
"2020-05-23","  4.65 %","   .00 %","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.41 %","  3.99 %","  3.18 %","  1.99 %","  3.77 %","   .00 %"," 20.00 %","  4.00 %"," 16.57 %"
"2020-05-24","  4.65 %","   .00 %","  1.77 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.54 %","  3.99 %","  3.18 %","  1.75 %","  3.12 %","   .00 %"," 20.00 %","  4.00 %"," 16.57 %"
"2020-05-25","  3.45 %","   .00 %","  1.16 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.53 %","  5.04 %","  1.52 %","   .72 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 16.57 %"
"2020-05-26","  3.45 %","   .00 %","  1.15 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.26 %","  3.66 %","  1.52 %","  -.11 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.57 %"
"2020-05-27","  2.54 %","   .00 %","  1.70 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","  5.07 %","  1.49 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.57 %"
"2020-05-28","  2.34 %","   .00 %","  1.89 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.03 %","  4.47 %","   .71 %","  1.49 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  7.54 %"
"2020-05-29","  6.62 %","   .00 %","  2.40 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.77 %","  4.47 %","   .71 %","  1.50 %","  1.08 %","   .00 %"," 16.67 %","   .00 %","  7.54 %"
"2020-05-30","  6.41 %"," 40.00 %","  2.40 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.25 %","  3.66 %","  1.05 %","  1.38 %","  1.08 %","   .00 %"," 11.67 %","  3.33 %","  8.97 %"
"2020-05-31","  6.41 %"," 40.00 %","  2.12 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.39 %","  3.66 %","  1.39 %","  1.38 %","  1.08 %","   .00 %"," 11.67 %","   .48 %","  4.30 %"
"2020-06-01","  8.70 %"," 40.00 %","  1.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.76 %","  1.41 %","  2.37 %","  1.15 %","  1.59 %","   .00 %"," 11.67 %","   .48 %","  4.30 %"
"2020-06-02","  8.19 %"," 46.67 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.15 %","  1.85 %","  2.02 %","   .54 %","  1.09 %","   .00 %","  1.67 %","   .48 %","  4.01 %"
"2020-06-03","  5.85 %"," 51.67 %","   .99 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.16 %","  2.29 %","  2.95 %","  1.17 %","   .01 %","   .00 %"," -5.00 %","   .48 %","  8.72 %"
"2020-06-04","  5.26 %"," 11.67 %","   .99 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.85 %","  2.18 %","  2.61 %","  1.78 %","   .53 %","   .00 %","   .00 %"," -2.86 %","  9.19 %"
"2020-06-05","  5.71 %"," 11.67 %","   .99 %"," 40.00 %","   .00 %","   .00 %","   .00 %","  2.10 %","  2.59 %","  2.57 %","  1.78 %","  1.03 %","   .00 %"," -6.67 %","   .00 %","  9.60 %"
"2020-06-06","  4.73 %","  7.67 %","   .99 %"," 40.00 %","   .00 %","   .00 %","   .00 %","  2.47 %","  4.94 %","  2.41 %","  2.08 %","   .51 %"," 40.00 %"," -6.67 %","   .00 %","  9.60 %"
"2020-06-07","  3.70 %","  1.00 %","   .99 %"," 40.00 %","   .00 %","   .00 %","   .00 %","  1.82 %","  4.49 %","  2.41 %","  1.43 %","  1.01 %"," 40.00 %"," -6.67 %","   .00 %"," 13.95 %"
"2020-06-08","  1.75 %"," -4.00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","  1.05 %","  4.41 %","  1.47 %","   .91 %","  1.01 %"," 40.00 %"," -6.67 %","   .00 %","  9.24 %"
"2020-06-09","  1.75 %"," -4.00 %","   .00 %"," 40.00 %","   .00 %","   .00 %","   .00 %","  1.37 %","  3.56 %","  1.47 %","   .98 %","   .50 %"," 40.00 %"," -6.67 %","   .00 %","  8.59 %"
"2020-06-10","  1.30 %"," -4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.62 %","  3.50 %","  2.01 %","  1.36 %","   .49 %"," 46.67 %","   .00 %","   .00 %","  6.85 %"
"2020-06-11","  1.22 %","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.71 %","  1.71 %","  1.90 %","  1.25 %","   .49 %"," 16.67 %","   .00 %","  3.33 %","  9.79 %"
"2020-06-12","  1.61 %","   .00 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","  2.36 %","  1.90 %","  1.61 %","   .96 %"," 26.67 %","   .00 %","  3.33 %","  7.27 %"
"2020-06-13","  2.74 %","   .00 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.26 %","  2.63 %","  3.67 %","  1.70 %","  1.43 %"," 33.33 %","   .00 %","  3.33 %","  8.16 %"
"2020-06-14","  2.74 %","   .00 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.80 %","  2.63 %","  3.67 %","  1.02 %","  1.43 %"," 33.33 %","   .00 %","  3.33 %","  6.91 %"
"2020-06-15","  2.74 %","   .00 %","   .70 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","  2.59 %","  2.84 %","   .64 %","   .94 %"," 26.67 %","   .00 %","  3.33 %","  8.61 %"
"2020-06-16","  1.87 %","  5.00 %","   .46 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  1.32 %","  1.57 %","  2.24 %","   .73 %","  2.30 %"," 18.33 %","-10.00 %","   .00 %","  6.45 %"
"2020-06-17","  1.84 %","  5.00 %","   .46 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  1.56 %","  2.12 %","  2.69 %","   .62 %","  1.83 %","  8.33 %","-10.00 %","   .00 %","  3.38 %"
"2020-06-18","  1.74 %","  5.00 %","   .23 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  1.73 %","  1.78 %","  1.59 %","  1.06 %","  1.36 %","  1.67 %","-10.00 %","   .00 %","  3.24 %"
"2020-06-19","  2.40 %","  9.00 %","   .68 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  2.22 %","  1.78 %","  2.02 %","  1.48 %","  2.21 %","  3.21 %","-10.00 %","   .00 %","  5.42 %"
"2020-06-20","  3.35 %","  9.00 %","   .45 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  2.59 %","  1.48 %","  2.02 %","  1.65 %","  2.62 %","  1.78 %","-10.00 %","   .00 %","  4.38 %"
"2020-06-21","  2.99 %","  4.00 %","   .45 %","  6.67 %","   .00 %","   .00 %","   .00 %","  2.17 %","  1.75 %","  1.55 %","  1.38 %","  1.26 %","   .11 %","   .00 %","   .00 %","  4.23 %"
"2020-06-22","  2.64 %","  4.00 %","   .45 %","  6.67 %","   .00 %","   .00 %","   .00 %","  1.84 %","   .56 %","  1.10 %","  1.12 %","  1.26 %","   .11 %","   .00 %","   .00 %","  4.23 %"
"2020-06-23","  1.91 %","  4.00 %","   .45 %"," 11.67 %","   .00 %","   .00 %","   .00 %","  2.10 %","   .83 %","   .85 %","  1.01 %","  1.66 %","   .11 %","   .00 %","   .00 %","  4.70 %"
"2020-06-24","  3.05 %","   .00 %","   .22 %"," 11.67 %","   .00 %","   .00 %","  6.67 %","  2.35 %","  1.63 %","  3.93 %","  1.23 %","  2.38 %","   .11 %","   .00 %","   .00 %","  3.39 %"
"2020-06-25","  2.09 %","   .00 %","   .22 %"," 11.67 %","   .00 %","   .00 %","  6.67 %","  1.88 %","  2.14 %","  4.10 %","  2.39 %","  3.06 %","  1.54 %","   .00 %","   .00 %","  3.01 %"
"2020-06-26","  3.74 %","   .00 %","   .22 %","  5.00 %","   .00 %","   .00 %"," 11.67 %","  2.60 %","  2.86 %","  5.32 %","  1.95 %","  3.40 %","  1.54 %","   .00 %","   .00 %","  3.47 %"
"2020-06-27","  5.26 %","   .00 %","   .44 %","  5.00 %","   .00 %","   .00 %"," 11.67 %","  3.18 %","  3.10 %","  5.65 %","  2.10 %","  4.08 %","  4.40 %","   .00 %","  2.86 %","  4.51 %"
"2020-06-28","  4.95 %","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %"," 11.67 %","  2.40 %","  2.55 %","  5.23 %","  1.69 %","  4.34 %","  6.90 %","   .00 %","  2.86 %","  4.52 %"
"2020-06-29","  3.16 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","  5.00 %","  1.58 %","  1.75 %","  1.72 %","  1.04 %","  2.77 %","  5.36 %","   .00 %","  2.86 %","  4.58 %"
"2020-06-30","  3.40 %","  6.67 %","   .22 %","   .00 %","   .00 %","   .00 %","  5.00 %","  2.14 %","  1.24 %","  1.71 %","   .08 %","  2.95 %","  9.80 %","   .00 %","  5.36 %","  5.19 %"
"2020-07-01","  2.68 %"," 16.67 %","   .65 %","  4.00 %","   .00 %","   .00 %","   .00 %","  2.64 %","   .71 %","  1.29 %","  1.04 %","  3.80 %","  9.80 %","   .00 %","  7.58 %","  4.94 %"
"2020-07-02","  1.39 %"," 16.67 %","   .65 %","  4.00 %","   .00 %","   .00 %","  4.00 %","  2.63 %","   .70 %","  1.12 %","   .89 %","  3.96 %","  6.94 %","-20.00 %","  6.72 %","  4.93 %"
"2020-07-03","  1.39 %"," 20.00 %","   .86 %","  4.00 %","   .00 %","   .00 %","  4.00 %","  3.02 %","   .70 %","  1.27 %","  1.03 %","  3.58 %","  6.26 %","-20.00 %","  4.90 %","  4.47 %"
"2020-07-04","  1.39 %"," 20.00 %","   .86 %","  4.00 %","   .00 %","   .00 %","  4.00 %","  3.37 %","   .70 %","  1.42 %","  1.03 %","  3.58 %","  6.26 %","-20.00 %","  4.90 %","  4.10 %"
"2020-07-05","  1.37 %"," 13.33 %","   .86 %","  4.00 %","   .00 %","   .00 %","  4.00 %","  2.77 %","   .70 %","  1.26 %","   .66 %","  2.31 %","  1.82 %","-20.00 %","  2.40 %","  3.94 %"
"2020-07-06","   .44 %","  3.33 %","   .42 %","   .00 %","   .00 %","   .00 %","  4.00 %","  1.53 %","   .23 %","   .46 %","   .14 %","  1.92 %","  1.82 %","-20.00 %","   .18 %","  3.61 %"
"2020-07-07","  1.74 %","  7.62 %","   .42 %","   .00 %","   .00 %","   .00 %","  3.33 %","  2.07 %","  1.14 %","   .45 %","  1.56 %","  1.84 %","  4.32 %","   .00 %","   .18 %","  2.59 %"
"2020-07-08","  1.94 %","  7.82 %","   .21 %"," 10.00 %","   .00 %","   .00 %","  3.33 %","  2.11 %","  1.35 %","   .45 %","  1.42 %","  1.57 %","  2.50 %","   .00 %","  2.00 %","  1.99 %"
"2020-07-09","  2.14 %","  7.82 %","   .21 %"," 14.44 %","   .00 %","   .00 %","  3.33 %","  2.87 %","  1.78 %","   .15 %","  2.15 %","  1.82 %","  2.50 %","   .00 %","  2.00 %","  2.44 %"
"2020-07-10","  1.92 %","  7.82 %","   .21 %"," 16.26 %","   .00 %","   .00 %","  3.33 %","  3.53 %","  1.99 %","   .15 %","  2.15 %","  2.06 %","  2.50 %","   .00 %","  2.00 %","  2.36 %"
"2020-07-11","  1.92 %","  9.82 %","   .41 %"," 16.26 %","   .00 %","   .00 %","  3.33 %","  4.41 %","  1.99 %","   .15 %","  2.98 %","  1.50 %","  2.50 %","   .00 %","  2.00 %","  3.08 %"
"2020-07-12","  1.00 %","  5.53 %","  1.02 %"," 16.26 %","   .00 %","   .00 %","   .00 %","  3.96 %","  1.06 %","  1.34 %","  1.62 %","  1.68 %","  1.48 %","   .00 %","  7.27 %","  5.73 %"
"2020-07-13","   .79 %","  2.91 %","  1.02 %","  6.26 %"," 20.00 %","   .00 %","   .00 %","  3.53 %","   .84 %","  1.20 %","  1.62 %","  1.68 %","  1.48 %","   .00 %","  7.27 %","  5.56 %"
"2020-07-14","   .59 %","  6.39 %","  1.02 %","  6.82 %"," 20.00 %","   .00 %","   .00 %","  3.44 %","   .62 %","  1.62 %","  1.56 %","  1.44 %","  2.86 %","-20.00 %"," 15.27 %","  5.19 %"
"2020-07-15","   .79 %","  6.39 %","  1.02 %","  6.33 %"," 30.00 %","   .00 %","   .00 %","  4.03 %","   .41 %","  1.76 %","  2.10 %","  1.65 %","  3.51 %","-20.00 %"," 17.18 %","  4.55 %"
"2020-07-16","   .79 %","  4.39 %","  1.40 %","  5.08 %"," 30.00 %","   .00 %","   .00 %","  3.72 %","  1.02 %","  1.90 %","  2.02 %","  2.07 %","  3.51 %","-20.00 %"," 17.18 %","  3.42 %"
"2020-07-17","   .38 %","  5.13 %","   .59 %","  6.42 %"," 30.00 %","   .00 %","   .00 %","  3.95 %","  1.59 %","   .83 %","  2.34 %","  1.77 %","  2.65 %","-20.00 %"," 12.51 %","  1.40 %"
"2020-07-18","  1.14 %","  4.93 %","   .78 %","  6.42 %"," 16.67 %","   .00 %","  2.86 %","  4.85 %","  3.29 %","  1.63 %","  3.27 %","  3.43 %","  5.07 %","-40.00 %"," 20.97 %","  3.22 %"
"2020-07-19","  1.14 %","  1.46 %","   .78 %","  1.42 %"," 16.67 %","   .00 %","  2.86 %","  4.23 %","  3.09 %","  1.48 %","  2.49 %","  3.43 %","  4.78 %","-20.00 %"," 12.97 %","  2.68 %"
"2020-07-20","   .95 %","  1.46 %","   .78 %","   .08 %","  6.67 %","   .00 %","  2.86 %","  3.08 %","  3.26 %","  1.47 %","  1.96 %","  2.98 %","  4.13 %","-20.00 %"," 14.85 %","  2.90 %"
"2020-07-21","  1.85 %","  2.14 %","   .38 %","  5.08 %","  6.67 %","   .00 %","  5.36 %","  3.50 %","  3.86 %","  1.97 %","  1.68 %","  3.27 %","  5.67 %","-20.00 %"," 17.13 %","  4.74 %"
