"date","New Jersey/Atlantic","New Jersey/Bergen","New Jersey/Burlington","New Jersey/Camden","New Jersey/Cape May","New Jersey/Cumberland","New Jersey/Essex","New Jersey/Gloucester","New Jersey/Hudson","New Jersey/Hunterdon","New Jersey/Mercer","New Jersey/Middlesex","New Jersey/Monmouth","New Jersey/Morris","New Jersey/Ocean","New Jersey/Passaic","New Jersey/Salem","New Jersey/Somerset","New Jersey/Sussex","New Jersey/Unassigned","New Jersey/Union","New Jersey/Warren"
"2020-05-24","25","136","56","71","3","23","54","22","-80","22","62","136","80","15","56","76","17","25","0","226","-17","6"
"2020-05-25","67","97","47","79","9","44","34","23","0","6","78","86","65","52","58","88","14","30","5","0","49","7"
"2020-05-26","21","62","26","68","1","33","31","14","48","1","53","62","46","20","32","52","7","9","5","2","75","4"
"2020-05-27","38","60","51","56","21","74","59","27","-321","6","48","48","50","10","52","47","6","16","6","470","31","9"
"2020-05-28","33","135","44","65","10","48","178","35","54","1","78","86","51","65","63","86","13","17","9","-666","151","1"
"2020-05-29","34","65","43","58","9","63","45","33","259","7","105","101","88","13","50","86","10","30","2","416","135","7"
"2020-05-30","29","-12","48","75","4","50","33","19","0","4","75","90","59","16","73","54","19","15","4","-54","154","9"
"2020-05-31","31","61","60","85","2","39","55","17","-152","8","83","97","60","80","48","71","13","16","0","108","57","-2"
"2020-06-01","8","30","30","33","6","12","84","11","34","3","28","56","30","43","22","30","5","12","4","-50","37","5"
"2020-06-02","29","31","23","60","5","35","28","17","21","3","43","44","40","6","47","34","6","10","9","118","10","8"
"2020-06-03","33","43","20","42","1","86","52","16","30","7","29","45","43","28","36","43","8","14","5","-110","43","9"
"2020-06-04","2","32","25","18","1","38","99","12","23","3","39","6","47","8","47","34","6","7","3","-34","42","4"
"2020-06-05","23","55","21","69","7","62","107","20","0","6","48","65","49","24","54","76","6","25","24","-23","85","3"
"2020-06-06","21","29","23","53","6","26","47","9","41","7","28","66","26","12","25","49","5","13","5","-13","78","1"
"2020-06-07","34","20","16","14","3","7","11","9","0","1","18","-5","24","8","43","13","5","-2","0","-17","70","-1"
"2020-06-08","19","26","13","28","1","11","40","4","84","2","18","29","20","10","19","12","7","8","12","-88","55","3"
"2020-06-09","18","35","10","22","7","8","34","8","0","2","20","24","14","3","18","31","4","9","0","-30","61","1"
"2020-06-10","21","94","18","54","8","21","55","17","66","1","41","37","51","-9","41","32","1","19","7","-44","15","4"
"2020-06-11","9","52","6","35","1","23","28","10","0","4","30","39","64","5","66","31","2","23","0","21","20","1"
"2020-06-12","22","24","16","14","1","18","61","12","83","2","20","26","33","-45","34","26","10","15","0","-40","14","2"
"2020-06-13","22","62","18","34","5","16","41","23","0","4","28","32","60","12","22","31","6","20","11","6","-14","2"
"2020-06-14","15","13","10","32","2","5","28","12","28","1","28","45","20","13","22","15","1","3","0","-2","-15","0"
"2020-06-15","7","30","18","7","1","31","11","2","18","2","20","28","21","7","14","22","2","5","0","-10","-14","0"
"2020-06-16","42","53","35","15","9","31","13","7","43","1","10","16","25","11","21","15","3","3","0","-45","12","3"
"2020-06-17","14","27","6","7","1","17","33","5","0","7","12","39","18","28","27","19","12","13","13","-17","-5","1"
"2020-06-18","30","21","19","14","-2","10","78","10","11","0","23","34","26","25","45","23","13","6","5","25","-11","-1"
"2020-06-19","36","18","27","27","1","12","34","13","8","1","47","16","46","27","31","19","9","10","5","11","-13","4"
"2020-06-20","19","29","13","29","24","25","-2","6","23","3","26","29","49","10","31","10","3","10","3","-11","7","2"
"2020-06-21","64","14","29","18","-17","55","20","10","0","1","52","13","17","10","12","34","2","7","4","-66","24","5"
"2020-06-22","20","27","23","18","4","29","27","4","36","6","8","13","23","19","15","3","2","6","0","-30","18","2"
"2020-06-23","28","32","10","10","2","18","14","18","0","2","11","22","33","9","26","22","0","-1","0","59","1","3"
"2020-06-24","21","28","12","22","3","14","25","8","17","2","12","0","10","-3","20","-6","-2","1","4","-20","-11","1"
"2020-06-25","16","70","16","27","7","9","20","21","-558","1","23","27","22","-39","22","31","1","9","-41","614","4","2"
"2020-06-26","24","97","8","33","2","8","29","13","13","0","26","18","27","13","27","24","3","3","2","-5","22","1"
"2020-06-27","11","11","33","33","-1","11","30","16","26","0","-2","39","25","17","10","25","1","10","-1","-4","-3","2"
"2020-06-28","17","79","11","6","27","6","20","10","20","9","7","40","26","15","25","-1","1","16","5","-46","15","1"
"2020-06-29","6","21","6","13","-20","4","15","6","4","2","8","0","2","5","5","9","6","1","1","-15","9","2"
"2020-06-30","18","48","26","20","28","17","27","15","3","4","25","52","30","3","39","3","6","11","2","6","9","3"
"2020-07-01","15","22","21","51","-28","17","13","18","1","1","17","9","23","19","13","15","10","12","5","1","-2","8"
"2020-07-02","20","29","32","38","1","11","33","14","32","2","17","27","48","20","4","26","1","31","1","29","10","2"
"2020-07-03","26","58","17","13","1","7","38","9","39","2","18","32","37","13","35","7","15","7","1","-14","22","3"
"2020-07-04","2","30","5","15","1","7","17","11","32","2","16","17","24","10","16","14","3","9","11","21","25","3"
"2020-07-05","10","63","19","45","1","12","28","15","31","1","13","12","36","9","24","13","5","9","-1","6","14","4"
"2020-07-06","13","30","15","17","4","4","8","11","14","2","5","44","12","11","10","9","3","6","2","10","-23","2"
"2020-07-07","12","21","18","40","0","8","23","15","26","0","11","9","26","10","22","11","2","2","3","-13","18","3"
"2020-07-08","1","56","11","37","-2","1","2","20","8","1","-5","-10","16","24","15","4","1","5","5","-26","-7","4"
"2020-07-09","14","39","10","27","5","2","8","6","13","3","14","-4","9","10","20","22","3","2","1","9","19","-1"
"2020-07-10","11","56","16","31","3","11","26","15","19","2","8","53","33","11","8","30","1","22","1","2","-2","1"
"2020-07-11","14","20","28","39","6","3","34","27","33","-2","5","15","33","12","23","20","1","24","4","-20","11","1"
"2020-07-12","14","24","15","22","0","5","20","19","32","0","11","15","45","15","16","14","2","16","4","18","30","2"
"2020-07-13","8","20","7","24","1","5","31","6","14","0","6","24","33","7","8","16","0","4","1","-9","18","0"
"2020-07-14","24","16","30","30","7","7","19","24","58","1","12","30","27","12","39","25","3","18","3","-12","18","2"
"2020-07-15","13","20","7","29","4","5","42","9","26","3","8","30","63","5","23","22","3","21","3","1","26","0"
"2020-07-16","19","23","11","11","3","4","19","11","21","0","12","23","21","6","12","23","1","2","5","-9","4","1"
"2020-07-17","8","16","-11","5","2","2","-8","0","6","1","1","20","10","5","15","4","2","2","-1","-6","-27","4"
"2020-07-18","22","13","21","27","3","1","-6","12","15","2","16","12","13","15","23","13","6","9","3","36","6","1"
"2020-07-19","7","1","2","11","2","1","0","4","-13","-1","-19","-16","10","6","7","-5","1","-5","3","8","-38","3"
"2020-07-20","10","54","8","16","3","3","16","5","15","0","3","10","13","9","9","10","0","3","4","-24","9","4"
"2020-07-21","22","18","28","22","3","9","32","26","4","1","11","-13","11","23","32","9","6","4","3","38","-2","6"
"2020-07-22","13","47","12","21","2","7","20","15","14","1","19","224","37","20","66","15","4","10","3","-6","-164","9"
"2020-07-23","8","34","12","22","5","5","25","24","8","0","11","63","28","6","20","18","2","12","3","-11","-54","1"
"2020-07-24","20","29","31","42","9","8","30","26","24","11","10","34","43","19","42","23","6","12","5","4","24","6"
"2020-07-25","33","30","34","74","4","10","35","25","16","2","20","38","31","17","55","37","6","14","7","5","14","6"
"2020-07-26","23","34","27","61","8","9","47","24","34","5","18","21","35","13","35","38","1","11","6","27","24","4"
"2020-07-27","26","54","48","43","12","17","25","17","24","2","17","22","51","11","32","15","3","8","8","-6","17","3"
"2020-07-28","26","61","42","37","0","22","41","13","12","1","32","23","39","15","55","21","7","16","1","-21","34","6"
"2020-07-29","26","50","37","58","2","12","52","18","31","2","18","35","38","11","37","22","0","8","4","-191","29","6"
"2020-07-30","8","21","11","15","1","6","13","14","4","0","16","11","19","7","26","14","1","7","3","157","17","-1"
"2020-07-31","33","60","49","61","3","31","47","28","44","5","20","47","53","27","58","45","-2","7","2","2","67","3"
"2020-08-01","17","22","31","33","3","13","17","21","19","6","7","27","36","8","25","36","4","9","5","8","22","0"
"2020-08-02","12","27","19","23","1","12","21","17","14","1","15","13","24","12","20","28","2","4","7","18","30","1"
"2020-08-03","15","31","15","18","3","13","32","9","17","1","9","22","20","11","10","14","6","5","0","-2","15","0"
"2020-08-04","12","57","34","25","4","22","30","24","16","1","12","30","33","12","32","25","3","4","7","-28","0","1"
"2020-08-05","16","30","27","42","2","15","23","34","20","5","13","33","22","16","19","18","1","3","2","-4","15","5"
"2020-08-06","6","30","20","22","4","19","33","29","16","0","11","23","35","14","31","35","5","15","4","2","17","3"
"2020-08-07","4","25","25","35","-1","9","42","23","27","2","17","36","40","15","13","14","0","6","2","11","14","1"
"2020-08-08","10","57","25","26","2","14","29","20","34","2","11","27","17","11","21","24","6","8","5","-11","27","3"
"2020-08-09","7","43","30","37","8","6","13","12","30","1","4","35","18","13","11","19","2","14","3","4","32","2"
"2020-08-10","6","31","18","18","2","10","19","10","12","0","8","13","24","13","7","23","4","8","3","-1","30","0"
"2020-08-11","28","39","17","34","6","18","29","25","34","0","12","27","22","12","37","40","8","12","3","15","24","2"
"2020-08-12","12","35","27","31","2","11","37","27","32","1","4","29","20","13","12","43","1","10","5","80","31","0"
"2020-08-13","12","41","25","44","1","9","27","29","43","1","21","27","39","18","16","53","5","7","2","199","32","5"
"2020-08-14","14","118","14","44","3","10","30","29","38","3","5","30","27","11","40","57","7","9","1","62","15","3"
"2020-08-15","31","62","20","41","0","24","41","32","36","4","13","25","25","17","32","57","5","9","5","-228","20","7"
"2020-08-16","19","75","17","19","1","7","16","13","26","3","8","29","15","9","12","35","6","7","2","-331","22","3"
"2020-08-17","17","82","14","27","1","11","11","32","19","2","9","20","22","9","11","13","3","10","2","-16","10","3"
"2020-08-18","16","26","16","25","5","3","63","13","25","2","12","14","13","8","42","39","4","6","2","-24","19","2"
"2020-08-19","14","4","26","37","5","13","35","23","19","6","14","35","15","13","21","37","4","6","0","-24","23","3"
"2020-08-20","11","-46","27","17","5","11","-3","16","15","9","12","17","9","11","10","19","0","2","2","-54","6","4"
"2020-08-21","8","21","19","21","4","10","19","19","19","2","11","34","12","9","21","27","4","5","1","4","20","0"
"2020-08-22","14","34","13","18","7","18","36","29","29","8","10","29","28","8","51","59","8","5","4","99","20","2"
"2020-08-23","8","10","14","23","4","8","24","12","24","2","6","27","16","12","18","29","1","5","0","-108","11","2"
"2020-08-24","7","26","13","18","3","7","19","11","10","4","3","18","5","16","20","14","6","5","7","-1","14","0"
