"date","Jharkhand/Bokara","Jharkhand/Bokaro","Jharkhand/Chatra","Jharkhand/Deoghar","Jharkhand/Dhanbad","Jharkhand/Dumka","Jharkhand/East Singhbhum","Jharkhand/Garhwa","Jharkhand/Giridih","Jharkhand/Godda","Jharkhand/Gumla","Jharkhand/Hazaribagh","Jharkhand/Jamtara","Jharkhand/Khunti","Jharkhand/Koderma","Jharkhand/Latehar","Jharkhand/Lohardaga","Jharkhand/Pakur","Jharkhand/Palamu","Jharkhand/Ramgarh","Jharkhand/Ranchi","Jharkhand/Sahibganj","Jharkhand/Saraikela","Jharkhand/Saraikela-Kharsawan","Jharkhand/Simdega","Jharkhand/West Singhbhum"
"2021-01-12","","6","0","2","21","1","16","3","1","2","0","5","1","","0","5","1","","8","4","65","","","4","2","6"
"2021-01-13","","5","0","1","18","0","18","1","","","0","6","0","2","0","1","1","","4","5","82","","","2","4","2"
"2021-01-14","","7","6","23","15","1","17","0","","0","0","2","0","0","0","0","1","","6","5","84","","","2","1","3"
"2021-01-15","","16","0","","13","0","18","3","","0","0","3","","","5","1","0","","7","4","55","","","3","2","3"
"2021-01-16","","10","","","5","1","16","4","1","","13","2","0","","7","6","0","","8","3","78","","","1","1","2"
"2021-01-17","","6","","","5","","17","2","1","0","","2","","3","3","0","","","4","2","63","","","1","","2"
"2021-01-18","","8","5","","4","","17","2","","2","7","3","0","5","","0","4","","6","2","56","6","","1","2","1"
"2021-01-19","","5","0","","3","","19","","","","0","7","2","0","2","4","2","","7","1","85","","","1","1","2"
"2021-01-20","","7","","","4","4","17","2","1","4","","2","0","","9","0","3","","5","2","102","2","","2","2","2"
"2021-01-21","","7","0","","16","1","23","0","","0","0","4","","","0","10","1","","6","2","57","2","","1","0","6"
"2021-01-22","","5","","0","15","3","13","3","1","0","9","2","","","","0","2","","4","2","66","","","","1","1"
"2021-01-23","","5","","","8","","19","","","1","0","0","7","7","","10","","","4","1","105","","","2","5","3"
"2021-01-24","","7","3","","10","","16","0","","2","4","4","","","1","","","","2","2","56","","","","","2"
"2021-01-25","","4","","","5","1","18","2","","4","","5","0","","0","5","2","","0","2","66","0","","1","2","5"
"2021-01-26","","4","","","0","","8","1","","1","","","","","","","","","","1","49","","","","1",""
"2021-01-27","","4","","0","5","","16","0","1","4","5","3","","0","0","1","5","","0","2","68","","","","2","1"
"2021-01-28","","4","","1","4","0","15","4","","","0","3","0","","5","","7","","3","1","63","","","1","","1"
"2021-01-29","","3","6","2","2","","8","","","2","0","0","","","3","0","3","","0","2","54","0","","","","1"
"2021-01-30","","2","0","1","8","0","11","2","","1","","3","4","0","","1","","","","1","61","1","","","3","1"
"2021-01-31","","2","","1","7","","8","","","","0","0","","0","","","","","","1","44","","","","",""
"2021-02-01","","1","","","5","1","10","0","","","0","1","","","2","","","","8","2","49","","","","2",""
"2021-02-02","","4","","0","8","","6","","1","1","13","1","","0","0","1","","","2","1","39","1","","2","0","1"
"2021-02-03","","3","0","0","5","","6","0","","","8","1","","","","1","","","4","1","51","","","","","0"
"2021-02-04","","1","","1","6","0","6","0","","","0","1","","","2","5","","0","","1","39","","","","1","1"
"2021-02-05","","2","","0","1","1","6","1","","","","","0","2","3","","","","","1","29","","","1","",""
"2021-02-06","","3","4","3","3","0","8","2","","","","3","","","2","1","","","","","24","","","","1",""
"2021-02-07","","3","","0","4","1","7","","","","","","0","","0","","","1","","","18","","","","",""
"2021-02-08","","2","","1","2","0","9","","","4","0","","2","1","0","","","","","","9","0","","","","1"
"2021-02-09","","0","","1","2","0","7","","","","0","","1","","0","","","","2","","18","1","","","2","1"
"2021-02-10","","0","0","1","4","0","6","0","","","0","0","","","0","5","","","1","1","21","2","","","0","1"
"2021-02-11","","3","","0","6","","6","1","","","","1","","","1","4","","","","","29","","","","2",""
"2021-02-12","","2","","0","2","0","7","1","","","15","","0","0","","3","","","","1","19","","","","1","0"
"2021-02-13","","2","","0","3","","8","","","","","","","2","","0","","","","0","14","","","","",""
"2021-02-14","","2","","0","3","","8","","","","","","","2","","0","","","","0","14","","","","",""
"2021-02-15","","3","4","0","1","1","7","","","","0","2","","","0","","","","","1","13","0","","","1",""
"2021-02-16","","0","","3","-2","5","10","","","","0","","","-2","1","0","","","","","20","","","3","","1"
"2021-02-17","","0","","1","","","6","","","0","","","","","","","","","","1","28","","","","2",""
"2021-02-18","","3","","2","5","","7","","","","","","","","1","","","","1","","19","","","0","",""
"2021-02-19","","2","","0","5","1","8","","","","","2","","","3","3","0","","2","","22","2","","","","1"
"2021-02-20","","1","","","7","2","8","","","","0","1","","3","","2","","","","1","18","","","","2",""
"2021-02-21","","1","","1","4","","8","","0","","","","","","3","","","","","","19","","","0","",""
"2021-02-22","","1","","0","2","1","7","","","","0","","","","1","3","0","","","1","28","","","","","1"
"2021-02-23","","1","2","2","3","1","8","","","1","0","","2","2","","","","","","0","29","","","","0",""
"2021-02-24","","1","","0","","2","7","","","0","0","","","","2","1","","","","1","28","","","5","0",""
"2021-02-25","","3","0","2","","0","8","","","","","","","0","","0","","","","0","27","","","0","",""
"2021-02-26","","1","","1","1","","8","1","0","","0","","","0","","1","","","","","28","1","","","","1"
"2021-02-27","","1","0","7","","","9","","","","","0","1","","","","","","","","22","1","","0","",""
"2021-02-28","","1","0","0","3","","8","0","","","0","0","","0","0","","","","","0","28","","","0","",""
"2021-03-01","","2","","7","0","","8","","","","8","","0","","0","0","1","","","1","18","","","","0","1"
"2021-03-02","","2","","0","","1","6","","","","0","","0","","1","","","","","","23","","","4","1",""
"2021-03-03","","1","2","4","4","1","8","","1","","","","","4","","","5","","","1","25","","","","",""
"2021-03-04","","2","0","0","0","3","9","","","","0","0","","","","","","","","0","32","0","","","","1"
"2021-03-05","","1","","3","0","","7","","","1","6","0","","","","","","","","0","31","0","","","",""
"2021-03-06","","1","","0","0","","8","","","","","2","","","0","2","2","","","0","41","","","6","1","1"
"2021-03-07","","2","","0","0","","6","","","","","","","3","","","","","","0","25","","","","","2"
"2021-03-08","","4","","3","1","1","9","","","","","","0","","1","","","","","1","22","","","","2",""
"2021-03-09","","1","","","0","0","8","","","","8","1","","","","3","","","","0","19","","","0","0",""
"2021-03-10","","2","","","1","","8","","","","0","","","","1","1","","","","","23","","","","",""
"2021-03-11","","3","","","0","","9","","","","0","1","","","2","0","0","","","2","22","","","","","1"
"2021-03-12","","4","2","2","5","3","8","","","0","6","0","1","","","0","","","","2","25","","","","1",""
"2021-03-13","","1","","2","0","0","8","","","","0","","","","0","0","0","","","","26","","","","0",""
"2021-03-14","","2","0","","1","0","8","","","","0","","","","0","0","","0","","3","14","","","","",""
"2021-03-15","","3","","3","2","0","10","0","","","","2","","","","","1","","","1","31","2","","4","",""
"2021-03-16","","3","","","1","0","11","0","0","","0","1","","","1","","","","","2","29","0","","3","2","1"
"2021-03-17","","5","","1","2","1","12","","2","","0","","4","","","0","0","","","","33","","","0","","0"
"2021-03-18","","5","0","0","1","0","13","","","","0","1","","","0","","0","","","2","48","0","","","2","0"
"2021-03-19","","2","","1","5","2","10","1","","0","13","0","","0","","3","","0","","1","36","0","","","1",""
"2021-03-20","","3","","1","0","0","12","","","","0","1","","0","","0","","","","2","35","0","","","","0"
"2021-03-21","","3","","","1","0","10","","","0","","0","","","0","","1","","","","33","0","","","",""
"2021-03-22","","3","2","1","4","","10","","","1","0","0","0","0","0","1","1","","","4","41","0","","0","1","0"
"2021-03-23","","5","","0","2","0","11","","","0","0","2","0","0","0","1","1","","","0","49","0","","","0","0"
"2021-03-24","","5","","1","1","2","16","1","0","0","0","0","0","0","0","1","0","3","","2","45","0","","0","","0"
"2021-03-25","","6","","1","2","0","13","","","0","0","0","0","","0","","0","0","","0","47","1","","0","1","1"
"2021-03-26","","5","0","1","0","0","13","0","0","0","9","0","0","","1","2","0","0","","2","47","1","","0","","0"
"2021-03-27","0","7","0","0","1","0","19","","","7","5","2","0","2","2","1","1","0","","5","39","4","","1","1","2"
"2021-03-28","","8","","0","2","0","24","0","","","1","0","0","0","0","0","1","0","0","5","31","1","","","1","2"
"2021-03-29","","8","","0","5","0","18","","","0","","2","1","","4","","","0","","0","19","0","","","0","1"
"2021-03-30","","9","","0","14","0","28","0","","0","10","1","0","0","3","0","0","","1","4","44","12","","","1","3"
"2021-03-31","","5","0","0","13","4","22","","0","0","4","2","0","0","0","2","0","0","0","4","49","13","","2","0","2"
"2021-04-01","","10","0","0","20","4","32","0","0","0","5","0","0","0","4","2","0","7","0","4","59","10","","","0","5"
"2021-04-02","","12","","0","18","3","31","0","2","3","5","0","0","0","0","1","1","0","0","4","44","9","","","0","4"
"2021-04-03","","16","0","4","20","0","26","1","0","1","7","5","0","4","3","1","3","0","1","3","43","13","","0","5","5"
"2021-04-04","","12","0","0","4","3","39","0","2","4","5","1","0","0","3","1","2","0","0","4","53","9","","0","0","6"
"2021-04-05","","10","0","21","8","1","31","0","0","5","3","4","4","0","0","1","1","17","1","6","312","9","","","2","2"
"2021-04-06","","11","1","0","5","0","46","0","13","4","3","4","0","12","0","1","4","11","0","5","138","15","","7","14","4"
"2021-04-07","","16","0","3","15","1","40","1","13","10","14","5","0","5","4","1","3","0","0","3","113","19","","0","3","8"
"2021-04-08","","12","0","38","32","6","56","1","0","12","17","2","21","7","0","5","0","6","3","4","239","16","","3","8","10"
"2021-04-09","","34","0","17","37","2","72","0","16","8","9","11","25","1","4","0","6","19","4","7","250","11","","1","12","7"
"2021-04-10","","26","8","58","46","0","201","0","0","10","14","2","37","0","2","1","6","8","0","7","194","17","","6","8","16"
"2021-04-11","","39","0","12","39","3","131","1","15","10","17","1","0","1","0","1","0","17","0","10","297","30","","0","3","8"
"2021-04-12","","38","0","9","42","21","132","15","11","15","23","5","38","1","2","9","7","4","3","8","493","37","","0","7","17"
"2021-04-13","","34","0","32","62","47","158","5","43","13","19","4","11","0","16","6","6","10","20","19","429","34","","0","8","27"
"2021-04-14","","39","6","52","58","40","156","3","20","15","26","11","0","0","21","2","3","32","7","7","1212","60","","3","4","21"
"2021-04-15","","50","2","57","82","18","264","21","0","103","17","6","0","52","96","1","15","48","10","24","368","41","","0","9","41"
"2021-04-16","","60","0","64","47","36","171","19","14","30","23","23","64","11","28","3","12","14","25","21","617","33","","0","30","48"
"2021-04-17","","67","0","64","54","62","173","3","32","20","31","18","64","0","91","8","16","38","15","88","300","44","","","9","37"
"2021-04-18","","59","0","62","45","9","182","43","7","35","46","26","96","0","114","0","12","10","12","61","606","97","","1","0","28"
"2021-04-19","","69","0","72","84","48","178","46","18","38","57","74","96","0","0","0","25","12","29","94","625","127","","3","45","37"
"2021-04-20","","78","0","90","79","17","243","52","9","51","39","99","39","22","94","15","29","0","21","84","1035","116","","0","71","51"
"2021-04-21","","158","0","105","105","138","263","59","21","56","51","46","3","6","83","37","25","0","28","42","872","134","","0","55","44"
"2021-04-22","","172","43","115","118","65","361","51","25","68","8","65","10","3","138","3","19","0","46","71","795","120","","0","17","60"
"2021-04-23","","234","0","209","94","108","356","","65","56","36","121","9","435","79","10","41","17","51","90","810","164","","30","83","107"
"2021-04-24","","251","22","129","118","24","368","54","70","40","66","150","5","150","129","1","43","15","54","121","824","41","","46","30","114"
"2021-04-25","","101","227","84","142","16","361","33","78","120","94","315","22","93","421","0","36","0","75","60","723","65","","42","64","115"
"2021-04-26","","100","0","71","177","32","934","75","67","55","112","452","4","0","289","41","40","32","127","203","836","109","","19","141","102"
"2021-04-27","","171","58","194","161","116","706","84","84","211","99","298","51","120","301","122","74","27","174","117","769","141","","13","30","126"
"2021-04-28","","174","0","225","168","142","882","95","91","40","52","376","42","45","250","340","22","1","156","127","748","61","","22","50","253"
"2021-04-29","","203","48","138","138","92","902","105","73","168","85","480","154","149","550","2","35","0","98","142","729","74","","83","137","170"
"2021-04-30","","108","42","203","166","157","959","98","84","83","149","401","65","199","472","5","80","22","126","115","0","28","","94","118","228"
"2021-05-01","","296","83","241","154","72","1242","78","71","50","105","430","138","180","287","10","87","0","98","110","606","37","","112","73","210"
"2021-05-02","","268","44","191","165","14","780","72","94","259","291","424","233","0","158","10","94","0","228","135","792","35","","52","68","134"
"2021-05-03","","534","214","383","318","129","1717","151","191","364","495","729","415","130","343","102","294","7","393","679","1819","94","","208","155","291"
"2021-05-04","","301","167","129","130","37","996","65","111","102","156","636","113","96","163","17","96","0","296","486","1300","50","","96","54","214"
"2021-05-05","","269","152","146","208","8","863","36","118","258","161","331","202","228","190","10","166","4","275","441","1169","59","","94","124","292"
"2021-05-06","","269","233","42","135","18","1007","31","134","118","167","411","173","393","338","10","90","0","290","292","1038","45","","69","107","330"
"2021-05-07","","344","49","115","168","75","890","23","154","78","126","361","57","84","204","12","163","22","234","501","987","62","","112","130","342"
"2021-05-08","","801","91","225","355","200","1801","51","322","154","420","893","124","232","405","37","641","47","558","688","2020","119","","228","241","593"
"2021-05-09","","429","289","179","125","150","732","34","157","41","204","523","146","113","684","8","130","60","490","149","1103","43","","113","301","257"
"2021-05-10","","729","358","299","263","288","1826","75","309","132","424","1191","254","419","993","325","251","60","816","353","2807","71","","241","407","531"
"2021-05-11","","852","117","249","282","409","1959","99","320","163","323","1199","263","495","718","826","264","116","623","452","3873","62","","204","209","516"
"2021-05-12","","763","473","488","217","104","873","36","171","110","234","452","87","103","312","617","142","110","376","160","2020","46","","103","78","256"
"2021-05-13","","667","61","54","173","40","923","28","241","78","363","582","100","129","24","161","105","149","450","366","1765","53","","116","52","202"
"2021-05-14","","328","239","62","155","67","968","26","237","73","192","329","5","120","145","19","109","145","823","217","2267","54","","132","187","213"
"2021-05-15","","417","65","261","143","30","743","43","247","41","176","611","156","169","152","47","166","191","239","179","2206","57","","119","65","239"
"2021-05-16","","429","133","106","92","48","521","26","236","66","341","446","106","190","312","476","326","103","220","239","2260","43","","97","74","229"
"2021-05-17","","410","0","88","88","73","629","23","224","126","159","411","118","115","133","167","105","42","197","286","1617","45","","95","109","203"
"2021-05-18","","365","0","92","144","68","948","285","241","71","167","401","134","156","141","135","162","4","223","319","330","45","","65","113","250"
"2021-05-19","","181","0","106","136","31","449","210","158","92","88","317","152","65","141","329","85","0","189","185","1200","20","","51","110","233"
"2021-05-20","","105","110","92","109","55","600","49","162","83","281","258","92","111","99","221","156","134","225","189","796","7","","114","36","242"
"2021-05-21","","262","44","82","198","16","835","245","162","45","176","107","113","140","106","287","118","14","121","161","329","28","","67","256","205"
"2021-05-22","","233","194","119","375","38","596","100","106","31","121","463","70","80","108","294","62","1","156","123","301","0","","55","121","182"
