"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-08-05","  3.21 %","  4.30 %","  1.50 %","  4.17 %","   .00 %","  3.33 %","  2.11 %","   .00 %","   .00 %","   .71 %","  1.00 %","  3.77 %","   .00 %","   .00 %","","","   .00 %","   .00 %","  3.31 %","","   .00 %",""
"2020-08-06","  3.21 %","  4.30 %","   .88 %","  3.43 %","","  3.33 %","  4.01 %","   .00 %","   .00 %","   .71 %","   .00 %","  5.27 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .87 %","  2.73 %","","   .00 %",""
"2020-08-07","  4.63 %","  4.01 %","  1.73 %","  4.04 %","   .00 %","  3.33 %","  4.01 %","   .00 %","   .00 %","   .00 %","  1.90 %","  4.32 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .87 %","  2.51 %","","   .00 %",""
"2020-08-08","  4.30 %","  4.01 %","  1.97 %","  4.04 %","   .00 %","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %","  3.64 %","  5.80 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .87 %","  2.01 %","","   .00 %",""
"2020-08-09","  4.93 %","  3.76 %","  2.47 %","  2.48 %","   .00 %","   .00 %","  2.77 %","   .00 %","","   .69 %","  4.44 %","  4.67 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .87 %","  1.97 %","","   .00 %",""
"2020-08-10","  3.39 %","  2.43 %","  2.47 %","  1.19 %","   .00 %","  2.86 %","  2.77 %","   .00 %","   .00 %","  1.36 %","  5.21 %","  5.34 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .87 %","  1.79 %","","   .00 %",""
"2020-08-11","  4.60 %","  2.43 %","  2.73 %","  1.77 %","   .00 %","  5.36 %","  2.54 %","   .00 %","   .00 %","  1.36 %","  5.95 %","  3.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.76 %","","   .00 %",""
"2020-08-12","  3.17 %","  1.18 %","  2.08 %","  1.16 %","   .00 %","  7.58 %","  2.54 %","   .00 %","   .00 %","  1.36 %","  5.48 %","  3.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.72 %","","   .00 %",""
"2020-08-13","  1.84 %","  1.18 %","  1.79 %","  2.27 %","   .00 %","  9.58 %","  3.31 %","   .00 %","   .00 %","  1.36 %","  4.41 %","  2.63 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","","   .00 %",""
"2020-08-14","  2.35 %","   .00 %","  1.00 %","  1.68 %","   .00 %","  9.58 %","  2.44 %","   .00 %","   .00 %","   .67 %","  4.25 %","  3.15 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.16 %","","   .00 %",""
"2020-08-15","  2.35 %","   .00 %","  1.24 %","  1.68 %","   .00 %","  8.54 %","  3.92 %","   .00 %","   .00 %","   .00 %","  4.11 %","  2.48 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.13 %","","   .00 %",""
"2020-08-16","  1.68 %","  2.22 %","  1.22 %","  2.16 %","   .00 %","  7.71 %","  2.25 %","   .00 %","","   .00 %","  3.37 %","  4.69 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","  1.98 %","","   .00 %",""
"2020-08-17","  2.21 %","  4.22 %","   .72 %","  2.66 %","   .00 %","  7.02 %","  2.25 %","   .00 %","   .00 %","   .00 %","  1.94 %","  4.69 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .83 %","  1.71 %","","   .00 %",""
"2020-08-18","  4.26 %","  4.22 %","   .48 %","  3.02 %","   .00 %","  5.02 %","  1.48 %","   .00 %","   .00 %","   .00 %","  3.09 %","  4.07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","  1.68 %","","   .00 %",""
"2020-08-19","  3.12 %","  4.22 %","   .71 %","  3.47 %","   .00 %","  5.02 %","  1.48 %","   .00 %","   .00 %","   .00 %","  4.11 %","  2.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.63 %","  1.50 %","","   .00 %",""
"2020-08-20","  3.12 %","  4.22 %","   .71 %","  3.92 %","   .00 %","  3.21 %","   .00 %","   .00 %","","   .00 %","  3.48 %","  3.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.63 %","  1.60 %","","   .00 %",""
"2020-08-21","  3.04 %","  2.00 %","  1.16 %","  4.60 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %","  1.80 %","","   .00 %",""
"2020-08-22","  2.97 %","   .91 %","  1.16 %","  4.90 %","   .00 %","   .00 %","   .69 %","   .00 %","   .00 %","   .00 %","  4.50 %","  1.46 %"," 10.00 %","   .00 %","","   .00 %"," 20.00 %","  1.57 %","  2.21 %","","   .00 %",""
"2020-08-23","   .92 %","   .91 %","  1.82 %","  3.82 %","   .00 %","  2.86 %","  2.02 %","   .00 %","","   .00 %","  2.68 %","  1.46 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","  1.57 %","  1.97 %","","   .00 %",""
"2020-08-24","   .92 %","  1.78 %","  2.02 %","  3.37 %","   .00 %","  2.86 %","  2.02 %","   .00 %","   .00 %","   .00 %","  1.50 %","  1.93 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .77 %","  1.61 %","","   .00 %",""
"2020-08-25","  1.36 %","  1.78 %","  1.79 %","  3.30 %","   .00 %","  5.36 %","  3.27 %"," 20.00 %","   .00 %","   .00 %","  2.45 %","  2.34 %"," 10.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .77 %","  1.58 %","","   .00 %",""
"2020-08-26","  1.33 %","  1.78 %","  1.31 %","  1.93 %","   .00 %","  6.47 %","  5.04 %"," 20.00 %","   .00 %","   .00 %","  2.39 %","  2.29 %"," 10.00 %","  6.67 %","   .00 %","   .00 %"," 20.00 %","   .74 %","  1.95 %","","   .00 %",""
"2020-08-27","  1.30 %","   .87 %","  1.31 %","  1.86 %","   .00 %","  6.47 %","  4.89 %"," 30.00 %","   .00 %","  1.29 %","  1.89 %","  2.23 %","   .00 %"," 11.67 %","","   .00 %","   .00 %","   .74 %","  1.90 %","","   .00 %",""
"2020-08-28","  1.72 %","  1.70 %","   .64 %","  1.83 %","   .00 %","  3.61 %","  3.56 %"," 30.00 %","   .00 %","  2.50 %","  1.89 %","  2.23 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .74 %","  1.99 %","","   .00 %",""
"2020-08-29","  1.72 %","   .83 %","   .21 %","  1.83 %"," 10.00 %","  4.66 %","  4.08 %"," 30.00 %","   .00 %","  2.50 %","  1.85 %","  1.77 %","  6.67 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .74 %","  1.97 %","","   .00 %",""
"2020-08-30","  1.28 %","   .83 %","   .42 %","  2.14 %"," 10.00 %","  3.16 %","  4.37 %"," 10.00 %","   .00 %","  2.50 %","   .90 %","   .86 %","  6.67 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .74 %","  1.85 %","","   .00 %",""
"2020-08-31","  1.25 %","   .83 %","   .21 %","  1.77 %"," 16.67 %","  2.05 %","  3.56 %"," 10.00 %","   .00 %","  2.50 %","  1.31 %","   .84 %","  6.67 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.23 %","","   .00 %",""
"2020-09-01","   .82 %","  1.63 %","   .21 %","  1.71 %"," 16.67 %","  2.05 %","  4.38 %","   .00 %","   .00 %","  1.21 %","  1.31 %","  2.46 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .93 %","","   .00 %",""
"2020-09-02","   .81 %","   .80 %","   .21 %","  1.36 %"," 16.67 %","  4.91 %","  5.66 %","  6.67 %","   .00 %","  1.14 %","  1.73 %","  2.83 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .92 %",""," 20.00 %",""
"2020-09-03","  1.20 %","   .80 %","   .41 %","  2.00 %","  6.67 %","  3.86 %","  5.93 %"," 11.67 %","   .00 %","  1.14 %","  1.69 %","  2.83 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.00 %",""," 20.00 %",""
"2020-09-04","  1.20 %","   .80 %","   .61 %","  1.31 %"," 11.67 %","  2.86 %","  5.16 %"," 11.67 %","   .00 %","  1.14 %","  2.89 %","  3.19 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.08 %",""," 20.00 %",""
"2020-09-05","   .79 %","   .80 %","   .81 %","  1.31 %","  5.00 %","  3.69 %","  6.06 %"," 23.67 %","   .00 %","  1.14 %","  2.40 %","  2.77 %","  5.00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","  1.07 %",""," 30.00 %",""
"2020-09-06","   .79 %","   .00 %","   .81 %","   .96 %","  5.00 %","  3.69 %","  6.05 %"," 26.17 %","   .00 %","  1.68 %","  2.40 %","  1.09 %","  5.00 %","  4.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.23 %",""," 30.00 %",""
"2020-09-07","   .39 %","   .00 %","  1.21 %","  1.27 %","  9.00 %","   .83 %","  6.05 %"," 21.72 %","   .00 %","  1.07 %","  1.99 %","  1.42 %","  5.00 %","  7.33 %","   .00 %","   .00 %","  6.67 %","   .71 %","  1.31 %",""," 10.00 %",""
"2020-09-08","   .00 %","   .00 %","  1.20 %","   .62 %"," 15.67 %","   .83 %","  5.55 %"," 16.72 %","   .00 %","  1.58 %","  1.95 %","  1.76 %","  9.00 %"," 15.90 %","   .00 %","   .00 %"," 11.67 %","   .71 %","  1.20 %",""," 10.00 %",""
"2020-09-09","   .38 %","   .77 %","  1.17 %","   .62 %"," 10.67 %","   .83 %","  6.25 %"," 18.72 %","   .00 %","  1.58 %","  1.11 %","  1.40 %","  9.00 %"," 19.90 %","   .00 %","   .00 %"," 11.67 %","   .71 %","  1.11 %",""," 10.00 %",""
"2020-09-10","   .38 %","   .77 %","  1.16 %","  1.23 %"," 13.17 %","   .00 %","  4.94 %","  6.72 %","   .00 %","  1.58 %","   .73 %","  1.40 %","  4.00 %"," 23.24 %","   .00 %"," 10.00 %"," 19.67 %","   .71 %","  1.10 %","","   .00 %",""
"2020-09-11","   .38 %","   .77 %","  1.35 %","  1.21 %"," 13.17 %","   .00 %","  5.19 %","  4.22 %","   .00 %","  1.04 %","   .73 %","  1.04 %","  4.00 %"," 19.24 %","   .00 %"," 10.00 %"," 13.00 %","   .71 %","   .83 %","","   .00 %",""
"2020-09-12","   .38 %","  1.51 %","  1.14 %","  1.19 %","  9.17 %","   .00 %","  4.90 %","  2.00 %","   .00 %","   .51 %","   .73 %","   .34 %","  4.00 %"," 17.33 %","   .00 %"," 10.00 %"," 15.86 %","   .00 %","   .66 %","","   .00 %",""
"2020-09-13","   .76 %","  1.51 %","  1.13 %","  1.48 %","  2.50 %","   .00 %","  5.31 %","  3.82 %"," 20.00 %","   .00 %","   .36 %","   .00 %","   .00 %"," 12.76 %","   .00 %"," 10.00 %"," 10.86 %","   .00 %","   .74 %","","   .00 %",""
"2020-09-14","   .38 %","  1.46 %","   .74 %","  2.04 %"," 11.39 %","   .80 %","  4.75 %","  1.82 %"," 30.00 %","   .00 %","   .36 %","   .67 %","   .00 %","  8.76 %","   .00 %"," 10.00 %"," 10.86 %","   .00 %","   .65 %","","   .00 %",""
"2020-09-15","   .38 %","  1.46 %","   .74 %","  1.43 %"," 11.97 %","   .80 %","  5.72 %","  3.48 %"," 30.00 %","   .00 %","   .71 %","   .67 %","   .00 %","  5.43 %"," 40.00 %","   .00 %","  2.86 %","   .00 %","   .72 %",""," 13.33 %",""
"2020-09-16","   .38 %","  2.14 %","   .55 %","  1.41 %"," 11.97 %","   .80 %","  5.54 %","  3.48 %"," 30.00 %","   .50 %","  1.40 %","   .67 %","   .00 %","  6.54 %"," 46.67 %","   .00 %","  5.36 %","   .69 %","   .72 %",""," 17.33 %",""
"2020-09-17","   .38 %","  1.40 %","   .37 %","  1.12 %"," 11.97 %","   .80 %","  6.63 %","  3.48 %"," 30.00 %","   .99 %","  1.40 %","   .67 %","   .00 %","  5.11 %"," 46.67 %","  6.67 %","  4.72 %","   .69 %","   .95 %",""," 20.67 %",""
"2020-09-18","   .00 %","  2.07 %","   .18 %","  1.11 %"," 14.63 %","   .80 %","  6.43 %","  3.21 %"," 10.00 %","  1.46 %","  1.40 %","   .99 %","  3.33 %","  2.16 %"," 51.67 %","  6.67 %","  4.72 %","   .69 %","   .79 %",""," 23.52 %",""
"2020-09-19","   .37 %","  2.00 %","   .36 %","   .81 %","  5.74 %","   .00 %","  7.36 %","  3.21 %","   .00 %","  1.46 %","  1.37 %","   .32 %","  6.19 %","  3.16 %"," 55.67 %","  6.67 %","  4.72 %","   .69 %","   .86 %",""," 23.52 %",""
"2020-09-20","   .73 %","  3.25 %","   .36 %","   .81 %","  3.84 %","   .00 %","  6.29 %","  2.97 %"," 13.33 %","  1.46 %","  1.02 %","   .32 %","  6.19 %","  4.12 %"," 15.67 %","  6.67 %","  4.72 %","   .69 %","   .70 %",""," 12.69 %",""
"2020-09-21","  1.81 %","  2.56 %","   .36 %","  1.06 %","  6.07 %","   .00 %","  5.48 %","  2.97 %"," 13.33 %","   .96 %","   .33 %","   .32 %","  8.69 %","  6.64 %","  9.00 %"," 11.67 %","  6.22 %","   .00 %","   .93 %","","  8.69 %",""
"2020-09-22","  2.82 %","  2.56 %","   .71 %","  1.06 %","  8.07 %","   .00 %","  4.13 %","  2.97 %"," 13.33 %","   .48 %","   .99 %","   .32 %","  8.69 %","  6.64 %","  9.00 %","  5.00 %","  4.00 %","   .00 %","   .91 %","","  5.36 %",""
"2020-09-23","  2.82 %","  1.90 %","   .71 %","  1.31 %","  7.22 %","   .00 %","  4.03 %","  4.10 %"," 17.33 %","   .00 %","  1.31 %","   .32 %","  5.36 %","  7.13 %"," 10.67 %","  5.00 %"," 10.67 %","   .00 %","   .83 %","","  2.50 %",""
"2020-09-24","  2.45 %","  1.25 %","  1.05 %","  1.04 %","  7.22 %","   .00 %","  3.30 %","  6.45 %"," 17.33 %","   .00 %","   .97 %","   .32 %","  2.50 %","  7.56 %","  6.67 %","  5.00 %"," 13.17 %","   .00 %","  1.05 %","","  2.50 %",""
"2020-09-25","  2.09 %","   .00 %","   .88 %","  1.04 %","  6.87 %","   .77 %","  3.49 %","  6.07 %","  4.00 %","   .00 %","  1.29 %","  1.25 %","  4.72 %","  6.60 %","  6.67 %","  5.00 %"," 14.28 %","   .67 %","  1.26 %","","   .00 %",""
"2020-09-26","  1.02 %","  1.18 %","   .88 %","   .76 %","  5.45 %","  1.51 %","  3.52 %","  7.07 %","  7.33 %","   .00 %","  1.29 %","  1.25 %","  6.22 %","  2.97 %","  6.67 %","   .00 %"," 10.28 %","   .67 %","  1.24 %","","  4.44 %",""
"2020-09-27","   .00 %","  1.18 %","   .69 %","   .76 %","  3.45 %","  1.51 %","  3.16 %","  7.07 %","  7.33 %","   .00 %","   .94 %","  1.25 %","  6.22 %","  2.97 %","  6.67 %","   .00 %"," 10.28 %","   .67 %","  1.09 %","","  4.44 %",""
"2020-09-28","   .00 %","  1.73 %","   .69 %","   .25 %","  2.40 %","  1.51 %","  3.58 %","  4.41 %","  3.33 %","   .00 %","   .62 %","  1.24 %","  6.22 %","  1.43 %","  2.50 %","   .00 %","  4.66 %","  1.31 %","  1.09 %","","  6.26 %",""
"2020-09-29","   .32 %","  1.73 %","   .51 %","   .50 %","  2.40 %","  1.51 %","  3.17 %","  2.05 %","  3.33 %","   .00 %","   .92 %","  1.24 %","  6.22 %","   .67 %","  4.72 %","   .00 %","  2.16 %","  1.31 %","   .86 %",""," 11.26 %",""
"2020-09-30","   .96 %","  1.73 %","   .51 %","   .50 %","  2.31 %","  1.46 %","  2.97 %","  1.95 %","  3.33 %","   .00 %","   .61 %","   .30 %","  9.00 %","  1.31 %","  4.72 %","  4.00 %","  1.05 %","   .65 %","   .77 %",""," 11.26 %",""
"2020-10-01","  1.27 %","   .56 %","   .51 %","   .73 %","  3.65 %","   .71 %","  3.21 %","   .95 %","   .00 %","   .00 %","   .61 %","   .59 %","  6.33 %","  1.31 %","  4.72 %","","  2.05 %","   .65 %","   .49 %","","  6.82 %",""
"2020-10-02","  1.27 %","   .56 %","   .34 %","   .97 %","  4.30 %","   .71 %","  3.26 %","  2.77 %","   .00 %","   .00 %","   .30 %","   .59 %","  6.33 %","  1.31 %","  4.72 %","  4.00 %","  3.01 %","   .65 %","   .55 %","","  9.48 %",""
"2020-10-03","  1.27 %","   .54 %","   .34 %","  1.21 %","  4.15 %","   .71 %","  2.83 %","  3.60 %","  5.71 %","   .00 %","   .60 %","   .58 %","  6.33 %","  3.19 %","  2.22 %","  4.00 %","  1.95 %","   .00 %","   .83 %","","  7.67 %",""
"2020-10-04","  1.25 %","  1.07 %","   .00 %","  1.19 %","  4.15 %","   .71 %","  2.44 %","  4.40 %","  5.71 %","   .00 %","   .30 %","   .58 %","  6.33 %","  3.09 %","   .00 %","  4.00 %","  1.95 %","   .00 %","   .82 %","","  3.84 %",""
"2020-10-05","   .61 %","  1.58 %","   .17 %","  1.42 %","  4.02 %","   .00 %","  1.99 %","  3.45 %","  7.94 %","   .00 %","   .30 %","   .58 %","  2.58 %","  3.00 %","  2.00 %","  4.00 %","  1.95 %","   .00 %","   .75 %","","  3.84 %",""
"2020-10-06","   .90 %","  1.58 %","   .17 %","   .94 %","  3.05 %","   .69 %","  1.42 %","  4.99 %","  9.94 %","   .00 %","   .59 %","   .29 %","  1.25 %","  3.00 %","  2.00 %","   .00 %","   .95 %","   .00 %","  1.01 %","","  3.84 %",""
"2020-10-07","   .90 %","  1.58 %","   .33 %","   .70 %","  2.96 %","   .69 %","  1.29 %","  3.17 %","  9.94 %","   .00 %","   .88 %","   .86 %","  1.25 %","  4.08 %","  2.00 %","   .00 %","   .91 %","   .00 %","  1.00 %","","  1.18 %",""
"2020-10-08","   .90 %","  1.54 %","   .33 %","   .69 %","  2.88 %","   .69 %","  1.17 %","  2.34 %","  4.22 %","   .00 %","   .58 %","   .57 %","  2.43 %","  2.21 %","  2.00 %","   .00 %","  1.78 %","   .00 %","   .73 %","","  2.29 %",""
"2020-10-09","   .60 %","  1.01 %","   .49 %","   .46 %","  2.88 %","   .69 %","  1.53 %","  2.25 %","  4.22 %","   .00 %","   .58 %","   .57 %","  4.65 %","  2.66 %","  2.00 %","   .00 %","  1.78 %","   .00 %","   .72 %","","  1.11 %",""
"2020-10-10","   .60 %","   .50 %","   .49 %","   .23 %","  2.27 %","   .69 %","  1.72 %","  2.25 %","  2.00 %","   .00 %","   .58 %","   .57 %","  3.40 %","  2.59 %","   .00 %","   .00 %","  1.78 %","   .00 %","   .78 %","","  1.11 %",""
"2020-10-11","   .00 %","   .50 %","   .81 %","   .23 %","  1.62 %","   .00 %","  1.51 %","   .71 %","   .00 %","   .00 %","   .29 %","   .85 %","  4.40 %","  3.07 %","   .00 %","   .00 %","  1.78 %","   .00 %","   .58 %","","  2.16 %",""
"2020-10-12","   .29 %","   .99 %","   .64 %","   .23 %","  1.58 %","   .00 %","  1.49 %","   .71 %","   .00 %","   .00 %","   .00 %","   .55 %","  5.35 %","  1.99 %","   .00 %","","   .87 %","   .00 %","   .58 %","","  2.16 %",""
"2020-10-13","   .29 %","   .49 %","   .96 %","   .22 %","  1.04 %","   .00 %","  1.38 %","   .71 %","   .00 %","   .00 %","   .00 %","   .55 %","  4.17 %","  2.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .64 %","","  1.05 %",""
"2020-10-14","   .29 %","   .49 %","   .80 %","   .22 %","  1.04 %","   .00 %","   .99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .55 %","  1.95 %","  1.88 %","   .00 %","   .00 %","   .00 %","   .62 %","   .82 %","","  3.05 %",""
"2020-10-15","   .29 %","   .49 %","   .79 %","   .22 %","  1.04 %","   .00 %","   .98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .82 %","  1.95 %","  1.40 %","   .00 %","   .00 %","   .00 %","   .62 %","   .75 %","","  3.05 %",""
"2020-10-16","   .29 %","   .49 %","   .62 %","   .22 %","   .51 %","   .00 %","  1.23 %","   .00 %","   .00 %","   .00 %","   .29 %","   .54 %","   .95 %","   .92 %","   .00 %","  3.33 %","   .00 %","   .62 %","   .75 %","","  2.00 %",""
"2020-10-17","   .00 %","   .00 %","   .78 %","   .22 %","   .50 %","   .00 %","   .96 %","   .00 %","  5.45 %","   .00 %","   .29 %","   .54 %","   .00 %","   .92 %","   .00 %","  3.33 %","   .00 %","   .62 %","   .56 %","","  2.00 %",""
"2020-10-18","   .00 %","   .00 %","   .46 %","   .00 %","   .99 %","   .00 %","   .87 %","   .69 %","  5.45 %","   .00 %","   .29 %","   .54 %","   .00 %","   .45 %","   .00 %","  3.33 %","   .00 %","   .62 %","   .74 %","","",""
"2020-10-19","   .29 %","   .00 %","   .46 %","   .00 %","   .99 %","   .00 %","   .60 %","   .69 %","  5.45 %","   .93 %","   .29 %","   .80 %","   .00 %","   .00 %","  1.82 %","  3.33 %","   .83 %","   .61 %","   .49 %","","  2.91 %",""
"2020-10-20","   .29 %","   .00 %","   .46 %","   .00 %","   .99 %","   .00 %","   .60 %","   .69 %","  5.45 %","  1.37 %","   .29 %","   .79 %","   .00 %","   .00 %","  1.82 %","  3.33 %","   .83 %","  1.19 %","   .49 %","","  1.78 %",""
"2020-10-21","   .29 %","   .00 %","   .45 %","   .00 %","   .99 %","   .00 %","   .34 %","   .69 %","  5.45 %","  1.37 %","   .00 %","  1.05 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .83 %","  1.19 %","   .55 %","","  1.78 %",""
"2020-10-22","   .29 %","   .48 %","   .30 %","   .22 %","   .96 %","   .67 %","   .59 %","   .69 %","   .00 %","  1.37 %","   .00 %","   .78 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .83 %","  1.19 %","   .72 %","","  1.78 %",""
"2020-10-23","   .85 %","  1.41 %","   .45 %","   .22 %","   .48 %","  1.31 %","   .75 %","   .00 %","   .00 %","  1.37 %","   .00 %","   .78 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .83 %","  1.19 %","   .60 %","","  2.61 %",""
"2020-10-24","   .84 %","  1.41 %","   .45 %","   .22 %","   .94 %","  1.31 %","   .91 %","   .00 %","   .00 %","   .44 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","   .65 %","","  1.70 %",""
"2020-10-25","   .84 %","  1.41 %","   .74 %","   .44 %","   .94 %","  1.31 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .51 %","   .00 %","   .44 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .53 %","","   .83 %",""
"2020-10-26","   .84 %","  1.41 %","   .88 %","   .44 %","  1.40 %","  1.31 %","   .74 %","   .00 %","","   .00 %","   .00 %","   .25 %","   .00 %","   .44 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .53 %","","  1.63 %",""
"2020-10-27","   .84 %","  1.37 %","   .88 %","   .22 %","   .92 %","   .65 %","   .65 %","   .00 %","   .00 %","   .00 %","   .28 %","   .25 %","   .00 %","   .44 %","  1.67 %","  2.86 %","   .00 %","   .00 %","   .41 %","","  2.40 %",""
"2020-10-28","   .27 %","   .44 %","   .73 %","   .22 %","   .92 %","   .00 %","   .56 %","   .67 %","   .00 %","   .00 %","   .28 %","   .25 %","   .00 %","   .44 %","  1.67 %","  2.86 %","   .00 %","   .00 %","   .35 %","","  1.57 %",""
"2020-10-29","   .00 %","   .44 %","   .88 %","   .65 %","   .45 %","   .00 %","   .48 %","   .67 %","   .00 %","   .00 %","   .28 %","   .25 %","   .00 %","   .88 %","  1.67 %","  2.86 %","   .00 %","   .00 %","   .46 %","","  3.05 %",""
"2020-10-30","   .00 %","   .44 %","   .57 %","   .43 %","   .90 %","   .00 %","   .48 %","   .67 %","   .00 %","   .00 %","   .56 %","   .00 %","   .00 %","   .43 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .52 %","","  3.05 %",""
"2020-10-31","   .00 %","   .44 %","   .28 %","   .43 %","   .44 %","   .00 %","   .63 %","   .67 %","   .00 %","   .00 %","   .56 %","   .25 %","   .00 %","   .43 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .63 %","","  2.25 %",""
"2020-11-01","   .00 %","   .00 %","   .28 %","   .43 %","   .44 %","   .62 %","   .55 %","   .67 %","   .00 %","   .00 %","   .28 %","   .50 %","   .00 %","   .43 %","   .00 %","   .00 %","   .00 %","   .00 %","   .63 %","","  1.48 %",""
"2020-11-02","   .00 %","   .00 %","   .43 %","   .43 %","   .44 %","   .62 %","   .47 %","   .00 %","  1.43 %","   .43 %","   .28 %","   .74 %","   .00 %","   .43 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .68 %","","  1.48 %",""
"2020-11-03","   .00 %","   .00 %","   .28 %","   .00 %","   .88 %","  1.23 %","   .47 %","   .00 %","  1.43 %","   .86 %","   .28 %","   .74 %","   .00 %","   .43 %","  2.97 %","   .00 %","   .00 %","   .00 %","   .79 %","","   .00 %",""
"2020-11-04","   .00 %","   .00 %","   .28 %","   .00 %","   .86 %","  1.23 %","   .70 %","   .65 %","  1.43 %","   .86 %","   .00 %","   .74 %","   .00 %","   .43 %","  4.30 %","   .00 %","   .00 %","   .00 %","   .78 %","","   .00 %",""
"2020-11-05","   .27 %","   .00 %","   .28 %","   .00 %","   .86 %","  1.23 %","   .62 %","   .65 %","  1.43 %","   .86 %","   .00 %","   .49 %","   .00 %","   .43 %","  5.55 %","   .00 %","   .00 %","   .00 %","   .72 %","","   .00 %",""
"2020-11-06","   .27 %","   .00 %","   .28 %","   .00 %","   .86 %","  1.19 %","   .54 %","  1.27 %","  1.43 %","   .86 %","   .00 %","   .24 %","   .00 %","   .43 %","  6.73 %","   .00 %","   .00 %","   .00 %","   .83 %","","   .00 %",""
"2020-11-07","   .27 %","   .00 %","   .42 %","   .21 %","   .86 %","  1.19 %","   .54 %","  1.27 %","   .00 %","   .43 %","   .00 %","   .00 %","   .00 %","   .43 %","  5.19 %","   .00 %","   .00 %","   .00 %","   .77 %","","   .00 %",""
"2020-11-08","   .27 %","   .00 %","   .42 %","   .21 %","   .43 %","   .59 %","   .68 %","  1.27 %","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","  3.76 %","   .00 %","   .00 %","   .00 %","   .49 %","","   .00 %",""
"2020-11-09","   .27 %","   .00 %","   .41 %","   .21 %","   .00 %","   .59 %","   .45 %","   .62 %","   .00 %","   .00 %","   .54 %","   .00 %","   .00 %","   .00 %","  2.43 %","   .00 %","   .00 %","   .00 %","   .75 %","","   .00 %",""
