"date","Jammu and Kashmir/Anantnag","Jammu and Kashmir/Bandipora","Jammu and Kashmir/Baramulla","Jammu and Kashmir/Budgam","Jammu and Kashmir/Doda","Jammu and Kashmir/Ganderbal","Jammu and Kashmir/Jammu","Jammu and Kashmir/Kathua","Jammu and Kashmir/Kishtwar","Jammu and Kashmir/Kulgam","Jammu and Kashmir/Kupwara","Jammu and Kashmir/Pulwama","Jammu and Kashmir/Punch","Jammu and Kashmir/Rajouri","Jammu and Kashmir/Ramban","Jammu and Kashmir/Reasi","Jammu and Kashmir/Samba","Jammu and Kashmir/Shopiyan","Jammu and Kashmir/Srinagar","Jammu and Kashmir/Udham Singh Nagar","Jammu and Kashmir/Udhampur","Jammu and Kashmir/Unknown"
"2020-05-30","  5.00 %","   .00 %"," 20.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  6.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","","   .00 %",""
"2020-05-31","  5.00 %",""," 20.00 %","   .00 %","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","  4.00 %","","",""
"2020-06-01","   .00 %",""," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 40.00 %","   .00 %","","   .00 %",""
"2020-06-02","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %"," 40.00 %","   .00 %","","   .00 %",""
"2020-06-03","   .00 %","   .00 %"," 16.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"," 40.00 %","   .00 %","","   .00 %",""
"2020-06-04","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 40.00 %","  3.33 %","","   .00 %",""
"2020-06-05","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  6.19 %","","   .00 %",""
"2020-06-06","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  6.19 %","","   .00 %",""
"2020-06-07","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","  6.67 %"," 11.19 %","","   .00 %",""
"2020-06-08","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","","  5.00 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  6.67 %"," 13.19 %","","",""
"2020-06-09","   .00 %","   .00 %"," 10.00 %","   .00 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","  9.00 %"," 30.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","  6.67 %","  9.86 %","","   .00 %",""
"2020-06-10","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %"," 12.33 %"," 30.00 %"," 20.00 %","   .00 %","","   .00 %","","   .00 %","  6.67 %","  7.00 %","","   .00 %",""
"2020-06-11","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","",""," 15.19 %"," 10.00 %"," 20.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","","  7.00 %","","   .00 %",""
"2020-06-12","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.19 %"," 10.00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","","   .00 %",""
"2020-06-13","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 10.19 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.00 %","  1.82 %","","   .00 %",""
"2020-06-14","   .00 %","   .00 %","  6.19 %"," 10.00 %","   .00 %","   .00 %","  6.67 %","   .00 %","","  6.19 %","  6.67 %"," 20.00 %","","   .00 %","","","   .00 %","  5.00 %","  1.82 %","","   .00 %",""
"2020-06-15","   .00 %","   .00 %","  2.86 %"," 16.67 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","  2.86 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","  3.48 %","","   .00 %",""
"2020-06-16","   .00 %","   .00 %","  2.86 %"," 16.67 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.00 %","  3.48 %","","   .00 %",""
"2020-06-17","   .00 %","   .00 %","  2.86 %"," 16.67 %","   .00 %","   .00 %","  6.67 %","   .00 %","","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.33 %","  3.48 %","","   .00 %",""
"2020-06-18","   .00 %","   .00 %","  5.36 %"," 21.67 %","   .00 %","   .00 %"," 16.67 %","   .00 %","","   .00 %"," 11.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %"," 10.19 %","  4.74 %","","   .00 %",""
"2020-06-19","   .00 %","   .00 %","  4.72 %"," 11.67 %","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 12.69 %","  7.41 %","","   .00 %",""
"2020-06-20","   .00 %","   .00 %","  4.72 %","  9.00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","  2.50 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.91 %","  6.92 %","","   .00 %",""
"2020-06-21","   .00 %","   .00 %","  6.72 %","  9.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  2.50 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","  6.92 %","","   .00 %",""
"2020-06-22","  4.00 %","   .00 %","  6.72 %","  9.00 %","   .00 %",""," 13.33 %","   .00 %","   .00 %","  4.72 %","   .00 %"," 16.67 %","   .00 %","   .00 %","","",""," 10.91 %","  6.92 %","","   .00 %",""
"2020-06-23","  4.00 %","   .00 %","  4.22 %","  4.00 %","   .00 %","   .00 %"," 13.33 %","   .00 %","","  6.72 %","   .00 %"," 16.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","  7.58 %","  4.95 %","","   .00 %",""
"2020-06-24","  4.00 %","   .00 %","  2.00 %","  4.00 %","   .00 %","   .00 %","  3.33 %","   .00 %","","  6.72 %","   .00 %"," 16.67 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.72 %","  3.34 %","","   .00 %",""
"2020-06-25","  4.00 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  4.22 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.22 %","  3.16 %","","   .00 %",""
"2020-06-26","  4.00 %","   .00 %","   .00 %","  3.33 %","","   .00 %","   .00 %","   .00 %","","  4.22 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.16 %","","   .00 %",""
"2020-06-27","   .00 %","   .00 %","  1.82 %","  3.33 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.16 %","","   .00 %",""
"2020-06-28","   .00 %","   .00 %","  1.82 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.48 %","   .00 %","   .00 %","   .00 %","","   .00 %","","   .00 %","   .00 %","  2.05 %","","   .00 %",""
"2020-06-29","   .00 %","   .00 %","  1.82 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","","  3.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","  1.00 %","","   .00 %",""
"2020-06-30","  3.33 %","   .00 %","  3.48 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.82 %","  1.90 %","","   .00 %",""
"2020-07-01","  6.19 %","   .00 %","  5.02 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","","  3.48 %","   .00 %","   .00 %","","   .00 %","","","   .00 %","  3.82 %","  2.77 %","","   .00 %",""
"2020-07-02","  8.69 %","   .00 %","  4.63 %","  2.86 %"," 20.00 %","   .00 %","  2.86 %","   .00 %","","  6.28 %","  4.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.82 %","  4.44 %","","   .00 %",""
"2020-07-03","  8.69 %","   .00 %","  5.97 %","  5.36 %"," 20.00 %","   .00 %","  2.86 %","   .00 %","   .00 %","  4.62 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.48 %","  5.21 %","","   .00 %",""
"2020-07-04"," 10.91 %","   .00 %","  9.72 %","  5.36 %"," 20.00 %","   .00 %","  2.86 %","","","  4.62 %","  7.33 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  3.48 %","  6.69 %","","   .00 %",""
"2020-07-05","  9.58 %"," 40.00 %","  9.10 %","  5.36 %"," 20.00 %","   .00 %","  2.86 %","   .00 %","","  4.62 %","  7.33 %","   .00 %","","   .00 %","   .00 %","","   .00 %","  1.67 %","  5.48 %","","   .00 %",""
"2020-07-06","  6.72 %"," 40.00 %"," 10.56 %","  7.58 %","","   .00 %","   .00 %","   .00 %","","  4.62 %","  7.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","  5.94 %","","   .00 %",""
"2020-07-07","  6.04 %"," 40.00 %"," 10.88 %","  4.72 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.67 %","  4.90 %","","   .00 %",""
"2020-07-08","  6.04 %"," 40.00 %"," 11.14 %","  4.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","  3.33 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","  5.34 %","","   .00 %",""
"2020-07-09","  3.82 %"," 40.00 %","  8.13 %","  4.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.97 %","  4.43 %","","   .00 %",""
"2020-07-10","  3.48 %","   .00 %","  7.08 %","  4.22 %","   .00 %","   .00 %","  2.50 %","   .00 %","","  2.43 %","  2.86 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.97 %","  4.85 %","","   .00 %",""
"2020-07-11","  5.02 %","   .00 %","  4.79 %","  3.82 %",""," 20.00 %","  2.50 %","   .00 %","   .00 %","  2.43 %","  5.36 %","  5.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","  4.30 %","  5.10 %","","   .00 %",""
"2020-07-12","  3.21 %","   .00 %","  3.74 %","  5.48 %","   .00 %"," 40.00 %","  4.72 %","   .00 %","   .00 %","  3.40 %","  7.58 %","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.30 %","  5.45 %","","   .00 %",""
"2020-07-13","  3.21 %","   .00 %","  3.48 %","  5.02 %","   .00 %"," 40.00 %","  4.72 %","   .00 %","   .00 %","  3.40 %","  9.58 %"," 13.00 %","   .00 %","","   .00 %","","   .00 %","  2.76 %","  5.17 %","","   .00 %",""
"2020-07-14","  4.63 %","   .00 %","  4.61 %","  5.02 %","   .00 %"," 40.00 %","  6.72 %","   .00 %","   .00 %","  4.22 %","  9.58 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.58 %","  4.60 %","","   .00 %",""
"2020-07-15","  2.97 %","   .00 %","  7.47 %","  6.45 %","   .00 %"," 40.00 %","  4.22 %","","   .00 %","  5.13 %","  6.72 %"," 10.86 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.58 %","  4.82 %","","   .00 %",""
"2020-07-16","  4.10 %","   .00 %","  9.26 %","  5.97 %","   .00 %"," 20.00 %","  4.22 %","   .00 %","","  5.13 %","  7.86 %"," 10.86 %","","   .00 %","","","   .00 %","  1.25 %","  5.74 %","","   .00 %",""
"2020-07-17","  4.10 %","  6.67 %","  8.57 %","  5.55 %","","   .00 %","  2.00 %","   .00 %","   .00 %","  2.91 %","  5.64 %"," 15.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %","  6.25 %","","   .00 %",""
"2020-07-18","  5.27 %"," 11.67 %","  7.23 %","  5.19 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","  3.78 %","  3.64 %","  9.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %","  5.31 %","","   .00 %",""
"2020-07-19","  3.84 %"," 11.67 %","  6.25 %","  6.30 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.78 %","  3.64 %"," 11.68 %",""," 20.00 %","   .00 %","   .00 %","","  2.29 %","  6.00 %","","   .00 %",""
"2020-07-20","  3.84 %"," 11.67 %","  4.67 %","  4.87 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .87 %","  6.71 %"," 12.15 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  2.29 %","  5.34 %","","   .00 %",""
"2020-07-21","  1.18 %"," 11.67 %","  2.97 %","  3.54 %","   .00 %","   .00 %","  1.82 %","   .00 %","","  1.70 %","  3.08 %"," 12.15 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  2.29 %","  4.77 %","","   .00 %",""
"2020-07-22","  2.29 %"," 13.00 %","  3.73 %","  3.34 %","   .00 %","  5.00 %","  1.82 %","   .00 %","","  2.50 %","  3.08 %","  7.15 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  1.11 %","  3.88 %","","   .00 %",""
"2020-07-23","  1.11 %","  8.00 %","  4.85 %","  2.16 %","   .00 %","  5.00 %","  1.82 %","   .00 %","   .00 %","  1.63 %","  4.41 %","  6.58 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  1.11 %","  5.02 %","","   .00 %",""
"2020-07-24","  3.22 %","  8.00 %","  4.66 %","  1.05 %","   .00 %","","  3.48 %","   .00 %","   .00 %","  1.63 %","  4.41 %","  6.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %","  6.23 %","","   .00 %",""
"2020-07-25","  3.22 %"," 10.86 %","  3.72 %","  2.05 %","   .00 %","  9.00 %","  3.21 %","   .00 %","   .00 %","  1.63 %","  1.33 %","  2.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %","  6.55 %","","   .00 %",""
"2020-07-26","  3.22 %"," 13.36 %","  2.92 %","  3.01 %","   .00 %","  9.00 %","  4.63 %","   .00 %","   .00 %","   .80 %","  2.58 %","  4.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %","  5.08 %","","   .00 %",""
"2020-07-27","  2.11 %","  5.36 %","  2.15 %","  2.86 %","   .00 %","  9.00 %","  4.63 %","   .00 %","   .00 %","   .00 %","  2.58 %","  6.36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %","  5.87 %","","   .00 %",""
"2020-07-28","  2.11 %","  7.58 %","  1.37 %","  3.73 %","   .00 %","  4.00 %","  4.63 %","   .00 %","","   .77 %","  4.78 %","  4.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %","  5.59 %","","   .00 %",""
"2020-07-29","  2.86 %"," 11.58 %","  1.66 %","  4.56 %","   .00 %","  4.00 %","  4.30 %","   .00 %","   .00 %","   .77 %","  4.78 %","  3.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.73 %","","   .00 %",""
"2020-07-30","  2.86 %","  8.72 %","  1.63 %","  4.36 %","   .00 %","   .00 %","  4.01 %","","   .00 %","  1.51 %","  4.78 %","  3.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.00 %","  5.70 %","","   .00 %",""
"2020-07-31","  2.86 %","  7.89 %","  1.63 %","  4.18 %","","   .00 %","  4.94 %","   .00 %","   .00 %","  1.51 %","  3.53 %","  3.41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.00 %","  6.48 %","","   .00 %",""
"2020-08-01","  2.86 %","  7.89 %","  2.24 %","  4.01 %","   .00 %","   .00 %","  4.94 %","   .00 %","   .00 %","  1.51 %","  4.53 %","  2.05 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.00 %","  6.11 %","","   .00 %",""
"2020-08-02","  2.86 %","  7.21 %","  2.21 %","  3.14 %","   .00 %","   .00 %","  4.94 %","   .00 %","   .00 %","  1.46 %","  1.00 %","  3.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.00 %","  5.89 %","","   .00 %",""
"2020-08-03","  1.67 %","  3.21 %","  1.52 %","  2.31 %","   .00 %","  3.33 %","  5.71 %","   .00 %","   .00 %","  1.46 %","  1.00 %","  3.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.00 %","  5.63 %","","   .00 %",""
"2020-08-04","  1.67 %","  4.63 %","  1.50 %","  3.65 %","   .00 %","  3.33 %","  4.46 %","   .00 %","   .00 %","   .71 %","  1.00 %","  4.82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.12 %","","   .00 %",""
