"date","Nevada/Carson City","Nevada/Churchill","Nevada/Clark","Nevada/Douglas","Nevada/Elko","Nevada/Elko County","Nevada/Esmeralda","Nevada/Eureka","Nevada/Humboldt","Nevada/Lander","Nevada/Lincoln","Nevada/Lyon","Nevada/Mineral","Nevada/Nye","Nevada/Pershing","Nevada/Storey","Nevada/Unassigned","Nevada/Washoe","Nevada/White Pine"
"2020-04-28","   .00 %","-20.00 %","  2.71 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-52.00 %","  6.03 %","   .00 %"
"2020-04-29","   .00 %","-20.00 %","  3.17 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-40.00 %","  6.72 %","   .00 %"
"2020-04-30","   .00 %","   .00 %","  3.07 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  2.17 %","   .00 %"
"2020-05-01","   .00 %","   .00 %","  3.46 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-31.43 %","  4.17 %","   .00 %"
"2020-05-02","   .00 %","   .00 %","  4.34 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-31.43 %","  4.17 %","   .00 %"
"2020-05-03","   .00 %","   .00 %","  3.24 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-11.43 %","  2.69 %","   .00 %"
"2020-05-04","   .00 %","   .00 %","  2.62 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-11.43 %","  2.61 %","   .00 %"
"2020-05-05","   .00 %","   .00 %","  2.28 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-11.43 %","  3.78 %","   .00 %"
"2020-05-06","   .00 %","   .00 %","  2.94 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  2.34 %","   .00 %"
"2020-05-07","   .00 %","   .00 %","  2.66 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  2.88 %","   .00 %"
"2020-05-08","   .00 %","   .00 %","  2.38 %","   .00 %","   .00 %","","","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 31.11 %","  3.40 %","   .00 %"
"2020-05-09"," 20.00 %","   .00 %","  2.82 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 59.11 %","  2.80 %","   .00 %"
"2020-05-10"," 20.00 %","   .00 %","  2.86 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 47.44 %","  1.62 %","   .00 %"
"2020-05-11"," 20.00 %","   .00 %","  1.80 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 15.44 %","  1.07 %","   .00 %"
"2020-05-12"," 20.00 %","   .00 %","  1.75 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.30 %","  1.04 %","   .00 %"
"2020-05-13"," 20.00 %","   .00 %","  2.35 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 24.69 %","  2.01 %","   .00 %"
"2020-05-14","   .00 %","   .00 %","  1.45 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -3.31 %","  2.94 %","   .00 %"
"2020-05-15","   .00 %","   .00 %","  2.30 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-11.64 %","  3.39 %","   .00 %"
"2020-05-16","   .00 %","   .00 %","  2.44 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-19.64 %","  3.39 %","   .00 %"
"2020-05-17","   .00 %","   .00 %","  2.11 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-32.50 %","  3.31 %","   .00 %"
"2020-05-18"," 10.00 %","   .00 %","  1.51 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","  2.23 %","   .00 %"
"2020-05-19"," 10.00 %","   .00 %","  1.51 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," 54.00 %","  1.30 %","   .00 %"
"2020-05-20"," 10.00 %","   .00 %","  1.56 %","   .00 %","   .00 %","","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," 74.00 %","   .86 %","   .00 %"
"2020-05-21"," 10.00 %","   .00 %","  1.80 %","   .00 %","   .00 %","","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," 74.00 %","   .86 %","   .00 %"
"2020-05-22"," 16.67 %","   .00 %","  1.72 %","   .00 %","   .00 %","","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %"," 84.00 %","   .43 %","   .00 %"
"2020-05-23","  6.67 %","   .00 %","  1.72 %","   .00 %","   .00 %","","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  4.00 %","   .42 %","   .00 %"
"2020-05-24","  6.67 %","   .00 %","  1.72 %","   .00 %","   .00 %","","","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .01 %","   .00 %"
"2020-05-25","  6.67 %","   .00 %","   .94 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  2.51 %","   .00 %"
"2020-05-26","  6.67 %","   .00 %","   .56 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  2.51 %","   .00 %"
"2020-05-27","   .00 %","   .00 %","   .56 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  2.51 %","   .00 %"
"2020-05-28","   .00 %","   .00 %","  1.04 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-40.00 %","  2.46 %","   .00 %"
"2020-05-29","   .00 %","   .00 %","  1.04 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  2.87 %","   .00 %"
"2020-05-30","   .00 %","   .00 %","   .84 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","-20.00 %","  1.82 %","   .00 %"
"2020-05-31","   .00 %","   .00 %","   .84 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","-20.00 %","  1.82 %","   .00 %"
"2020-06-01","   .00 %","   .00 %","   .72 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","-20.00 %","  1.82 %","   .00 %"
"2020-06-02","   .00 %","   .00 %","   .24 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  1.45 %","   .00 %"
"2020-06-03","   .00 %","   .00 %","   .94 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  2.13 %","   .00 %"
"2020-06-04","  5.00 %","   .00 %","   .70 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .68 %","   .00 %"
"2020-06-05","  5.00 %","   .00 %","   .81 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  1.99 %","   .00 %"
"2020-06-06","  5.00 %","   .00 %","   .87 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  1.99 %","   .00 %"
"2020-06-07","  5.00 %","   .00 %","   .92 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  1.99 %","   .00 %"
"2020-06-08","  5.00 %","   .00 %","   .45 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-20.00 %","  1.31 %","   .00 %"
"2020-06-09","   .00 %","   .00 %","   .56 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.62 %","   .00 %"
"2020-06-10","   .00 %","   .00 %","   .55 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .61 %","   .00 %"
"2020-06-11","   .00 %","   .00 %","   .93 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.21 %","   .00 %"
"2020-06-12","   .00 %","   .00 %","   .99 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.21 %","   .00 %"
"2020-06-13","   .00 %","   .00 %","   .76 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.50 %","   .00 %"
"2020-06-14","   .00 %","   .00 %","   .71 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.19 %","   .00 %"
"2020-06-15","   .00 %","   .00 %","   .65 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.17 %","   .00 %"
"2020-06-16","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .58 %","   .00 %"
"2020-06-17","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .58 %","   .00 %"
"2020-06-18","   .00 %","   .00 %","   .53 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .57 %","   .00 %"
"2020-06-19","   .00 %","   .00 %","   .63 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .85 %","   .00 %"
"2020-06-20","   .00 %","   .00 %","   .93 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","   .56 %","   .00 %"
"2020-06-21","   .00 %","   .00 %","   .93 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .56 %","   .00 %"
"2020-06-22","   .00 %","   .00 %","   .72 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .56 %","   .00 %"
"2020-06-23","   .00 %","   .00 %","   .66 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %","   .00 %"
"2020-06-24","   .00 %","   .00 %","   .51 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-25","   .00 %","   .00 %","   .40 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-06-26","   .00 %","   .00 %","   .50 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-06-27","   .00 %","   .00 %","   .50 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-06-28","   .00 %","   .00 %","   .50 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-06-29","   .00 %","   .00 %","   .69 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-06-30","   .00 %","   .00 %","   .54 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-07-01","   .00 %","   .00 %","   .58 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %"
"2020-07-02","   .00 %","   .00 %","  1.06 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %"
"2020-07-03","   .00 %","   .00 %","  1.19 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %"
"2020-07-04","   .00 %","   .00 %","  1.00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.32 %","   .00 %"
"2020-07-05","   .00 %","   .00 %","  1.09 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.05 %","   .00 %"
"2020-07-06","   .00 %","   .00 %","   .89 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.81 %","   .00 %"
"2020-07-07","   .00 %","   .00 %","   .82 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.28 %","   .00 %"
"2020-07-08","  4.00 %","   .00 %","   .86 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.28 %","   .00 %"
"2020-07-09","  4.00 %","   .00 %","  1.48 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.74 %","   .00 %"
"2020-07-10","  4.00 %","   .00 %","  1.51 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %","   .00 %"
"2020-07-11","  4.00 %","   .00 %","  1.93 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.35 %","   .00 %"
"2020-07-12","  4.00 %","   .00 %","  1.43 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %"
"2020-07-13","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.56 %","   .00 %"
"2020-07-14","   .00 %","   .00 %","  1.26 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.45 %","   .00 %"
"2020-07-15","   .00 %","   .00 %","  1.20 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.96 %","   .00 %"
"2020-07-16","   .00 %","   .00 %","   .98 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.90 %","   .00 %"
"2020-07-17","   .00 %","   .00 %","  1.41 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.68 %","   .00 %"
"2020-07-18","   .00 %","   .00 %","  1.76 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.68 %","   .00 %"
"2020-07-19","   .00 %","   .00 %","  1.14 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .82 %","   .00 %"
"2020-07-20","   .00 %","   .00 %","   .98 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .81 %","   .00 %"
"2020-07-21","   .00 %","   .00 %","  1.77 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .20 %","   .00 %"
"2020-07-22","  3.33 %","   .00 %","  2.20 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","   .00 %","   .00 %","   .79 %","   .00 %"
"2020-07-23","  3.33 %","   .00 %","  1.96 %","   .00 %"," 20.00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 19.67 %","   .00 %","   .00 %","   .00 %","   .79 %","   .00 %"
