"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/KarimganJ","Assam/Karimganj","Assam/Kishanganj","Assam/KokraJhar","Assam/Kokrajhar","Assam/LakhImpur","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Tinsukla","Assam/Udalguri","Assam/West Karbi Anglong","Assam/cachar"
"2021-04-08","","","","   .15 %","   .09 %","","   .45 %","   .08 %","","","   .05 %","","   .17 %","   .27 %","   .41 %","   .15 %","   .16 %","","   .54 %","   .06 %","   .26 %","   .25 %","","","   .49 %","","","   .47 %","","","","   .15 %","   .11 %","   .42 %","","","","  1.08 %","   .19 %","","   .28 %","","   .13 %","",""
"2021-04-09","","","","","   .71 %","   .63 %","   .53 %","   .11 %","","  1.04 %","   .25 %","   .13 %","   .12 %","   .07 %","","   .90 %","   .21 %","","   .12 %","   .12 %","   .19 %","   .30 %","   .31 %","","   .33 %","","","   .47 %","","","  1.21 %","","   .26 %","   .42 %","","","","   .36 %","   .38 %","","   .25 %","","   .26 %","",""
"2021-04-10","","","","  1.59 %","  2.03 %","  1.04 %","   .98 %","   .32 %","   .85 %","  4.12 %","   .30 %","   .26 %","   .35 %","   .24 %","  1.23 %","  1.78 %","   .31 %","   .24 %","   .06 %","   .19 %","   .60 %","   .29 %","  1.25 %","","   .41 %","","","   .94 %","","   .10 %","","   .77 %","   .24 %","   .21 %"," ##.## %","","","   .53 %","   .38 %","","   .22 %","","","  2.56 %",""
"2021-04-11","","","","   .57 %","   .17 %","","   .07 %","   .16 %","  1.69 %","","   .45 %","   .52 %","   .06 %","   .24 %","","   .15 %","   .03 %","   .06 %","   .24 %","   .13 %","   .28 %","   .37 %","","","   .57 %","","","   .70 %","","   .13 %","","   .31 %","   .39 %","   .21 %","","","","   .89 %","   .53 %","","   .47 %","","   .26 %","  5.00 %",""
"2021-04-12","","","","   .99 %","  1.21 %","   .62 %","  1.41 %","   .41 %","  3.33 %","  2.31 %","   .75 %","  1.94 %","   .46 %","   .44 %","   .81 %","  1.31 %","   .21 %","","   .48 %","   .20 %","  1.02 %","   .38 %","  1.39 %","","  1.86 %","","","  1.61 %","","   .23 %","","  1.07 %","   .62 %","   .21 %","","","","   .53 %","   .76 %","","   .64 %","","   .13 %","",""
"2021-04-13","","","","   .42 %","  1.53 %","   .41 %","   .73 %","   .19 %","","  1.29 %","   .50 %","   .76 %","   .29 %","   .75 %","   .40 %","  1.15 %","   .29 %","","   .59 %","   .28 %","  1.01 %","   .49 %","  1.37 %","","  1.19 %","","","   .91 %","","   .13 %","","   .91 %","   .36 %","  1.03 %","","","","   .35 %","   .45 %","","   .28 %","","   .64 %","",""
"2021-04-14","","","","   .28 %","   .50 %","","   .36 %","   .35 %","","","   .15 %","   .50 %","   .06 %","   .19 %","","   .43 %","   .05 %","","   .18 %","   .16 %","   .68 %","   .39 %","  2.56 %","","   .08 %","","","  1.57 %","","   .26 %","   .60 %","   .15 %","   .17 %","   .20 %","","   .00 %","","   .35 %","   .34 %","","   .22 %","","   .13 %","",""
"2021-04-15","","","","","   .17 %","   .20 %","   .22 %","   .11 %","  4.84 %","","   .35 %","   .25 %","","   .65 %","","   .42 %","   .13 %","","  1.00 %","   .18 %","   .64 %","   .49 %","  2.49 %","","   .31 %","","","   .88 %","","","","   .90 %","   .15 %","   .31 %"," ##.## %","","","   .17 %","   .30 %","","   .66 %","","   .51 %","",""
"2021-04-16","","","","   .42 %","  1.08 %","  1.02 %","   .51 %","   .14 %","","  2.23 %","   .30 %","   .38 %","   .29 %","   .25 %","","   .70 %","   .13 %","   .06 %","   .99 %","   .12 %","   .96 %","   .47 %","  2.72 %","","  1.09 %","","","  3.29 %","","   .07 %","","   .89 %","   .70 %","  1.83 %"," 75.00 %","","","   .87 %","  1.12 %","  5.66 %","   .27 %","","   .13 %","",""
"2021-04-17","","","","   .56 %","  2.23 %","  3.02 %","  1.01 %","   .27 %","   .77 %","   .93 %","   .49 %","  1.87 %","   .46 %","   .42 %","   .80 %","  1.68 %","   .44 %","","   .87 %","   .23 %","  1.14 %","   .69 %","  3.48 %","","  1.00 %","","","  3.40 %","","   .33 %","","  1.76 %","   .68 %","  2.40 %","","","","  2.06 %","  1.73 %","  3.57 %","   .84 %","","  1.14 %","",""
"2021-04-18","","","","","   .40 %","","   .93 %","   .13 %","","  1.23 %","   .59 %","  2.20 %","   .11 %","   .26 %","","  1.24 %","   .18 %","","   .40 %","   .16 %","   .70 %","   .67 %","  1.62 %","","   .69 %","","","   .62 %","","   .23 %","","   .87 %","   .59 %","   .49 %"," 42.86 %","","","  2.86 %","   .72 %","","   .40 %","","","",""
"2021-04-20","","","","  1.10 %","  3.69 %","  1.56 %","  1.76 %","   .72 %","  2.29 %","  5.18 %","  1.66 %","   .96 %","   .68 %","   .89 %","  1.98 %","  3.53 %","  1.13 %","   .12 %","  1.54 %","   .44 %","  1.79 %","  1.40 %","  6.23 %","","   .99 %","","","  3.88 %","","   .36 %","   .00 %","  1.72 %","  1.52 %","  2.62 %"," 40.00 %","","","  4.58 %","  2.95 %","  5.17 %","  1.45 %","","   .50 %","  2.38 %",""
"2021-04-23","","","","  2.19 %","  5.58 %","  1.92 %","  2.43 %","   .67 %","  8.21 %","  3.48 %","  3.35 %","  2.37 %","   .79 %","  1.51 %","  3.11 %"," 10.75 %","  2.05 %","   .24 %","  2.59 %","   .73 %","  3.11 %","  1.65 %","  5.24 %","","  1.05 %","","","  5.50 %","","  1.31 %","  1.79 %","  7.75 %","  2.05 %","  7.19 %"," 21.43 %","","","  8.92 %","  3.25 %","  8.20 %","  1.53 %","","  2.75 %","  4.65 %",""
"2021-04-24","","","","  1.60 %","  6.68 %","  3.21 %","  3.52 %","  1.65 %","  2.07 %","  3.64 %","  2.97 %","  2.08 %","   .89 %","  1.11 %","  3.40 %","  4.38 %","  1.07 %","   .54 %","  1.54 %","   .58 %","  3.72 %","  1.50 %","  2.96 %","","  1.49 %","","","  4.10 %","","   .77 %","  2.34 %","  7.58 %","  2.47 %","  5.30 %","  5.88 %","","","  6.03 %","  3.28 %"," 10.61 %","   .83 %","","  2.55 %","  4.44 %",""
"2021-04-26","","","","  3.55 %","  8.18 %","  2.19 %","  3.20 %","  1.06 %","  7.43 %","  3.24 %","  5.72 %","  4.88 %","  2.27 %","  2.57 %","  4.74 %","  7.03 %","  1.65 %","  1.20 %","  2.70 %","   .91 %","  4.67 %","  2.09 %","  3.34 %","","  1.91 %","","","  8.94 %","","  1.50 %","  5.14 %","  7.90 %","  2.10 %","  6.04 %"," 33.33 %","","","  7.59 %","  2.46 %"," 16.44 %","  1.06 %","","  5.81 %"," 21.28 %",""
"2021-04-27","","","","  3.43 %","  5.53 %","  1.61 %","  3.93 %","   .76 %"," 11.95 %","  4.45 %","  2.39 %","  2.59 %","  2.44 %","  2.13 %","  3.83 %","  4.56 %","  1.74 %","   .77 %","  2.26 %","  1.37 %","  3.44 %","  2.33 %","  4.45 %","","  1.73 %","",""," 11.82 %","","  1.35 %","  1.63 %","  6.53 %","  2.40 %","  7.83 %"," 33.33 %","","","  7.18 %","  1.41 %"," 10.59 %","  1.56 %","","  4.37 %"," 10.53 %",""
"2021-04-28","","","","  2.21 %","  5.78 %","  2.29 %","  2.74 %","   .97 %"," 12.92 %","  3.26 %","  4.41 %","  3.06 %","  3.81 %","  2.09 %","  4.36 %","  4.96 %","  1.45 %","   .53 %","   .98 %","   .71 %","  3.80 %","  2.09 %","  3.30 %","","  1.91 %","","","  8.96 %","","  1.71 %","  5.35 %","  2.75 %","  2.35 %","  8.36 %","","","","  7.05 %","  1.32 %"," 11.70 %","  2.24 %","","  3.01 %"," 12.70 %",""
"2021-04-29","","","","  2.40 %","  6.83 %","  1.03 %","  3.86 %","  1.19 %","  9.95 %","  3.40 %","  4.42 %","  2.56 %","  3.01 %","  2.13 %","  5.14 %","  3.38 %","  2.02 %","  1.00 %","  2.09 %","   .81 %","  3.81 %","  1.75 %","  3.41 %","","  3.19 %","",""," 10.92 %","","  1.92 %","  6.09 %","  4.42 %","  2.86 %","  6.97 %","  3.12 %","","","  6.04 %","  2.43 %","  9.52 %","  1.35 %","","  4.38 %","  9.86 %",""
"2021-04-30","","","","  2.46 %","  5.22 %","  6.47 %","  3.77 %","  1.18 %"," 14.93 %","  3.52 %","  4.58 %","  2.79 %","  2.97 %","  2.15 %","  9.17 %","  3.55 %","  1.19 %","  1.22 %","  2.39 %","   .80 %","  2.09 %","  1.97 %","  6.69 %","","  2.42 %","",""," 10.57 %","","  1.62 %","  2.87 %","  4.24 %","  1.21 %","  9.04 %"," 21.21 %","","","  5.69 %","  2.34 %"," 21.74 %","  2.50 %","","  3.10 %"," 10.26 %",""
"2021-05-01","","","","  2.29 %","  6.18 %","  3.04 %","  3.08 %","  1.34 %","  6.30 %","  3.85 %","  4.38 %","  5.33 %","  2.16 %","  2.27 %","  3.08 %","  2.80 %","  1.98 %","  1.26 %","  1.80 %","  1.00 %","  2.06 %","  2.32 %","  5.99 %","","  2.37 %","","","  3.41 %","","  1.30 %","   .47 %","  6.14 %","  1.48 %","  7.71 %"," 27.50 %","","","  4.80 %","  1.90 %"," 10.00 %","  3.22 %","","  5.43 %","  3.49 %",""
"2021-05-03","","","","  2.69 %","  6.58 %","  8.70 %","  4.54 %","  1.95 %","  7.78 %","  6.33 %","  2.90 %","  3.13 %","  4.51 %","  3.86 %","  6.79 %","  9.30 %","  2.38 %","  1.87 %","  1.91 %","  1.13 %","  3.60 %","  2.63 %","  2.65 %","","  2.31 %","","","  3.08 %","","  2.45 %","   .46 %","  6.50 %","  3.49 %"," 10.82 %","  5.88 %","","","  7.38 %","  2.16 %"," 14.29 %","  2.57 %","","  6.16 %"," 10.11 %",""
"2021-05-04","","","","  3.71 %","  6.13 %"," 11.43 %","  3.42 %","  1.94 %","  6.19 %","  2.05 %","  3.94 %","  4.11 %","  3.51 %","  3.41 %","  2.80 %","  6.74 %","  2.26 %","  1.84 %","  2.16 %","  1.09 %","  5.90 %","  2.21 %","  6.62 %","","  4.08 %","","","  3.30 %","","  2.59 %","  1.84 %","  8.53 %","  3.72 %","  8.60 %","  5.56 %","","","  5.05 %","  3.22 %"," 10.23 %","  1.99 %","","  4.68 %"," 15.31 %",""
"2021-05-05","","","","  4.21 %","  8.81 %","  7.95 %","  4.79 %","  2.05 %","  7.12 %","  7.04 %","  4.74 %","  2.57 %","  2.91 %","  2.97 %","  1.98 %","  9.17 %","  3.51 %","  2.84 %","  2.99 %","  1.26 %","  5.08 %","  2.11 %","  8.95 %","","  4.70 %","","","  2.79 %","","  2.16 %","   .90 %"," 10.09 %","  2.93 %","  9.04 %"," 14.04 %","","","  6.55 %","  4.48 %","  3.09 %","  3.62 %","","  4.80 %","  8.85 %",""
"2021-05-06","","","","  3.23 %","  6.05 %","  6.53 %","  5.04 %","  1.57 %","  5.44 %","  2.07 %","  3.40 %","  4.60 %","  4.10 %","  3.67 %","  8.01 %","  7.92 %","  3.21 %","  3.62 %","  2.45 %","  1.17 %","  5.93 %","  2.02 %","  5.26 %","","  4.32 %","","","  7.28 %","","  2.71 %","  5.83 %","  8.40 %","  4.32 %","  5.33 %","","","","  6.84 %","  4.34 %"," 10.50 %","  3.11 %","","  3.71 %"," 10.57 %",""
"2021-05-07","","","","  5.96 %","  7.31 %","  4.57 %","  5.52 %","  2.21 %","  7.74 %","  6.63 %","  5.46 %","  5.28 %","  3.49 %","  3.32 %","  4.72 %"," 10.98 %","  2.99 %","  2.31 %","  3.09 %","  1.04 %","  5.84 %","  2.27 %","  7.03 %","","  5.96 %","","","  6.70 %","","  3.43 %","  1.69 %"," 11.68 %","  4.43 %","  6.86 %"," 16.92 %","","","  6.55 %","  4.59 %","  4.98 %","  3.29 %","","  4.64 %","  9.56 %",""
"2021-05-08","","","","  4.89 %","  6.91 %","  9.70 %","  5.82 %","  2.81 %","  3.99 %","  3.80 %","  3.92 %","  8.20 %","  3.53 %","  2.78 %","  3.43 %","  8.40 %","  2.44 %","  2.96 %","  3.46 %","  1.62 %"," 17.97 %","   .69 %","  7.16 %","","  6.20 %","","","  6.79 %","","  2.88 %","  5.42 %","  8.09 %","  4.21 %","  6.67 %","  5.26 %","","","  6.76 %","  4.36 %"," 10.34 %","  4.00 %","","  6.62 %"," 13.42 %",""
"2021-05-09","","","","   .97 %","  1.85 %","   .87 %","  2.17 %","  1.24 %","  9.21 %","   .50 %","  2.34 %","  2.04 %","  1.59 %","  1.57 %","  1.45 %","  3.24 %","   .60 %","  2.63 %","  2.04 %","   .80 %","  1.35 %","  1.91 %","  3.31 %","","  4.41 %","","","  6.99 %","","  1.07 %","  1.19 %","  3.90 %","  1.30 %","  3.28 %","  2.50 %","","","  2.62 %","  2.32 %","  2.73 %","  2.83 %","","  2.25 %","  1.18 %",""
"2021-05-10","","","","  6.36 %","  6.82 %","  9.06 %","  4.25 %","  2.66 %","  4.45 %","  3.81 %","  3.07 %","  6.26 %","  6.15 %","  2.66 %","  4.50 %","  7.25 %","  3.15 %","  4.32 %","  3.32 %","  1.53 %"," 14.42 %","   .68 %","  5.04 %","","  6.53 %","","","  6.90 %","","  3.44 %"," 14.06 %"," 10.04 %","  3.76 %","  6.62 %","  3.66 %","","","  5.67 %","  3.74 %"," 10.65 %","  1.67 %","","  6.47 %"," 12.28 %",""
"2021-05-11","","","","  4.75 %","  6.30 %","  6.98 %","  6.53 %","  3.11 %","  4.26 %","  4.78 %","  4.20 %","  5.31 %","  5.34 %","  3.35 %","  5.28 %","  8.39 %","  3.16 %","  4.60 %","  3.76 %","  1.75 %","  4.49 %","  2.19 %","  5.14 %","","  5.51 %","","","  6.81 %","","  2.63 %","  1.37 %","  4.54 %","  4.12 %","  6.33 %","  2.35 %","","","  5.13 %","  4.16 %"," 11.68 %","  4.01 %","","  4.07 %","  5.73 %",""
"2021-05-12","","","","  5.08 %","  5.18 %","  5.20 %","  3.01 %","  2.68 %","  4.30 %","  3.50 %","  5.01 %","  4.24 %","  3.47 %","  2.44 %","  4.09 %","  7.56 %","  2.59 %","  5.05 %","  3.06 %","  1.39 %","  3.75 %","  1.97 %","  4.41 %","","  5.35 %","","","  3.58 %","","  2.13 %","  3.38 %"," 11.19 %","  3.71 %","  4.87 %","","","","  5.33 %","  3.25 %","  8.92 %","  3.27 %","","  3.13 %"," 14.78 %",""
"2021-05-13","","","","  3.94 %","  5.03 %","  5.97 %","  2.06 %","  2.80 %","  7.42 %","  3.38 %","  4.72 %","  3.48 %","  3.87 %","  2.82 %","  6.61 %","  6.86 %","  3.16 %","  3.35 %","  3.19 %","  1.60 %","  3.38 %","  1.56 %","  4.07 %","","  3.73 %","","","  3.52 %","","  2.36 %","  5.56 %","  7.97 %","  4.05 %","  4.93 %","  1.15 %","","","  5.43 %","  3.70 %","  5.37 %","  3.44 %","","  2.63 %","  3.43 %",""
"2021-05-14","","","","  4.15 %","   .95 %","  3.11 %","  1.58 %","  1.66 %"," 10.36 %","  4.27 %","  1.98 %","  3.19 %","  1.61 %","  2.14 %","  4.69 %","  2.23 %","  2.10 %","  1.36 %","  2.25 %","  1.09 %","  2.45 %","  1.45 %","  2.67 %","","  1.91 %","","","  5.09 %","","  1.48 %","  2.17 %","  3.43 %","  2.63 %","  2.86 %","  1.14 %","","","  5.10 %","  3.55 %","  1.61 %","  3.08 %","","  3.92 %","  7.05 %",""
"2021-05-15","","","","  5.02 %","  4.22 %","  4.81 %","  1.79 %","  2.92 %","  6.61 %","  4.37 %","  5.32 %","  2.37 %","  4.03 %","  1.55 %","  4.80 %","  6.21 %","  2.33 %","  4.51 %","  2.88 %","  1.65 %","  3.14 %","  1.30 %","  4.34 %","","  4.02 %","","","  3.92 %","","  2.05 %","  1.82 %","  7.75 %","  3.92 %","  4.67 %","  4.49 %","","","  4.71 %","  5.51 %","  8.97 %","  3.02 %","","  4.38 %","  5.43 %",""
"2021-05-16","","","","  1.05 %","  1.94 %","  1.17 %","  2.57 %","  2.78 %","  2.45 %","   .65 %","  2.63 %","   .70 %","  1.41 %","  1.41 %","  1.07 %","  4.14 %","  1.26 %","  2.84 %","  1.20 %","   .84 %","  1.52 %","  1.52 %","  2.77 %","","  2.53 %","","","  1.89 %","","   .68 %","   .60 %","  3.51 %","  1.88 %","  1.80 %","  2.15 %","","","  2.57 %","  1.78 %","  7.99 %","  2.28 %","","  1.94 %","  3.31 %",""
"2021-05-17","","","","  4.53 %","  4.53 %","  4.81 %","  2.03 %","  3.45 %","  7.17 %","  4.55 %","  5.62 %","  2.41 %","  4.54 %","  2.65 %","  7.70 %","  8.91 %","  2.80 %","  4.45 %","  4.95 %","  1.52 %","  7.79 %","   .63 %","  5.66 %","","  4.96 %","","","  4.74 %","","  2.29 %","  2.37 %","  6.85 %","  4.64 %","  5.01 %","  6.32 %","","","  5.91 %","  4.44 %"," 11.66 %","  2.56 %","","  7.15 %"," 12.81 %",""
"2021-05-18","","","","  4.89 %","  3.45 %","  5.24 %","  1.53 %","  3.54 %","  5.65 %","  3.23 %","  4.60 %","  1.88 %","  4.87 %","  2.50 %","  4.77 %","  6.78 %","  2.40 %","  4.15 %","  2.48 %","   .88 %","  6.05 %","   .51 %","  5.19 %","","  2.92 %","","","  4.63 %","","  2.49 %","  6.07 %","  7.38 %","  4.65 %","  3.55 %","  3.96 %","","","  6.13 %","  4.61 %"," 13.65 %","  2.71 %","","  6.43 %","  7.89 %",""
"2021-05-19","","","","  4.13 %","  4.92 %","  3.62 %","  2.70 %","  4.22 %","  5.06 %","  4.57 %","  4.79 %","  3.44 %","  3.93 %","  2.18 %","  7.63 %","  6.52 %","  2.42 %","  4.16 %","  3.68 %","  1.39 %","  5.66 %","   .45 %","  5.94 %","","  3.97 %","","","  4.38 %","","  1.84 %","  2.45 %","  6.39 %","  4.41 %","  3.56 %","   .95 %","","","  6.09 %","  3.41 %"," 12.90 %","  4.81 %","","  4.83 %","  5.56 %",""
"2021-05-20","","","","  5.22 %","  4.06 %","  5.75 %","  2.90 %","  3.25 %","  4.28 %","  3.91 %","  4.18 %","  5.36 %","  4.22 %","  2.63 %"," 10.20 %","  5.71 %","  2.77 %","  3.73 %","  4.26 %","  1.29 %","  2.53 %","  1.34 %","  2.98 %","","  4.42 %","","","  3.53 %","","  1.85 %","  3.46 %","  5.16 %","  4.50 %","  2.49 %","  5.66 %","","","  4.88 %","  5.65 %"," 12.21 %","  5.25 %","","  3.83 %","  7.76 %",""
"2021-05-21","","","","  5.12 %","  3.54 %","  4.82 %","  1.13 %","  3.90 %","  7.19 %","  4.21 %","  3.51 %","  4.66 %","  4.31 %","  1.63 %","  8.80 %","  5.40 %","  2.74 %","  3.29 %","  3.26 %","  1.44 %","  5.19 %","   .51 %","  2.07 %","","  3.06 %","","","  6.17 %","","  1.68 %","  2.83 %","  4.56 %","  3.91 %","  3.31 %","  5.36 %","","","  6.26 %","  5.25 %"," 11.72 %","  3.03 %","","  4.64 %","  4.37 %",""
"2021-05-22","","","","  5.08 %","  3.61 %","  3.90 %","  1.98 %","  4.32 %","  4.55 %","  2.34 %","  3.11 %","  4.37 %","  3.11 %","  1.92 %","  9.34 %","  3.92 %","  2.48 %","  2.51 %","  2.94 %","  1.50 %","  4.90 %","   .47 %","  2.94 %","","  3.11 %","","","  4.20 %","","  1.61 %","  2.25 %","  5.06 %","  3.67 %","  2.35 %","  2.54 %","","","  5.42 %","  3.62 %","  8.61 %","  4.65 %","","  3.80 %","  5.42 %",""
"2021-05-23","","","","  1.17 %","   .92 %","  2.37 %","  1.63 %","  2.05 %","  3.78 %","   .21 %","  1.08 %","  1.08 %","  1.27 %","  2.06 %","  3.98 %","  1.42 %","  1.04 %","  2.93 %","  1.65 %","  1.10 %","  3.23 %","   .25 %","  1.76 %","","  1.67 %","","","  2.20 %","","  1.00 %","  2.20 %","  3.69 %","  1.33 %","  1.05 %","","","","  2.17 %","  1.98 %","  7.70 %","  3.75 %","","  1.41 %","  2.80 %",""
"2021-05-24","","","","  4.15 %","  3.73 %","  4.02 %","  1.80 %","  4.18 %","  3.97 %","  2.69 %","  2.46 %","  4.69 %","  3.74 %","  2.54 %"," 10.31 %","  5.82 %","  2.88 %","  2.44 %","  2.23 %","  1.56 %","  3.66 %","   .45 %","  2.01 %","","  4.28 %","","","  3.13 %","","  3.05 %","  2.63 %","  5.22 %","  3.45 %","  2.53 %","  1.65 %","","","  6.57 %","  4.15 %","  6.62 %","  3.57 %","","  2.45 %","  1.82 %",""
"2021-05-25","","","","  3.57 %","  3.56 %","  4.25 %","  1.60 %","  4.10 %","  6.05 %","  1.41 %","  2.36 %","  4.20 %","  4.27 %","  1.72 %","  6.70 %","  2.85 %","  3.70 %","  3.08 %","  2.67 %","  1.63 %","  1.76 %","   .75 %","  2.82 %","","  2.93 %","","","  2.72 %","","  2.43 %","  1.40 %","  5.04 %","  3.33 %","  1.97 %","   .81 %","","","  3.55 %","  3.41 %","  6.21 %","  3.34 %","","  3.97 %","  1.56 %",""
"2021-05-26","","","","  4.38 %","  3.01 %","  3.66 %","  1.18 %","  3.53 %","  5.11 %","  2.49 %","  1.24 %","  5.01 %","  3.21 %","  2.30 %","  2.40 %","  3.31 %","  3.13 %","  4.19 %","  2.08 %","  1.30 %","  3.19 %","   .39 %","  1.78 %","","  3.29 %","","","  3.30 %","","  2.25 %","  2.53 %","  4.48 %","  3.23 %","  1.54 %","  3.23 %","","","  4.31 %","  3.13 %","  4.43 %","  4.01 %","","  3.32 %","  2.86 %",""
"2021-05-27","","","","  4.63 %","  2.51 %","  3.85 %","  1.30 %","  3.23 %","  4.00 %","  3.30 %","  1.57 %","  5.40 %","  2.97 %","  2.45 %","  7.34 %","  1.95 %","  2.93 %","  3.31 %","  3.77 %","  1.73 %","  2.62 %","   .38 %","  1.98 %","","  3.13 %","","","  1.38 %","","  1.92 %","  2.02 %","  5.40 %","  2.95 %","  2.03 %","  2.34 %","","","  4.24 %","  2.95 %","  5.78 %","  3.54 %","","  2.43 %","  3.42 %",""
"2021-05-28","","","","  4.42 %","  3.14 %","  2.67 %","  1.28 %","  3.01 %","  4.58 %","  2.26 %","  1.46 %","  5.30 %","  2.26 %","  1.89 %","  2.82 %","  4.04 %","  1.89 %","  3.74 %","  1.98 %","  1.55 %","  2.67 %","   .36 %","  2.16 %","","  3.62 %","","","  2.38 %","","  2.33 %","  1.76 %","  3.29 %","  2.81 %","  1.61 %","  2.29 %","","","  2.84 %","  3.24 %","  3.58 %","  3.91 %","","  2.57 %","  2.27 %",""
"2021-05-29","","","","  2.71 %","  2.88 %","  5.03 %","   .90 %","  3.50 %","  4.82 %","  3.86 %","  3.47 %","  2.95 %","  3.41 %","  1.56 %","  6.17 %","  2.86 %","  3.45 %","  3.82 %","  1.39 %","  1.64 %","  1.48 %","   .68 %","  2.34 %","","  3.21 %","","","  1.47 %","","  2.64 %","  3.02 %","  3.25 %","  1.88 %","  1.43 %","","","","  3.57 %","  2.55 %","  4.20 %","  3.21 %","","  3.38 %","  5.45 %",""
"2021-05-30","","","","  1.30 %","   .92 %","  2.44 %","   .77 %","  1.56 %","  2.34 %","  1.86 %","   .80 %","  2.31 %","   .74 %","  1.53 %","  2.13 %","  1.33 %","  1.26 %","  2.74 %","  1.46 %","   .65 %","  1.82 %","   .15 %","  1.58 %","","  1.43 %","","","  1.38 %","","   .47 %","  5.66 %","  2.47 %","  1.08 %","  1.16 %","  1.49 %","","","  1.61 %","  1.33 %","  3.95 %","  3.56 %","","   .76 %","   .77 %",""
"2021-05-31","","","","  1.28 %","  1.56 %","  2.57 %","   .86 %","  3.01 %","  2.37 %","  3.39 %","  1.32 %","  2.45 %","  1.97 %","   .92 %","  4.30 %","  1.56 %","  2.53 %","  2.76 %","  2.00 %","  1.27 %","   .80 %","   .45 %","  2.16 %","","  3.31 %","","","  1.46 %","","  2.42 %","   .40 %","  2.01 %","  2.27 %","  1.20 %","","","","  2.65 %","  2.14 %","  1.22 %","  4.05 %","","   .72 %","  2.85 %",""
"2021-06-01","","","","  2.49 %","  2.43 %","  3.99 %","  1.06 %","  2.03 %","  2.79 %","  2.61 %","  1.06 %","  3.14 %","  2.63 %","  1.30 %","  3.64 %","  3.30 %","  1.80 %","  1.82 %","  2.03 %","  1.25 %","  1.69 %","   .35 %","  2.02 %","","  1.52 %","","","  1.17 %","","  1.70 %","   .59 %","  3.23 %","  2.06 %","   .89 %","  1.47 %","","","  2.06 %","  3.03 %","  2.93 %","  4.53 %","","  1.15 %","  2.40 %",""
"2021-06-02","","","","  1.60 %","  1.42 %","  3.69 %","   .87 %","  1.67 %","  3.65 %","  1.47 %","  1.05 %","  1.90 %","  1.26 %","  1.32 %","  3.39 %","  3.73 %","  1.63 %","  2.38 %","  1.43 %","  1.08 %","  1.09 %","   .44 %","  2.36 %","","  1.79 %","","","  1.66 %","","  1.64 %","  1.57 %","  2.29 %","  1.94 %","   .71 %","   .72 %","","","  2.57 %","  2.32 %","  2.12 %","  3.48 %","","  1.13 %","  1.44 %",""
"2021-06-03","","","","  3.07 %","  1.43 %","  4.58 %","  1.18 %","  1.92 %","  3.37 %","  3.23 %","  1.69 %","  2.51 %","  1.72 %","  1.03 %","  2.55 %","  2.61 %","  1.43 %","  1.75 %","  1.56 %","  1.24 %","  1.02 %","   .44 %","  2.39 %","","  1.49 %","","","  2.47 %","","  1.77 %","  3.87 %","  3.04 %","  1.67 %","  1.52 %","  1.44 %","","","  1.48 %","  2.77 %","  1.93 %","  2.81 %","","   .91 %","  3.74 %",""
"2021-06-04","","","","  2.95 %","  1.44 %","  4.08 %","  1.83 %","  1.78 %","  2.97 %","  2.66 %","  1.04 %","  2.16 %","  1.97 %","  1.33 %","   .99 %","  2.39 %","  1.86 %","  1.36 %","  2.02 %","  1.24 %","  1.02 %","   .48 %","  3.24 %","","  1.72 %","","","  1.56 %","","  1.75 %","  4.10 %","  3.28 %","  2.24 %","  1.07 %","   .00 %","","","  1.90 %","  2.70 %","  1.40 %","  2.83 %","","  1.77 %","  2.23 %",""
"2021-06-05","","","","  4.21 %","  1.59 %","  3.17 %","  1.41 %","  1.87 %","  1.76 %","  2.06 %","  1.01 %","  2.99 %","   .98 %","  1.11 %","  2.95 %","  1.94 %","  1.73 %","  1.28 %","  1.15 %","   .76 %","   .76 %","   .31 %","  1.97 %","","  1.40 %","","","  1.41 %","","  1.75 %","  3.76 %","  2.90 %","  1.63 %","  1.10 %","  2.84 %","","","  1.63 %","  1.89 %","  1.38 %","  2.04 %","","   .89 %","   .67 %",""
"2021-06-06","","","","  1.33 %","   .20 %","  1.57 %","   .40 %","  1.60 %","  2.76 %","  1.42 %","   .47 %","   .52 %","   .59 %","   .68 %","  1.17 %","   .77 %","   .23 %","  1.39 %","   .94 %","   .34 %","   .27 %","   .35 %","   .89 %","","   .66 %","","","  2.12 %","   .00 %","","  3.28 %","   .96 %","   .80 %","   .50 %","  2.07 %","","","   .32 %","  1.48 %","  1.77 %","  1.47 %","","   .97 %","  1.00 %",""
