"date","Pennsylvania/Adams","Pennsylvania/Allegheny","Pennsylvania/Armstrong","Pennsylvania/Beaver","Pennsylvania/Bedford","Pennsylvania/Berks","Pennsylvania/Blair","Pennsylvania/Bradford","Pennsylvania/Bucks","Pennsylvania/Butler","Pennsylvania/Cambria","Pennsylvania/Cameron","Pennsylvania/Carbon","Pennsylvania/Centre","Pennsylvania/Chester","Pennsylvania/Clarion","Pennsylvania/Clearfield","Pennsylvania/Clinton","Pennsylvania/Columbia","Pennsylvania/Crawford","Pennsylvania/Cumberland","Pennsylvania/Dauphin","Pennsylvania/Delaware","Pennsylvania/Elk","Pennsylvania/Erie","Pennsylvania/Fayette","Pennsylvania/Forest","Pennsylvania/Franklin","Pennsylvania/Fulton","Pennsylvania/Greene","Pennsylvania/Huntingdon","Pennsylvania/Indiana","Pennsylvania/Jefferson","Pennsylvania/Juniata","Pennsylvania/Lackawanna","Pennsylvania/Lancaster","Pennsylvania/Lawrence","Pennsylvania/Lebanon","Pennsylvania/Lehigh","Pennsylvania/Luzerne","Pennsylvania/Lycoming","Pennsylvania/McKean","Pennsylvania/Mercer","Pennsylvania/Mifflin","Pennsylvania/Monroe","Pennsylvania/Montgomery","Pennsylvania/Montour","Pennsylvania/Northampton","Pennsylvania/Northumberland","Pennsylvania/Perry","Pennsylvania/Philadelphia","Pennsylvania/Pike","Pennsylvania/Potter","Pennsylvania/Schuylkill","Pennsylvania/Snyder","Pennsylvania/Somerset","Pennsylvania/Sullivan","Pennsylvania/Susquehanna","Pennsylvania/Tioga","Pennsylvania/Unassigned","Pennsylvania/Union","Pennsylvania/Venango","Pennsylvania/Warren","Pennsylvania/Washington","Pennsylvania/Wayne","Pennsylvania/Westmoreland","Pennsylvania/Wyoming","Pennsylvania/York"
"2020-04-21"," 20.00 %"," 12.13 %"," 20.00 %"," 29.80 %","   .00 %"," 22.90 %","   .00 %"," 80.00 %"," 14.33 %","  4.00 %"," 20.00 %","   .00 %"," 13.13 %"," 20.00 %"," 20.91 %","   .00 %","   .00 %","   .00 %"," 22.86 %","   .00 %"," 10.00 %"," 10.16 %"," 10.87 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %"," 14.04 %"," 38.03 %","  4.00 %"," 37.00 %"," 13.11 %"," 12.99 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.92 %"," 21.27 %","   .00 %"," 11.80 %","   .00 %","   .00 %","  8.45 %"," 12.02 %","   .00 %"," 13.00 %","   .00 %","   .00 %","   .00 %"," 46.67 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 10.00 %","  9.62 %","   .00 %"," 33.33 %"
"2020-04-22"," 20.00 %"," 11.59 %","   .00 %"," 30.23 %","   .00 %"," 21.69 %","   .00 %"," 80.00 %"," 13.72 %","  7.33 %"," 20.00 %","   .00 %","  9.80 %"," 20.00 %"," 18.45 %","   .00 %","   .00 %","   .00 %"," 22.86 %","   .00 %"," 10.00 %"," 13.80 %"," 11.16 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %"," 14.12 %"," 36.82 %","  4.00 %"," 37.00 %"," 12.39 %"," 14.85 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.79 %"," 20.11 %","   .00 %"," 10.66 %","   .00 %","   .00 %","  5.87 %","  9.17 %","   .00 %"," 13.00 %","   .00 %","   .00 %","   .00 %"," 46.67 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %"," 10.00 %","  9.62 %","   .00 %"," 34.87 %"
"2020-04-23"," 20.00 %","  9.73 %","   .00 %","  8.89 %","   .00 %"," 18.40 %","   .00 %"," 80.00 %"," 11.33 %","  4.48 %"," 20.00 %","   .00 %","  6.94 %"," 20.00 %"," 14.45 %","   .00 %","   .00 %","   .00 %"," 13.69 %","   .00 %"," 13.33 %"," 12.70 %"," 10.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.14 %"," 36.24 %","   .67 %"," 17.00 %"," 12.39 %"," 14.20 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.34 %"," 18.25 %","   .00 %","  9.64 %","   .00 %","   .00 %","  5.40 %","  9.17 %","   .00 %","  2.29 %","   .00 %","   .00 %","   .00 %"," 46.67 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","  9.62 %","   .00 %"," 34.87 %"
"2020-04-24"," 20.00 %","  8.45 %","   .00 %","  8.25 %","   .00 %","  6.13 %","   .00 %"," 80.00 %"," 10.36 %","  4.48 %"," 20.00 %","   .00 %","  8.76 %"," 20.00 %"," 14.10 %","   .00 %","   .00 %","   .00 %","  3.69 %","   .00 %"," 16.19 %"," 16.45 %","  7.40 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.75 %","  1.80 %","   .67 %"," 17.00 %"," 10.32 %"," 13.62 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.99 %","  5.39 %","   .00 %","  5.25 %","   .00 %","   .00 %","  4.33 %","  9.17 %","   .00 %","  2.29 %","   .00 %","   .00 %","   .00 %","  6.67 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %"," 20.00 %"," 24.87 %"
"2020-04-25"," 10.00 %","  6.18 %","   .00 %","  5.32 %","   .00 %","  3.59 %","   .00 %"," 68.00 %","  9.82 %","  4.48 %"," 10.00 %","   .00 %","  6.26 %"," 10.00 %"," 14.44 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %"," 16.19 %"," 15.39 %","  7.13 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.40 %","  7.17 %","   .67 %","  9.50 %"," 10.11 %"," 13.73 %","-20.00 %","   .00 %","   .00 %","   .00 %","  2.79 %","  3.53 %","   .00 %","  6.56 %","   .00 %","   .00 %","  4.06 %","  6.67 %","   .00 %","  2.29 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","  4.00 %"," 20.00 %"," 16.30 %"
"2020-04-26","-10.00 %","  1.82 %","   .00 %","  1.43 %","   .00 %","  1.43 %","   .00 %","-12.00 %","  4.04 %","   .48 %","-10.00 %","   .00 %","  1.82 %","-10.00 %","  4.90 %","   .00 %","   .00 %","   .00 %"," -2.50 %","   .00 %","  6.19 %"," 10.95 %","  3.67 %","   .00 %","   .00 %","  6.67 %","   .00 %","-16.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.55 %","  6.13 %"," -3.33 %"," -2.50 %","   .81 %","  6.26 %","-20.00 %","   .00 %","   .00 %","   .00 %","  -.34 %","  -.43 %","   .00 %","  2.67 %","   .00 %","   .00 %","  3.78 %","   .00 %","   .00 %"," -5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %"," -1.00 %"," 20.00 %"," -7.03 %"
"2020-04-27","-10.00 %","  1.37 %","   .00 %","  -.43 %","   .00 %","   .93 %","   .00 %","-12.00 %","  3.31 %"," -2.86 %","-10.00 %","   .00 %","  1.82 %","-10.00 %","  4.04 %","   .00 %","   .00 %","   .00 %"," -2.50 %","   .00 %","  8.69 %"," 10.65 %","  2.97 %","   .00 %","   .00 %","  6.67 %","   .00 %","-16.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.04 %","  7.84 %"," -3.33 %"," -2.50 %","  2.77 %","  3.45 %","-20.00 %","   .00 %","   .00 %","   .00 %","  -.77 %","   .33 %","   .00 %","  2.20 %","   .00 %","   .00 %","  4.29 %","   .00 %","   .00 %"," -5.71 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %"," -1.00 %"," 20.00 %"," -6.07 %"
"2020-04-28","-10.00 %","  3.40 %","   .00 %","  5.23 %","   .00 %","  1.14 %","   .00 %","-12.00 %","  6.01 %","   .00 %","-10.00 %","   .00 %","  3.48 %","-10.00 %","  5.03 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","  7.58 %","  5.08 %","  5.64 %","   .00 %","   .00 %","  6.67 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.23 %","  9.42 %","   .00 %","   .36 %","  5.63 %","  4.30 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .10 %","  1.79 %","   .00 %","  4.20 %","   .00 %","   .00 %","  3.13 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %","   .00 %","   .05 %"," 20.00 %"," -6.07 %"
"2020-04-29"," 50.00 %","  3.17 %","   .00 %","  7.26 %","   .00 %","  6.40 %","   .00 %","-12.00 %","  6.61 %","   .00 %","-10.00 %","   .00 %","  3.21 %","-10.00 %","  5.81 %","   .00 %","   .00 %","   .00 %"," 17.86 %","   .00 %"," 14.72 %","  2.33 %"," 12.49 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.01 %","  9.42 %","  4.00 %","  2.86 %","  8.13 %","  5.79 %","-20.00 %","   .00 %","   .00 %","   .00 %","  2.60 %"," 10.13 %","   .00 %"," 14.66 %","   .00 %","   .00 %","  3.82 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","-10.00 %","   .00 %","   .00 %","   .00 %","-20.00 %","   .00 %"," 13.33 %","  5.05 %","   .00 %"," -6.07 %"
"2020-04-30"," 60.00 %","  5.30 %","   .00 %","  7.69 %","   .00 %","  6.34 %","   .00 %","   .00 %","  7.88 %","   .00 %","   .00 %","   .00 %","  4.63 %","   .00 %","  6.49 %","   .00 %","   .00 %","   .00 %"," 16.43 %","   .00 %"," 16.06 %","  7.19 %"," 11.77 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.60 %","  4.17 %","  4.00 %","  5.36 %","  8.27 %","  5.97 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.27 %"," 10.89 %","   .00 %"," 15.48 %","   .00 %","   .00 %","  3.82 %","  3.33 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","  6.05 %","   .00 %","  2.50 %"
"2020-05-01"," 60.00 %","  6.36 %","   .00 %","  8.30 %","   .00 %","  6.34 %","   .00 %","   .00 %","  9.83 %","   .00 %","   .00 %","   .00 %","  4.63 %","   .00 %","  6.49 %","   .00 %","   .00 %","   .00 %"," 16.43 %","   .00 %"," 17.31 %","  7.19 %"," 12.05 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.85 %","  4.38 %","  4.00 %","  5.36 %","  9.50 %","  6.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.81 %"," 11.24 %","   .00 %"," 15.48 %","   .00 %","   .00 %","  6.39 %","  4.76 %","   .00 %","  4.00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","  6.05 %","   .00 %","  6.94 %"
"2020-05-02"," 60.00 %","  5.33 %","   .00 %","  8.60 %","   .00 %","  6.29 %","   .00 %","   .00 %","  9.91 %","   .00 %","   .00 %","   .00 %","  4.63 %","   .00 %","  7.81 %","   .00 %","   .00 %","   .00 %"," 16.43 %","   .00 %"," 14.81 %","  3.86 %"," 13.16 %","   .00 %","   .00 %","   .00 %","   .00 %"," 36.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.85 %","  2.66 %","  4.00 %","  7.58 %","  8.28 %","  6.47 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.74 %"," 10.24 %","   .00 %"," 15.48 %","   .00 %","   .00 %","  5.88 %","  4.76 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %"," 22.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","  6.85 %","   .00 %","  4.44 %"
"2020-05-03"," 60.00 %","  3.30 %","   .00 %","  2.95 %","   .00 %","  5.84 %","   .00 %","   .00 %","  7.46 %","   .00 %","   .00 %","   .00 %","  2.97 %","   .00 %","  6.83 %","   .00 %","   .00 %","   .00 %"," 13.57 %","   .00 %"," 13.76 %","  7.21 %"," 10.48 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.03 %","  1.08 %","  4.00 %","  4.72 %","  5.43 %","  5.62 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  2.87 %","  9.43 %","   .00 %"," 13.03 %","   .00 %","   .00 %","  4.55 %","  6.10 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %"," 22.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %","  5.80 %","   .00 %","  4.44 %"
"2020-05-04","   .00 %","  3.53 %","   .00 %","   .91 %","   .00 %","   .34 %","   .00 %","   .00 %","  5.43 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","  3.23 %","   .00 %","   .00 %","   .00 %"," -1.43 %","   .00 %","  3.76 %","  6.21 %","  2.89 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.45 %","  3.17 %","   .00 %","  2.22 %","  2.93 %","  4.28 %"," 30.00 %","   .00 %","   .00 %","   .00 %","   .37 %","  3.05 %","   .00 %","  2.12 %","   .00 %","   .00 %","  6.34 %","  4.01 %","   .00 %","  7.33 %","   .00 %","   .00 %","   .00 %","  2.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .80 %","   .00 %","  4.44 %"
"2020-05-05","  5.00 %","  3.04 %"," 10.00 %","  2.38 %","   .00 %","  5.09 %","   .00 %","   .00 %","  6.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.51 %","   .00 %","   .00 %","   .00 %","  4.62 %","   .00 %"," 10.20 %","  3.11 %","  6.56 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.69 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  4.88 %","  3.17 %","  3.33 %"," 12.22 %","  5.02 %","  3.41 %"," 36.67 %","   .00 %","   .00 %","   .00 %","  2.19 %","  4.91 %","   .00 %","  4.89 %","   .00 %","   .00 %","  6.81 %","  4.01 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.57 %","   .00 %","  4.44 %"
"2020-05-06","  5.00 %","  2.35 %"," 10.00 %","  2.59 %","   .00 %","  5.22 %","   .00 %","   .00 %","  6.37 %","   .00 %","   .00 %","   .00 %","  1.33 %","   .00 %","  7.45 %","   .00 %","   .00 %","   .00 %","  4.62 %","   .00 %","  9.75 %","  3.11 %","  6.64 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.36 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  5.22 %","  3.62 %","  3.33 %"," 12.22 %","  5.10 %","  3.08 %"," 36.67 %","   .00 %","   .00 %","   .00 %","  2.19 %","  5.55 %","   .00 %","  5.75 %","   .00 %","   .00 %","  4.84 %","  2.58 %","   .00 %","  9.05 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.05 %","   .00 %","   .00 %"
"2020-05-07","  5.00 %","  2.82 %"," 10.00 %","  2.82 %","   .00 %","  7.75 %","   .00 %","   .00 %","  6.35 %","   .00 %","   .00 %","   .00 %","  1.33 %","   .00 %","  7.78 %","   .00 %","   .00 %","   .00 %"," 10.87 %","   .00 %"," 13.60 %","  5.87 %","  8.46 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  6.35 %","  4.59 %","  3.33 %"," 11.33 %","  6.12 %","  3.30 %"," 36.67 %","   .00 %","   .00 %","   .00 %","  2.82 %","  6.65 %","   .00 %"," 10.67 %","   .00 %","   .00 %","  5.17 %","  4.94 %","   .00 %","  7.94 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.25 %","   .00 %","  3.64 %"
"2020-05-08","  5.00 %","  3.16 %"," 10.00 %","  2.82 %","   .00 %","  7.75 %","   .00 %","   .00 %","  6.79 %","   .00 %","   .00 %","   .00 %","  1.33 %","   .00 %","  8.85 %","   .00 %","   .00 %","   .00 %","  9.91 %","   .00 %"," 12.42 %","  5.90 %","  8.78 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  5.80 %","  5.15 %","  3.33 %"," 11.33 %","  6.66 %","  4.36 %"," 16.67 %","   .00 %"," 20.00 %","   .00 %","  2.82 %","  6.35 %","   .00 %"," 10.80 %","   .00 %","   .00 %","  6.61 %","  5.71 %","   .00 %"," 13.94 %","   .00 %","   .00 %","   .00 %","  8.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.94 %","   .00 %","  3.64 %"
"2020-05-09","  5.00 %","  3.33 %"," 10.00 %","  2.82 %","   .00 %","  7.87 %","   .00 %","   .00 %","  7.09 %","   .00 %","   .00 %","   .00 %","  1.33 %"," 20.00 %","  9.48 %","   .00 %","   .00 %","   .00 %"," 17.91 %","   .00 %"," 13.71 %","  5.36 %","  9.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.76 %","-20.00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  5.93 %","  3.07 %","  3.33 %"," 11.33 %","  7.71 %","  2.03 %","  6.67 %","   .00 %"," 20.00 %","   .00 %","  2.82 %","  6.61 %","   .00 %"," 11.45 %","   .00 %","   .00 %","  4.22 %","  4.46 %","   .00 %"," 13.94 %","   .00 %","   .00 %","   .00 %","  8.08 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.94 %","   .00 %","  3.64 %"
"2020-05-10","   .00 %","  2.29 %","  6.67 %","  1.35 %","   .00 %","  3.08 %","   .00 %","   .00 %","  4.05 %","   .00 %","   .00 %","   .00 %","  2.58 %"," 20.00 %","  4.33 %","   .00 %","   .00 %","   .00 %"," 13.30 %","   .00 %","  5.94 %","  4.64 %","  4.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.26 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.59 %","  2.88 %","   .00 %","  1.33 %","  5.23 %","  1.44 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  1.32 %","  3.49 %","   .00 %","  6.56 %","   .00 %","   .00 %","  3.82 %","  4.46 %","   .00 %"," 13.94 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  2.17 %","   .00 %","  3.64 %"
"2020-05-11","   .00 %","  2.09 %"," 11.67 %","   .53 %","   .00 %","  3.06 %","   .00 %","   .00 %","  2.81 %","   .00 %","   .00 %","   .00 %","  1.25 %"," 20.00 %","  3.72 %","   .00 %","   .00 %","   .00 %"," 13.30 %","   .00 %","  5.14 %","  4.64 %","  4.27 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.26 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.01 %","  2.51 %","   .00 %","  1.33 %","  3.52 %","  1.04 %","   .00 %","   .00 %"," 20.00 %","   .00 %","  1.32 %","  2.23 %","   .00 %","  5.96 %","   .00 %","   .00 %","  2.18 %","  4.46 %","   .00 %","  8.22 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .69 %"," 10.00 %","  3.64 %"
"2020-05-12","   .00 %","  1.66 %"," 11.67 %","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","  2.62 %","   .00 %","   .00 %","   .00 %","  1.25 %"," 20.00 %","  2.52 %","   .00 %","   .00 %","   .00 %","  7.05 %","   .00 %","  1.29 %","  2.99 %","  1.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.08 %","  2.05 %","   .00 %","  1.25 %","  2.09 %","  1.16 %","  5.00 %","   .00 %"," 20.00 %","   .00 %","   .32 %","  1.09 %","   .00 %","  1.16 %","   .00 %","   .00 %","  2.19 %","  2.11 %","   .00 %","  7.54 %","   .00 %","   .00 %","   .00 %","  3.64 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .69 %"," 10.00 %","  1.54 %"
"2020-05-13","   .00 %","  3.21 %"," 11.67 %","   .00 %","   .00 %","  1.29 %","   .00 %","   .00 %","  2.42 %","   .00 %","   .00 %","   .00 %","  1.25 %"," 40.00 %","  2.29 %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %","  2.50 %","  1.10 %","  1.87 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.48 %","-20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.54 %","  1.66 %","   .00 %","  3.60 %","  2.53 %","   .61 %"," 13.00 %","   .00 %","   .00 %","   .00 %","   .63 %","  1.55 %","   .00 %","  1.16 %","   .00 %","   .00 %","  2.46 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.33 %"," 16.67 %","  1.54 %"
"2020-05-14","   .00 %","  3.04 %"," 11.67 %","  1.03 %","   .00 %","  3.07 %","   .00 %","   .00 %","  3.30 %","   .00 %","   .00 %","   .00 %","  1.25 %"," 30.00 %","  3.12 %","   .00 %","   .00 %","   .00 %","  2.14 %","   .00 %","  2.35 %","  2.15 %","  2.63 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  4.74 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.28 %","  1.99 %","   .00 %","  3.60 %","  2.09 %","  2.27 %"," 13.00 %","   .00 %","   .00 %","   .00 %","  1.86 %","  2.36 %","   .00 %","  2.97 %","   .00 %","   .00 %","  2.55 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.33 %"," 16.67 %","  2.97 %"
"2020-05-15","  4.00 %","  2.99 %","  5.00 %","  1.27 %","   .00 %","  4.07 %","   .00 %","   .00 %","  3.76 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  3.48 %","   .00 %","   .00 %","   .00 %","  3.43 %","   .00 %","  4.52 %","  2.65 %","  3.38 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  7.41 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","  3.82 %","  1.78 %","   .00 %","  3.60 %","  2.38 %","  2.76 %"," 13.00 %","   .00 %","   .00 %","   .00 %","  1.83 %","  3.00 %","   .00 %","  4.51 %","   .00 %","   .00 %","  2.74 %","   .95 %","   .00 %","  2.97 %"," 20.00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %","  1.33 %"," 11.67 %","  4.30 %"
"2020-05-16","  4.00 %","  3.11 %","   .00 %","  1.27 %","   .00 %","  4.05 %","   .00 %","   .00 %","  3.83 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  3.34 %","   .00 %","   .00 %","   .00 %","  3.43 %","   .00 %","  7.93 %","  1.67 %","  3.69 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","  4.68 %","  1.66 %","   .00 %","  3.60 %","  2.82 %","  2.58 %"," 13.00 %","   .00 %","   .00 %","   .00 %","  1.83 %","  3.19 %","   .00 %","  4.26 %","   .00 %","   .00 %","  2.95 %","   .95 %","   .00 %","  2.97 %"," 20.00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %","  1.33 %","  8.33 %","  3.05 %"
"2020-05-17","  4.00 %","  2.46 %","   .00 %","  1.27 %","   .00 %","  3.93 %","   .00 %","   .00 %","  3.02 %","   .00 %","   .00 %","   .00 %","   .00 %"," 30.00 %","  3.12 %","   .00 %","   .00 %","   .00 %","  3.43 %","   .00 %","  7.93 %","   .56 %","  3.39 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","  3.75 %","  1.31 %","   .00 %","  2.35 %","  2.49 %","  1.15 %","  8.00 %","   .00 %","   .00 %","   .00 %","  1.83 %","  3.05 %","   .00 %","  4.44 %","   .00 %","   .00 %","  2.62 %","   .95 %","   .00 %","  1.43 %"," 20.00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %","  1.33 %","  8.33 %","  2.85 %"
"2020-05-18","   .67 %","   .57 %","-12.00 %"," -1.86 %"," 20.00 %","  6.96 %","   .00 %"," 10.00 %","  2.29 %"," 20.00 %"," 20.00 %","   .00 %","  5.88 %","  6.67 %","  2.91 %"," 20.00 %","   .00 %","   .00 %","  1.01 %","   .00 %","  3.80 %","  5.68 %","   .95 %","-20.00 %"," 16.67 %","   .00 %","   .00 %"," 19.50 %","   .00 %","-20.00 %","   .00 %"," -2.67 %","   .00 %"," 20.00 %","  -.12 %","  1.77 %","  2.86 %","  2.11 %","  6.40 %","  -.14 %","  2.86 %","   .00 %"," 20.00 %","   .00 %","  6.66 %","   .48 %","-20.00 %","  1.50 %","   .00 %","   .00 %","  1.85 %"," -5.41 %","   .00 %","  8.10 %"," 10.00 %","-20.00 %","   .00 %","  2.97 %"," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %","  3.75 %","  1.67 %","  5.35 %"
