"date","New Mexico/Bernalillo","New Mexico/Catron","New Mexico/Chaves","New Mexico/Cibola","New Mexico/Colfax","New Mexico/Curry","New Mexico/De Baca","New Mexico/Dona Ana","New Mexico/Doña Ana","New Mexico/Eddy","New Mexico/Grant","New Mexico/Guadalupe","New Mexico/Harding","New Mexico/Hidalgo","New Mexico/Lea","New Mexico/Lincoln","New Mexico/Los Alamos","New Mexico/Luna","New Mexico/McKinley","New Mexico/Mora","New Mexico/Otero","New Mexico/Quay","New Mexico/Rio Arriba","New Mexico/Roosevelt","New Mexico/San Juan","New Mexico/San Miguel","New Mexico/Sandoval","New Mexico/Santa Fe","New Mexico/Sierra","New Mexico/Socorro","New Mexico/Taos","New Mexico/Torrance","New Mexico/Unassigned","New Mexico/Union","New Mexico/Valencia"
"2020-05-12","  2.30 %","   .00 %","  3.70 %","  3.49 %","   .00 %","  3.23 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 13.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.71 %","","-25.00 %"," 25.00 %","   .00 %","  9.09 %","  3.79 %","   .00 %","  1.50 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %"," 63.33 %","   .00 %","   .00 %"
"2020-05-13","  1.17 %","   .00 %","  7.14 %","  4.49 %","   .00 %","  6.25 %","   .00 %","  1.63 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.26 %","","-11.11 %","   .00 %","   .00 %","  8.33 %","  4.70 %","   .00 %","   .63 %","   .89 %","   .00 %","   .00 %","  4.76 %","   .00 %"," 26.53 %","   .00 %","  3.51 %"
"2020-05-14","  2.22 %","   .00 %","   .00 %","  7.53 %","   .00 %","   .00 %","   .00 %","  4.02 %",""," 21.43 %","  6.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.91 %","","   .00 %","   .00 %","  7.14 %","  7.69 %","  2.83 %","   .00 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.45 %","   .00 %","  1.69 %"
"2020-05-15","  2.70 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.88 %","   .00 %","  4.25 %","","   .00 %","   .00 %"," 11.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.29 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.99 %"," 28.57 %","   .84 %","   .88 %","   .00 %","   .00 %","  4.55 %","   .00 %"," 12.12 %","   .00 %","  5.00 %"
"2020-05-16","  1.19 %","   .00 %","   .00 %","  1.00 %","   .00 %"," 11.11 %","   .00 %","  4.44 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","  4.31 %",""," 12.50 %","   .00 %","  3.33 %"," 85.71 %","  3.30 %"," 11.11 %","  1.04 %","  7.02 %","   .00 %","   .00 %"," -4.35 %","   .00 %","  8.11 %","   .00 %","  1.59 %"
"2020-05-17","  1.34 %","   .00 %","   .00 %","   .99 %","   .00 %","  2.50 %","   .00 %","  4.26 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %","  1.29 %","","-11.11 %","   .00 %","   .00 %","   .00 %","  2.13 %","   .00 %","  1.02 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .00 %","  3.12 %"
"2020-05-18","   .66 %","   .00 %","  3.33 %","   .98 %","   .00 %","   .00 %","   .00 %","  5.10 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %","  3.44 %","","   .00 %","   .00 %","  6.45 %","  3.85 %","  2.38 %","   .00 %","   .41 %","   .81 %","   .00 %","   .00 %","  4.55 %","   .00 %"," 29.63 %","   .00 %","  3.03 %"
"2020-05-19","   .57 %","   .00 %","   .00 %","  4.85 %","   .00 %","  4.88 %","   .00 %","  3.24 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.74 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.33 %","   .00 %","   .61 %","  1.61 %","   .00 %","   .00 %"," -4.35 %","  5.56 %","   .95 %","   .00 %","   .00 %"
"2020-05-20","  4.82 %","   .00 %","  6.45 %","  5.56 %","   .00 %","  4.65 %","   .00 %","  2.19 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.37 %","","   .00 %","   .00 %","   .00 %","   .00 %","  3.48 %","   .00 %","  8.84 %","  1.59 %","   .00 %","   .00 %","   .00 %","  5.26 %","-90.57 %","   .00 %","  2.94 %"
"2020-05-21","  -.86 %","   .00 %","  3.03 %","  -.88 %","   .00 %"," -2.22 %","   .00 %"," 11.04 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .49 %","","   .00 %","   .00 %","  9.09 %"," -3.70 %","  -.41 %","   .00 %"," -2.58 %","  -.78 %","   .00 %","   .00 %","   .00 %"," -5.00 %"," ##.## %","   .00 %"," -1.43 %"
"2020-05-22","  3.14 %","   .00 %","  2.94 %","  7.96 %","   .00 %","  2.27 %","   .00 %","  2.21 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.05 %",""," 50.00 %","   .00 %","   .00 %"," 19.23 %","  2.69 %","   .00 %","   .19 %","  1.57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.45 %"
"2020-05-23","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-05-24","  1.83 %","   .00 %"," 11.43 %","  5.74 %","   .00 %","  2.22 %","   .00 %"," 10.00 %","","  5.88 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.52 %","   .00 %","   .00 %","   .00 %","  5.08 %",""," 16.67 %","   .00 %","  2.78 %","  9.68 %","  4.56 %"," 10.00 %","  2.65 %","  2.33 %","   .00 %","   .00 %","  9.09 %","  5.26 %"," 26.17 %","   .00 %","  2.86 %"
"2020-05-25","   .75 %","   .00 %","  2.56 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.93 %","","  5.56 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","-12.50 %","  1.05 %","","   .00 %","   .00 %","   .00 %","  5.88 %","  1.48 %"," 36.36 %","   .18 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .53 %","   .00 %","   .00 %"
"2020-05-26","  1.11 %","   .00 %","  5.00 %","   .78 %","   .00 %","  6.52 %","   .00 %","  1.18 %","","   .00 %"," -6.25 %","  5.26 %","   .00 %","   .00 %","   .00 %","-33.33 %","   .00 %","   .00 %","   .95 %",""," 21.43 %","   .00 %","   .00 %","   .00 %","  1.52 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","   .00 %"," 60.00 %","  8.47 %","   .00 %","  1.39 %"
"2020-05-27","  1.54 %","   .00 %","   .00 %","  3.08 %","   .00 %","  2.04 %","   .00 %","  2.57 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.52 %","","   .00 %","   .00 %","  2.70 %","  2.78 %","  2.31 %"," -6.67 %","   .92 %","  3.01 %","   .00 %","   .00 %","   .00 %","  3.12 %","  1.46 %","   .00 %","   .00 %"
"2020-05-28","  3.69 %","   .00 %","   .00 %","  1.49 %","   .00 %","  2.00 %","   .00 %","   .68 %",""," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .93 %","","  5.88 %","   .00 %","  7.89 %","   .00 %","  1.22 %","   .00 %","   .91 %","   .73 %","   .00 %","  2.04 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %"
"2020-05-29","   .77 %","   .00 %","  4.76 %","   .74 %","   .00 %","  1.96 %","   .00 %","  1.58 %",""," -4.76 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %"," 14.29 %","  2.49 %",""," 22.22 %","   .00 %","  4.88 %","   .00 %","  1.81 %","  7.14 %","   .54 %","  -.72 %","   .00 %","   .00 %","  4.17 %","   .00 %","  2.87 %"," 33.33 %","  1.37 %"
"2020-05-30","  1.31 %","   .00 %","  2.27 %","  1.46 %","   .00 %"," -1.92 %","   .00 %","  2.45 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.47 %","","   .00 %","   .00 %","  2.33 %","  2.70 %","  1.36 %","   .00 %","  1.25 %","  2.19 %","   .00 %","   .00 %","   .00 %"," -3.03 %","  3.72 %","   .00 %"," -1.35 %"
"2020-05-31","   .82 %","   .00 %","  4.44 %","  1.44 %","   .00 %","  1.96 %","   .00 %","  1.30 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .37 %","","   .00 %","   .00 %","  6.82 %","  5.26 %","  1.05 %","   .00 %","   .35 %","  1.43 %","   .00 %","   .00 %"," -4.00 %","   .00 %","  1.79 %","   .00 %","  1.37 %"
"2020-06-01","   .68 %","   .00 %","  6.38 %","  1.42 %","   .00 %","  1.92 %","   .00 %","  2.15 %","","  9.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.49 %","","   .00 %","   .00 %","  2.13 %","  5.00 %","  2.19 %","   .00 %","   .00 %","  1.41 %","   .00 %","  2.00 %"," 20.83 %","   .00 %","  -.88 %","   .00 %","   .00 %"
"2020-06-02","   .87 %","   .00 %","  2.00 %","  1.40 %","   .00 %","  3.77 %","   .00 %","   .63 %",""," -4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 12.50 %","  1.18 %","","   .00 %","   .00 %","  2.08 %"," -2.38 %","  2.37 %","   .00 %","   .70 %","  2.78 %","   .00 %","  1.96 %","  3.45 %","   .00 %"," 52.00 %","   .00 %","  4.05 %"
"2020-06-03","  1.67 %","   .00 %"," -1.96 %","  1.38 %","   .00 %","  1.82 %","   .00 %","  1.88 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," 11.11 %","  1.41 %","","   .00 %","   .00 %","  6.12 %","   .00 %","   .44 %","   .00 %","   .52 %","  1.35 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.31 %","   .00 %","  2.60 %"
"2020-06-04","  1.25 %","   .00 %","  2.00 %","   .68 %","   .00 %","  1.79 %","   .00 %","  4.30 %",""," 13.04 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","  1.07 %","","  4.55 %","   .00 %","   .00 %","  2.44 %","  1.15 %","   .00 %","   .52 %","   .00 %","   .00 %","  3.85 %","  3.33 %","  3.12 %"," 29.97 %","   .00 %","  1.27 %"
"2020-06-05","  1.04 %","   .00 %"," -1.96 %","  2.70 %","   .00 %","  8.77 %","   .00 %","  5.11 %","","  7.69 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.54 %","   .00 %","   .00 %"," 22.22 %","  2.95 %","","  8.70 %","   .00 %","  3.85 %","   .00 %","  2.77 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %"," 26.83 %"," 25.00 %","  1.25 %"
"2020-06-06","  1.03 %","   .00 %"," -2.00 %","  4.61 %","   .00 %","   .00 %","   .00 %","  4.30 %","","  7.14 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.53 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.58 %","   .00 %","  1.04 %","   .00 %","   .00 %","  1.85 %","   .00 %","  2.94 %","   .50 %","   .00 %","   .00 %"
"2020-06-07","  1.08 %","   .00 %","   .00 %","  4.40 %","   .00 %","   .00 %","   .00 %","  2.15 %",""," 16.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  9.09 %","  1.39 %","","  4.00 %","   .00 %","   .00 %","   .00 %","  2.24 %","   .00 %","  2.05 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-08","   .50 %","   .00 %","   .00 %","  1.20 %","   .00 %","  3.23 %","   .00 %","  2.98 %","","  8.57 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.34 %","   .00 %","   .00 %","   .00 %","  1.93 %","","  3.85 %","   .00 %","  5.56 %","  7.14 %","  1.22 %","  6.67 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-09","   .75 %","   .00 %"," -2.04 %","   .60 %","   .00 %","   .00 %","   .00 %","   .34 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %","   .40 %","","  3.70 %","-20.00 %","   .00 %","   .00 %","   .45 %","   .00 %","   .67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .66 %","   .00 %","   .00 %"
"2020-06-10","   .68 %","   .00 %","  4.17 %","   .59 %"," 20.00 %","  6.25 %","   .00 %","  4.41 %",""," 10.53 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.03 %","   .00 %","   .00 %","   .00 %","  1.81 %","","   .00 %","   .00 %","  3.51 %","  2.22 %","  1.75 %","   .00 %","   .00 %","  3.23 %"," ##.## %","   .00 %","   .00 %","   .00 %","  -.49 %","   .00 %","  3.70 %"
"2020-06-11","  1.79 %","   .00 %","  4.00 %","  1.18 %","   .00 %","   .00 %","   .00 %","  2.76 %","","  7.14 %","  6.67 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","   .00 %"," 66.67 %","   .53 %","","   .00 %","   .00 %","  1.69 %"," 10.87 %","   .44 %","   .00 %","   .50 %","   .62 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.96 %","   .00 %","  2.38 %"
"2020-06-12","  1.03 %","   .00 %","  1.92 %","  4.65 %","-16.67 %","  4.41 %","   .00 %","   .79 %","","  2.22 %","  6.25 %","   .00 %","   .00 %"," ##.## %","  8.57 %","   .00 %","   .00 %","   .00 %","  1.70 %","","  7.14 %","   .00 %","   .00 %","  3.92 %","  1.86 %","   .00 %","   .33 %","  2.48 %","   .00 %","   .00 %","  3.23 %"," -2.86 %","  3.67 %","   .00 %","  1.16 %"
"2020-06-13","   .78 %","   .00 %","  5.66 %","  1.67 %"," 40.00 %","  8.45 %","   .00 %","  1.26 %","","   .00 %"," -5.88 %","   .00 %","   .00 %"," 50.00 %","  7.89 %","   .00 %","   .00 %"," 30.00 %","   .91 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .10 %","   .00 %","  1.15 %","  3.03 %"," 33.33 %","   .00 %","   .00 %","   .00 %","  1.54 %","   .00 %","   .00 %"
"2020-06-14","   .65 %","   .00 %","  5.36 %","   .55 %","   .00 %","  5.19 %","   .00 %","  2.02 %","","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.44 %"," 20.00 %"," 16.67 %","  3.85 %","   .55 %",""," -3.33 %","   .00 %","   .00 %","   .00 %","   .72 %","   .00 %","  2.27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.88 %","   .00 %","  2.30 %"
"2020-06-15","   .71 %","   .00 %","   .00 %","   .54 %"," 14.29 %","  2.47 %","   .00 %","  -.15 %","","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  4.76 %","   .00 %","   .00 %","  7.41 %","   .82 %","","  3.45 %","   .00 %"," -1.67 %","   .00 %","  1.19 %","   .00 %","   .63 %","  1.76 %","   .00 %","   .00 %","  3.12 %","   .00 %","  4.27 %","   .00 %","   .00 %"
"2020-06-16","  1.64 %","   .00 %","   .00 %","   .54 %","   .00 %","  7.23 %","   .00 %","   .30 %","","  2.13 %","   .00 %","   .00 %","   .00 %"," 15.00 %"," 11.36 %","   .00 %","   .00 %"," 10.34 %","   .44 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %","   .00 %","  1.26 %","  2.89 %","   .00 %","   .00 %","   .00 %","   .00 %","   .42 %","   .00 %","  4.49 %"
"2020-06-17","  1.10 %","   .00 %","  3.39 %","   .00 %","   .00 %","  3.37 %","   .00 %","  2.58 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.24 %","   .00 %","   .00 %","   .00 %","   .64 %","","  3.33 %","   .00 %","  3.39 %","   .00 %","   .52 %","   .00 %","  1.40 %","  2.25 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.34 %","   .00 %","  1.08 %"
"2020-06-18","  -.68 %","   .00 %","   .00 %","  1.08 %","   .00 %","  5.43 %","   .00 %","  1.33 %","","  2.08 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.82 %"," 16.67 %","   .00 %"," 37.50 %","   .64 %",""," -3.23 %"," 25.00 %","  8.20 %","  1.89 %","   .37 %"," 12.50 %","   .77 %","  1.10 %"," 25.00 %","   .00 %","   .00 %","   .00 %","  4.27 %","   .00 %"," -4.26 %"
"2020-06-19","  2.13 %","   .00 %","  4.92 %","  3.19 %","   .00 %","  4.12 %","   .00 %","  1.02 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 13.04 %","  7.41 %","   .00 %","   .00 %","  6.82 %","   .74 %","","  6.67 %","   .00 %"," 10.61 %","   .00 %","   .79 %","   .00 %","   .91 %","  2.17 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.94 %","   .00 %","  5.56 %"
"2020-06-20","   .84 %","   .00 %","   .00 %","   .00 %"," 12.50 %","  6.93 %","   .00 %","  1.16 %","","  4.08 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.79 %","   .00 %","   .00 %","  4.26 %","  1.06 %","","   .00 %","   .00 %","  8.22 %"," -1.85 %","   .37 %","   .00 %","  1.51 %","  2.66 %","   .00 %","   .00 %","   .00 %","  5.88 %","  8.44 %","   .00 %","  1.05 %"
"2020-06-21","   .73 %","   .00 %","   .00 %","  1.03 %","   .00 %","  1.85 %","   .00 %","  2.57 %","","  3.92 %","  6.25 %","   .00 %","   .00 %","  7.69 %","  1.52 %","   .00 %","   .00 %"," 10.20 %","  1.05 %",""," -3.12 %","   .00 %","   .00 %","   .00 %","   .46 %","   .00 %","   .45 %","  1.55 %","   .00 %","  1.82 %","   .00 %","   .00 %","  4.99 %","   .00 %","   .00 %"
"2020-06-22","  1.27 %","   .00 %","  3.12 %","   .51 %","   .00 %","   .91 %","   .00 %","  2.23 %","","  5.66 %","   .00 %","   .00 %","   .00 %"," 39.29 %"," 11.94 %","   .00 %","   .00 %","  1.85 %","  1.04 %","","  3.23 %","   .00 %","   .00 %","  1.89 %","   .50 %","   .00 %","   .89 %","  2.55 %"," 40.00 %","  3.57 %","  6.06 %","   .00 %","   .00 %","   .00 %","  1.04 %"
"2020-06-23","  1.09 %","   .00 %"," -1.52 %","   .51 %","   .00 %","  3.60 %","   .00 %","   .82 %","","  3.57 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.33 %","   .00 %","   .00 %","  3.64 %","  1.61 %","","   .00 %","   .00 %","  3.80 %"," -1.85 %","  1.87 %","   .00 %","   .59 %","   .50 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .70 %","   .00 %","   .00 %"
"2020-06-24","  1.68 %","   .00 %","  6.15 %","  1.01 %","   .00 %","  6.96 %","   .00 %","  2.70 %","","  5.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.86 %"," 14.29 %","   .00 %","   .00 %","   .76 %","","  3.12 %","   .00 %","  4.88 %","  1.89 %","   .67 %","   .00 %","  1.17 %","   .50 %","   .00 %","   .00 %","  5.71 %","  5.26 %","  1.84 %"," 20.00 %","  1.03 %"
"2020-06-25","  3.09 %","   .00 %","  2.90 %","  2.00 %","   .00 %","  1.63 %","   .00 %","  6.05 %","","  3.28 %","   .00 %","   .00 %","   .00 %","  2.56 %","  3.49 %"," 12.50 %","   .00 %"," 10.53 %","  1.13 %","","  3.03 %","   .00 %","  3.49 %","  1.85 %","   .80 %","   .00 %","  1.15 %","  1.48 %"," 28.57 %","  1.72 %","   .00 %","  5.00 %","   .11 %","   .00 %","  1.02 %"
"2020-06-26","  2.58 %","   .00 %"," 11.27 %","   .98 %","   .00 %","  5.60 %","   .00 %","  4.47 %",""," -1.59 %","   .00 %","   .00 %","   .00 %"," -2.50 %","  5.62 %"," 22.22 %","   .00 %","  1.59 %","  2.24 %","","  2.94 %"," 20.00 %","  2.25 %","   .00 %","   .35 %"," 11.11 %","   .71 %","  1.94 %"," 22.22 %","   .00 %","  2.70 %"," -2.38 %","   .79 %"," 16.67 %","  2.02 %"
"2020-06-27","  1.71 %","   .00 %","   .00 %","   .49 %","   .00 %","  3.03 %","   .00 %","  3.09 %","","  6.45 %","  5.88 %","   .00 %","   .00 %"," 17.95 %","  6.38 %","   .00 %","   .00 %","  4.69 %","   .67 %","","   .00 %","   .00 %","  2.20 %","   .00 %","  3.56 %","   .00 %","   .99 %","  3.81 %","  9.09 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %","  2.97 %"
"2020-06-28","  2.13 %","   .00 %","  5.06 %","  1.93 %","   .00 %","  4.41 %","   .00 %","  3.11 %","","  4.55 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.00 %","   .00 %"," 14.29 %","  8.96 %","   .82 %","","  8.57 %","   .00 %","   .00 %","  3.64 %","  1.48 %","  5.00 %","   .42 %","  4.59 %","   .00 %","   .00 %","  2.56 %","  2.44 %","   .67 %","   .00 %","   .96 %"
"2020-06-29","  2.18 %","   .00 %","  7.23 %","   .00 %","   .00 %","  7.75 %","   .00 %","  3.80 %",""," 13.04 %","   .00 %","   .00 %","   .00 %","  6.52 %","  6.60 %","   .00 %","   .00 %","  5.48 %","   .33 %","","  7.89 %","   .00 %","  3.23 %","   .00 %","   .54 %","   .00 %","   .56 %","  2.63 %","   .00 %","  1.69 %","   .00 %","  2.38 %","   .11 %","   .00 %"," 10.48 %"
"2020-06-30","  1.61 %","   .00 %","  5.62 %","   .47 %","   .00 %","  6.54 %","   .00 %","  2.15 %","","  2.56 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.81 %","   .00 %","   .00 %","  2.60 %","   .84 %","","  2.44 %","   .00 %","  2.08 %","  3.51 %","   .71 %","   .00 %","  1.11 %","  1.28 %"," -8.33 %","   .00 %","  5.00 %","   .00 %","   .56 %","   .00 %","  4.31 %"
"2020-07-01","  1.63 %","   .00 %","  1.06 %","   .00 %","   .00 %","  1.23 %","   .00 %","   .84 %","","  2.50 %","  5.56 %","   .00 %","   .00 %","   .00 %","  1.52 %","   .00 %","   .00 %","  1.27 %","   .59 %","","  2.38 %","   .00 %","  3.06 %","   .00 %","  1.57 %","   .00 %","   .41 %","  1.27 %","  9.09 %","   .00 %","  2.38 %","   .00 %","   .33 %"," 14.29 %","  2.48 %"
"2020-07-02","  4.55 %","   .00 %","  5.26 %","   .94 %"," 11.11 %"," 10.30 %","   .00 %","  4.39 %","","  2.44 %","  5.26 %","   .00 %","   .00 %"," 10.20 %","  5.97 %","  9.09 %","   .00 %","  2.50 %","   .38 %","","  2.33 %","   .00 %","  3.96 %","  5.08 %","   .49 %","  4.76 %","  1.23 %","  2.50 %","  8.33 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","  6.45 %"
"2020-07-03","  2.37 %","   .00 %","  5.00 %","  3.27 %","   .00 %","  2.20 %","   .00 %","  4.00 %","","  9.52 %","  5.00 %","   .00 %","   .00 %","   .00 %","  3.52 %","  8.33 %","   .00 %"," 13.41 %","  1.23 %",""," 15.91 %","   .00 %","   .95 %","  9.68 %","   .89 %","   .00 %","  1.76 %","  2.85 %","   .00 %","   .00 %","  6.98 %","   .00 %","  1.65 %","   .00 %","  3.03 %"
"2020-07-04","  3.39 %","   .00 %","  6.67 %","  4.52 %","   .00 %","  2.15 %","   .00 %","  5.29 %",""," 10.87 %","  4.76 %","   .00 %","   .00 %","  7.41 %"," 17.01 %","   .00 %","   .00 %","  4.30 %","   .96 %",""," 13.73 %","   .00 %","   .00 %","  2.94 %","   .84 %","   .00 %","  1.06 %","  2.37 %","  7.69 %","   .00 %","  4.35 %","  6.98 %","   .11 %","   .00 %","  2.94 %"
"2020-07-05","  2.53 %","   .00 %","  7.14 %","   .87 %","-10.00 %","  1.58 %","   .00 %","  3.11 %","","   .98 %","  9.09 %","   .00 %","   .00 %","  1.72 %","  8.72 %","   .00 %","   .00 %","  4.12 %","   .55 %","","   .00 %","   .00 %","   .00 %","  1.43 %","  1.07 %","   .00 %","   .00 %","  3.09 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %","   .00 %","  4.29 %"
"2020-07-06","  2.43 %","   .00 %","  5.83 %","  3.43 %","   .00 %","  3.11 %","   .00 %","  7.36 %","","   .97 %","   .00 %","   .00 %","   .00 %","  1.69 %","  9.09 %","  7.69 %"," 12.50 %","  2.97 %","   .34 %","","  3.45 %"," 16.67 %","  3.77 %","  1.41 %","   .71 %","   .00 %","  1.05 %","  3.00 %","   .00 %","  1.67 %","  2.08 %","   .00 %","   .22 %","   .00 %","  3.42 %"
"2020-07-07","  3.44 %","   .00 %","  4.72 %","   .41 %","   .00 %","  1.01 %","   .00 %","  1.82 %","","  2.88 %","   .00 %","   .00 %","   .00 %","  1.67 %","  3.43 %","   .00 %"," 22.22 %","  7.69 %","   .31 %","","  5.00 %"," 14.29 %","  8.18 %","  2.78 %","  1.33 %","  4.55 %","   .91 %","  2.91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","  2.65 %"
"2020-07-08","  3.78 %","   .00 %"," 10.53 %","   .41 %","   .00 %","  2.99 %","   .00 %","  4.22 %","","  8.41 %"," 12.50 %","   .00 %","   .00 %","  1.64 %","  5.69 %"," 14.29 %","   .00 %","   .89 %","   .65 %","","  3.17 %"," 12.50 %","  4.20 %","   .00 %","   .69 %","   .00 %","  2.19 %","  3.53 %","   .00 %","   .00 %","  4.08 %"," -2.08 %","   .54 %","   .00 %","  5.16 %"
"2020-07-09","  3.64 %","   .00 %","  2.72 %","   .41 %","   .00 %","  9.66 %","   .00 %","  1.63 %","","  5.17 %","  7.41 %","   .00 %","   .00 %","  3.23 %","  3.14 %"," 12.50 %","   .00 %","   .00 %","   .54 %","","  3.08 %"," 33.33 %","  3.23 %","  2.70 %","   .61 %","   .00 %","  1.13 %","  3.07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .11 %","   .00 %","  3.07 %"
"2020-07-10","  2.49 %","   .00 %","  4.64 %","   .41 %","   .00 %","  3.52 %","   .00 %","  3.37 %","","  2.46 %","  3.45 %","   .00 %","   .00 %"," 12.50 %"," 13.91 %","  5.56 %","   .00 %","  1.77 %","   .93 %","   .00 %","  7.46 %","   .00 %","  6.25 %","  2.63 %","  1.18 %","  8.70 %","  1.37 %","  6.62 %","   .00 %","  1.64 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.17 %"
