"date","Nevada/Carson City","Nevada/Churchill","Nevada/Clark","Nevada/Douglas","Nevada/Elko","Nevada/Elko County","Nevada/Esmeralda","Nevada/Eureka","Nevada/Humboldt","Nevada/Lander","Nevada/Lincoln","Nevada/Lyon","Nevada/Mineral","Nevada/Nye","Nevada/Pershing","Nevada/Storey","Nevada/Unassigned","Nevada/Washoe","Nevada/White Pine"
"2020-07-20","  1.95 %","  1.31 %","  4.10 %","  1.86 %","  3.96 %","","   .00 %"," 20.00 %","   .22 %","   .90 %"," 10.00 %","   .93 %","  5.00 %","  4.29 %","   .00 %","  3.33 %","   .00 %","  2.03 %","  4.22 %"
"2020-07-21","  2.33 %","  2.52 %","  3.53 %","  1.80 %","  3.70 %","","   .00 %"," 20.00 %","   .22 %","   .01 %","   .00 %","  1.18 %","  5.00 %","  3.50 %","   .00 %","  3.33 %","   .00 %","  1.84 %","  4.22 %"
"2020-07-22","  1.62 %","  2.45 %","  3.24 %","  2.37 %","  3.11 %","","   .00 %"," 20.00 %","   .00 %","   .01 %","   .00 %","   .77 %","   .00 %","  4.73 %","   .00 %","  3.33 %","   .00 %","  1.72 %","  2.00 %"
"2020-07-23","  1.49 %","  1.75 %","  3.15 %","  2.92 %","  3.38 %","","   .00 %"," 20.00 %","   .22 %","   .43 %","   .00 %","   .76 %","  2.00 %","  4.73 %","   .00 %","  3.33 %","   .00 %","  1.86 %","  2.00 %"
"2020-07-24","  1.25 %","  2.88 %","  2.84 %","  3.70 %","  2.76 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.27 %","  2.00 %","  3.97 %","   .00 %","  3.33 %","   .00 %","  1.91 %","  2.00 %"
"2020-07-25","  1.32 %","  6.04 %","  2.71 %","  4.13 %","  3.08 %","","   .00 %","   .00 %","   .22 %","   .00 %","   .00 %","  1.62 %","  2.00 %","  4.02 %","   .00 %"," 10.00 %","   .00 %","  2.13 %","   .00 %"
"2020-07-26","  1.29 %","  4.37 %","  2.70 %","  4.82 %","  3.83 %","","   .00 %","   .00 %","   .65 %","  1.70 %","   .00 %","  2.06 %","  2.00 %","  3.53 %","   .00 %"," 10.00 %","   .00 %","  2.51 %","   .00 %"
"2020-07-27","  1.50 %","  4.26 %","  2.55 %","  5.15 %","  3.96 %","","   .00 %","   .00 %","   .87 %","  1.70 %","   .00 %","  1.92 %","  2.00 %","  2.49 %","   .00 %"," 10.00 %","   .00 %","  2.45 %","   .00 %"
"2020-07-28","  1.53 %","  3.25 %","  2.41 %","  5.17 %","  4.03 %","","   .00 %","   .00 %","   .87 %","  1.31 %","   .00 %","  2.14 %","   .00 %","  2.82 %","   .00 %"," 10.00 %","   .00 %","  2.18 %","   .00 %"
"2020-07-29","  2.36 %","  2.71 %","  2.37 %","  4.26 %","  2.77 %","","   .00 %","   .00 %","   .87 %","   .91 %","   .00 %","  2.22 %","   .00 %","  1.70 %","   .00 %","  6.67 %","   .00 %","  1.76 %","   .00 %"
"2020-07-30","  2.35 %","   .02 %","  2.35 %","  4.64 %","  2.82 %","","   .00 %","   .00 %","   .43 %","   .91 %","   .00 %","  2.16 %","   .00 %","  3.61 %","   .00 %","  6.67 %","   .00 %","  1.70 %","   .00 %"
"2020-07-31","  2.10 %","   .48 %","  2.42 %","  3.88 %","  2.33 %","","   .00 %","   .00 %","   .21 %","  -.79 %","   .00 %","  1.97 %","   .00 %","  2.86 %","   .00 %","  6.67 %","   .00 %","  1.72 %","  3.64 %"
"2020-08-01","  1.93 %","   .01 %","  2.38 %","  3.84 %","  2.35 %","","   .00 %","   .00 %","   .21 %","  -.38 %","   .00 %","  2.58 %","   .00 %","  2.27 %","   .00 %","  6.67 %","   .00 %","  1.62 %","  3.64 %"
"2020-08-02","  1.69 %","  1.83 %","  2.29 %","  3.86 %","  2.51 %","","   .00 %","   .00 %","   .21 %","   .01 %","  6.67 %","  2.54 %","   .00 %","  2.59 %","   .00 %","  6.67 %","   .00 %","  1.88 %","  5.17 %"
"2020-08-03","  1.17 %","  2.25 %","  2.29 %","  3.86 %","  2.76 %","","   .00 %","   .00 %","   .21 %","   .41 %","  6.67 %","  2.40 %","   .00 %","  2.81 %","   .00 %","   .00 %","   .00 %","  1.91 %","  5.17 %"
"2020-08-04","  1.35 %","  2.21 %","  2.28 %","  2.99 %","  2.17 %","","   .00 %","   .00 %","   .21 %","   .41 %","  6.67 %","  2.15 %","   .00 %","  1.09 %","   .00 %","   .00 %","   .00 %","  1.58 %","  5.17 %"
"2020-08-05","  1.28 %","  2.21 %","  2.01 %","  3.13 %","  1.84 %","","   .00 %","   .00 %","   .00 %","   .41 %","  6.67 %","  2.08 %","   .00 %","  1.15 %","   .00 %","   .00 %","   .00 %","  1.07 %","  1.54 %"
"2020-08-06","  1.27 %","  2.61 %","  1.84 %","  2.48 %","  1.86 %","","   .00 %","   .00 %","   .62 %","   .00 %","  6.67 %","  1.55 %","   .00 %","  1.93 %","   .00 %","   .00 %","   .00 %","  1.20 %","  1.54 %"
"2020-08-07","  1.06 %","  1.25 %","  1.72 %","  2.20 %","  1.73 %","","   .00 %","   .00 %","   .83 %","   .40 %","   .00 %","  1.34 %","   .00 %","  2.68 %","   .00 %","   .00 %","   .00 %","  1.23 %","   .00 %"
"2020-08-08","  1.29 %","  5.62 %","  1.61 %","  2.03 %","  1.86 %","","   .00 %","   .00 %","  1.23 %","   .40 %","  5.00 %","  1.51 %","   .00 %","  2.64 %","   .00 %","   .00 %","   .00 %","  1.36 %","  1.43 %"
"2020-08-09","  1.74 %","  7.47 %","  1.50 %","  2.10 %","  1.99 %","","   .00 %"," 10.00 %","  1.62 %","   .40 %","  5.00 %","  1.40 %","   .00 %","  2.45 %","  1.54 %","   .00 %","   .00 %","  1.40 %","  2.76 %"
"2020-08-10","  1.79 %","  7.47 %","  1.53 %","  1.64 %","  1.83 %","","   .00 %"," 10.00 %","  1.81 %","   .40 %","  5.00 %","  1.36 %","   .00 %","  2.45 %","  1.54 %","  5.00 %","   .00 %","  1.32 %","  1.51 %"
"2020-08-11","  1.72 %","  7.06 %","  1.46 %","  1.53 %","  1.63 %","","   .00 %"," 16.67 %","  1.00 %","   .40 %","  5.00 %","  1.61 %","   .00 %","  1.79 %","  1.54 %","  5.00 %","   .00 %","  1.18 %","  1.51 %"
"2020-08-12","  1.99 %","  7.06 %","  1.28 %","  1.41 %","  1.37 %","","   .00 %"," 16.67 %","   .79 %","   .00 %","  5.00 %","  1.86 %","   .00 %","   .40 %","  1.54 %","  9.00 %","   .00 %","   .98 %","  1.51 %"
"2020-08-13","  1.83 %","  6.03 %","  1.16 %","   .99 %","  1.60 %","","   .00 %"," 16.67 %","   .39 %","   .39 %","   .00 %","  2.41 %","   .00 %","   .54 %","  1.54 %","  9.00 %","   .00 %","   .85 %","  1.42 %"
"2020-08-14","  1.22 %","  3.52 %","  1.21 %","  1.16 %","  2.43 %","","   .00 %","  6.67 %","   .00 %","   .39 %","   .00 %","  2.95 %","   .00 %","   .63 %","   .00 %","  9.00 %","   .00 %","  1.23 %","   .08 %"
"2020-08-15","  1.48 %","  3.77 %","  1.23 %","   .96 %","  2.43 %","","   .00 %","  6.67 %","  -.19 %","   .39 %","   .00 %","  2.96 %","   .00 %","   .97 %","   .00 %","  4.00 %","   .00 %","  1.25 %","  1.33 %"
"2020-08-16","  1.68 %","  3.77 %","  1.27 %","   .96 %","  2.90 %","","   .00 %","  5.00 %","   .00 %","   .39 %","   .00 %","  2.75 %","   .00 %","  1.48 %","   .00 %","  4.00 %","   .00 %","  1.19 %","  1.33 %"
"2020-08-17","  1.29 %","  3.77 %","  1.31 %","   .76 %","  2.65 %","","   .00 %","  5.00 %","   .00 %","   .39 %","   .00 %","  2.56 %","   .00 %","  1.57 %","   .00 %","   .00 %","   .00 %","  1.16 %","  1.33 %"
"2020-08-18","  1.06 %","  1.22 %","  1.35 %","   .67 %","  2.14 %","","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","  1.78 %","   .00 %","  1.18 %","  1.43 %","   .00 %","   .00 %","  1.10 %","  1.25 %"
"2020-08-19","  1.15 %","   .09 %","  1.10 %","   .09 %","   .97 %","","   .00 %","  5.00 %","   .19 %","   .00 %","   .00 %","  1.28 %","  1.82 %","   .98 %","  4.10 %","   .00 %","   .00 %","   .92 %","  1.25 %"
"2020-08-20","   .72 %","  -.16 %","   .96 %","   .74 %","  1.45 %","","   .00 %","  5.00 %","   .19 %","   .77 %","   .00 %","  1.10 %","  1.82 %","   .65 %","  4.10 %","   .00 %","   .00 %","   .99 %","  4.78 %"
"2020-08-21","   .46 %","   .09 %","   .98 %","   .83 %","  1.86 %","","   .00 %","   .00 %","   .38 %","   .77 %","   .00 %","  1.09 %","  1.82 %","   .63 %","  4.10 %","   .00 %","   .00 %","  1.12 %","  4.78 %"
"2020-08-22","   .66 %","   .09 %","   .94 %","   .92 %","  2.37 %","","   .00 %","   .00 %","   .38 %","   .77 %","  8.00 %","  1.58 %","  1.82 %","   .63 %","  4.10 %","   .00 %","   .00 %","  1.23 %","  8.78 %"
"2020-08-23","   .71 %"," -1.13 %","   .87 %","   .92 %","  2.53 %","","   .00 %","   .00 %","   .38 %","   .77 %","  8.00 %","  1.63 %","  1.82 %","   .72 %","  2.67 %","   .00 %","   .00 %","  1.29 %","  7.53 %"
"2020-08-24","   .60 %","   .73 %","   .88 %","  1.18 %","  2.61 %","","   .00 %","   .00 %","   .76 %","  1.51 %","  8.00 %","  1.68 %","   .00 %","   .72 %","   .00 %","   .00 %","   .00 %","  1.12 %","  8.36 %"
