"date","North Dakota/Adams","North Dakota/Barnes","North Dakota/Benson","North Dakota/Billings","North Dakota/Bottineau","North Dakota/Bowman","North Dakota/Burke","North Dakota/Burleigh","North Dakota/Cass","North Dakota/Cavalier","North Dakota/Dickey","North Dakota/Divide","North Dakota/Dunn","North Dakota/Eddy","North Dakota/Emmons","North Dakota/Foster","North Dakota/Golden Valley","North Dakota/Grand Forks","North Dakota/Grant","North Dakota/Griggs","North Dakota/Hettinger","North Dakota/Kidder","North Dakota/LaMoure","North Dakota/Logan","North Dakota/McHenry","North Dakota/McIntosh","North Dakota/McKenzie","North Dakota/McLean","North Dakota/Mercer","North Dakota/Morton","North Dakota/Mountrail","North Dakota/Nelson","North Dakota/Oliver","North Dakota/Pembina","North Dakota/Pierce","North Dakota/Ramsey","North Dakota/Ransom","North Dakota/Renville","North Dakota/Richland","North Dakota/Rolette","North Dakota/Sargent","North Dakota/Sheridan","North Dakota/Sioux","North Dakota/Slope","North Dakota/Stark","North Dakota/Steele","North Dakota/Stutsman","North Dakota/Towner","North Dakota/Traill","North Dakota/Unassigned","North Dakota/Walsh","North Dakota/Ward","North Dakota/Wells","North Dakota/Williams"
"2020-05-13","","   .00 %","   .00 %","","","   .00 %","   .00 %","   .58 %","  4.47 %","","","   .00 %","   .15 %"," 20.00 %","   .00 %","   .00 %","","  1.04 %"," 20.00 %","","","","",""," 20.00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  1.67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.00 %"," 10.00 %","   .00 %","   .28 %"," 10.00 %","   .00 %","","   .00 %","   .00 %","   .33 %","","  6.08 %","","   .00 %","   .00 %","  2.50 %","  1.51 %","   .00 %","  2.16 %"
"2020-05-14","","   .00 %","-10.00 %","","","   .00 %","   .00 %","   .77 %","  4.90 %","","","   .00 %","   .15 %"," 20.00 %","   .00 %","   .00 %","","  1.37 %"," 20.00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  1.14 %","   .54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  4.41 %","","   .00 %","   .00 %","  2.50 %","   .74 %","   .00 %","  3.16 %"
"2020-05-15","","   .00 %","-10.00 %","","","   .00 %","   .00 %","  1.14 %","  5.11 %","","","   .00 %","   .15 %"," 20.00 %","   .00 %","   .00 %","","  1.50 %"," 20.00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  1.65 %","   .54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  4.41 %","","   .00 %","   .00 %","  2.50 %","   .74 %","   .00 %","  3.16 %"
"2020-05-16","","   .00 %","-10.00 %","","","   .00 %","   .00 %","  1.50 %","  6.15 %","","","   .00 %"," -1.67 %","   .00 %","   .00 %","   .00 %","","  1.88 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.10 %","  1.59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","","  1.33 %","","   .00 %","   .00 %","  2.50 %","   .74 %","   .00 %","  2.05 %"
"2020-05-17","","   .00 %","-10.00 %","","","   .00 %","   .00 %","  1.48 %","  5.79 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.59 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","  1.61 %","  2.59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  2.50 %","  6.67 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","  4.72 %","   .00 %","   .00 %","  1.00 %"
"2020-05-18","","   .00 %","-10.00 %","","","   .00 %","   .00 %","  1.82 %","  4.65 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","  1.32 %","   .00 %","","","","","","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %","  1.07 %","  2.59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","   .00 %","  2.50 %","  6.67 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","  2.22 %","   .00 %","   .00 %","  1.00 %"
"2020-05-19","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.81 %","  4.41 %","","","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","","   .85 %","   .00 %","","","","","","   .00 %","   .00 %","  1.33 %","  7.33 %","   .00 %","  1.59 %","   .62 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %"," 19.67 %","   .00 %","  4.44 %","  6.67 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","  2.22 %","   .00 %","   .00 %","   .00 %"
"2020-05-20","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  1.95 %","  4.36 %","","","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","","   .77 %","   .00 %","","","","","","   .00 %","   .00 %","  1.33 %","  7.33 %","   .00 %"," 12.01 %","   .62 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  2.86 %"," 19.67 %","   .00 %","  8.08 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","  1.25 %",""," ##.## %","   .00 %","  4.22 %","   .71 %","   .00 %","   .95 %"
"2020-05-21","","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","  2.39 %","  4.39 %","","","   .00 %","  1.82 %","   .00 %"," 80.00 %","   .00 %","","   .32 %","   .00 %","","","","","","   .00 %","   .00 %","  1.33 %","  7.33 %","  5.00 %"," 12.33 %","  -.43 %"," 20.00 %","   .00 %","   .00 %","  6.67 %","  5.36 %"," 19.67 %","   .00 %","  9.62 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","  1.25 %",""," ##.## %","   .00 %","  4.22 %"," 17.27 %","   .00 %","   .95 %"
"2020-05-22","","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","  2.53 %","  4.70 %","","","   .00 %","  1.82 %"," 60.00 %"," 84.00 %","   .00 %","","   .19 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  1.33 %","  3.33 %","  5.00 %"," 11.82 %"," -1.43 %"," 20.00 %","   .00 %","   .00 %","  6.67 %","  5.36 %"," 13.00 %","   .00 %"," 11.05 %","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","  2.43 %",""," ##.## %","   .00 %","  2.00 %"," 17.64 %","   .00 %","  3.68 %"
"2020-05-23","","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","  2.16 %","  4.87 %","","","   .00 %","  1.82 %"," 57.50 %"," 84.00 %","   .00 %","","   .25 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  1.33 %","  3.33 %","  5.00 %"," 11.82 %"," -1.43 %"," 20.00 %","   .00 %","   .00 %","  6.67 %","  5.36 %"," 10.86 %","   .00 %"," 11.05 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %",""," ##.## %","   .00 %","  2.00 %"," 17.64 %"," 10.00 %","  3.68 %"
"2020-05-24","","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","  2.30 %","  4.46 %","","","   .00 %","   .00 %"," 57.50 %"," 84.00 %","   .00 %","","   .38 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %"," 11.82 %","   .00 %"," 20.00 %","   .00 %","   .00 %","  6.67 %","  2.50 %","  2.86 %","   .00 %"," 13.27 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.43 %",""," ##.## %","   .00 %","  5.64 %"," 17.64 %"," 10.00 %","  3.68 %"
"2020-05-25","","   .00 %","   .00 %",""," 20.00 %","   .00 %","   .00 %","  1.78 %","  4.15 %","","","   .00 %","   .00 %"," 57.50 %"," 84.00 %","   .00 %","","   .37 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .32 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  2.50 %","  5.36 %","   .00 %","  9.63 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %","","  1.00 %","   .00 %","  3.64 %"," 16.93 %"," 10.00 %","  2.73 %"
"2020-05-26","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  -.44 %","  2.90 %","","","   .00 %","   .00 %"," 48.93 %"," -2.67 %","   .00 %","","   .37 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.56 %","   .00 %","-10.00 %","   .00 %","   .00 %"," -5.00 %"," -2.22 %","  3.13 %","   .00 %","  7.10 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  1.18 %",""," -9.48 %","   .00 %","  3.64 %"," -6.29 %"," 10.00 %","  1.93 %"
"2020-05-27","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  -.76 %","  2.05 %","","","   .00 %","   .00 %","-11.07 %"," -6.67 %","   .00 %","","   .43 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.56 %","   .00 %","-10.00 %","   .00 %","   .00 %"," -5.00 %"," -2.22 %","  3.13 %","   .00 %","  5.67 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," -9.48 %","   .00 %","  3.64 %"," -6.67 %"," 10.00 %","  -.80 %"
"2020-05-28","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  -.59 %","  1.88 %","","","   .00 %","   .00 %"," -8.57 %"," -6.67 %","   .00 %","","   .43 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.56 %","   .00 %","-10.00 %","   .00 %","   .00 %"," -5.00 %"," -2.22 %","   .28 %","   .00 %","  6.72 %","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %",""," -7.48 %","   .00 %","  3.64 %"," -6.11 %","   .00 %","  -.80 %"
"2020-05-29","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  -.74 %","  1.68 %","","","   .00 %","   .00 %"," -8.57 %"," -6.67 %","   .00 %","","   .49 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.56 %","   .00 %","-10.00 %","   .00 %","   .00 %"," -5.00 %"," -2.22 %","   .28 %","   .00 %","  1.05 %","  9.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  4.44 %",""," -8.48 %","   .00 %","   .00 %"," -6.11 %","   .00 %","  -.80 %"
"2020-05-30","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  -.58 %","  1.50 %","","","   .00 %","   .00 %"," -8.57 %"," -6.67 %","   .00 %","","   .49 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %"," -1.56 %","   .00 %","-10.00 %","   .00 %","   .00 %"," -5.00 %"," -2.22 %"," -2.22 %"," 40.00 %","  2.01 %","  9.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  5.35 %",""," -6.66 %","   .00 %","   .00 %"," -6.11 %","   .00 %","   .03 %"
"2020-05-31","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .80 %","  1.54 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .43 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 40.00 %","  3.01 %","  4.00 %","   .00 %","","   .00 %","   .00 %","   .33 %","   .00 %","  5.35 %","","  5.48 %","   .00 %","   .00 %","   .56 %","   .00 %","   .83 %"
"2020-06-01","","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .96 %","  1.79 %","","","   .00 %"," -1.67 %","   .00 %","   .00 %","   .00 %","","   .55 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %","   .34 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %"," 40.00 %","  3.01 %","  4.00 %","   .00 %","","-10.00 %","   .00 %","   .33 %","   .00 %","  6.22 %","","  7.02 %","   .00 %","  1.54 %","   .56 %","   .00 %","   .83 %"
"2020-06-02","","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .79 %","  1.55 %","","   .00 %","   .00 %"," -1.67 %","   .00 %","   .00 %","   .00 %","","   .42 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %","   .34 %","  1.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.50 %"," 40.00 %","  1.95 %","  4.00 %","   .00 %","","-10.00 %","   .00 %","   .33 %","   .00 %","  6.22 %","","  5.02 %","   .00 %","  1.54 %","   .54 %","   .00 %","   .83 %"
"2020-06-03","","  5.00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .94 %","  1.43 %","","   .00 %","   .00 %"," -1.67 %","   .00 %","   .00 %","   .00 %","","   .30 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  1.25 %","   .00 %","   .00 %","   .34 %","  1.01 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.94 %"," 40.00 %","   .95 %","   .00 %","   .00 %","","-10.00 %","   .00 %","   .33 %","   .00 %","  5.95 %","","  5.02 %","   .00 %","  2.97 %","  1.07 %","   .00 %","   .83 %"
"2020-06-04","","  9.00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","  1.08 %","  1.36 %","","   .00 %","   .00 %"," -1.67 %","   .00 %","   .00 %","   .00 %","","   .18 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .34 %","  1.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %","   .91 %","   .00 %","  6.67 %","","-10.00 %","   .00 %","   .33 %","   .00 %","  5.04 %","","  3.21 %","   .00 %","  2.97 %","  1.07 %","   .00 %","   .00 %"
"2020-06-05","","  9.00 %","   .00 %",""," 10.00 %","   .00 %","   .00 %","  1.07 %","  1.47 %","","   .00 %","   .00 %"," -1.67 %","   .00 %","   .00 %","   .00 %","","   .18 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","  1.18 %","   .00 %","  4.00 %","   .34 %","  1.50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.94 %","   .00 %","  1.78 %","   .00 %","  6.67 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","  5.73 %","","  1.54 %","   .00 %","  2.97 %","  2.09 %","   .00 %","   .00 %"
"2020-06-06",""," 14.00 %"," 20.00 %",""," 10.00 %","   .00 %","   .00 %","  1.80 %","  1.51 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","  1.18 %","   .00 %","  4.00 %","   .00 %","   .99 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","  4.28 %","   .00 %","  6.67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","  8.19 %","","   .00 %","   .00 %","  2.76 %","  3.07 %"," 13.33 %","   .00 %"
"2020-06-07",""," 14.00 %"," 20.00 %",""," 10.00 %","   .00 %","   .00 %","  1.79 %","  1.64 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","   .12 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","  1.18 %","   .00 %","  4.00 %","   .00 %","   .96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","  5.02 %","   .00 %","  6.67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 12.19 %","","   .00 %","   .00 %","  2.76 %","  2.99 %"," 17.33 %","   .00 %"
"2020-06-08",""," 14.00 %"," 20.00 %",""," 10.00 %","   .00 %","   .00 %","  1.62 %","  1.46 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","   .18 %","   .00 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","  1.18 %","   .00 %","  4.00 %","   .00 %","   .96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.02 %","   .00 %","  6.67 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %"," 11.83 %","","   .00 %","   .00 %","  1.33 %","  2.47 %"," 24.00 %","   .00 %"
"2020-06-09",""," 10.00 %"," 30.00 %","","  6.67 %","   .00 %","   .00 %","  1.46 %","  1.37 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","   .18 %","   .00 %","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","  1.18 %","  2.86 %","  4.00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.54 %","  3.33 %","   .00 %","   .00 %"," 20.00 %","   .00 %","   .32 %","   .00 %"," 11.43 %","","   .00 %","   .00 %","  1.33 %","  2.47 %"," 24.00 %","   .00 %"
"2020-06-10",""," 10.00 %"," 30.00 %","","  6.67 %","   .00 %","   .00 %","  1.73 %","  1.32 %","","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","   .18 %","   .00 %","   .00 %",""," 20.00 %"," ##.## %","","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.34 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %"," 11.56 %","","   .00 %","   .00 %","  1.33 %","  1.44 %"," 24.00 %","   .00 %"
"2020-06-11","","   .00 %"," 10.00 %","","  6.67 %","   .00 %","   .00 %","  1.25 %","  1.08 %",""," 20.00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","","   .18 %","   .00 %","   .00 %",""," 20.00 %"," ##.## %","","   .00 %","   .00 %","  3.33 %","  2.86 %","   .00 %","   .33 %","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","  3.48 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .32 %","   .00 %","  8.23 %","","  1.43 %","   .00 %","   .00 %","   .92 %"," 10.67 %","   .80 %"
"2020-06-12","","   .00 %"," 10.00 %","","  6.67 %","   .00 %","   .00 %","  1.91 %","   .98 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .24 %","   .00 %","   .00 %",""," 20.00 %"," ##.## %","","   .00 %","   .00 %","  3.33 %","  5.36 %","   .00 %","   .66 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","  3.37 %","  3.33 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .32 %","   .00 %","  4.23 %","","  1.43 %","   .00 %","   .00 %","   .45 %","  6.67 %","   .80 %"
"2020-06-13","","   .00 %"," 10.00 %","","  6.67 %","   .00 %","   .00 %","  2.15 %","  1.22 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .18 %","   .00 %","   .00 %",""," 20.00 %"," ##.## %","","   .00 %","   .00 %","  3.33 %","  5.36 %","   .00 %","   .98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","  5.18 %","  3.33 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .32 %","   .00 %","   .42 %","","  1.43 %","   .00 %","   .00 %","   .90 %","   .00 %","   .80 %"
"2020-06-14","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.76 %","  1.16 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .24 %","   .00 %","   .00 %",""," 20.00 %"," ##.## %","","   .00 %","   .00 %","  3.33 %","  4.72 %","   .00 %","  1.62 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  1.82 %","   .00 %","  4.31 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  1.21 %","","  1.43 %","   .00 %","   .00 %","  1.33 %","   .00 %","   .80 %"
"2020-06-15","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.59 %","  1.00 %",""," 30.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .35 %","   .00 %","   .00 %","","   .00 %"," 11.39 %","","   .00 %","   .00 %","  3.33 %","  4.72 %","   .00 %","  2.23 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  1.82 %","   .00 %","  3.64 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .39 %","","  1.43 %","   .00 %","   .00 %","  1.33 %","   .00 %","   .80 %"
"2020-06-16","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","  3.26 %","   .82 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .41 %","   .00 %","   .00 %","","   .00 %"," 11.39 %","","   .00 %","   .00 %","   .00 %","  6.72 %","   .00 %","  2.20 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  1.67 %","   .00 %","  3.00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %","   .39 %","","   .00 %","   .00 %","  1.25 %","   .88 %","   .00 %","   .00 %"
"2020-06-17","","  4.44 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.91 %","   .77 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .52 %","   .00 %","   .00 %","","   .00 %","  4.72 %","","   .00 %","   .00 %","   .95 %","  4.22 %","   .00 %","  2.46 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  1.67 %","   .00 %","  2.37 %","   .00 %","   .00 %","   .00 %"," 21.67 %","   .00 %","   .00 %","   .00 %","  3.47 %","","   .00 %","   .00 %","  1.25 %","  1.30 %","   .00 %","   .00 %"
"2020-06-18",""," 13.54 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.53 %","   .52 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .81 %","   .00 %","   .00 %","","   .00 %","  2.22 %","","   .00 %","   .00 %","   .95 %","  4.22 %","   .00 %","  2.14 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .56 %","  2.86 %","  5.00 %","   .00 %"," 30.24 %","   .00 %","   .63 %","   .00 %","  3.47 %","","   .00 %","   .00 %","  1.25 %","  1.69 %","   .00 %","   .00 %"
"2020-06-19",""," 13.54 %","   .00 %","","   .00 %","   .00 %","   .00 %","  2.66 %","   .58 %","","  6.67 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","","   .86 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 10.00 %","   .00 %","  1.86 %","  2.00 %","   .00 %","  1.50 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.67 %","   .00 %","   .00 %","  2.86 %","  1.00 %","   .00 %"," 34.24 %","   .00 %","  1.56 %","   .00 %","  3.08 %","","   .00 %","   .00 %","  1.25 %","  1.66 %","   .00 %","   .00 %"
"2020-06-20",""," 13.54 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.85 %","   .58 %","   .00 %","  6.67 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","","   .91 %","   .00 %","   .00 %","","   .00 %","   .00 %",""," 10.00 %","   .00 %","  2.73 %","  2.00 %","   .00 %","   .89 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  1.67 %","   .00 %","   .54 %","  2.86 %","  1.00 %","   .00 %"," 27.57 %","   .00 %","  1.26 %","   .00 %","  3.08 %","","   .00 %","   .00 %","  1.25 %","  1.66 %","   .00 %","   .00 %"
"2020-06-21",""," 16.04 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.39 %","   .68 %","   .00 %","  6.67 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .00 %","","   .85 %","   .00 %"," 20.00 %","","   .00 %","  2.00 %",""," 10.00 %","   .00 %","  2.73 %","   .00 %","   .00 %","   .59 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","  3.08 %","   .00 %","   .54 %","  5.36 %","  1.00 %","   .00 %"," 27.57 %","   .00 %","  1.56 %","   .00 %","  3.74 %","","   .00 %","   .00 %","   .00 %","  2.05 %","   .00 %","   .00 %"
"2020-06-22",""," 11.59 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.34 %","   .56 %"," 20.00 %","  6.67 %","   .00 %","  3.48 %","   .00 %","   .00 %","   .00 %","","   .84 %","   .00 %"," 20.00 %","","   .00 %","  2.00 %",""," 10.00 %","   .00 %","  1.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  2.50 %","  3.08 %","   .00 %","  1.07 %","  5.36 %","  1.00 %","   .00 %"," 24.24 %","   .00 %","  1.56 %","   .00 %","   .67 %","","   .00 %","   .00 %","   .00 %","  2.01 %","   .00 %","   .00 %"
"2020-06-23","","  2.50 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.34 %","   .52 %"," 30.00 %","  6.67 %","   .00 %","  3.48 %","   .00 %","   .00 %"," 20.00 %","","   .50 %","   .00 %"," 20.00 %","","   .00 %","  2.00 %",""," 10.00 %","   .00 %","  1.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  2.50 %","  3.08 %","  6.67 %","  1.07 %","  2.50 %"," -4.00 %","   .00 %"," 15.67 %","   .00 %","   .93 %","   .00 %","   .67 %","","   .00 %","   .00 %","   .00 %","  1.55 %","   .00 %","   .00 %"
"2020-06-24","","  2.50 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","  2.64 %","   .57 %"," 23.33 %","   .00 %","   .00 %","  1.67 %","   .00 %","   .00 %"," 20.00 %","","   .44 %","   .00 %"," 20.00 %","","   .00 %","  2.00 %","","   .00 %","   .00 %","  1.70 %","   .00 %","   .00 %","   .57 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","  6.94 %","  4.41 %","  6.67 %","  1.07 %","  2.50 %","   .00 %","   .00 %"," 12.72 %","   .00 %","   .00 %","   .00 %","   .67 %","","   .00 %","   .00 %","  2.35 %","  1.15 %","   .00 %","   .00 %"
