"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Buxar","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-11-19","89","57","23","36","25","14","101","","37","89","136","29","13","208","35","32","41","179","35","81","26","3","2","254","248","194","7","62","72","","21"
"2020-11-20","51","59","37","48","24","17","154","","23","59","95","30","9","170","19","41","17","148","31","74","10","3","6","241","166","177","11","33","38","","51"
"2020-11-21","141","124","25","59","23","11","116","","47","46","128","49","19","229","41","43","20","238","49","67","31","3","6","224","273","171","6","18","55","","22"
"2020-11-22","48","69","42","33","8","13","98","","19","60","91","24","6","61","10","46","24","127","9","41","16","0","4","184","323","277","3","17","75","","20"
"2020-11-23","121","67","15","50","18","9","128","","15","79","119","47","8","157","48","42","17","196","79","87","26","3","6","168","248","129","3","22","97","","57"
"2020-11-24","98","93","17","35","25","10","119","","29","58","130","26","5","149","35","36","9","153","20","92","29","3","3","167","220","155","12","28","43","","30"
"2020-11-25","91","95","23","51","28","13","133","","18","50","134","39","8","122","21","43","37","157","14","78","36","2","7","178","195","160","4","67","49","","24"
"2020-11-26","100","79","47","48","24","11","149","","36","53","169","13","7","60","7","39","31","120","33","59","17","1","3","167","219","136","0","40","70","","15"
"2020-11-27","106","76","13","37","12","16","148","","40","50","142","22","8","111","37","29","42","174","6","77","19","1","3","165","226","139","15","52","89","","24"
"2020-11-28","64","69","14","71","30","42","118","","29","50","117","33","2","146","32","27","31","356","52","77","14","1","3","124","186","78","2","34","61","","27"
"2020-11-29","52","49","33","29","19","1","118","","10","33","90","32","","89","23","32","27","74","43","52","16","1","2","101","153","87","2","42","38","","25"
"2020-11-30","74","57","32","26","12","2","103","","18","33","169","23","4","118","8","28","19","63","21","35","14","1","2","104","186","73","3","47","30","","19"
"2020-12-01","144","122","41","33","23","9","90","","18","59","102","33","5","124","40","28","55","239","28","111","17","0","1","93","245","124","18","24","36","","31"
"2020-12-26","39","43","20","15","7","3","71","","1","47","97","16","16","46","13","5","15","52","13","80","7","1","","80","173","91","1","41","37","","15"
"2020-12-27","28","17","8","6","2","1","71","","3","46","124","2","2","37","9","12","5","45","12","46","5","2","","49","134","73","4","34","34","","14"
"2020-12-28","65","31","16","16","6","3","86","","12","48","112","25","14","63","19","20","27","76","26","65","11","","","75","191","56","4","63","35","","23"
"2020-12-29","26","40","18","15","6","4","57","","11","76","137","2","18","68","16","5","11","59","14","39","10","","0","68","228","90","0","61","45","","10"
"2020-12-30","29","61","37","16","7","","92","","4","31","118","8","4","49","19","8","9","59","26","39","10","","","75","175","83","3","39","50","","18"
"2020-12-31","39","33","31","26","7","1","123","","11","18","110","4","2","75","21","25","5","26","14","45","1","1","2","49","141","117","9","47","43","","9"
"2021-01-01","57","30","8","20","5","3","55","","3","37","132","7","5","89","14","19","4","34","7","25","3","1","3","54","156","95","","30","27","","9"
"2021-01-02","60","39","9","19","8","0","99","","9","74","96","11","14","64","41","15","10","36","26","55","11","0","","68","199","57","5","34","71","","17"
"2021-01-03","30","26","4","9","2","","46","","2","21","90","20","2","36","19","17","1","12","30","25","3","","1","25","161","52","3","16","56","","5"
"2021-01-04","51","50","20","33","6","1","89","","5","41","139","12","4","75","32","25","6","55","52","43","18","1","","61","140","77","4","29","52","","26"
"2021-01-05","48","27","25","16","6","1","57","","3","44","103","10","3","25","29","12","4","40","30","29","8","0","0","54","231","83","3","45","62","","23"
"2021-01-06","39","28","17","15","6","3","113","","9","43","130","5","11","46","29","9","12","34","46","43","13","","","57","153","94","4","29","55","","7"
"2021-01-07","39","25","7","26","3","2","80","","7","28","117","12","8","55","32","11","7","43","27","50","4","","","80","172","74","2","38","41","","20"
"2021-01-08","45","27","11","15","34","","84","","6","22","99","11","1","56","18","11","11","60","28","31","14","3","2","69","170","58","7","20","34","","13"
"2021-01-09","29","27","5","11","8","","112","","9","32","118","10","7","58","55","7","13","54","16","22","5","3","0","63","180","80","2","25","42","","21"
"2021-01-10","34","12","5","14","3","2","57","","0","19","114","2","10","22","16","17","14","16","19","34","3","0","","42","123","39","1","13","25","","5"
"2021-01-11","45","37","19","10","4","1","93","","3","25","99","11","4","35","44","11","8","34","8","37","9","1","1","62","133","65","2","14","23","","15"
"2021-01-12","29","27","6","11","6","","85","","0","21","102","9","12","31","22","1","6","17","20","40","2","3","2","47","121","46","2","29","28","","4"
"2021-01-13","20","20","13","14","8","1","61","","1","14","95","8","1","41","24","5","0","11","18","26","6","","2","11","158","60","3","18","22","","10"
"2021-01-14","27","10","3","15","2","3","73","","7","23","81","3","5","37","17","7","10","9","19","29","4","","1","15","127","36","6","16","17","","5"
"2021-01-15","21","16","12","12","12","2","46","","4","38","47","8","2","20","7","5","2","12","19","30","4","","","32","95","37","3","15","15","","5"
"2021-01-16","20","19","2","14","1","1","45","","3","16","53","0","7","32","13","6","8","31","7","26","5","1","2","64","111","26","4","17","19","","13"
"2021-01-17","18","32","10","10","1","2","20","","2","9","25","4","1","7","4","4","1","8","11","27","1","1","3","17","52","18","5","8","17","","5"
"2021-01-18","16","28","3","9","6","3","29","","0","11","59","4","1","24","9","3","3","20","15","20","6","1","0","24","86","35","3","21","30","","2"
"2021-01-19","16","5","5","3","5","","33","","3","7","42","5","5","12","6","8","14","8","14","18","12","0","","32","52","26","3","19","17","","13"
"2021-01-20","14","13","3","5","7","2","48","","4","33","61","7","1","39","15","2","13","27","14","26","7","0","","47","126","37","3","11","21","","8"
"2021-01-21","15","29","7","13","3","2","75","","6","18","52","6","0","20","18","5","7","11","15","18","5","2","","51","94","27","0","28","22","","11"
"2021-01-22","22","35","4","11","5","2","19","","0","16","59","4","4","22","9","10","1","9","16","18","5","1","","30","80","22","0","18","7","","11"
"2021-01-23","11","11","1","5","1","0","24","","4","18","51","12","1","9","12","0","2","6","8","30","4","","","35","83","20","0","7","17","","5"
"2021-01-24","9","7","2","6","0","2","27","","1","5","49","5","0","10","13","9","4","4","6","27","","1","","13","46","23","1","7","13","","8"
"2021-01-25","2","19","7","12","5","0","49","","1","19","64","8","0","52","5","7","7","8","8","16","6","1","","30","94","30","3","14","13","","4"
"2021-01-26","6","13","","2","3","","33","","2","5","44","1","0","5","1","7","1","1","5","35","","","0","25","102","16","","4","10","",""
"2021-01-27","4","31","10","11","2","","35","","1","17","57","3","2","10","13","3","2","12","9","25","3","0","","33","96","15","1","18","23","","3"
"2021-01-28","-21","327","75","172","1280","97","1567","","136","-368","1496","411","316","919","49","151","71","215","71","495","95","26","","1305","-2905","30","214","39","-137","","325"
"2021-01-29","12","3","10","14","1","1","32","","1","15","46","9","","12","7","1","1","8","12","10","7","","","27","108","12","0","15","3","","3"
"2021-01-30","5","26","","7","4","","17","","1","14","75","7","1","8","6","7","27","10","5","15","1","1","","31","99","15","2","14","9","","6"
"2021-01-31","3","7","","","1","","31","","3","7","56","4","3","4","5","8","4","2","3","16","3","","","15","69","6","","5","9","","1"
"2021-02-01","2","6","4","2","5","0","18","","2","22","50","6","1","5","9","1","2","16","7","15","2","0","","11","97","13","","18","3","","5"
"2021-02-02","6","16","1","2","2","1","15","","2","9","38","6","1","18","1","1","1","9","15","11","0","","0","13","134","2","","16","8","","2"
"2021-02-03","6","15","2","1","3","","27","","0","5","49","7","0","12","6","0","1","15","5","4","4","","1","20","146","6","","5","8","","3"
"2021-02-04","6","13","12","3","4","1","19","","5","13","58","7","1","11","7","4","1","11","8","7","4","","","25","123","11","","7","8","","4"
"2021-02-05","5","6","","4","7","","17","","2","11","47","7","0","4","6","0","1","13","3","14","0","","1","23","135","8","","15","4","","3"
"2021-02-06","3","7","2","3","5","","36","","0","14","28","3","","4","5","2","","23","1","6","1","","","11","87","7","","5","4","","3"
"2021-02-07","2","5","1","1","1","","17","","","2","53","5","0","4","2","2","","3","2","8","","","","13","43","6","","5","8","","3"
"2021-02-08","2","7","1","5","6","","7","","","17","37","2","","3","4","0","3","19","10","12","3","1","","18","70","9","0","17","10","","2"
"2021-02-09","1","23","","4","1","1","10","","1","8","29","1","","2","0","0","2","4","0","12","3","1","","25","59","5","","5","7","","2"
"2021-02-10","4","5","2","1","4","","18","","0","5","36","7","","6","2","3","","7","2","10","2","","1","14","67","8","","7","9","","2"
"2021-02-11","4","4","0","1","8","0","16","","","5","28","12","1","2","9","2","0","8","11","6","5","0","1","30","71","7","0","10","8","","5"
"2021-02-12","2","6","1","7","6","0","12","","0","3","50","5","","4","6","1","0","5","6","4","2","","","10","82","3","","2","11","","1"
"2021-02-13","8","14","","4","4","1","23","","","1","33","1","","4","6","2","1","2","2","17","","","1","23","53","4","","10","11","","4"
"2021-02-14","1","1","","3","3","","11","","","4","41","2","","1","1","2","","4","3","5","","","1","9","48","9","","6","12","","2"
"2021-02-15","2","10","0","2","5","","6","","1","2","69","3","0","3","17","1","1","10","1","8","0","","","10","85","8","2","5","14","","9"
"2021-02-16","2","10","4","4","4","","9","","","9","63","3","0","1","1","1","0","7","2","8","2","1","0","14","59","20","","9","13","","4"
"2021-02-17","2","3","1","1","4","0","10","","1","11","66","10","","2","8","2","","7","3","14","1","1","","8","118","15","0","7","16","","0"
"2021-02-18","3","6","1","0","4","","15","","2","3","69","11","1","3","13","","","5","12","17","2","","","17","63","15","","4","7","","3"
"2021-02-19","4","5","","1","7","","11","","1","6","49","5","1","2","9","1","0","3","17","8","0","1","","14","87","11","","5","9","","2"
"2021-02-20","1","9","3","2","4","","13","","","4","57","13","1","4","7","2","2","8","12","8","","","","9","75","14","","3","11","","1"
"2021-02-21","0","0","1","2","2","","18","","2","7","32","3","3","3","1","","1","3","8","7","1","","","9","38","5","","1","3","","3"
"2021-02-22","2","10","1","0","9","","22","","3","4","61","2","1","10","17","2","0","11","4","3","2","","","13","60","17","","4","13","","3"
"2021-02-23","2","7","1","2","10","2","29","","1","5","50","6","","9","13","1","","13","10","3","5","1","1","8","67","9","","4","9","","6"
"2021-02-24","2","4","0","2","2","1","15","","","1","43","6","2","3","10","4","1","7","21","3","","1","","10","85","9","","4","8","","3"
"2021-02-25","3","0","0","2","3","1","16","","3","6","66","5","2","14","7","2","","5","1","2","0","","","9","57","9","","1","5","","1"
"2021-02-26","1","1","2","2","3","","24","","1","10","62","4","4","3","17","3","1","6","22","9","1","0","","5","59","12","1","6","17","","3"
"2021-02-27","0","16","0","1","4","","34","","5","1","52","4","0","5","5","","2","4","5","3","0","0","","10","68","4","0","6","7","","4"
"2021-02-28","1","0","","2","0","","19","","2","1","26","1","1","0","8","0","","0","1","1","1","","","13","59","1","","3","0","","1"
"2021-03-01","4","5","1","3","2","","34","","3","4","47","2","","9","11","0","3","9","7","2","2","","0","6","72","15","","4","5","","6"
"2021-03-02","","8","","5","1","1","14","","6","19","23","1","1","4","8","5","","14","2","2","3","","","2","68","14","","8","5","","2"
"2021-03-03","1","7","1","2","7","","21","","2","12","31","5","","3","18","2","1","10","3","6","1","","0","12","88","14","","3","12","","5"
"2021-03-04","0","10","1","3","4","1","35","","2","7","30","3","1","7","13","2","","3","4","2","3","","","11","67","16","","1","8","","1"
"2021-03-05","1","2","3","8","3","0","13","","","5","41","0","5","5","9","1","","14","7","7","2","0","0","7","98","20","","4","13","","6"
"2021-03-06","3","12","4","8","7","1","16","","5","10","33","1","0","3","6","6","1","9","9","4","1","1","","3","98","33","","6","9","","1"
"2021-03-07","","8","","","6","","21","","","3","52","0","1","6","7","2","","9","4","6","1","","","5","66","10","","3","11","","1"
"2021-03-08","3","13","6","1","6","","19","","0","3","65","1","0","8","12","4","1","13","2","3","2","","0","5","96","18","","19","17","","3"
"2021-03-09","2","3","","4","1","2","18","","3","7","69","4","1","2","7","0","2","7","13","1","0","","1","8","161","14","","40","19","","1"
"2021-03-10","3","13","3","3","1","","31","","1","5","102","2","2","1","20","","0","26","17","6","","","0","1","135","13","","35","34","","2"
"2021-03-11","2","2","","1","7","","26","","0","","84","1","","4","12","7","","10","5","3","","","","5","155","21","2","13","15","","3"
"2021-03-12","3","11","7","7","5","1","27","","2","5","106","2","0","7","19","2","0","15","15","19","0","","0","7","121","17","","23","23","","3"
"2021-03-13","1","14","1","5","8","","30","","3","6","140","7","1","6","9","2","","10","10","4","5","","1","3","206","30","","16","23","","2"
"2021-03-14","5","8","3","3","8","1","69","","1","4","135","","","5","13","3","","13","8","4","1","","","7","133","11","","20","17","","3"
"2021-03-15","6","13","2","11","1","","50","","1","16","154","2","1","21","7","","0","9","12","19","4","2","1","13","203","33","","18","39","","7"
"2021-03-16","6","9","8","8","6","0","56","","1","30","233","6","2","10","13","2","","9","17","17","7","1","1","24","306","27","","9","42","","6"
"2021-03-17","10","17","3","20","9","1","58","","2","17","243","8","","16","20","4","2","3","25","21","2","2","1","18","287","46","","10","36","","6"
"2021-03-18","8","8","15","17","8","","77","","2","33","281","1","0","31","19","7","4","17","37","22","6","1","","10","310","59","","30","60","","3"
"2021-03-19","9","22","4","25","3","3","51","","","23","320","4","13","2","34","7","3","28","10","19","7","2","","13","382","48","","13","44","","8"
"2021-03-20","14","20","2","29","13","","50","","4","19","391","4","6","11","25","6","1","16","26","25","12","","","23","426","71","","17","49","","13"
"2021-03-21","8","16","1","14","8","4","93","","","23","345","8","7","2","19","3","1","13","19","17","1","1","","16","321","28","1","4","23","","4"
"2021-03-22","20","21","4","53","8","5","85","","4","16","468","10","3","19","53","22","1","44","51","39","5","1","1","18","349","115","1","24","63","","22"
"2021-03-23","21","31","9","70","17","2","117","","2","42","691","14","4","19","36","18","3","40","27","30","2","1","","28","507","98","1","36","35","","9"
"2021-03-24","22","29","6","52","20","3","101","","3","42","793","19","4","19","35","8","4","17","28","76","5","3","2","16","573","126","1","39","46","","14"
"2021-03-25","60","24","7","116","25","3","114","","2","41","913","27","4","11","38","18","13","53","44","45","7","0","","26","550","163","4","33","64","","14"
"2021-03-26","55","45","1","97","12","6","113","","3","42","988","20","8","25","44","16","1","50","39","70","6","2","2","17","689","178","4","33","77","","22"
"2021-03-27","77","53","3","124","20","","137","","9","34","1128","11","15","24","51","31","24","52","49","92","9","4","1","37","796","222","1","54","83","","21"
"2021-03-28","42","36","2","69","25","4","110","","5","45","785","59","6","24","39","19","2","52","34","70","13","1","2","18","371","225","","25","51","","19"
"2021-03-29","25","10","9","38","18","","95","","1","5","509","0","5","","32","11","1","13","6","40","4","","","7","442","73","","7","56","","16"
"2021-03-30","114","50","10","200","27","2","163","","6","78","769","33","14","76","36","51","5","108","19","119","29","2","","69","728","245","2","53","53","","47"
"2021-03-31","119","101","27","141","85","4","224","","2","130","1199","41","21","62","54","72","14","76","55","129","47","4","","63","1291","400","2","67","97","","36"
"2021-04-01","130","104","30","118","72","1","288","","9","115","996","50","17","83","101","87","13","104","36","182","55","7","1","76","1327","437","3","81","69","","25"
"2021-04-02","80","67","8","20","9","2","244","","4","108","964","81","21","66","65","60","3","112","41","188","12","7","2","103","1405","241","2","74","145","","40"
"2021-04-03","102","76","23","67","80","1","342","","6","161","857","101","34","110","117","118","9","221","96","303","33","2","1","84","2287","341","6","88","65","","87"
"2021-04-04","110","147","32","487","92","5","291","","22","131","995","40","22","46","133","106","41","189","38","237","33","6","1","118","1213","425","1","64","182","","43"
"2021-04-05","169","162","20","335","103","2","467","","27","154","1169","150","52","161","171","104","23","285","77","338","51","3","1","157","1702","893","7","164","190","","165"
"2021-04-06","289","242","67","276","85","6","545","","35","274","1838","64","29","155","209","267","58","294","88","468","113","5","0","189","2821","940","12","132","210","","210"
"2021-04-07","316","427","87","308","68","6","600","","14","219","1664","155","52","171","167","250","12","269","117","407","117","19","2","153","3302","873","16","140","240","","139"
"2021-04-08","313","601","51","364","64","9","638","","26","363","2132","111","85","287","151","286","37","343","113","517","141","2","3","240","2330","1047","10","117","153","","118"
"2021-04-09","337","619","57","336","148","12","687","","60","397","1786","191","78","261","174","377","60","523","77","548","152","10","3","262","2622","1149","6","119","202","","194"
"2021-04-10","385","717","68","381","149","10","895","","28","384","2272","193","78","493","250","538","28","429","138","533","198","0","4","480","3797","978","14","235","194","","229"
"2021-04-11","282","403","53","229","131","3","624","","41","257","1650","298","85","329","255","215","45","455","109","354","207","11","5","273","2833","759","7","161","249","","198"
"2021-04-12","357","801","129","641","173","10","829","","58","332","1591","312","119","465","295","452","82","638","184","246","256","12","0","413","3442","1132","16","240","208","","143"
"2021-04-13","244","875","130","528","199","12","1024","","27","232","1755","411","115","523","294","587","76","724","194","422","282","9","5","388","4168","1291","10","209","272","","115"
"2021-04-14","326","686","95","391","77","9","923","","67","382","1647","333","123","448","461","265","84","741","198","300","333","17","17","444","3960","1254","7","271","214","","177"
"2021-04-15","199","616","150","293","133","18","1139","","43","411","1778","795","206","690","284","425","52","892","227","339","288","16","2","710","3438","1319","17","375","231","","170"
"2021-04-16","69","733","134","374","134","16","1189","","57","302","1995","467","166","570","280","380","73","730","277","344","364","13","7","545","3813","1069","7","293","371","","140"
"2021-04-17","173","800","239","274","181","18","1306","","48","434","1887","647","167","822","182","437","30","1064","334","438","406","19","5","718","3603","911","31","269","392","","248"
"2021-04-18","275","522","114","147","140","12","1217","","54","297","1281","448","105","693","220","197","59","885","178","493","317","11","6","447","2524","732","19","235","480","","237"
"2021-04-19","541","701","228","268","164","21","721","","39","315","1761","477","219","822","408","310","128","787","256","314","338","13","2","958","2378","609","17","321","460","","258"
"2021-04-20","413","1036","230","200","220","48","1330","","48","472","1679","347","209","985","393","279","112","990","329","450","379","23","4","998","2225","825","24","268","636","","473"
"2021-04-21","481","625","87","300","193","20","1260","","43","315","1659","368","198","661","315","283","195","699","177","299","287","13","9","855","3081","885","10","222","657","","322"
"2021-04-22","412","783","561","389","180","40","1117","","68","707","1759","314","131","905","495","394","141","767","261","479","407","26","7","931","3035","1024","26","306","585","","500"
"2021-04-23","363","801","380","421","199","34","1317","","40","470","1857","332","301","908","394","444","141","843","413","479","521","18","11","1144","3215","973","23","440","433","","482"
"2021-04-24","496","732","332","397","231","31","1428","","72","523","1786","424","286","612","524","441","206","975","349","384","683","26","6","1007","2138","936","30","399","656","","621"
"2021-04-25","364","706","227","476","256","20","988","","65","290","1355","324","141","680","352","299","128","791","261","402","402","13","9","761","1639","661","26","264","319","","447"
"2021-04-26","456","880","345","357","213","13","1296","","94","423","1183","340","146","893","452","559","153","1036","418","491","501","33","4","1085","1394","789","35","395","582","","518"
"2021-04-27","434","860","289","311","208","35","1234","","67","531","1046","367","224","863","410","455","142","1021","436","365","523","25","9","997","1456","1032","42","461","481","","569"
"2021-04-28","558","757","392","286","198","29","1248","","76","488","1431","312","248","950","521","442","119","1107","458","622","549","17","1","1085","1458","835","52","358","464","","502"
"2021-04-29","385","840","365","249","193","24","1337","","78","391","1496","417","209","1043","470","512","195","1043","411","585","758","22","2","1196","1414","720","52","477","499","","421"
"2021-04-30","361","813","347","478","202","41","1081","","58","361","1310","285","271","1077","452","554","189","1236","511","557","553","42","3","879","1118","765","44","397","530","","479"
"2021-05-01","447","801","331","305","177","30","1290","","68","529","1029","456","368","1061","528","471","302","1228","606","504","584","35","3","1075","1464","679","37","450","507","","537"
"2021-05-02","297","596","226","139","89","30","1086","","66","202","794","364","268","955","512","198","207","900","359","505","479","14","2","825","1011","527","27","295","479","","373"
"2021-05-03","442","747","369","303","172","44","1014","","71","450","931","303","313","1251","609","435","221","1223","579","702","622","32","3","1182","1102","583","26","516","509","","520"
"2021-05-04","454","733","451","260","195","41","1223","","76","580","899","298","299","1283","633","463","302","1206","511","554","615","38","2","1220","1008","626","45","522","697","","551"
