"date","Chhattisgarh/Balod","Chhattisgarh/Baloda Bazar","Chhattisgarh/Balrampur","Chhattisgarh/Bametara","Chhattisgarh/Bastar","Chhattisgarh/Bijapur","Chhattisgarh/Bilaspur","Chhattisgarh/Buxar","Chhattisgarh/Dakshin Bastar Dantewada","Chhattisgarh/Dhamtari","Chhattisgarh/Durg","Chhattisgarh/Gariaband","Chhattisgarh/Gaurela Pendra Marwahi","Chhattisgarh/Janjgir Champa","Chhattisgarh/Jashpur","Chhattisgarh/Kabeerdham","Chhattisgarh/Kondagaon","Chhattisgarh/Korba","Chhattisgarh/Koriya","Chhattisgarh/Mahasamund","Chhattisgarh/Mungeli","Chhattisgarh/Narayanpur","Chhattisgarh/Other State","Chhattisgarh/Raigarh","Chhattisgarh/Raipur","Chhattisgarh/Rajnandgaon","Chhattisgarh/Sukma","Chhattisgarh/Surajpur","Chhattisgarh/Surguja","Chhattisgarh/Unknown","Chhattisgarh/Uttar Bastar Kanker"
"2020-05-26","6","0","1","13","","","2","","","","","0","","0","2","0","","0","0","","27","","","","","12","","1","","","4"
"2020-05-27","0","1","","","","","1","","","","","","","","","","","","","","","","","1","","1","","","","","1"
"2020-05-28","","","","","","","4","","","","","","","","13","","","","1","","11","","","2","","-1","","","","","2"
"2020-05-29","","0","1","","1","","2","","","1","1","0","","0","","6","","1","","","1","","","","2","","","","","",""
"2020-05-30","0","","6","","","","","","","","","","","","","","","","20","","0","","","","2","","","","","","4"
"2020-05-31","3","0","","0","","","1","","","","","","","0","16","","","5","","18","","","","","2","1","","","2","","1"
"2020-06-01","1","","","5","","","11","","","3","1","1","","","9","","","4","","1","2","","","7","3","1","","","0","","0"
"2020-06-02","3","3","","0","1","","3","","","","1","1","","1","","","","3","1","","1","","","-1","","","","","","",""
"2020-06-03","3","36","1","","","","2","","","","1","","","2","5","4","","","8","","1","","","1","","","","","0","","0"
"2020-06-04","3","7","0","0","","","17","","","","2","3","","29","25","4","","","0","31","0","","","6","8","8","","2","0","",""
"2020-06-05","0","15","1","0","","","15","","","","1","","","","","0","","40","1","","0","","","13","4","2","","","","","0"
"2020-06-06","4","15","-1","0","0","","0","","","","5","","","8","4","2","","3","-1","","0","","","6","4","4","","1","5","","1"
"2020-06-07","","6","5","1","","","1","","","","19","","","2","3","46","","11","","6","","","","1","48","1","","","","",""
"2020-06-08","0","15","","3","","","6","","","0","0","","0","11","1","6","","17","7","0","20","","","7","8","5","","2","10","","5"
"2020-06-09","0","3","","1","","","","","","","0","","","1","","0","","","","0","0","","","0","7","2","","","","",""
"2020-06-10","","","10","1","1","","1","","","","2","","","26","1","","","2","1","","2","","","","2","","","","2","",""
"2020-06-11","","0","","1","1","","44","","","","3","","","14","2","2","","37","","7","2","","","9","5","6","","1","1","",""
"2020-06-12","0","2","2","0","","","","","","1","3","0","","13","1","0","","15","0","0","0","","","","9","1","","","0","",""
"2020-06-13","0","13","3","11","","","8","","","1","9","0","","3","0","5","","13","1","8","","","","0","15","13","","","","",""
"2020-06-14","","3","28","-1","","","2","","","","6","2","","11","2","0","","47","","0","0","","0","6","6","","","","0","","0"
"2020-06-15","","3","2","","","","7","","","0","2","","","3","0","","2","14","1","0","6","","","0","7","6","","0","0","",""
"2020-06-16","1","31","4","0","","","1","","","","6","5","","1","0","1","","-4","1","2","","","","","11","6","","1","","",""
"2020-06-17","","8","0","4","","","0","","","","2","4","","11","8","0","","4","0","4","1","","","6","25","1","","2","0","","0"
"2020-06-18","0","14","22","0","0","","0","","","0","12","0","","11","3","2","0","4","6","-1","-2","","","2","6","5","","0","-2","","0"
"2020-06-19","2","8","1","0","","","2","","","","1","","","18","6","","","0","1","0","4","","","0","9","3","","","17","",""
"2020-06-20","","0","6","","","","1","","","","6","1","","25","2","0","","2","-2","0","","4","","7","4","57","","","","",""
"2020-06-21","","17","1","2","","","0","","","","3","4","","3","16","","","39","","0","","","","2","17","14","","","1","","2"
"2020-06-22","","0","1","2","","","1","","","","1","0","","1","2","1","","6","","0","2","","","0","11","15","","4","","",""
"2020-06-23","","4","9","","0","","","","0","","11","0","","6","0","","0","1","2","5","","3","","6","6","21","","","6","","3"
"2020-06-24","","2","","","","","0","","","","1","0","","5","","","","1","0","0","0","","","3","6","2","","0","","","14"
"2020-06-25","","0","3","1","2","","","","1","0","0","3","","1","3","0","","0","","0","","","","4","9","4","2","3","","",""
"2020-06-26","0","4","4","","","","","","","","14","","","0","39","3","","0","0","","","","","5","14","5","","","1","","0"
"2020-06-27","","4","10","","","","1","","","","8","0","","7","","1","","0","0","3","0","","","4","2","25","","","","",""
"2020-06-28","","4","1","","","","9","","1","","7","6","","3","0","8","0","0","","","0","1","","12","5","25","0","","","","2"
"2020-06-29","2","8","0","2","0","","","","2","","30","6","","3","25","1","","1","-1","3","","1","","2","9","5","","","0","","2"
"2020-06-30","0","1","3","1","0","","0","","0","","1","","","0","0","","","2","","0","0","","","","49","1","","0","3","","2"
"2020-07-01","5","2","","","","1","3","","8","","0","","","0","0","4","","-2","4","0","1","1","","2","31","18","","","0","","4"
"2020-07-02","1","","7","13","11","","9","","4","","-3","0","","5","0","","","1","","0","1","","","1","18","-1","","","3","","3"
"2020-07-03","0","0","6","0","3","0","6","","5","","1","","","","0","1","","","","","","3","","5","7","7","","0","","","8"
"2020-07-04","1","-3","0","9","2","","24","","3","","2","","","10","0","0","","0","2","0","","8","","3","32","1","0","","2","",""
"2020-07-05","","","","","","0","5","","0","","0","","","3","0","0","","11","6","0","","0","","2","15","","","0","4","","0"
"2020-07-06","","8","1","3","17","","9","","1","","1","","","5","","0","","4","","1","","1","","0","19","21","","6","1","","0"
"2020-07-07","0","3","","1","","2","9","","2","","2","6","","19","0","","","","0","0","0","6","","5","46","1","","0","","-11","8"
"2020-07-08","1","0","","6","12","","20","","4","","6","1","","-2","0","0","","7","2","","","17","","0","19","10","1","","6","","1"
"2020-07-09","1","1","5","2","0","13","6","","2","","5","0","","3","1","1","","9","0","","","23","","0","57","1","","1","6","","3"
"2020-07-10","4","34","2","1","","","13","","17","","5","0","","3","0","0","2","1","","1","0","22","2","7","34","9","","","9","","0"
"2020-07-11","","","","0","9","","6","","0","1","1","","","","0","","","2","4","","","2","","","36","0","","","3","","1"
"2020-07-12","8","3","1","0","3","1","0","","-1","2","15","1","3","17","","1","","","3","","","3","","1","99","10","","","5","","9"
"2020-07-13","1","2","","4","0","0","3","","","7","25","8","1","1","1","4","","","1","1","9","1","","1","87","26","","","1","","0"
"2020-07-14","-1","","8","0","1","0","14","","1","","1","1","","1","1","2","3","2","","","","18","","2","17","8","18","1","14","","2"
"2020-07-15","1","1","1","3","0","","9","","7","6","17","2","2","6","","-1","6","1","1","1","","19","","0","77","6","1","0","9","","2"
"2020-07-16","","3","1","9","0","0","32","","0","","17","0","","12","5","16","","4","","","","0","2","3","57","23","0","","14","","0"
"2020-07-17","9","1","0","0","","","17","","2","1","25","5","","7","5","0","0","","1","6","3","-2","0","3","127","22","","","17","",""
"2020-07-18","","2","1","3","11","18","64","","3","2","18","0","","11","2","3","3","1","6","","","7","2","7","25","1","4","","4","","45"
"2020-07-19","","7","1","6","25","0","4","","5","","8","1","","4","","","1","14","2","","1","0","","1","45","3","0","","26","","7"
"2020-07-20","0","0","5","0","","7","10","","23","3","9","","","22","7","","1","","1","3","","","","2","80","13","2","0","3","","0"
"2020-07-21","","0","2","0","1","2","8","","3","0","8","0","5","3","0","","23","","5","","","5","0","0","62","0","1","","1","","4"
"2020-07-22","2","1","0","3","6","9","19","","0","","28","10","","14","1","","2","0","0","5","11","5","","9","88","2","36","1","1","","15"
"2020-07-23","1","1","","0","10","1","8","","1","1","6","4","","12","2","34","1","3","3","3","16","4","","0","205","23","","1","10","","21"
"2020-07-24","5","7","11","8","18","9","2","","2","3","28","1","","3","1","0","14","14","0","1","0","1","","10","247","28","","8","14","","14"
"2020-07-25","0","4","2","0","11","","26","","1","0","108","","","12","4","2","6","12","","0","","1","0","9","134","18","","","0","","13"
"2020-07-26","2","18","0","3","21","11","22","","11","1","84","0","","6","0","3","","1","1","1","3","","","7","199","19","9","2","1","","6"
"2020-07-27","2","14","","4","2","","72","","0","0","49","4","","2","","5","","0","2","5","","","","6","179","18","","0","1","","2"
"2020-07-28","","8","3","","18","0","18","","3","0","20","6","","1","3","5","0","4","3","3","4","11","","8","158","20","","2","6","","2"
"2020-07-29","","18","1","","3","","15","","0","2","22","3","0","7","0","1","4","4","0","4","0","0","","3","135","79","","9","4","",""
"2020-07-30","","4","1","0","1","0","12","","3","3","13","1","1","25","2","17","9","1","13","2","2","3","0","1","104","21","","6","8","","3"
"2020-07-31","2","4","4","0","4","0","7","","18","0","19","1","15","2","1","0","23","6","2","9","","0","1","0","184","31","","1","1","","1"
"2020-08-01","3","5","0","1","2","","9","","","1","55","1","","11","","4","1","","5","3","3","1","","4","98","20","0","0","7","","1"
"2020-08-02","","10","2","0","1","9","6","","1","-2","19","0","1","8","","","9","3","3","10","","0","","17","67","12","0","-1","3","","3"
"2020-08-03","1","0","","0","0","0","0","","0","3","37","0","","27","25","","","4","","10","4","0","","16","69","4","0","11","0","","1"
"2020-08-04","1","5","26","0","37","1","10","","0","1","55","0","1","5","1","7","25","","2","11","-4","1","0","3","157","22","0","11","0","","4"
"2020-08-05","0","14","","1","18","","1","","0","1","49","1","","2","6","0","1","1","1","19","-1","4","2","10","142","16","","1","5","","1"
"2020-08-06","6","11","10","1","28","3","65","","0","2","53","8","0","12","1","","11","11","10","6","0","12","6","19","193","31","2","1","2","","19"
"2020-08-07","3","9","0","3","14","0","29","","2","1","49","3","1","6","5","1","0","1","3","7","4","9","0","18","161","19","5","5","4","","26"
"2020-08-08","2","20","2","5","12","6","69","","2","13","21","8","","5","4","15","0","3","3","1","1","5","1","16","145","60","18","1","2","","7"
"2020-08-09","2","18","11","1","9","2","30","","1","","37","2","","3","2","","5","6","2","0","3","","1","9","109","6","3","0","7","","24"
"2020-08-10","2","5","1","7","4","12","7","","5","2","41","3","","18","9","0","6","0","2","20","0","11","1","61","219","20","4","0","12","","5"
"2020-08-11","0","8","","14","7","5","17","","14","2","59","2","","11","-1","","15","9","2","6","1","11","2","29","105","18","7","6","-1","","12"
"2020-08-12","5","10","0","23","26","2","17","","","3","31","2","","9","13","","","11","0","7","1","14","3","42","182","131","19","10","1","","5"
"2020-08-13","24","18","1","1","15","1","26","","4","1","43","5","","1","2","1","5","1","7","6","0","15","1","29","195","30","23","5","12","","6"
"2020-08-14","9","3","0","11","22","3","20","","","3","60","7","","15","3","7","11","37","9","5","","12","3","38","184","18","30","2","4","","13"
"2020-08-15","2","7","1","3","0","","25","","","2","64","4","","6","8","7","14","7","6","13","","5","4","44","217","16","9","4","14","","4"
"2020-08-16","36","3","0","1","0","2","42","","5","0","98","1","","0","11","7","0","1","2","8","","2","1","36","246","51","5","1","16","","1"
"2020-08-17","3","10","0","3","3","1","36","","5","2","59","0","","5","4","2","1","0","4","14","1","1","","7","190","14","10","2","20","","7"
"2020-08-18","34","2","2","2","48","12","44","","4","5","92","5","","15","19","3","2","21","9","2","1","20","","74","267","58","16","9","11","","31"
"2020-08-19","10","26","2","0","7","9","49","","7","4","78","19","0","4","5","5","9","1","25","4","4","12","0","66","320","44","27","5","2","","8"
"2020-08-20","15","9","4","4","6","8","16","","38","13","228","8","","30","19","13","14","21","30","6","8","20","","36","341","57","37","17","34","","20"
"2020-08-21","7","9","2","3","26","6","23","","7","20","88","14","","44","6","5","11","8","25","8","1","4","0","46","336","67","53","2","2","","50"
"2020-08-22","9","10","0","2","1","34","39","","7","7","64","30","","32","7","4","1","23","22","3","5","13","1","59","235","33","11","9","31","","12"
"2020-08-23","13","26","0","8","17","50","35","","2","1","29","5","1","51","10","","7","26","13","16","2","5","1","75","240","41","4","6","6","","14"
"2020-08-24","16","12","3","5","55","85","34","","4","15","139","8","1","37","6","9","54","9","2","18","19","11","2","131","298","60","39","20","11","","33"
"2020-08-25","4","36","1","1","48","25","104","","70","26","72","7","1","5","2","11","13","10","1","38","1","16","5","120","455","85","28","24","40","","38"
"2020-08-26","13","14","3","20","23","29","25","","6","20","114","0","1","12","3","9","7","9","9","37","12","21","4","97","618","47","7","11","20","","18"
"2020-08-27","6","38","6","38","67","22","55","","29","15","261","2","3","38","5","15","3","19","19","26","16","5","2","79","493","53","17","22","50","","34"
"2020-08-28","14","32","6","34","40","15","43","","2","20","105","7","","65","12","12","5","19","16","44","28","18","2","71","448","61","19","9","62","","36"
"2020-08-29","15","16","8","26","59","21","66","","4","44","187","24","","41","8","21","2","20","15","34","30","23","0","61","630","66","43","3","18","","28"
"2020-08-30","16","35","4","19","12","2","102","","3","13","74","15","","42","13","27","1","14","3","31","4","11","2","44","669","82","0","49","58","","1"
"2020-08-31","26","30","10","21","51","55","102","","12","45","128","","7","107","16","11","8","26","26","25","19","24","0","120","358","137","20","4","19","","4"
"2020-09-01","35","43","13","25","42","34","104","","37","55","243","25","1","68","11","7","5","44","57","10","22","10","3","103","666","149","3","33","29","","7"
"2020-09-02","67","41","7","12","42","35","194","","18","59","223","16","2","52","22","10","16","38","16","80","21","16","13","157","978","101","18","6","29","","7"
"2020-09-03","28","51","5","21","6","14","65","","13","27","204","69","","168","9","24","26","57","41","74","24","35","2","100","712","411","0","6","65","","27"
"2020-09-04","78","3","14","21","53","8","270","","37","71","266","25","","91","47","91","19","85","13","70","11","24","9","114","933","197","20","31","37","","29"
"2020-09-05","71","90","40","23","21","9","195","","15","39","333","21","5","80","21","27","27","33","22","30","12","11","7","223","878","154","13","86","30","","13"
"2020-09-06","41","53","14","24","86","12","203","","48","16","109","22","","64","11","22","26","25","6","125","","6","7","167","711","182","31","28","26","","35"
"2020-09-07","39","40","27","3","9","36","173","","10","43","197","33","2","110","7","15","9","72","36","35","19","15","6","82","654","190","44","46","48","","17"
"2020-09-08","54","94","25","9","20","98","359","","21","49","235","44","9","74","25","73","28","69","22","48","62","25","7","157","788","240","33","48","78","","40"
"2020-09-09","22","64","43","42","50","2","225","","28","35","308","19","13","69","32","56","18","39","50","3","21","59","8","158","1006","281","49","35","47","","36"
"2020-09-10","39","38","40","30","70","56","188","","75","37","191","18","8","133","8","42","45","93","48","83","37","22","3","196","865","207","46","52","38","","40"
"2020-09-11","78","82","9","30","74","41","239","","30","65","315","55","0","106","40","73","26","68","63","46","2","34","10","54","940","296","62","32","65","","28"
"2020-09-12","52","39","22","65","125","56","128","","22","91","263","73","53","150","12","150","58","27","72","84","106","25","2","180","764","273","59","38","65","","66"
"2020-09-13","60","108","20","36","12","0","309","","43","29","79","36","18","64","13","2","27","76","31","57","59","6","4","150","621","253","7","52","24","","32"
"2020-09-14","72","43","8","35","47","89","308","","55","81","424","19","33","189","17","164","37","26","53","79","50","24","6","213","756","327","4","69","86","","22"
"2020-09-15","85","214","19","15","136","81","232","","58","51","138","48","","120","41","169","37","158","51","77","75","45","2","121","1015","223","19","39","123","","58"
"2020-09-16","78","106","26","37","0","","293","","","46","282","50","21","208","16","96","53","88","26","75","1","23","0","294","717","398","28","68","79","","80"
"2020-09-17","112","145","27","71","225","23","247","","76","166","322","80","20","100","21","47","44","82","74","72","65","76","1","329","1109","58","74","45","51","","47"
"2020-09-18","90","62","15","56","163","145","302","","133","118","436","38","35","334","30","65","47","185","43","3","51","91","1","168","672","309","63","62","62","","63"
"2020-09-19","98","25","30","21","36","0","97","","106","116","323","53","","57","0","15","0","37","17","184","60","33","4","116","780","196","110","31","72","","0"
"2020-09-20","107","2","30","40","25","0","89","","74","38","257","12","","52","0","15","0","26","3","59","1","7","","49","812","53","0","34","57","","107"
"2020-09-21","72","157","15","17","109","46","84","","12","78","247","13","0","92","16","44","32","15","14","46","1","55","2","78","479","104","0","65","48","","57"
"2020-09-22","70","125","5","21","59","0","83","","78","77","418","21","0","26","48","4","0","46","1","105","67","24","2","197","958","40","86","36","79","","60"
"2020-09-23","83","2","53","49","187","51","52","","118","112","292","42","2","35","17","44","16","13","1","47","26","22","3","51","748","162","70","48","60","","28"
"2020-09-24","45","91","31","46","116","50","244","","169","113","201","44","8","51","0","45","36","50","1","44","66","12","0","11","410","113","46","33","68","","128"
"2020-09-25","62","64","13","82","104","56","218","","133","81","396","70","6","156","29","52","61","64","26","52","47","22","2","213","580","167","37","30","56","","63"
"2020-09-26","61","76","47","34","188","37","213","","99","155","313","62","34","183","30","65","103","247","41","108","42","40","3","281","891","111","146","28","131","","127"
"2020-09-27","68","112","25","33","84","54","177","","99","59","187","21","4","117","26","51","8","103","28","47","56","20","3","227","462","80","5","28","46","","42"
"2020-09-28","75","140","16","39","169","93","143","","123","106","519","57","0","240","50","98","62","178","68","52","148","12","0","218","590","151","102","95","113","","68"
"2020-09-29","50","58","21","29","44","33","109","","107","81","202","36","0","180","9","29","13","107","34","36","44","19","0","193","456","86","69","35","98","","19"
"2020-09-30","67","75","31","37","120","69","163","","111","57","301","51","","159","76","51","57","153","88","51","30","25","","240","544","143","29","77","77","","65"
"2020-10-01","110","53","23","33","75","31","121","","139","78","190","37","","244","23","44","62","116","36","40","30","28","0","351","358","122","31","42","76","","58"
"2020-10-02","81","117","14","19","83","55","158","","90","36","362","57","0","200","8","43","43","179","35","59","37","19","2","218","395","152","46","50","52","","27"
"2020-10-03","72","44","79","57","123","68","149","","101","65","234","24","14","174","22","35","39","204","104","56","61","33","6","219","308","109","45","46","49","","70"
"2020-10-04","40","63","33","20","80","57","126","","23","17","119","19","4","139","15","36","43","139","29","47","20","11","4","184","307","128","41","71","83","","26"
"2020-10-05","55","87","52","42","109","129","129","","55","53","266","49","12","182","22","44","42","174","52","77","32","25","3","187","270","254","48","68","78","","85"
"2020-10-06","72","87","30","29","184","68","155","","138","56","153","42","11","319","18","75","63","143","76","39","28","32","2","250","377","167","33","45","87","","109"
"2020-10-07","60","49","30","29","155","84","155","","64","111","192","41","8","230","23","72","82","214","45","54","70","18","2","238","391","126","41","82","51","","129"
"2020-10-08","90","64","38","65","111","77","123","","87","98","160","24","8","353","36","73","72","165","86","56","34","15","5","272","306","119","93","38","57","","148"
"2020-10-09","71","118","44","22","167","66","140","","70","94","225","38","7","277","27","62","78","244","43","90","46","15","1","229","336","194","38","49","78","","89"
"2020-10-10","53","96","31","45","130","93","148","","50","94","112","47","9","268","23","67","72","257","51","70","32","8","1","209","328","138","62","34","48","","112"
"2020-10-11","99","38","28","44","141","50","95","","72","61","72","36","4","128","19","63","31","259","59","53","40","2","0","137","231","144","37","56","50","","65"
"2020-10-12","113","63","38","32","143","80","131","","55","74","163","34","18","322","40","91","85","201","48","75","36","36","1","229","224","196","91","85","78","","93"
"2020-10-13","80","69","43","34","101","55","146","","68","80","218","30","27","195","-53","68","55","202","54","94","29","9","4","264","339","146","19","58","94","","91"
"2020-10-14","86","86","42","33","134","32","139","","90","82","115","47","5","257","18","91","86","272","51","54","66","13","8","226","256","185","86","72","127","","71"
"2020-10-15","64","101","15","27","126","94","152","","111","62","169","42","3","212","64","110","151","193","56","65","27","40","2","252","264","138","50","75","70","","84"
"2020-10-16","27","98","48","13","121","99","142","","82","89","132","18","7","204","28","60","90","210","55","91","46","15","","241","244","113","52","60","36","","51"
"2020-10-17","68","43","49","38","126","49","151","","84","83","164","39","5","236","41","43","114","163","40","91","38","32","0","224","182","167","27","51","88","","79"
"2020-10-18","71","76","179","19","56","43","92","","35","70","67","22","28","118","54","30","15","159","38","56","22","3","3","176","144","119","50","46","39","","64"
"2020-10-19","86","104","46","36","94","57","195","","83","86","191","18","12","200","55","34","49","108","70","67","66","8","5","172","196","81","42","89","42","","84"
"2020-10-20","95","66","20","23","107","66","137","","70","82","120","6","24","245","54","46","76","287","36","47","33","9","1","282","180","149","39","68","65","","74"
"2020-10-21","71","56","18","47","83","27","152","","83","106","135","22","7","207","51","46","40","138","54","100","39","13","0","247","209","138","31","107","38","","95"
"2020-10-22","98","83","48","37","93","36","274","","102","88","122","36","16","124","20","46","57","208","48","81","61","18","9","239","240","97","54","41","47","","68"
"2020-10-23","62","85","43","42","93","45","114","","81","69","197","57","5","226","46","52","69","225","58","77","65","7","3","182","202","120","35","60","55","","75"
"2020-10-24","51","35","7","22","102","32","168","","63","50","140","40","6","160","12","42","77","204","40","31","31","7","4","175","169","119","34","50","69","","71"
"2020-10-25","38","22","9","16","66","17","143","","64","78","89","18","3","99","6","21","20","124","9","25","16","23","4","87","144","57","41","37","45","","47"
"2020-10-26","64","49","17","40","56","40","111","","50","50","11","22","3","172","13","54","75","106","21","46","50","5","1","150","99","121","78","59","29","","57"
"2020-10-27","55","83","13","46","32","32","73","","58","68","107","37","5","184","18","47","52","223","40","50","20","4","8","206","177","149","53","66","40","","100"
"2020-10-28","83","50","22","49","43","16","134","","45","75","79","30","2","202","26","56","70","64","39","65","50","2","2","235","185","115","56","35","60","","39"
"2020-10-29","84","85","7","57","50","25","131","","50","44","127","39","7","137","31","58","64","237","36","76","44","3","4","125","185","116","36","26","53","","68"
"2020-10-30","79","67","35","30","60","15","117","","39","33","62","25","8","152","7","28","51","109","35","83","25","8","4","285","152","70","52","15","52","","20"
"2020-10-31","88","64","17","31","37","25","98","","26","62","60","59","15","225","25","88","70","238","57","36","48","3","2","193","138","113","26","26","42","","52"
"2020-11-01","73","35","11","64","27","18","108","","53","52","46","39","1","152","8","24","34","133","24","21","36","1","2","264","116","52","25","21","53","","50"
"2020-11-02","101","65","10","38","53","24","63","","36","47","72","33","15","218","33","67","77","62","59","38","36","5","2","190","102","109","31","30","38","","46"
"2020-11-03","101","48","19","24","47","6","83","","51","44","140","33","11","182","6","15","53","219","31","25","40","12","3","190","143","91","16","19","36","","36"
"2020-11-04","50","80","21","109","45","32","104","","68","93","252","37","3","238","14","59","43","257","28","35","45","4","7","206","156","122","26","33","46","","49"
"2020-11-05","132","37","11","52","29","13","74","","29","27","160","32","6","237","21","46","54","114","31","67","22","1","8","178","161","70","15","45","40","","22"
"2020-11-06","82","38","17","75","25","35","78","","42","21","109","42","3","188","27","71","48","144","22","41","50","1","7","171","135","159","18","33","30","","46"
"2020-11-07","105","44","24","38","33","22","106","","33","53","53","38","3","178","21","62","69","150","15","37","39","6","4","90","127","110","6","38","34","","33"
"2020-11-08","38","44","1","29","26","9","82","","37","44","40","73","3","92","53","22","34","171","23","27","14","3","6","195","166","76","11","7","16","","33"
"2020-11-09","107","62","10","45","31","11","86","","30","31","123","58","8","163","28","37","28","138","31","59","27","4","2","138","112","96","16","17","47","","41"
"2020-11-10","56","45","29","27","52","8","188","","24","52","95","41","3","184","15","39","17","163","16","61","11","4","4","168","174","113","7","22","36","","25"
"2020-11-11","67","69","10","71","29","12","125","","17","70","97","38","4","130","9","56","60","168","13","90","30","1","6","164","144","123","9","22","53","","34"
"2020-11-12","123","94","26","51","36","15","136","","44","66","82","53","1","169","25","28","31","123","30","36","36","6","4","215","155","125","8","29","36","","34"
"2020-11-13","76","71","28","13","49","5","49","","31","59","73","20","3","172","30","48","35","126","35","71","28","3","4","115","180","110","10","30","49","","25"
"2020-11-14","22","12","7","52","23","17","3","","11","22","46","5","","86","6","16","20","28","9","21","0","2","2","68","92","56","6","35","27","","22"
"2020-11-15","46","3","15","","10","10","","","29","7","26","3","","65","22","10","16","27","13","20","7","1","2","58","50","39","13","1","22","","15"
"2020-11-16","31","16","2","17","15","16","77","","25","9","64","6","4","136","10","14","16","163","24","29","6","1","3","126","79","103","7","34","41","","36"
"2020-11-17","63","56","9","37","17","21","102","","40","49","123","7","6","196","20","30","21","171","23","31","32","3","11","238","199","105","11","23","50","","27"
"2020-11-18","119","94","32","20","32","15","129","","38","64","132","16","9","209","33","61","35","200","24","68","26","6","7","219","227","142","12","34","32","","13"
