"date","Nevada/Carson City","Nevada/Churchill","Nevada/Clark","Nevada/Douglas","Nevada/Elko","Nevada/Elko County","Nevada/Esmeralda","Nevada/Eureka","Nevada/Humboldt","Nevada/Lander","Nevada/Lincoln","Nevada/Lyon","Nevada/Mineral","Nevada/Nye","Nevada/Pershing","Nevada/Storey","Nevada/Unassigned","Nevada/Washoe","Nevada/White Pine"
"2020-03-22","2","0","126","0","0","1","0","0","0","0","0","0","0","0","0","0","36","25","0"
"2020-03-23","3","0","126","0","0","2","0","0","0","0","0","0","0","0","0","0","89","25","0"
"2020-03-24","2","0","212","2","0","2","0","0","0","0","0","0","0","1","0","0","15","44","0"
"2020-03-25","2","0","249","3","0","2","0","0","0","0","0","1","0","1","0","0","15","50","0"
"2020-03-26","2","0","350","3","2","","0","0","0","0","0","1","0","1","0","0","4","57","0"
"2020-03-27","2","0","443","3","2","","0","0","1","0","0","1","0","1","0","0","16","67","0"
"2020-03-28","5","0","443","5","2","","0","0","1","0","0","1","0","1","0","0","93","75","0"
"2020-03-29","5","0","528","5","3","","0","0","1","0","0","1","0","1","0","0","269","107","0"
"2020-03-30","5","0","753","5","3","","0","0","1","0","0","1","0","1","0","0","132","111","0"
"2020-03-31","5","","869","6","5","","","","3","","","1","","1","","","102","121","1"
"2020-04-01","5","","961","6","5","","","","5","","","1","","4","","","148","143","1"
"2020-04-02","5","","1125","6","5","","","","5","","","1","","4","","","148","163","1"
"2020-04-03","5","","1279","7","7","","","","7","","","2","","6","","","16","184","1"
"2020-04-04","10","","1418","7","8","","","","9","","","3","","7","","","34","245","1"
"2020-04-05","10","","1519","7","8","","","","11","","","3","","7","","","25","264","1"
"2020-04-06","11","","1608","7","8","","","","11","","","3","","7","","","33","264","1"
"2020-04-07","11","","1734","7","8","","","","11","","","3","","7","","","33","309","1"
"2020-04-08","13","","1878","8","8","","","","14","","","4","","7","","","0","326","1"
"2020-04-09","14","","2009","9","9","","","","16","","1","4","","10","","","57","326","1"
"2020-04-10","15","","2144","9","11","","","","16","","1","6","","10","","","146","363","1"
"2020-04-11","16","","2144","10","11","","","","18","","1","6","","10","","","96","389","1"
"2020-04-12","16","","2324","10","11","","","","18","","1","7","","10","","","23","415","1"
"2020-04-13","22","","2444","10","11","","","","20","","1","10","","10","","","0","461","1"
"2020-04-14","23","","2509","10","11","","","","20","","1","10","","15","","","0","532","3"
"2020-04-15","25","","2559","13","11","","","","20","","1","10","","15","","","5","549","3"
"2020-04-16","25","1","2559","13","11","","","","20","","1","11","","19","","","2","549","3"
"2020-04-17","27","1","2738","14","12","","","","26","","0","12","","21","","","98","572","3"
"2020-04-18","28","3","2882","14","12","","","","26","","0","15","","21","","","34","588","3"
"2020-04-19","28","3","2940","15","12","","","","26","","0","16","","28","","","20","637","3"
"2020-04-20","28","3","2998","15","12","","","","27","","0","18","","28","","","36","662","3"
"2020-04-21","28","3","3099","15","12","","","","34","","0","18","","29","","","34","662","3"
"2020-04-22","28","3","3218","16","12","","","","34","1","0","19","2","29","","","6","710","3"
"2020-04-23","31","3","3314","17","12","","","0","34","1","0","20","2","31","0","0","4","736","3"
"2020-04-24","31","3","3443","17","12","","","0","34","1","0","20","2","31","0","0","65","736","3"
"2020-04-25","34","3","3570","18","12","","","0","35","1","0","23","2","31","0","0","16","791","3"
"2020-04-26","37","3","3665","19","12","","","0","36","1","0","26","2","31","0","0","95","804","3"
"2020-04-27","39","3","3717","19","15","","","0","36","1","0","26","2","35","0","0","0","804","3"
"2020-04-28","44","3","3793","19","15","","","0","37","7","0","27","4","35","0","0","0","834","3"
"2020-04-29","44","3","3891","19","15","","","0","38","7","0","27","4","35","0","0","0","848","3"
"2020-04-30","45","3","3979","19","15","","","0","41","7","0","28","4","36","0","0","0","873","3"
"2020-05-01","47","3","4118","20","15","","","0","44","7","0","29","4","37","0","0","0","921","3"
"2020-05-02","48","3","4225","21","15","","","0","44","7","0","33","4","37","0","0","0","949","3"
"2020-05-03","48","3","4274","21","15","","","0","49","7","0","34","4","37","0","0","0","977","3"
"2020-05-04","48","3","4411","21","15","","","0","50","13","0","35","4","39","0","0","0","988","3"
"2020-05-05","51","3","4408","22","15","","","0","53","13","0","35","4","39","0","0","0","1014","3"
"2020-05-06","51","3","4473","22","15","","","0","58","14","1","36","4","39","0","0","0","1022","3"
"2020-05-07","51","3","4573","22","15","","","0","58","14","1","37","4","44","0","0","0","1030","3"
"2020-05-08","51","3","4573","23","15","","","0","58","14","1","37","4","44","0","0","29","1065","3"
"2020-05-09","52","3","4704","24","15","","","0","65","17","1","40","4","44","0","0","122","1077","3"
"2020-05-10","55","3","4750","24","15","","","0","67","17","1","42","4","44","0","0","0","1095","3"
"2020-05-11","56","3","4762","24","18","","","0","67","17","1","44","4","44","0","0","9","1100","3"
"2020-05-12","58","5","4869","24","18","","","0","71","19","2","45","4","48","0","0","31","1116","3"
"2020-05-13","58","5","5045","24","18","","","0","71","19","2","46","4","49","0","0","0","1132","3"
"2020-05-14","63","5","5045","24","18","","","0","71","19","2","46","4","49","0","1","0","1154","3"
"2020-05-15","65","5","5235","24","18","","","0","71","19","2","47","4","49","0","1","0","1190","3"
"2020-05-16","70","5","5298","25","20","","","0","71","19","2","47","4","58","0","1","0","1190","3"
"2020-05-17","71","5","5366","25","20","","","0","71","19","2","47","4","58","0","1","0","1256","4"
"2020-05-18","71","5","5463","25","21","","","0","74","19","2","48","4","58","0","1","0","1266","4"
"2020-05-19","75","6","5463","25","21","","","0","74","19","2","49","4","58","0","1","0","1295","4"
"2020-05-20","77","6","5650","26","21","","","0","76","19","2","49","4","58","0","1","0","1395","4"
"2020-05-21","81","6","5734","26","21","","","0","76","19","2","51","4","59","0","1","0","1316","4"
"2020-05-22","83","6","5815","26","21","","","0","78","19","2","51","4","59","0","1","0","1356","4"
"2020-05-23","83","6","5815","26","22","","","0","78","19","2","51","4","59","0","1","0","1356","4"
"2020-05-24","86","6","6140","27","22","","","0","78","19","2","55","4","59","0","1","0","1378","4"
"2020-05-25","90","6","6182","28","22","","","0","78","20","2","55","4","59","0","1","0","1405","4"
"2020-05-26","90","7","6226","29","22","","","0","78","20","2","56","4","59","0","1","0","1459","4"
"2020-05-27","91","7","6287","30","24","","","0","78","20","2","56","4","61","0","1","0","1485","4"
"2020-05-28","94","7","6352","30","24","","","0","78","20","2","57","4","61","0","1","0","1514","4"
"2020-05-29","95","7","6457","30","24","","","0","78","20","2","61","4","62","0","1","0","1531","4"
"2020-05-30","95","7","6579","31","24","","","0","78","20","2","62","4","62","0","1","0","1548","4"
"2020-05-31","98","7","6657","32","24","","","0","78","20","2","62","4","62","0","1","0","1577","4"
"2020-06-01","99","7","6719","32","24","","","0","78","20","2","65","4","62","0","1","0","1585","4"
"2020-06-02","99","8","6845","32","25","","","0","78","20","2","68","4","64","2","1","0","1606","4"
"2020-06-03","99","8","6923","35","26","","","0","78","21","2","67","4","64","2","1","0","1618","3"
"2020-06-04","102","8","7056","37","26","","","0","78","21","2","80","4","64","2","1","0","1645","3"
"2020-06-05","107","8","7186","38","27","","","0","78","21","2","81","4","66","2","1","0","1685","3"
