"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-11-10","6735","8654","6891","9510","7336","12825","20439","27552","10121","2081","1549","89754","10484","9574","14150","84661","","11366","16032","8678","16368","5561","27197","5161",""
"2020-11-11","6767","8698","6943","9605","7370","12976","20704","27720","10240","2106","1563","90593","10565","9674","14314","85481","","11490","16201","8772","16529","5609","27434","5197",""
"2020-11-12","6799","8770","7007","9706","7400","13115","20965","27911","10373","2139","1575","91460","10618","9753","14493","86340","","11577","16381","8847","16643","5635","27665","5235",""
"2020-11-13","6822","8832","7072","9792","7436","13263","21217","28098","10494","2165","1581","92299","10695","9837","14680","87200","","11672","16559","8939","16750","5659","27897","5283",""
"2020-11-14","6847","8928","7135","9857","7460","13424","21510","28246","10651","2191","1594","93135","10774","9884","14915","88020","","11746","16717","9029","16866","5696","28125","5315",""
"2020-11-15","6872","8966","7197","9904","7478","13557","21753","28384","10764","2214","1596","93848","10800","9962","15069","88721","","11815","16809","9096","16934","5711","28308","5360",""
"2020-11-16","6913","9005","7232","9933","7524","13693","21943","28503","10927","2222","1622","94576","10815","10010","15266","89439","","11876","16880","9162","16996","5712","28493","5388",""
"2020-11-17","6977","9074","7306","9986","7542","13860","22161","28688","11062","2243","1636","95328","10905","10107","15488","90149","","12002","16999","9259","17102","5757","28725","5428",""
"2020-11-18","6987","9134","7362","10045","7567","14008","22406","28898","11203","2271","1653","96202","10949","10174","15735","90954","","12093","17077","9335","17183","5784","28974","5458",""
"2020-11-19","7000","9158","7415","10092","7585","14136","22697","29127","11374","2288","1657","97084","11000","10237","15952","91787","","12172","17139","9418","17245","5828","29202","5479",""
"2020-11-20","7022","9273","7482","10148","7608","14240","22875","29353","11459","2327","1670","97964","11058","10285","16162","92561","","12273","17234","9490","17341","5856","29505","5512",""
"2020-11-21","7046","9336","7530","10202","7638","14359","23163","29564","11562","2365","1681","98854","11088","10342","16367","93403","","12338","17305","9577","17420","5878","29788","5531",""
"2020-11-22","7075","9385","7568","10266","7656","14434","23531","29743","11634","2376","1690","99733","11134","10403","16615","94231","","12457","17350","9680","17469","5903","30044","5551",""
"2020-11-23","7089","9487","7648","10312","7674","14595","23724","29915","11764","2411","1701","100580","11159","10472","16844","95034","","12515","17441","9773","17541","5938","30304","5564",""
"2020-11-24","7118","9549","7708","10363","7690","14678","23915","30076","11897","2447","1707","101447","11212","10573","17063","95850","","12625","17537","9866","17625","5963","30536","5585",""
"2020-11-25","7131","9586","7802","10403","7715","14828","24194","30270","11975","2471","1725","102327","11238","10610","17282","96715","","12688","17605","9945","17671","5988","30777","5612",""
"2020-11-26","7151","9627","7867","10451","7732","14957","24386","30452","12062","2501","1749","103212","11273","10679","17529","97566","","12766","17687","10015","17738","6020","31007","5638",""
"2020-11-27","7173","9692","7967","10482","7754","15059","24584","30602","12149","2523","1757","104105","11315","10713","17768","98424","","12832","17768","10111","17821","6052","31237","5666",""
"2020-11-28","7187","9760","8013","10501","7775","15173","24779","30766","12225","2537","1773","104995","11364","10758","18006","99287","","12947","17833","10225","17874","6071","31473","5691",""
"2020-11-29","7196","9801","8051","10539","7789","15284","24969","30981","12314","2553","1776","105821","11407","10793","18223","100101","","13069","17892","10291","17989","6087","31706","5748",""
"2020-11-30","7214","9838","8111","10560","7803","15333","25065","31126","12361","2568","1786","106557","11429","10823","18376","100775","","13117","17955","10429","18040","6103","31871","5811",""
"2020-12-01","7231","9913","8170","10642","7816","15431","25183","31297","12474","2591","1806","107364","11513","10880","18512","101571","","13199","18035","10480","18180","6157","32080","5841",""
"2020-12-26","7239","9950","8200","10669","7819","15486","25255","31346","12504","2596","1815","107626","11533","10903","18610","101841","","13240","18073","10505","18221","6177","32149","5862",""
"2020-12-27","7247","9983","8231","10697","7822","15531","25333","31431","12539","2603","1823","107941","11557","10928","18682","102179","","13305","18118","10538","18264","6199","32230","5873",""
"2020-12-28","7249","10005","8255","10704","7832","15595","25395","31502","12563","2608","1835","108141","11570","10944","18724","102447","","13339","18142","10560","18282","6224","32275","5891",""
"2020-12-29","7261","10040","8281","10724","7836","15633","25457","31571","12596","2619","1839","108411","11582","10959","18817","102762","","13384","18169","10580","18327","6243","32323","5912",""
"2020-12-30","7262","10058","8290","10728","7841","15678","25530","31647","12620","2620","1843","108737","11597","10983","18869","103087","","13429","18187","10606","18341","6254","32378","5919",""
"2020-12-31","7269","10085","8317","10738","7845","15720","25570","31709","12645","2629","1847","109029","11609","10989","18942","103377","","13486","18210","10636","18386","6274","32428","5934",""
"2021-01-01","7273","10109","8353","10749","7849","15763","25649","31764","12673","2633","1852","109309","11619","11004","18999","103606","","13557","18239","10669","18431","6292","32488","5947",""
"2021-01-02","7275","10117","8386","10758","7850","15784","25700","31806","12693","2634","1855","109520","11629","11017","19029","103826","","13604","18272","10686","18462","6299","32536","5952",""
"2021-01-03","7277","10137","8405","10765","7859","15796","25740","31851","12703","2637","1856","109714","11638","11031","19099","104079","","13639","18289","10710","18503","6315","32587","5956",""
"2021-01-04","7281","10147","8415","10767","7862","15816","25767","31874","12711","2637","1856","109866","11645","11053","19118","104253","","13654","18298","10735","18531","6317","32624","5956",""
"2021-01-05","7283","10168","8440","10782","7863","15838","25813","31910","12716","2642","1858","110065","11652","11068","19165","104490","","13673","18315","10748","18555","6329","32657","5965",""
"2021-01-06","7285","10180","8447","10790","7870","15856","25851","31949","12733","2643","1859","110330","11662","11086","19203","104733","","13709","18335","10766","18568","6344","32697","5967",""
"2021-01-07","7287","10195","8476","10799","7871","15876","25902","31990","12741","2644","1863","110570","11671","11111","19256","104956","","13742","18362","10781","18591","6361","32769","5970",""
"2021-01-08","7288","10215","8495","10805","7873","15889","25942","32053","12762","2649","1870","110808","11675","11121","19293","105210","","13775","18376","10812","18635","6369","32822","5973",""
"2021-01-09","7289","10243","8514","10812","7877","15909","25988","32096","12770","2651","1871","111001","11680","11138","19339","105434","","13810","18392","10823","18649","6378","32858","5975",""
"2021-01-10","7292","10261","8531","10817","7879","15926","26034","32137","12781","2659","1872","111232","11687","11146","19372","105660","","13846","18416","10838","18666","6386","32901","5981",""
"2021-01-11","7293","10282","8538","10818","7880","15946","26071","32159","12793","2663","1873","111396","11695","11151","19394","105822","","13870","18424","10852","18677","6393","32948","5994",""
"2021-01-12","7299","10294","8550","10831","7884","15955","26100","32191","12801","2666","1876","111626","11700","11162","19434","106042","","13886","18443","10859","18695","6400","32987","6002",""
"2021-01-13","7300","10304","8558","10834","7887","15980","26141","32241","12808","2668","1877","111795","11704","11166","19456","106317","","13906","18451","10869","18707","6406","33021","6010",""
"2021-01-14","7303","10316","8569","10838","7888","16001","26173","32277","12819","2670","1880","111954","11710","11196","19475","106503","","13947","18460","10886","18727","6420","33058","6016",""
"2021-01-15","7304","10323","8586","10839","7891","16017","26206","32306","12824","2671","1882","112125","11726","11204","19500","106688","","13978","18464","10893","18732","6424","33105","6021",""
"2021-01-16","7307","10334","8600","10843","7892","16027","26237","32347","12832","2672","1884","112275","11730","11215","19519","106874","","14001","18475","10901","18749","6428","33143","6033",""
"2021-01-17","7308","10360","8611","10850","7893","16046","26263","32371","12841","2674","1885","112426","11732","11233","19538","107038","","14016","18477","10914","18769","6435","33167","6036",""
"2021-01-18","7309","10380","8617","10851","7894","16053","26276","32382","12853","2679","1886","112516","11733","11242","19553","107166","","14035","18483","10926","18780","6437","33182","6039",""
"2021-01-19","7311","10394","8629","10857","7896","16060","26291","32399","12857","2682","1887","112621","11736","11253","19570","107281","","14049","18495","10928","18794","6441","33205","6048",""
"2021-01-20","7312","10400","8642","10859","7898","16078","26310","32427","12864","2685","1888","112710","11737","11261","19593","107390","","14080","18499","10936","18799","6447","33221","6057",""
"2021-01-21","7314","10426","8651","10860","7901","16088","26332","32456","12869","2688","1889","112807","11742","11266","19612","107500","","14096","18506","10941","18812","6452","33241","6060",""
"2021-01-22","7315","10436","8658","10861","7903","16106","26353","32489","12876","2689","1896","112889","11746","11281","19630","107615","","14112","18509","10951","18819","6455","33261","6065",""
"2021-01-23","7316","10454","8668","10865","7906","16118","26372","32511","12883","2690","1897","112978","11751","11287","19647","107743","","14125","18516","10958","18830","6460","33278","6072",""
"2021-01-24","7317","10471","8673","10869","7907","16138","26392","32532","12887","2691","1898","113071","11752","11289","19657","107873","","14140","18521","10961","18840","6466","33295","6074",""
"2021-01-25","7318","10483","8674","10871","7908","16144","26400","32542","12890","2692","1899","113128","11758","11293","19662","107947","","14156","18526","10968","18852","6467","33311","6077",""
"2021-01-26","7320","10490","8679","10872","7909","16151","26415","32555","12896","2693","1900","113211","11764","11298","19673","108038","","14165","18530","10971","18855","6471","33323","6082",""
"2021-01-27","7321","10501","8680","10874","7911","16159","26440","32566","12899","2694","1901","113273","11770","11302","19681","108090","","14181","18531","10973","18860","6472","33332","6084",""
"2021-01-28","7322","10511","8687","10876","7912","16167","26451","32580","12905","2695","1902","113360","11772","11307","19693","108173","","14193","18533","10975","18865","6475","33344","6086",""
"2021-01-29","7323","10526","8688","10877","7913","16176","26468","32588","12906","2696","1903","113419","11774","11311","19707","108264","","14198","18538","10982","18876","6486","33361","6090",""
"2021-01-30","7324","10537","8689","10879","7917","16193","26486","32606","12909","2697","1904","113487","11777","11312","19714","108352","","14210","18543","10988","18887","6496","33376","6097",""
"2021-01-31","7326","10548","8692","10880","7918","16205","26496","32615","12911","2698","1905","113548","11779","11315","19726","108410","","14221","18546","10995","18891","6497","33387","6100",""
"2021-02-01","7327","10553","8694","10881","7919","16207","26514","32621","12916","2699","1906","113579","11782","11317","19740","108463","","14229","18549","10996","18901","6500","33394","6101",""
"2021-02-02","7328","10564","8696","10885","7920","16213","26521","32630","12917","2700","1907","113635","11783","11319","19753","108517","","14236","18553","10998","18905","6505","33403","6103",""
"2021-02-03","7329","10569","8701","10888","7922","16218","26531","32639","12919","2701","1908","113686","11785","11320","19762","108576","","14248","18554","11002","18909","6509","33412","6104",""
"2021-02-04","7330","10571","8706","10891","7923","16225","26540","32652","12923","2702","1908","113744","11789","11323","19774","108628","","14253","18555","11003","18911","6518","33421","6108",""
"2021-02-05","7331","10574","8711","10892","7924","16236","26552","32657","12927","2702","1909","113793","11792","11325","19790","108676","","14264","18557","11005","18913","6521","33428","6113",""
"2021-02-06","7331","10575","8716","10893","7925","16243","26559","32665","12931","2702","1910","113836","11793","11328","19798","108731","","14279","18558","11008","18920","6522","33447","6119",""
"2021-02-07","7331","10580","8721","10894","7926","16247","26572","32677","12939","2702","1910","113884","11794","11329","19807","108777","","14287","18561","11011","18928","6523","33461","6121",""
"2021-02-08","7331","10582","8722","10895","7930","16249","26576","32680","12940","2702","1911","113917","11796","11330","19811","108816","","14288","18567","11016","18932","6524","33463","6123",""
"2021-02-09","7332","10586","8729","10896","7931","16258","26585","32691","12941","2702","1911","113965","11797","11332","19816","108845","","14293","18568","11017","18934","6526","33467","6125",""
"2021-02-10","7332","10590","8731","10897","7931","16263","26596","32697","12942","2702","1911","114015","11798","11334","19823","108906","","14300","18569","11021","18936","6531","33473","6128",""
"2021-02-11","7332","10596","8732","10898","7934","16268","26612","32704","12944","2702","1911","114080","11799","11336","19825","108982","","14305","18578","11024","18939","6532","33481","6129",""
"2021-02-12","7332","10598","8734","10900","7936","16271","26621","32710","12950","2703","1911","114136","11800","11338","19829","109022","","14319","18581","11029","18944","6538","33498","6131",""
"2021-02-13","7332","10604","8735","10900","7938","16273","26631","32720","12951","2703","1911","114195","11801","11340","19832","109083","","14323","18586","11030","18946","6543","33506","6133",""
"2021-02-14","7332","10605","8736","10900","7938","16279","26637","32738","12957","2703","1911","114251","11805","11342","19833","109148","","14325","18590","11031","18956","6545","33510","6134",""
"2021-02-15","7333","10606","8737","10901","7938","16282","26646","32743","12958","2703","1911","114286","11809","11343","19836","109190","","14338","18591","11033","18957","6549","33513","6136",""
"2021-02-16","7333","10608","8738","10902","7938","16292","26653","32747","12960","2703","1911","114335","11810","11344","19839","109231","","14340","18593","11034","18960","6552","33526","6141",""
"2021-02-17","7333","10609","8739","10903","","16296","26659","32759","12962","2703","1911","114379","11811","11346","19843","109266","","14348","18594","11036","18962","6553","33531","6142",""
"2021-02-18","7333","10612","8742","10903","7939","16298","26667","32779","12963","2703","1911","114458","11812","11347","19848","109294","","14352","18596","11039","18963","6554","33541","6150",""
"2021-02-19","7333","10616","8744","10904","","16299","26672","32791","12964","2703","1911","114526","11812","11352","19852","109359","","14356","18597","11045","18965","6558","33548","6152",""
"2021-02-20","7334","10619","8745","10904","","16304","26677","32807","12965","2703","1911","114587","11814","11353","19854","109398","","14367","18600","11048","18966","6579","33561","6156",""
"2021-02-21","","10627","8747","10904","","16308","26684","32824","12966","2703","1911","114648","11815","11355","19857","109447","","14374","18604","11051","18968","6581","33567","6159",""
"2021-02-22","","10629","8753","10905","7941","16311","26689","32831","12967","2706","1913","114696","11816","11356","19859","109493","","14378","18604","11056","18970","6582","33572","6160",""
"2021-02-23","7335","10636","8760","10906","","16314","26692","32848","12970","2708","1914","114759","11817","11357","19863","109552","","14381","18604","11058","18972","6583","33577","6163",""
"2021-02-24","","10641","8762","10906","7942","16316","26700","32868","12975","2708","1917","114834","11818","11359","19869","109595","","14385","18606","11059","18974","6589","33588","6166",""
"2021-02-25","","10645","8766","10908","","16319","26703","32877","12978","2708","1917","114912","11819","11360","19873","109648","","14394","18610","11063","18978","6590","33597","6169",""
"2021-02-26","","10655","8768","10909","","16322","26707","32890","12983","2708","1917","114984","11820","11361","19879","109714","","14404","18614","11065","18980","6593","33606","6171",""
"2021-02-27","","10659","8769","10912","","16327","26718","32909","12985","2708","1917","115053","11821","11363","19884","109763","","14414","18617","11066","18985","6594","33623","6173",""
"2021-02-28","","10664","8772","10914","","16332","26725","32924","12986","2708","1917","115123","11825","11364","19887","109810","","14421","18618","11067","18991","6595","33631","6178",""
"2021-03-01","7336","10674","8773","10914","","16342","26730","32938","12988","2709","1917","115185","11826","11368","19888","109858","","14431","18622","11069","18996","6599","33642","6180",""
"2021-03-02","7340","10680","8775","10914","","16347","26731","32944","12992","2709","1917","115255","11827","11370","19895","109900","","14437","18624","11070","18997","6600","33649","6183",""
"2021-03-03","7341","10687","8778","10914","","16353","26739","32959","12995","2711","1917","115328","11830","11371","19898","109957","","14447","18628","11073","19002","6608","33661","6184",""
"2021-03-04","7341","10692","8782","10916","7942","16360","26747","32972","12997","2712","1917","115403","11832","11373","19906","110002","","14456","18629","11077","19006","6610","33671","6189",""
"2021-03-05","7341","10702","8786","10918","7943","16364","26753","32986","13003","2714","1917","115481","11834","11376","19910","110074","","14468","18638","11079","19013","6610","33686","6191",""
"2021-03-06","7341","10708","8792","10919","7943","16367","26767","33009","13013","2715","","115564","11839","11378","19920","110126","","14485","18641","11084","19015","6611","33694","6198",""
"2021-03-07","7341","10718","8795","10919","7943","16368","26775","33024","13014","2716","","115626","11842","11379","19923","110165","","14492","18644","11086","19019","6614","33708","6206",""
"2021-03-08","","10722","8800","10920","","16374","26778","33045","13017","2719","","115695","11845","11380","19928","110228","","14499","18645","11088","19023","6617","33716","6209",""
"2021-03-09","","10725","8802","10925","","16376","26789","33061","13018","2721","","115761","11846","11380","19934","110278","","14502","18648","11090","19026","6618","33723","6213",""
"2021-03-10","","10728","8803","10926","7944","16379","26799","33090","13020","2723","","115841","11848","11383","19935","110342","","14512","18649","11092","19030","6626","33734","6216",""
"2021-03-11","","10738","8806","10927","","16384","26808","33112","13021","2725","","115929","11853","11385","19937","110395","","14523","18650","11096","19034","6631","33746","6220",""
"2021-03-12","","10752","8807","10927","","16390","26822","33138","13026","2728","","116012","11856","11386","19942","110466","","14544","18653","11097","19040","6631","33757","6223",""
"2021-03-13","7341","10765","8810","10927","","16395","26826","33161","13030","2728","","116106","11857","11388","19947","110543","","14561","18656","11098","19041","6633","33775","6226",""
"2021-03-14","","10772","8813","10927","","16399","26837","33192","13032","2728","","116199","11858","11391","19952","110633","","14571","18657","11099","19045","6636","33786","6229",""
"2021-03-15","","10773","8815","10928","7945","16401","26847","33207","13033","2728","1918","116294","11862","11395","19954","110696","","14585","18662","11101","19048","6640","33803","6233",""
"2021-03-16","7342","10774","8816","10929","","16402","26859","33230","13034","2728","","116391","11868","11402","19962","110758","","14596","18663","11102","19051","6644","33816","6234",""
"2021-03-17","","10779","8823","10932","7945","16408","26868","33261","13036","2729","","116487","11871","11404","19968","110832","","14616","18667","11103","19053","6648","33837","6240",""
"2021-03-18","7342","10783","8829","10933","","16419","26880","33288","13038","2729","","116586","11878","11407","19971","110907","","14640","18671","11105","19056","6653","33862","6250",""
