"date","Gujarat/Ahmedabad","Gujarat/Amreli","Gujarat/Anand","Gujarat/Aravalli","Gujarat/Banaskantha","Gujarat/Bharuch","Gujarat/Bhavnagar","Gujarat/Botad","Gujarat/Chhota Udaipur","Gujarat/Dahod","Gujarat/Dang","Gujarat/Devbhumi Dwarka","Gujarat/Gandhinagar","Gujarat/Gir Somnath","Gujarat/Jamnagar","Gujarat/Junagadh","Gujarat/Kheda","Gujarat/Kutch","Gujarat/Mahisagar","Gujarat/Mehsana","Gujarat/Morbi","Gujarat/Narmada","Gujarat/Navsari","Gujarat/Other State","Gujarat/Other state","Gujarat/Panchmahal","Gujarat/Patan","Gujarat/Porbandar","Gujarat/Rajkot","Gujarat/Sabarkantha","Gujarat/Surat","Gujarat/Surendranagar","Gujarat/Tapi","Gujarat/Udalguri","Gujarat/Vadodara","Gujarat/Valsad","Gujarat/dahod","Gujarat/kutch","Gujarat/other state","Gujarat/porbandar","Gujarat/surat","Gujarat/surendranagar","Gujarat/tapi","Gujarat/vadodara"
"2020-06-29","  1.15 %"," 13.89 %","  5.61 %","  3.03 %","   .57 %","  3.77 %","  2.02 %","  1.18 %","","",""," 10.00 %","   .31 %","  4.29 %","  3.14 %","  3.33 %","  4.83 %","  1.38 %","   .00 %","  3.86 %","   .00 %","   .00 %","  2.15 %"," 10.39 %","","  1.76 %"," 11.43 %","","  5.20 %","   .59 %","  4.66 %","  7.20 %","   .00 %","","  2.35 %","   .78 %","","","","","","","",""
"2020-06-30","   .95 %","  3.66 %","  6.76 %","  2.45 %","   .56 %","  3.64 %","  3.17 %","  4.65 %","","   .00 %","","  4.55 %","  2.51 %","  4.11 %","  9.14 %","  8.60 %","  3.95 %","  6.12 %","  1.45 %","  2.60 %"," 10.00 %","  1.12 %","  2.11 %","  1.18 %","","  2.89 %","  5.64 %"," 18.75 %","  2.28 %","  2.35 %","  4.30 %","  2.99 %","","","  2.39 %"," 15.38 %","","","","","","","",""
"2020-07-01","  1.03 %","  3.53 %","  3.62 %","  1.44 %","  6.74 %","  6.58 %","  2.31 %","  2.22 %","  3.64 %","  3.45 %","","   .00 %","  2.45 %","  1.32 %","  8.37 %","  6.93 %","  5.70 %","  1.92 %","  1.43 %","  3.62 %"," 18.18 %","  1.11 %"," 24.74 %","","","  2.81 %","   .97 %","","  5.58 %","  2.87 %","  4.16 %","  8.70 %","","","  2.56 %"," 10.00 %","","","","","","","",""
"2020-07-02","  1.00 %","  7.95 %","  1.31 %","  1.89 %","  6.32 %","  4.12 %","  5.26 %","  3.26 %","  5.26 %","  5.00 %","","  4.35 %","  1.04 %","  3.90 %","  4.72 %"," 12.04 %","  2.99 %","  3.14 %","   .70 %","  3.15 %"," 11.54 %","   .00 %","  3.31 %","","","  2.19 %","  4.81 %","  5.26 %","  9.15 %","  1.68 %","  4.51 %","  8.00 %"," 12.50 %","","  2.49 %","  4.85 %","","","","","","","",""
"2020-07-03","   .96 %","","  3.88 %","   .46 %","  3.96 %","  5.14 %","  7.50 %","  2.11 %","   .00 %","  1.59 %","","  4.17 %","  2.36 %","  1.25 %","  5.33 %"," 21.49 %","  8.14 %","  3.05 %","  4.90 %","  1.69 %","  6.90 %","  3.30 %","  4.80 %","","","  6.95 %","  5.05 %","  5.00 %","  3.23 %","  2.75 %","  3.88 %","  8.64 %"," 33.33 %","","  2.65 %","  3.47 %","","","","","","","",""
"2020-07-04","   .80 %","  2.11 %","  1.66 %","  3.23 %","  4.76 %","  5.64 %","  6.64 %","  2.06 %","","  1.56 %","","  4.00 %","  2.16 %","  4.94 %","  3.11 %","  6.80 %","  5.38 %","  4.14 %","  1.33 %","  2.67 %","  9.68 %","   .00 %","  8.40 %","","","  1.00 %","  2.62 %",""," 14.69 %","  3.21 %","  4.63 %","  3.41 %","","","  2.54 %"," 10.61 %","","","","","","","",""
"2020-07-05","   .82 %","  1.03 %","","  2.23 %","  3.64 %","  5.34 %","  4.98 %","  3.03 %","  1.67 %"," 12.31 %","","  3.85 %","  1.55 %","  4.71 %","  2.26 %","  8.28 %","  6.12 %","  1.14 %","  1.97 %","  2.92 %"," 14.71 %","  1.06 %","  2.11 %","","","  2.97 %","  4.68 %",""," 11.44 %","  4.15 %","  4.45 %","  4.95 %"," 75.00 %","","  2.60 %","  9.09 %","","","","","","","",""
"2020-07-06","   .84 %","  7.14 %","   .41 %","   .87 %"," 10.53 %","  6.08 %"," 10.39 %","  1.96 %","  4.92 %","  6.85 %","","","  2.36 %","  2.25 %","  2.58 %","  8.82 %","  4.33 %","  6.18 %","  1.29 %","  3.79 %"," 10.26 %","   .00 %","  5.52 %","","","  3.85 %","  1.22 %","","  5.13 %","  3.98 %","  4.04 %","  2.62 %"," 19.05 %","","  2.57 %","  6.02 %","","","","","","","",""
"2020-07-07","   .85 %","  5.71 %","  4.07 %","  1.73 %","  4.76 %","  4.78 %","  5.65 %","   .96 %","  3.12 %","  7.69 %","","  3.70 %","  2.45 %","  3.30 %","  3.60 %","  7.03 %","  5.07 %","  7.41 %","  4.46 %","  4.56 %"," 11.63 %","  1.05 %","  8.50 %","   .00 %","","  1.85 %","  2.01 %","   .00 %","  9.30 %","   .96 %","  4.01 %","  5.61 %"," 12.00 %","","  2.62 %","  9.17 %","","","","","","","",""
"2020-07-08","   .70 %","  6.31 %","  1.95 %","   .85 %","  5.68 %","  4.86 %","  4.83 %","   .95 %","  1.52 %"," 21.43 %"," 75.00 %","","  2.52 %","  4.26 %","  3.12 %","  5.56 %","  1.32 %","  4.93 %","  2.44 %","  4.36 %"," 22.92 %","  4.17 %","  8.43 %","","","   .45 %","  1.57 %","   .00 %","  8.30 %","  3.79 %","  4.23 %","  7.73 %","  3.57 %","","  2.52 %"," 10.80 %","","","","","","","",""
"2020-07-09","   .72 %","  6.78 %","  4.21 %","  2.11 %","  6.45 %","  5.51 %","  5.58 %","  5.66 %","  5.97 %"," 12.75 %","","   .00 %","  4.14 %","  9.18 %","  3.70 %","  9.09 %"," 10.82 %","  2.35 %","","  4.74 %"," -6.78 %","  1.00 %","  8.89 %","","","  1.36 %","  1.94 %","  4.76 %","  3.93 %","  5.02 %","  4.56 %","  4.48 %"," 27.59 %","","  2.49 %"," 10.11 %","","","","","","","",""
"2020-07-10","   .73 %","  2.38 %","  2.57 %","   .83 %","  4.71 %","  3.85 %"," 16.32 %","  1.79 %","  5.63 %","  6.96 %","","","  3.85 %"," 10.28 %","  7.47 %","  7.89 %","  6.64 %","  1.83 %","","  5.59 %","  9.09 %","   .00 %"," 13.78 %","   .00 %","","  3.12 %","  1.52 %","  4.55 %","  7.37 %","  3.48 %","  3.82 %","  9.87 %","  8.11 %","","  2.47 %","  1.64 %","","","","","","","",""
"2020-07-11","   .78 %","  3.10 %","  2.87 %","  1.64 %","  3.86 %","  6.08 %","  9.68 %","  1.75 %","  1.33 %","  2.44 %","","  3.57 %","  3.35 %","  6.78 %","  3.32 %","  9.76 %","  7.33 %","  4.50 %","  3.57 %","  4.79 %"," 11.67 %","  6.93 %","  7.62 %","","","  2.16 %","  1.87 %","  4.35 %","  7.22 %","  3.78 %","  3.70 %","  3.91 %","   .00 %","","  2.51 %","  5.48 %","","","","","","","",""
"2020-07-12","   .75 %"," 12.03 %","  3.83 %","   .81 %","  4.02 %","  3.49 %","  8.29 %","  4.31 %","  3.95 %","  7.14 %","","   .00 %","  3.36 %","  4.76 %","  1.75 %"," 15.56 %","  5.46 %","  3.02 %","   .57 %","  5.53 %"," 28.36 %","   .00 %","  4.58 %","","","  4.24 %","  1.47 %","   .00 %","  7.55 %","  1.21 %","  3.31 %","  7.89 %","  5.00 %","","  2.55 %","  4.89 %","","","","","","","",""
"2020-07-13","   .71 %"," 19.46 %","  3.02 %","  1.20 %","  3.57 %","  3.61 %","  6.66 %","  1.65 %","  3.80 %"," 11.85 %","","","  2.80 %","","  3.74 %"," 14.74 %","  6.15 %","  2.93 %","  2.86 %","  2.73 %"," 10.47 %","","  7.57 %","","","  1.22 %","  3.62 %"," 16.67 %","  5.19 %","  2.80 %","  3.67 %","  9.06 %","  2.38 %","","  2.46 %","  2.33 %","","","","","","","",""
"2020-07-14","   .72 %","  1.12 %","  3.26 %","   .40 %","  6.03 %","  6.51 %","  7.02 %","  1.63 %","  3.66 %"," 12.58 %","","   .00 %","  2.83 %","  5.30 %","  4.99 %","  6.98 %","  4.57 %","  2.85 %","  5.00 %","  4.66 %","  5.26 %","  3.70 %","  3.70 %","   .00 %","","  3.21 %","  3.15 %","  7.14 %","  3.48 %","  3.11 %","  3.59 %","  9.90 %"," 16.28 %","","  2.46 %","  3.99 %","","","","","","","",""
"2020-07-15","   .74 %","  7.78 %","  2.52 %","  1.57 %","  2.98 %","  3.06 %","  8.89 %","  3.20 %","","  7.06 %","","","  3.18 %","  7.19 %","  3.43 %"," 11.23 %","  7.00 %","  5.53 %","  4.76 %","  3.60 %"," 14.00 %","  5.36 %","  2.86 %","   .00 %","","  2.33 %","  3.05 %","   .00 %","  7.57 %","  3.40 %","  2.81 %","  9.30 %","  6.00 %","","  2.43 %","  2.74 %","","","","","","","",""
"2020-07-16","   .77 %","  3.09 %","  2.77 %","  1.55 %","  3.68 %","  6.14 %","  6.69 %","  4.65 %","  7.06 %","  8.79 %","","","  2.77 %","  4.03 %","  3.06 %","  9.15 %","  5.45 %","  4.12 %","  1.01 %","  2.66 %","  4.39 %","  2.54 %","  3.47 %","   .00 %","","  2.28 %","  2.96 %","","  6.65 %","  3.28 %","  3.07 %","  5.32 %","   .00 %","","  2.28 %","  4.27 %","","","","","","","",""
"2020-07-17","   .77 %","  1.50 %","  2.40 %","   .00 %","  2.79 %","  9.38 %","  5.52 %","  2.96 %","  1.10 %","  7.58 %","","  3.45 %","  3.20 %","  8.39 %","  3.96 %","  7.10 %","  5.43 %","  5.40 %","  1.50 %","  4.18 %","  4.20 %","   .83 %"," 10.07 %","","","  3.72 %","  4.79 %","","  7.09 %","  4.24 %","  2.63 %","  3.28 %","  9.43 %","","  2.32 %","  4.35 %","","","","","","","",""
"2020-07-18","   .83 %","  4.93 %","  2.05 %","  1.53 %","  5.19 %","  2.37 %","  4.28 %","  5.04 %","  6.52 %","  4.69 %"," 14.29 %","   .00 %","  2.71 %","  6.55 %","  2.38 %","  8.03 %","  3.68 %","  3.41 %","  3.45 %","  4.59 %","  3.23 %","  4.92 %","  5.18 %","","","  2.87 %","  4.57 %","","  6.51 %","  4.07 %","  2.93 %","  3.67 %","  3.45 %","","  2.30 %","  4.66 %","","","","","","","",""
"2020-07-19","   .88 %","  6.10 %","  2.01 %","  1.50 %","  4.93 %","  3.21 %","  3.99 %","  1.37 %","  1.02 %","  8.52 %","","","  2.83 %","  1.12 %","  2.33 %","  2.79 %","  2.84 %","  6.27 %","  2.38 %","  4.02 %","  7.03 %","  2.34 %","  3.19 %","","   .00 %","  5.57 %","  4.08 %","","  5.25 %","  3.26 %","  3.03 %","  3.54 %","","","  2.28 %","  3.28 %","","","","   .00 %","","","   .00 %",""
"2020-07-20","   .79 %","  5.75 %","  1.69 %","  1.85 %","  2.91 %","  3.80 %","  4.61 %","  6.08 %","  1.01 %","  4.96 %",""," 10.00 %","  1.83 %","  8.84 %","  5.00 %","  3.44 %","  2.99 %","  4.97 %","  5.12 %","  4.57 %","  6.57 %","  5.34 %","  2.81 %","","","  4.95 %","  4.76 %","  3.33 %","  5.70 %","  1.89 %","  2.93 %","  4.56 %"," 26.67 %","","  2.20 %","  3.85 %","","","","","","","",""
"2020-07-21","   .81 %","  2.93 %","  2.21 %","   .36 %","  5.43 %","  2.66 %","  3.98 %","  5.10 %",""," 15.35 %"," 12.50 %","  3.03 %","  2.79 %","  9.14 %","  4.33 %","  2.10 %","  3.12 %","  2.66 %","  2.65 %","  3.03 %","  4.11 %"," 13.77 %","  4.64 %","","","  5.35 %","  5.35 %","  6.45 %","  5.59 %","  1.55 %","  2.99 %","  4.58 %","  5.26 %","","  2.07 %","  2.84 %","","","","","","","",""
"2020-07-22","   .79 %","  6.50 %","  1.89 %","  1.45 %","  3.92 %","  4.38 %","  3.83 %","  5.45 %","  7.00 %","  9.22 %","","","  2.71 %","  9.77 %","  3.11 %","  5.14 %","  3.03 %","  6.05 %","  7.76 %","  3.92 %","  5.26 %","  8.92 %","  4.18 %","","","  2.09 %","  4.82 %","","  5.02 %","  2.44 %","  2.49 %","  4.17 %","  6.25 %","","  2.16 %","  1.70 %","","","","","","","",""
"2020-07-23","   .84 %","  1.15 %","  2.39 %","  1.07 %","  2.78 %","  4.19 %","  3.79 %","  4.02 %","  4.67 %","  9.69 %","","   .00 %","  2.64 %","  4.66 %","  6.84 %","  7.00 %","  2.73 %","  6.52 %","  2.80 %","  3.61 %","  2.50 %"," 23.39 %","  4.51 %","","","  3.51 %","  5.57 %","  3.03 %","  5.13 %","  1.19 %","  2.43 %","  6.20 %","  5.88 %","","  2.17 %","  1.88 %","","","","","","","",""
"2020-07-24","   .70 %","  9.81 %","  2.59 %","  2.47 %","  5.02 %","  4.47 %","  3.65 %","  4.42 %","  1.79 %","  5.13 %","   .00 %","  5.88 %","  2.16 %","  7.69 %","  2.26 %","  4.26 %","  1.64 %","  5.61 %","   .78 %","  3.33 %","  3.66 %","  4.27 %","  4.56 %","   .00 %","","  2.26 %","  4.59 %","  2.94 %","  4.88 %","  2.65 %","  2.86 %","  4.71 %"," 11.11 %","","  2.38 %","  3.69 %","","","","","","","",""
"2020-07-25","   .71 %","  1.03 %","  2.53 %","  1.03 %","  6.25 %","  3.57 %","  3.70 %","  1.59 %","  1.75 %","  6.78 %","","  8.33 %","  2.36 %","  8.65 %","  4.24 %","  5.40 %","  2.21 %","  4.59 %","  3.86 %","  3.67 %","  5.88 %","  5.45 %","  2.75 %","","","  4.97 %","  4.61 %","  8.57 %","  5.12 %","  2.87 %","  2.49 %","  5.22 %","  6.00 %","","  2.38 %","  3.75 %","","","","","","","",""
"2020-07-26","   .64 %"," 13.27 %","  2.71 %","  1.02 %","  6.06 %","  2.62 %","  2.70 %","  2.60 %"," 18.97 %","  7.61 %"," 66.67 %"," 10.26 %","  1.51 %","  6.23 %","  2.47 %","  2.77 %","  1.77 %","  4.62 %","  1.12 %","  2.55 %","  5.56 %"," 11.21 %","  4.02 %","","","  4.74 %","  4.61 %","  5.26 %","  5.40 %","  3.90 %","  2.63 %","  4.10 %","  8.49 %","","  2.27 %","  2.86 %","","","","","","","",""
"2020-07-27","   .72 %","  6.61 %","  2.88 %","  1.35 %","  3.10 %","  3.22 %","  2.80 %","  1.52 %","   .00 %","  6.37 %","","  4.65 %","  2.66 %","  5.21 %","  2.59 %","  3.50 %","  3.09 %","  2.65 %","  4.04 %","  2.34 %","  5.79 %","  2.33 %","  3.43 %","  8.14 %","","  3.02 %","  5.41 %","  7.50 %","  5.26 %","  2.68 %","  2.21 %","  4.93 %","  5.22 %","","  2.32 %","  3.52 %","","","","","","","",""
"2020-07-28","   .60 %","  7.32 %","  2.56 %","   .67 %","  5.38 %","  2.47 %","  3.13 %","  4.00 %","   .00 %","  8.43 %","   .00 %","   .00 %","  3.35 %","  4.64 %","  4.37 %","  2.08 %","  2.44 %","  2.15 %","  7.07 %","  2.43 %","  4.48 %","  6.06 %","  4.36 %","","","  4.63 %","  3.42 %","  9.30 %","  5.34 %","  2.09 %","  2.46 %","  5.01 %","  4.96 %","","  2.15 %","  3.22 %","","","","","","","",""
"2020-07-29","   .58 %","  6.30 %","  2.27 %","   .33 %","  1.50 %","  4.19 %","  2.80 %","  3.85 %","  1.45 %","  6.75 %","  6.67 %","  2.22 %","  3.69 %","  2.37 %","  3.06 %","  3.95 %","  1.83 %","  2.74 %","  3.96 %","  4.74 %"," 13.33 %","  6.43 %","  3.38 %"," 10.75 %","","  2.33 %","  3.31 %"," 29.79 %","  5.13 %","  3.58 %","  2.38 %","  4.62 %","  7.87 %","","  2.19 %","  3.29 %","","","","","","","",""
"2020-07-30","   .60 %","  5.93 %","  2.44 %","   .99 %","  4.14 %","  4.26 %","  3.58 %","  6.02 %","  9.29 %","  5.94 %"," 12.50 %","  2.17 %","  2.63 %","  2.31 %","  6.25 %","  4.17 %","  2.70 %","  2.46 %","  5.08 %","  2.26 %","  5.04 %","  5.37 %","  2.88 %","","","  5.24 %","  3.91 %","  3.28 %","  5.25 %","  3.70 %","  2.17 %","  4.84 %","   .73 %","","  2.17 %","  3.69 %","","","","","","","",""
"2020-07-31","   .67 %","  6.06 %","  2.39 %","   .65 %","  1.99 %","  2.45 %","  3.53 %","  1.75 %","   .00 %","  2.53 %","","   .00 %","  2.77 %","  4.52 %","  6.18 %","  2.36 %","  2.45 %","  4.00 %","  3.63 %","  4.91 %"," 11.60 %","  2.87 %","  2.99 %","  4.85 %","","  4.55 %","  2.23 %"," 14.29 %","  4.58 %","  2.62 %","  2.22 %","  4.89 %","  1.45 %","","  2.08 %","  4.21 %","","","","","","","",""
"2020-08-01","   .55 %","  2.42 %","  2.54 %","   .97 %","  2.37 %","  1.82 %","  3.19 %","  5.58 %","  4.58 %","  5.29 %"," 11.11 %","  8.51 %","  1.96 %"," 10.00 %","  5.82 %","  4.83 %","  3.42 %","  3.85 %","  3.21 %","  5.39 %","  5.73 %","  5.88 %","  2.00 %","  2.78 %","","  1.86 %","  2.35 %"," 13.89 %","  4.82 %","  2.78 %","  2.00 %","  3.76 %","   .00 %","","  2.06 %","  2.64 %","","","","","","","",""
"2020-08-02","   .58 %","  3.65 %","  3.31 %","   .32 %","   .41 %","  1.79 %","  5.06 %","  6.10 %","  8.12 %","  2.85 %",""," 25.49 %","  1.92 %","  3.44 %","  6.81 %","  4.39 %","  2.81 %","  2.96 %","   .28 %","  4.78 %","  2.71 %","  2.92 %","  3.38 %","  1.80 %","","  5.49 %","  1.47 %","  8.54 %","  4.97 %","  1.81 %","  1.78 %","  1.25 %","  2.86 %","","  2.04 %","  3.03 %","","","","","","","",""
"2020-08-03","   .56 %","  3.93 %","  2.20 %","   .00 %","  1.36 %","  1.98 %","  3.14 %","  6.13 %","","  4.72 %"," 15.00 %","  7.81 %","  1.62 %","  1.43 %","  4.17 %","  2.21 %","  3.22 %","  3.06 %","  1.97 %","  2.76 %","  4.62 %","  2.27 %","  2.07 %","  5.31 %","","  4.24 %","   .65 %","  4.49 %","  4.28 %","  3.33 %","  1.90 %","  1.60 %","  1.39 %","","  2.04 %","   .44 %","","","","","","","",""
"2020-08-04","   .57 %","  3.59 %","  1.76 %","  1.60 %","   .80 %","  1.73 %","  3.57 %","  5.78 %","  1.16 %","  3.58 %","  4.35 %","  2.90 %","  1.79 %","  3.75 %","  2.59 %","  3.81 %","  1.71 %","  4.01 %","  3.31 %","  1.55 %","  2.21 %","  5.56 %","  2.19 %","","","  4.07 %","  1.60 %","  3.23 %","  4.25 %","  2.79 %","  1.77 %","  1.21 %","  2.74 %","","  2.14 %","  1.46 %","","","","","","","",""
"2020-08-05","   .59 %","  5.77 %","  2.31 %","   .95 %","  1.72 %","  2.23 %","  2.94 %","  4.78 %","  1.14 %","  2.70 %","  8.33 %","  1.41 %","  1.69 %","  2.03 %","  5.28 %","  2.48 %","  2.14 %","  4.53 %","  2.41 %","  2.44 %","  7.41 %","  2.11 %","  1.82 %","","","  3.20 %","  1.58 %"," 17.71 %","  3.71 %","  2.30 %","  1.68 %","  2.64 %","  5.33 %","","  2.30 %","  1.01 %","","","","","","","",""
"2020-08-06","   .55 %","  3.64 %","  1.13 %","   .31 %","   .26 %","  1.97 %","  2.68 %","  3.91 %","   .56 %","  1.61 %","  3.85 %","  1.39 %","  1.97 %","  3.32 %","  3.05 %","  4.26 %","  3.15 %","  4.33 %","  2.87 %","  3.37 %","  4.02 %","  1.55 %","  1.46 %","","","  3.44 %","  1.09 %","   .88 %","  4.02 %","  2.86 %","  1.66 %","  2.10 %","  1.27 %","","  2.30 %","  2.28 %","","","","","","","",""
"2020-08-07","   .56 %","  3.68 %","  2.60 %","  1.25 %","   .78 %","  1.32 %","  2.19 %","  2.82 %","  1.12 %","  3.02 %","   .00 %","  1.37 %","  1.63 %","  4.93 %","  5.50 %","  4.27 %","  2.03 %","  3.69 %","  3.05 %","  4.13 %","  3.31 %","  3.05 %","  2.72 %","  4.20 %","","  1.83 %","  1.08 %","  7.89 %","  3.87 %","  2.38 %","  1.59 %","  1.95 %","   .62 %","","  2.10 %","  2.51 %","","","","","","","",""
"2020-08-08","   .57 %","  5.58 %","  1.63 %","   .92 %","   .65 %","  1.10 %","  2.72 %","  2.74 %","  4.44 %","  3.77 %","  3.70 %","  5.41 %","  1.79 %","  5.31 %","  5.41 %","  2.85 %","  1.42 %","  3.26 %","  2.22 %","  2.76 %","  5.35 %","  2.71 %","  1.09 %","","","  5.07 %","  2.89 %","  4.07 %","  3.85 %","  1.55 %","  1.53 %","  2.36 %","  1.24 %","","  2.11 %","  2.31 %","","","","","","","",""
"2020-08-09","   .55 %","  5.61 %","   .89 %","   .61 %","  1.15 %","  2.78 %","  1.98 %","  2.97 %","   .53 %","  2.42 %","  7.14 %","  6.41 %","  1.58 %","  6.20 %","  5.99 %","  2.34 %","  1.54 %","  3.59 %","  2.17 %","   .99 %","  2.28 %","  2.40 %","   .46 %","   .00 %","","  7.31 %","  1.62 %","  5.47 %","  3.78 %","  1.91 %","  1.48 %","  1.97 %","  4.29 %","","  2.01 %","  2.79 %","","","","","","","",""
"2020-08-10","   .52 %","  6.37 %","   .35 %","   .30 %","  1.01 %","  1.93 %","  2.66 %","   .86 %","  1.06 %","  1.84 %","","  6.02 %","  1.50 %","  5.29 %","  2.78 %","  1.52 %","  2.07 %","  4.44 %","  2.12 %","  1.69 %","  6.20 %","  2.58 %","  1.38 %","","","  2.61 %","  1.89 %"," 18.52 %","  3.68 %","  1.50 %","  1.55 %","  2.15 %","   .59 %","","  1.94 %","  2.33 %","","","","","","","",""
"2020-08-11","   .53 %","  4.28 %","  1.76 %","   .91 %","   .75 %","  3.79 %","  2.96 %","  2.57 %","  2.09 %","  2.84 %","","  7.95 %","  1.70 %","  4.85 %","  3.84 %","  1.58 %","  2.30 %","  3.05 %","  2.31 %","  2.53 %","  6.31 %","  2.05 %","  1.51 %","","","  4.94 %","  2.00 %","  2.50 %","  3.22 %","  1.48 %","  1.53 %","  1.58 %","  2.34 %","","  1.95 %","  2.78 %","","","","","","","",""
"2020-08-12","   .56 %","  4.79 %","  2.25 %","  1.20 %","  1.00 %","  2.28 %","  2.41 %","  1.67 %","  1.03 %","  2.63 %","","  1.05 %","  1.67 %","  4.46 %","  3.19 %","  1.56 %","  2.12 %","  3.48 %","   .45 %","  2.73 %","  4.62 %","  2.46 %","  1.93 %","","","  4.58 %","  1.40 %","  1.83 %","  3.41 %","  2.00 %","  1.73 %","  2.80 %","  3.43 %","","  2.07 %","  2.21 %","","","","","","","",""
"2020-08-13","   .59 %","  4.31 %","  1.52 %","  1.18 %","  1.36 %","   .89 %","  2.04 %","  1.64 %","  4.06 %","  3.06 %","","  6.25 %","  1.81 %","  4.59 %","  3.18 %","  1.37 %","  1.56 %","  2.74 %","  3.60 %","  1.66 %","  5.25 %","  1.09 %","  2.04 %","  4.03 %","","  2.96 %","  1.52 %","","  3.29 %","  1.78 %","  1.57 %","  1.71 %","","","  1.84 %","  1.68 %","","",""," ##.## %","",""," 16.67 %",""
"2020-08-14","   .56 %","  3.63 %","  2.00 %","   .88 %","  1.82 %","  2.04 %","  1.20 %","  1.62 %","  2.93 %","  2.73 %","","  2.94 %","  2.05 %","  3.63 %","  4.42 %","  3.11 %","   .89 %","  2.67 %","   .87 %","  1.96 %","  4.19 %","  1.51 %","  1.43 %","","","  5.00 %","  1.77 %","  2.40 %","  3.32 %","  1.40 %","  1.43 %","  1.29 %","  2.76 %","","  1.78 %","  1.07 %","","","","","","","",""
"2020-08-15","   .56 %","  3.62 %","  1.31 %","  1.16 %","  1.31 %","  2.08 %","  1.68 %","  1.86 %","  2.37 %","  1.96 %","","  4.76 %","  1.53 %","  2.92 %","  4.23 %","  2.08 %","  1.90 %","  3.42 %","   .43 %","  1.28 %","  7.47 %","   .43 %","  1.55 %","  3.10 %","","  5.12 %","  2.14 %","  5.85 %","  3.09 %","   .86 %","  1.42 %","  1.57 %","  2.15 %","","  1.75 %","   .82 %","","","","","","","",""
"2020-08-16","   .57 %","  2.91 %","  1.45 %","   .86 %","  2.24 %","  2.55 %","  1.85 %","  2.08 %","  2.78 %","  2.94 %",""," 14.55 %","  1.51 %","  2.27 %","  4.21 %","  2.57 %","  1.61 %","  3.54 %","  1.93 %","  1.74 %","  2.32 %","  1.69 %","  1.94 %","  4.51 %","","  5.10 %","  1.18 %","  5.52 %","  3.12 %","  1.71 %","  1.37 %","   .48 %","  1.58 %","","  1.73 %","   .70 %","","","","","","","",""
"2020-08-17","   .54 %","  3.17 %","  1.43 %","  1.14 %","  1.04 %","  1.33 %","  1.39 %","  1.02 %","  1.35 %","  1.32 %","","  7.14 %","  1.64 %","  2.64 %","  3.06 %","  1.55 %","  1.34 %","  2.65 %","  1.68 %","  1.32 %","  3.83 %","  1.88 %","  1.63 %","  2.88 %","","  3.12 %","  2.71 %","  4.19 %","  2.81 %","   .84 %","  1.44 %","  1.15 %","  2.59 %","","  1.72 %","   .58 %","","","","","","","",""
"2020-08-18","   .57 %","  1.65 %","  1.25 %","   .84 %","  2.97 %","  2.13 %","  2.03 %","   .76 %","  2.67 %","  3.04 %","  3.33 %","  3.70 %","  1.36 %","  2.03 %","  3.92 %","  1.53 %","   .84 %","  1.83 %","  3.10 %","  1.38 %","  7.72 %","  1.43 %","  1.34 %","  5.59 %","","  4.08 %","  1.26 %","  4.52 %","  2.91 %","  1.00 %","  1.47 %","   .95 %","  1.52 %","","  1.72 %","  1.15 %","","","","","","","",""
"2020-08-19","   .56 %","  2.92 %","  2.01 %","  1.11 %","  2.11 %","  1.76 %","  2.77 %","  2.76 %","   .43 %","  2.95 %","","  2.14 %","  1.34 %","  1.72 %","  4.22 %","  1.43 %","   .72 %","  3.16 %","  1.00 %","  1.51 %","  5.30 %","  1.81 %","  1.46 %","   .66 %","","  4.42 %","  2.24 %","  4.81 %","  2.77 %","  1.16 %","  1.37 %","   .56 %","  2.99 %","","  1.75 %","  1.47 %","","","","","","","",""
"2020-08-20","   .58 %","  2.62 %","  1.21 %","  1.10 %","  1.95 %","  1.57 %","  2.47 %","  1.71 %","  3.88 %","  3.28 %","","  2.80 %","  1.23 %","  1.43 %","  4.55 %","  1.90 %","  1.07 %","  3.58 %","  1.59 %","  1.64 %","  3.85 %","  1.98 %","  1.69 %","  6.58 %","","  4.04 %","  1.82 %","  5.96 %","  2.75 %","  1.63 %","  1.34 %","   .56 %","  1.93 %","","  1.77 %","  1.01 %","","","","","","","",""
"2020-08-21","   .60 %","  2.97 %","  2.10 %","   .82 %","  2.45 %","  2.40 %","  1.18 %","  1.92 %","  2.07 %","  2.78 %"," 25.81 %","  4.08 %","  1.65 %","  2.18 %","  4.59 %","  2.21 %","  1.18 %","  3.75 %","  1.56 %","  1.98 %","  2.85 %","  2.14 %","  1.15 %","   .00 %","","  4.07 %","  1.79 %","  3.46 %","  2.65 %","  1.45 %","  1.40 %","   .28 %","  4.27 %","","  1.77 %","   .44 %","","","","","","","",""
"2020-08-22","   .60 %","  6.65 %","  2.35 %","   .81 %","  1.66 %","  2.42 %","  2.52 %","  1.65 %","  1.22 %","  1.35 %","  5.13 %","  6.54 %","  1.29 %","  2.26 %","  4.56 %","  2.17 %","  1.05 %","  2.28 %","  1.54 %","  1.87 %","  2.22 %","  1.71 %","   .89 %","   .00 %","","  3.20 %","  1.52 %","  4.18 %","  2.64 %","  1.11 %","  1.31 %","   .83 %","  4.09 %","","  1.76 %","   .66 %","","","","","","","",""
