"date","Louisiana/Acadia","Louisiana/Allen","Louisiana/Ascension","Louisiana/Assumption","Louisiana/Avoyelles","Louisiana/Beauregard","Louisiana/Bienville","Louisiana/Bossier","Louisiana/Caddo","Louisiana/Calcasieu","Louisiana/Caldwell","Louisiana/Cameron","Louisiana/Catahoula","Louisiana/Claiborne","Louisiana/Concordia","Louisiana/De Soto","Louisiana/East Baton Rouge","Louisiana/East Carroll","Louisiana/East Feliciana","Louisiana/Evangeline","Louisiana/Franklin","Louisiana/Grant","Louisiana/Iberia","Louisiana/Iberville","Louisiana/Jackson","Louisiana/Jefferson","Louisiana/Jefferson Davis","Louisiana/LaSalle","Louisiana/Lafayette","Louisiana/Lafourche","Louisiana/Lincoln","Louisiana/Livingston","Louisiana/Madison","Louisiana/Morehouse","Louisiana/Natchitoches","Louisiana/Orleans","Louisiana/Ouachita","Louisiana/Out of LA","Louisiana/Plaquemines","Louisiana/Pointe Coupee","Louisiana/Rapides","Louisiana/Red River","Louisiana/Richland","Louisiana/Sabine","Louisiana/St. Bernard","Louisiana/St. Charles","Louisiana/St. Helena","Louisiana/St. James","Louisiana/St. John the Baptist","Louisiana/St. Landry","Louisiana/St. Martin","Louisiana/St. Mary","Louisiana/St. Tammany","Louisiana/Tangipahoa","Louisiana/Tensas","Louisiana/Terrebonne","Louisiana/Unassigned","Louisiana/Union","Louisiana/Vermilion","Louisiana/Vernon","Louisiana/Washington","Louisiana/Webster","Louisiana/West Baton Rouge","Louisiana/West Carroll","Louisiana/West Feliciana","Louisiana/Winn"
"2020-06-18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-19","14","-20","-1","42","7","8","13","115","-102","7","7","14","-13","20","-17","36","-139","16","32","20","-27","15","-42","44","13","35","27","-4","8","-15","10","65","2","-4","-5","-11","-8","","6","-6","61","2","-23","0","18","18","25","18","13","60","42","10","-33","-4","2","0","-455","-63","22","6","10","-20","26","-12","-13","9"
"2020-06-20","7","1","28","3","4","8","2","11","50","45","1","0","1","0","1","2","114","48","5","3","2","0","6","2","3","105","14","0","54","7","4","31","19","0","2","43","46","","3","4","22","0","4","-3","0","3","1","2","2","9","26","5","37","34","0","13","5","3","9","1","9","5","1","2","0","1"
"2020-06-21","8","2","8","0","0","3","2","11","24","12","1","1","0","1","0","3","42","24","0","0","2","0","4","1","0","34","5","0","32","5","1","14","9","4","0","27","33","","2","0","8","0","0","1","3","1","0","1","5","3","5","6","14","8","0","9","0","0","0","2","2","5","2","2","0","1"
"2020-06-22","15","2","11","3","2","1","0","3","15","33","2","1","1","0","1","2","24","7","3","2","5","0","13","1","2","60","32","0","44","17","0","7","3","2","0","18","20","","0","2","3","0","2","0","0","2","0","0","2","19","12","9","26","3","0","9","0","3","9","1","4","2","0","1","0","0"
"2020-06-23","36","28","36","4","32","6","9","29","33","50","2","7","1","2","3","2","116","18","2","14","22","2","49","8","3","147","7","1","134","7","7","61","0","25","1","35","42","","5","1","35","0","2","5","0","6","2","4","2","33","55","12","53","40","0","9","-5","13","33","12","11","29","0","-1","15","4"
"2020-06-24","21","1","26","0","16","3","1","23","42","39","3","1","0","1","0","4","123","24","3","1","4","3","4","3","8","115","3","1","80","22","9","17","2","3","4","39","44","","1","1","50","0","3","0","0","2","0","0","2","13","5","5","35","21","0","8","5","4","3","2","11","9","5","4","0","0"
"2020-06-25","19","0","24","0","23","5","0","31","101","51","0","0","3","1","0","3","87","4","9","6","1","0","35","12","1","71","33","0","69","8","4","26","2","2","16","28","59","","3","3","15","0","5","1","1","14","0","2","6","10","20","5","35","34","0","10","2","3","10","5","8","7","4","0","0","1"
"2020-06-26","38","17","21","4","17","11","1","29","65","77","1","2","3","4","1","2","109","40","3","22","7","1","40","3","3","95","33","2","139","7","6","20","7","9","18","43","74","","4","2","30","2","8","9","3","13","1","5","3","38","32","11","45","30","0","47","1","7","35","11","10","23","0","3","0","7"
"2020-06-27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-28","29","10","31","5","14","7","9","45","50","67","0","2","28","0","1","7","130","2","10","5","9","0","26","7","3","173","12","1","110","26","12","32","16","9","49","79","68","","5","3","45","4","7","1","2","10","0","4","13","27","23","17","77","25","0","57","0","7","9","4","22","11","5","1","1","3"
"2020-06-29","38","3","11","8","1","2","0","11","49","52","1","0","2","2","3","5","71","5","1","4","4","1","37","3","3","61","11","5","86","22","2","14","5","1","0","36","64","","3","3","1","0","8","0","4","5","1","2","8","14","24","14","39","22","0","23","0","5","9","5","16","7","4","3","0","1"
"2020-06-30","28","17","14","1","10","8","7","39","49","43","0","6","0","4","1","7","89","8","-2","15","-1","1","24","9","-1","86","10","1","100","30","9","43","4","-2","0","55","61","","1","8","37","0","5","5","6","18","7","16","10","7","27","12","-19","9","2","19","-9","5","13","22","15","9","6","6","4","0"
"2020-07-01","41","6","42","5","22","13","0","31","109","429","1","7","0","0","0","1","227","5","3","9","4","2","51","8","2","148","21","0","201","28","6","80","6","4","15","68","82","","9","11","42","2","7","7","4","19","2","8","6","27","15","20","63","49","0","38","1","11","14","15","13","5","6","10","0","2"
"2020-07-02","26","6","33","7","34","14","3","41","102","123","0","1","2","2","2","8","181","0","2","1","4","4","44","13","3","75","29","2","113","24","9","42","9","3","2","41","63","","2","8","19","0","7","1","8","2","4","2","6","19","23","25","69","41","0","26","2","4","8","6","9","3","14","4","0","3"
"2020-07-03","23","5","32","9","3","3","3","24","78","148","1","2","2","3","4","4","153","-1","6","14","8","3","52","8","3","162","20","2","173","47","6","77","12","6","22","71","54","","1","10","56","0","2","4","12","9","0","13","18","44","29","36","69","68","0","53","2","4","24","5","5","5","12","3","1","1"
"2020-07-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-07-05","48","23","53","8","8","16","0","36","108","153","6","2","1","3","1","8","190","1","2","12","18","1","58","12","2","150","42","3","155","36","6","54","10","2","8","76","76","","5","15","25","2","7","4","5","7","0","14","11","47","45","26","106","51","0","81","1","2","29","15","15","3","19","8","0","6"
"2020-07-06","26","10","27","2","4","12","1","23","34","136","0","-1","3","0","0","2","104","2","0","6","0","0","76","2","0","73","21","0","117","20","3","25","0","1","3","36","27","","2","7","11","0","4","1","4","6","1","6","4","34","22","24","42","28","1","49","0","2","33","8","6","3","1","3","0","4"
"2020-07-07","26","14","54","7","12","10","10","69","95","119","1","28","6","5","8","19","253","-1","19","13","1","9","17","5","-1","175","25","5","83","35","1","86","0","3","4","63","36","","8","12","70","1","2","21","9","14","9","3","9","53","51","16","81","83","1","32","25","2","22","30","28","11","16","3","5","5"
"2020-07-08","26","19","29","9","16","5","4","43","111","293","4","4","2","2","2","4","105","3","9","14","6","1","55","20","1","180","14","2","127","47","12","38","8","2","6","81","64","","3","6","64","1","25","10","9","12","1","5","13","37","18","16","106","65","2","63","-33","5","44","6","11","11","10","3","0","7"
"2020-07-09","72","23","39","5","29","17","6","35","109","96","1","4","4","5","6","14","132","2","5","21","19","11","107","7","0","92","28","4","166","36","17","39","5","9","22","57","55","","3","15","47","3","7","27","10","6","2","14","12","57","24","32","64","53","0","43","0","11","42","14","13","31","6","3","2","3"
"2020-07-10","66","22","52","6","13","28","4","42","158","178","3","4","1","4","6","14","279","2","8","24","11","7","24","30","9","268","25","1","200","57","18","80","5","8","14","132","139","","4","13","39","3","8","24","11","20","1","7","14","79","24","40","96","60","2","120","2","8","26","10","34","23","14","5","3","10"
"2020-07-11","65","12","32","5","15","31","3","35","63","86","5","0","3","3","7","1","242","1","3","16","16","2","47","4","4","183","23","4","214","52","31","60","4","9","25","122","91","","8","29","69","6","15","13","13","12","3","2","13","57","36","37","97","72","0","53","2","3","39","16","12","15","15","3","4","4"
"2020-07-12","42","23","33","9","7","11","4","20","47","66","2","3","1","2","4","8","111","2","1","10","4","4","44","11","1","105","9","1","127","36","6","44","13","1","2","67","41","","4","6","23","2","11","16","4","5","1","3","5","48","22","21","68","20","0","73","0","2","10","14","15","7","7","7","0","3"
"2020-07-13","44","13","25","6","7","6","1","41","90","109","0","0","0","1","3","3","200","0","7","2","10","5","65","13","1","156","18","4","154","45","4","37","8","8","3","80","55","","5","16","18","11","7","10","15","11","1","10","16","31","29","39","88","20","3","73","3","2","26","11","13","7","14","0","0","2"
"2020-07-14","70","17","33","2","23","8","6","55","109","199","-4","15","2","4","-1","15","121","7","-1","25","7","3","71","13","7","194","16","0","228","65","18","80","5","3","27","101","39","","7","20","40","5","4","16","17","21","23","11","1","39","60","42","85","106","0","16","-7","5","41","13","19","12","23","-3","14","3"
"2020-07-15","57","17","55","3","37","10","3","33","84","270","3","2","1","2","6","12","185","0","13","13","5","6","64","14","4","164","40","5","136","44","8","40","7","6","10","100","82","","5","17","45","2","8","6","16","10","0","9","8","45","19","58","53","61","2","74","2","5","46","18","12","10","12","0","1","4"
"2020-07-16","64","40","45","4","16","29","3","29","75","159","2","2","2","3","8","7","224","13","9","31","15","3","52","16","5","222","25","5","168","74","5","36","6","8","11","106","92","","5","20","55","14","30","19","20","16","2","9","9","65","20","58","79","61","1","77","1","3","34","3","21","12","12","9","2","9"
"2020-07-17","36","19","71","6","23","27","6","42","117","164","4","0","1","2","2","6","214","6","6","11","15","5","26","9","12","194","16","5","124","47","9","75","14","11","12","108","87","","6","17","42","6","16","13","18","40","9","17","10","37","27","31","95","75","0","62","1","4","28","24","15","25","16","9","1","3"
"2020-07-18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-07-19","86","55","70","4","31","30","13","90","167","203","9","4","1","4","9","17","322","1","7","27","18","4","57","14","12","224","32","4","204","86","23","96","10","16","17","105","94","","3","32","77","11","24","30","24","43","8","10","18","92","34","50","130","83","2","108","1","4","47","40","23","27","12","7","4","6"
"2020-07-20","148","99","80","3","36","22","20","38","76","250","19","2","13","5","14","11","212","1","11","53","6","19","64","11","42","232","48","19","153","117","53","98","8","4","8","114","74","","3","21","93","2","10","75","14","20","5","8","20","90","44","66","91","147","3","53","3","7","46","43","58","46","12","7","6","10"
"2020-07-21","76","26","46","10","44","4","0","53","52","97","-3","20","-2","8","12","17","122","-1","-4","26","7","6","44","12","2","151","24","2","124","50","-2","53","11","6","2","72","26","0","0","19","58","-1","5","9","9","36","29","1","12","25","33","31","69","17","0","12","-2","5","68","16","8","8","5","1","18","7"
"2020-07-22","91","24","55","1","42","32","10","46","161","164","8","2","2","8","4","15","219","-3","16","42","8","5","98","31","5","175","20","9","214","45","12","54","2","13","55","135","109","0","13","16","63","6","22","29","35","20","2","14","16","103","46","52","95","72","2","37","3","8","69","33","25","39","6","5","6","5"
"2020-07-23","73","70","55","14","13","43","6","41","103","253","0","3","2","0","8","6","250","2","9","17","20","4","39","23","5","133","14","5","119","54","3","69","9","8","14","63","67","0","5","13","46","5","29","9","17","51","4","4","12","82","20","26","68","88","1","81","0","6","22","42","13","12","12","2","1","8"
"2020-07-24","27","70","43","7","27","19","6","34","112","132","2","0","1","3","5","12","224","1","14","29","12","21","17","12","2","183","7","4","61","43","39","46","7","5","24","103","71","0","5","12","47","21","9","6","18","35","3","19","41","37","5","23","114","68","1","78","1","8","27","24","13","12","22","5","1","4"
"2020-07-25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-07-26","62","69","74","9","46","33","1","79","183","332","10","7","5","11","13","19","243","6","16","31","38","23","134","27","6","320","37","9","250","82","29","86","8","16","14","146","186","0","11","43","102","5","25","31","48","55","7","26","41","106","41","49","149","85","1","121","0","10","85","43","34","23","21","7","4","7"
"2020-07-27","42","7","86","16","15","24","0","39","93","167","0","0","0","0","4","11","349","0","10","2","10","12","54","21","2","232","7","5","119","74","2","82","3","9","2","113","42","0","3","23","56","2","5","6","19","32","10","9","6","47","30","25","90","118","4","66","0","4","61","12","30","2","28","1","0","0"
"2020-07-28","14","8","22","6","9","13","0","32","64","83","3","0","0","1","1","8","170","1","12","11","2","11","23","6","1","100","4","0","56","11","1","32","1","5","6","60","25","0","1","18","43","0","2","5","5","15","1","8","6","54","13","10","34","21","2","27","0","4","16","12","5","2","9","0","1","5"
"2020-07-29","37","20","26","6","16","17","5","52","124","101","4","1","3","7","3","11","190","2","4","15","14","5","31","13","4","92","10","11","79","42","20","51","6","19","40","49","77","0","35","12","31","2","8","23","9","22","5","5","19","53","11","20","78","39","0","55","0","10","26","20","5","19","11","8","1","1"
"2020-07-30","33","8","61","10","28","19","3","39","74","103","1","0","3","6","8","22","231","0","2","19","14","6","15","17","2","154","10","5","73","22","10","58","3","2","6","84","58","0","2","7","84","0","13","9","8","22","4","7","9","20","8","14","81","46","0","52","0","12","20","23","18","9","16","8","0","7"
"2020-07-31","32","7","14","6","12","46","0","37","137","365","4","6","0","2","11","10","114","1","4","13","26","4","34","17","2","129","10","6","59","48","23","40","15","6","8","51","68","0","1","23","44","8","13","12","3","20","4","13","9","28","7","25","53","36","2","40","0","23","20","9","15","11","4","5","1","3"
"2020-08-01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-08-02","49","81","151","15","32","30","5","57","117","162","7","3","7","6","17","22","479","8","28","21","41","10","58","38","8","298","10","17","195","56","21","99","13","13","25","129","102","0","5","20","92","10","25","16","27","27","8","21","14","101","33","53","138","100","7","88","1","23","101","21","27","12","42","11","2","12"
"2020-08-03","23","39","34","3","12","16","0","7","38","87","3","0","8","-1","9","7","94","0","4","12","13","2","29","14","2","80","9","6","73","17","4","20","2","2","4","42","35","0","0","13","31","0","6","1","9","8","0","4","7","43","18","11","49","22","2","19","0","4","53","20","6","3","6","1","2","12"
"2020-08-04","110","54","38","2","30","8","1","74","25","67","2","0","3","6","9","13","181","9","10","73","11","2","161","18","2","262","11","6","857","67","13","38","19","18","25","61","83","0","3","8","58","3","7","50","21","22","1","18","19","304","61","59","76","64","3","66","207","23","89","28","12","14","14","13","2","1"
"2020-08-05","23","9","44","4","6","3","5","83","192","47","1","0","6","10","2","21","146","1","10","12","10","4","4","14","5","119","9","11","64","28","11","36","11","6","21","39","52","0","2","15","29","17","9","20","9","22","4","7","12","26","10","7","55","68","0","33","-1","6","26","1","9","15","3","3","4","2"
"2020-08-06","19","13","43","8","15","14","3","20","50","54","4","0","3","4","2","9","146","3","8","18","15","4","24","7","2","88","13","9","80","35","10","46","5","12","10","47","65","0","2","7","39","2","17","6","14","5","2","7","13","27","19","16","54","41","0","42","-5","17","20","6","15","6","11","2","1","9"
"2020-08-07","15","13","30","8","19","5","2","16","44","57","5","0","4","10","3","5","210","4","17","26","21","6","14","28","0","101","9","15","44","40","12","45","8","15","14","64","78","0","19","11","29","1","9","11","10","18","5","12","4","48","7","16","93","65","2","45","1","6","16","9","12","7","12","10","12","3"
"2020-08-08","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-08-09","28","31","73","7","49","14","17","22","58","63","6","1","13","23","24","12","241","1","20","34","38","8","82","18","8","176","19","22","160","41","31","79","4","35","12","98","83","0","7","11","67","26","15","23","12","32","6","23","21","96","95","54","143","80","18","49","40","31","53","20","18","25","19","6","2","10"
"2020-08-10","3","2","19","4","0","2","1","6","20","0","3","1","2","3","7","5","57","1","4","0","4","0","7","13","0","71","4","0","15","39","8","14","0","2","1","33","26","0","2","3","14","-1","1","2","6","10","3","3","6","8","3","14","37","21","1","22","1","2","2","2","16","1","2","1","1","2"
"2020-08-11","33","6","40","3","26","2","4","35","51","47","3","1","1","5","3","16","133","1","12","13","2","1","22","9","2","102","5","3","80","24","1","37","5","5","17","37","27","0","1","16","23","7","2","11","4","8","8","3","4","43","20","20","57","42","2","15","1","3","27","2","12","4","5","2","7","1"
"2020-08-12","18","37","11","7","11","26","1","16","32","62","4","1","4","4","10","2","100","-1","6","24","14","23","14","3","5","57","13","16","70","32","9","17","7","0","18","46","44","0","1","6","53","6","11","6","7","8","2","1","7","46","23","11","41","30","0","23","-19","9","46","17","5","5","7","2","38","24"
"2020-08-13","21","11","29","2","21","5","1","38","80","36","2","1","5","4","5","11","110","0","3","14","10","5","13","5","3","88","10","0","53","21","4","35","3","6","7","48","60","0","3","2","30","2","9","7","5","15","2","7","7","17","3","16","65","49","0","20","4","12","32","9","14","13","11","4","4","3"
"2020-08-14","11","35","46","6","10","10","2","17","36","53","4","1","7","2","4","9","129","0","7","12","16","15","14","12","11","106","15","15","70","33","20","44","3","7","7","40","40","0","4","20","37","24","11","11","1","11","1","4","7","25","24","8","51","45","3","45","-2","5","25","8","8","23","9","5","2","14"
"2020-08-15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-08-16","12","11","48","7","5","6","5","19","49","31","8","1","7","7","11","10","108","4","7","9","13","7","14","11","5","86","7","10","31","36","18","29","9","5","2","53","77","0","3","6","25","15","6","17","10","16","8","3","7","29","-1","11","72","46","22","36","-3","15","10","4","15","10","2","0","7","12"
"2020-08-17","5","4","20","3","6","2","4","7","13","1","3","0","2","4","9","5","51","1","11","-1","3","2","11","-2","1","26","2","1","29","29","-1","19","6","-1","18","35","17","0","6","6","0","-1","1","6","5","3","6","4","3","13","7","8","48","46","1","16","1","2","11","4","11","0","1","-1","2","13"
"2020-08-18","7","4","24","1","8","10","1","17","31","48","0","0","2","4","2","3","67","0","10","2","2","2","5","13","0","50","4","0","29","16","1","27","2","0","8","12","26","0","1","2","27","6","1","-2","6","4","0","0","5","17","5","4","26","42","0","15","4","2","2","10","0","6","4","6","6","3"
"2020-08-19","4","3","10","6","15","13","1","11","32","61","0","0","6","1","6","4","76","1","11","10","6","2","4","2","1","40","9","2","33","14","10","24","0","5","2","25","33","0","2","9","23","1","6","5","5","10","4","1","5","25","8","5","32","28","2","12","8","6","16","19","8","5","5","1","40","4"
"2020-08-20","19","1","22","3","6","11","0","9","48","40","4","0","0","3","2","12","115","1","16","14","13","6","8","15","2","59","5","4","36","17","0","27","2","2","4","40","39","0","1","7","75","2","4","-2","8","0","3","1","9","18","6","9","59","42","2","19","0","6","8","9","15","9","0","2","1","0"
"2020-08-21","4","12","35","2","18","8","0","12","52","41","14","0","9","9","7","3","93","0","34","3","7","5","4","0","3","42","13","7","29","12","0","39","0","3","17","30","49","0","-1","6","45","-1","4","3","9","9","2","2","0","8","18","8","43","31","3","27","-7","4","7","17","14","8","5","2","11","6"
"2020-08-22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-08-23","8","7","43","3","15","10","2","29","44","42","1","0","8","7","9","0","124","2","13","9","18","3","13","7","7","125","5","15","45","28","14","30","5","7","15","57","64","0","8","14","40","2","7","2","22","12","2","2","3","24","9","9","55","35","3","30","9","11","16","20","19","9","16","3","1","6"
"2020-08-24","5","0","8","0","7","3","0","8","24","7","7","1","5","4","9","1","62","0","141","2","0","5","9","5","5","40","4","1","20","10","4","13","0","0","5","23","17","0","0","6","21","0","3","1","5","7","2","2","3","1","3","6","26","25","0","18","-3","5","5","9","13","2","0","1","1","6"
