"date","Michigan/Alcona","Michigan/Alger","Michigan/Allegan","Michigan/Alpena","Michigan/Antrim","Michigan/Arenac","Michigan/Baraga","Michigan/Barry","Michigan/Bay","Michigan/Benzie","Michigan/Berrien","Michigan/Branch","Michigan/Calhoun","Michigan/Cass","Michigan/Charlevoix","Michigan/Cheboygan","Michigan/Chippewa","Michigan/Clare","Michigan/Clinton","Michigan/Crawford","Michigan/Delta","Michigan/Dickinson","Michigan/Eaton","Michigan/Emmet","Michigan/Federal Correctional Institution (FCI)","Michigan/Genesee","Michigan/Gladwin","Michigan/Gogebic","Michigan/Grand Traverse","Michigan/Gratiot","Michigan/Hillsdale","Michigan/Houghton","Michigan/Huron","Michigan/Ingham","Michigan/Ionia","Michigan/Iosco","Michigan/Iron","Michigan/Isabella","Michigan/Jackson","Michigan/Kalamazoo","Michigan/Kalkaska","Michigan/Kent","Michigan/Keweenaw","Michigan/Lake","Michigan/Lapeer","Michigan/Leelanau","Michigan/Lenawee","Michigan/Livingston","Michigan/Luce","Michigan/Mackinac","Michigan/Macomb","Michigan/Manistee","Michigan/Marquette","Michigan/Mason","Michigan/Mecosta","Michigan/Menominee","Michigan/Michigan Department of Corrections (MDOC)","Michigan/Midland","Michigan/Missaukee","Michigan/Monroe","Michigan/Montcalm","Michigan/Montmorency","Michigan/Muskegon","Michigan/Newaygo","Michigan/Oakland","Michigan/Oceana","Michigan/Ogemaw","Michigan/Ontonagon","Michigan/Osceola","Michigan/Oscoda","Michigan/Otsego","Michigan/Ottawa","Michigan/Out of MI","Michigan/Presque Isle","Michigan/Roscommon","Michigan/Saginaw","Michigan/Sanilac","Michigan/Schoolcraft","Michigan/Shiawassee","Michigan/St. Clair","Michigan/St. Joseph","Michigan/Tuscola","Michigan/Unassigned","Michigan/Van Buren","Michigan/Washtenaw","Michigan/Wayne","Michigan/Wexford"
"2020-03-22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","","0","0","5","0"
"2020-03-23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","8","0"
"2020-03-24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","3","13","0"
"2020-03-25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","7","0","0","0","0","0","","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","3","21","0"
"2020-03-26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","11","0","0","0","1","0","","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","3","26","0"
"2020-03-27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","4","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","14","0","0","0","1","0","","0","0","0","0","0","2","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","0","3","37","0"
"2020-03-28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","17","0","0","0","1","0","","0","1","0","0","0","2","0","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","46","0"
"2020-03-29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","5","0","1","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","2","0","0","20","0","0","0","1","0","","0","1","0","0","0","2","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","56","0"
"2020-03-30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","7","0","1","0","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","2","0","0","27","0","0","0","1","0","","0","1","0","0","0","2","0","48","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","6","83","0"
"2020-03-31","","","0","","0","0","","0","0","","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","7","0","1","0","0","1","0","0","0","0","0","","1","1","1","1","1","","","0","0","0","2","","","38","0","0","","1","","","0","1","0","0","","2","0","70","0","0","","0","0","0","0","0","","0","0","0","0","0","0","0","2","0","0","7","120","0"
"2020-04-01","","","0","","0","0","","0","0","","1","0","0","1","0","0","0","0","0","0","0","0","0","1","","8","0","1","0","0","1","0","0","1","0","0","","1","2","1","1","2","","","0","0","0","2","","0","51","0","0","","1","","","0","1","0","0","","2","0","99","0","0","","0","0","0","0","1","","0","0","1","0","0","0","0","2","0","0","8","146","0"
"2020-04-02","","","0","","0","0","","0","0","","1","0","0","1","0","0","0","0","1","0","0","0","1","1","","10","0","1","2","0","1","0","0","1","0","0","","1","2","1","1","2","","","0","0","0","2","","0","58","0","0","","1","","","0","1","0","0","","2","0","119","0","0","","0","0","0","0","1","","0","0","1","0","0","0","0","2","0","1","8","194","0"
"2020-04-03","","","0","","0","0","","0","0","","1","0","1","1","0","0","0","0","1","0","0","1","2","2","","11","0","1","2","0","2","0","0","1","0","0","","2","3","1","1","2","","","0","0","0","2","0","0","65","0","0","","1","","","0","1","0","0","","2","0","136","0","0","","0","0","0","0","1","0","0","0","1","","0","0","0","2","1","1","8","223","0"
"2020-04-04","","","0","","0","0","","0","0","","1","0","1","1","1","0","0","0","1","0","0","1","2","2","","15","0","1","3","0","2","0","0","1","0","1","","2","3","3","1","2","","","0","0","0","2","0","0","78","0","1","","1","","","0","1","0","0","","2","0","142","0","0","","0","0","1","0","1","","0","0","1","","0","2","0","2","1","1","8","252","0"
"2020-04-05","","","0","","0","0","","0","0","0","1","1","1","1","0","1","0","0","1","0","0","1","2","2","","18","0","1","3","0","3","0","0","2","0","1","","2","3","3","2","3","","","0","0","0","2","0","0","83","0","1","","1","","","0","1","0","0","","4","0","163","0","0","0","0","0","1","0","1","0","0","0","1","0","0","2","0","2","1","1","8","293","0"
"2020-04-06","","","0","","0","0","","0","0","0","1","1","1","1","0","1","0","0","1","0","0","1","2","2","","26","0","1","3","0","3","0","0","1","0","1","","2","4","3","2","5","","","0","0","0","2","0","0","100","0","2","","1","","","0","1","0","0","","4","0","185","0","0","0","0","0","2","0","1","0","0","2","2","0","0","3","0","2","1","1","10","346","0"
"2020-04-07","","","0","","0","0","","0","0","0","2","1","1","1","0","1","0","0","1","1","0","1","2","2","","33","0","1","3","0","4","0","0","1","1","1","","2","4","4","2","6","","","3","0","0","2","0","0","121","0","2","0","1","","","0","1","0","1","","4","0","205","0","0","0","0","0","2","0","1","0","0","3","2","0","0","3","0","2","3","1","11","402","0"
"2020-04-08","","","0","","0","0","","0","0","0","2","1","1","1","0","1","0","0","1","1","0","1","3","2","","39","0","1","3","0","4","0","0","2","1","1","","2","4","6","2","8","","","5","0","0","2","0","0","141","0","2","0","1","","","1","1","0","1","","4","0","234","1","0","0","0","0","2","0","1","0","0","6","2","0","0","3","0","2","3","1","13","446","0"
"2020-04-09","","","0","","0","0","","0","0","0","2","1","1","1","0","1","0","0","1","1","1","1","3","2","","48","0","1","3","0","6","0","0","3","1","1","","2","4","6","2","9","","","5","0","0","2","0","0","165","0","2","0","1","","","1","1","1","1","","4","0","246","1","0","0","0","0","2","1","1","0","0","7","2","0","0","4","0","3","5","1","15","504","0"
"2020-04-10","","","0","","0","0","","0","0","0","2","2","1","1","0","1","1","1","3","1","1","1","4","2","","57","0","1","3","0","6","0","0","3","2","1","","2","4","7","2","13","","","6","0","0","3","0","0","197","0","2","0","1","0","","1","1","4","1","","4","0","282","1","0","0","0","0","2","1","1","0","0","9","2","0","0","4","0","5","2","1","15","609","0"
"2020-04-11","","","0","0","0","0","","0","0","0","3","2","1","1","0","1","0","1","3","1","1","2","4","2","","62","0","1","3","0","6","0","0","3","2","1","","3","4","7","2","13","","0","6","0","0","3","0","0","209","0","2","0","1","0","","1","1","5","1","","4","0","316","1","0","0","0","0","2","2","1","0","0","9","2","0","0","4","0","6","7","1","18","652","1"
