"date","New York/Albany","New York/Allegany","New York/Bronx","New York/Broome","New York/Cattaraugus","New York/Cayuga","New York/Chautauqua","New York/Chemung","New York/Chenango","New York/Clinton","New York/Columbia","New York/Cortland","New York/Delaware","New York/Dutchess","New York/Erie","New York/Essex","New York/Franklin","New York/Fulton","New York/Genesee","New York/Greene","New York/Hamilton","New York/Herkimer","New York/Jefferson","New York/Kings","New York/Lewis","New York/Livingston","New York/Madison","New York/Monroe","New York/Montgomery","New York/Nassau","New York/New York City","New York/Niagara","New York/Oneida","New York/Onondaga","New York/Ontario","New York/Orange","New York/Orleans","New York/Oswego","New York/Otsego","New York/Putnam","New York/Queens","New York/Rensselaer","New York/Richmond","New York/Rockland","New York/Saratoga","New York/Schenectady","New York/Schoharie","New York/Schuyler","New York/Seneca","New York/St. Lawrence","New York/Steuben","New York/Suffolk","New York/Sullivan","New York/Tioga","New York/Tompkins","New York/Ulster","New York/Unassigned","New York/Warren","New York/Washington","New York/Wayne","New York/Westchester","New York/Wyoming","New York/Yates"
"2020-04-11","20","0","","5","1","1","0","1","1","0","3","0","0","146","8","2","0","3","2","3","0","1","1","","0","1","0","25","0","1072","5924","11","9","0","5","315","0","1","2","7","","0","","355","5","3","0","0","1","0","0","1","22","1","1","59","0","1","5","1","652","1","0"
"2020-04-12","32","0","","9","9","3","1","0","2","0","0","4","0","94","65","0","1","0","3","7","0","0","2","","0","4","3","31","0","969","4900","27","14","38","1","180","1","5","0","13","","0","","244","9","5","0","0","0","6","30","613","18","4","5","66","0","2","3","0","584","0","0"
"2020-04-13","21","0","","7","0","0","0","0","2","1","6","0","3","43","90","0","0","0","1","1","0","1","0","","0","0","5","25","0","805","3555","0","11","26","0","571","1","0","0","0","","11","","244","5","5","0","3","0","1","0","709","22","0","0","61","0","2","3","0","473","0","2"
"2020-04-14","36","2","","13","4","2","0","4","3","1","0","1","3","53","69","0","1","1","5","21","0","1","1","","1","0","0","27","3","892","3702","22","23","17","4","232","5","0","1","127","","27","","370","23","31","8","0","2","3","0","1048","35","1","0","0","0","29","3","6","405","1","2"
"2020-04-15","13","0","","7","0","3","1","5","3","0","7","1","1","114","82","0","0","2","0","7","0","1","0","","0","0","0","34","0","1465","7837","13","17","26","1","0","2","0","0","0","","0","","139","3","2","0","0","0","0","4","832","9","1","5","29","0","0","2","0","756","10","0"
"2020-04-16","33","0","","14","0","0","0","1","2","1","0","1","1","37","139","0","0","1","2","1","0","3","1","","1","0","0","48","0","1057","4844","0","3","16","3","436","1","2","0","0","","0","","278","4","8","0","0","0","1","3","1289","13","2","0","100","0","4","4","1","881","0","1"
"2020-04-17","38","1","","11","2","0","1","1","3","1","1","1","1","57","72","3","0","2","5","3","0","3","2","","0","0","7","43","1","767","4206","-2","12","19","2","248","0","1","0","98","","10","","235","5","50","0","0","0","3","0","223","68","3","1","35","0","10","2","0","648","2","1"
"2020-04-18","29","1","","8","0","0","0","1","1","1","4","0","1","59","0","1","0","0","4","5","0","1","0","","0","3","0","33","1","641","8220","7","7","0","2","0","7","0","3","0","","14","","184","8","0","0","0","0","2","27","1108","19","2","0","0","0","3","4","0","703","0","1"
"2020-04-19","34","0","","6","0","0","0","1","1","1","2","0","0","39","169","2","0","0","30","3","0","2","4","","0","2","0","24","1","833","3128","12","7","39","1","0","5","2","1","46","","22","","193","7","0","0","0","0","7","0","745","13","3","0","80","0","2","11","1","624","0","0"
"2020-04-20","5","0","","7","0","0","0","0","0","2","4","0","0","44","0","2","0","0","2","1","0","0","0","","1","0","0","22","0","664","2535","9","4","9","1","0","0","5","1","0","","0","","93","3","0","0","0","0","5","14","1239","23","2","0","37","0","5","2","0","503","0","1"
"2020-04-21","17","0","","6","1","0","0","2","1","5","9","0","13","47","92","1","0","0","2","1","0","1","0","","0","0","0","16","2","402","2955","5","5","0","1","515","7","0","0","29","","0","","111","18","41","0","0","0","10","0","574","32","0","4","21","0","1","3","1","350","0","0"
"2020-04-22","33","0","","14","2","0","11","0","0","0","0","0","0","60","0","1","0","1","1","0","0","3","0","","0","0","4","42","1","476","3107","8","17","21","1","123","3","0","0","24","","16","","131","5","16","0","0","0","3","19","153","0","2","0","0","0","6","5","1","620","0","1"
"2020-04-23","21","0","","5","0","1","-10","1","3","-4","3","0","-12","69","166","0","0","0","4","2","0","1","2","","0","2","-15","40","1","569","-1442","27","16","-67","0","-336","3","-3","1","-216","","-11","","129","-12","-64","1","-1","0","16","-43","713","-12","1","-4","-76","0","11","7","1","683","-3","0"
"2020-04-24","47","1","","8","2","2","1","3","2","1","6","0","1","57","153","0","0","1","1","1","0","2","2","","0","3","0","47","0","641","4618","37","6","39","0","339","1","2","0","4","","7","","263","13","9","0","0","0","5","0","1039","48","0","2","34","0","3","3","0","674","2","0"
"2020-04-25","94","4","","19","6","8","0","24","7","1","11","3","7","143","170","2","1","32","14","17","0","0","1","","0","14","15","86","7","1033","4640","12","41","25","9","818","15","6","10","266","","23","","1000","42","134","12","0","18","12","33","762","61","31","5","190","0","10","30","12","598","14","5"
"2020-04-26","49","0","","6","0","0","2","3","2","3","3","0","0","69","181","0","0","1","3","3","0","1","1","","0","2","2","31","1","724","3145","24","20","28","2","133","5","4","0","19","","21","","165","10","18","2","0","2","11","3","691","35","0","0","24","0","3","14","0","433","2","1"
"2020-04-27","31","0","","4","0","1","1","2","2","2","3","0","0","64","67","0","0","0","4","1","0","1","0","","0","2","1","15","0","343","2231","10","13","34","2","132","0","0","2","21","","4","","110","6","8","0","0","0","2","2","411","24","0","0","29","0","12","3","4","343","4","0"
"2020-04-28","30","0","","5","0","0","0","5","0","0","8","0","1","24","68","2","0","4","1","1","0","0","0","","0","3","2","40","2","220","1849","8","14","16","4","136","0","2","3","7","","4","","87","7","12","3","0","0","1","1","254","21","11","0","11","0","3","1","1","238","0","0"
"2020-04-29","58","0","","7","2","0","1","6","1","0","11","0","1","64","107","1","1","1","3","2","0","0","0","","0","2","0","33","2","420","2503","15","11","40","0","114","5","0","1","14","","12","","133","3","10","1","0","0","0","4","541","42","2","1","22","0","2","3","0","381","2","0"
"2020-04-30","98","0","","11","0","0","2","3","2","0","5","0","1","73","123","1","0","4","1","17","0","0","1","","0","2","5","37","2","349","2637","19","17","50","0","162","4","0","1","24","","25","","122","8","22","3","0","1","3","2","399","27","4","1","27","0","24","14","1","344","2","1"
"2020-05-01","39","0","","15","2","3","2","1","1","2","32","0","0","48","162","0","0","4","1","8","0","2","0","","0","4","8","37","1","307","2212","20","12","28","1","101","3","1","0","20","","11","","104","4","13","1","0","2","3","0","373","42","2","0","19","0","6","22","0","262","1","0"
"2020-05-02","34","0","","6","1","0","0","1","0","1","3","0","0","47","117","0","0","4","1","3","0","1","1","","0","3","10","56","0","358","2664","17","23","43","1","159","1","2","0","13","","13","","133","3","7","0","0","1","0","1","441","51","0","0","29","0","3","14","2","394","1","0"
"2020-05-03","20","0","","22","3","0","1","1","0","4","4","0","0","37","112","1","0","3","0","9","0","1","0","","0","7","2","32","2","261","1977","17","15","49","3","57","4","0","0","10","","11","","80","2","6","2","0","3","1","1","377","20","0","1","14","0","3","2","2","258","0","1"
"2020-05-04","29","0","","7","0","0","1","1","1","2","4","0","1","45","92","0","1","2","4","3","0","1","1","","0","2","66","29","0","185","1320","19","61","19","1","48","0","1","0","13","","15","","70","4","8","0","0","0","1","1","222","25","0","0","13","0","4","2","1","213","0","0"
"2020-05-05","7","0","","4","0","0","0","0","0","1","16","0","0","20","89","1","0","13","0","12","0","4","0","","0","1","6","28","5","187","1223","15","24","31","1","129","2","1","0","5","","2","","49","1","2","0","0","1","0","2","198","8","2","0","3","0","0","0","2","143","1","0"
"2020-05-06","27","0","","7","1","0","1","2","2","0","62","0","0","41","117","0","0","3","3","22","2","1","0","","0","3","8","32","2","198","1477","41","5","54","2","71","4","2","0","9","","8","","60","3","14","0","0","0","2","2","268","12","4","0","26","0","1","1","0","186","0","0"
"2020-05-07","27","0","","15","5","1","2","1","3","0","11","1","1","41","128","0","0","1","6","10","0","6","1","","1","6","15","33","0","243","1865","39","30","59","2","113","5","0","0","26","","20","","76","3","0","0","0","0","1","1","349","25","1","1","33","0","0","1","0","282","1","0"
"2020-05-08","36","0","","4","0","0","0","1","0","5","2","0","0","44","119","1","1","2","1","1","0","2","2","","0","5","3","47","1","219","1567","17","11","54","3","74","13","2","0","8","","13","","69","14","7","0","0","0","6","1","331","18","2","1","13","0","6","11","1","197","2","1"
"2020-05-09","32","0","","8","1","1","0","1","4","2","0","0","0","42","82","0","0","1","1","5","0","1","1","","1","1","1","40","2","216","1506","22","18","49","0","84","1","3","0","6","","27","","51","11","13","1","0","2","0","1","238","32","5","1","11","0","3","3","0","182","2","0"
"2020-05-10","16","1","","1","0","5","1","0","0","0","8","0","1","40","116","1","0","3","2","2","0","2","1","","0","1","1","46","1","189","1128","16","22","47","2","57","4","0","0","9","","2","","51","3","0","0","0","1","0","1","241","22","1","0","10","0","5","2","1","207","2","1"
"2020-05-11","24","2","","5","1","2","0","0","2","0","2","0","1","19","30","0","0","2","1","0","0","2","0","","0","0","0","29","0","120","940","12","9","22","1","41","4","0","0","9","","2","","33","1","4","0","0","0","3","1","209","16","2","0","4","0","10","4","1","90","0","0"
"2020-05-12","23","4","","1","0","0","1","0","1","1","0","1","0","21","47","0","0","26","1","0","0","0","0","","0","0","0","40","0","97","766","16","7","21","0","48","3","1","0","0","","5","","20","4","6","0","1","0","1","1","151","10","0","0","11","0","4","0","2","88","0","0"
"2020-05-13","15","2","","3","0","0","1","1","0","1","4","1","1","30","76","0","0","5","0","0","0","3","0","","0","1","2","69","1","153","1127","19","10","87","2","61","9","0","0","10","","4","","39","3","6","1","0","0","1","1","243","16","1","4","16","0","2","4","1","139","0","1"
"2020-05-14","15","0","","1","3","0","1","0","0","3","9","2","1","45","65","0","0","4","1","1","0","2","1","","1","3","2","60","1","156","1295","20","12","28","20","78","3","2","0","7","","3","","53","5","10","0","0","0","0","0","239","33","0","0","14","0","4","1","5","181","0","0"
"2020-05-15","29","0","","7","0","1","1","1","1","4","6","0","0","24","111","0","0","1","0","2","0","1","2","","0","0","1","72","3","121","1812","33","15","17","4","54","2","2","0","6","","5","","41","6","6","0","0","0","0","1","175","21","2","0","16","0","1","2","2","151","0","0"
"2020-05-16","34","0","","23","1","2","3","1","2","6","5","1","1","29","85","0","1","3","3","2","0","4","0","","1","1","2","101","3","169","1243","27","38","29","6","54","16","3","0","6","","10","","51","2","10","0","0","1","0","2","223","28","2","2","26","0","0","1","1","154","1","0"
"2020-05-17","7","0","","1","0","0","0","0","2","1","2","0","1","16","87","1","0","23","2","1","0","0","0","","3","3","0","66","0","103","993","22","9","32","7","64","4","1","0","9","","1","","70","5","7","0","1","1","0","1","175","14","1","1","15","0","4","1","4","127","0","1"
"2020-05-18","31","0","","9","2","2","1","0","1","2","6","1","0","9","39","0","0","11","0","1","0","1","0","","1","0","0","45","0","89","637","26","12","19","2","22","0","0","0","5","","5","","19","6","9","1","1","0","0","1","107","15","0","2","5","0","2","0","1","99","1","2"
"2020-05-19","45","0","","6","2","3","0","0","0","0","4","1","0","158","44","1","0","0","2","1","0","0","0","","1","1","2","73","0","70","591","27","13","145","4","23","1","5","0","18","","0","","21","2","2","0","0","0","0","1","103","12","0","1","8","0","1","1","1","79","0","1"
"2020-05-20","27","0","","7","1","0","1","0","0","0","0","0","0","14","94","0","0","2","2","1","0","1","0","","0","0","32","89","0","73","729","13","17","53","18","55","3","1","0","9","","9","","33","2","2","0","0","1","3","1","84","9","1","3","6","0","0","1","5","115","0","8"
"2020-05-21","18","0","","15","1","4","8","0","0","0","5","0","2","21","139","2","1","2","4","0","0","0","0","","0","3","2","65","2","119","1125","22","15","53","6","49","3","2","0","7","","3","","46","2","5","1","0","0","0","1","142","14","3","0","13","0","6","1","0","156","0","0"
"2020-05-22","56","0","","17","3","1","5","1","0","0","1","1","1","22","127","0","0","3","1","0","0","2","1","","1","0","3","71","0","121","809","17","11","57","4","50","1","4","0","12","","4","","28","8","7","0","1","2","0","2","119","6","1","2","11","0","5","2","1","94","0","0"
"2020-05-23","14","0","","17","4","3","9","1","0","1","3","1","2","26","155","0","1","4","2","2","0","5","0","","0","0","4","60","0","118","782","30","36","76","2","55","21","3","1","13","","3","","29","4","3","0","0","0","1","0","130","10","3","2","11","0","3","1","3","114","1","3"
"2020-05-24","12","0","","16","0","1","3","0","0","0","6","1","3","14","74","0","0","1","0","3","0","1","0","","0","0","0","36","2","111","857","14","14","49","2","28","6","1","1","8","","0","","29","4","10","0","0","1","1","0","162","13","1","2","11","0","1","1","1","87","1","0"
"2020-05-25","9","0","","18","3","0","0","0","1","0","7","0","0","18","74","0","0","2","1","5","0","2","0","","0","1","2","36","0","70","608","14","27","28","1","19","3","4","0","6","","2","","33","5","6","0","0","0","0","0","126","14","0","3","15","0","1","2","1","81","1","0"
"2020-05-26","2","0","","3","0","1","2","0","4","0","1","0","0","9","53","0","0","0","1","0","0","0","0","","1","3","0","29","1","67","570","10","12","31","10","33","3","0","0","8","","1","","23","2","4","0","0","0","0","0","109","14","0","0","6","0","0","0","1","58","0","0"
"2020-05-27","3","1","","6","1","2","1","0","2","0","7","0","1","13","57","0","0","2","2","6","0","2","0","","0","0","7","29","2","60","667","7","12","21","3","15","2","1","0","5","","0","","28","2","5","0","0","0","3","1","59","2","2","1","7","0","1","0","0","79","0","2"
"2020-05-28","18","0","","17","3","4","3","0","1","0","0","0","0","20","76","0","0","2","2","5","0","1","0","","0","0","0","33","0","106","1083","12","30","21","3","33","2","2","1","9","","3","","29","3","3","0","0","1","1","0","101","11","2","1","13","0","1","3","2","107","0","0"
"2020-05-29","20","0","","12","1","5","1","1","4","0","2","0","1","20","49","0","1","6","2","1","0","1","2","","0","0","0","36","2","86","948","24","29","38","4","36","4","1","1","5","","9","","24","5","4","0","0","1","1","0","86","13","0","1","5","0","1","1","1","56","0","0"
"2020-05-30","9","0","","4","1","1","1","0","2","0","1","2","0","12","79","0","1","1","1","1","0","0","0","","0","0","1","49","5","81","752","12","18","41","1","28","12","0","0","7","","8","","28","4","6","1","0","1","0","0","87","11","2","4","15","0","1","3","0","80","2","0"
"2020-05-31","17","0","","5","1","1","1","0","1","0","4","0","0","10","56","1","0","1","2","0","0","1","0","","0","1","5","33","2","89","552","17","21","37","1","17","1","1","1","4","","5","","23","3","3","0","0","0","2","0","111","12","2","3","7","0","0","0","2","52","2","0"
"2020-06-01","22","3","","8","1","1","1","0","0","1","2","0","2","15","53","0","1","2","0","1","0","1","0","","0","0","0","22","0","83","461","9","9","27","1","16","7","1","0","5","","1","","34","3","4","0","0","1","1","0","62","2","0","0","6","0","0","0","1","71","0","0"
"2020-06-02","18","0","","4","0","1","1","0","0","1","2","0","1","12","50","1","0","2","0","2","0","2","0","","0","0","1","25","2","93","613","2","13","31","1","27","5","0","1","5","","1","","38","1","3","1","1","0","0","1","275","3","1","0","5","0","0","2","0","81","0","0"
"2020-06-03","20","1","","11","1","3","3","0","0","0","8","0","0","15","61","0","0","1","0","0","0","2","0","","0","1","2","59","1","72","495","19","9","28","6","11","5","2","0","2","","2","","36","5","5","0","0","1","1","1","82","1","2","1","5","0","1","1","4","58","1","0"
"2020-06-04","10","0","","4","1","0","6","0","0","0","1","0","0","11","74","0","0","2","3","0","0","0","0","","0","0","0","33","2","69","534","18","11","39","3","11","1","0","0","4","","0","","21","4","0","0","0","0","1","2","91","12","0","0","3","0","0","0","1","76","0","0"
"2020-06-05","11","2","","12","1","2","2","0","0","0","11","0","2","22","51","0","0","4","0","1","0","2","1","","0","1","4","36","0","84","534","14","8","34","1","13","0","0","0","2","","2","","17","3","5","0","0","1","0","1","86","4","1","2","7","0","0","2","1","87","1","0"
"2020-06-06","12","0","","8","0","2","2","0","0","0","1","0","1","11","70","0","0","3","1","4","0","7","0","","0","0","2","50","2","56","571","10","50","46","1","24","7","2","1","4","","2","","18","5","4","3","0","0","2","5","39","2","0","4","3","0","1","0","1","70","1","0"
"2020-06-07","8","0","","7","2","1","2","0","1","0","2","0","0","5","57","0","0","2","2","0","0","1","2","","0","0","2","23","2","51","458","3","16","17","1","6","1","1","0","3","","3","","10","1","1","0","0","0","0","0","51","4","0","0","4","0","0","0","1","30","0","0"
"2020-06-08","17","0","","4","1","0","0","0","1","0","0","1","0","6","45","1","0","3","0","1","0","1","1","","0","0","0","13","0","43","384","4","27","16","0","9","1","0","1","2","","1","","15","2","1","0","0","0","0","0","48","2","0","0","3","0","0","0","1","46","1","0"
"2020-06-09","5","0","","3","0","1","2","1","0","0","0","0","1","10","64","1","0","1","2","1","0","1","1","","0","0","4","40","0","33","340","9","15","19","1","10","1","0","0","1","","2","","13","7","3","0","0","0","0","1","49","1","0","0","3","0","0","0","1","35","1","0"
"2020-06-10","3","1","","3","1","0","2","0","2","0","6","0","1","6","21","0","0","0","1","1","0","0","0","","0","0","0","12","0","35","425","4","18","6","0","8","2","0","2","2","","2","","19","0","1","0","0","0","0","1","38","7","1","0","2","0","0","0","0","41","0","0"
"2020-06-11","10","1","","11","2","0","1","0","0","1","4","0","1","5","43","0","0","2","1","0","0","0","0","","0","0","2","38","1","45","399","7","13","21","7","9","1","4","1","0","","1","","13","2","1","0","0","1","3","1","48","1","0","0","3","0","0","1","1","30","0","0"
"2020-06-12","11","0","","3","3","1","0","0","1","0","4","0","0","8","58","0","1","1","0","0","0","2","1","","0","0","0","27","2","54","437","7","21","20","1","8","0","1","0","0","","2","","11","1","4","0","0","1","2","0","47","2","2","1","5","0","0","1","2","69","0","0"
"2020-06-13","9","1","","3","0","0","0","0","0","0","3","0","0","14","36","0","1","1","0","1","0","1","1","","0","1","0","20","0","58","539","11","16","24","0","5","1","2","2","3","","1","","15","0","2","0","0","0","0","1","56","2","0","1","5","0","0","0","2","78","0","0"
"2020-06-14","4","0","","4","3","3","1","0","0","0","5","0","0","7","32","0","0","2","0","1","1","0","0","","0","1","1","30","1","32","385","12","20","21","3","8","6","0","0","3","","2","","12","1","2","0","0","0","1","0","44","0","2","0","2","0","0","1","2","37","1","1"
"2020-06-15","2","1","","4","2","0","0","0","0","0","3","0","0","12","32","0","0","1","1","0","0","0","0","","0","0","1","10","0","36","381","3","7","12","0","2","1","4","0","3","","1","","18","2","7","0","0","1","0","1","33","2","0","0","0","0","0","0","0","37","0","0"
"2020-06-16","4","0","","1","1","0","1","0","1","1","3","0","0","7","35","0","0","1","0","1","0","0","0","","0","0","1","22","0","50","332","2","21","14","1","7","0","13","1","1","","0","","19","5","3","0","0","0","0","1","46","1","1","0","1","0","0","0","1","31","1","0"
"2020-06-17","3","0","","1","2","0","0","0","0","0","0","0","1","2","30","0","0","0","3","0","0","0","1","","1","0","2","16","0","30","350","6","6","13","0","19","2","0","1","2","","1","","7","1","2","1","0","0","0","0","32","0","0","0","2","0","0","0","3","27","0","0"
"2020-06-18","5","2","","0","0","0","2","0","0","0","1","2","0","11","38","0","1","0","1","0","0","0","0","","0","0","3","21","1","29","319","6","25","57","1","5","1","5","0","1","","0","","7","3","1","0","0","0","0","0","40","1","0","0","2","0","1","0","2","24","0","0"
"2020-06-19","15","1","","6","0","1","2","1","0","0","3","0","0","22","35","0","1","1","1","2","0","3","0","","0","0","1","22","1","38","410","2","25","19","4","16","3","23","0","4","","4","","12","2","8","0","0","0","0","0","54","0","0","0","3","0","3","0","2","46","0","0"
"2020-06-20","4","0","","2","4","1","3","0","0","1","5","0","1","17","25","1","0","6","4","1","0","3","1","","1","0","1","26","0","56","391","3","21","10","0","18","1","2","0","2","","2","","9","3","3","1","0","0","1","4","44","1","0","1","1","0","0","1","2","31","0","1"
"2020-06-21","1","0","","3","2","0","1","0","0","0","0","0","0","11","24","0","0","0","0","1","0","2","1","","1","0","2","11","0","36","385","4","15","22","1","10","1","4","0","0","","3","","9","2","5","1","0","0","0","0","64","2","0","1","4","0","0","0","0","35","0","0"
"2020-06-22","6","0","","2","0","0","0","0","1","0","1","0","0","7","31","0","0","1","3","0","0","1","0","","0","1","2","14","2","34","295","1","23","9","2","6","0","0","1","4","","4","","10","2","7","0","0","0","1","2","38","1","0","0","2","0","1","0","0","36","0","1"
"2020-06-23","2","0","","1","3","0","0","0","1","0","2","0","1","5","38","0","1","0","4","0","0","0","0","","1","1","0","28","1","31","315","2","5","27","0","12","1","6","0","0","","5","","15","3","9","0","0","0","0","0","46","2","1","0","1","0","0","0","2","24","0","1"
"2020-06-24","3","0","","0","2","1","2","0","1","0","0","0","0","8","35","0","0","0","1","0","0","5","0","","0","0","0","27","1","41","292","4","24","32","4","3","0","9","0","1","","1","","5","0","2","0","0","0","0","0","45","7","0","0","3","0","0","0","5","16","0","1"
"2020-06-25","11","0","","9","1","0","3","0","2","1","1","0","0","18","30","0","0","0","1","1","0","1","1","","1","1","2","35","1","61","351","4","34","17","2","10","2","3","0","5","","7","","15","2","6","0","0","2","0","1","50","1","0","0","5","0","1","1","4","45","0","0"
"2020-06-26","8","0","","17","2","0","1","0","1","0","5","0","0","3","43","0","0","4","1","0","0","6","0","","1","0","2","39","2","38","371","10","41","31","4","19","0","1","0","6","","8","","8","0","3","0","0","3","1","0","57","1","0","0","3","0","0","0","5","58","1","1"
"2020-06-27","7","0","","4","0","2","1","0","1","0","1","0","0","12","25","1","1","1","5","3","0","5","0","","0","0","0","35","3","41","364","10","27","9","2","12","1","2","1","2","","1","","9","6","5","0","0","0","0","0","45","2","1","0","5","0","0","0","2","48","1","0"
