"date","Virginia/Accomack","Virginia/Albemarle","Virginia/Alexandria","Virginia/Alleghany","Virginia/Amelia","Virginia/Amherst","Virginia/Appomattox","Virginia/Arlington","Virginia/Augusta","Virginia/Bath","Virginia/Bedford","Virginia/Bland","Virginia/Botetourt","Virginia/Bristol","Virginia/Brunswick","Virginia/Buchanan","Virginia/Buckingham","Virginia/Buena Vista","Virginia/Campbell","Virginia/Caroline","Virginia/Carroll","Virginia/Charles City","Virginia/Charlotte","Virginia/Charlottesville","Virginia/Chesapeake","Virginia/Chesterfield","Virginia/Clarke","Virginia/Colonial Heights","Virginia/Covington","Virginia/Craig","Virginia/Culpeper","Virginia/Cumberland","Virginia/Danville","Virginia/Dickenson","Virginia/Dinwiddie","Virginia/Emporia","Virginia/Essex","Virginia/Fairfax","Virginia/Fairfax City","Virginia/Falls Church","Virginia/Fauquier","Virginia/Floyd","Virginia/Fluvanna","Virginia/Franklin","Virginia/Franklin City","Virginia/Frederick","Virginia/Fredericksburg","Virginia/Galax","Virginia/Giles","Virginia/Gloucester","Virginia/Goochland","Virginia/Grayson","Virginia/Greene","Virginia/Greensville","Virginia/Halifax","Virginia/Hampton","Virginia/Hanover","Virginia/Harrisonburg","Virginia/Henrico","Virginia/Henry","Virginia/Highland","Virginia/Hopewell","Virginia/Isle of Wight","Virginia/James City","Virginia/King George","Virginia/King William","Virginia/King and Queen","Virginia/Lancaster","Virginia/Lee","Virginia/Lexington","Virginia/Loudoun","Virginia/Louisa","Virginia/Lunenburg","Virginia/Lynchburg","Virginia/Madison","Virginia/Manassas","Virginia/Manassas Park","Virginia/Martinsville","Virginia/Mathews","Virginia/Mecklenburg","Virginia/Middlesex","Virginia/Montgomery","Virginia/Nelson","Virginia/New Kent","Virginia/Newport News","Virginia/Norfolk","Virginia/Northampton","Virginia/Northumberland","Virginia/Norton","Virginia/Nottoway","Virginia/Orange","Virginia/Page","Virginia/Patrick","Virginia/Petersburg","Virginia/Pittsylvania","Virginia/Poquoson","Virginia/Portsmouth","Virginia/Powhatan","Virginia/Prince Edward","Virginia/Prince George","Virginia/Prince William","Virginia/Pulaski","Virginia/Radford","Virginia/Rappahannock","Virginia/Richmond","Virginia/Richmond City","Virginia/Roanoke","Virginia/Roanoke City","Virginia/Rockbridge","Virginia/Rockingham","Virginia/Russell","Virginia/Salem","Virginia/Scott","Virginia/Shenandoah","Virginia/Smyth","Virginia/Southampton","Virginia/Spotsylvania","Virginia/Stafford","Virginia/Staunton","Virginia/Suffolk","Virginia/Surry","Virginia/Sussex","Virginia/Tazewell","Virginia/Unassigned","Virginia/Virginia Beach","Virginia/Warren","Virginia/Washington","Virginia/Waynesboro","Virginia/Westmoreland","Virginia/Williamsburg","Virginia/Winchester","Virginia/Wise","Virginia/Wythe","Virginia/York"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","0","0","1","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-6","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0"
"2020-03-24","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","-1","0","3","0","0","0","1","3","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","1","0","0","1","0","1","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","1"
"2020-03-25","1","2","1","0","0","0","0","10","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","1","0","0","0","0","30","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","1","1","6","0","0","0","0","4","0","0","0","0","0","0","2","1","0","2","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","9","0","1","0","0","2","1","0","1","0","0","0","0","3","0","0","1","0","0","0","0","0","0","","6","0","0","0","0","0","0","0","0","2"
"2020-03-26","0","2","5","0","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","8","0","0","0","0","0","0","8","1","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","","3","1","1","0","0","0","0","0","0","1"
"2020-03-27","0","2","4","0","0","0","0","9","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","2","0","0","0","0","45","-1","0","3","0","0","0","0","2","0","1","0","1","0","0","1","0","0","4","0","2","7","0","0","0","0","6","1","0","0","0","0","0","15","1","0","0","1","0","0","0","0","1","0","1","0","0","4","-1","1","2","0","0","0","0","0","0","0","0","3","0","0","2","8","0","0","0","0","3","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","3","1","0","0","0","0","0","0","0","0"
"2020-03-28","0","8","2","0","0","1","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","32","0","0","2","0","0","0","0","0","0","0","0","3","2","0","0","0","0","2","1","0","3","0","0","1","1","10","1","0","0","1","0","0","11","1","0","0","1","4","0","0","1","0","0","0","1","1","1","2","0","0","0","0","0","0","0","0","0","1","1","1","0","0","12","0","0","0","0","3","1","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","6","0","0","0","0","1","0","0","0","0"
"2020-03-29","1","1","5","0","0","0","0","9","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","0","0","32","0","0","0","0","0","4","0","4","0","0","0","0","1","0","0","1","0","0","1","0","9","0","0","0","0","5","0","0","0","0","0","0","7","0","0","1","0","1","1","0","2","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","2","16","0","0","0","0","5","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","","14","0","1","0","0","1","1","0","1","0"
"2020-03-30","3","2","1","1","0","1","0","2","0","0","-1","0","3","0","0","0","0","0","0","0","0","0","0","1","1","9","0","0","0","0","1","0","-1","0","0","0","0","36","1","0","0","0","0","0","0","2","0","0","0","1","0","0","0","2","0","2","1","1","4","1","0","2","0","3","1","1","0","0","0","0","0","2","0","1","0","2","0","0","-2","0","0","0","0","0","1","3","0","0","0","0","0","0","0","2","0","0","0","2","0","1","7","0","0","0","0","0","0","4","0","1","0","0","0","2","1","0","3","9","0","2","0","0","1","","3","0","0","0","0","0","2","0","0","2"
"2020-03-31","1","2","4","0","1","0","","18","","","0","","0","0","1","","2","","1","","1","0","","1","5","22","","","","","0","","0","","","","","20","0","","1","","0","0","1","2","0","0","","0","1","","0","0","0","4","1","0","18","0","","1","1","16","0","0","1","0","0","","26","1","","1","0","1","0","","0","0","","0","0","0","5","10","0","1","","0","1","1","","0","0","0","8","1","0","2","15","","0","","","1","1","0","0","0","","","","1","0","0","1","4","","1","1","","0","0","13","1","0","2","","1","0","","0","3"
