"date","Oregon/Baker","Oregon/Benton","Oregon/Clackamas","Oregon/Clatsop","Oregon/Columbia","Oregon/Coos","Oregon/Crook","Oregon/Curry","Oregon/Deschutes","Oregon/Douglas","Oregon/Gilliam","Oregon/Grant","Oregon/Harney","Oregon/Hood River","Oregon/Jackson","Oregon/Jefferson","Oregon/Josephine","Oregon/Klamath","Oregon/Lake","Oregon/Lane","Oregon/Lincoln","Oregon/Linn","Oregon/Malheur","Oregon/Marion","Oregon/Morrow","Oregon/Multnomah","Oregon/Polk","Oregon/Sherman","Oregon/Tillamook","Oregon/Umatilla","Oregon/Unassigned","Oregon/Union","Oregon/Wallowa","Oregon/Wasco","Oregon/Washington","Oregon/Wheeler","Oregon/Yamhill"
"2020-04-06","","0","0","0","0","","0","","0","0","","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","","0"
"2020-04-07","","2","6","0","2","","0","2","1","1","","0","","0","6","","3","3","","2","0","1","0","11","0","10","2","0","0","1","","0","0","0","12","","-1"
"2020-04-08","","0","7","1","0","","0","0","4","0","","0","","0","0","","0","1","","1","0","1","0","6","0","15","2","0","0","0","","0","0","0","11","","0"
"2020-04-09","","0","12","0","2","","0","1","6","0","","0","","1","5","","0","1","","3","0","4","0","20","3","44","1","0","1","3","","0","0","0","29","","4"
"2020-04-10","","0","0","0","0","","0","0","0","0","","0","","0","0","","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","","0"
"2020-04-11","","0","7","1","0","","0","0","1","0","","0","","1","0","","1","4","","1","0","0","0","11","0","15","0","0","0","0","","-1","0","0","9","","-1"
"2020-04-12","","2","9","0","0","","0","0","3","2","","0","","0","2","","1","1","","3","0","3","2","30","0","57","1","0","0","5","1","1","0","3","28","","2"
"2020-04-13","","0","7","0","2","1","0","0","0","2","","0","","0","1","","1","0","","4","0","0","0","4","0","24","0","0","0","0","-1","0","0","0","12","","0"
"2020-04-14","","1","3","0","-1","0","0","0","1","3","","0","","0","0","1","0","1","","1","0","0","0","9","0","22","0","0","1","0","0","0","0","0","5","","2"
"2020-04-15","","1","7","0","3","0","0","0","0","1","","0","","0","0","0","0","0","","2","0","1","0","5","0","10","0","0","0","1","0","0","0","0","-1","","0"
"2020-04-16","","2","8","0","0","0","0","0","4","2","","0","","0","0","0","0","3","","1","0","1","1","15","0","18","0","0","0","5","0","0","0","0","12","","1"
"2020-04-17","","0","3","0","0","0","0","0","2","0","","0","","0","1","0","0","0","","1","0","3","0","8","0","19","1","0","1","1","0","0","0","0","7","","2"
"2020-04-18","","0","1","0","0","0","0","1","2","0","","0","","0","1","0","0","2","","0","0","2","0","18","0","26","1","0","0","2","0","0","0","0","4","","-1"
"2020-04-19","","0","7","0","0","0","0","0","1","0","","0","","0","0","0","0","-1","","2","0","0","0","23","0","21","0","0","0","1","0","0","0","0","12","","0"
"2020-04-20","","1","10","0","0","0","0","0","0","1","","0","","0","0","0","0","1","","0","1","2","0","13","0","6","1","0","0","1","0","0","0","0","9","","1"
"2020-04-21","","0","2","0","0","1","0","0","0","0","","0","","0","-1","0","0","2","","0","0","1","0","10","0","22","0","0","0","2","0","0","0","1","7","","0"
"2020-04-22","","-1","10","0","0","1","0","0","2","0","","0","","0","0","1","0","0","","0","0","1","0","7","0","24","0","0","0","0","0","0","0","0","10","","0"
"2020-04-23","","0","8","0","0","1","0","0","4","1","","0","","1","0","0","0","3","","0","0","4","1","9","0","16","0","0","0","1","0","0","0","1","18","","0"
"2020-04-24","","0","5","0","0","0","0","0","0","-1","","0","","0","0","0","0","0","","2","0","0","0","20","0","14","0","0","0","2","0","0","0","0","8","","0"
"2020-04-25","","1","5","0","0","4","0","0","1","0","","0","","0","1","3","0","0","","0","0","4","0","15","0","27","4","0","0","3","0","0","0","0","8","","0"
"2020-04-26","","1","3","0","0","4","0","0","2","0","","0","","0","0","1","1","0","","0","0","3","0","4","0","29","1","0","0","1","0","0","0","0","7","","1"
"2020-04-27","","0","0","0","0","2","0","0","2","0","","0","","0","0","0","0","0","","0","0","5","1","11","0","12","0","0","0","0","0","0","0","0","9","","1"
"2020-04-28","","0","1","0","0","1","0","0","0","0","","0","1","0","0","0","0","1","","0","0","2","0","9","1","13","0","0","0","1","0","0","0","1","-1","","1"
"2020-04-29","","0","1","0","0","0","0","0","0","0","","0","0","1","0","4","0","0","","0","0","1","0","18","0","19","1","0","0","8","0","0","0","0","7","","1"
"2020-04-30","","1","8","0","0","5","0","0","1","0","","0","0","0","0","0","0","1","","0","0","4","1","17","0","11","0","0","0","5","0","0","0","0","10","","0"
"2020-05-01","","2","8","1","0","1","0","0","0","1","","0","0","0","0","0","1","1","","0","0","1","2","17","2","13","3","0","0","7","0","0","0","0","9","","0"
"2020-05-02","","0","2","0","0","0","0","0","2","0","","0","0","1","0","3","0","0","","4","0","0","2","15","1","14","-1","0","0","4","0","0","0","0","9","","0"
"2020-05-03","","0","1","0","0","4","0","0","0","0","","0","0","2","0","0","1","0","","0","0","0","1","21","0","5","0","0","0","3","0","0","0","0","7","","0"
"2020-05-04","","4","1","1","0","2","0","0","1","0","","0","0","1","0","1","0","0","","1","0","10","0","17","0","15","8","0","0","6","0","0","0","0","10","","1"
"2020-05-05","","3","5","9","0","1","0","0","1","0","","0","0","1","0","0","2","0","","0","0","1","0","13","1","15","19","0","0","3","0","0","0","0","5","","1"
"2020-05-06","1","1","4","0","1","0","0","0","1","0","","0","0","0","0","4","0","0","","2","1","1","0","18","0","24","7","0","0","4","0","0","0","1","6","","1"
"2020-05-07","0","4","6","1","0","1","0","0","2","0","","0","0","0","0","4","0","0","","0","0","0","0","21","1","16","3","0","0","0","0","0","0","0","11","","3"
"2020-05-08","0","-1","9","9","0","0","0","0","1","0","","0","0","0","0","0","0","0","","2","0","1","0","13","1","30","2","0","0","3","0","0","0","1","8","","0"
"2020-05-09","0","1","6","1","0","1","0","0","1","0","","0","0","1","0","2","0","0","","1","0","2","1","37","0","24","2","0","0","4","0","0","0","0","6","","2"
"2020-05-10","0","3","10","1","0","0","0","0","1","0","","0","0","1","0","0","0","0","","0","0","0","0","14","0","22","2","0","0","1","0","0","0","0","11","","2"
"2020-05-11","0","2","2","4","0","0","0","0","0","0","","0","0","0","0","0","0","1","","0","0","1","0","17","0","14","3","0","0","0","0","0","0","0","14","","0"
"2020-05-12","0","1","6","1","0","-1","0","0","4","0","","0","0","0","1","0","1","1","","1","0","1","0","29","0","9","2","0","0","0","0","0","0","1","14","","1"
"2020-05-13","0","0","0","3","1","1","0","0","-1","0","","0","0","1","0","0","0","0","","0","0","1","1","23","0","13","1","0","0","1","0","0","0","0","13","","0"
"2020-05-14","0","0","-3","-1","0","0","0","0","2","0","","0","0","0","0","0","0","0","","0","0","2","1","33","0","19","1","0","0","2","0","0","0","0","2","","5"
"2020-05-15","2","1","6","0","0","0","0","0","3","1","","0","0","0","0","0","0","0","","0","1","2","1","18","0","17","1","0","0","3","0","1","1","0","4","","0"
"2020-05-16","-2","0","4","1","0","0","0","0","1","-1","","0","0","0","0","0","0","0","","3","0","1","2","27","0","22","0","0","0","2","0","0","-1","2","8","","2"
"2020-05-17","0","0","0","0","0","0","0","0","1","1","","0","0","0","0","0","0","0","","0","1","-1","0","3","0","5","1","0","0","0","0","0","0","0","0","","0"
"2020-05-18","0","3","5","1","0","0","0","0","5","0","","0","0","0","1","0","0","0","","1","0","0","2","16","0","12","0","0","0","5","0","1","0","0","10","","2"
"2020-05-19","0","0","-2","0","0","0","0","1","6","0","","0","0","0","1","0","0","0","","0","0","0","0","12","0","9","0","0","0","3","0","0","0","0","6","","3"
"2020-05-20","0","1","0","4","0","0","0","0","9","0","","0","0","0","0","0","2","0","","1","0","1","0","24","0","13","1","0","0","4","0","0","0","0","14","","1"
"2020-05-21","0","0","0","0","0","1","0","0","1","0","","0","0","-2","0","1","-2","0","","0","0","0","3","3","0","8","0","0","0","2","0","0","0","0","1","","0"
"2020-05-22","0","0","5","2","0","0","0","1","-1","0","","0","0","0","3","0","0","0","","0","0","2","4","8","0","11","1","0","0","1","0","0","0","0","10","","0"
"2020-05-23","0","0","1","1","0","0","3","0","1","0","","0","0","0","1","0","0","0","","1","0","0","0","8","0","0","0","0","0","2","0","0","1","0","4","","1"
"2020-05-24","0","0","0","0","0","0","1","0","2","0","","0","0","0","1","0","0","0","","0","1","4","0","7","0","3","1","0","0","1","0","0","0","0","17","","1"
"2020-05-25","0","0","4","0","0","0","0","0","1","0","","0","0","0","3","-1","1","0","","0","0","-1","0","4","0","5","0","0","0","1","0","0","0","0","5","","0"
"2020-05-26","0","0","2","0","0","0","1","0","0","0","","0","0","0","0","0","-1","0","","0","0","0","0","5","0","7","0","0","0","0","0","0","0","0","3","","1"
"2020-05-27","0","0","4","0","0","0","0","0","0","0","","0","0","1","5","0","0","0","2","0","2","0","0","6","0","41","2","0","0","0","0","0","0","2","5","","1"
"2020-05-28","0","0","4","0","0","0","0","0","1","0","","0","0","0","0","1","0","0","0","0","-1","0","5","11","0","10","0","0","0","2","0","0","0","1","12","","2"
"2020-05-29","0","0","1","0","0","0","0","1","0","1","","0","0","1","0","3","-2","1","0","1","2","0","-1","11","0","18","0","0","0","0","0","0","0","1","7","","0"
"2020-05-30","0","0","1","0","0","0","0","0","3","1","","0","0","2","0","2","0","2","0","1","0","0","0","7","-1","21","0","0","0","2","0","0","0","1","12","","0"
"2020-05-31","0","0","6","0","0","0","0","0","1","0","","0","0","2","1","3","0","0","0","4","0","0","0","11","0","23","0","0","0","0","0","0","0","1","5","","1"
"2020-06-01","0","0","5","0","0","0","0","0","2","0","","0","0","0","1","11","1","0","0","4","3","2","0","13","1","6","2","0","0","4","0","0","0","0","4","","0"
"2020-06-02","0","1","0","0","0","0","0","0","0","0","","0","0","4","0","0","0","0","0","0","2","1","0","8","0","10","0","0","0","1","0","0","0","2","4","","0"
"2020-06-03","0","1","7","0","0","0","0","0","1","1","","0","0","6","1","1","-1","0","0","0","1","1","0","18","0","13","1","0","0","2","0","0","0","2","5","","4"
"2020-06-04","0","0","9","0","0","1","1","0","5","0","","0","0","0","1","1","0","0","0","3","5","2","0","12","0","30","-1","0","0","1","0","0","0","1","3","","1"
"2020-06-05","0","5","6","0","0","0","-1","0","1","1","","0","0","9","0","9","0","1","0","0","4","3","1","17","0","12","0","0","0","1","0","0","0","3","20","","4"
"2020-06-06","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020-06-07","0","0","7","0","0","0","0","0","-1","0","","0","0","7","2","2","0","0","0","0","6","0","1","11","1","28","3","0","0","6","0","0","1","1","15","","2"
"2020-06-08","0","0","31","0","0","0","0","0","2","0","","0","0","15","0","1","0","1","0","1","122","1","0","19","0","38","0","0","0","13","0","0","0","2","10","","4"
"2020-06-09","0","1","16","0","1","0","0","0","-1","0","","0","0","6","0","0","0","0","0","0","2","-1","-1","8","0","27","1","0","0","0","0","1","0","-1","7","","0"
"2020-06-10","0","0","6","0","0","0","0","0","0","0","","0","0","2","6","6","0","0","0","1","4","0","0","5","0","32","0","0","0","4","0","0","0","0","6","","0"
"2020-06-11","0","0","47","1","0","0","2","0","1","0","","0","0","1","-1","3","0","0","2","3","9","0","0","34","0","43","4","0","0","4","0","1","1","1","15","","6"
"2020-06-12","0","0","9","0","3","0","0","0","2","0","","0","0","3","2","-2","0","2","0","0","14","0","0","29","0","36","9","0","0","5","0","4","0","3","21","","0"
"2020-06-13","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020-06-14","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0"
"2020-06-15","0","0","33","0","2","0","0","0","0","0","","0","0","11","4","3","0","5","1","4","22","2","5","45","2","116","10","0","0","23","0","109","0","3","42","","1"
"2020-06-16","0","0","21","0","0","0","1","0","0","0","","0","0","1","1","1","1","8","0","1","17","0","0","22","2","42","0","0","0","1","0","119","0","1","37","","2"
"2020-06-17","0","3","17","0","0","0","0","0","2","0","0","0","0","-1","2","0","2","3","1","0","3","-1","0","17","1","34","1","0","0","12","0","2","0","0","22","0","0"
"2020-06-18","0","0","12","0","4","0","0","0","0","0","0","0","0","3","0","4","0","4","0","0","4","1","4","26","4","33","3","0","0","13","0","5","0","0","25","0","3"
"2020-06-19","0","0","23","0","0","1","0","0","3","3","0","0","0","2","0","4","0","12","0","3","31","1","1","20","5","49","0","0","0","24","0","6","1","0","17","0","0"
"2020-06-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-06-22","0","3","46","0","0","3","0","0","5","2","0","0","0","1","6","2","0","8","0","13","31","2","8","84","5","135","-1","0","0","49","0","10","3","6","86","0","4"
"2020-06-23","0","-1","25","0","0","1","0","0","2","0","0","0","0","1","1","2","0","7","0","1","0","0","2","17","3","44","1","0","1","19","0","19","0","4","42","0","0"
"2020-06-24","0","2","8","1","0","0","0","0","4","0","0","0","0","-1","2","3","0","3","0","0","9","1","5","13","0","45","1","0","0","35","0","5","0","2","31","0","1"
"2020-06-25","0","6","8","1","0","2","0","0","2","0","0","0","0","0","-1","1","0","13","3","5","0","2","2","4","1","29","2","0","0","8","0","10","0","1","24","0","1"
"2020-06-26","0","4","17","0","1","0","0","0","4","4","0","0","0","0","5","6","2","0","3","10","4","4","13","18","12","61","0","0","0","22","0","12","0","3","39","0","6"
"2020-06-27","0","2","16","0","1","1","1","0","3","0","0","0","0","0","-1","3","2","0","1","14","2","4","12","32","5","59","2","0","0","56","0","11","0","2","44","0","4"
"2020-06-28","0","0","18","1","1","0","0","0","8","0","0","0","0","0","9","3","1","0","0","3","3","0","11","43","8","52","3","0","0","48","0","2","0","3","29","0","1"
"2020-06-29","0","0","17","0","0","0","0","0","2","2","0","0","0","0","3","3","1","5","2","6","0","0","5","14","0","28","0","0","2","15","0","5","0","5","28","0","1"
"2020-06-30","0","0","17","-1","0","1","0","0","9","0","0","0","0","0","5","12","1","3","2","6","2","4","7","25","0","35","2","0","0","10","0","10","0","1","16","0","4"
"2020-07-01","3","2","18","1","1","0","0","0","2","2","0","0","0","0","3","6","0","4","2","14","12","7","16","25","3","37","8","0","2","41","0","5","2","4","48","0","7"
"2020-07-02","0","-1","22","0","1","0","1","0","9","2","0","0","0","0","14","8","8","0","0","15","3","3","16","25","8","62","0","0","1","87","0","5","0","2","67","0","5"
"2020-07-03","0","8","22","0","4","1","1","1","9","1","0","0","0","0","9","5","3","2","1","16","18","2","20","31","10","60","5","1","1","47","0","8","0","10","45","0","1"
"2020-07-04","1","2","26","2","1","0","0","0","10","1","1","0","0","0","7","1","8","5","1","12","1","1","31","15","11","56","5","0","1","49","0","0","0","3","43","0","0"
"2020-07-05","0","1","24","0","3","0","1","0","8","4","0","0","0","5","2","1","3","0","0","10","0","0","15","38","9","71","0","1","0","41","0","1","0","3","52","0","7"
"2020-07-06","0","1","16","3","3","0","0","0","2","1","0","0","0","1","3","1","1","0","0","10","0","0","10","13","5","41","1","0","1","15","0","0","0","3","34","0","0"
"2020-07-07","0","2","16","0","2","4","1","0","0","3","0","0","0","3","0","2","3","1","1","15","0","0","7","22","2","51","6","0","0","20","0","5","1","2","25","0","16"
"2020-07-08","3","1","17","1","1","2","1","1","3","2","0","0","1","1","5","1","2","0","0","10","3","8","12","14","10","28","0","0","0","42","0","2","0","1","31","0","9"
"2020-07-09","0","1","20","0","2","4","2","0","5","0","0","0","0","1","7","8","-7","0","2","18","14","3","31","46","13","86","2","0","0","52","0","4","1","5","44","0","7"
"2020-07-10","1","6","11","0","0","0","1","0","8","2","0","0","0","4","9","15","1","0","0","10","-1","4","20","27","-1","36","3","0","1","51","0","1","1","4","44","0","8"
"2020-07-11","2","7","30","0","1","2","0","0","15","2","0","0","0","1","5","3","2","4","0","13","-1","2","16","61","7","94","2","1","0","50","0","1","1","10","51","0","15"
"2020-07-12","1","2","32","0","0","-1","0","0","16","4","0","0","0","1","1","5","0","2","0","11","0","7","71","28","7","64","4","1","0","26","0","0","0","1","32","0","4"
"2020-07-13","0","1","19","0","6","1","0","0","0","0","1","0","0","1","2","0","0","1","0","4","0","1","27","34","9","78","2","0","0","28","0","0","1","0","45","0","7"
"2020-07-14","0","1","21","1","3","1","1","0","8","2","0","0","0","3","6","1","7","2","0","8","-1","2","34","46","7","72","1","0","3","74","0","3","0","2","53","0","6"
"2020-07-15","1","1","24","0","2","3","1","0","12","4","0","0","0","0","9","2","1","1","0","7","2","2","15","36","4","57","4","0","1","26","0","4","0","2","49","0","6"
"2020-07-16","0","5","28","2","0","2","0","0","28","4","0","0","0","5","7","6","0","3","0","12","2","4","16","53","8","104","7","0","2","48","0","1","0","2","76","0","3"
"2020-07-17","0","2","18","1","2","4","0","0","12","4","0","0","0","2","12","7","1","2","0","10","1","3","8","35","3","86","2","0","0","38","0","2","0","1","35","0","2"
"2020-07-18","0","4","14","3","0","3","2","0","11","4","0","0","0","8","7","1","0","4","3","38","3","3","5","30","10","84","7","3","1","35","0","4","2","5","46","0","7"
"2020-07-19","0","0","19","0","0","2","5","1","13","3","0","0","0","6","16","14","4","0","1","10","1","4","11","47","8","117","5","0","0","78","0","0","1","1","57","0","6"
"2020-07-20","0","0","11","2","1","0","1","0","19","2","0","0","1","2","4","7","2","5","1","4","2","-1","10","30","1","80","-1","0","0","41","0","0","0","0","38","0","6"
"2020-07-21","2","1","15","3","1","1","2","0","7","3","0","0","2","3","5","8","2","1","1","3","0","-1","18","40","10","65","3","0","0","57","0","2","0","1","30","0","7"
"2020-07-22","1","3","25","1","0","3","0","1","9","2","0","1","0","4","10","5","1","6","0","6","2","6","13","28","3","47","5","0","0","24","0","0","0","1","43","0","4"
"2020-07-23","0","0","20","0","3","3","-1","0","18","13","0","0","0","1","8","3","3","13","1","12","5","3","9","39","4","65","13","0","1","41","0","0","0","6","33","0","4"
"2020-07-24","1","0","26","0","1","0","1","2","14","6","1","0","0","4","4","22","1","2","0","16","-1","8","18","56","10","70","6","0","0","60","0","0","0","1","54","0","8"
"2020-07-25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020-07-26","5","2","49","0","2","4","2","0","41","5","0","0","1","6","22","14","5","4","0","13","3","8","19","80","23","108","14","0","0","115","0","0","0","7","89","0","13"
"2020-07-27","0","2","7","0","1","0","1","0","11","1","0","0","1","1","11","9","0","-1","0","7","1","1","8","24","5","118","9","0","0","45","0","0","0","1","58","0","9"
"2020-07-28","0","2","13","3","0","0","2","1","7","2","0","0","1","0","10","9","0","2","0","6","0","5","15","37","6","76","11","0","0","73","0","0","0","0","30","0","9"
"2020-07-29","0","3","23","0","0","0","4","0","16","2","0","0","0","6","13","5","14","2","0","13","2","0","17","21","4","86","4","0","0","6","0","1","1","3","55","0","12"
"2020-07-30","3","7","20","2","3","4","1","0","15","2","0","0","0","5","10","12","0","1","1","10","2","4","18","38","11","59","7","0","0","100","0","0","0","2","62","0","11"
"2020-07-31","3","3","22","0","0","0","2","0","8","2","1","0","0","3","17","6","0","9","0","17","6","5","12","42","18","75","6","1","0","41","0","2","0","2","40","0","18"
"2020-08-01","2","3","16","5","5","0","1","0","13","3","0","0","0","0","18","4","5","0","0","10","0","6","17","39","7","68","4","4","0","34","0","0","0","4","43","0","14"
"2020-08-02","0","1","24","2","0","0","0","0","7","4","0","0","0","4","15","7","2","0","0","7","0","4","10","53","8","47","2","1","4","19","0","0","0","3","47","0","9"
"2020-08-03","3","2","20","2","1","1","0","0","3","2","0","0","0","0","9","1","2","2","0","5","4","6","3","25","1","47","8","1","2","64","0","0","0","9","19","0","27"
"2020-08-04","2","3","22","0","5","3","0","0","8","5","0","0","2","5","17","13","0","2","0","12","0","1","32","21","11","56","4","-1","2","62","0","4","0","1","28","0","13"
"2020-08-05","1","2","21","1","2","1","-1","0","7","1","0","0","0","4","10","8","1","2","0","5","19","8","7","42","11","55","1","0","2","19","0","0","0","1","44","0","5"
"2020-08-06","1","-1","20","0","4","1","1","0","12","5","0","1","0","0","16","9","2","0","0","12","-3","2","19","34","2","45","0","1","0","26","0","0","0","6","22","0","9"
"2020-08-07","1","3","16","1","1","0","0","0","15","3","0","1","0","3","10","5","3","1","0","13","1","6","21","48","20","109","7","0","0","54","0","2","0","3","48","0","16"
"2020-08-08","0","5","23","1","3","1","4","1","14","2","0","0","0","3","14","9","1","0","0","14","2","6","13","46","5","87","5","1","0","30","0","0","0","8","56","0","21"
"2020-08-09","0","0","15","0","2","0","0","0","8","1","0","0","0","7","4","5","1","0","0","6","2","4","15","28","3","68","0","0","0","39","0","0","0","3","41","0","10"
"2020-08-10","2","0","11","0","1","0","2","0","7","0","0","0","0","2","8","11","0","0","0","5","2","3","21","27","15","43","6","0","0","12","0","0","0","0","31","0","7"
"2020-08-11","0","2","22","4","4","0","1","2","5","5","0","0","0","8","13","6","9","3","0","6","1","12","18","41","5","54","7","0","0","10","0","1","0","2","42","0","3"
"2020-08-12","2","7","24","0","1","0","0","0","1","3","0","0","1","4","13","2","4","0","0","10","2","7","17","26","1","42","4","0","0","30","0","0","1","1","41","0","4"
"2020-08-13","3","3","12","-2","1","0","1","0","4","0","0","0","0","2","16","13","2","2","0","5","7","3","12","35","6","79","7","0","1","20","0","2","0","2","33","0","9"
"2020-08-14","7","1","20","1","0","2","0","0","6","0","0","0","0","8","21","4","6","0","0","4","3","9","18","50","9","51","13","0","0","36","0","0","0","2","23","0","19"
"2020-08-15","1","4","37","2","3","0","1","2","10","1","0","0","0","1","6","12","2","2","0","6","6","13","25","75","7","78","6","0","0","37","0","1","1","2","52","0","12"
"2020-08-16","0","0","25","1","4","0","0","0","2","0","0","0","0","2","17","3","1","2","0","4","1","5","11","39","7","66","8","0","0","15","0","0","0","1","27","0","3"
"2020-08-17","0","0","10","1","3","0","1","0","6","2","0","0","0","0","17","2","1","0","0","4","2","5","11","30","0","57","3","0","0","6","0","0","0","1","21","0","6"
"2020-08-18","1","3","10","-1","2","0","0","0","5","3","0","0","0","2","18","4","8","6","0","3","0","4","31","50","3","23","3","0","0","12","0","2","0","1","22","0","10"
"2020-08-19","1","1","16","0","3","0","1","0","4","1","0","0","0","1","24","9","2","1","0","4","0","2","9","31","0","38","4","0","1","10","0","3","0","0","23","0","5"
"2020-08-20","0","4","31","1","2","0","0","0","1","2","0","0","0","0","18","4","-1","2","0","7","4","6","7","54","5","57","5","1","1","19","0","3","0","1","49","0","12"
"2020-08-21","0","2","13","0","1","1","0","1","2","1","0","0","0","2","18","6","0","2","0","4","6","3","28","56","3","38","8","0","-1","17","0","1","0","1","25","0","18"
"2020-08-22","9","5","23","1","0","3","0","0","7","0","0","4","0","2","20","4","1","0","0","5","3","3","18","51","1","54","3","-1","1","16","0","1","0","1","41","0","13"
"2020-08-23","0","0","19","0","2","1","0","0","8","0","0","0","0","0","13","1","0","2","0","2","0","7","28","40","2","64","3","0","0","7","0","0","0","0","25","0","3"
"2020-08-24","0","1","22","0","2","1","0","0","0","0","0","0","0","0","26","7","1","2","0","2","0","-1","7","31","3","57","2","0","0","10","0","0","0","0","32","0","13"
