"date","Missouri/Adair","Missouri/Andrew","Missouri/Atchison","Missouri/Audrain","Missouri/Barry","Missouri/Barton","Missouri/Bates","Missouri/Benton","Missouri/Bollinger","Missouri/Boone","Missouri/Buchanan","Missouri/Butler","Missouri/Caldwell","Missouri/Callaway","Missouri/Camden","Missouri/Cape Girardeau","Missouri/Carroll","Missouri/Carter","Missouri/Cass","Missouri/Cedar","Missouri/Chariton","Missouri/Christian","Missouri/Clark","Missouri/Clay","Missouri/Clinton","Missouri/Cole","Missouri/Cooper","Missouri/Crawford","Missouri/Dade","Missouri/Dallas","Missouri/Daviess","Missouri/DeKalb","Missouri/Dent","Missouri/Douglas","Missouri/Dunklin","Missouri/Franklin","Missouri/Gasconade","Missouri/Gentry","Missouri/Greene","Missouri/Grundy","Missouri/Harrison","Missouri/Henry","Missouri/Hickory","Missouri/Holt","Missouri/Howard","Missouri/Howell","Missouri/Iron","Missouri/Jackson","Missouri/Jasper","Missouri/Jefferson","Missouri/Johnson","Missouri/Kansas City","Missouri/Knox","Missouri/Laclede","Missouri/Lafayette","Missouri/Lawrence","Missouri/Lewis","Missouri/Lincoln","Missouri/Linn","Missouri/Livingston","Missouri/Macon","Missouri/Madison","Missouri/Maries","Missouri/Marion","Missouri/McDonald","Missouri/Mercer","Missouri/Miller","Missouri/Mississippi","Missouri/Moniteau","Missouri/Monroe","Missouri/Montgomery","Missouri/Morgan","Missouri/New Madrid","Missouri/Newton","Missouri/Nodaway","Missouri/Oregon","Missouri/Osage","Missouri/Ozark","Missouri/Pemiscot","Missouri/Perry","Missouri/Pettis","Missouri/Phelps","Missouri/Pike","Missouri/Platte","Missouri/Polk","Missouri/Pulaski","Missouri/Putnam","Missouri/Ralls","Missouri/Randolph","Missouri/Ray","Missouri/Reynolds","Missouri/Ripley","Missouri/Saline","Missouri/Schuyler","Missouri/Scotland","Missouri/Scott","Missouri/Shannon","Missouri/Shelby","Missouri/St. Charles","Missouri/St. Clair","Missouri/St. Francois","Missouri/St. Louis","Missouri/St. Louis City","Missouri/Ste. Genevieve","Missouri/Stoddard","Missouri/Stone","Missouri/Sullivan","Missouri/Taney","Missouri/Texas","Missouri/Unassigned","Missouri/Vernon","Missouri/Warren","Missouri/Washington","Missouri/Wayne","Missouri/Webster","Missouri/Worth","Missouri/Wright"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","1","0","0","0","0","0","0","0","0","2","0","0","0","1","1","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","2","0","0","0","","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","47","5","0","0","0","0","1","0","","0","0","0","0","0","0","0"
"2020-03-24","-1","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","4","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","3","0","0","1","0","0","0","0","0","0","0","0","0","4","0","1","31","8","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"2020-03-25","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","2","0","0","-1","0","-1","0","1","1","0","0","0","0","0","0","0","0","3","0","0","4","0","0","0","0","0","0","0","0","3","1","1","1","22","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","4","0","0","29","21","0","0","0","0","0","0","-6","0","0","0","0","0","0","0"
"2020-03-26","0","0","1","0","0","0","0","1","1","15","0","0","0","0","0","0","0","1","0","0","0","1","0","3","0","2","0","0","0","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","14","0","5","6","21","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","44","25","0","1","0","0","0","0","","0","0","0","0","0","0","0"
"2020-03-27","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","2","0","0","0","0","1","1","0","4","0","2","0","0","0","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","10","0","5","0","14","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","8","0","2","74","3","0","0","0","0","0","1","","0","0","0","0","0","0","1"
"2020-03-28","0","0","0","0","1","0","0","0","0","12","1","0","0","3","3","0","0","1","0","0","0","4","0","1","0","7","0","0","0","0","0","0","0","0","0","2","0","0","10","0","0","0","0","0","0","0","0","2","2","2","1","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","5","0","0","66","23","0","0","0","0","1","0","","0","0","0","0","0","0","0"
"2020-03-29","0","0","0","0","0","0","1","0","0","5","0","0","0","2","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","5","2","0","1","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","6","0","0","23","7","0","1","0","0","0","0","","0","2","0","0","0","0","2"
"2020-03-30","0","0","0","0","0","0","-1","0","0","5","0","0","0","5","4","8","0","0","1","5","2","5","0","2","3","8","0","1","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","8","0","1","0","-2","0","0","13","0","0","3","0","1","1","0","0","0","1","0","0","0","-2","0","-1","1","0","0","0","0","1","0","1","5","0","0","1","1","0","2","0","0","0","0","2","0","0","0","0","2","0","0","13","0","-1","30","0","0","0","1","0","0","0","","0","0","0","0","0","0","1"
"2020-03-31","1","","0","","0","","0","1","0","5","2","","","1","1","2","","2","5","0","1","0","","3","0","0","1","0","","","","","","","0","6","","","0","","1","0","","","","","","21","1","12","9","19","","","2","","","2","","0","2","","0","","0","","","","0","","0","0","","1","","","0","","0","2","0","","0","2","","0","","0","1","0","0","0","","","","1","","0","15","","2","126","48","2","1","0","","0","0","0","","3","","","2","","0"
"2020-04-01","1","","0","","0","","1","1","0","2","0","1","1","3","5","0","","0","3","0","0","0","","5","1","0","0","0","","","","1","","","0","3","1","","3","","0","0","","","","","","9","0","8","0","9","","","1","","","3","","0","0","","1","","0","","","","0","","0","0","","0","","","1","","0","4","0","","0","3","","1","","0","0","0","0","0","","","","0","","0","22","","1","113","45","1","0","1","","0","0","0","","1","","","0","","0"
"2020-04-02","3","","0","","0","","0","0","0","3","0","0","0","1","2","0","","0","4","0","0","0","","2","1","0","0","0","","","","0","","","0","3","0","","3","","1","0","","","","1","","17","0","9","7","11","","","0","","","2","","0","0","","0","","0","","","","0","","0","0","1","1","","","0","","1","1","0","","0","1","","0","","0","0","0","0","0","","","","0","","0","12","","3","107","44","0","0","0","","0","0","0","","1","","","0","","2"
"2020-04-03","0","","0","","0","","0","0","0","0","3","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","","","","0","","","0","0","0","","0","","0","0","","","","0","","0","2","0","0","0","","","0","","","0","","0","0","","0","","0","","","","0","","0","0","0","0","1","","0","","0","0","0","","1","0","","0","","0","0","0","0","0","","","","0","","0","0","","0","0","0","0","0","0","","0","0","","","0","","","0","","0"
"2020-04-04","4","","0","","0","","1","0","0","6","0","1","0","0","1","1","","-1","1","0","0","4","1","9","1","3","0","1","","","","0","","","1","5","1","","10","","0","0","","","","0","","32","2","22","3","33","","","6","","","4","","0","0","","0","","0","","","","0","","2","0","0","0","0","","0","","0","3","1","","0","1","","2","","0","5","2","0","0","2","","","1","","0","46","","5","152","58","3","4","0","","3","0","3","","0","","","1","","0"
"2020-04-05","0","","0","","0","","0","0","0","0","0","0","0","0","1","0","","1","0","0","0","0","0","0","0","0","0","0","","","","0","","","0","0","0","1","0","","0","0","","","","0","","0","0","0","0","0","","","0","","","0","","0","0","","0","","0","","","","0","","0","0","0","0","1","","0","","0","0","0","1","0","0","","0","","0","0","0","0","0","0","","","0","","0","0","","1","0","31","0","0","0","","0","0","0","","0","","","0","0","0"
"2020-04-06","0","","0","","0","","0","0","0","1","3","0","0","1","3","4","","-1","4","-1","0","1","0","5","1","3","0","1","","1","","0","","","1","9","0","0","5","","1","1","","","","0","","20","2","12","3","40","","","2","","","2","2","0","-1","1","0","","1","","","","2","","1","0","1","0","0","","1","","0","6","0","0","0","3","","1","","0","0","1","0","0","1","","","3","","0","37","","2","169","30","0","0","1","","2","-1","-2","","2","","","0","1","1"
