"date","New Jersey/Atlantic","New Jersey/Bergen","New Jersey/Burlington","New Jersey/Camden","New Jersey/Cape May","New Jersey/Cumberland","New Jersey/Essex","New Jersey/Gloucester","New Jersey/Hudson","New Jersey/Hunterdon","New Jersey/Mercer","New Jersey/Middlesex","New Jersey/Monmouth","New Jersey/Morris","New Jersey/Ocean","New Jersey/Passaic","New Jersey/Salem","New Jersey/Somerset","New Jersey/Sussex","New Jersey/Unassigned","New Jersey/Union","New Jersey/Warren"
"2020-04-20","19","787","61","81","15","4","751","25","612","18","122","345","230","269","222","263","4","170","64","0","387","47"
"2020-04-21","19","787","61","81","15","4","751","25","636","18","122","345","230","269","222","263","4","170","64","233","387","47"
"2020-04-22","24","876","68","94","16","5","888","29","657","21","145","369","251","309","270","327","6","183","76","0","481","55"
"2020-04-23","30","907","76","104","16","5","932","30","666","22","163","396","260","324","286","350","6","196","82","0","515","60"
"2020-04-24","29","934","81","106","16","5","975","30","706","22","178","413","273","340","301","383","6","198","84","0","542","61"
"2020-04-25","29","954","88","118","18","6","1019","30","706","23","183","431","287","347","317","416","6","219","91","0","563","63"
"2020-04-26","29","955","94","121","18","6","1023","31","661","23","188","442","291","351","322","426","6","223","92","0","571","65"
"2020-04-27","30","960","98","122","18","8","1028","33","673","23","194","455","302","355","330","438","7","227","93","0","583","67"
"2020-04-28","35","1002","106","124","20","10","1090","38","722","24","212","515","305","377","342","475","8","242","97","0","627","71"
"2020-04-29","37","1057","117","136","21","10","1139","40","758","24","220","531","317","387","367","516","9","252","99","0","653","81"
"2020-04-30","41","1136","130","147","22","12","1186","46","798","29","231","571","341","413","397","573","10","270","103","0","690","82"
"2020-05-01","45","1187","144","155","22","13","1240","48","819","31","239","591","355","430","420","599","11","282","110","0","714","83"
"2020-05-02","48","1202","146","161","23","16","1265","50","834","35","252","618","372","440","426","624","12","289","114","0","731","84"
"2020-05-03","49","1210","149","163","24","17","1282","51","845","37","255","639","382","449","440","632","13","295","115","0","738","86"
"2020-05-04","51","1215","149","163","24","19","1292","51","845","37","256","642","385","449","447","633","14","298","116","0","737","87"
"2020-05-05","51","1261","164","180","26","23","1319","61","870","38","280","667","398","474","469","663","15","306","120","0","768","91"
"2020-05-06","54","1289","177","189","28","25","1349","63","903","39","298","706","417","491","483","690","17","315","122","0","800","94"
"2020-05-07","62","1319","185","193","31","25","1375","66","935","43","313","737","428","503","500","703","18","320","123","0","829","99"
"2020-05-08","68","1329","190","199","31","28","1402","72","945","44","322","748","429","506","516","715","18","328","125","0","844","101"
"2020-05-09","72","1348","194","217","32","34","1414","79","954","46","330","759","439","511","522","734","18","331","127","0","852","103"
"2020-05-10","72","1355","198","225","32","36","1423","81","969","46","334","793","443","516","540","744","18","333","127","0","867","104"
"2020-05-11","77","1358","200","227","32","40","1431","83","996","45","340","794","445","518","547","747","18","335","128","0","875","104"
"2020-05-12","79","1388","208","236","35","43","1448","90","1000","45","349","801","460","523","562","765","18","339","135","0","899","108"
"2020-05-13","88","1409","214","246","37","43","1482","92","1007","47","360","819","466","531","571","785","18","340","137","0","908","114"
"2020-05-14","99","1423","228","256","39","48","1496","98","1032","48","374","841","480","539","595","802","18","348","137","0","930","115"
"2020-05-15","107","1443","238","262","40","48","1520","106","1042","49","386","865","495","550","610","816","18","359","137","0","939","118"
"2020-05-16","110","1450","239","268","41","49","1534","113","1045","49","396","872","503","561","617","831","19","363","137","0","946","118"
"2020-05-17","112","1455","239","272","41","51","1535","116","1057","52","407","884","508","561","626","838","19","375","138","0","957","120"
"2020-05-18","112","1460","245","275","41","53","1550","117","1068","52","408","888","513","569","633","839","20","375","138","0","962","121"
"2020-05-19","121","1474","247","279","42","56","1566","125","1082","53","422","903","520","572","643","842","21","382","139","0","977","121"
"2020-05-20","126","1500","249","286","42","57","1571","127","1106","55","431","913","531","581","656","855","23","384","140","0","994","122"
"2020-05-21","128","1508","249","290","44","60","1579","129","1121","55","438","921","537","583","661","864","24","387","140","0","1005","123"
"2020-05-22","130","1515","261","299","46","61","1585","132","1134","55","443","935","543","587","678","881","26","392","141","0","1018","123"
"2020-05-23","143","1521","266","303","48","62","1589","134","1138","57","447","942","551","590","686","888","27","397","145","0","1022","126"
"2020-05-24","144","1525","270","307","48","63","1600","134","1139","57","449","955","556","592","686","890","28","399","145","0","1025","126"
"2020-05-25","144","1525","271","308","48","63","1598","138","1137","57","450","955","556","593","690","891","29","399","145","0","1024","126"
"2020-05-26","149","1528","273","307","48","63","1608","138","1143","57","452","959","559","595","692","892","29","399","145","0","1030","128"
"2020-05-27","155","1547","275","313","48","65","1624","140","1158","57","458","964","575","600","704","899","32","408","146","0","1042","129"
"2020-05-28","156","1553","277","318","48","65","1636","143","1161","58","462","968","578","605","711","903","34","410","147","0","1047","129"
"2020-05-29","158","1567","286","327","48","69","1647","147","1168","58","466","972","587","610","721","917","34","411","147","0","1060","131"
"2020-05-30","159","1573","290","334","49","72","1657","147","1173","60","470","989","596","613","726","925","37","417","149","0","1067","131"
"2020-05-31","159","1579","291","338","49","73","1664","147","1183","60","472","994","597","615","739","928","38","419","149","0","1073","131"
"2020-06-01","159","1580","294","338","49","75","1667","148","1183","60","475","996","599","616","740","929","41","419","149","0","1074","132"
"2020-06-02","162","1584","297","339","50","78","1672","148","1188","60","477","997","608","617","743","931","42","419","149","0","1078","132"
"2020-06-03","163","1595","302","346","50","79","1687","149","1192","61","485","1004","619","619","755","940","44","423","149","0","1086","132"
"2020-06-04","164","1603","307","352","50","79","1694","150","1199","61","492","1015","627","622","763","954","46","423","149","0","1088","132"
"2020-06-05","167","1611","311","357","50","86","1702","151","1205","62","499","1025","630","625","765","957","49","424","149","0","1092","132"
"2020-06-06","167","1612","314","364","50","90","1701","152","1210","63","500","1032","636","626","767","969","52","425","149","0","1095","132"
"2020-06-07","167","1618","327","369","51","90","1707","153","1218","64","501","1040","641","626","774","972","53","426","149","0","1098","132"
"2020-06-08","167","1621","327","374","51","90","1710","152","1226","64","504","1043","640","625","781","975","53","427","149","0","1100","135"
"2020-06-09","167","1628","334","381","54","95","1722","153","1235","64","509","1053","650","626","787","977","54","430","149","0","1100","135"
"2020-06-10","168","1635","344","394","54","100","1723","153","1242","64","510","1064","652","627","792","982","55","431","149","0","1103","135"
"2020-06-11","171","1646","349","400","55","102","1723","155","1242","65","510","1069","661","631","803","984","55","432","149","0","1104","137"
"2020-06-12","172","1649","350","399","57","104","1728","156","1246","66","515","1070","662","632","807","988","56","433","149","0","1112","138"
"2020-06-13","179","1664","356","405","58","107","1741","156","1253","66","517","1074","667","635","813","997","57","436","181","0","1121","138"
"2020-06-14","180","1664","363","407","59","107","1745","157","1254","66","518","1076","672","636","817","999","57","437","181","0","1126","138"
"2020-06-15","180","1664","364","416","61","108","1751","163","1256","66","517","1083","678","639","820","1001","57","437","181","0","1128","138"
"2020-06-16","180","1673","364","417","61","114","1751","164","1289","66","522","1085","687","640","826","1006","58","438","181","0","1130","140"
"2020-06-17","184","1681","364","417","61","118","1755","166","1290","67","523","1094","688","640","828","1007","60","438","183","0","1131","140"
"2020-06-18","187","1684","367","417","62","118","1758","167","1293","67","524","1094","692","638","835","1009","64","439","183","0","1132","139"
"2020-06-19","188","1691","370","415","62","119","1758","169","1294","67","525","1097","694","639","842","1013","64","438","185","0","1131","141"
"2020-06-20","189","1693","370","416","62","123","1759","171","1294","67","524","1100","694","639","845","1013","64","438","186","0","1135","142"
"2020-06-21","188","1696","371","416","62","124","1760","171","1294","67","524","1101","695","641","847","1014","64","438","189","0","1135","142"
"2020-06-22","188","1701","372","417","62","124","1761","171","1308","67","524","1101","696","643","850","1015","65","440","189","0","1138","142"
"2020-06-23","190","1706","372","421","63","126","1765","172","1308","67","530","1104","700","642","860","1019","67","441","189","0","1139","144"
"2020-06-24","192","1714","373","425","63","126","1764","172","1316","67","535","1107","702","644","866","1025","67","444","190","0","1140","144"
"2020-06-25","206","1979","414","474","67","138","2011","180","1444","122","573","1307","797","789","936","1173","71","524","191","0","1321","155"
"2020-06-26","208","1981","414","478","68","140","2015","180","1445","122","577","1310","802","792","940","1177","72","524","191","0","1323","155"
"2020-06-27","211","1983","416","480","68","141","2018","180","1448","122","578","1317","803","793","941","1180","74","524","191","0","1324","156"
"2020-06-28","211","1983","419","483","68","141","2021","181","1449","123","578","1318","805","795","944","1181","75","527","192","0","1325","156"
"2020-06-29","214","1985","421","485","68","141","2021","182","1449","123","578","1319","805","796","946","1183","75","528","192","0","1325","156"
"2020-06-30","216","1989","424","489","73","143","2021","182","1451","124","577","1322","807","798","955","1186","75","528","191","0","1326","158"
"2020-07-01","216","1996","428","493","73","145","2024","182","1457","124","579","1324","808","799","959","1187","75","528","193","0","1329","159"
"2020-07-02","219","1994","429","503","73","146","2030","182","1454","124","585","1323","814","801","961","1187","76","527","194","0","1325","160"
"2020-07-03","220","2000","431","513","74","147","2034","187","1454","124","585","1328","817","805","967","1192","77","529","193","0","1326","161"
"2020-07-04","220","2003","433","518","74","147","2038","187","1455","124","586","1330","820","806","969","1192","77","529","193","0","1327","161"
"2020-07-05","221","2004","433","521","74","149","2040","188","1455","124","589","1331","821","806","972","1194","77","530","193","0","1328","161"
"2020-07-06","221","2006","434","525","74","149","2041","188","1456","124","591","1333","820","806","974","1196","77","531","193","0","1328","162"
"2020-07-07","222","2009","438","534","75","149","2042","190","1460","124","592","1338","822","806","982","1200","77","535","193","0","1331","162"
"2020-07-08","224","2010","441","538","76","149","2046","192","1462","124","595","1348","825","810","986","1204","77","537","194","0","1330","164"
"2020-07-09","226","2020","446","540","76","149","2060","193","1477","125","596","1361","831","817","992","1216","77","544","194","0","1341","167"
"2020-07-10","229","2023","447","541","76","149","2061","193","1481","125","597","1366","832","818","995","1218","77","549","194","0","1341","167"
"2020-07-11","232","2028","447","546","77","149","2070","193","1482","125","600","1375","834","818","997","1219","78","551","194","0","1343","167"
"2020-07-12","232","2028","447","546","77","149","2070","193","1482","125","600","1375","834","818","997","1219","78","551","194","0","1343","167"
"2020-07-13","232","2030","449","551","77","150","2077","193","1484","126","602","1377","838","819","997","1224","78","551","195","0","1343","167"
"2020-07-14","233","2032","451","551","79","152","2078","193","1487","126","603","1379","840","820","998","1225","78","551","195","0","1344","167"
"2020-07-15","234","2029","454","556","80","153","2085","195","1494","126","604","1395","845","824","1000","1227","78","550","195","0","1340","170"
"2020-07-16","236","2030","456","558","80","153","2089","196","1497","126","604","1397","846","826","1001","1232","79","552","195","0","1341","171"
"2020-07-17","236","2033","456","557","82","153","2092","197","1497","126","605","1397","847","826","1005","1234","79","553","195","0","1343","171"
"2020-07-18","236","2034","458","557","82","153","2093","197","1498","126","608","1398","847","826","1006","1237","79","554","195","0","1344","171"
"2020-07-19","237","2033","459","559","82","154","2093","197","1498","126","608","1397","848","826","1008","1238","80","553","195","0","1344","171"
"2020-07-20","237","2033","462","560","82","154","2093","198","1498","126","608","1397","849","826","1010","1239","80","553","195","0","1344","171"
"2020-07-21","238","2032","466","560","82","154","2095","198","1500","126","608","1400","851","827","1013","1240","81","553","195","0","1346","172"
"2020-07-22","240","2031","467","563","85","154","2089","199","1491","126","608","1392","851","825","1011","1238","81","550","195","0","1342","169"
"2020-07-23","240","2034","468","564","86","154","2094","200","1494","126","608","1396","851","827","1012","1238","81","550","195","0","1343","169"
"2020-07-24","240","2041","469","566","86","154","2098","202","1495","126","611","1398","854","827","1014","1241","81","553","195","0","1345","169"
"2020-07-25","240","2044","469","566","86","154","2101","203","1498","126","612","1399","854","827","1011","1241","81","555","195","0","1345","169"
"2020-07-26","240","2044","470","566","86","154","2103","203","1501","126","612","1402","854","827","1011","1242","81","556","195","0","1345","169"
"2020-07-27","240","2045","470","566","86","155","2103","203","1502","126","612","1404","855","828","1012","1247","81","557","195","0","1347","170"
"2020-07-28","242","2046","471","569","86","156","2103","203","1505","126","612","1408","856","829","1012","1246","83","558","195","0","1349","170"
"2020-07-29","247","2038","470","571","86","157","2100","205","1500","126","611","1403","858","828","1010","1241","83","553","195","0","1345","171"
"2020-07-30","250","2040","469","571","86","157","2100","206","1499","126","612","1403","858","828","1014","1242","83","554","195","0","1346","170"
"2020-07-31","250","2040","469","573","86","157","2102","207","1500","126","614","1404","858","828","1014","1242","83","554","195","0","1347","170"
"2020-08-01","252","2040","470","573","87","157","2102","209","1501","126","615","1404","858","829","1015","1242","83","555","195","0","1347","170"
"2020-08-02","252","2040","470","575","87","157","2102","209","1501","126","616","1404","858","829","1016","1242","83","555","195","0","1348","171"
"2020-08-03","252","2041","470","575","87","157","2104","209","1503","126","619","1403","858","830","1016","1242","85","555","195","0","1348","171"
"2020-08-04","252","2041","470","576","87","158","2106","209","1503","126","620","1403","858","830","1017","1243","85","558","196","0","1348","171"
"2020-08-05","252","2038","470","577","87","158","2105","209","1502","126","618","1400","856","827","1016","1239","86","561","197","0","1347","171"
"2020-08-06","252","2037","471","578","87","158","2107","209","1502","126","618","1401","856","827","1016","1239","87","562","197","0","1348","171"
"2020-08-07","252","2037","471","578","87","158","2107","209","1502","126","618","1401","856","827","1016","1239","87","562","197","0","1348","171"
"2020-08-08","252","2038","472","578","87","158","2111","212","1504","126","619","1403","856","828","1018","1239","87","561","198","0","1350","172"
"2020-08-09","252","2038","473","580","87","158","2111","212","1504","126","619","1403","856","829","1018","1240","87","561","198","0","1350","172"
"2020-08-10","252","2038","473","580","87","158","2111","212","1505","126","620","1403","856","829","1018","1242","87","561","198","0","1350","172"
"2020-08-11","252","2038","474","580","87","158","2113","213","1505","126","621","1408","856","829","1020","1242","87","562","198","0","1349","172"
"2020-08-12","252","2036","473","579","88","158","2110","214","1505","124","621","1409","856","829","1020","1242","87","564","198","0","1348","172"
"2020-08-13","252","2035","474","580","88","158","2110","214","1508","124","622","1411","856","829","1020","1242","87","564","198","0","1349","172"
"2020-08-14","252","2036","477","581","89","158","2110","215","1508","124","621","1412","857","829","1020","1244","87","564","198","0","1349","172"
"2020-08-15","253","2036","477","582","89","158","2110","215","1508","124","622","1414","858","829","1020","1244","87","565","198","0","1349","172"
"2020-08-16","253","2036","477","582","89","158","2110","215","1508","124","622","1415","858","830","1020","1244","87","565","198","0","1349","172"
"2020-08-17","253","2036","477","583","89","158","2111","215","1508","124","622","1415","858","830","1020","1244","87","566","198","0","1350","172"
"2020-08-18","254","2036","478","583","90","158","2111","217","1509","124","623","1416","858","830","1020","1245","87","566","198","0","1350","172"
"2020-08-19","253","2033","480","582","90","158","2112","218","1509","124","624","1418","857","830","1023","1245","87","565","198","0","1349","171"
"2020-08-20","253","2034","480","582","90","159","2112","218","1509","124","624","1418","859","830","1024","1244","88","565","198","0","1350","171"
"2020-08-21","252","2032","480","584","91","159","2112","220","1510","124","624","1419","860","830","1025","1246","88","564","198","0","1352","171"
"2020-08-22","252","2031","482","584","91","159","2112","220","1510","124","624","1420","860","830","1025","1246","88","564","198","0","1352","171"
"2020-08-23","252","2032","482","584","91","159","2114","220","1510","124","624","1420","860","830","1025","1246","88","564","198","0","1352","171"
"2020-08-24","252","2032","482","584","91","159","2114","220","1510","124","624","1420","860","830","1025","1246","88","564","198","0","1352","171"
