"date","Assam/.","Assam/Airport","Assam/Airport Quarantine","Assam/Baksa","Assam/Barpeta","Assam/Biswanath","Assam/Bongaigaon","Assam/Cachar","Assam/Charaideo","Assam/Chirang","Assam/Darrang","Assam/Dhemaji","Assam/Dhubri","Assam/Dibrugarh","Assam/Dima Hasao","Assam/Goalpara","Assam/Golaghat","Assam/Hailakandi","Assam/Hojai","Assam/Jorhat","Assam/Kamrup","Assam/Kamrup Metropolitan","Assam/Karbi Anglong","Assam/Karimganj","Assam/Kishanganj","Assam/Kokrajhar","Assam/Lakhimpur","Assam/Majuli","Assam/Morigaon","Assam/Nagaon","Assam/Nalbari","Assam/Other State","Assam/Others","Assam/Sarusajai Quarantine Centre","Assam/Sivasagar","Assam/Sonitpur","Assam/South Salmara Mankachar","Assam/Tinsukia","Assam/Udalguri","Assam/West Karbi Anglong"
"2021-02-17","","","","","","474","","","","","","","","","","","","","","8785","","49612","","","","","","","","","","","","","","","","","",""
"2021-02-18","","","","","","","","","","","","","","","","","","","","","","49618","","","","","","","","","949","","","","","","","3383","",""
"2021-02-19","","","","","","","","","","","","","","9574","","","","","","","","49628","","","","","","","","","","","","","","","","3389","",""
"2021-02-20","","","","","","","","","","","","","","9577","","","","","","","","49634","","","","","","","","","","","","","","","","3392","",""
"2021-02-21","","","","","","","","","","","","","","","","","","","","","","49642","","","","","","","","","","","","","","","","3393","",""
"2021-02-22","","","","","","","","","","","","","","9580","","","","","","8787","","49650","","","","","","","","","","","","","","","","","",""
"2021-02-23","","","","","","","","","","","","","","9584","","","","","","","","49664","","","","","","","","","","","","","","","","3395","",""
"2021-02-24","","","","","","","","","","","","","","","","","","","","","","49678","","","","419","","","","","","","","","","","","3399","",""
"2021-02-25","","","","","","","","","","","","","","9588","","","","","","","","49692","","","","","","","","","","","","","","","","3405","",""
"2021-02-26","","","","","","","","","","","","","","9591","","","","","","8790","","49709","","","","","","","","","","","","","","","","3415","",""
"2021-02-27","","","","","","","","","","","","","","9593","","","","","","","","49716","","","","","","","","","","","","","","","","","",""
"2021-02-28","","","","","","","","","","","","","","9594","","","","","","","","49722","","","","","","","","4534","","","","","","","","3416","",""
"2021-03-01","","","","","","","","","","","","","","9597","","","","","","","","49745","","","","","","","","","","","","","","","","3423","",""
"2021-03-02","","","","","","","","","","","","","","","","","","","","","","49754","","","","421","","","","","","","","","","","","","",""
"2021-03-03","","","","","","","","","","","","","","","","","","","","","","49759","","","","","","","","","","","","","","","","3426","",""
"2021-03-04","","","","","","","","6244","","","","","","9598","","","","","","","","49771","","","","","","","","","","","","","","","","3431","759",""
"2021-03-05","","","","","","","","","","","","","","9604","","","","","","","","49780","","","","","","","","","","","","","","","","3439","",""
"2021-03-06","","","","","","","","6246","","","","","","","","","","","","","","49783","","","","","","","","","","","","","","","","3441","",""
"2021-03-07","","","","","","","","","","","","766","","9605","","","","","","","","49796","","","","","","","638","","","","","","","","","3442","",""
"2021-03-08","","","","","","","","","","","","","","9607","","","","","","","","49805","","","","","","","","","","","","","","","","3445","",""
"2021-03-09","","","","","","","1304","","","","","","","9608","","","","","","","4594","49816","","","","","","","","","","","","","","","","3453","",""
"2021-03-10","","","","","","","1305","","","","","","","9616","","","","","","8791","4595","49827","","","","","","","","","","","","","","","","","",""
"2021-03-11","","","","","","","","","","","","","","","","","","","","","","49834","","","","","","","","","","","","","","","","3458","",""
"2021-03-12","","","","","","","","","","","","","","9619","","","","","","","","49839","","","","","","","","4537","","","","","","2566","","","",""
"2021-03-13","","","","","","","","","","","","","","","","","3802","","","8792","","49847","","","","","","","","4540","","","","","","","","3459","",""
"2021-03-14","","","","","","","","6247","","","","","","","","","","","","8795","","49857","","","","","","","","","","","","","","","","3462","",""
"2021-03-15","","","","","","","","","","","","","","","","","","","","","","49867","","","","","","","","4544","","","","","","","","3465","",""
"2021-03-16","","","","","","","","6248","","","","","","","","","","","","","","49877","","","","","","","642","","","","","","","","","3472","",""
"2021-03-17","","","","","","","","","","","","","","","","","","","","8810","","49887","","","","","","","","","","","","","","","","3475","",""
"2021-03-18","","","","","","","","","","283","","","","","","","","","","8814","","49907","","","","","","","","4547","","","","","","","","","",""
"2021-03-19","","","","","","","","","","","","","","9624","","","","","","8819","","49912","","","","","","","","","","","","","","","","","",""
"2021-03-21","","","","","","","","6250","","","","","","","","","","","","8821","","49923","","","","","","","","4549","","","","","","","","3478","",""
"2021-03-23","","","","","","","","","","","","","","","","","","","","","","49961","","","","","","","","4551","","","","","","2568","","3480","763",""
"2021-03-24","","","","","","","","","","","","","","","","","","","","","","49980","","","","","","","","","","","","","533","2576","","","",""
"2021-03-25","","","","","","","1306","6251","","","","","","9632","","","","","","8825","4597","49998","633","","","422","","","","","","","","","534","","","3483","",""
"2021-03-26","","","","","","","1310","","","","","","","9637","","","","","","8828","4602","50009","","1207","","423","","","","4552","","","","","535","2577","","3485","",""
"2021-03-27","","","","688","","","","","","","","","","9640","","","","","1647","8829","4604","50027","","","","","","","643","","","","","","","2578","","3503","",""
"2021-03-28","","","","","","","","6254","","","","","","9642","","","","","","","","50042","","1211","","","","","","4556","","","","","","","","3523","",""
"2021-03-29","","","","","","","1313","6255","","","","","","9644","","","","","","8830","4608","50061","","","","","","","","4559","","","","","536","","","3529","",""
"2021-03-30","","","","","","477","","","","284","","","","9652","","","","1636","","8831","4620","50079","","1212","","","","","","4560","","","","","538","2579","","3531","764",""
"2021-03-31","","","","","","","","","","","","","","","","","","1638","","8832","4623","50105","","1213","","","","","","4567","950","","","","540","2580","","","",""
"2021-04-01","","","","","","","1314","","","","","","","9658","","","3803","","","8837","4627","50138","634","","","","","","","4568","","","","","542","2581","","3534","",""
"2021-04-02","","","","","1122","","1317","","","285","","","","9665","","","3805","","1648","8840","4631","50166","","","","","","","644","4571","952","","","","","2585","","3537","",""
"2021-04-03","","","","","","","1319","6256","","","","","","9673","242","666","3808","","1650","","","50196","636","","","","3007","","646","4577","","","","","","2586","","3541","768",""
"2021-04-05","","","","","","","","","","","","","","9679","","","3810","1639","1651","8843","4640","50226","","","","","","","","4584","953","","","","543","2590","","3546","",""
"2021-04-06","","","","","","478","","6261","","","1968","","","9687","","","3813","","1656","8857","4645","50252","","1214","","","3008","","","4596","","","","","546","2595","","3548","",""
"2021-04-07","","","","689","1126","","1320","6263","117","288","1969","","","9706","243","668","3816","1640","1658","8861","4661","50356","637","1215","","","","","","4600","954","1","","","553","2596","","3560","770",""
"2021-04-08","","","","690","1127","","1326","6268","","","1970","","1725","9732","244","669","3822","","1667","8866","4673","50484","","1221","","425","","","647","4605","958","","","","559","2601","","3570","771",""
"2021-04-09","","","","","1135","481","1333","6275","","291","1975","767","1727","9739","","675","3830","","1669","8877","4682","50637","639","1225","","427","","167","","4617","962","","","","561","2611","","3579","773",""
"2021-04-10","","","","701","1158","486","1346","6295","118","303","1981","769","1733","9762","247","687","3842","1644","1670","8894","4710","50782","647","1230","","431","3011","","652","4628","964","2","","","564","2621","","3587","","40"
"2021-04-11","","","","705","1160","","1347","6305","120","","1990","773","1734","9785","","688","3843","1645","1674","8906","4723","50968","","1237","","434","3015","","654","4646","966","","","","569","2635","","3604","775","42"
"2021-04-12","","","","712","1174","489","1366","6331","124","310","2005","788","1742","9828","249","697","3851","","1682","8924","4771","51161","656","1260","","441","3022","","661","4675","968","","","","572","2655","","3627","776",""
"2021-04-13","","","","715","1192","491","1376","6343","","314","2015","794","1747","9902","250","705","3862","","1692","8949","4819","51410","665","1275","","445","3026","","667","4692","978","","","","574","2667","","3637","781",""
"2021-04-14","","","","717","1198","","1381","6365","","","2018","798","1748","9921","","708","3864","","1695","8963","4852","51611","682","1276","","452","3034","168","668","4700","980","","2","","576","2676","","3645","782",""
"2021-04-15","","","","","1200","492","1384","6372","130","","2025","800","","9985","","711","3869","","1712","8979","4883","51866","699","1280","","456","","","674","4707","983","4","","","577","2684","","3669","786",""
"2021-04-16","","","","720","1213","497","1391","6381","","321","2031","803","1753","10010","","716","3874","1646","1729","8990","4930","52111","718","1294","","471","3036","","680","4740","1001","7","","","582","2714","56","3679","787",""
"2021-04-17","","","","724","1240","512","1405","6398","131","324","2041","818","1761","10052","252","728","3891","","1744","9011","4986","52471","743","1307","","487","3046","","692","4772","1025","","","","594","2761","58","3710","796",""
"2021-04-18","","","","","1245","","1418","6406","","328","2053","836","1763","10078","","737","3898","","1751","9025","5021","52825","755","1316","","490","3053","","698","4800","1030","10","","","611","2781","","3725","",""
"2021-04-20","","","","732","1291","520","1443","6452","134","345","2087","844","1775","10168","257","763","3942","1648","1778","9065","5111","53567","802","1329","","509","3064","168","710","4873","1057","14","","","639","2863","61","3779","800","43"
"2021-04-23","","","","748","1363","530","1478","6495","145","357","2157","864","1789","10322","265","845","4023","1652","1824","9131","5270","54450","844","1343","","537","3104","171","765","4973","1133","17","","","696","2956","66","3837","822","45"
"2021-04-24","","","","760","1454","547","1530","6602","148","370","2221","882","1805","10437","274","882","4066","1661","1852","9184","5466","55265","869","1363","","559","3128","175","823","5096","1193","18","","","738","3053","73","3869","843","47"
"2021-04-26","","","","787","1573","559","1579","6672","159","382","2348","925","1846","10705","287","944","4133","1681","1902","9268","5721","56418","898","1389","","609","3175","184","888","5203","1265","24","","","794","3128","85","3910","892","57"
"2021-04-27","","","","814","1660","568","1641","6723","178","399","2404","949","1891","10933","298","987","4205","1694","1945","9395","5918","57731","938","1413","","681","3218","187","946","5328","1364","32","","","851","3172","94","3971","931","63"
"2021-04-28","","","","832","1756","581","1686","6788","201","412","2510","978","1963","11162","311","1036","4266","1703","1964","9462","6143","58937","969","1440","","742","3273","197","972","5453","1478","","","","911","3214","105","4060","959","71"
"2021-04-29","","","","852","1876","587","1751","6869","221","426","2621","1003","2022","11400","327","1071","4352","1720","2005","9539","6377","59966","1002","1486","","823","3336","209","1015","5609","1581","33","","","966","3292","115","4115","1001","78"
"2021-04-30","","","","873","1974","625","1817","6950","254","441","2741","1031","2082","11645","357","1109","4404","1741","2053","9615","6510","61150","1069","1522","","910","3390","215","1058","5677","1724","40","","","1021","3369","140","4218","1032","86"
"2021-05-01","","","","893","2096","644","1873","7043","270","458","2861","1086","2127","11909","368","1140","4491","1763","2090","9711","6644","62567","1133","1558","","941","3434","216","1123","5761","1857","51","","","1070","3433","154","4354","1088","89"
"2021-05-03","","","","917","2234","700","1958","7180","291","487","2944","1120","2223","12369","393","1246","4598","1796","2130","9821","6883","64212","1163","1594","","970","3518","217","1196","5962","2058","54","","","1149","3507","176","4466","1155","98"
"2021-05-04","","","","951","2371","780","2025","7319","309","497","3060","1166","2301","12791","404","1330","4702","1829","2176","9928","7289","65629","1240","1659","","1002","3609","221","1298","6184","2235","57","","","1207","3620","194","4555","1209","113"
"2021-05-05","","","","991","2580","842","2122","7469","331","532","3205","1196","2368","13171","412","1452","4867","1881","2241","10053","7659","67012","1351","1737","","1030","3687","223","1429","6365","2437","65","","","1286","3782","200","4720","1267","123"
"2021-05-06","","","","1023","2736","897","2229","7586","349","543","3314","1251","2465","13655","445","1567","5023","1949","2296","10171","8113","68365","1422","1812","","1105","3787","236","1549","6640","2567","","","","1374","3946","221","4867","1314","136"
"2021-05-07","","","","1084","2936","938","2352","7754","376","579","3495","1317","2551","14108","466","1739","5173","1994","2367","10277","8587","69916","1522","1920","","1179","3917","240","1730","6934","2743","76","","","1464","4127","232","5027","1375","149"
"2021-05-08","","","","1137","3139","1029","2489","7972","391","601","3632","1425","2641","14500","482","1885","5299","2053","2449","10443","10130","70400","1631","2039","","1259","4030","253","1870","7226","2926","80","","","1563","4307","256","5228","1466","169"
"2021-05-09","","","","1148","3197","1038","2543","8071","427","604","3717","1454","2683","14728","489","1946","5331","2107","2499","10527","10267","71746","1685","2129","","1347","4073","256","1943","7320","3022","82","","","1604","4407","263","5376","1499","171"
"2021-05-10","","","","1221","3415","1132","2651","8286","446","627","3831","1545","2848","15120","511","2087","5499","2198","2582","10688","11748","72232","1770","2268","","1440","4213","292","2138","7595","3222","85","","","1695","4572","291","5466","1596","192"
"2021-05-11","","","","1279","3630","1211","2824","8544","465","657","3992","1627","3000","15627","538","2262","5673","2299","2679","10875","12275","73817","1861","2393","","1538","4324","296","2235","7908","3426","87","","","1782","4762","325","5685","1661","203"
"2021-05-12","","","","1344","3818","1274","2909","8773","485","680","4192","1696","3104","16008","560","2433","5820","2415","2761","11026","12735","75273","1943","2521","","1593","4416","306","2485","8201","3593","","","","1877","4917","354","5871","1713","233"
"2021-05-13","","","","1397","4010","1350","2969","9019","521","703","4390","1755","3224","16460","597","2600","6004","2496","2849","11202","13166","76446","2022","2615","","1649","4520","323","2683","8533","3770","88","","","1979","5099","373","6073","1758","241"
"2021-05-14","","","","1455","4048","1392","3016","9169","575","733","4477","1811","3276","16812","625","2658","6130","2530","2913","11324","13489","77553","2076","2665","","1733","4587","330","2775","8757","3878","89","","","2080","5280","379","6260","1827","258"
"2021-05-15","","","","1528","4219","1459","3070","9437","613","765","4715","1854","3408","17073","655","2823","6273","2644","2997","11511","13913","78565","2166","2772","","1801","4681","336","2990","9100","4059","93","","","2178","5571","413","6449","1907","272"
"2021-05-16","","","","1544","4301","1476","3149","9699","628","770","4839","1867","3456","17313","662","2940","6352","2719","3033","11608","14124","79762","2226","2842","","1835","4713","338","3095","9271","4132","95","","","2234","5670","446","6596","1944","281"
"2021-05-17","","","","1614","4496","1547","3213","10034","673","805","5111","1912","3613","17772","713","3202","6530","2840","3183","11785","15224","80264","2352","2983","","1922","4821","346","3307","9701","4339","101","","","2366","5922","498","6765","2083","317"
"2021-05-18","","","","1693","4651","1628","3262","10389","711","831","5346","1948","3789","18217","747","3419","6687","2958","3262","11889","16145","80674","2474","3070","","2011","4941","367","3551","10152","4493","105","","","2511","6195","566","6948","2217","342"
"2021-05-19","","","","1763","4880","1687","3350","10827","747","869","5602","2015","3938","18614","804","3642","6849","3081","3382","12054","17058","81037","2621","3192","","2099","5032","376","3778","10600","4653","106","","","2664","6406","639","7282","2324","361"
"2021-05-20","","","","1855","5078","1784","3447","11179","779","903","5836","2123","4104","19104","886","3850","7039","3196","3526","12210","17490","82121","2699","3333","","2173","5125","389","3973","11077","4769","112","","","2794","6768","717","7664","2413","389"
"2021-05-21","","","","1950","5258","1870","3486","11615","835","941","6041","2222","4281","19415","964","4058","7232","3301","3641","12386","18397","82541","2755","3435","","2307","5211","400","4154","11510","4927","118","","","2969","7123","801","7896","2525","406"
"2021-05-22","","","","2049","5448","1943","3555","12117","873","963","6229","2319","4414","19787","1054","4217","7411","3384","3748","12572","19299","82930","2836","3542","","2404","5295","409","4364","11932","5043","121","","","3130","7381","870","8263","2621","428"
"2021-05-23","","","","2073","5498","1989","3613","12366","906","965","6296","2344","4470","20195","1096","4277","7488","3483","3810","12710","19923","83136","2886","3601","","2457","5348","418","4525","12091","5096","","","","3198","7527","937","8573","2658","440"
"2021-05-24","","","","2159","5703","2069","3678","12883","942","991","6451","2454","4637","20707","1209","4526","7704","3568","3895","12908","20652","83513","2944","3755","","2534","5511","429","4761","12508","5225","123","","","3408","7839","999","8879","2723","448"
