"date","Mississippi/Adams","Mississippi/Alcorn","Mississippi/Amite","Mississippi/Attala","Mississippi/Benton","Mississippi/Bolivar","Mississippi/Calhoun","Mississippi/Carroll","Mississippi/Chickasaw","Mississippi/Choctaw","Mississippi/Claiborne","Mississippi/Clarke","Mississippi/Clay","Mississippi/Coahoma","Mississippi/Copiah","Mississippi/Covington","Mississippi/DeSoto","Mississippi/Forrest","Mississippi/Franklin","Mississippi/George","Mississippi/Greene","Mississippi/Grenada","Mississippi/Hancock","Mississippi/Harrison","Mississippi/Hinds","Mississippi/Holmes","Mississippi/Humphreys","Mississippi/Issaquena","Mississippi/Itawamba","Mississippi/Jackson","Mississippi/Jasper","Mississippi/Jefferson","Mississippi/Jefferson Davis","Mississippi/Jones","Mississippi/Kemper","Mississippi/Lafayette","Mississippi/Lamar","Mississippi/Lauderdale","Mississippi/Lawrence","Mississippi/Leake","Mississippi/Lee","Mississippi/Leflore","Mississippi/Lincoln","Mississippi/Lowndes","Mississippi/Madison","Mississippi/Marion","Mississippi/Marshall","Mississippi/Monroe","Mississippi/Montgomery","Mississippi/Neshoba","Mississippi/Newton","Mississippi/Noxubee","Mississippi/Oktibbeha","Mississippi/Panola","Mississippi/Pearl River","Mississippi/Perry","Mississippi/Pike","Mississippi/Pontotoc","Mississippi/Prentiss","Mississippi/Quitman","Mississippi/Rankin","Mississippi/Scott","Mississippi/Sharkey","Mississippi/Simpson","Mississippi/Smith","Mississippi/Stone","Mississippi/Sunflower","Mississippi/Tallahatchie","Mississippi/Tate","Mississippi/Tippah","Mississippi/Tishomingo","Mississippi/Tunica","Mississippi/Unassigned","Mississippi/Union","Mississippi/Walthall","Mississippi/Warren","Mississippi/Washington","Mississippi/Wayne","Mississippi/Webster","Mississippi/Wilkinson","Mississippi/Winston","Mississippi/Yalobusha","Mississippi/Yazoo"
"2020-03-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-23","1","0","0","0","0","1","0","0","2","0","0","0","0","1","0","0","5","0","0","0","0","0","0","6","4","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","2","1","0","2","2","1","0","0","0","0","0","0","3","0","2","0","1","0","0","0","1","0","0","0","0","0","0","1","0","2","0","0","","0","0","0","1","0","0","0","0","0","0"
"2020-03-24","0","0","0","2","0","0","0","0","3","1","0","0","0","3","1","0","6","3","0","0","0","0","1","3","7","0","0","0","0","3","0","0","0","0","0","3","1","0","0","1","4","1","0","0","3","0","0","1","1","0","1","1","0","0","1","0","3","1","0","0","5","1","0","0","0","0","1","1","0","2","0","1","","0","0","0","1","0","1","1","0","0","2"
"2020-03-25","0","0","1","1","0","0","1","0","0","2","0","0","0","0","1","0","7","1","0","0","0","0","0","1","7","1","0","0","0","2","0","0","0","0","0","0","0","0","1","1","2","3","0","0","3","0","1","0","2","0","0","0","2","0","0","0","3","0","1","0","7","1","0","0","0","0","0","0","1","0","0","0","","1","1","0","0","0","0","1","1","0","0"
"2020-03-26","1","0","0","3","1","2","2","0","1","1","0","0","0","6","2","0","13","1","-1","0","0","0","1","6","5","0","0","0","0","4","0","0","0","0","0","2","2","3","2","1","1","0","2","2","4","0","3","0","0","0","0","0","3","2","3","0","2","1","0","2","3","1","0","0","0","0","1","0","4","3","0","2","","0","1","0","4","0","0","3","0","3","0"
"2020-03-27","3","0","-1","1","1","3","0","0","2","0","0","0","1","1","0","0","14","0","0","0","0","0","3","3","7","3","0","0","0","8","0","1","0","0","1","1","0","7","0","0","0","0","0","1","4","0","2","0","0","1","0","0","2","0","2","1","0","1","0","1","6","2","1","0","0","0","1","0","2","1","0","1","","1","0","0","2","0","1","1","0","0","1"
"2020-03-28","0","1","0","1","0","2","0","0","1","0","0","1","0","0","0","1","2","2","1","0","0","0","0","4","8","3","1","0","0","9","0","0","0","2","0","0","0","2","0","0","2","2","2","1","4","2","2","0","1","2","0","1","2","0","5","0","0","0","1","1","2","1","0","1","0","0","2","0","0","3","0","0","","0","1","0","2","0","0","2","1","0","0"
"2020-03-29","1","0","4","0","2","0","0","1","0","1","1","0","0","0","0","0","6","1","0","2","0","1","6","5","8","0","0","0","0","1","0","0","0","2","0","2","0","3","0","1","4","0","1","0","8","1","2","2","1","1","0","0","1","1","4","0","2","-1","2","0","4","0","0","0","0","0","3","0","1","5","0","0","","0","0","1","3","0","0","1","0","0","1"
"2020-03-30","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0"
"2020-03-31","3","3","0","1","0","11","0","0","3","1","0","3","2","3","1","1","13","2","0","0","","0","1","2","24","2","1","","0","6","","0","","1","0","2","1","20","0","0","3","4","2","1","5","1","1","1","1","0","1","1","2","2","3","1","3","2","0","-1","5","3","0","0","0","","1","0","2","3","1","6","","0","0","0","4","","2","2","3","3","4"
