"date","Andaman and Nicobar Islands","Andhra Pradesh","Arunachal Pradesh","Assam","Bihar","Chandigarh","Chhattisgarh","Delhi","Goa","Gujarat","Haryana","Himachal Pradesh","Jammu and Kashmir","Jharkhand","Karnataka","Kerala","Madhya Pradesh","Maharashtra","Manipur","Meghalaya","Mizoram","Nagaland","Odisha","Puducherry","Punjab","Rajasthan","Sikkim","Tamil Nadu","Telangana","Tripura","Uttar Pradesh","Uttarakhand","West Bengal"
"2020-06-15","   .00 %","-83.53 %","","-91.67 %","-73.68 %"," 20.00 %","-55.56 %","  5.74 %","   .00 %","-29.37 %","-68.33 %","-62.50 %","-68.51 %","-86.67 %","-90.12 %","-39.39 %","-37.55 %","-66.36 %","   .00 %","","   .00 %","   .00 %","-84.62 %","   .00 %","-70.74 %","-44.75 %","","-77.45 %","-52.20 %","-50.00 %","-58.61 %","-46.67 %","-49.48 %"
"2020-06-16","   .00 %","-97.57 %","","-97.09 %","-92.13 %","   .00 %","-94.87 %"," 32.51 %","   .00 %","-46.39 %","-75.48 %","-87.50 %","-88.49 %","-97.57 %","-97.67 %","-84.50 %","-62.20 %","-72.22 %","","","   .00 %","","-96.19 %","   .00 %","-91.88 %","-66.90 %","","-90.69 %","-73.95 %","-97.73 %","-82.61 %","-83.22 %","-78.09 %"
"2020-06-17","","-99.04 %","","-98.65 %","-96.25 %","   .00 %","-99.41 %","  3.76 %","   .00 %","-58.46 %","-92.24 %","-98.74 %","-95.46 %","-99.36 %","-99.12 %","-97.86 %","-85.19 %","-87.05 %","","","","","-98.66 %"," 25.00 %","-98.38 %","-82.64 %","   .00 %","-94.56 %","-86.81 %","-99.71 %","-93.29 %","-96.51 %","-90.78 %"
"2020-06-18","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","  3.52 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 20.00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"
"2020-06-19","   .00 %","   .00 %","","-98.85 %"," ##.## %","   .00 %","-99.29 %","  3.45 %","   .00 %"," ##.## %","   .00 %","-99.55 %","   .00 %","-98.95 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","","","   .00 %","","   .00 %"," 16.67 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","-99.70 %"," ##.## %","-96.66 %","   .00 %"
"2020-06-20","","-96.38 %","","-95.79 %","-91.15 %","   .00 %","-90.00 %","  3.89 %","   .00 %","-39.99 %","-65.88 %","-72.73 %","-83.26 %","-95.54 %","-96.00 %","-80.19 %","-56.41 %","-66.82 %","","","   .00 %","","-95.44 %","   .00 %","-85.53 %","-57.37 %","","-85.86 %","-69.71 %","-97.30 %","-75.55 %","-77.39 %","-73.07 %"
"2020-06-21","   .00 %","   .00 %","","-98.58 %"," ##.## %","   .00 %","-99.22 %","  3.06 %","   .00 %"," ##.## %","   .00 %","-99.57 %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","","","   .00 %","","   .00 %"," 14.29 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","-99.70 %"," ##.## %","   .00 %","   .00 %"
"2020-06-22","","   .00 %","","-96.97 %","   .00 %","   .00 %","   .00 %","  2.74 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","","","   .00 %",""," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %"," ##.## %","-98.55 %","   .00 %","-85.94 %","   .00 %"
"2020-06-23","   .00 %"," ##.## %",""," 33.33 %"," ##.## %","   .00 %","   .00 %","  3.12 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","","   .00 %",""," ##.## %"," 12.50 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-24","   .00 %","-95.49 %","-66.67 %","-95.88 %","-90.09 %","   .00 %","-90.38 %","  2.85 %","   .00 %","-37.76 %","-63.30 %","-66.67 %","-82.89 %","-96.83 %","-95.50 %","-81.67 %","-55.17 %","-64.36 %","","","   .00 %","","-93.41 %","   .00 %","-85.48 %","-53.49 %","   .00 %","-83.65 %","-67.63 %","-97.67 %","-74.21 %","-75.00 %","-72.36 %"
"2020-06-25","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","  2.77 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","","   .00 %",""," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","-90.91 %","   .00 %","-40.35 %","   .00 %"
"2020-06-26","   .00 %","-97.92 %","-91.67 %","-97.87 %","-94.30 %","   .00 %","-98.94 %","  2.65 %","   .00 %","-49.97 %","-84.35 %","-95.80 %","-92.12 %","-98.77 %","-97.96 %","-96.42 %","-78.91 %","-79.47 %","","","   .00 %","","-97.02 %","   .00 %","-97.38 %","-75.24 %","   .00 %","-89.72 %","-80.39 %","-99.63 %","-88.96 %","-94.28 %","-86.63 %"
"2020-06-27","","-96.73 %","-83.33 %","-95.97 %","-91.99 %","   .00 %","-95.91 %","  2.71 %","   .00 %","-42.61 %","-70.54 %","-87.50 %","-87.37 %","-97.79 %","-96.86 %","   .00 %","-65.64 %","   .00 %","","","   .00 %","","-95.33 %"," 11.11 %","-91.93 %","-64.70 %","   .00 %","-86.15 %","   .00 %","-98.98 %","-81.83 %","   .00 %","-80.23 %"
"2020-06-28","   .00 %","-96.69 %","","-94.25 %","-92.16 %","   .00 %","-96.83 %","  2.60 %"," 50.00 %","-43.13 %","-70.83 %","-88.89 %","-88.08 %","-97.96 %","-96.80 %","-93.02 %","-69.30 %","-71.90 %","","","   .00 %","","-95.30 %"," 10.00 %","-93.19 %","-65.13 %","   .00 %","-86.12 %","-73.20 %","-99.21 %","-82.97 %","-88.00 %","-81.14 %"
"2020-06-29","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","  2.22 %","   .00 %"," ##.## %"," ##.## %"," 33.33 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-06-30","   .00 %","-83.65 %","   .00 %","-73.81 %","-71.43 %","   .00 %","-71.79 %","  2.36 %","   .00 %","-21.25 %","-39.10 %","-50.00 %","-68.00 %","-89.19 %","-86.84 %","-59.32 %","-34.39 %","-42.39 %","   .00 %","","   .00 %","","-80.37 %","  9.09 %","-56.00 %","-29.48 %","   .00 %","-65.29 %","-46.24 %","-90.91 %","-51.74 %","-37.10 %","-49.85 %"
"2020-07-01","   .00 %"," ##.## %","-93.75 %"," ##.## %"," ##.## %","   .00 %","   .00 %","  2.27 %"," 33.33 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","","   .00 %","   .00 %",""," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-02","   .00 %","   .00 %","","-97.13 %"," ##.## %","   .00 %","-97.79 %","  2.22 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","","","   .00 %",""," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","-99.52 %"," ##.## %","-90.64 %","   .00 %"
"2020-07-03","   .00 %","   .00 %","   .00 %","-57.89 %","   .00 %","   .00 %","-15.38 %","  2.10 %","   .00 %","   .00 %","   .00 %","-12.50 %","   .00 %","-42.11 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","-45.45 %","  8.33 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","-11.11 %","   .00 %"
"2020-07-04","   .00 %"," ##.## %","   .00 %","   .00 %"," 80.00 %","   .00 %"," 44.44 %","  2.83 %"," 50.00 %"," 17.65 %"," 60.90 %"," ##.## %"," ##.## %"," 37.50 %"," ##.## %"," 25.00 %"," 22.98 %"," 42.96 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  7.69 %"," 80.25 %"," 41.64 %","   .00 %"," 95.47 %"," 41.94 %","   .00 %"," 44.14 %"," 81.82 %"," 32.61 %"
"2020-07-05","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.11 %","  2.14 %"," 16.67 %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"
"2020-07-06","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," 30.00 %","  1.59 %","   .00 %"," 18.09 %"," 65.61 %"," 20.00 %"," 63.75 %"," 71.43 %"," ##.## %"," 28.57 %"," 25.99 %"," 62.04 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 71.76 %"," 35.76 %","   .00 %"," ##.## %"," 46.11 %","   .00 %"," 44.47 %"," 51.85 %"," 35.84 %"
"2020-07-07","   .00 %","-96.55 %","-92.59 %","-97.10 %","-90.35 %"," 16.67 %","-99.19 %","  1.63 %"," 14.29 %","-47.49 %","-83.63 %","-96.93 %","-89.78 %","-98.06 %","-96.16 %","-97.63 %","-82.85 %","-77.31 %","","","   .00 %","","-95.52 %","   .00 %","-96.17 %","-75.00 %","   .00 %","-84.84 %","-78.53 %","-99.73 %","-88.41 %","-95.39 %","-86.76 %"
"2020-07-08","   .00 %","-96.37 %","-92.59 %","-97.11 %","-90.42 %","   .00 %","-99.22 %","  1.54 %","   .00 %","-47.21 %","-83.04 %","-97.64 %","-89.65 %","-97.97 %","-95.62 %","-97.68 %","-81.04 %","-79.08 %","","-98.51 %","   .00 %","","-95.01 %","   .00 %","-95.99 %","-74.53 %","   .00 %","-84.32 %","-77.78 %","-99.73 %","-87.78 %","-95.42 %","-86.48 %"
"2020-07-09","   .00 %"," ##.## %",""," ##.## %"," ##.## %","   .00 %","   .00 %","  1.43 %"," 12.50 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","","",""," ##.## %"," 14.29 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"
"2020-07-10","   .00 %","-85.59 %","","-69.23 %","-73.68 %","   .00 %","-82.76 %","  1.31 %","   .00 %","-23.86 %","-37.69 %","   .00 %","-65.32 %","-88.51 %","-82.13 %","   .00 %","-38.18 %","-42.95 %","","-75.00 %","   .00 %","","-75.00 %","  6.25 %","-68.26 %","-36.97 %","   .00 %","-61.36 %","-45.41 %","-97.22 %","-56.23 %","-60.55 %","-55.07 %"
"2020-07-11",""," ##.## %","   .00 %"," ##.## %"," ##.## %"," 14.29 %"," ##.## %","  1.05 %"," 33.33 %"," 36.42 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 45.00 %"," 42.03 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  5.88 %"," ##.## %"," 89.63 %","   .00 %"," ##.## %"," 94.01 %"," ##.## %"," ##.## %"," 62.50 %"," 83.03 %"
"2020-07-12","   .00 %","-94.15 %","-81.82 %","-91.83 %","-85.36 %","   .00 %","-97.18 %","  1.13 %"," 16.67 %","-38.92 %","-71.59 %","-94.32 %","-81.23 %","-95.49 %","-91.00 %","-93.54 %","-68.66 %","-67.43 %","","-96.43 %","   .00 %","","-88.15 %","   .00 %","-92.90 %","-61.48 %","   .00 %","-77.27 %","-66.19 %","-99.08 %","-80.83 %","-90.16 %","-77.40 %"
"2020-07-13","   .00 %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","  1.21 %"," 21.43 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"
"2020-07-14","   .00 %","-66.25 %","   .00 %","-42.55 %","-47.01 %"," 25.00 %","-61.36 %","  1.04 %","  5.88 %","-13.50 %","-25.62 %","-72.73 %","-42.07 %","-64.44 %","-59.42 %","-49.25 %","-21.27 %","-25.08 %","   .00 %","   .00 %","   .00 %","","-49.21 %","   .00 %","-38.75 %","-19.43 %","   .00 %","-42.95 %","-23.03 %","-90.48 %","-35.43 %","-30.77 %","-32.37 %"
"2020-07-15","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," 10.00 %","   .00 %","  1.21 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %","-66.67 %","","   .00 %"," ##.## %","  5.56 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","-62.50 %"," ##.## %","-13.21 %"," ##.## %"
"2020-07-16","   .00 %","   .00 %","-90.91 %","   .00 %"," ##.## %","   .00 %","   .00 %","  1.69 %","  5.56 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," ##.## %","","-96.77 %","   .00 %","","   .00 %"," 15.79 %","   .00 %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","   .00 %"
"2020-07-17","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .75 %"," 10.53 %"," 55.24 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 83.39 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 13.64 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-18","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","  9.09 %"," ##.## %","   .74 %","   .00 %"," 16.38 %"," 48.47 %"," 60.00 %"," ##.## %"," ##.## %"," ##.## %"," 66.67 %"," 32.02 %"," 64.88 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  4.00 %"," 84.30 %"," 38.52 %","   .00 %"," ##.## %"," 63.14 %"," ##.## %"," 64.78 %"," 23.08 %"," 61.08 %"
"2020-07-19","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .88 %","  4.76 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","-95.31 %","",""," ##.## %","  7.69 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-20","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .98 %","  4.55 %"," 13.12 %"," 39.60 %"," 33.33 %"," 97.62 %"," ##.## %"," ##.## %"," 72.00 %"," 31.67 %"," 37.93 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," 74.47 %"," 26.43 %","   .00 %"," 70.20 %"," 46.86 %"," ##.## %"," 55.08 %"," 36.84 %"," 52.12 %"
"2020-07-21","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .75 %"," 13.04 %"," 29.36 %"," 97.75 %"," 80.00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 57.21 %"," 86.42 %","   .00 %","-40.00 %","","   .00 %"," ##.## %","  7.14 %"," ##.## %"," 64.22 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 55.88 %"," 98.99 %"
"2020-07-22","   .00 %"," ##.## %","-88.46 %","   .00 %"," ##.## %","  8.33 %","   .00 %","   .80 %","  7.69 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","-94.83 %","   .00 %",""," ##.## %","  3.33 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-23","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .71 %","  3.57 %"," 63.21 %"," ##.## %"," 80.00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  9.68 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-24","   .00 %"," ##.## %","-40.00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .87 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","-20.00 %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-25","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .78 %"," 13.79 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"," 11.76 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-26","   .00 %","-82.07 %","-75.00 %","-83.80 %","-71.98 %","   .00 %","-94.98 %","   .56 %","  6.06 %","-33.17 %","-69.80 %","-92.99 %","-72.54 %","-88.01 %","-77.92 %","-90.72 %","-65.90 %","-61.78 %","","-90.48 %","   .00 %","-63.64 %","-79.19 %","  5.26 %","-90.86 %","-56.71 %","   .00 %","-62.34 %","","-95.49 %","-74.59 %","-89.05 %","-70.94 %"
"2020-07-27","   .00 %"," ##.## %","-80.00 %","   .00 %"," ##.## %","  7.69 %","   .00 %","   .69 %","  2.86 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","","   .00 %","","-28.57 %"," ##.## %","  2.50 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","-66.00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-07-28","   .00 %","-67.42 %","-40.00 %","-72.67 %","-58.32 %","   .00 %","-80.09 %","   .74 %","   .00 %","-20.07 %","-35.06 %","-59.26 %","-48.18 %","-73.76 %","-58.37 %","-72.54 %","-37.75 %","-38.41 %","","-85.71 %","   .00 %","-50.00 %","-60.71 %","  9.76 %","-72.46 %","-34.44 %","   .00 %","-45.74 %","-38.87 %","-73.42 %","-51.60 %","-69.19 %","-50.19 %"
"2020-07-29"," ##.## %","-76.08 %","-70.00 %","-77.06 %","-67.23 %","   .00 %","-91.62 %","   .68 %","  8.33 %","-26.97 %","-58.88 %","-86.08 %","-61.46 %","-83.69 %","-70.92 %","-85.02 %","-56.25 %","-52.21 %","-97.83 %","-84.62 %","   .00 %","-50.00 %","-71.74 %","  4.44 %","-85.70 %","-47.83 %","   .00 %","-55.82 %","-50.74 %","-89.50 %","-66.41 %","-83.68 %","-62.78 %"
"2020-07-30"," 50.00 %","   .00 %","-72.73 %","   .00 %","-66.98 %","   .00 %","   .00 %","   .75 %","  7.69 %"," ##.## %","   .00 %","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","-91.84 %","-96.77 %","   .00 %","-60.00 %"," ##.## %"," -4.26 %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","-91.06 %","   .00 %","   .00 %","   .00 %"
"2020-07-31"," 66.67 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  7.14 %"," ##.## %","   .70 %","  7.14 %"," 86.26 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  8.89 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-01"," 40.00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," 20.00 %"," ##.## %","   .67 %","  6.67 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  4.08 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-02"," 14.29 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  5.56 %"," ##.## %","   .38 %"," 10.42 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  1.96 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-03"," 25.00 %","-74.99 %","-83.33 %","-87.95 %","-63.74 %","   .00 %","-94.75 %","   .43 %","  5.66 %","-30.04 %","-72.51 %","-95.05 %","-68.12 %","-83.82 %","-72.59 %","-90.28 %","-66.72 %","-59.59 %","-94.87 %","-92.59 %","   .00 %","-66.67 %","-75.03 %","  7.69 %","-88.45 %","-57.85 %","   .00 %","-57.39 %","-57.12 %","","-71.48 %","-86.85 %","-67.45 %"
"2020-08-04"," 20.00 %","   .00 %","-82.35 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .30 %","  7.14 %"," ##.## %","   .00 %","   .00 %"," ##.## %","-83.60 %","   .00 %"," ##.## %"," ##.## %"," ##.## %","-91.43 %","-92.45 %","   .00 %","-66.67 %","   .00 %","  3.57 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .00 %","-91.57 %","   .00 %","   .00 %","-66.03 %"
"2020-08-05"," 16.67 %"," 93.43 %","   .00 %"," ##.## %"," 76.92 %","   .00 %"," ##.## %","   .28 %","  6.67 %"," 14.19 %"," 26.61 %","-11.11 %"," 51.62 %"," ##.## %"," 73.94 %"," 88.00 %"," 25.99 %"," 28.92 %","   .00 %"," 33.33 %","   .00 %","   .00 %"," 85.52 %"," 12.07 %"," 81.99 %"," 26.63 %","   .00 %"," 38.35 %"," 30.50 %"," ##.## %"," 44.15 %"," 84.91 %"," 47.09 %"
"2020-08-06"," 14.29 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .38 %","  3.12 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  7.69 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-07"," 18.75 %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," 15.00 %"," ##.## %","   .57 %","  6.06 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  7.14 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-08","  5.26 %"," ##.## %","-66.67 %"," ##.## %"," ##.## %","  4.35 %"," ##.## %","   .40 %","  2.86 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","-66.67 %","   .00 %","   .00 %"," ##.## %","  6.67 %"," ##.## %"," ##.## %",""," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-09","   .00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  4.17 %"," ##.## %","   .32 %","  4.17 %"," 77.46 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  8.75 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-10","   .00 %","-44.62 %","-50.00 %","-49.69 %","-33.78 %","   .00 %","-62.21 %","   .49 %","  6.67 %","-11.17 %","-27.81 %","-54.84 %","-30.44 %","-52.91 %","-39.35 %","-58.93 %","-26.87 %","-25.46 %","-61.54 %","-44.44 %","   .00 %","   .00 %","-35.56 %","  2.30 %","-55.86 %","-26.41 %","   .00 %","-29.48 %","-21.81 %","-55.32 %","-37.18 %","-46.40 %","-32.82 %"
"2020-08-11","  5.00 %"," ##.## %","   .00 %"," ##.## %"," ##.## %","  4.00 %"," ##.## %","   .20 %","  7.50 %"," 30.11 %"," 62.21 %"," 87.50 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," 58.63 %"," 61.65 %","   .00 %"," ##.## %","   .00 %","   .00 %"," ##.## %","  2.25 %"," ##.## %"," 41.16 %","   .00 %"," ##.## %"," 63.85 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
"2020-08-12","   .00 %"," ##.## %"," ##.## %"," ##.## %"," 86.22 %","  3.85 %"," ##.## %","   .34 %","  3.49 %"," 16.55 %"," 23.94 %","-18.18 %"," 56.01 %"," ##.## %"," 80.01 %"," ##.## %"," 31.66 %"," 35.18 %","   .00 %"," 25.00 %","   .00 %"," 40.00 %"," 97.79 %"," -1.10 %"," ##.## %"," 33.51 %","   .00 %"," 48.17 %"," 40.94 %"," ##.## %"," 54.35 %"," ##.## %"," 56.35 %"
"2020-08-13","  4.76 %","   .00 %"," 33.33 %"," ##.## %"," ##.## %","  3.70 %","   .00 %","   .34 %","  2.25 %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.33 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %"
"2020-08-14","  9.09 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %"," ##.## %","   .27 %","  2.20 %"," 51.19 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," ##.## %","  3.92 %"," ##.## %"," ##.## %","   .00 %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"," ##.## %"
