"date","New Mexico/Bernalillo","New Mexico/Catron","New Mexico/Chaves","New Mexico/Cibola","New Mexico/Colfax","New Mexico/Curry","New Mexico/De Baca","New Mexico/Dona Ana","New Mexico/Doña Ana","New Mexico/Eddy","New Mexico/Grant","New Mexico/Guadalupe","New Mexico/Harding","New Mexico/Hidalgo","New Mexico/Lea","New Mexico/Lincoln","New Mexico/Los Alamos","New Mexico/Luna","New Mexico/McKinley","New Mexico/Mora","New Mexico/Otero","New Mexico/Quay","New Mexico/Rio Arriba","New Mexico/Roosevelt","New Mexico/San Juan","New Mexico/San Miguel","New Mexico/Sandoval","New Mexico/Santa Fe","New Mexico/Sierra","New Mexico/Socorro","New Mexico/Taos","New Mexico/Torrance","New Mexico/Unassigned","New Mexico/Union","New Mexico/Valencia"
"2020-04-10"," 10.95 %","   .00 %","  6.80 %","  9.15 %","   .00 %","  9.17 %","","  8.87 %",""," 10.00 %"," 61.67 %","","","","   .00 %","   .00 %"," 20.00 %",""," 18.44 %","","   .00 %","","  3.33 %","   .00 %"," 14.92 %","   .00 %"," 11.69 %","  2.46 %","","  9.05 %","  2.97 %","  6.19 %","   .00 %",""," 10.36 %"
"2020-04-11","  9.65 %","   .00 %","  5.26 %","  5.82 %","   .00 %","  9.17 %","","  8.18 %",""," 10.00 %"," 21.67 %","","","   .00 %","   .00 %","   .00 %"," 20.00 %","   .00 %"," 16.26 %","","   .00 %","","  3.33 %","   .00 %","  4.45 %","   .00 %","  9.56 %","  2.39 %","","  7.94 %","  2.97 %","  8.69 %","   .00 %",""," 15.81 %"
"2020-04-12","  7.84 %","   .00 %","  4.94 %","  4.75 %","   .00 %","  4.72 %","","  7.12 %",""," 13.33 %"," 20.71 %","","","-20.00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," 16.17 %","","  6.67 %","   .00 %","  3.33 %","   .00 %","  1.34 %","   .00 %"," 13.65 %","  2.60 %",""," 11.94 %","  1.43 %","  7.58 %","   .00 %",""," 21.53 %"
"2020-04-13","  8.52 %","   .00 %","  4.94 %","  4.75 %"," 20.00 %","  4.72 %","","  7.53 %",""," 13.33 %"," 20.71 %","","","-20.00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," 13.86 %","","  6.67 %","   .00 %","  3.33 %","   .00 %","  -.84 %","   .00 %"," 13.65 %","  2.60 %",""," 11.94 %","  1.43 %","  7.58 %","   .00 %",""," 21.53 %"
"2020-04-14","  7.35 %","   .00 %","  3.61 %"," 10.83 %"," 20.00 %","  4.72 %","","  5.24 %","","  3.33 %"," 22.94 %","","","-20.00 %","   .00 %","   .00 %"," 25.00 %","   .00 %"," 24.30 %","","  1.67 %","   .00 %","   .00 %","   .00 %","  8.66 %","   .00 %"," 12.07 %","  2.26 %",""," 15.27 %","  1.43 %","  7.58 %","   .00 %",""," 20.89 %"
"2020-04-15","  3.27 %","   .00 %","  1.11 %","  4.03 %"," 20.00 %","  2.22 %","","  4.28 %","","  3.33 %","  9.94 %","","","-20.00 %","   .00 %","   .00 %","  9.00 %","   .00 %"," 17.35 %","","  1.67 %","   .00 %","  8.57 %","   .00 %","  7.30 %"," 20.00 %","  8.80 %","  2.20 %",""," 12.41 %","   .00 %","  8.72 %","   .00 %",""," 14.39 %"
"2020-04-16","  3.27 %","   .00 %","  1.11 %","  4.03 %"," 20.00 %","  2.22 %","","  4.28 %","","  3.33 %","  9.94 %","","","-20.00 %","   .00 %","   .00 %","  9.00 %","   .00 %"," 17.35 %","","  1.67 %","   .00 %","  8.57 %","   .00 %","  7.30 %"," 20.00 %","  8.80 %","  1.63 %",""," 10.19 %","   .00 %","  6.22 %","   .00 %","","  8.94 %"
"2020-04-17","  2.24 %","   .00 %","   .00 %","  3.89 %"," 30.00 %","   .00 %","","  3.49 %","","   .00 %","  6.04 %","","","   .00 %","   .00 %","   .00 %","  4.00 %"," 10.00 %"," 13.77 %",""," -5.00 %","   .00 %","  8.57 %","   .00 %","  8.94 %"," 20.00 %","  4.61 %","  1.05 %",""," 11.19 %","   .00 %","  4.00 %","   .00 %","","  6.08 %"
"2020-04-18","  3.02 %","   .00 %","  2.11 %","  5.89 %"," 16.67 %","   .00 %","","  6.18 %","","  5.71 %","  7.71 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.00 %"," 10.00 %"," 20.64 %",""," -5.00 %"," 20.00 %","  8.57 %","   .00 %"," 11.64 %"," 20.00 %","  5.84 %","  1.81 %",""," 11.19 %","   .00 %","  4.00 %","   .00 %","","  7.75 %"
"2020-04-19","  3.59 %","   .00 %","  2.11 %","  5.89 %"," 16.67 %","   .00 %","","  6.78 %","","  5.71 %","  5.48 %","   .00 %","","   .00 %","   .00 %","   .00 %","  4.00 %"," 10.00 %"," 14.50 %","","   .00 %"," 20.00 %","  8.57 %","   .00 %","  9.88 %"," 20.00 %","  5.33 %","  1.79 %","","  7.86 %","   .00 %","  4.00 %","   .00 %","","  7.83 %"
"2020-04-20","  3.51 %","   .00 %","  2.11 %","  2.69 %"," 21.67 %","   .00 %","","  6.34 %","","  7.94 %","  5.02 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 12.08 %","","   .00 %"," 30.00 %","  2.00 %","   .00 %","  8.07 %","   .00 %","  3.98 %","  1.98 %",""," 16.00 %","  1.33 %","  1.67 %","   .00 %","","  9.59 %"
"2020-04-21","  3.51 %","   .00 %","  2.11 %","  2.69 %"," 21.67 %","   .00 %","","  6.34 %","","  7.94 %","  5.02 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %"," 10.00 %"," 12.08 %","","   .00 %"," 30.00 %","  2.00 %","   .00 %","  8.07 %","   .00 %","  3.98 %","  1.98 %",""," 16.00 %","  1.33 %","  1.67 %","   .00 %","","  9.59 %"
"2020-04-22","  4.12 %","   .00 %","  2.11 %","  3.21 %"," 11.67 %","   .00 %","","  7.33 %","","  9.94 %","  3.21 %"," 20.00 %","","   .00 %"," 30.00 %"," 20.00 %","   .00 %","   .00 %"," 15.13 %","","   .00 %"," 30.00 %","  2.00 %"," 60.00 %","  8.31 %","   .00 %","  3.13 %","  3.35 %",""," 12.94 %","  1.33 %","  1.67 %","   .00 %","","  7.95 %"
"2020-04-23","  3.69 %","   .00 %","   .95 %","  2.93 %","  5.00 %","   .00 %","","  5.69 %","","  4.22 %","  1.54 %"," 30.00 %","   .00 %","   .00 %"," 42.00 %"," 20.00 %","   .00 %","   .00 %"," 10.35 %",""," 13.33 %"," 16.67 %","  2.00 %"," 60.00 %","  8.61 %","   .00 %","  2.13 %","  3.24 %",""," 15.29 %","  2.58 %","  1.67 %","   .00 %","","  7.99 %"
"2020-04-24","  3.75 %","   .00 %","   .95 %","  2.93 %","  5.00 %","   .00 %","","  6.45 %","","  4.22 %","  1.54 %"," 56.67 %","   .00 %","   .00 %"," 47.00 %"," 20.00 %","   .00 %","   .00 %"," 12.26 %","","  9.33 %"," 16.67 %","  3.82 %"," 60.00 %","  9.00 %","   .00 %","  2.57 %","  2.58 %",""," 15.81 %","  2.58 %","  1.67 %","   .00 %","","  7.26 %"
"2020-04-25","  3.45 %","   .00 %","   .95 %","  3.45 %","   .00 %","  2.00 %","","  8.70 %","","  2.00 %","   .00 %"," 70.95 %","   .00 %","   .00 %"," 47.00 %"," 20.00 %","   .00 %","   .00 %"," 11.50 %","","  9.33 %","  6.67 %","  1.82 %"," 70.00 %","  8.40 %","   .00 %","  2.89 %","  2.07 %","","  5.33 %","  1.25 %","   .00 %","   .00 %","   .00 %","  4.51 %"
"2020-04-26","  3.99 %","   .00 %","   .95 %","  4.48 %","   .00 %","  5.64 %","","  9.79 %","","  5.64 %","   .00 %"," 72.62 %","   .00 %","   .00 %"," 47.00 %"," 20.00 %","   .00 %","   .00 %"," 11.84 %","","  9.33 %","  6.67 %","  5.15 %"," 73.33 %","  8.72 %","   .00 %","  3.39 %","  2.07 %","","  5.33 %","  1.25 %","  1.54 %","   .00 %"," 40.00 %","  4.99 %"
"2020-04-27","  2.96 %","   .00 %","   .95 %","  3.27 %","   .00 %","  5.64 %","","  9.05 %","","  3.64 %","   .00 %"," 52.62 %","   .00 %","   .00 %"," 17.00 %","   .00 %","   .00 %","   .00 %","  8.49 %","","  9.33 %","  6.67 %","  5.15 %"," 13.33 %","  6.53 %","   .00 %","  2.09 %","   .44 %","","  3.39 %","  1.25 %","  1.54 %","   .00 %"," 40.00 %","  3.78 %"
"2020-04-28","  3.20 %","   .00 %","   .00 %","  3.99 %","   .00 %","  5.64 %","","  8.06 %","","  2.10 %","   .00 %"," 42.62 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","  7.49 %",""," -4.00 %","   .00 %","  5.15 %"," 16.19 %","  5.47 %","   .00 %","  2.12 %","   .43 %","","  1.54 %","   .00 %","  2.97 %","   .00 %"," 40.00 %","  2.07 %"
"2020-04-29","  3.30 %","   .00 %","   .00 %","  4.43 %","   .00 %","  5.64 %","","  6.85 %","","  2.10 %","   .00 %"," 17.49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","  8.43 %","","  5.00 %","   .00 %","  3.33 %"," 16.19 %","  6.61 %","   .00 %","  1.52 %","   .84 %","   .00 %","  1.50 %","   .00 %","  2.97 %","   .00 %"," 40.00 %","  1.44 %"
"2020-04-30","  3.91 %","   .00 %","   .00 %","  6.03 %","   .00 %","  9.79 %","","  5.60 %","","  2.10 %","   .00 %","  3.21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","  7.83 %","","  5.00 %","   .00 %","  3.33 %","  8.69 %","  7.46 %","   .00 %","  1.28 %","  1.04 %","   .00 %","   .99 %","  1.18 %","  2.97 %","   .00 %"," 40.00 %","  1.89 %"
"2020-05-01","  3.85 %","   .00 %","   .91 %","  9.23 %","   .00 %","  6.15 %","","  4.93 %",""," -1.54 %","   .00 %","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.67 %","  8.21 %","","  5.00 %","   .00 %","  5.71 %","  5.36 %","  7.65 %","   .00 %","  1.15 %","  1.04 %","   .00 %","  1.46 %","  2.29 %","  1.43 %","   .00 %","   .00 %","  2.30 %"
"2020-05-02","  4.95 %","   .00 %","   .91 %","  9.23 %","   .00 %","  7.33 %","","  4.02 %","","   .13 %","  1.43 %","  1.54 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 15.67 %","  7.57 %","","  9.00 %","   .00 %"," 10.16 %","  5.36 %","  8.99 %","   .00 %","  1.64 %","  2.44 %","   .00 %","  1.46 %","  2.29 %","  2.76 %","   .00 %","   .00 %","  3.15 %"
"2020-05-03","  4.52 %","   .00 %","   .91 %","  8.38 %","   .00 %","  7.33 %","","  4.33 %","","  1.67 %","  2.76 %","  2.97 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 19.00 %","  7.00 %","","  9.00 %","   .00 %"," 11.98 %","  4.72 %","  7.78 %","   .00 %","  1.67 %","  1.81 %","   .00 %","  1.89 %","  3.34 %","  1.33 %","   .00 %","   .00 %","  3.56 %"
"2020-05-04","  4.31 %","   .00 %","  1.78 %","  8.24 %","   .00 %","  8.44 %","   .00 %","  5.55 %","","  1.67 %","  1.51 %","  1.43 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %"," 12.33 %","  5.31 %",""," 10.67 %","   .00 %"," 11.98 %","  4.72 %","  6.33 %","   .00 %","  1.81 %","  2.00 %","   .00 %","  1.85 %","  3.34 %","  1.33 %","   .00 %","   .00 %","  2.60 %"
"2020-05-05","  3.51 %","   .00 %","  2.61 %","  7.56 %","   .00 %","  3.34 %","   .00 %","  3.75 %","","  1.67 %","  1.51 %","  1.43 %","   .00 %","   .00 %","  4.00 %","   .00 %","   .00 %","  7.33 %","  4.42 %",""," 10.67 %","   .00 %"," 11.98 %","  2.22 %","  5.40 %"," 10.00 %","  1.84 %","  1.59 %","   .00 %","  2.72 %","  2.16 %","  2.58 %","   .00 %","   .00 %","  3.35 %"
"2020-05-06","  3.41 %"," 20.00 %","  1.70 %","  5.49 %","   .00 %","  6.34 %","   .00 %","  4.15 %","","  1.67 %","  1.51 %","  1.43 %","   .00 %","   .00 %","  7.33 %","   .00 %","   .00 %","  7.33 %","  4.69 %",""," 13.17 %","   .00 %","  6.26 %","  4.22 %","  5.83 %"," 16.67 %","  1.76 %","  1.96 %","   .00 %","  2.24 %","  1.05 %","  2.58 %","   .00 %","   .00 %","  3.21 %"
"2020-05-07","  2.77 %"," 20.00 %","  2.50 %","  5.49 %","   .00 %","  7.77 %","   .00 %","  5.22 %","","   .00 %","   .08 %","  1.43 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  3.33 %","  4.68 %","","  9.17 %","   .00 %","  3.48 %","  4.22 %","  5.36 %"," 16.67 %","  1.38 %","   .56 %","   .00 %","  2.24 %","  1.05 %","  1.25 %","   .00 %","   .00 %","  2.00 %"
"2020-05-08","  2.29 %"," 20.00 %","  3.27 %","  4.64 %","   .00 %","  9.31 %","-20.00 %","  5.35 %","","  1.54 %"," -1.25 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","  5.01 %",""," 22.50 %","   .00 %","  2.44 %","  2.00 %","  6.11 %"," 21.67 %","  1.63 %","   .56 %","   .00 %","  1.31 %","   .00 %","  1.25 %","   .00 %","   .00 %","  1.96 %"
"2020-05-09","  2.15 %"," 20.00 %","  2.40 %","  4.58 %","   .00 %","  8.91 %","-20.00 %","  3.48 %","","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","  4.11 %","","  5.17 %","   .00 %","  2.44 %","  2.00 %","  5.41 %"," 25.67 %","  1.43 %","   .37 %","   .00 %","   .87 %","   .00 %","  2.43 %","   .00 %","   .00 %","  1.96 %"
"2020-05-10","  2.19 %"," 20.00 %","  1.57 %","  3.13 %","   .00 %","  7.86 %","-20.00 %","  5.12 %","","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.76 %","   .00 %","   .00 %","   .00 %","  3.63 %","","  8.02 %","   .00 %","  2.44 %","  2.00 %","  5.14 %"," 15.67 %","  1.46 %","   .55 %","   .00 %","   .00 %","   .00 %","  1.18 %","   .00 %","   .00 %","   .76 %"
"2020-05-11","  2.06 %","   .00 %","  1.57 %","   .97 %","   .00 %","  6.24 %","-20.00 %","  6.48 %","","  1.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","  2.86 %","  3.47 %",""," 15.52 %","   .00 %","  3.18 %","   .00 %","  5.61 %"," 12.33 %","  1.57 %","   .36 %","   .00 %","   .42 %","   .00 %","  1.18 %"," 11.58 %","   .00 %","   .73 %"
"2020-05-12","  1.88 %","   .00 %","  1.51 %","  1.66 %","   .00 %","  4.28 %","-20.00 %","  4.59 %","","  1.54 %","   .00 %","  2.67 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","  2.86 %","  3.04 %",""," 10.52 %","  5.00 %","  1.51 %","  1.82 %","  4.55 %"," 12.33 %","  1.55 %","   .36 %","   .00 %","   .42 %","  1.00 %","  1.18 %"," 24.25 %","   .00 %","  1.10 %"
"2020-05-13","  1.76 %","   .00 %","  2.17 %","  1.83 %","   .00 %","  3.99 %","   .00 %","  4.00 %","","   .00 %","   .00 %","  2.67 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","  2.86 %","  2.86 %",""," -5.03 %","  5.00 %","   .74 %","  3.48 %","  4.01 %","  7.33 %","  1.13 %","   .54 %","   .00 %","   .42 %","  1.95 %","  1.18 %"," 29.55 %","   .00 %","  1.43 %"
"2020-05-14","  1.82 %","   .00 %","  2.17 %","  3.10 %","   .00 %","  3.27 %","   .00 %","  5.29 %","","  4.29 %","  1.33 %","  2.67 %","   .00 %","   .00 %","  1.43 %","   .00 %","   .00 %","  2.86 %","  2.79 %","","  5.63 %","  5.00 %","  2.17 %","  5.02 %","  4.05 %","  3.33 %","  1.17 %","   .54 %","   .00 %","   .42 %","  1.95 %","   .00 %"," 30.84 %","   .00 %","  1.77 %"
"2020-05-15","  1.92 %","   .00 %","  2.17 %","  3.10 %","   .00 %","  4.45 %","   .00 %","  4.15 %","","  4.29 %","  1.33 %","  5.02 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.86 %","  3.26 %","","  2.78 %","  5.00 %","  2.17 %","  5.02 %","  4.27 %","  9.05 %","  1.07 %","   .54 %","   .00 %","   .42 %","  2.86 %","   .00 %"," 33.27 %","   .00 %","  2.77 %"
"2020-05-16","  1.92 %","   .00 %","  2.17 %","  3.30 %","   .00 %","  5.29 %","   .00 %","  2.87 %","","  4.29 %","  1.33 %","  5.02 %","   .00 %","   .00 %","   .00 %"," 10.00 %","   .00 %","   .00 %","  3.30 %",""," -4.72 %","  5.00 %","  2.10 %"," 22.17 %","  3.52 %","  7.94 %","   .88 %","  1.76 %","   .00 %","   .00 %","  1.99 %","   .00 %"," 23.31 %","   .00 %","  2.36 %"
"2020-05-17","  1.72 %","   .00 %","  1.43 %","  2.80 %","   .00 %","  5.15 %","   .00 %","  3.72 %","","  4.29 %","  1.33 %","  2.35 %","   .00 %","   .00 %","  1.33 %"," 10.00 %","   .00 %","   .00 %","  3.01 %",""," -1.94 %","   .00 %","  2.10 %"," 20.35 %","  3.19 %","  7.94 %","   .79 %","  1.92 %","   .00 %","   .00 %","   .99 %","   .00 %"," 10.89 %","   .00 %","  2.98 %"
"2020-05-18","  1.62 %","   .00 %","   .67 %","  2.10 %","   .00 %","  3.90 %","   .00 %","  4.41 %","","  4.29 %","  1.33 %","  2.35 %","   .00 %","   .00 %","  3.83 %"," 10.00 %","   .00 %","   .00 %","  3.05 %","","   .28 %","   .00 %","  3.39 %"," 19.45 %","  2.72 %","  7.94 %","   .74 %","  1.91 %","   .00 %","   .00 %","   .95 %","   .00 %"," 11.51 %","   .00 %","  2.89 %"
"2020-05-19","  1.29 %","   .00 %","   .67 %","  1.56 %","   .00 %","  4.87 %","   .00 %","  4.26 %","","   .00 %","   .00 %","  2.35 %","   .00 %","   .00 %","  3.83 %"," 10.00 %","   .00 %","   .00 %","  2.81 %","","   .28 %","   .00 %","  1.96 %"," 17.91 %","  2.62 %","  7.94 %","   .78 %","  2.23 %","   .00 %","   .00 %","   .08 %","  1.11 %"," 10.41 %","   .00 %","  2.55 %"
"2020-05-20","  1.72 %","   .00 %","  1.96 %","  2.68 %","   .00 %","  4.63 %","   .00 %","  3.85 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.83 %"," 10.00 %","   .00 %","   .00 %","  2.63 %","","   .28 %","   .00 %","  1.96 %"," 17.91 %","  2.72 %","  2.22 %","  2.38 %","  2.37 %","   .00 %","   .00 %","  -.83 %","  2.16 %","-10.13 %","   .00 %","  2.14 %"
"2020-05-21","  1.31 %","   .00 %","  2.56 %","  2.30 %","   .00 %","  1.96 %","   .00 %","  5.17 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.17 %","   .00 %","   .00 %","   .00 %","  1.87 %",""," -2.22 %","   .00 %","  3.11 %","   .03 %","  1.98 %","   .00 %","  1.66 %","   .81 %","   .00 %","   .00 %","   .04 %","  1.16 %"," ##.## %","   .00 %","  1.53 %"
"2020-05-22","  1.67 %","   .00 %","  3.15 %","  3.70 %","   .00 %","  1.92 %","   .00 %","  4.76 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.83 %","   .00 %","   .00 %","   .00 %","  2.02 %",""," 10.00 %","   .00 %","  3.11 %","  3.87 %","  2.09 %","   .00 %","  1.49 %","   .96 %","   .00 %","   .00 %","   .04 %","  1.16 %"," ##.## %","   .00 %","  1.20 %"
"2020-05-23","  1.54 %","   .00 %","  2.48 %","  3.50 %","   .00 %","  1.92 %","   .00 %","  3.74 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","  1.33 %",""," 10.00 %","   .00 %","  1.82 %","  3.11 %","  1.62 %","   .00 %","  1.41 %","   .80 %","   .00 %","   .00 %","  -.87 %","  1.16 %"," ##.## %","   .00 %","   .59 %"
"2020-05-24","  1.79 %","   .00 %","  4.77 %","  3.68 %","   .00 %","  1.38 %","   .00 %","  5.09 %","","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.24 %","   .00 %","   .00 %","   .00 %","  2.00 %",""," 13.33 %","   .00 %","  2.37 %","  5.04 %","  2.06 %","  2.00 %","  1.82 %","   .94 %","   .00 %","   .00 %","  1.82 %","  1.11 %"," ##.## %","   .00 %","  1.16 %"
