"date","Maryland/Allegany","Maryland/Anne Arundel","Maryland/Baltimore","Maryland/Baltimore City","Maryland/Calvert","Maryland/Caroline","Maryland/Carroll","Maryland/Cecil","Maryland/Charles","Maryland/Dorchester","Maryland/Frederick","Maryland/Garrett","Maryland/Harford","Maryland/Howard","Maryland/Kent","Maryland/Montgomery","Maryland/Prince George's","Maryland/Queen Anne's","Maryland/Somerset","Maryland/St. Mary's","Maryland/Talbot","Maryland/Unassigned","Maryland/Washington","Maryland/Wicomico","Maryland/Worcester"
"2020-05-14","13","135","223","192","13","0","62","17","59","2","84","0","32","40","14","437","398","9","0","9","1","95","9","17","5"
"2020-05-15","13","136","234","192","13","0","64","17","61","2","88","0","32","40","14","449","413","9","0","9","1","91","9","19","5"
"2020-05-16","13","141","240","200","13","0","66","17","62","2","89","0","33","43","14","461","420","9","0","10","1","89","9","20","5"
"2020-05-17","13","142","250","203","13","0","67","17","62","2","90","0","34","43","14","475","429","10","0","11","1","81","8","21","6"
"2020-05-18","14","142","255","208","13","0","68","17","62","2","90","0","34","45","14","480","436","10","0","11","1","86","8","21","6"
"2020-05-19","14","145","263","210","13","0","69","18","63","2","90","0","35","49","14","503","445","11","1","12","1","88","8","21","6"
"2020-05-20","14","145","277","215","14","0","71","20","64","2","93","0","39","50","14","515","453","11","1","12","1","74","9","21","8"
"2020-05-21","14","147","286","218","15","0","70","20","65","2","94","0","40","49","14","528","466","11","1","13","1","65","10","22","8"
"2020-05-22","14","149","292","220","15","0","73","20","67","2","95","0","46","50","15","540","477","12","1","13","1","65","10","22","8"
"2020-05-23","14","150","299","229","15","0","76","20","69","2","96","0","46","52","15","550","484","12","1","14","1","58","10","22","8"
"2020-05-24","14","153","300","231","15","0","76","21","69","2","98","0","48","52","14","558","490","12","1","14","1","65","11","22","10"
"2020-05-25","14","157","307","234","16","0","79","21","69","2","99","0","48","52","14","562","497","12","2","15","1","57","11","22","11"
"2020-05-26","14","159","312","236","16","0","80","21","70","2","101","0","48","53","15","567","506","12","2","15","1","58","12","22","11"
"2020-05-27","15","163","320","236","18","0","86","21","71","3","103","0","49","54","15","572","520","12","2","16","1","67","12","25","11"
"2020-05-28","15","163","323","240","17","0","85","22","72","3","104","0","49","56","15","581","530","12","2","19","1","69","12","27","11"
"2020-05-29","16","167","336","248","17","0","85","22","72","3","105","0","49","58","17","595","530","12","2","20","1","55","13","30","13"
"2020-05-30","16","172","340","254","18","0","90","22","72","3","105","0","49","58","19","605","539","12","2","20","2","55","13","30","13"
"2020-05-31","17","174","344","258","18","1","90","23","72","3","105","0","51","58","19","612","541","13","2","22","2","50","14","30","13"
"2020-06-01","17","175","349","261","18","1","92","23","73","3","106","0","51","61","19","616","545","12","2","23","2","46","14","30","13"
"2020-06-02","17","178","358","263","18","1","93","24","73","3","107","0","51","61","19","624","552","12","3","24","3","55","15","30","13"
"2020-06-03","17","178","366","266","20","1","96","24","75","3","109","0","51","61","19","633","565","12","3","27","3","53","16","30","13"
"2020-06-04","16","179","371","269","20","1","98","24","79","3","109","0","51","65","19","636","580","12","3","28","3","40","16","32","14"
"2020-06-05","16","182","376","272","20","1","98","24","79","4","110","0","51","65","19","645","587","12","4","30","4","41","16","32","14"
"2020-06-06","16","185","384","276","21","1","101","24","81","4","111","0","52","65","19","652","595","12","4","33","4","36","16","32","16"
"2020-06-07","16","185","386","281","21","1","101","24","80","4","111","0","53","67","19","656","598","12","4","34","4","28","16","32","16"
"2020-06-08","16","185","388","282","21","1","101","24","80","4","111","0","53","68","19","659","602","12","4","34","4","44","16","32","16"
"2020-06-09","17","186","398","287","21","1","102","25","82","4","111","0","55","71","19","667","607","12","3","34","4","40","17","33","15"
"2020-06-10","17","190","402","289","21","2","103","25","83","4","112","0","57","73","19","672","613","12","3","35","4","43","17","33","15"
"2020-06-11","17","191","406","292","21","2","103","27","83","4","112","0","57","73","21","674","620","12","3","36","4","48","20","33","16"
"2020-06-12","17","192","410","294","21","2","103","28","82","4","114","0","58","73","22","679","631","12","3","40","4","40","21","34","16"
"2020-06-13","17","192","416","297","21","2","105","30","83","4","114","0","58","73","23","686","634","12","3","40","4","39","22","35","16"
"2020-06-14","17","194","422","301","21","2","105","30","83","4","114","0","58","74","23","690","637","12","3","39","4","32","22","35","17"
"2020-06-15","17","194","424","301","21","2","105","30","83","4","114","0","58","75","24","694","640","12","3","40","4","28","22","35","17"
"2020-06-16","17","194","427","304","21","2","105","30","83","4","115","0","59","76","24","698","644","13","3","40","4","45","22","35","17"
"2020-06-17","17","195","432","307","22","2","105","30","85","4","115","0","61","77","24","704","648","14","3","41","4","31","22","36","17"
"2020-06-18","17","196","437","309","23","2","108","29","86","4","115","0","62","79","24","707","649","14","3","44","4","26","24","37","17"
"2020-06-19","17","198","442","310","23","2","108","29","86","4","116","0","61","79","23","710","653","14","3","44","4","25","25","37","17"
"2020-06-20","17","200","448","313","23","2","109","29","86","4","116","0","61","80","23","714","658","14","3","44","4","25","25","37","17"
"2020-06-21","17","200","451","313","23","2","109","29","86","4","116","0","61","80","23","720","659","14","3","45","4","28","25","37","17"
"2020-06-22","17","200","455","316","23","2","109","29","86","4","116","0","61","80","23","723","661","15","3","46","4","22","25","37","17"
"2020-06-23","17","201","458","319","24","3","109","29","86","5","116","0","61","80","23","725","661","15","3","48","4","25","25","38","17"
"2020-06-24","17","202","460","325","25","3","109","29","86","5","116","1","61","81","23","728","662","15","3","48","4","24","26","39","16"
"2020-06-25","17","201","460","327","26","3","109","29","86","5","116","1","61","83","23","731","669","16","3","48","4","29","26","40","16"
"2020-06-26","17","203","461","330","26","3","110","29","86","5","116","0","61","84","23","730","676","17","3","50","4","26","26","40","16"
"2020-06-27","17","206","465","333","26","3","110","29","86","5","117","0","61","85","23","734","677","17","3","51","4","23","26","40","16"
"2020-06-28","17","207","467","335","26","3","111","29","86","5","117","0","61","85","23","735","678","17","3","51","4","26","26","40","16"
"2020-06-29","17","207","470","335","26","3","112","29","86","5","117","0","62","85","23","736","680","17","3","51","4","24","26","41","16"
"2020-06-30","17","207","473","337","27","3","112","29","86","5","117","0","62","84","23","738","682","17","3","51","4","29","27","41","16"
"2020-07-01","17","209","474","338","27","3","112","29","86","5","118","0","62","89","23","739","686","19","3","51","4","25","28","41","17"
"2020-07-02","17","210","474","340","27","3","112","29","86","5","118","0","63","89","23","743","685","19","3","51","4","26","28","40","17"
"2020-07-03","17","209","478","342","27","3","112","29","86","5","119","0","63","91","23","747","687","19","3","51","4","23","28","40","17"
"2020-07-04","17","209","480","344","27","3","114","29","87","5","120","0","63","91","23","748","688","20","3","51","4","23","29","41","17"
"2020-07-05","18","209","481","344","27","3","114","29","87","5","120","0","63","91","23","749","689","20","3","51","4","26","29","41","17"
"2020-07-06","18","209","482","349","27","3","114","29","87","5","120","0","63","91","23","753","690","20","3","51","4","18","29","41","17"
"2020-07-07","18","210","486","352","27","3","114","29","87","5","120","0","63","93","23","752","692","20","3","51","4","27","29","41","17"
"2020-07-08","18","210","490","355","27","3","114","29","88","5","120","0","64","93","23","752","699","21","3","51","4","19","29","41","17"
"2020-07-09","18","210","493","358","27","3","114","29","89","5","120","0","64","92","23","754","700","23","3","51","4","21","29","41","17"
"2020-07-10","18","210","495","363","27","3","115","29","89","5","120","0","65","95","23","755","703","23","3","51","4","20","29","41","17"
"2020-07-11","18","210","497","364","27","3","115","29","89","5","120","0","65","95","23","757","706","23","3","51","4","18","29","41","18"
"2020-07-12","18","210","496","365","27","3","116","29","90","5","120","0","65","95","23","759","712","23","3","51","4","16","29","42","18"
"2020-07-13","18","210","496","366","27","3","116","29","90","5","120","0","66","96","23","760","714","23","3","51","4","16","29","42","18"
"2020-07-14","18","210","498","367","27","3","116","29","90","5","120","0","66","96","23","762","715","23","3","51","4","19","29","42","18"
"2020-07-15","18","211","502","370","27","3","116","29","90","5","120","0","67","97","23","763","717","23","3","51","4","13","29","42","18"
"2020-07-16","18","211","504","373","27","3","116","29","90","5","120","0","66","97","23","763","719","23","3","51","4","13","29","42","18"
"2020-07-17","18","211","505","374","27","3","116","29","90","5","120","0","66","97","23","766","719","23","3","51","4","20","29","42","18"
"2020-07-18","18","213","509","378","27","3","116","29","90","5","120","0","66","98","23","768","723","23","3","51","4","12","29","42","18"
"2020-07-19","18","213","510","382","27","3","116","29","90","5","120","0","66","98","23","768","723","23","3","51","4","16","29","42","18"
"2020-07-20","18","213","512","384","27","3","116","29","90","5","120","0","66","98","23","772","723","23","3","52","4","12","29","42","18"
"2020-07-21","18","213","517","389","27","3","116","30","90","5","120","0","66","99","23","774","725","23","3","52","4","16","29","42","18"
"2020-07-22","18","214","519","390","27","3","116","30","90","5","120","0","66","99","23","776","725","23","3","53","4","12","29","42","18"
"2020-07-23","18","214","520","392","27","3","115","30","90","5","120","0","66","100","23","781","725","23","3","52","4","9","29","42","18"
"2020-07-24","18","214","521","395","27","3","115","30","90","5","120","0","67","100","23","782","726","23","3","52","4","15","29","42","18"
"2020-07-25","18","214","524","397","27","3","115","30","90","5","120","0","67","102","23","782","729","23","3","52","4","15","30","42","18"
"2020-07-26","18","214","525","400","27","3","115","30","90","5","120","0","67","102","23","783","730","23","3","52","4","16","30","42","18"
"2020-07-27","18","214","528","401","27","3","115","30","90","5","120","0","67","102","23","787","730","23","3","52","4","15","30","42","18"
"2020-07-28","18","214","534","403","27","3","116","30","90","5","120","0","67","102","23","787","731","23","3","53","4","15","30","42","18"
"2020-07-29","18","214","538","404","27","3","116","30","90","5","121","0","67","102","23","787","733","23","3","53","4","26","30","43","18"
"2020-07-30","18","216","545","406","27","3","116","30","90","5","121","0","67","105","23","789","734","25","3","53","4","16","30","44","18"
"2020-07-31","18","216","547","407","28","3","116","30","91","5","121","0","67","106","23","789","737","25","3","52","4","13","30","44","18"
"2020-08-01","18","217","549","409","28","3","116","30","91","5","121","0","67","106","23","789","741","25","3","52","4","16","30","44","19"
"2020-08-02","18","217","551","413","28","3","116","30","91","5","121","0","68","106","23","791","743","25","3","52","4","14","30","44","19"
"2020-08-03","18","217","551","413","28","3","117","30","91","5","121","0","68","106","23","793","743","25","3","52","4","19","30","44","19"
"2020-08-04","18","218","553","417","28","3","117","30","91","5","121","0","68","106","23","794","744","25","3","52","4","17","30","44","19"
"2020-08-05","18","220","555","421","28","3","117","30","91","5","121","0","69","106","23","794","746","25","3","52","4","10","31","44","20"
"2020-08-06","18","220","557","422","28","3","117","30","91","5","121","0","69","106","23","797","748","25","3","52","4","16","31","45","20"
"2020-08-07","18","222","559","424","28","3","117","30","91","5","121","0","69","106","23","801","749","25","3","52","4","19","31","45","20"
"2020-08-08","18","222","561","428","28","3","117","30","91","5","121","0","69","110","23","802","751","25","3","52","4","18","31","45","20"
"2020-08-09","18","225","563","428","28","3","117","30","91","5","121","0","69","110","23","803","753","25","3","52","4","18","31","45","20"
"2020-08-10","18","225","563","430","28","3","117","30","91","5","121","0","69","112","23","803","755","25","3","52","4","18","31","45","20"
"2020-08-11","18","227","566","431","28","3","117","30","91","5","121","0","69","112","23","803","761","25","3","52","4","19","31","45","20"
"2020-08-12","18","228","567","434","28","3","118","30","91","5","121","0","69","112","23","806","764","26","3","52","4","14","31","45","20"
"2020-08-13","18","228","572","435","28","3","118","30","92","5","121","0","69","112","23","807","766","26","3","52","4","12","31","45","20"
"2020-08-14","18","228","574","438","28","3","118","30","92","5","121","0","69","115","23","808","766","26","3","52","4","14","31","45","20"
"2020-08-15","18","229","574","441","28","3","118","30","93","5","121","0","69","115","23","808","768","26","3","52","4","12","31","45","20"
"2020-08-16","19","229","575","443","28","3","118","30","93","5","121","0","69","116","23","810","768","26","3","52","4","8","31","45","20"
"2020-08-17","19","229","574","444","28","3","119","30","93","5","121","0","69","116","23","810","768","26","3","52","4","9","31","45","20"
"2020-08-18","19","229","576","444","28","3","119","30","93","5","121","0","69","117","23","812","769","26","3","52","4","12","31","45","20"
"2020-08-19","19","229","581","444","28","3","119","31","93","5","121","0","69","117","23","814","769","26","3","52","4","13","31","45","22"
"2020-08-20","20","230","582","445","28","3","119","31","93","5","121","0","69","117","23","814","772","26","3","52","4","14","31","45","22"
"2020-08-21","20","230","584","449","28","3","119","31","93","5","122","0","69","118","23","814","773","26","3","52","4","9","32","46","21"
"2020-08-22","20","230","586","449","28","3","119","31","93","5","123","0","69","117","23","814","777","26","3","52","4","13","32","46","22"
"2020-08-23","20","231","588","449","28","3","120","31","93","5","123","0","69","117","23","815","778","26","3","53","4","12","32","46","22"
"2020-08-24","20","231","588","451","28","3","120","31","93","5","123","0","69","117","23","815","780","26","3","53","4","10","32","47","22"
