"date","Australia","Brazil","China","France","India","Indonesia","Iran","Italy","Korea, South","Mexico","New Zealand","Russia","Spain","Sweden","Turkey","US","United Kingdom"
"2020-01-22","","","","","","","","","","","","","","","","",""
"2020-01-23","","","","","","","","","","","","","","","","",""
"2020-01-24","","","","","","","","","","","","","","","","",""
"2020-01-25","","","","","","","","","","","","","","","","",""
"2020-01-26","","","","","","","","","","","","","","","","",""
"2020-01-27","","","","","","","","","","","","","","","","",""
"2020-01-28","","","","","","","","","","","","","","","","",""
"2020-01-29","","","","","","","","","","","","","","","","",""
"2020-01-30","2","","","","","","","","","","","","","","","",""
"2020-01-31","2","","","","","","","","","","","","","","","",""
"2020-02-01","2","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-02","2","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-03","2","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-04","2","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-05","2","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-06","2","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-07","2","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-08","2","","","0","0","","","0","","","","0","0","0","","0","0"
"2020-02-09","2","","","0","0","","","0","","","","0","0","0","","3","0"
"2020-02-10","2","","","0","0","","","0","","","","0","0","0","","3","0"
"2020-02-11","2","","","0","0","","","0","","","","0","0","0","","3","0"
"2020-02-12","2","","","2","0","","","0","","","","2","0","0","","3","1"
"2020-02-13","8","","","2","0","","","0","","","","2","0","0","","3","1"
"2020-02-14","8","","","2","0","","","0","","","","2","0","0","","3","1"
"2020-02-15","8","","","4","0","","","0","","","","2","2","0","","3","1"
"2020-02-16","8","","","4","3","","","0","","","","2","2","0","","3","8"
"2020-02-17","10","","","4","3","","","0","","","","2","2","0","","3","8"
"2020-02-18","10","","","4","3","","","0","","","","2","2","0","","3","8"
"2020-02-19","10","","","4","3","","0","0","","","","2","2","0","","3","8"
"2020-02-20","10","","","4","3","","0","0","","","","2","2","0","","3","8"
"2020-02-21","11","","","4","3","","0","0","","","","2","2","0","","5","8"
"2020-02-22","11","","","4","3","","0","1","","","","2","2","0","","5","8"
"2020-02-23","11","","","4","3","","0","2","","","","2","2","0","","5","8"
"2020-02-24","11","","","4","3","","0","1","","","","2","2","0","","5","8"
"2020-02-25","11","","","11","3","","0","1","","","","2","2","0","","6","8"
"2020-02-26","11","0","","11","3","","49","3","","","","2","2","0","","6","8"
"2020-02-27","11","0","","11","3","","49","45","","","","2","2","0","","6","8"
"2020-02-28","11","0","","11","3","","73","46","","0","0","2","2","0","","7","8"
"2020-02-29","11","0","","12","3","","123","46","","0","0","2","2","0","","7","8"
"2020-03-01","11","0","","12","3","","175","83","","0","0","2","2","0","","7","8"
"2020-03-02","11","0","","12","3","0","291","149","","0","0","2","2","0","","7","8"
"2020-03-03","11","0","","12","3","0","291","160","","1","0","2","2","0","","8","8"
"2020-03-04","11","0","","12","3","0","552","276","","1","0","2","2","0","","8","8"
"2020-03-05","21","0","","12","3","0","739","414","","1","0","2","2","0","","8","8"
"2020-03-06","21","0","","12","3","0","913","523","","1","0","2","2","0","","8","8"
"2020-03-07","21","0","","12","3","0","1669","589","","1","0","2","30","0","","8","18"
"2020-03-08","21","0","","12","3","0","2134","622","","1","0","3","30","0","","8","18"
"2020-03-09","21","0","","12","3","0","2394","724","","1","0","3","32","1","","8","18"
"2020-03-10","21","0","","12","4","2","","724","","4","0","","32","1","","8","18"
"2020-03-11","21","0","61644","0","4","2","2959","1045","288","4","0","3","183","1","0","8","1"
"2020-03-12","21","0","62901","0","4","2","2959","1045","333","4","0","3","183","1","0","12","1"
"2020-03-13","23","0","64196","0","4","2","2959","1439","510","4","0","3","193","1","0","12","1"
"2020-03-14","23","0","65660","0","4","8","2959","1966","510","4","0","8","517","1","0","12","1"
"2020-03-15","23","0","67017","0","13","8","4590","2335","510","4","0","8","517","1","0","12","1"
"2020-03-16","23","1","67910","0","13","8","4590","2749","1137","4","0","8","530","1","0","17","1"
"2020-03-17","23","2","68798","0","14","8","5389","2941","1407","4","0","8","1028","1","0","17","1"
"2020-03-18","23","2","69755","0","14","11","5389","4025","1540","4","0","8","1081","1","0","0","2"
"2020-03-19","26","2","70535","0","15","11","5710","4440","1540","4","0","9","1107","16","0","0","2"
"2020-03-20","26","2","71266","0","20","15","6745","4440","1540","4","0","9","1588","16","0","0","2"
"2020-03-21","26","2","71857","0","23","15","7635","6072","1540","4","0","12","2125","16","0","0","2"
"2020-03-22","92","2","72362","1","24","29","7635","7024","2909","4","0","16","2125","16","0","0","2"
"2020-03-23","119","2","72819","2207","34","30","8376","7432","3166","4","0","17","3355","16","0","0","5"
"2020-03-24","119","2","73274","7","40","30","8913","8326","3507","4","12","22","3794","16","0","348","5"
"2020-03-25","119","2","73767","7","43","31","9625","9362","3730","4","22","29","5367","16","26","361","5"
"2020-03-26","172","6","74175","7","45","35","10457","10361","4144","4","27","38","7015","16","26","681","15"
"2020-03-27","194","6","74714","7","73","46","11133","10950","4528","4","37","45","9357","16","42","869","16"
"2020-03-28","244","6","75094","24","84","59","11679","12384","4811","4","50","49","12285","16","70","1072","16"
"2020-03-29","244","6","75576","24","95","64","12391","13030","5033","4","56","64","14709","16","105","2665","16"
"2020-03-30","257","120","75917","37","102","75","13911","14620","5228","35","63","66","16780","16","162","5644","36"
"2020-03-31","358","127","76200","69","123","81","14656","15729","5408","35","74","121","19259","16","243","7024","44"
"2020-04-01","422","127","76399","119","148","103","15473","16847","5567","35","83","190","22647","103","333","8474","44"
"2020-04-02","520","127","76565","120","191","112","16711","18278","5828","35","92","235","26743","103","415","9001","57"
"2020-04-03","649","127","76760","127","192","134","17935","19758","6021","633","103","281","30513","205","484","9707","73"
"2020-04-04","701","127","76946","134","229","150","19736","20996","6325","633","127","333","34219","205","786","14652","80"
"2020-04-05","757","127","77207","166","229","164","19736","21815","6463","633","156","355","38080","205","1042","17448","94"
"2020-04-06","1080","127","77310","178","375","192","24236","22837","6598","633","176","406","40437","205","1326","19581","152"
"2020-04-07","1080","127","77410","186","421","204","27039","24392","6694","633","241","494","43208","205","1582","21763","190"
"2020-04-08","1080","127","77567","198","506","222","29812","26491","6776","633","282","580","48021","205","1846","23559","210"
"2020-04-09","1472","173","77679","207","620","252","32309","28470","6973","633","317","698","52165","205","2142","25410","224"
"2020-04-10","1793","173","77791","263","774","282","35465","30455","7117","633","373","795","55668","381","2423","28790","244"
"2020-04-11","1806","173","77877","272","969","286","41947","32534","7243","633","422","1045","59109","381","2965","31270","278"
"2020-04-12","1806","173","77956","283","1080","359","43894","34211","7368","1772","471","1291","62391","381","3446","32988","282"
"2020-04-13","1806","173","78039","283","1181","380","45983","35435","7447","1843","546","1470","64727","381","3957","43482","304"
"2020-04-14","2186","3046","78200","293","1359","426","48129","37130","7534","1964","628","1694","67504","381","4799","47763","323"
"2020-04-15","2186","14026","78311","515","1432","446","49933","38092","7616","2125","728","1986","70853","381","5674","52096","368"
"2020-04-16","2355","14026","78401","515","1768","548","52229","40164","7757","2125","770","2304","74797","550","7089","54703","375"
"2020-04-17","3808","14026","77552","586","2041","607","54064","42727","7829","2125","816","2590","74797","550","8631","58545","394"
"2020-04-18","4124","14026","77614","604","2463","631","55987","44927","7937","2125","867","3057","74797","550","10453","64840","414"
"2020-04-19","4124","22130","77690","605","2854","686","57023","47055","8042","2627","912","3291","77357","550","11976","70337","436"
"2020-04-20","4124","22130","77745","627","3273","747","59273","48877","8114","2627","974","3446","80587","550","13430","72329","446"
"2020-04-21","4124","22991","77799","638","3975","842","60965","51600","8213","2627","1006","3873","82514","550","14918","75204","638"
"2020-04-22","4124","25318","77861","669","4370","913","63113","54543","8277","2627","1036","4420","85915","550","16477","77366","683"
"2020-04-23","4124","26573","77983","674","5012","960","64843","57576","8501","2627","1095","4891","89250","550","18491","80203","712"
"2020-04-24","4124","27655","78109","778","5498","1002","66599","60498","8635","7149","1118","5568","92355","1005","21737","99079","724"
"2020-04-25","4223","29160","78175","778","5939","1042","68193","63120","8717","7149","1142","6250","95708","1005","25582","100372","774"
"2020-04-26","5541","30152","78277","778","6523","1107","69657","64928","8764","8354","1180","6767","117727","1005","29140","106988","778"
"2020-04-27","5588","31142","78374","780","7137","1151","70933","66624","8854","9086","1214","7346","120832","1005","33791","111424","807"
"2020-04-28","5665","32544","78422","889","7747","1254","72439","68941","8922","11423","1229","8456","123903","1005","38809","115936","813"
"2020-04-29","5715","34132","78474","890","8437","1391","73791","71252","9059","11423","1241","10286","132929","1005","44040","120720","857"
"2020-04-30","5742","35935","78523","904","9068","1522","75103","75945","9072","11423","1252","11619","112050","1005","48886","153947","859"
"2020-05-01","5775","38039","78573","912","10007","1591","76318","78249","9123","12377","1263","13220","112050","1005","53808","164015","892"
"2020-05-02","5814","40937","78586","912","10819","1665","77350","79914","9183","12377","1266","15013","117248","1005","58259","175382","896"
"2020-05-03","5849","42991","78684","912","11775","1876","78422","81654","9217","13447","1276","16639","118902","1005","63151","180152","901"
"2020-05-04","5887","45815","78792","1038","12847","1954","79379","82879","9283","13447","1302","18095","121343","4074","68166","187180","910"
"2020-05-05","5975","48221","78870","1039","14142","2197","80475","85231","9333","16810","1316","19865","123486","4074","73285","189791","926"
"2020-05-06","6031","51370","78929","1057","15331","2317","81587","93245","9419","17781","1332","21327","126002","4074","78202","189910","934"
"2020-05-07","6078","55350","78977","1115","16776","2381","82744","96276","9484","17781","1347","23803","128511","4971","82984","195036","970"
"2020-05-08","6122","59297","78993","1122","17887","2494","83837","99023","9568","20314","1368","26608","131148","4971","86396","198993","997"
"2020-05-09","6141","61685","79127","1262","19301","2607","85064","103031","9610","21824","1371","31916","133952","4971","89480","212534","1001"
"2020-05-10","6167","64957","79167","1265","20969","2698","86143","105186","9632","21824","1386","34306","136166","4971","92691","216169","1002"
"2020-05-11","6213","67384","79198","1274","22549","2881","87422","106587","9670","23100","1398","39801","137139","4971","95780","232733","1015"
"2020-05-12","6270","72597","79222","1283","24420","3063","88357","109039","9695","25935","1402","43512","138980","4971","98889","230287","1023"
"2020-05-13","6297","78424","79246","1418","26400","3287","89428","112541","9762","26990","1411","48003","140823","4971","101715","243430","1032"
"2020-05-14","6334","79479","79261","1419","27969","3518","90539","115288","9821","28475","1421","53530","143374","4971","104030","246414","1043"
"2020-05-15","6359","84970","79281","1419","30258","3803","91836","120205","9851","30451","1428","58226","144783","4971","106133","250747","1047"
"2020-05-16","6364","89672","79293","1420","34224","3911","93147","122810","9888","31848","1433","63166","146446","4971","108137","268376","1058"
"2020-05-17","6392","94122","79306","1420","36795","4129","94464","125176","9904","33329","1433","67373","146446","4971","109962","272265","1058"
"2020-05-18","6413","100459","79310","1427","39233","4324","95661","127326","9938","35388","1433","70209","150376","4971","111577","283178","1090"
"2020-05-19","6431","106794","79310","1432","42309","4467","97173","129401","10066","37325","1447","76130","0","4971","112895","289392","1099"
"2020-05-20","6470","0","79310","1759","45422","4575","98808","132282","10135","31054","1452","85392","0","4971","113987","294312","1116"
"2020-05-21","6478","0","79310","1760","48553","4838","100564","134560","10162","32489","1455","92681","0","4971","114990","298418","1134"
"2020-05-22","6485","0","79332","1770","51824","5057","102276","136720","10194","34277","1455","99825","0","4971","116111","350135","1142"
"2020-05-23","6508","0","79335","1772","54385","5249","104072","138840","10213","36135","1456","107936","0","4971","117602","361239","1149"
"2020-05-24","6531","0","79343","1774","57692","5402","105801","140479","10226","38249","1456","113299","0","4971","118694","366736","1151"
"2020-05-25","6552","0","79352","1775","60706","5642","107713","141981","10275","40223","1461","118798","0","4971","120015","379157","1161"
"2020-05-26","6560","0","79358","1775","64277","5877","109437","144658","10295","42034","1462","131129","150376","4971","121507","384902","1161"
"2020-05-27","6579","0","79367","2199","67749","6057","111176","147101","10340","43802","1474","142208","150376","4971","122793","391508","1166"
"2020-05-28","6576","0","79371","2211","70920","6240","112988","150604","10363","45610","1481","150993","150376","4971","124369","399991","1167"
"2020-05-29","6605","0","79382","2322","82627","6492","114931","152844","10398","48098","1481","159257","150376","4971","125963","406446","1172"
"2020-05-30","6614","0","79386","2335","86936","7015","116827","155633","10405","50034","1481","167469","150376","4971","126984","416461","1187"
"2020-05-31","6618","0","79389","2350","91852","7308","118848","157507","10422","52141","1481","171883","150376","4971","127973","444758","1190"
"2020-06-01","6626","0","79398","2438","95754","7637","121004","158355","10446","54844","1481","175514","150376","4971","128947","458231","1221"
"2020-06-02","6636","0","79400","2445","100285","7935","123077","160092","10467","57164","1481","186602","150376","0","129921","463868","1224"
"2020-06-03","6648","0","79404","2542","104071","8406","125206","160938","10499","59680","1481","195559","150376","0","130852","479258","1212"
"2020-06-04","6683","0","79415","2584","108450","8892","127485","161895","10506","61499","1481","204197","150376","0","131778","485002","1219"
"2020-06-05","6688","0","79420","2615","113233","9443","129741","163781","10531","63999","1481","212237","150376","0","133400","491706","1228"
"2020-06-06","6703","0","79424","2642","118695","9907","132038","165078","10552","66570","1481","220935","150376","0","135322","500849","1230"
"2020-06-07","6706","0","79434","2678","123848","10498","134349","165837","10563","69119","1482","226272","150376","0","137969","506367","1239"
"2020-06-08","6720","378257","79444","2863","129095","10904","136360","166584","10589","72414","1482","230226","150376","0","141380","518522","1255"
