"date","Maryland/Allegany","Maryland/Anne Arundel","Maryland/Baltimore","Maryland/Baltimore City","Maryland/Calvert","Maryland/Caroline","Maryland/Carroll","Maryland/Cecil","Maryland/Charles","Maryland/Dorchester","Maryland/Frederick","Maryland/Garrett","Maryland/Harford","Maryland/Howard","Maryland/Kent","Maryland/Montgomery","Maryland/Prince George's","Maryland/Queen Anne's","Maryland/Somerset","Maryland/St. Mary's","Maryland/Talbot","Maryland/Unassigned","Maryland/Washington","Maryland/Wicomico","Maryland/Worcester"
"2020-06-09","  6.25 %","   .54 %","  2.58 %","  1.77 %","   .00 %","   .00 %","   .99 %","  4.17 %","  2.50 %","   .00 %","   .00 %","   .00 %","  3.77 %","  4.41 %","   .00 %","  1.21 %","   .83 %","   .00 %","-25.00 %","   .00 %","   .00 %"," -9.09 %","  6.25 %","  3.12 %"," -6.25 %"
"2020-06-10","   .00 %","  2.15 %","  1.01 %","   .70 %","   .00 %"," ##.## %","   .98 %","   .00 %","  1.22 %","   .00 %","   .90 %","   .00 %","  3.64 %","  2.82 %","   .00 %","   .75 %","   .99 %","   .00 %","   .00 %","  2.94 %","   .00 %","  7.50 %","   .00 %","   .00 %","   .00 %"
"2020-06-11","   .00 %","   .53 %","  1.00 %","  1.04 %","   .00 %","   .00 %","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.53 %","   .30 %","  1.14 %","   .00 %","   .00 %","  2.86 %","   .00 %"," 11.63 %"," 17.65 %","   .00 %","  6.67 %"
"2020-06-12","   .00 %","   .52 %","   .99 %","   .68 %","   .00 %","   .00 %","   .00 %","  3.70 %"," -1.20 %","   .00 %","  1.79 %","   .00 %","  1.75 %","   .00 %","  4.76 %","   .74 %","  1.77 %","   .00 %","   .00 %"," 11.11 %","   .00 %","-16.67 %","  5.00 %","  3.03 %","   .00 %"
"2020-06-13","   .00 %","   .00 %","  1.46 %","  1.02 %","   .00 %","   .00 %","  1.94 %","  7.14 %","  1.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.55 %","  1.03 %","   .48 %","   .00 %","   .00 %","   .00 %","   .00 %"," -2.50 %","  4.76 %","  2.94 %","   .00 %"
"2020-06-14","   .00 %","  1.04 %","  1.44 %","  1.35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.37 %","   .00 %","   .58 %","   .47 %","   .00 %","   .00 %"," -2.50 %","   .00 %","-17.95 %","   .00 %","   .00 %","  6.25 %"
"2020-06-15","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.35 %","  4.35 %","   .58 %","   .47 %","   .00 %","   .00 %","  2.56 %","   .00 %","-12.50 %","   .00 %","   .00 %","   .00 %"
"2020-06-16","   .00 %","   .00 %","   .71 %","  1.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .88 %","   .00 %","  1.72 %","  1.33 %","   .00 %","   .58 %","   .62 %","  8.33 %","   .00 %","   .00 %","   .00 %"," 60.71 %","   .00 %","   .00 %","   .00 %"
"2020-06-17","   .00 %","   .52 %","  1.17 %","   .99 %","  4.76 %","   .00 %","   .00 %","   .00 %","  2.41 %","   .00 %","   .00 %","   .00 %","  3.39 %","  1.32 %","   .00 %","   .86 %","   .62 %","  7.69 %","   .00 %","  2.50 %","   .00 %","-31.11 %","   .00 %","  2.86 %","   .00 %"
"2020-06-18","   .00 %","   .51 %","  1.16 %","   .65 %","  4.55 %","   .00 %","  2.86 %"," -3.33 %","  1.18 %","   .00 %","   .00 %","   .00 %","  1.64 %","  2.60 %","   .00 %","   .43 %","   .15 %","   .00 %","   .00 %","  7.32 %","   .00 %","-16.13 %","  9.09 %","  2.78 %","   .00 %"
"2020-06-19","   .00 %","  1.02 %","  1.14 %","   .32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %"," -1.61 %","   .00 %"," -4.17 %","   .42 %","   .62 %","   .00 %","   .00 %","   .00 %","   .00 %"," -3.85 %","  4.17 %","   .00 %","   .00 %"
"2020-06-20","   .00 %","  1.01 %","  1.36 %","   .97 %","   .00 %","   .00 %","   .93 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.27 %","   .00 %","   .56 %","   .77 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-06-21","   .00 %","   .00 %","   .67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .84 %","   .15 %","   .00 %","   .00 %","  2.27 %","   .00 %"," 12.00 %","   .00 %","   .00 %","   .00 %"
"2020-06-22","   .00 %","   .00 %","   .89 %","   .96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .42 %","   .30 %","  7.14 %","   .00 %","  2.22 %","   .00 %","-21.43 %","   .00 %","   .00 %","   .00 %"
"2020-06-23","   .00 %","   .50 %","   .66 %","   .95 %","  4.35 %"," 50.00 %","   .00 %","   .00 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .28 %","   .00 %","   .00 %","   .00 %","  4.35 %","   .00 %"," 13.64 %","   .00 %","  2.70 %","   .00 %"
"2020-06-24","   .00 %","   .50 %","   .44 %","  1.88 %","  4.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.25 %","   .00 %","   .41 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %"," -4.00 %","  4.00 %","  2.63 %"," -5.88 %"
"2020-06-25","   .00 %","  -.50 %","   .00 %","   .62 %","  4.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.47 %","   .00 %","   .41 %","  1.06 %","  6.67 %","   .00 %","   .00 %","   .00 %"," 20.83 %","   .00 %","  2.56 %","   .00 %"
"2020-06-26","   .00 %","  1.00 %","   .22 %","   .92 %","   .00 %","   .00 %","   .92 %","   .00 %","   .00 %","   .00 %","   .00 %","-##.## %","   .00 %","  1.20 %","   .00 %","  -.14 %","  1.05 %","  6.25 %","   .00 %","  4.17 %","   .00 %","-10.34 %","   .00 %","   .00 %","   .00 %"
"2020-06-27","   .00 %","  1.48 %","   .87 %","   .91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .86 %","   .00 %","   .00 %","  1.19 %","   .00 %","   .55 %","   .15 %","   .00 %","   .00 %","  2.00 %","   .00 %","-11.54 %","   .00 %","   .00 %","   .00 %"
"2020-06-28","   .00 %","   .49 %","   .43 %","   .60 %","   .00 %","   .00 %","   .91 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .14 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.04 %","   .00 %","   .00 %","   .00 %"
"2020-06-29","   .00 %","   .00 %","   .64 %","   .00 %","   .00 %","   .00 %","   .90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.64 %","   .00 %","   .00 %","   .14 %","   .29 %","   .00 %","   .00 %","   .00 %","   .00 %"," -7.69 %","   .00 %","  2.50 %","   .00 %"
"2020-06-30","   .00 %","   .00 %","   .64 %","   .60 %","  3.85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.18 %","   .00 %","   .27 %","   .29 %","   .00 %","   .00 %","   .00 %","   .00 %"," 20.83 %","  3.85 %","   .00 %","   .00 %"
"2020-07-01","   .00 %","   .97 %","   .21 %","   .30 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .85 %","   .00 %","   .00 %","  5.95 %","   .00 %","   .14 %","   .59 %"," 11.76 %","   .00 %","   .00 %","   .00 %","-13.79 %","  3.70 %","   .00 %","  6.25 %"
"2020-07-02","   .00 %","   .48 %","   .00 %","   .59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.61 %","   .00 %","   .00 %","   .54 %","  -.15 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.00 %","   .00 %"," -2.44 %","   .00 %"
"2020-07-03","   .00 %","  -.48 %","   .84 %","   .59 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .85 %","   .00 %","   .00 %","  2.25 %","   .00 %","   .54 %","   .29 %","   .00 %","   .00 %","   .00 %","   .00 %","-11.54 %","   .00 %","   .00 %","   .00 %"
"2020-07-04","   .00 %","   .00 %","   .42 %","   .58 %","   .00 %","   .00 %","  1.79 %","   .00 %","  1.16 %","   .00 %","   .84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .13 %","   .15 %","  5.26 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.57 %","  2.50 %","   .00 %"
"2020-07-05","  5.88 %","   .00 %","   .21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .13 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %"," 13.04 %","   .00 %","   .00 %","   .00 %"
"2020-07-06","   .00 %","   .00 %","   .21 %","  1.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .53 %","   .15 %","   .00 %","   .00 %","   .00 %","   .00 %","-30.77 %","   .00 %","   .00 %","   .00 %"
"2020-07-07","   .00 %","   .48 %","   .83 %","   .86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.20 %","   .00 %","  -.13 %","   .29 %","   .00 %","   .00 %","   .00 %","   .00 %"," 50.00 %","   .00 %","   .00 %","   .00 %"
"2020-07-08","   .00 %","   .00 %","   .82 %","   .85 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.15 %","   .00 %","   .00 %","   .00 %","  1.59 %","   .00 %","   .00 %","   .00 %","  1.01 %","  5.00 %","   .00 %","   .00 %","   .00 %","-29.63 %","   .00 %","   .00 %","   .00 %"
"2020-07-09","   .00 %","   .00 %","   .61 %","   .85 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.14 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.08 %","   .00 %","   .27 %","   .14 %","  9.52 %","   .00 %","   .00 %","   .00 %"," 10.53 %","   .00 %","   .00 %","   .00 %"
"2020-07-10","   .00 %","   .00 %","   .41 %","  1.40 %","   .00 %","   .00 %","   .88 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.56 %","  3.26 %","   .00 %","   .13 %","   .43 %","   .00 %","   .00 %","   .00 %","   .00 %"," -4.76 %","   .00 %","   .00 %","   .00 %"
"2020-07-11","   .00 %","   .00 %","   .40 %","   .28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .43 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.00 %","   .00 %","   .00 %","  5.88 %"
"2020-07-12","   .00 %","   .00 %","  -.20 %","   .27 %","   .00 %","   .00 %","   .87 %","   .00 %","  1.12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .85 %","   .00 %","   .00 %","   .00 %","   .00 %","-11.11 %","   .00 %","  2.44 %","   .00 %"
"2020-07-13","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.54 %","  1.05 %","   .00 %","   .13 %","   .28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-14","   .00 %","   .00 %","   .40 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .14 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.75 %","   .00 %","   .00 %","   .00 %"
"2020-07-15","   .00 %","   .48 %","   .80 %","   .82 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.52 %","  1.04 %","   .00 %","   .13 %","   .28 %","   .00 %","   .00 %","   .00 %","   .00 %","-31.58 %","   .00 %","   .00 %","   .00 %"
"2020-07-16","   .00 %","   .00 %","   .40 %","   .81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.49 %","   .00 %","   .00 %","   .00 %","   .28 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-17","   .00 %","   .00 %","   .20 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 53.85 %","   .00 %","   .00 %","   .00 %"
"2020-07-18","   .00 %","   .95 %","   .79 %","  1.07 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.03 %","   .00 %","   .26 %","   .56 %","   .00 %","   .00 %","   .00 %","   .00 %","-40.00 %","   .00 %","   .00 %","   .00 %"
"2020-07-19","   .00 %","   .00 %","   .20 %","  1.06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %"
"2020-07-20","   .00 %","   .00 %","   .39 %","   .52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %","  1.96 %","   .00 %","-25.00 %","   .00 %","   .00 %","   .00 %"
"2020-07-21","   .00 %","   .00 %","   .98 %","  1.30 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.02 %","   .00 %","   .26 %","   .28 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %"
"2020-07-22","   .00 %","   .47 %","   .39 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","  1.92 %","   .00 %","-25.00 %","   .00 %","   .00 %","   .00 %"
"2020-07-23","   .00 %","   .00 %","   .19 %","   .51 %","   .00 %","   .00 %","  -.86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.01 %","   .00 %","   .64 %","   .00 %","   .00 %","   .00 %"," -1.89 %","   .00 %","-25.00 %","   .00 %","   .00 %","   .00 %"
"2020-07-24","   .00 %","   .00 %","   .19 %","   .77 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.52 %","   .00 %","   .00 %","   .13 %","   .14 %","   .00 %","   .00 %","   .00 %","   .00 %"," 66.67 %","   .00 %","   .00 %","   .00 %"
"2020-07-25","   .00 %","   .00 %","   .58 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %"
"2020-07-26","   .00 %","   .00 %","   .19 %","   .76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .13 %","   .14 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.67 %","   .00 %","   .00 %","   .00 %"
"2020-07-27","   .00 %","   .00 %","   .57 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .51 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.25 %","   .00 %","   .00 %","   .00 %"
"2020-07-28","   .00 %","   .00 %","  1.14 %","   .50 %","   .00 %","   .00 %","   .87 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .14 %","   .00 %","   .00 %","  1.92 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-07-29","   .00 %","   .00 %","   .75 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %"," 73.33 %","   .00 %","  2.38 %","   .00 %"
"2020-07-30","   .00 %","   .93 %","  1.30 %","   .50 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.94 %","   .00 %","   .25 %","   .14 %","  8.70 %","   .00 %","   .00 %","   .00 %","-38.46 %","   .00 %","  2.33 %","   .00 %"
"2020-07-31","   .00 %","   .00 %","   .37 %","   .25 %","  3.70 %","   .00 %","   .00 %","   .00 %","  1.11 %","   .00 %","   .00 %","   .00 %","   .00 %","   .95 %","   .00 %","   .00 %","   .41 %","   .00 %","   .00 %"," -1.89 %","   .00 %","-18.75 %","   .00 %","   .00 %","   .00 %"
"2020-08-01","   .00 %","   .46 %","   .37 %","   .49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .54 %","   .00 %","   .00 %","   .00 %","   .00 %"," 23.08 %","   .00 %","   .00 %","  5.56 %"
"2020-08-02","   .00 %","   .00 %","   .36 %","   .98 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.49 %","   .00 %","   .00 %","   .25 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","-12.50 %","   .00 %","   .00 %","   .00 %"
"2020-08-03","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .86 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 35.71 %","   .00 %","   .00 %","   .00 %"
"2020-08-04","   .00 %","   .46 %","   .36 %","   .97 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .13 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","-10.53 %","   .00 %","   .00 %","   .00 %"
"2020-08-05","   .00 %","   .92 %","   .36 %","   .96 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.47 %","   .00 %","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","-41.18 %","  3.33 %","   .00 %","  5.26 %"
"2020-08-06","   .00 %","   .00 %","   .36 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .38 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %"," 60.00 %","   .00 %","  2.27 %","   .00 %"
"2020-08-07","   .00 %","   .91 %","   .36 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .50 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %"," 18.75 %","   .00 %","   .00 %","   .00 %"
"2020-08-08","   .00 %","   .00 %","   .36 %","   .94 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.77 %","   .00 %","   .12 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %"," -5.26 %","   .00 %","   .00 %","   .00 %"
"2020-08-09","   .00 %","  1.35 %","   .36 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-10","   .00 %","   .00 %","   .00 %","   .47 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.82 %","   .00 %","   .00 %","   .27 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"
"2020-08-11","   .00 %","   .89 %","   .53 %","   .23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .79 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.56 %","   .00 %","   .00 %","   .00 %"
"2020-08-12","   .00 %","   .44 %","   .18 %","   .70 %","   .00 %","   .00 %","   .85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .37 %","   .39 %","  4.00 %","   .00 %","   .00 %","   .00 %","-26.32 %","   .00 %","   .00 %","   .00 %"
"2020-08-13","   .00 %","   .00 %","   .88 %","   .23 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.10 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","-14.29 %","   .00 %","   .00 %","   .00 %"
"2020-08-14","   .00 %","   .00 %","   .35 %","   .69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.68 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 16.67 %","   .00 %","   .00 %","   .00 %"
"2020-08-15","   .00 %","   .44 %","   .00 %","   .68 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.09 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","-14.29 %","   .00 %","   .00 %","   .00 %"
"2020-08-16","  5.56 %","   .00 %","   .17 %","   .45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .87 %","   .00 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","-33.33 %","   .00 %","   .00 %","   .00 %"
"2020-08-17","   .00 %","   .00 %","  -.17 %","   .23 %","   .00 %","   .00 %","   .85 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.50 %","   .00 %","   .00 %","   .00 %"
"2020-08-18","   .00 %","   .00 %","   .35 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .86 %","   .00 %","   .25 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %"," 33.33 %","   .00 %","   .00 %","   .00 %"
"2020-08-19","   .00 %","   .00 %","   .87 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.33 %","   .00 %","   .00 %"," 10.00 %"
"2020-08-20","  5.26 %","   .44 %","   .17 %","   .23 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .39 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.69 %","   .00 %","   .00 %","   .00 %"
"2020-08-21","   .00 %","   .00 %","   .34 %","   .90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .00 %","   .85 %","   .00 %","   .00 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","-35.71 %","  3.23 %","  2.22 %"," -4.55 %"
"2020-08-22","   .00 %","   .00 %","   .34 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .82 %","   .00 %","   .00 %","  -.85 %","   .00 %","   .00 %","   .52 %","   .00 %","   .00 %","   .00 %","   .00 %"," 44.44 %","   .00 %","   .00 %","  4.76 %"
"2020-08-23","   .00 %","   .43 %","   .34 %","   .00 %","   .00 %","   .00 %","   .84 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .12 %","   .13 %","   .00 %","   .00 %","  1.92 %","   .00 %"," -7.69 %","   .00 %","   .00 %","   .00 %"
"2020-08-24","   .00 %","   .00 %","   .00 %","   .45 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .00 %","   .00 %","   .00 %","   .00 %","-16.67 %","   .00 %","  2.17 %","   .00 %"
