"date","Pennsylvania/Adams","Pennsylvania/Allegheny","Pennsylvania/Armstrong","Pennsylvania/Beaver","Pennsylvania/Bedford","Pennsylvania/Berks","Pennsylvania/Blair","Pennsylvania/Bradford","Pennsylvania/Bucks","Pennsylvania/Butler","Pennsylvania/Cambria","Pennsylvania/Cameron","Pennsylvania/Carbon","Pennsylvania/Centre","Pennsylvania/Chester","Pennsylvania/Clarion","Pennsylvania/Clearfield","Pennsylvania/Clinton","Pennsylvania/Columbia","Pennsylvania/Crawford","Pennsylvania/Cumberland","Pennsylvania/Dauphin","Pennsylvania/Delaware","Pennsylvania/Elk","Pennsylvania/Erie","Pennsylvania/Fayette","Pennsylvania/Forest","Pennsylvania/Franklin","Pennsylvania/Fulton","Pennsylvania/Greene","Pennsylvania/Huntingdon","Pennsylvania/Indiana","Pennsylvania/Jefferson","Pennsylvania/Juniata","Pennsylvania/Lackawanna","Pennsylvania/Lancaster","Pennsylvania/Lawrence","Pennsylvania/Lebanon","Pennsylvania/Lehigh","Pennsylvania/Luzerne","Pennsylvania/Lycoming","Pennsylvania/McKean","Pennsylvania/Mercer","Pennsylvania/Mifflin","Pennsylvania/Monroe","Pennsylvania/Montgomery","Pennsylvania/Montour","Pennsylvania/Northampton","Pennsylvania/Northumberland","Pennsylvania/Perry","Pennsylvania/Philadelphia","Pennsylvania/Pike","Pennsylvania/Potter","Pennsylvania/Schuylkill","Pennsylvania/Snyder","Pennsylvania/Somerset","Pennsylvania/Sullivan","Pennsylvania/Susquehanna","Pennsylvania/Tioga","Pennsylvania/Unassigned","Pennsylvania/Union","Pennsylvania/Venango","Pennsylvania/Warren","Pennsylvania/Washington","Pennsylvania/Wayne","Pennsylvania/Westmoreland","Pennsylvania/Wyoming","Pennsylvania/York"
"2020-04-13"," 16.67 %","  2.22 %","  3.70 %","  5.52 %","   .00 %"," 11.11 %"," 10.00 %","  5.56 %","  5.04 %","  7.52 %","  7.69 %","   .00 %","   .00 %","   .00 %","  5.52 %","  6.67 %","   .00 %","   .00 %","  6.60 %","  6.67 %"," 10.91 %","  4.80 %","  9.79 %","   .00 %","   .00 %","  5.56 %","   .00 %","  3.12 %","   .00 %","   .00 %"," 10.00 %","  7.50 %","   .00 %","  2.63 %","  7.49 %","  7.25 %","  4.08 %","  5.19 %","  3.74 %","  2.48 %"," 21.74 %"," 50.00 %","  7.50 %"," 41.67 %","  2.64 %","  5.59 %","  5.41 %","  4.44 %","  8.11 %","  6.25 %","  6.69 %","  4.25 %","   .00 %","  2.13 %"," 15.00 %","  8.33 %","   .00 %"," 24.00 %","  7.69 %","   .00 %"," 10.53 %","   .00 %","   .00 %","  1.47 %","  6.35 %","  2.24 %"," 33.33 %","  7.82 %"
"2020-04-14"," 12.50 %","  1.94 %","   .00 %","  1.96 %","   .00 %","  8.43 %","   .00 %","   .00 %","  3.58 %","   .00 %","   .00 %","   .00 %","   .98 %","   .00 %","  7.25 %","   .00 %","   .00 %","   .00 %"," 10.62 %","   .00 %","  1.64 %","  3.75 %","  5.77 %","   .00 %","  5.13 %","  1.75 %","   .00 %","  4.55 %"," ##.## %","   .00 %","   .00 %","   .00 %","   .00 %"," 10.26 %","  9.15 %","  4.47 %","   .00 %"," 15.49 %","  3.21 %","  5.33 %","  3.57 %"," 33.33 %","  2.33 %"," -5.88 %","  3.80 %","  3.02 %"," 12.82 %","  4.07 %"," 20.00 %","   .00 %","  4.65 %"," 15.84 %","   .00 %","  4.17 %","  4.35 %","   .00 %","   .00 %","  3.23 %"," -7.14 %","   .00 %","  9.52 %","   .00 %","   .00 %","  1.45 %","  4.48 %","  1.32 %"," -8.33 %"," 12.08 %"
"2020-04-15","  1.59 %","  1.23 %","  3.57 %","  1.28 %"," 80.00 %","  7.06 %","  9.09 %","   .00 %","  9.90 %","  4.90 %","   .00 %","   .00 %","  8.74 %","  2.86 %","  6.13 %","   .00 %","   .00 %","   .00 %","  4.80 %","   .00 %","  5.65 %","  8.84 %","  4.54 %","   .00 %","  2.44 %","   .00 %","   .00 %"," 13.04 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  9.30 %","  5.19 %","  5.66 %","  7.84 %","  6.40 %","  6.60 %","  2.89 %","  3.45 %","   .00 %","  6.82 %"," -6.25 %","  2.95 %","  5.14 %","   .00 %","  6.38 %"," 16.67 %","   .00 %","  4.36 %","  4.69 %","   .00 %","  6.00 %","   .00 %","  7.69 %","   .00 %"," 25.00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.43 %","  7.14 %","  2.60 %"," 18.18 %","  2.70 %"
"2020-04-16","  4.69 %","  2.32 %"," 10.34 %","  6.33 %"," 22.22 %","  6.29 %","  8.33 %","   .00 %","  6.50 %","  2.67 %","   .00 %","   .00 %","   .89 %","  1.39 %","  6.96 %","  6.25 %","   .00 %","   .00 %"," 11.45 %","   .00 %","  4.58 %","  5.90 %","  6.20 %","   .00 %","  9.52 %","  3.45 %"," 40.00 %","  2.56 %","   .00 %","  4.35 %","   .00 %","  2.33 %","   .00 %"," 19.15 %","  6.07 %","  6.13 %","   .00 %","  8.88 %","  4.01 %","  2.81 %","   .00 %","   .00 %","  6.38 %","   .00 %","  2.98 %","  2.79 %","  9.09 %","  3.60 %","  7.14 %","   .00 %","  8.12 %","  2.99 %","   .00 %"," 11.32 %","   .00 %","   .00 %","   .00 %"," 22.50 %","   .00 %","   .00 %","  8.70 %","   .00 %","   .00 %","  2.82 %","  2.67 %","  1.27 %","  7.69 %","  3.15 %"
"2020-04-17","  4.48 %","  2.38 %","   .00 %","  5.95 %"," 18.18 %","  8.32 %","  7.69 %","  5.26 %","  3.76 %","  1.95 %","   .00 %","   .00 %","  4.42 %","   .00 %","  2.35 %","  5.88 %","   .00 %"," 25.00 %"," 13.70 %","   .00 %"," 12.41 %","  8.36 %","  8.32 %","   .00 %","  4.35 %"," 10.00 %","   .00 %"," 11.25 %","   .00 %","   .00 %","   .00 %","  2.27 %","   .00 %"," 12.50 %","  5.90 %","  6.19 %","  7.27 %"," 11.58 %","  4.65 %","  3.54 %","  6.67 %","   .00 %"," 12.00 %"," 13.33 %","  3.45 %","  5.50 %","   .00 %","  3.01 %","   .00 %","  5.88 %","  6.44 %","  5.07 %","   .00 %","  3.39 %","  4.17 %","  7.14 %","   .00 %"," 18.37 %","  7.69 %","   .00 %","  4.00 %","   .00 %","   .00 %","  2.74 %","  5.19 %","  3.75 %"," 14.29 %"," 12.72 %"
"2020-04-18","  5.71 %","  6.55 %"," 12.50 %"," 56.18 %","  7.69 %"," 13.73 %","   .00 %"," 20.00 %","  9.25 %","  1.91 %"," 21.43 %","   .00 %"," 15.25 %","   .00 %","  7.71 %","   .00 %","   .00 %"," 10.00 %"," 10.84 %","   .00 %"," 14.29 %"," 10.29 %","  4.09 %","   .00 %"," 20.83 %","   .00 %","   .00 %"," 19.10 %","   .00 %","   .00 %","   .00 %","  4.44 %","   .00 %","  4.76 %","  4.73 %","  8.06 %","  1.69 %","  8.02 %","  2.34 %","  2.64 %"," 12.50 %","   .00 %","  1.79 %"," 11.76 %","  1.51 %","  3.61 %","  2.08 %","  4.57 %"," 11.67 %"," 11.11 %","  5.27 %","  1.72 %","   .00 %","  4.10 %","  8.00 %"," 13.33 %","   .00 %","  1.72 %","   .00 %","   .00 %","  3.85 %","   .00 %","   .00 %","  5.33 %","  3.70 %"," 12.45 %","   .00 %","  4.51 %"
"2020-04-19","  8.11 %","  2.58 %","  5.56 %","  3.60 %","  7.14 %","  8.58 %"," -7.14 %","  4.17 %","  6.39 %","   .62 %"," 11.76 %","   .00 %","  2.94 %","   .00 %"," 10.18 %","   .00 %"," 22.22 %","   .00 %","  9.78 %","   .00 %","  3.41 %","  7.29 %","  6.17 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.72 %","   .00 %","   .00 %","  8.33 %","  8.51 %","   .00 %","  6.06 %","  2.58 %","  6.74 %"," -1.67 %","  5.68 %","  2.90 %","  1.69 %","  2.78 %","   .00 %","  3.51 %","  5.26 %","  2.12 %","  4.75 %"," -2.04 %","  3.22 %","   .00 %","   .00 %","  2.22 %","  2.03 %","   .00 %","  2.76 %","   .00 %","  5.88 %","   .00 %","  6.78 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.80 %","   .00 %","  1.43 %","  6.25 %","  3.89 %"
"2020-04-20","  6.25 %","   .68 %","   .00 %","  3.47 %","   .00 %","  2.48 %","  7.69 %","   .00 %","  4.95 %","   .00 %","   .00 %","   .00 %","  2.86 %","   .00 %","  4.33 %","   .00 %","   .00 %","   .00 %","  2.97 %","   .00 %","  2.20 %","  4.89 %","  3.46 %","   .00 %","  3.45 %","  1.52 %","   .00 %","  3.60 %","   .00 %","  4.17 %","   .00 %","  3.92 %"," 50.00 %","  2.86 %","  1.57 %","  4.04 %","   .00 %","  3.72 %","  1.91 %","  1.49 %","  8.11 %","   .00 %","   .00 %","   .00 %","   .73 %","  4.36 %","   .00 %","  1.94 %","  8.96 %","   .00 %","  3.68 %","  1.00 %","   .00 %","  2.30 %","  3.70 %","  5.56 %","   .00 %","  4.76 %","   .00 %","   .00 %","  3.70 %","   .00 %","   .00 %","  1.22 %","  1.19 %","   .70 %","   .00 %","  2.49 %"
"2020-04-21","  7.06 %","  1.63 %","   .00 %","  1.68 %","  6.67 %","  2.21 %","   .00 %"," 24.00 %","  4.83 %","   .62 %","  5.26 %","   .00 %","  4.17 %","  5.48 %","  3.06 %","   .00 %","   .00 %","   .00 %","  8.17 %","  6.25 %","  4.30 %","  3.63 %","  4.28 %","   .00 %","   .00 %","  2.99 %","   .00 %"," 24.35 %","   .00 %","   .00 %","   .00 %","  3.77 %","   .00 %","   .00 %","  3.10 %","  4.77 %","  1.69 %","  4.58 %","  2.23 %","  1.87 %","  5.00 %"," 25.00 %","   .00 %","  5.00 %","  2.58 %","  3.75 %"," -2.08 %","  5.11 %","  5.48 %","   .00 %","  4.97 %","  3.29 %","   .00 %","  3.75 %","  7.14 %","   .00 %","   .00 %","  7.58 %","  7.14 %","   .00 %","  3.57 %","   .00 %"," ##.## %","  3.61 %","  1.18 %","  1.75 %","   .00 %","  4.87 %"
"2020-04-22","  1.10 %","  2.74 %","  2.63 %","  4.62 %","   .00 %","  4.07 %","   .00 %","   .00 %","  4.55 %","  1.23 %","  5.00 %","   .00 %","  2.67 %","   .00 %","   .74 %","  5.56 %","   .00 %"," 18.18 %","  6.22 %","   .00 %","  6.70 %","  5.50 %","  3.88 %","   .00 %","  3.33 %","  1.45 %","   .00 %","  6.29 %","   .00 %","   .00 %"," 15.38 %","  1.82 %","   .00 %","  1.39 %","  2.40 %","  2.39 %","  1.67 %","  1.90 %","  3.44 %","  2.67 %","  2.38 %","   .00 %","   .00 %","  4.76 %","  2.01 %","  4.44 %","   .00 %","  3.04 %","   .00 %"," 15.00 %","   .00 %","   .96 %","   .00 %","  2.17 %","  3.33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.45 %","   .00 %","   .00 %","  1.16 %","   .00 %","  3.09 %","   .00 %","  2.71 %"
"2020-04-23","  3.26 %","  5.61 %"," 10.26 %","   .63 %"," 25.00 %","  6.91 %","  7.14 %"," -9.68 %"," 12.29 %","   .00 %"," -4.76 %","   .00 %","   .65 %"," -1.30 %","  4.11 %","  5.26 %","   .00 %","  7.69 %","  2.51 %"," 11.76 %"," 10.63 %","  5.45 %","  5.26 %","   .00 %","  9.68 %","  1.43 %","   .00 %","  -.66 %","   .00 %","   .00 %"," 33.33 %","  5.36 %"," 33.33 %","  5.48 %","  3.67 %","  2.49 %","   .00 %","  1.68 %","  1.85 %","  1.73 %","  2.33 %","   .00 %","  1.69 %","  9.09 %","   .89 %","  3.07 %","   .00 %","  4.09 %","  6.49 %","   .00 %"," 11.95 %","  3.15 %","   .00 %","  2.47 %","   .00 %","  5.26 %","   .00 %","  1.41 %"," -6.67 %","   .00 %","   .00 %"," 16.67 %","-50.00 %","  5.75 %","  1.16 %","  2.33 %","   .00 %","  2.82 %"
"2020-04-24"," 15.79 %","  2.44 %","   .00 %","  5.64 %","  5.00 %","  5.74 %"," 26.67 %","   .00 %","  6.38 %","  2.44 %","   .00 %","   .00 %","  3.23 %","  1.32 %","  7.58 %"," 10.00 %","   .00 %"," 21.43 %","  2.86 %","   .00 %","  4.80 %","  5.17 %","  5.27 %","   .00 %","  5.88 %","  5.63 %","   .00 %","  8.61 %","   .00 %","   .00 %","   .00 %","  5.08 %","   .00 %","   .00 %","  3.96 %","  6.77 %","   .00 %","  5.70 %","  2.48 %","  2.18 %","  9.09 %","   .00 %","  6.67 %","  8.33 %","  1.27 %","  3.83 %","   .00 %","  3.62 %","  2.44 %","  8.70 %","  5.80 %","  3.36 %","   .00 %","  3.45 %","   .00 %"," 10.00 %","   .00 %","  5.56 %","   .00 %","   .00 %","  3.33 %","   .00 %","   .00 %","  4.35 %","  1.15 %","  3.26 %","   .00 %","  3.11 %"
"2020-04-25","  2.73 %","  1.78 %","  6.98 %","  6.53 %","   .00 %","  2.86 %"," 10.53 %","   .00 %","  2.92 %","   .00 %","  5.00 %","   .00 %","  1.25 %","  5.19 %","  6.58 %","   .00 %","   .00 %","  5.88 %","  1.98 %","   .00 %","  4.17 %","  5.13 %","  3.47 %","   .00 %","  9.72 %","  5.33 %","   .00 %"," 10.37 %"," 50.00 %","   .00 %"," 10.00 %","  1.61 %","   .00 %","   .00 %","  5.03 %","  3.45 %","   .00 %","  2.96 %","  2.95 %","  2.13 %"," 10.42 %","   .00 %","   .00 %","   .00 %","  1.64 %","  2.89 %","   .00 %","  3.73 %","  3.57 %","  4.00 %","   .00 %","  2.66 %","   .00 %","  3.67 %","  3.23 %"," 13.64 %","   .00 %","  1.32 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","  4.55 %"," 13.56 %","   .00 %","  2.66 %"
"2020-04-26","  3.54 %","  1.09 %","   .00 %","  1.95 %","   .00 %","  3.53 %","   .00 %","   .00 %","   .00 %","  1.19 %","   .00 %","   .00 %","   .62 %","   .00 %","  3.79 %","   .00 %","   .00 %"," 16.67 %","  4.67 %","   .00 %","  6.80 %","  5.49 %","  3.80 %"," 50.00 %"," -2.53 %","   .00 %","   .00 %"," 13.26 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.30 %","  2.72 %","  5.06 %","   .00 %","  3.38 %","  1.96 %","  2.34 %","  3.77 %","   .00 %","  1.56 %","  3.85 %","  1.04 %","  2.92 %","   .00 %","  1.85 %","  3.45 %","   .00 %","  5.80 %","   .58 %","   .00 %","  3.22 %","  3.12 %","   .00 %","   .00 %","  2.60 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.02 %","   .00 %","  3.89 %","   .00 %","  2.60 %"
"2020-04-27","  4.27 %","  1.07 %","  2.17 %","  5.74 %","   .00 %","  1.41 %","   .00 %","   .00 %","  1.73 %","   .00 %","   .00 %","   .00 %","   .61 %","  7.41 %","  3.14 %","   .00 %","   .00 %"," 19.05 %","  2.97 %","   .00 %","  5.62 %","  1.93 %","  2.44 %","   .00 %","  6.49 %","   .00 %","   .00 %"," 10.73 %","   .00 %","   .00 %","  9.09 %","   .00 %","   .00 %","  1.28 %","  5.04 %","  3.55 %","  3.28 %","  1.47 %","  1.35 %","  1.34 %","  3.64 %","   .00 %","   .00 %"," 11.11 %","  1.69 %","  2.25 %","  2.13 %","  1.16 %","   .00 %","   .00 %","  2.40 %","   .86 %","   .00 %","   .93 %","   .00 %","   .00 %","   .00 %","  2.53 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.94 %","  1.09 %","   .80 %","  5.88 %","  2.19 %"
"2020-04-28","  1.64 %","   .90 %","  6.38 %","   .26 %","  4.76 %","  3.13 %","   .00 %","   .00 %","  3.48 %","  2.35 %","  4.76 %","   .00 %","  3.05 %","  6.90 %","  3.46 %","  4.55 %","   .00 %"," 16.00 %","   .72 %","   .00 %","  4.96 %","  4.54 %","  3.03 %","   .00 %","  4.88 %","   .00 %","   .00 %","  4.41 %","   .00 %","  4.00 %","  8.33 %"," -1.59 %","   .00 %","  2.53 %","  2.52 %","  2.76 %","   .00 %","  2.25 %","  1.86 %","  2.11 %","  1.75 %","   .00 %","  1.54 %"," 13.33 %","  1.29 %","  5.92 %"," -2.08 %","  7.42 %","  2.22 %","  3.85 %","  4.48 %","  2.84 %","   .00 %","  1.85 %","   .00 %","  4.00 %","   .00 %","  1.23 %","   .00 %","   .00 %","  6.45 %","   .00 %","   .00 %","  1.87 %","   .00 %","  1.59 %","   .00 %","  1.32 %"
"2020-04-29","  4.84 %","  3.08 %","   .00 %","  1.03 %","  9.09 %","  1.23 %","  9.52 %","  3.57 %","  3.78 %","   .57 %"," 13.64 %","   .00 %","   .59 %","  2.15 %","  3.82 %","   .00 %"," 27.27 %","  3.45 %","  1.43 %","   .00 %","  9.46 %","   .90 %","  4.50 %","   .00 %","  1.16 %","  1.27 %","   .00 %"," 11.39 %"," 66.67 %","   .00 %"," 11.54 %","  1.61 %","   .00 %","  1.23 %","  2.22 %","  1.49 %","  1.59 %","  2.05 %","  1.27 %","  1.59 %","  5.17 %"," 20.00 %"," -1.52 %","  5.88 %","  1.28 %","  3.31 %","   .00 %","  1.93 %","   .00 %"," 11.11 %","  2.66 %","  1.93 %","   .00 %","  3.94 %","   .00 %","   .00 %","   .00 %"," -1.22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.67 %","  2.15 %","   .78 %","  5.56 %","  1.63 %"
"2020-04-30","  5.38 %","  1.26 %","  2.00 %","  3.32 %","   .00 %","  2.31 %","   .00 %","  6.90 %","  4.72 %","  1.71 %"," 12.00 %","   .00 %","  2.94 %","  1.05 %","  5.44 %","   .00 %"," 14.29 %","  3.33 %","   .00 %","   .00 %","  5.86 %","  4.66 %","  2.13 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.58 %","   .00 %","   .00 %"," 31.03 %","   .00 %","   .00 %","  1.22 %","  4.58 %","  3.64 %","  1.56 %","  4.32 %","  2.83 %","  1.52 %"," 11.48 %","   .00 %","   .00 %","  5.56 %","  1.44 %","  3.11 %","   .00 %","  2.09 %","  1.09 %","   .00 %","  4.82 %","  2.44 %","   .00 %","  7.29 %","   .00 %","   .00 %","   .00 %","  3.70 %"," 14.29 %","   .00 %","  9.09 %","   .00 %","   .00 %","  1.77 %","  5.26 %","  1.30 %","  5.26 %","  2.72 %"
"2020-05-01","  2.19 %","  2.33 %","  1.96 %","  5.19 %","   .00 %","  1.85 %","   .00 %","  6.45 %","  5.61 %","  1.12 %"," 10.71 %","   .00 %","  3.43 %","   .00 %","  4.15 %","   .00 %","   .00 %","  3.23 %","  2.12 %","   .00 %","  1.75 %","  2.91 %","  4.11 %","   .00 %","   .00 %","  1.25 %","   .00 %"," 10.21 %","   .00 %","   .00 %","  5.26 %","   .00 %","   .00 %","  1.20 %","  2.30 %","  3.12 %","   .00 %","  2.66 %","  1.93 %","  1.40 %","  4.41 %","   .00 %","   .00 %"," -2.63 %","  1.77 %","  2.30 %","  2.13 %","  2.59 %","  2.15 %","  6.67 %","  4.62 %","  1.32 %","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.78 %","   .00 %","   .00 %","   .87 %","  2.00 %","   .51 %","  5.00 %","  1.56 %"
"2020-05-02","   .71 %","  1.06 %","   .00 %","  2.11 %","   .00 %","  2.26 %","   .00 %","  6.06 %","  3.65 %","   .00 %","  3.23 %","   .00 %","   .55 %","   .00 %","  2.58 %","   .00 %","   .00 %","  6.25 %","   .35 %","   .00 %","  4.58 %","  2.66 %","  3.92 %"," 33.33 %","  3.45 %","  1.23 %","   .00 %","  3.83 %"," 20.00 %","  3.85 %"," 20.00 %","   .00 %"," 50.00 %","   .00 %","  3.64 %","  4.62 %","   .00 %","  2.31 %","  1.61 %","  1.75 %"," 14.08 %","   .00 %","  1.54 %","  2.70 %","  1.57 %","  1.84 %","  2.08 %","  3.76 %","  3.16 %","  3.12 %","   .00 %","  2.87 %","   .00 %","  2.40 %","   .00 %"," 11.54 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.70 %","   .00 %","   .00 %","  1.72 %","  1.96 %","   .76 %"," 19.05 %","  2.00 %"
"2020-05-03","  2.84 %","   .90 %","   .00 %","   .00 %","   .00 %","  2.70 %","  4.35 %","   .00 %","  3.27 %","   .00 %","  3.12 %","   .00 %","   .55 %","  6.25 %","  2.25 %","   .00 %"," 31.25 %"," -5.88 %","   .34 %","   .00 %","  2.19 %","  2.76 %","  2.85 %","   .00 %","  1.11 %","  1.22 %","   .00 %","  8.00 %","   .00 %","   .00 %"," 16.67 %","  9.52 %","   .00 %","  2.38 %","  3.20 %","  1.68 %","   .00 %","  3.52 %","   .97 %","  1.31 %","  4.94 %","   .00 %","   .00 %","  2.63 %","   .60 %","  1.45 %","  2.04 %","  1.47 %","  1.02 %","  3.03 %","   .00 %","  2.79 %","   .00 %","  2.86 %","   .00 %","   .00 %","   .00 %","  1.19 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .85 %","  4.81 %","  1.26 %","   .00 %","  2.26 %"
"2020-05-04","  2.07 %","  1.49 %","   .00 %","  5.29 %","   .00 %","  2.15 %","  4.17 %","   .00 %","  2.13 %","   .00 %","  3.03 %","   .00 %","  1.09 %","  2.94 %","  3.86 %","   .00 %","   .00 %","  3.12 %","  1.72 %","   .00 %","   .54 %","  2.84 %","  2.07 %","   .00 %","   .00 %","   .00 %","   .00 %","  7.41 %","   .00 %","   .00 %","  1.79 %","  1.45 %","   .00 %","   .00 %","  1.80 %","  2.84 %","   .00 %","  2.86 %","  1.33 %","   .67 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .09 %","  2.04 %","   .00 %","  1.17 %","  1.01 %","   .00 %","  5.97 %","   .74 %","   .00 %","   .76 %","   .00 %","  3.45 %","   .00 %","  1.18 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .84 %","   .00 %","   .50 %","  8.00 %","  3.39 %"
"2020-05-05","   .00 %","   .73 %","  1.92 %","  1.75 %","  8.33 %","  1.90 %","   .00 %","   .00 %","  4.44 %","  2.22 %","   .00 %"," ##.## %","   .00 %","   .95 %","  2.63 %","   .00 %","   .00 %","   .00 %","   .68 %","   .00 %","  1.87 %","  6.60 %","  1.69 %","   .00 %","  2.20 %","  1.20 %","   .00 %","  5.04 %"," 16.67 %","   .00 %","  3.51 %","  5.71 %","   .00 %","   .00 %","  2.06 %","  1.36 %","  3.08 %","  1.32 %","  1.21 %","  1.11 %","   .00 %","   .00 %","  1.52 %","  7.69 %","  1.11 %","   .90 %","   .00 %","  1.74 %","  7.00 %","   .00 %","  2.31 %","   .98 %","   .00 %","  1.76 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .50 %","   .00 %","  1.99 %"
"2020-05-06","   .00 %","  1.38 %","  3.77 %","  1.07 %","  3.85 %","  1.46 %","   .00 %","  2.86 %","   .09 %","   .54 %","  2.94 %","   .00 %","   .54 %","  6.60 %","  2.19 %","   .00 %","   .00 %","  3.03 %","  1.34 %","  5.26 %","  1.05 %","  2.30 %","  2.44 %","   .00 %","  2.15 %","   .00 %","   .00 %","  2.53 %","   .00 %","   .00 %","  1.69 %","  1.35 %"," 16.67 %","   .00 %","  3.66 %","  1.14 %","  1.49 %","  1.04 %","  2.13 %","  1.14 %","  4.65 %","   .00 %","  2.99 %","  7.14 %","   .34 %","  2.99 %","   .00 %","  1.49 %","  3.74 %","   .00 %","  1.75 %","   .73 %","   .00 %","  3.46 %","   .00 %","  6.67 %","   .00 %","  1.16 %","   .00 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .83 %","   .92 %","   .99 %","   .00 %","   .84 %"
"2020-05-07","  2.03 %","  3.23 %","   .00 %","   .21 %","   .00 %","  1.54 %"," 12.00 %","   .00 %","  2.99 %","  2.70 %","  5.71 %","   .00 %","  1.61 %","  2.65 %","  2.26 %","   .00 %","  4.76 %","  2.94 %","  1.32 %","   .00 %","  4.40 %","  3.38 %","  2.84 %"," 25.00 %","  6.32 %","   .00 %","   .00 %","  4.68 %","   .00 %","   .00 %"," 81.67 %","   .00 %","   .00 %","  6.98 %","  1.58 %","  1.42 %","  1.47 %","  1.42 %","  1.27 %","  1.13 %"," 10.00 %","   .00 %","  1.45 %","  6.67 %","   .34 %","  1.82 %","   .00 %","  1.82 %","   .90 %","   .00 %","  2.10 %","   .96 %","   .00 %","   .72 %","   .00 %","   .00 %","   .00 %"," -1.15 %","   .00 %","   .00 %","  2.56 %","   .00 %","   .00 %","  -.83 %","  2.73 %","   .49 %","   .00 %","  2.49 %"
"2020-05-08","  1.99 %","  1.11 %","   .00 %","  1.48 %","  3.70 %","  3.07 %","   .00 %","  2.78 %","  3.79 %","  1.05 %","  8.11 %","   .00 %","  1.59 %","   .86 %","  3.29 %","   .00 %","  9.09 %","  5.71 %","   .33 %","   .00 %","  2.73 %","  3.95 %","  4.07 %","   .00 %"," 11.88 %","   .00 %","   .00 %","  6.35 %","   .00 %","   .00 %","  7.34 %","   .00 %","   .00 %","  1.09 %","  1.92 %","  2.51 %","   .00 %","  1.53 %","  1.23 %","   .64 %"," 10.10 %","   .00 %","   .00 %","  4.17 %","   .34 %","  2.48 %","   .00 %","  1.49 %","  5.36 %","   .00 %","  2.76 %","   .72 %","   .00 %","  1.90 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .83 %","   .00 %","   .49 %","  3.70 %","  1.76 %"
"2020-05-09","  1.30 %","  2.13 %","   .00 %","   .63 %","  3.57 %","  2.10 %","   .00 %","  2.70 %","  2.72 %","  1.04 %","  5.00 %","   .00 %","  1.56 %","   .00 %","  2.66 %","   .00 %","   .00 %"," 10.81 %","  5.21 %","   .00 %","  2.66 %","  4.32 %","  3.33 %","   .00 %","  6.19 %","  1.19 %","   .00 %","  5.75 %"," 14.29 %","   .00 %","  1.71 %","  1.33 %","   .00 %","   .00 %","  1.80 %","  2.97 %","   .00 %","  1.00 %","   .92 %","   .38 %"," 16.51 %","   .00 %","  4.29 %","   .00 %","   .67 %","  1.57 %"," -2.00 %","  1.63 %","   .85 %","   .00 %","  2.08 %","  1.18 %","   .00 %","  1.63 %","   .00 %","   .00 %","   .00 %"," -5.81 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.48 %","  2.65 %","   .48 %","  7.14 %","  1.86 %"
"2020-05-10","  1.92 %","  1.14 %","   .00 %","  1.87 %","   .00 %","  3.50 %","   .00 %","   .00 %","  2.96 %","   .52 %","  4.76 %","   .00 %","  1.54 %","  1.71 %","  5.13 %","   .00 %","  4.17 %","   .00 %","   .31 %","   .00 %","  2.12 %","  3.26 %","  2.89 %","   .00 %","  3.33 %","   .00 %","   .00 %","  3.14 %","   .00 %","   .00 %"," 52.10 %","   .00 %","   .00 %","   .00 %","  3.35 %","  1.74 %","  1.45 %","   .75 %","  2.27 %","  2.55 %","  3.15 %","   .00 %","   .00 %","  4.00 %","  1.00 %","  2.81 %","   .00 %","   .99 %","  4.20 %","  2.94 %","  1.85 %","  1.17 %","   .00 %","  3.20 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .86 %","   .48 %","   .00 %","   .78 %"
