"date","Tripura/Dhalai","Tripura/Gomati","Tripura/Khowai","Tripura/North Tripura","Tripura/Sipahijala","Tripura/South Tripura","Tripura/Unokoti","Tripura/West Tripura"
"2020-06-25","   .48 %","   .00 %"," 34.88 %","  4.55 %","   .73 %","  9.43 %","","   .68 %"
"2020-06-26","   .48 %"," 12.30 %","   .00 %","","   .36 %"," 12.07 %","   .00 %","  2.01 %"
"2020-06-27","   .95 %","   .00 %","  5.17 %","  8.70 %","   .18 %","   .00 %","","   .66 %"
"2020-06-28","","   .73 %","  4.92 %","","  1.63 %","","  1.47 %"," -1.31 %"
"2020-06-29",""," 16.67 %","  3.12 %","","   .18 %","   .77 %","  2.90 %","  3.31 %"
"2020-06-30","","","  1.52 %","  8.00 %","","  2.29 %","","  1.28 %"
"2020-07-01","","  1.24 %","  1.49 %","  3.70 %","   .00 %","   .75 %","","  1.90 %"
"2020-07-02","  2.35 %","   .61 %","  2.94 %"," 21.43 %","  1.07 %","   .74 %","   .00 %"," 11.18 %"
"2020-07-03"," 11.01 %","  9.15 %"," 12.86 %"," 38.24 %","  1.94 %","  1.47 %","  2.82 %","  9.50 %"
"2020-07-04","   .83 %","   .00 %","  1.27 %","  8.51 %","  1.55 %","   .72 %","   .00 %","  4.08 %"
"2020-07-05","   .41 %","  1.68 %","  7.50 %","  7.84 %","   .34 %","   .00 %","","  3.43 %"
"2020-07-06","  1.22 %"," 22.53 %"," 46.51 %","  1.82 %","  1.53 %","  2.16 %","  1.37 %","  6.16 %"
"2020-07-07","   .40 %","  2.24 %","   .00 %"," 12.50 %","   .00 %","","  6.76 %","  2.68 %"
"2020-07-08","   .00 %","  9.65 %","  7.14 %","  6.35 %","  1.67 %","   .70 %","  1.27 %","  4.35 %"
"2020-07-09","","  1.20 %","  2.22 %","  1.49 %","   .33 %","  2.10 %","","  1.67 %"
"2020-07-10","  6.02 %","  3.95 %"," 45.65 %","  1.47 %","  2.13 %","  3.42 %",""," 14.34 %"
"2020-07-11","   .38 %","  1.90 %","  1.00 %","  5.80 %","   .80 %","   .66 %","  2.50 %","  3.94 %"
"2020-07-12","  1.89 %"," 10.82 %","   .00 %","  6.85 %","  2.86 %","  4.61 %","  4.88 %"," 12.76 %"
"2020-07-13","   .37 %","   .67 %","  1.48 %","  1.28 %","   .77 %","  1.26 %","","  3.67 %"
"2020-07-14","  4.43 %","  2.34 %","  4.37 %"," 20.25 %","   .92 %","  4.35 %","  4.65 %","  8.55 %"
"2020-07-15","  4.59 %","  8.17 %","  1.86 %"," 21.05 %","  2.28 %","  3.57 %","  3.33 %","  3.26 %"
"2020-07-16","  1.01 %","  6.65 %","  5.94 %","  6.96 %","  2.53 %","  7.47 %","  1.08 %","  5.53 %"
"2020-07-17","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %"
"2020-07-18"," 36.79 %"," 12.75 %","  6.47 %"," 13.01 %","  8.12 %","  4.81 %","  8.51 %","  7.48 %"
"2020-07-19"," 21.52 %","  8.54 %","  5.67 %","  9.35 %","  2.95 %","  1.53 %","   .98 %"," 11.14 %"
"2020-07-20","  3.82 %","  9.26 %","  1.15 %"," 10.53 %","  3.52 %","  4.52 %","  5.83 %"," 17.12 %"
"2020-07-21","  6.40 %","  7.42 %","  4.55 %"," 28.57 %","  3.40 %"," 13.94 %","  2.75 %"," 11.59 %"
"2020-07-22","  3.28 %","  5.33 %","  2.90 %","  7.87 %","  2.92 %","  1.27 %","   .00 %","  4.63 %"
"2020-07-23","  1.76 %","  8.61 %","  2.82 %"," 11.59 %","  7.21 %","  8.33 %","   .89 %","  5.04 %"
"2020-07-24","   .69 %","  3.97 %","  3.42 %","  1.92 %","  1.87 %","  4.62 %","   .88 %","  4.07 %"
"2020-07-25","   .69 %","  2.65 %","  2.98 %","  2.26 %","  2.92 %","  1.84 %","  2.63 %","  4.89 %"
"2020-07-26","   .00 %","  1.78 %","   .32 %","  2.95 %","  1.05 %","   .00 %","   .00 %","   .93 %"
"2020-07-27","  1.54 %","  3.49 %","  3.85 %","  6.45 %","  4.27 %","  1.08 %","  1.71 %","  5.28 %"
"2020-07-28","  2.02 %","  5.98 %","  6.48 %","  7.07 %","  2.59 %","  7.50 %","  4.20 %","  9.52 %"
"2020-07-29","  1.32 %","  5.93 %","  3.48 %","  7.23 %","  3.50 %","  4.32 %","   .81 %","  9.38 %"
"2020-07-30","   .65 %","  6.28 %","  2.52 %","  7.04 %","  3.10 %","  3.50 %","   .00 %","  9.62 %"
"2020-07-31","   .65 %","  5.53 %","  7.10 %"," 12.88 %","  2.37 %","  5.23 %","  4.80 %"," 10.02 %"
"2020-08-01","  1.77 %","  4.63 %","  9.95 %","  7.77 %","  1.69 %","  2.63 %","  2.29 %","  8.76 %"
"2020-08-02","   .32 %","  3.96 %","  2.09 %","  4.50 %","   .70 %","  4.56 %","   .75 %","  4.07 %"
"2020-08-04","   .16 %","  2.91 %","  3.64 %","  3.02 %","  2.43 %","   .82 %","   .00 %","  3.30 %"
"2020-08-05","   .63 %","  2.61 %","  3.07 %","  3.35 %","   .76 %","   .27 %","","  4.01 %"
"2020-08-06","   .94 %","  2.01 %","  2.13 %","  1.62 %","  1.77 %","   .81 %","   .74 %","  2.14 %"
"2020-08-07","   .31 %","  4.57 %","  2.29 %","  1.79 %","   .75 %","   .80 %","","  3.49 %"
"2020-08-08","   .62 %","  1.49 %","  1.43 %","  3.91 %","  1.48 %","  4.77 %","","  4.32 %"
"2020-08-09","  1.23 %","   .88 %","  2.61 %","  2.07 %","  1.70 %","  5.82 %","  3.68 %","  3.69 %"
"2020-08-10","   .15 %","   .39 %","  1.37 %","  4.61 %","   .16 %","   .24 %","   .00 %","  1.37 %"
"2020-08-11","   .76 %","   .48 %","  9.07 %","  3.17 %","   .79 %","   .24 %","   .71 %","  4.74 %"
"2020-08-12","   .60 %","  3.08 %","  1.42 %","  3.76 %","   .32 %","   .00 %","   .70 %","  2.29 %"
"2020-08-13","   .75 %","  2.89 %","  1.92 %","  2.31 %","  1.34 %","   .48 %","  2.80 %","  2.13 %"
"2020-08-14","  1.33 %","  2.81 %","  2.91 %","  3.38 %","  1.16 %","  1.90 %","  2.04 %","  3.37 %"
"2020-08-15","   .15 %","   .88 %","  3.00 %","  3.12 %","   .15 %","  1.40 %"," 14.67 %","  4.79 %"
"2020-08-16","   .15 %","  1.49 %","  1.29 %","  2.57 %","   .15 %","   .92 %"," 13.95 %","  2.80 %"
"2020-08-17","  2.33 %","   .17 %","  2.55 %","  3.83 %","  1.30 %","  2.05 %","  2.55 %","  2.63 %"
"2020-08-18","  6.98 %","  1.12 %","  3.11 %","  2.98 %","   .91 %","  2.45 %","  6.97 %","  3.20 %"
"2020-08-19","  1.46 %","  1.53 %","  4.07 %","  6.61 %","  1.65 %","  1.96 %","  4.65 %","  4.34 %"
"2020-08-20","  3.02 %","  1.26 %","   .72 %","   .78 %","   .66 %","  1.28 %"," 14.22 %","  4.30 %"
"2020-08-21","   .64 %","  4.55 %","  3.60 %","  1.28 %","  1.75 %","  4.00 %","  3.50 %","  4.78 %"
"2020-08-22","  3.42 %","  2.30 %","  1.81 %","  1.77 %","   .65 %","  4.86 %","  6.77 %","  6.11 %"
"2020-08-23","  5.26 %","  1.63 %","  1.64 %","  2.49 %","   .71 %","  3.47 %"," 21.83 %","  5.72 %"
"2020-08-24","  1.63 %","   .61 %","  1.21 %","  1.82 %","  4.18 %","  1.12 %","  1.73 %","  3.09 %"
"2020-08-25","  2.52 %","  2.57 %","  2.12 %","  4.41 %","  1.29 %","  4.61 %"," 10.80 %","  3.69 %"
"2020-08-26","  1.67 %","  2.21 %","  1.56 %","  2.97 %","  1.95 %","  6.17 %","  9.23 %","  5.09 %"
"2020-08-27","  2.41 %","  2.67 %","  2.05 %","  3.55 %","  1.25 %","  5.65 %"," 11.27 %","  5.87 %"
"2020-08-28","  6.75 %","  2.88 %","  5.51 %","  3.21 %","  3.58 %","  3.77 %","  9.92 %","  6.43 %"
"2020-08-29","  6.12 %","  1.23 %","   .48 %","  2.28 %","  3.83 %","  6.97 %"," 10.94 %","  5.13 %"
"2020-08-30","  2.27 %","  2.90 %","  6.86 %","  3.85 %","  1.69 %","  5.95 %","  7.61 %","  4.76 %"
"2020-08-31","  3.15 %","   .92 %","  3.10 %","  3.22 %","   .95 %","  2.01 %","  2.73 %","  4.39 %"
"2020-09-01","  2.42 %","  2.73 %","  4.61 %","  2.18 %","  1.77 %","  4.46 %","  8.14 %","  6.61 %"
"2020-09-02","  6.30 %","  1.96 %","  2.97 %","  3.33 %","  1.97 %","  5.52 %","  7.38 %","  6.46 %"
"2020-09-03","  7.99 %","  3.04 %","  3.09 %","  3.05 %","  2.90 %","  5.95 %","  5.39 %","  5.37 %"
"2020-09-04","  5.03 %","  2.35 %","  3.57 %","  2.52 %","  2.10 %","  5.16 %","  3.07 %","  5.25 %"
"2020-09-05","  4.43 %","  2.88 %","  4.94 %","  7.29 %","  3.46 %","  5.98 %","  2.23 %","  6.19 %"
"2020-09-06","  3.82 %","  2.46 %","  3.29 %","  3.72 %","  3.34 %","  5.84 %","  5.70 %","  4.83 %"
"2020-09-07","  3.15 %","  1.17 %","  1.72 %","  2.21 %","  1.21 %","  2.57 %","  2.87 %","  3.77 %"
"2020-09-08","  5.32 %","  3.81 %","  3.89 %","  3.73 %","  2.25 %","  5.47 %","  5.80 %","  3.96 %"
"2020-09-09","  5.12 %","  2.02 %","  1.71 %","  4.17 %","  1.76 %","  7.56 %","  3.27 %","  3.88 %"
"2020-09-10","  5.51 %","  1.56 %","  2.96 %","  3.04 %","  1.87 %","  4.74 %","  3.78 %","  3.20 %"
"2020-09-11","  3.17 %","  3.34 %","  1.24 %","  3.55 %","  1.70 %","  4.92 %","  2.26 %","  3.89 %"
"2020-09-12","  1.35 %","  1.19 %","  1.69 %","  2.26 %","  1.58 %","  3.35 %","  3.18 %","  3.84 %"
"2020-09-13","  3.83 %","  3.48 %","  2.19 %","  2.72 %","  1.51 %","  4.18 %","  8.68 %","  3.37 %"
"2020-09-14","  1.02 %","  1.90 %","   .30 %","  2.89 %","   .85 %","  2.21 %","  1.12 %","  1.13 %"
"2020-09-15","  2.64 %","  2.75 %","  2.51 %","  1.44 %","  2.09 %","  6.09 %","  4.50 %","  2.41 %"
"2020-09-16","  2.57 %","  3.67 %","  1.65 %","  1.71 %","   .87 %","  3.63 %","  3.17 %","  2.09 %"
"2020-09-17","  1.88 %","  3.41 %","  2.26 %","  1.45 %","  1.13 %","  4.49 %","  3.70 %","  2.78 %"
"2020-09-18","   .95 %","  1.94 %","   .55 %","   .69 %","   .21 %","  1.24 %","  1.59 %","  1.83 %"
"2020-09-19","  1.87 %","  3.81 %","   .55 %","  1.25 %","   .94 %","  4.36 %","  3.89 %","  2.87 %"
"2020-09-20","  5.56 %","  6.43 %","  2.05 %","  3.08 %","  1.73 %","  8.64 %","  7.77 %","  4.84 %"
"2020-09-21","  1.44 %","  1.69 %","   .74 %","   .76 %","   .46 %","  2.21 %","   .60 %","   .91 %"
"2020-09-22","  4.59 %","  4.06 %","  2.00 %","  2.81 %","  2.11 %","  7.07 %","  3.72 %","  3.00 %"
"2020-09-23","  6.24 %","  4.86 %","  1.83 %","  4.57 %","  2.88 %","  8.62 %","  6.27 %","  3.50 %"
"2020-09-24","  2.20 %","  1.96 %","  1.35 %","  2.06 %","   .43 %","  3.49 %","  2.47 %","  1.56 %"
"2020-09-25","  3.17 %","  3.22 %","  1.83 %","  4.82 %","   .78 %","  5.34 %","  4.64 %","  2.79 %"
"2020-09-26","  1.10 %","  1.38 %","   .56 %","  1.13 %","   .27 %","  1.70 %","   .73 %","  1.15 %"
"2020-09-27","  1.34 %","  1.17 %","   .80 %","  2.41 %","   .47 %","  2.49 %","  1.45 %","   .83 %"
"2020-09-28","   .72 %","   .72 %","   .98 %","  1.86 %","   .39 %","  1.25 %","  1.21 %","   .29 %"
"2020-09-29","  2.88 %","  2.05 %","  2.00 %","  4.01 %","   .81 %","  3.75 %","  4.45 %","  1.57 %"
"2020-09-30","  3.66 %","  2.22 %","  1.66 %","  3.47 %","   .80 %","  5.02 %","  7.33 %","  2.28 %"
"2020-10-01","  1.40 %","  1.34 %","   .76 %","  1.36 %","   .64 %","  1.20 %","  2.37 %","   .98 %"
"2020-10-02","  1.48 %","   .97 %","   .81 %","  1.92 %","   .26 %","  1.63 %","  1.14 %","   .77 %"
"2020-10-03","   .36 %","   .76 %","   .23 %","   .72 %","   .19 %","   .90 %","   .84 %","   .79 %"
"2020-10-04","  1.52 %","  1.73 %","   .75 %","  1.55 %","   .75 %","  3.08 %","  2.18 %","  1.87 %"
"2020-10-05","  1.65 %","  1.79 %","   .80 %","  1.41 %","   .67 %","  2.73 %","  2.22 %","  1.56 %"
"2020-10-06","   .91 %","  1.54 %","   .34 %","   .42 %","   .59 %","   .81 %","  2.13 %","   .79 %"
"2020-10-07","   .77 %","  1.26 %","   .34 %","   .23 %","   .37 %","   .22 %","  2.00 %","   .85 %"
"2020-10-08","  1.90 %","  2.14 %","   .67 %","   .77 %","   .55 %","   .46 %","  3.71 %","  1.49 %"
"2020-10-09","   .75 %","   .66 %","   .33 %","   .68 %","   .44 %","   .71 %","  1.52 %","   .70 %"
"2020-10-10","  1.17 %","  1.27 %","   .44 %","   .91 %","   .80 %","  1.65 %","  2.23 %","  1.30 %"
"2020-10-11","   .33 %","   .96 %","   .28 %","   .41 %","   .29 %","  1.14 %","  1.43 %","   .47 %"
"2020-10-12","   .27 %","   .18 %","   .06 %","   .52 %","   .11 %","   .77 %","   .55 %","   .31 %"
"2020-10-13","   .68 %","   .85 %","   .33 %","   .74 %","   .32 %","   .95 %","   .89 %","   .63 %"
"2020-10-14","   .64 %","   .79 %","   .11 %","   .11 %","   .25 %","   .79 %","  1.15 %","   .52 %"
"2020-10-15","   .52 %","   .53 %","   .27 %","   .22 %","   .14 %","  1.42 %","   .61 %","   .46 %"
"2020-10-16","   .64 %","   .68 %","   .27 %","   .33 %","   .36 %","   .97 %","   .64 %","   .33 %"
"2020-10-17","   .46 %","   .38 %","   .27 %","   .04 %","   .25 %","   .85 %","   .79 %","   .34 %"
"2020-10-18","   .26 %","   .40 %","   .22 %","   .73 %","   .35 %","   .68 %","   .93 %","   .29 %"
"2020-10-19","   .31 %","   .27 %","   .16 %","   .22 %","   .04 %","   .64 %","   .41 %","   .16 %"
"2020-10-20","   .71 %","   .40 %","   .16 %","   .25 %","   .04 %","   .33 %","  1.10 %","   .35 %"
"2020-10-21","   .54 %","   .35 %","   .22 %","   .29 %","   .00 %","   .25 %","   .58 %","   .36 %"
"2020-10-22","   .36 %","   .30 %","   .27 %","   .22 %","   .32 %","   .97 %","   .36 %","   .30 %"
"2020-10-23","   .81 %","   .81 %","   .65 %","   .79 %","   .46 %","  1.75 %","  1.12 %","   .56 %"
"2020-10-24","   .33 %","   .10 %","   .00 %","   .07 %","   .07 %","   .16 %","   .82 %","   .14 %"
"2020-10-25","   .17 %","   .29 %","   .11 %","   .07 %","   .10 %","   .83 %","   .28 %","   .19 %"
"2020-10-26","   .19 %","   .48 %","   .16 %","   .14 %","   .14 %","  1.36 %","   .35 %","   .19 %"
"2020-10-27","   .11 %","   .05 %","   .05 %","   .07 %","   .07 %","   .31 %","   .32 %","   .03 %"
"2020-10-28","   .19 %","   .39 %","   .00 %","   .32 %","   .21 %","  1.52 %","   .53 %","   .41 %"
"2020-10-29","   .25 %","   .41 %","   .11 %","   .21 %","   .10 %","   .64 %","   .45 %","   .32 %"
"2020-10-30","   .25 %","   .24 %","   .11 %","   .18 %","   .07 %","   .82 %","   .38 %","   .22 %"
"2020-10-31","   .00 %","   .12 %","   .21 %","   .14 %","   .10 %","   .30 %","   .17 %","   .18 %"
"2020-11-01","   .08 %","   .33 %","   .05 %","   .32 %","   .21 %","   .56 %","   .31 %","   .11 %"
"2020-11-02","   .08 %","   .07 %","   .11 %","   .04 %","   .10 %","   .53 %","   .52 %","   .08 %"
"2020-11-03","   .30 %","   .19 %","   .21 %","   .42 %","   .10 %","   .93 %","   .79 %","   .32 %"
"2020-11-04","   .24 %","   .09 %","   .26 %","   .38 %","   .24 %","   .74 %","   .34 %","   .33 %"
"2020-11-05","   .57 %","   .24 %","   .16 %","   .38 %","   .21 %","  1.01 %","   .64 %","   .17 %"
"2020-11-06","   .32 %","   .21 %","   .05 %","   .14 %","   .17 %","   .93 %","   .44 %","   .23 %"
"2020-11-07","   .11 %","   .14 %","   .11 %","   .28 %","   .21 %","   .53 %","   .60 %","   .17 %"
"2020-11-08","   .16 %","   .12 %","   .05 %","   .17 %","   .21 %","   .84 %","   .20 %","   .16 %"
"2020-11-09","   .05 %","   .05 %","   .05 %","   .10 %","   .03 %","   .26 %","   .00 %","   .05 %"
"2020-11-10","   .03 %","   .16 %","   .05 %","   .28 %","   .17 %","   .59 %","   .27 %","   .20 %"
"2020-11-11","   .11 %","   .14 %","   .05 %","   .28 %","   .10 %","   .71 %","   .20 %","   .21 %"
"2020-11-12","   .27 %","   .05 %","   .26 %","   .07 %","   .14 %","   .26 %","   .23 %","   .15 %"
"2020-11-13","   .21 %","   .16 %","   .47 %","   .07 %","   .10 %","   .66 %","   .10 %","   .13 %"
"2020-11-14","   .11 %","   .21 %","   .05 %","   .17 %","   .17 %","   .47 %","   .30 %","   .20 %"
"2020-11-15","   .05 %","   .14 %","   .05 %","   .03 %","   .10 %","   .16 %","   .00 %","   .05 %"
"2020-11-16","   .05 %","   .16 %","   .10 %","   .07 %","   .10 %","   .28 %","   .03 %","   .11 %"
"2020-11-17","   .24 %","   .26 %","","   .51 %","   .20 %","   .39 %","   .16 %","   .11 %"
"2020-11-18","   .24 %","   .14 %","   .10 %","   .14 %","   .24 %","   .51 %","   .10 %","   .16 %"
"2020-11-19","   .71 %","   .21 %","   .31 %","   .17 %","   .30 %","   .41 %","   .20 %","   .20 %"
"2020-11-20","   .24 %","   .32 %","   .31 %","   .10 %","   .10 %","   .48 %","   .20 %","   .10 %"
"2020-11-21","   .37 %","   .05 %","   .00 %","   .10 %","   .20 %","   .57 %","   .10 %","   .18 %"
"2020-11-22","   .47 %","   .07 %","   .21 %","   .20 %","   .27 %","   .86 %","   .23 %","   .31 %"
"2020-11-23","   .03 %","   .02 %","   .00 %","   .03 %","   .07 %","   .09 %","   .07 %","   .06 %"
"2020-11-24","   .10 %","   .09 %","   .10 %","   .13 %","   .07 %","   .31 %","   .19 %","   .18 %"
"2020-11-25","   .00 %","   .14 %","   .00 %","   .00 %","   .07 %","   .31 %","   .13 %","   .07 %"
"2020-11-26","   .03 %","   .05 %","   .05 %","   .10 %","   .10 %","   .40 %","   .13 %","   .14 %"
"2020-11-27","   .00 %","   .14 %","","   .03 %","   .20 %","   .31 %","   .03 %","   .03 %"
"2020-11-28","   .03 %","   .05 %","   .00 %","   .07 %","   .03 %","   .09 %","   .10 %","   .14 %"
"2020-11-30","   .05 %","   .14 %","   .00 %","   .10 %","   .17 %","   .29 %","   .10 %","   .18 %"
"2020-12-01","   .00 %","   .14 %","   .00 %","   .03 %","   .10 %","   .07 %","   .13 %","   .11 %"
"2020-12-26","   .00 %","","","   .00 %","   .00 %","   .00 %","   .03 %","   .00 %"
"2020-12-27","   .03 %","","   .05 %","   .10 %","","   .00 %","   .03 %","   .04 %"
"2020-12-28","   .03 %","   .00 %","   .00 %","   .00 %","   .00 %","   .09 %","","   .02 %"
"2020-12-29","   .00 %","","","   .00 %","","   .04 %","   .00 %","   .00 %"
"2020-12-30","   .03 %","","   .00 %","   .00 %","   .00 %","   .09 %","   .00 %","   .06 %"
"2020-12-31","   .00 %","   .02 %","","   .03 %","","   .02 %","","   .02 %"
"2021-01-01","   .00 %","   .02 %","   .05 %","   .00 %","   .00 %","   .00 %","   .03 %","   .01 %"
"2021-01-02","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .06 %"
"2021-01-03","   .00 %","   .00 %","","   .03 %","","   .00 %","","   .04 %"
"2021-01-04","   .03 %","","","   .00 %","","","   .00 %","   .00 %"
"2021-01-05","","","","","","   .00 %","","   .01 %"
"2021-01-06","   .00 %","","","   .00 %","   .00 %","   .00 %","","   .02 %"
"2021-01-07","","","   .00 %","   .00 %","   .07 %","   .00 %","","   .05 %"
"2021-01-08","   .00 %","   .02 %","   .00 %","   .03 %","","","","   .02 %"
"2021-01-10","","","   .05 %","   .00 %","","   .00 %","   .03 %","   .05 %"
"2021-01-11","","","","   .00 %","","   .00 %","","   .00 %"
"2021-01-12","   .00 %","","","","","   .02 %","  -.03 %","   .02 %"
"2021-01-13","   .03 %","   .02 %","","","   .00 %","   .02 %","","   .02 %"
"2021-01-14","","   .00 %","","","   .03 %","   .00 %","","   .03 %"
"2021-01-15","","   .00 %","   .00 %","","","","","   .04 %"
"2021-01-16","","","","","   .03 %","","","   .02 %"
"2021-01-18","","","","   .03 %","   .03 %","   .00 %","","   .01 %"
"2021-01-19","   .00 %","","   .05 %","   .03 %","","","","   .01 %"
"2021-01-20","","","","   .00 %","","   .02 %","","   .00 %"
"2021-01-21","","","","","   .00 %","  -.02 %","","   .02 %"
"2021-01-22","","","   .10 %","","","   .02 %","","   .01 %"
"2021-01-23","","","   .00 %","","","","","   .02 %"
"2021-01-25","","","","","","","","   .01 %"
"2021-01-26","   .00 %","   .00 %","","","","","","   .01 %"
"2021-01-27","","","","","","","","   .00 %"
"2021-01-28","","","","","","","","   .00 %"
"2021-01-29","","   .02 %","","","","","   .00 %","   .01 %"
"2021-01-30","","","   .05 %","","","   .00 %","","   .01 %"
"2021-02-01","","","   .05 %","   .00 %","","","",""
"2021-02-02","","","","","","   .00 %","","   .00 %"
"2021-02-04","","","   .00 %","","   .00 %","","","   .00 %"
"2021-02-05","","","","","","   .02 %","","   .00 %"
"2021-02-06","","","","","","","","   .00 %"
"2021-02-07","","","","","","","","   .00 %"
"2021-02-09","","","   .05 %","","","","","   .00 %"
"2021-02-11","","   .00 %","","","","","","   .00 %"
"2021-02-12","","","   .00 %","","","","","   .00 %"
"2021-02-14","","","   .00 %","","","","",""
"2021-02-17","","","","","","","","   .02 %"
"2021-02-18","","","","","","   .00 %","","   .02 %"
"2021-02-20","","","","","","","","   .28 %"
"2021-02-22","","","   .00 %","","","","","   .02 %"
"2021-02-23","","","","","","   .02 %","","   .02 %"
"2021-02-24","","","","","","","","   .02 %"
"2021-02-25","","","","","","","","   .00 %"
"2021-02-26","","   .05 %","","","","","","   .04 %"
"2021-03-01","","","","","   .10 %","   .02 %","","   .05 %"
"2021-03-03","","","","","","","","   .02 %"
"2021-03-04","","","","","","","","   .02 %"
"2021-03-06","","","","","   .03 %","","","   .01 %"
"2021-03-08","","","","","","","","   .00 %"
"2021-03-11","","   .00 %","","","","   .00 %","","   .01 %"
"2021-03-13","","","","","   .00 %","   .00 %","","   .02 %"
"2021-03-14","","","","","","","","   .02 %"
"2021-03-16","","","","","","","","   .09 %"
"2021-03-17","","","","","","","","   .01 %"
"2021-03-18","","","","","   .00 %","","","   .02 %"
"2021-03-19","","","","","","","","   .08 %"
"2021-03-20","","","","   .03 %","","","   .03 %","   .02 %"
"2021-03-21","","","","","","","","   .04 %"
"2021-03-23","","","","","","","","   .05 %"
"2021-03-24","   .10 %","","","","   .03 %","","","   .03 %"
"2021-03-25","","","","","","","","   .01 %"
"2021-03-27","   .08 %","","","   .03 %","","   .02 %","","   .04 %"
