"date","Chandigarh/Chandigarh"
"2020-09-12","6"
"2020-09-13","1"
"2020-09-14","5"
"2020-09-15","1"
"2020-09-16","5"
"2020-09-17","5"
"2020-09-18","4"
"2020-09-19","6"
"2020-09-20","4"
"2020-09-21","3"
"2020-09-22","4"
"2020-09-23","10"
"2020-09-24","7"
"2020-09-25","1"
"2020-09-26","0"
"2020-09-27","2"
"2020-09-28","6"
"2020-09-29","5"
"2020-09-30","4"
"2020-10-01","2"
"2020-10-02","5"
"2020-10-03","3"
"2020-10-04","2"
"2020-10-05","3"
"2020-10-06","3"
"2020-10-07","2"
"2020-10-08","4"
"2020-10-09","2"
"2020-10-10","2"
"2020-10-11","1"
"2020-10-12","1"
"2020-10-13","5"
"2020-10-15","2"
"2020-10-16","5"
"2020-10-17","1"
"2020-10-18","1"
"2020-10-20","1"
"2020-10-21","0"
"2020-10-22","3"
"2020-10-23","2"
"2020-10-24","2"
"2020-10-25","2"
"2020-10-26","4"
"2020-10-27","1"
"2020-10-28","1"
"2020-10-29","1"
"2020-10-30","0"
"2020-10-31","1"
"2020-11-01","0"
"2020-11-02","1"
"2020-11-03","1"
"2020-11-04","1"
"2020-11-05","0"
"2020-11-06","1"
"2020-11-07","2"
"2020-11-08","2"
"2020-11-09","3"
"2020-11-10","4"
"2020-11-11","2"
"2020-11-12","1"
"2020-11-13","2"
"2020-11-15","2"
"2020-11-16","2"
"2020-11-17","2"
"2020-11-18","1"
"2020-11-19","1"
"2020-11-20","1"
"2020-11-21","3"
"2020-11-22","2"
"2020-11-23","3"
"2020-11-24","2"
"2020-11-25","1"
"2020-11-26","4"
"2020-11-27","0"
"2020-11-28","4"
"2020-11-29","2"
"2020-11-30","1"
"2020-12-01","1"
"2020-12-26","1"
"2020-12-27","0"
"2020-12-28","1"
"2020-12-29","0"
"2020-12-30","0"
"2020-12-31","1"
"2021-01-01","1"
"2021-01-02","1"
"2021-01-03","1"
"2021-01-04","1"
"2021-01-05","1"
"2021-01-07","2"
"2021-01-08","1"
"2021-01-09","1"
"2021-01-10","0"
"2021-01-11","0"
"2021-01-12","1"
"2021-01-13","1"
"2021-01-14","1"
"2021-01-15","0"
"2021-01-16","0"
"2021-01-17","0"
"2021-01-18","0"
"2021-01-19","0"
"2021-01-20","0"
"2021-01-21","1"
"2021-01-22","1"
"2021-01-23","1"
"2021-01-24","1"
"2021-01-25","0"
"2021-01-27","0"
"2021-01-28","0"
"2021-01-29","0"
"2021-01-30","0"
"2021-01-31","0"
"2021-02-01","0"
"2021-02-02","1"
"2021-02-03","1"
"2021-02-04","1"
"2021-02-05","1"
"2021-02-07","2"
"2021-02-09","1"
"2021-02-10","1"
"2021-02-11","1"
"2021-02-12","0"
"2021-02-13","1"
"2021-02-17","1"
"2021-02-18","0"
"2021-02-19","0"
"2021-02-20","1"
"2021-02-21","0"
"2021-02-22","1"
"2021-02-23","0"
"2021-02-24","1"
"2021-02-25","0"
"2021-02-26","0"
"2021-02-27","0"
"2021-02-28","1"
"2021-03-01","1"
"2021-03-02","1"
"2021-03-03","1"
"2021-03-04","0"
"2021-03-05","0"
"2021-03-06","0"
"2021-03-07","0"
"2021-03-08","1"
"2021-03-09","0"
"2021-03-10","1"
"2021-03-11","0"
"2021-03-12","0"
"2021-03-13","1"
"2021-03-14","0"
"2021-03-15","0"
"2021-03-16","1"
"2021-03-17","0"
"2021-03-18","0"
"2021-03-19","1"
"2021-03-20","1"
"2021-03-21","1"
"2021-03-22","1"
"2021-03-23","1"
"2021-03-24","1"
