"date","Arunachal Pradesh/Anjaw","Arunachal Pradesh/Changlang","Arunachal Pradesh/East Kameng","Arunachal Pradesh/East Siang","Arunachal Pradesh/Kamle","Arunachal Pradesh/Kra Daadi","Arunachal Pradesh/Kurung Kumey","Arunachal Pradesh/Lepa Rada","Arunachal Pradesh/Lohit","Arunachal Pradesh/Longding","Arunachal Pradesh/Lower Dibang Valley","Arunachal Pradesh/Lower Siang","Arunachal Pradesh/Lower Subansiri","Arunachal Pradesh/Namsai","Arunachal Pradesh/Pakke Kessang","Arunachal Pradesh/Papum Pare","Arunachal Pradesh/Shi Yomi","Arunachal Pradesh/Siang","Arunachal Pradesh/Tawang","Arunachal Pradesh/Tirap","Arunachal Pradesh/Upper Dibang Valley","Arunachal Pradesh/Upper Siang","Arunachal Pradesh/Upper Subansiri","Arunachal Pradesh/West Kameng","Arunachal Pradesh/West Siang"
"2020-08-08","","","","","","","","","","","","","","","","1","","","","","","","","2",""
"2020-08-09","","","","","","","","","","","","","","","","1","","","","","","","","",""
"2020-08-10","","","","","","","","","","","","","","","","1","","","","","","","","2",""
"2020-08-11","","","","","","","","","","","","","","","","1","","","","","","","","2",""
"2020-08-12","","","","","","","","","","","","","","","","1","","","","","","","","2",""
"2020-08-13","","","","1","","","","","","","","","","","","1","","","","","","","","2",""
"2020-08-14","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-15","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-16","","","","1","","","","","","","","","","","","1","","","","","","","","2",""
"2020-08-17","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-18","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-19","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-20","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-21","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-22","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-23","","","","1","","","","","","","","","","","","1","","","","","","","","2",""
"2020-08-24","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-25","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-26","","","","1","","","","","","","","","","1","","1","","","","","","","","2",""
"2020-08-27","","","","1","","","","","","","","","","","","1","","","","","","","","2",""
"2020-08-28","","","","1","","","","","","","","","","1","","2","","","","","","","","3",""
"2020-08-29","","","","1","","","","","","","","","","","","2","","","","","","","","3",""
"2020-08-30","","","","1","","","","","","","","","","","","2","","","","","","","","3",""
"2020-08-31","","","","1","","","","","","","","","","1","","2","","","","","","","","3",""
"2020-09-01","","","","1","","","","","","","","","","","","2","","","","","","","","3",""
"2020-09-02","","","","1","","","","","","","","","","1","","2","","","","","","","","3",""
"2020-09-03","","","","1","","","","","","","","","","1","","2","","","1","","","","","3",""
"2020-09-04","","","","1","","","","","","","","","","1","","2","","","1","","","","","3",""
"2020-09-05","","","","1","","","","","","","","","","1","","2","","","1","","","","","3",""
"2020-09-06","","","","1","","","","","","","","","","","","2","","","1","","","","","3",""
"2020-09-07","","","","1","","","","","","","","","","1","","2","","","1","","","","","3",""
"2020-09-08","","","","1","","","","","","","","","","1","","3","","","1","","","","","3",""
"2020-09-09","","","","1","","","","","","","","","","1","","3","","","1","","","","","3",""
"2020-09-10","","","","1","","","","","","","","","","1","","3","","","1","","","","","3",""
"2020-09-11","","","","1","","","","","","","","","","1","","4","","","1","","","","","3",""
"2020-09-12","","","","1","","","","","","","","","","1","","4","","","1","","","","","",""
"2020-09-13","","","","1","","","","","","","","","","1","","4","","","1","","","","","3",""
"2020-09-14","","","","1","","","","","","","","","","","","4","","","1","","","","","3",""
"2020-09-15","","2","","1","","","","","","","","","","1","","3","","","1","","","","","3",""
"2020-09-16","","2","","1","","","","","","","","","","1","","3","","","1","","","","","3",""
"2020-09-17","","2","","1","","","","","","","","","","1","","3","","","1","","","","","3",""
"2020-09-19","","2","","1","","","","","","","","","","1","","3","","","1","","","","","3",""
"2020-09-20","","2","","1","","","","","","","","","","","","3","","","1","","","","","3",""
"2020-09-21","","2","","1","","","","","","","","","","1","","3","","","1","","","","","3",""
"2020-09-22","","2","","1","","","","","","","","","1","1","","3","","","1","","","","","3",""
"2020-09-23","","2","","1","","","","","","","","","1","1","","3","","","1","","","","","3",""
"2020-09-24","","2","","1","","","","","","","","","1","1","","3","","","1","","","","","3",""
"2020-09-25","","2","","1","","","","","","","","","1","1","","3","","","1","","","","","3",""
"2020-09-26","","2","","1","","","","","","","","","1","1","","3","","","1","","","","","3",""
"2020-09-27","","2","","1","","","","","","","","","1","1","","3","","","1","","","","","3",""
"2020-09-28","","2","","1","","","","","","","","","1","1","","4","","","1","","","","","3",""
"2020-09-29","","2","","1","","","","","","","","","1","1","","5","","","1","","","","","3",""
"2020-09-30","","2","","1","","","","","","","","","1","1","","5","","","1","","","","","3",""
"2020-10-01","","2","","1","","","","","","","","","1","1","","5","","","1","","","","","3",""
"2020-10-02","","2","","2","","","","","","","","","1","2","","5","","","1","","","","","3",""
"2020-10-03","","2","","2","","","","","","","","","1","2","","5","","","1","","","","","3",""
"2020-10-04","","2","","2","","","","","","","","","1","2","","5","","","1","","","","","3",""
"2020-10-05","","2","","3","","","","","","","","","1","2","","5","","","1","","","","","3",""
"2020-10-06","","2","","3","","","","","","","","","1","2","","6","","","1","","","","","3",""
"2020-10-07","","2","","3","","","","","","","","","1","2","","7","","","1","","","","","3",""
"2020-10-08","","2","","3","","","","","","","","","1","2","","8","","","1","","","","","3",""
"2020-10-09","","2","","3","","","","","","","","","1","2","","9","","","1","","","","","3",""
"2020-10-10","","2","","3","","","","","","","","","1","2","","9","","","1","","","","","3",""
"2020-10-11","","2","","3","","","","","","","","","1","2","","10","","","1","","","","","3",""
"2020-10-12","","2","","3","","","","","","","","","1","2","","10","","","1","","","","","3",""
"2020-10-13","","3","","4","","","","","","","","","1","2","","11","","","1","","","","","3","1"
"2020-10-14","","3","","4","","","","","","","","","1","2","","12","","","1","","","","","3","1"
"2020-10-17","","3","","4","","","","","","","","","1","2","","12","","","","","","","","3","1"
"2020-10-18","","3","","4","","","","","","","","","1","2","","12","","","1","","","","","3","1"
"2020-10-19","","3","","4","","","","","","","","","1","2","","12","","","1","","","","","3","1"
"2020-10-20","","3","","4","","","","","","","","","1","2","","13","","","1","","","","","3","1"
"2020-10-21","","3","","4","","","","","","","","","1","2","","13","","","1","","","","","3","1"
"2020-10-22","","3","","4","","","","","","","","","1","3","","13","","","1","","","","","3","1"
"2020-10-23","","3","","4","","","","","","","","","1","3","","13","","","1","","","","","3","2"
"2020-10-24","","3","","4","","","","","","","","","1","","","13","","","1","","","","","3","2"
"2020-10-25","","3","","4","","","","","","","","","1","3","","13","","","1","","","","","3","2"
"2020-10-26","","3","","4","","","","","","","","","1","3","","14","","","1","","","","1","3","2"
"2020-10-27","","3","","4","","","","","","","","","1","3","","15","","","1","","","","1","3","2"
"2020-10-28","","3","","4","","","","","","","","","1","3","","15","","","1","","","","1","3","2"
"2020-10-29","","3","","4","","","","","","","","","1","4","","15","","","1","","","","1","3","2"
"2020-10-30","","3","","4","","","","","","","","","1","4","","15","","","1","","","","1","3","2"
"2020-10-31","","3","","4","","","","","","","","","1","4","","15","","","1","","","","1","3","2"
"2020-11-01","","3","","4","","","","","","","","","","4","","15","","","1","","","","1","3","2"
"2020-11-02","","3","","4","","","","","","","","","1","4","","15","","","1","","","","1","3","3"
"2020-11-03","","3","","4","","","","","","","","","1","4","","18","","","1","","","","","4","3"
"2020-11-04","","3","","4","","","","","","","","","1","4","","18","","","1","1","","","1","4","3"
"2020-11-05","","3","","4","","","","","","","","","1","4","","18","","","","1","","","1","4","3"
"2020-11-06","","3","","4","","","","","","","","","1","4","","18","","","","1","","","1","4","3"
"2020-11-07","","3","","4","","","","","","","","","1","4","","20","","","1","1","","","","4","3"
"2020-11-08","","3","","4","","","","","","","","","1","4","","21","","","1","1","","","","4","3"
"2020-11-09","","3","","","","","","","","","","","1","4","","21","","","1","1","","","1","4","3"
"2020-11-10","","3","","4","","","","","","","","","1","4","","21","","","1","1","","","1","4","3"
"2020-11-11","","3","","4","","","","","","","","","","4","","21","","","1","1","","","1","4","3"
"2020-11-12","","3","","4","","","","","","","","","1","","","21","","","","2","","","1","4","3"
"2020-11-13","","","","4","","","","","","","","","1","4","","21","","","1","2","","","1","4","3"
"2020-11-14","","3","","4","","","","","","","","","1","4","","21","","","","2","","","2","4","3"
"2020-11-15","","3","","4","","","","","","","","","1","","","21","","","1","","","","","4","3"
"2020-11-16","","3","","4","","","","","","","","","","4","","21","","","","2","","","2","4","3"
"2020-11-17","","","","4","","","","","","","","","","","","21","","","1","2","","","","4","3"
"2020-11-18","","3","","4","","","","","","","","","1","","","21","","","1","2","","","","4",""
"2020-11-19","","3","","4","","","","","","","","","1","","","22","","","1","2","","","2","4","3"
"2020-11-20","","3","","4","","","","","","","","","1","","","22","","","1","2","","","2","4","3"
"2020-11-21","","3","","4","","","","","","","","","","","","22","","","1","2","","","2","4","3"
"2020-11-22","","3","","","","","","","","","","","","","","22","","","","2","","","2","4","3"
"2020-11-23","","3","","4","","","","","","","","","","4","","22","","","1","2","","","","4","3"
"2020-11-24","","3","","4","","","","","","","","","1","4","","22","","","1","2","","","","4","3"
"2020-11-25","","3","","","","","","","","","","","1","4","","22","","","1","","","","2","4",""
"2020-11-26","","","","4","","","","","","","","","","4","","22","","","","2","","","2","4","3"
"2020-11-27","","3","","","","","","","","","","","","4","","23","","","1","2","","","2","4","3"
"2020-11-28","","4","","4","","","","","","","","","1","4","","23","","","1","2","","","","4","3"
"2020-11-29","","4","","","","","","","","","","","1","4","","25","","1","1","","","","2","4",""
"2020-11-30","","4","","4","","","","","","","","","1","","","25","","","1","2","","","","4","3"
"2020-12-01","","4","","4","","","","","","","","","","","","25","","","1","2","","","","4",""
"2020-12-26","","4","","4","","","","","","","","","","","","25","","","1","","","","","4",""
"2020-12-27","","4","","4","","","","","","","","","","","","25","","1","1","","","","","4",""
"2020-12-28","","","","4","","","","","","","","","","4","","25","","","1","2","","","2","","3"
"2020-12-29","","","","4","","","","","","","","","","","","25","","","1","","","","","4","3"
"2020-12-30","","4","","4","","","","","","","","","","","","25","","","1","2","","","","",""
"2020-12-31","","","","4","","","","","","","","","","4","","25","","","1","","","","","4",""
"2021-01-01","","","","","","","","","","","","","","","","25","","","","","","","","",""
"2021-01-02","","","","4","","","","","","","","","","","","25","","","1","","","","","4",""
"2021-01-03","","","","4","","","","","","","","","","4","","","","","1","","","","","4",""
"2021-01-04","","4","","4","","","","","","","","","","4","","25","","1","1","","","","","4","3"
"2021-01-05","","","","4","","","","","","","","","","","","25","","","1","","","","","",""
"2021-01-06","","4","","4","","","","","","","","","","","","25","","","1","","","","","",""
"2021-01-07","","","","4","","","","","","","","","","","","25","","","","2","","","","4","3"
"2021-01-08","","","","4","","","","","","","","","","","","25","","","1","","","","","",""
"2021-01-09","","","","4","","","","","","","","","","","","25","","","1","","","","","",""
"2021-01-10","","","","4","","","","","","","","","","","","25","","","","","","","","",""
"2021-01-11","","4","","4","","","","","","","","","","","","25","","","1","","","","","4",""
"2021-01-12","","4","","4","","","","","","","","","","4","","25","","","1","","","","","4",""
"2021-01-13","","","","","","","","","","","","","","","","25","","","1","","","","","",""
"2021-01-14","","","","4","","","","","","","","","","","","25","","","","","","","","4",""
"2021-01-15","","4","","4","","","","","","","","","","","","25","","","1","","","","","",""
"2021-01-16","","","","4","","","","","","","","","","","","25","","","","2","","","","4",""
"2021-01-17","","","","4","","","","","","","","","","","","25","","","1","","","","","4",""
"2021-01-18","","","","4","","","","","","","","","","","","","","","","","","","","",""
"2021-01-19","","4","","","","","","","","","","","","","","25","","","1","","","","","4",""
"2021-01-20","","4","","","","","","","","","","","","","","25","","","","2","","","","",""
"2021-01-21","","4","","4","","","","","","","","","","","","25","","","1","","","","","4",""
"2021-01-22","","","","","","","","","","","","","","","","25","","","1","","","","","",""
"2021-01-23","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-01-24","","","","","","","","","","","","","","","","","","","","","","","","4",""
"2021-01-25","","4","","4","","","","","","","","","","","","25","","","","","","","","4",""
"2021-01-26","","","","","","","","","","","","","","","","25","","","","","","","","",""
"2021-01-27","","","","","","","","","","","","","","","","25","","","1","","","","","",""
"2021-01-28","","4","","4","","","","","","","","","","","","25","","","","","","","","4",""
"2021-01-29","","","","","","","","","","","","","","","","25","","","","","","","","4",""
"2021-01-30","","","","4","","","","","","","","","","","","","","","","","","","","",""
"2021-01-31","","","","4","","","","","","","","","","","","","","","","","","","","",""
"2021-02-01","","","","","","","","","","","","","","","","25","","","","","","","","4",""
"2021-02-02","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-03","","","","","","","","","","","","","","","","","","","","","","","","4",""
"2021-02-04","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-06","","","","","","","","","","","","","","","","25","","","1","","","","","",""
"2021-02-08","","4","","","","","","","","","","","","","","25","","","","","","","","","3"
"2021-02-09","","","","4","","","","","","","","","","","","","","","","","","","","",""
"2021-02-11","","","","","","","","","","","","","","4","","","","","","","","","","",""
"2021-02-13","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-14","","","","","","","","","","","","","","","","","","","","","","","","4",""
"2021-02-15","","","","","","","","","","","","","","","","","","","","","","","","4",""
"2021-02-18","","","","","","","","","","","","","","4","","","","","","","","","","4",""
"2021-02-23","","","","","","","","","","","","","","4","","","","","","","","","","",""
"2021-02-25","","","","","","","","","","","","","","","","","","","","","","","","","3"
"2021-02-27","","","","","","","","","","","","","","4","","","","","","","","","","",""
"2021-03-01","","","","","","","","","","","","","","","","","","","","2","","","","",""
"2021-03-02","","","","","","","","","","","","","","","","","","","","2","","","","",""
"2021-03-05","","","","","","","","","","","","","","","","25","","","","","","","","",""
"2021-03-10","","4","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-13","","","","","","","","","","","","","","","","25","","","","","","","","",""
"2021-03-15","","","","","","","","","","","","","","","","","","","","2","","","","",""
"2021-03-16","","","","","","","","","","","","","","","","25","","","","","","","","",""
"2021-03-18","","","","","","","","","","","","","","","","","","","","","","","","4",""
"2021-03-22","","4","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-24","","","","","","","","","","","","","","","","25","","","","","","","","",""
"2021-03-26","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-27","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-02","","","","","","","","","","","","","","","","25","","","","","","","","",""
"2021-04-03","","","","","","","","","","","","","","","","","","","","2","","","2","",""
"2021-04-05","","4","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-06","","","","","","","","","","","","","","","","25","","","","","","","2","",""
"2021-04-07","","","","","","","","","","","","","","4","","25","","","","","","","","4",""
"2021-04-08","","","","","","","","","","","","","","4","","25","","","","","","","","",""
"2021-04-09","","","","","","","","","","","","","","","","25","","","","","","","","",""
"2021-04-10","","4","","","","","","","","","","","","","","25","","","","","","","","4",""
"2021-04-11","","","","","","","","","","","","","","","","25","","","","","","","","4",""
"2021-04-12","","","","","","","","","","","","","","","","25","","","","","","","2","",""
"2021-04-13","","","","4","","","","","","","","","","4","","25","","","","","","","","",""
"2021-04-14","","","","4","","","","","","","","","","","","25","","","","","","","","",""
"2021-04-15","","4","","","","","","","","","","","","","","25","","","1","2","","","","4",""
"2021-04-16","","","","4","","","","","","","","","","4","","25","","","","","","","","4",""
"2021-04-17","","","","4","","","","","","","","","1","4","","25","","","","","","","2","4",""
"2021-04-18","","4","","4","","","","","","","","","","","","25","","","","","","","","4",""
"2021-04-19","","4","","4","","","","","","","","","1","4","","25","","","1","","","","","4",""
"2021-04-20","","","","4","","","","","","","","","1","","","25","","","1","2","","","","4","3"
"2021-04-21","","4","","4","","","","","","","","","","4","","25","","","1","","","","","4",""
"2021-04-22","","4","","4","","","","","","","","","1","4","","25","","","1","","","","2","4","3"
"2021-04-23","","4","","4","","","","","","","","","1","4","","25","","","1","2","","","","4","3"
"2021-04-24","","4","","4","","","","","","","","","1","4","","25","","","1","2","","","2","4","3"
"2021-04-25","","4","","","","","","","","","2","","","4","","25","","","1","","","","2","4",""
"2021-04-26","","4","","4","","","","","","","2","","1","4","","25","","","1","2","","","2","4",""
"2021-04-27","","4","","4","","","","","","","2","","1","4","","25","","","1","2","","","","4","3"
"2021-04-28","","4","","4","","","","","","","2","","1","4","","25","","","1","2","","","2","4","3"
"2021-04-29","","4","","4","","","","","","","2","","1","4","","26","","","1","2","","","2","4","3"
"2021-04-30","","4","","4","","","","","","","2","","1","4","","26","","","1","2","","","2","4","3"
"2021-05-01","","4","","4","","","","","","","2","","1","4","","26","","","1","2","","","","4","3"
"2021-05-02","","4","","4","","","","","","","2","","1","4","","26","","","1","2","","","","4",""
"2021-05-03","","4","","4","","","","","","","2","","1","4","","26","","","1","2","","","2","4","3"
"2021-05-04","","4","","4","","","","","","","2","","1","4","","26","","1","1","2","","","2","4","3"
"2021-05-05","","4","","4","","","","","","","2","","1","4","","26","","","1","2","","","2","4","3"
"2021-05-06","","4","","4","","","","","","","2","","1","4","","26","","","1","2","","","2","4","3"
"2021-05-07","","4","","5","","","","","","","2","","1","4","","26","","","1","2","","","2","4","3"
"2021-05-08","","4","","5","","","","","","","2","","1","4","","26","","","1","2","","","2","4","3"
"2021-05-09","","4","","5","","","","","","","2","","1","4","","26","","","1","","","","2","4","3"
"2021-05-10","","4","","5","","","","","","","2","","1","4","","26","","1","1","2","","","2","4","3"
"2021-05-11","","5","","5","","","","1","1","","3","","2","4","","28","","1","1","2","","","2","5","3"
"2021-05-12","","5","","5","","","","","2","","3","","2","4","","28","","","1","2","","","2","5","3"
"2021-05-13","","5","","6","","","","1","2","","3","","2","4","","29","","1","1","2","","","2","5","4"
