"date","New Jersey/Atlantic","New Jersey/Bergen","New Jersey/Burlington","New Jersey/Camden","New Jersey/Cape May","New Jersey/Cumberland","New Jersey/Essex","New Jersey/Gloucester","New Jersey/Hudson","New Jersey/Hunterdon","New Jersey/Mercer","New Jersey/Middlesex","New Jersey/Monmouth","New Jersey/Morris","New Jersey/Ocean","New Jersey/Passaic","New Jersey/Salem","New Jersey/Somerset","New Jersey/Sussex","New Jersey/Unassigned","New Jersey/Union","New Jersey/Warren"
"2020-04-12"," 11.97 %","  5.37 %","  8.37 %"," 11.60 %","  9.08 %"," 18.90 %","  7.86 %"," 11.44 %","  8.58 %","  6.13 %"," 13.42 %","  8.93 %","  6.47 %","  6.73 %","  6.13 %","  6.38 %"," 14.64 %"," 10.95 %","  7.87 %"," -3.99 %","  7.20 %","  9.18 %"
"2020-04-13","  9.74 %","  5.10 %","  7.61 %"," 10.89 %"," 10.43 %"," 19.03 %","  6.42 %"," 10.86 %","  7.71 %","  5.03 %"," 10.73 %","  7.60 %","  5.01 %","  5.50 %","  4.72 %","  6.36 %"," 13.06 %","  9.38 %","  7.33 %","  2.29 %","  6.56 %","  7.57 %"
"2020-04-14","  8.28 %","  4.57 %","  6.46 %","  8.34 %","  9.24 %"," 12.78 %","  6.25 %","  7.30 %","  7.01 %","  4.08 %","  8.35 %","  6.42 %","  4.28 %","  5.30 %","  4.40 %","  6.55 %"," 11.29 %","  7.49 %","  6.44 %"," 16.26 %","  6.92 %","  6.75 %"
"2020-04-15","  8.86 %","  3.97 %","  5.75 %","  8.18 %","  9.02 %","  8.81 %","  5.46 %","  6.17 %","  5.85 %","  3.99 %","  7.71 %","  5.38 %","  3.35 %","  4.94 %","  4.22 %","  6.12 %"," 12.91 %","  5.62 %","  5.96 %"," 17.20 %","  5.96 %","  6.80 %"
"2020-04-16","  8.42 %","  4.04 %","  5.16 %","  8.02 %","  7.68 %","  7.73 %","  5.34 %","  5.11 %","  6.01 %","  4.40 %","  7.29 %","  5.29 %","  3.32 %","  4.83 %","  4.67 %","  6.69 %"," 11.18 %","  5.07 %","  4.86 %","  6.36 %","  6.17 %","  6.72 %"
"2020-04-17","  7.93 %","  3.93 %","  4.53 %","  7.33 %","  5.52 %","  9.89 %","  5.48 %","  4.54 %","  5.24 %","  4.18 %","  6.28 %","  5.12 %","  3.12 %","  4.29 %","  4.50 %","  6.36 %"," 10.87 %","  4.85 %","  4.13 %"," -7.50 %","  6.43 %","  5.70 %"
"2020-04-18","  7.48 %","  3.81 %","  4.75 %","  6.50 %","  3.95 %","  7.90 %","  5.35 %","  3.84 %","  4.80 %","  3.79 %","  6.14 %","  4.96 %","  3.17 %","  4.32 %","  4.84 %","  5.95 %","  9.82 %","  4.77 %","  4.28 %"," -5.58 %","  6.21 %","  5.48 %"
"2020-04-19","  7.04 %","  3.93 %","  5.65 %","  7.63 %","  4.05 %","  9.05 %","  4.65 %","  4.68 %","  4.95 %","  3.13 %","  6.73 %","  4.90 %","  3.13 %","  3.85 %","  3.94 %","  5.19 %","  9.79 %","  4.52 %","  4.27 %","-18.23 %","  5.77 %","  6.03 %"
"2020-04-20","  4.97 %","  3.71 %","  5.71 %","  7.31 %","  3.57 %"," 10.11 %","  4.58 %","  5.06 %","  5.56 %","  3.32 %","  6.92 %","  4.89 %","  3.04 %","  3.75 %","  3.93 %","  4.69 %","  7.47 %","  4.45 %","  4.31 %","-12.20 %","  6.05 %","  5.57 %"
"2020-04-21","  6.48 %","  3.20 %","  5.90 %","  6.56 %","  3.14 %"," 10.17 %","  4.15 %","  5.32 %","  4.15 %","  2.55 %","  4.97 %","  3.61 %","  2.18 %","  2.75 %","  2.66 %","  3.01 %","  4.85 %","  3.43 %","  3.56 %"," 75.23 %","  4.79 %","  4.16 %"
"2020-04-22","  6.50 %","  2.90 %","  6.58 %","  6.97 %","  3.74 %","  7.80 %","  3.32 %","  5.22 %","  4.67 %","  2.43 %","  6.09 %","  4.40 %","  2.89 %","  3.61 %","  3.45 %","  4.37 %","  5.71 %","  4.17 %","  4.71 %"," 68.31 %","  4.49 %","  5.84 %"
"2020-04-23","  7.40 %","  2.93 %","  6.23 %","  6.96 %","  3.47 %","  9.32 %","  3.59 %","  5.66 %","  4.98 %","  3.50 %","  6.25 %","  4.60 %","  2.98 %","  3.30 %","  3.69 %","  4.53 %","  9.60 %","  4.18 %","  4.63 %"," 68.71 %","  4.09 %","  5.86 %"
"2020-04-24","  7.37 %","  2.59 %","  5.30 %","  5.24 %","  3.70 %","  8.65 %","  3.29 %","  4.61 %","  4.44 %","  3.80 %","  5.26 %","  4.11 %","  2.85 %","  2.69 %","  3.87 %","  4.49 %","  8.11 %","  4.18 %","  3.86 %"," 62.67 %","  3.14 %","  4.34 %"
"2020-04-25","  7.83 %","  2.52 %","  5.30 %","  4.95 %","  4.25 %","  8.33 %","  3.14 %","  4.28 %","  3.72 %","  3.83 %","  4.65 %","  3.88 %","  2.91 %","  2.65 %","  3.63 %","  4.89 %","  8.37 %","  4.05 %","  3.65 %"," 62.67 %","  2.95 %","  4.20 %"
"2020-04-26","  6.36 %","  2.30 %","  5.75 %","  4.64 %","  5.31 %","  7.67 %","  2.94 %","  3.86 %","  4.10 %","  4.86 %","  5.33 %","  5.00 %","  3.46 %","  3.30 %","  4.15 %","  5.64 %","  8.82 %","  4.80 %","  4.47 %","-16.79 %","  3.52 %","  4.95 %"
"2020-04-27","  8.30 %","  1.99 %","  5.10 %","  4.33 %","  4.39 %","  9.33 %","  2.76 %","  5.44 %","  2.88 %","  5.39 %","  3.84 %","  3.56 %","  2.52 %","  2.00 %","  2.86 %","  3.86 %","  9.91 %","  3.58 %","  3.08 %","   .43 %","  2.76 %","  3.29 %"
"2020-04-28","  9.94 %","  1.66 %","  5.26 %","  4.14 %","  4.88 %","  9.28 %","  2.24 %","  5.66 %","  2.45 %","  4.32 %","  3.81 %","  3.11 %","  2.15 %","  1.85 %","  2.48 %","  3.55 %","  6.09 %","  3.22 %","  2.39 %"," -3.22 %","  2.20 %","  3.36 %"
"2020-04-29"," 10.05 %","  1.47 %","  4.90 %","  4.25 %","  4.35 %","  8.15 %","  2.12 %","  5.61 %","  2.33 %","  3.55 %","  3.84 %","  3.17 %","  1.93 %","  2.03 %","  2.19 %","  3.44 %","  6.22 %","  2.92 %","  2.52 %","  7.18 %","  2.01 %","  3.84 %"
"2020-04-30"," 10.22 %","  1.16 %","  4.58 %","  4.16 %","  4.40 %","  7.57 %","  1.79 %","  5.76 %","  2.22 %","  3.63 %","  3.95 %","  3.07 %","  1.79 %","  1.87 %","  1.87 %","  3.00 %","  5.62 %","  2.72 %","  2.56 %","   .49 %","  1.77 %","  3.79 %"
"2020-05-01","  9.81 %","  1.13 %","  3.49 %","  4.10 %","  3.54 %","  7.57 %","  1.70 %","  5.69 %","  2.02 %","  2.56 %","  3.98 %","  2.34 %","  1.58 %","  1.48 %","  1.76 %","  2.85 %","  5.69 %","  2.38 %","  1.83 %","  -.71 %","  1.52 %","  3.41 %"
"2020-05-02","  7.08 %","  1.13 %","  3.65 %","  3.85 %","  3.72 %","  6.37 %","  1.78 %","  3.73 %","  2.04 %","  1.98 %","  4.47 %","  2.55 %","  1.48 %","  1.45 %","  2.13 %","  2.89 %","  4.29 %","  2.39 %","  1.90 %"," -1.55 %","  1.59 %","  3.05 %"
"2020-05-03","  4.38 %","  1.20 %","  3.66 %","  3.88 %","  2.86 %","  6.00 %","  1.94 %","  3.26 %","  1.96 %","  2.92 %","  4.56 %","  2.56 %","  1.55 %","  1.47 %","  2.24 %","  2.60 %","  4.32 %","  2.47 %","  1.90 %","  -.14 %","  1.65 %","  2.45 %"
"2020-05-04","  4.57 %","  1.06 %","  3.54 %","  3.77 %","  3.10 %","  6.49 %","  1.69 %","  3.48 %","  1.70 %","  2.69 %","  4.29 %","  2.23 %","  1.55 %","  1.26 %","  2.21 %","  2.07 %","  6.70 %","  2.17 %","  1.70 %","   .05 %","  1.53 %","  2.11 %"
"2020-05-05","  4.31 %","  1.07 %","  3.59 %","  3.86 %","  2.70 %","  6.40 %","  1.64 %","  3.24 %","  1.54 %","  2.42 %","  3.80 %","  2.33 %","  1.47 %","  1.25 %","  2.06 %","  2.08 %","  8.59 %","  1.98 %","  1.39 %","  3.74 %","  1.43 %","  1.69 %"
"2020-05-06","  4.25 %","   .86 %","  3.17 %","  3.40 %","  2.51 %","  7.27 %","  1.33 %","  3.18 %","  1.35 %","  2.34 %","  3.58 %","  2.10 %","  1.33 %","  1.10 %","  1.84 %","  1.75 %","  8.42 %","  1.76 %","  1.23 %","   .94 %","  1.26 %","  1.54 %"
"2020-05-07","  4.40 %","   .78 %","  3.19 %","  3.50 %","  3.55 %","  6.16 %","  1.32 %","  3.02 %","  2.18 %","  1.97 %","  3.15 %","  1.89 %","  1.42 %","  1.07 %","  1.50 %","  1.56 %","  6.67 %","  1.66 %","  1.17 %","-22.25 %","  1.18 %","  1.31 %"
"2020-05-08","  5.78 %","   .64 %","  2.44 %","  3.06 %","  4.28 %","  5.01 %","  1.12 %","  2.85 %","  1.97 %","  1.19 %","  2.56 %","  1.57 %","  1.43 %","   .89 %","  1.16 %","  1.34 %","  6.26 %","  1.39 %","   .93 %","-21.21 %","  1.03 %","  1.56 %"
"2020-05-09","  5.67 %","   .63 %","  2.64 %","  3.16 %","  4.49 %","  5.82 %","  1.23 %","  2.62 %","  1.82 %","  1.21 %","  2.64 %","  1.51 %","  1.33 %","  1.00 %","  1.10 %","  1.35 %","  5.19 %","  1.26 %","   .88 %","-21.40 %","   .92 %","  1.26 %"
"2020-05-10","  4.91 %","   .56 %","  2.20 %","  2.76 %","  4.42 %","  5.54 %","  1.06 %","  2.43 %","  1.72 %","  1.01 %","  2.31 %","  1.18 %","  1.22 %","   .80 %","  1.11 %","  1.06 %","  3.50 %","  1.20 %","   .78 %","-18.40 %","   .81 %","  1.24 %"
"2020-05-11","  4.27 %","   .61 %","  2.53 %","  2.86 %","  4.11 %","  5.22 %","  1.02 %","  2.43 %","  1.93 %","  1.18 %","  2.10 %","  1.15 %","  1.30 %","   .77 %","  1.22 %","   .95 %","  3.15 %","  1.18 %","   .75 %","-20.00 %","   .81 %","  1.07 %"
"2020-05-12","  3.70 %","   .57 %","  1.89 %","  2.40 %","  3.28 %","  5.57 %","   .79 %","  2.01 %","   .62 %","  1.25 %","  1.71 %","  1.04 %","  1.15 %","   .71 %","  1.15 %","   .81 %","  3.21 %","  1.01 %","   .78 %","   .00 %","   .61 %","  1.12 %"
"2020-05-13","  2.18 %","   .52 %","  1.67 %","  2.00 %","  2.48 %","  5.23 %","   .71 %","  1.64 %","   .10 %","   .87 %","  1.48 %","   .90 %","   .98 %","   .55 %","  1.11 %","   .66 %","  3.41 %","   .79 %","   .53 %","   .00 %","   .55 %","   .61 %"
"2020-05-14","  2.00 %","   .33 %","  1.38 %","  1.68 %","  1.79 %","  3.41 %","   .46 %","  1.49 %","   .28 %","  1.60 %","  1.41 %","   .82 %","  1.00 %","   .41 %","  1.00 %","   .63 %","  1.84 %","   .80 %","   .45 %"," 36.85 %","   .57 %","   .53 %"
"2020-05-15","  2.14 %","   .31 %","  1.50 %","  1.53 %","  1.24 %","  2.96 %","   .58 %","  1.57 %","   .61 %","  1.72 %","  1.31 %","   .70 %","   .94 %","   .46 %","   .97 %","   .53 %","  1.65 %","   .62 %","   .46 %"," 16.85 %","   .61 %","   .53 %"
"2020-05-16","  2.29 %","   .26 %","  1.12 %","  1.65 %","  1.60 %","  3.18 %","   .53 %","  1.39 %","   .28 %","  1.93 %","  1.18 %","   .67 %","   .87 %","   .46 %","   .80 %","   .52 %","  2.14 %","   .57 %","   .39 %"," 16.85 %","   .57 %","   .57 %"
"2020-05-17","  2.45 %","   .31 %","  1.27 %","  1.58 %","  1.33 %","  2.44 %","   .47 %","  1.39 %","   .92 %","  2.09 %","  1.43 %","   .76 %","   .83 %","   .43 %","   .72 %","   .66 %","  1.89 %","   .67 %","   .27 %"," -3.15 %","   .69 %","   .32 %"
"2020-05-18","  2.67 %","   .36 %","  1.36 %","  1.79 %","  1.11 %","  3.04 %","  1.00 %","  2.00 %","  1.18 %","  2.95 %","  1.59 %","   .71 %","   .88 %","   .55 %","   .78 %","   .70 %","  1.67 %","   .72 %","   .36 %"," -3.15 %","   .82 %","   .37 %"
"2020-05-19","  2.19 %","   .51 %","  1.13 %","  1.76 %","  1.41 %","  3.67 %","  1.04 %","  1.97 %","  1.20 %","  2.99 %","  1.41 %","   .69 %","   .84 %","   .49 %","   .83 %","   .64 %","  1.42 %","   .73 %","   .36 %","-40.00 %","   .88 %","   .43 %"
"2020-05-20","  2.25 %","   .37 %","  1.06 %","  1.78 %","  1.75 %","  4.24 %","  1.04 %","  1.92 %","   .91 %","  3.44 %","  1.67 %","   .72 %","   .86 %","   .49 %","   .84 %","   .66 %","  1.53 %","   .79 %","   .36 %","-20.00 %","   .86 %","   .52 %"
"2020-05-21","  2.01 %","   .39 %","  1.12 %","  1.57 %","  1.33 %","  3.27 %","  1.01 %","  2.03 %","   .91 %","  3.09 %","  1.65 %","   .74 %","   .92 %","   .47 %","   .84 %","   .61 %","  1.16 %","   .83 %","   .45 %","-20.00 %","   .82 %","   .62 %"
"2020-05-22","  1.77 %","   .33 %","  1.39 %","  1.66 %","  1.62 %","  3.63 %","   .99 %","  2.09 %","   .41 %","  3.04 %","  1.57 %","   .67 %","   .95 %","   .44 %","   .92 %","   .52 %","  2.68 %","   .75 %","   .28 %","   .00 %","   .66 %","   .73 %"
"2020-05-23","  1.39 %","   .24 %","  1.30 %","  1.33 %","  1.98 %","  2.77 %","   .53 %","  1.40 %","   .49 %","  2.10 %","  1.31 %","   .62 %","   .83 %","   .33 %","   .79 %","   .43 %","  2.88 %","   .68 %","   .34 %","   .00 %","   .38 %","   .60 %"
"2020-05-24","  1.30 %","   .32 %","  1.50 %","  1.31 %","  1.61 %","  2.06 %","   .55 %","  1.32 %","   .21 %","  1.65 %","  1.28 %","   .69 %","   .87 %","   .35 %","   .75 %","   .41 %","  3.30 %","   .63 %","   .26 %","   .00 %","   .18 %","   .62 %"
"2020-05-25","  1.59 %","   .43 %","  1.43 %","  1.24 %","  1.43 %","  1.70 %","   .35 %","  1.22 %","  -.00 %","   .98 %","  1.05 %","   .64 %","   .85 %","   .39 %","   .64 %","   .45 %","  3.34 %","   .60 %","   .28 %","   .00 %","   .13 %","   .58 %"
"2020-05-26","  1.58 %","   .43 %","  1.35 %","  1.19 %","  1.35 %","  1.61 %","   .35 %","   .99 %","   .05 %","   .90 %","  1.07 %","   .58 %","   .71 %","   .40 %","   .60 %","   .42 %","  3.46 %","   .45 %","   .22 %","   .18 %","   .15 %","   .45 %"
"2020-05-27","  1.70 %","   .42 %","  1.00 %","  1.01 %","  1.68 %","  1.79 %","   .38 %","   .96 %","  -.29 %","   .74 %","   .93 %","   .50 %","   .68 %","   .38 %","   .55 %","   .34 %","  2.06 %","   .40 %","   .37 %"," 41.41 %","   .17 %","   .48 %"
"2020-05-28","  1.84 %","   .55 %","  1.03 %","  1.11 %","  1.54 %","  2.21 %","   .41 %","  1.16 %","  -.31 %","   .76 %","   .99 %","   .54 %","   .75 %","   .52 %","   .62 %","   .44 %","  2.05 %","   .43 %","   .46 %"," 22.32 %","   .38 %","   .48 %"
"2020-05-29","  1.90 %","   .47 %","   .96 %","  1.06 %","  1.73 %","  2.56 %","   .40 %","  1.25 %","   .05 %","   .43 %","  1.10 %","   .49 %","   .76 %","   .51 %","   .60 %","   .45 %","  1.75 %","   .45 %","   .50 %"," ##.## %","   .58 %","   .49 %"
"2020-05-30","  1.48 %","   .34 %","   .96 %","  1.03 %","  1.54 %","  2.56 %","   .40 %","  1.20 %","   .05 %","   .39 %","  1.08 %","   .50 %","   .74 %","   .39 %","   .63 %","   .41 %","  1.87 %","   .39 %","   .48 %"," ##.## %","   .71 %","   .52 %"
"2020-05-31","  1.56 %","   .34 %","  1.10 %","  1.08 %","  1.57 %","  2.57 %","   .43 %","  1.22 %","  -.16 %","   .53 %","  1.16 %","   .54 %","   .77 %","   .58 %","   .67 %","   .43 %","  2.05 %","   .42 %","   .38 %"," ##.## %","   .68 %","   .42 %"
"2020-06-01","  1.26 %","   .31 %","  1.00 %","  1.00 %","  1.03 %","  1.95 %","   .45 %","  1.06 %","   .21 %","   .47 %","  1.10 %","   .55 %","   .71 %","   .68 %","   .59 %","   .41 %","  1.99 %","   .40 %","   .35 %"," ##.## %","   .69 %","   .35 %"
"2020-06-02","  1.21 %","   .19 %","   .90 %","   .97 %","   .85 %","  1.79 %","   .28 %","   .88 %","   .18 %","   .51 %","   .98 %","   .49 %","   .68 %","   .49 %","   .55 %","   .34 %","  1.73 %","   .36 %","   .34 %"," ##.## %","   .50 %","   .47 %"
"2020-06-03","  1.18 %","   .17 %","   .79 %","   .91 %","   .58 %","  1.94 %","   .29 %","   .72 %","  -.07 %","   .50 %","   .75 %","   .42 %","   .57 %","   .54 %","   .52 %","   .29 %","  1.64 %","   .29 %","   .40 %","  2.44 %","   .38 %","   .50 %"
"2020-06-04","   .93 %","   .22 %","   .68 %","   .73 %","   .48 %","  1.80 %","   .36 %","   .65 %","  -.05 %","   .48 %","   .64 %","   .31 %","   .53 %","   .51 %","   .46 %","   .26 %","  1.20 %","   .26 %","   .38 %","  3.37 %","   .24 %","   .41 %"
"2020-06-05","   .85 %","   .21 %","   .51 %","   .67 %","   .64 %","  1.96 %","   .42 %","   .67 %","   .11 %","   .44 %","   .53 %","   .27 %","   .50 %","   .34 %","   .47 %","   .27 %","   .96 %","   .30 %","   .80 %"," -3.19 %","   .27 %","   .50 %"
"2020-06-06","   .95 %","   .21 %","   .48 %","   .73 %","   .63 %","  2.06 %","   .37 %","   .65 %","   .12 %","   .52 %","   .53 %","   .28 %","   .49 %","   .24 %","   .47 %","   .29 %","   .95 %","   .30 %","   .81 %"," -1.84 %","   .32 %","   .43 %"
"2020-06-07","   .99 %","   .19 %","   .44 %","   .59 %","   .57 %","  1.81 %","   .35 %","   .58 %","   .10 %","   .48 %","   .46 %","   .22 %","   .45 %","   .24 %","   .46 %","   .26 %","   .91 %","   .25 %","   .65 %"," -7.93 %","   .40 %","   .27 %"
"2020-06-08","   .85 %","   .18 %","   .41 %","   .54 %","   .57 %","  1.16 %","   .34 %","   .47 %","   .16 %","   .38 %","   .43 %","   .20 %","   .40 %","   .19 %","   .42 %","   .23 %","   .87 %","   .22 %","   .77 %"," -8.79 %","   .41 %","   .17 %"
"2020-06-09","   .99 %","   .18 %","   .35 %","   .55 %","   .75 %","   .91 %","   .27 %","   .43 %","   .13 %","   .35 %","   .37 %","   .22 %","   .32 %","   .17 %","   .35 %","   .22 %","   .81 %","   .23 %","   .72 %"," -9.42 %","   .43 %","   .12 %"
"2020-06-10","   .96 %","   .22 %","   .33 %","   .50 %","   .77 %","   .57 %","   .21 %","   .40 %","   .20 %","   .26 %","   .35 %","   .19 %","   .32 %","   .07 %","   .32 %","   .17 %","   .65 %","   .20 %","   .41 %","-11.79 %","   .35 %","   .13 %"
"2020-06-11","   .85 %","   .24 %","   .26 %","   .45 %","   .62 %","   .54 %","   .19 %","   .41 %","   .16 %","   .19 %","   .35 %","   .15 %","   .41 %","   .05 %","   .41 %","   .14 %","   .56 %","   .24 %","   .33 %"," -9.16 %","   .27 %","   .13 %"
"2020-06-12","   .74 %","   .25 %","   .26 %","   .45 %","   .55 %","   .62 %","   .24 %","   .43 %","   .25 %","   .21 %","   .36 %","   .19 %","   .43 %","  -.11 %","   .39 %","   .16 %","   .70 %","   .32 %","   .33 %","-11.73 %","   .20 %","   .18 %"
"2020-06-13","   .76 %","   .29 %","   .28 %","   .46 %","   .67 %","   .66 %","   .24 %","   .59 %","   .16 %","   .25 %","   .38 %","   .19 %","   .52 %","  -.10 %","   .40 %","   .18 %","   .67 %","   .37 %","   .31 %"," -6.39 %","   .12 %","   .17 %"
"2020-06-14","   .73 %","   .26 %","   .28 %","   .49 %","   .52 %","   .63 %","   .23 %","   .62 %","   .19 %","   .23 %","   .40 %","   .22 %","   .53 %","  -.07 %","   .41 %","   .16 %","   .58 %","   .34 %","   .31 %"," -4.49 %","   .02 %","   .15 %"
"2020-06-15","   .61 %","   .19 %","   .28 %","   .35 %","   .30 %","   .70 %","   .19 %","   .50 %","   .14 %","   .25 %","   .35 %","   .21 %","   .46 %","  -.02 %","   .35 %","   .15 %","   .61 %","   .28 %","   .19 %"," -2.06 %","  -.01 %","   .08 %"
"2020-06-16","   .87 %","   .19 %","   .40 %","   .29 %","   .54 %","   .76 %","   .17 %","   .47 %","   .18 %","   .19 %","   .29 %","   .18 %","   .37 %","  -.01 %","   .25 %","   .13 %","   .63 %","   .19 %","   .19 %"," -8.88 %","  -.02 %","   .12 %"
