"date","Washington/Adams","Washington/Asotin","Washington/Benton","Washington/Chelan","Washington/Clallam","Washington/Clark","Washington/Columbia","Washington/Cowlitz","Washington/Douglas","Washington/Ferry","Washington/Franklin","Washington/Garfield","Washington/Garfield County","Washington/Grant","Washington/Grays Harbor","Washington/Island","Washington/Jefferson","Washington/King","Washington/Kitsap","Washington/Kittitas","Washington/Klickitat","Washington/Lewis","Washington/Lincoln","Washington/Mason","Washington/Okanogan","Washington/Pacific","Washington/Pend Oreille","Washington/Pierce","Washington/San Juan","Washington/Skagit","Washington/Skamania","Washington/Snohomish","Washington/Spokane","Washington/Stevens","Washington/Thurston","Washington/Unassigned","Washington/Wahkiakum","Washington/Walla Walla","Washington/Walla Walla County","Washington/Whatcom","Washington/Whitman","Washington/Yakima"
"2020-05-11","   .00 %","   .00 %","  1.35 %","  1.70 %","   .00 %","   .64 %","   .00 %","  1.27 %","  3.72 %","   .00 %","  1.66 %","   .00 %","","   .44 %","  1.78 %","   .23 %","   .71 %","  1.06 %","   .66 %"," 28.29 %","  2.16 %","   .69 %","   .00 %","  1.54 %","  3.68 %"," 22.50 %","   .00 %","  1.70 %","  1.43 %","  1.19 %","   .00 %","   .81 %","   .26 %","   .00 %","   .86 %"," -7.07 %"," 16.67 %","  1.43 %","","   .85 %","  1.43 %","  5.18 %"
"2020-05-12","   .41 %","   .00 %","  1.35 %","  1.54 %","   .00 %","  1.15 %","   .00 %","  1.27 %","  3.09 %","   .00 %","  1.03 %","   .00 %","","   .44 %","   .11 %","   .12 %","   .71 %","   .95 %","   .26 %"," 28.29 %","  2.05 %","  1.33 %","   .00 %","   .71 %","  7.68 %"," 22.50 %","   .00 %","  1.27 %","  1.43 %","   .86 %","   .00 %","   .63 %","   .26 %","   .00 %","  1.20 %","  5.56 %"," 16.67 %","  1.80 %","","   .72 %","  1.43 %","  4.39 %"
"2020-05-13","   .41 %","   .00 %","  1.26 %","  1.80 %","   .00 %","  1.69 %","   .00 %","   .62 %","  2.62 %","   .00 %","   .88 %","   .00 %","","   .55 %","   .11 %","   .46 %","   .71 %","  1.00 %","   .26 %"," 28.29 %","  3.01 %","  1.96 %","   .00 %","  1.40 %","  7.01 %","  2.50 %","   .00 %","  1.22 %","  1.43 %","  1.00 %","   .00 %","   .65 %","   .31 %","   .00 %","  1.20 %","  5.13 %","  6.67 %","  1.61 %","","   .72 %","  1.33 %","  4.29 %"
"2020-05-14","   .41 %","   .00 %","  1.02 %","  2.68 %","   .00 %","  1.90 %","   .00 %","   .91 %","  2.33 %","   .00 %","   .92 %","   .00 %","","   .44 %"," -1.43 %","   .35 %","   .00 %","   .97 %","   .26 %"," 25.12 %","  3.01 %","  1.35 %","   .00 %","  1.40 %","  7.44 %","   .00 %","   .00 %","  1.11 %","   .00 %","   .94 %","   .00 %","   .56 %","   .62 %","   .00 %","  1.01 %"," 19.04 %","  6.67 %","  1.20 %","","   .78 %","  1.33 %","  3.51 %"
"2020-05-15","   .41 %","   .00 %","  1.29 %","  2.84 %","  2.11 %","  1.72 %","   .00 %","   .61 %","  2.06 %","   .00 %","  1.00 %","   .00 %","","   .44 %","  1.54 %","   .23 %","   .00 %","   .89 %","   .26 %"," 28.05 %","  3.01 %","  1.35 %","   .00 %","  1.40 %","  7.29 %","   .00 %","   .00 %","   .93 %","   .00 %","  1.08 %","   .00 %","   .55 %","   .57 %","   .00 %","   .17 %"," 27.48 %","  6.67 %","  1.20 %","","   .65 %","  1.33 %","  2.88 %"
"2020-05-16","   .41 %","   .00 %","  1.36 %","  2.94 %","  2.11 %","  1.87 %","   .00 %","   .61 %","  1.87 %","   .00 %","   .98 %","   .00 %","","   .22 %","  2.97 %","   .23 %","   .69 %","   .99 %","   .38 %","  5.30 %","  1.95 %","  2.60 %","   .00 %","  1.40 %","  8.44 %","   .00 %","   .00 %","   .89 %","   .00 %","  1.12 %","   .00 %","   .61 %","   .62 %","   .00 %","   .33 %"," 26.40 %","   .00 %","   .58 %","","   .53 %","  1.33 %","  3.55 %"
"2020-05-17","   .00 %","   .00 %","  1.49 %","  3.27 %","  2.11 %","  1.41 %","   .00 %","   .61 %","  2.03 %","   .00 %","  1.02 %","   .00 %","","   .33 %","  2.97 %","   .23 %","   .69 %","   .92 %","   .51 %","  5.70 %","  2.77 %","  1.27 %","   .00 %","  1.36 %","  6.06 %","   .00 %","   .00 %","  1.07 %","   .00 %","   .92 %","   .00 %","   .53 %","   .77 %","   .00 %","   .33 %"," 14.43 %","   .00 %","   .19 %","","   .75 %","  1.33 %","  3.32 %"
"2020-05-18","   .00 %","   .00 %","  1.56 %","  3.09 %","  2.11 %","   .58 %","   .00 %","   .61 %","  2.15 %","   .00 %","  1.56 %","   .00 %","","   .22 %","  2.97 %","   .00 %","   .69 %","   .83 %","   .51 %","  7.62 %","  1.82 %","  1.23 %","   .00 %","  1.96 %","  6.72 %","   .00 %","   .00 %","  1.02 %","   .00 %","   .72 %","   .00 %","   .56 %","   .81 %","   .00 %","   .33 %","  -.49 %","   .00 %","   .38 %","","   .98 %","   .00 %","  4.05 %"
"2020-05-19","   .00 %","   .00 %","  1.51 %","  2.24 %","  2.11 %","   .57 %","   .00 %","   .29 %","  1.62 %","   .00 %","  1.68 %","   .00 %","","   .11 %","  2.97 %","   .00 %","   .69 %","   .74 %","   .51 %","  9.52 %","  2.65 %","  1.84 %","   .00 %","  1.96 %","  5.35 %","   .00 %","   .00 %","   .94 %","   .00 %","   .48 %","   .00 %","   .57 %","   .90 %","  2.22 %","   .16 %","-11.36 %","   .00 %","   .19 %","","   .92 %","   .00 %","  4.10 %"
"2020-05-20","   .00 %","   .00 %","  1.42 %","  1.82 %","  3.81 %","   .52 %","   .00 %","   .58 %","  1.26 %","   .00 %","  1.48 %","   .00 %","","   .32 %","  1.43 %","   .00 %","   .69 %","   .75 %","   .51 %","  7.06 %","  1.85 %","  1.84 %","   .00 %","  1.96 %","  2.76 %","   .00 %","   .00 %","   .96 %","   .00 %","   .14 %","   .00 %","   .50 %","  1.10 %","  2.22 %","   .33 %","-15.63 %","   .00 %","   .19 %","","   .92 %","   .00 %","  4.20 %"
"2020-05-21","   .00 %","   .00 %","  1.21 %","  2.87 %","  3.81 %","   .41 %","   .00 %","   .87 %","  1.86 %","   .00 %","  1.37 %","   .00 %","","   .32 %","   .00 %","   .11 %","   .00 %","   .54 %","   .25 %","  5.36 %","  1.85 %","   .59 %","   .00 %","  1.96 %","  2.62 %","   .00 %","   .00 %","   .78 %","   .00 %","   .05 %","   .00 %","   .52 %","  1.23 %","  2.22 %","   .16 %"," -6.05 %","   .00 %","   .00 %","","   .91 %","   .00 %","  2.86 %"
"2020-05-22","   .00 %","   .00 %","  1.26 %","  3.01 %","  3.81 %","   .56 %","   .00 %","   .87 %","  1.99 %","   .00 %","  1.57 %","   .00 %","","   .32 %","  1.33 %","   .11 %","   .00 %","   .52 %","   .00 %","  4.97 %","   .03 %","   .59 %","   .00 %","  1.90 %","  1.00 %","   .00 %","   .00 %","   .57 %","   .00 %","   .05 %","   .00 %","   .56 %","  1.79 %","  2.22 %","   .00 %"," -6.21 %","   .00 %","  -.19 %","","   .56 %","   .00 %","  2.87 %"
"2020-05-23","   .00 %","   .00 %","   .95 %","  2.79 %","  3.81 %","   .56 %","   .00 %","   .87 %","  1.51 %","   .00 %","  1.03 %","   .00 %","","   .21 %","  1.33 %","   .11 %","   .00 %","   .41 %","   .00 %","  3.04 %","   .03 %","   .00 %","   .00 %","   .61 %","  1.00 %","   .00 %","   .00 %","   .48 %","   .00 %","   .00 %","   .00 %","   .47 %","  1.64 %","  2.22 %","   .00 %","  3.10 %","   .00 %","  -.19 %","","   .28 %","   .00 %","  1.83 %"
"2020-05-24","  1.20 %","   .00 %","  1.32 %","  4.79 %","  3.81 %","   .96 %","   .00 %","   .86 %","  3.95 %","   .00 %","  1.47 %","   .00 %","","   .43 %","  1.33 %","   .11 %","   .00 %","   .57 %","   .00 %","  3.46 %","  -.80 %","   .00 %","   .00 %","   .61 %","  1.48 %","   .00 %"," 10.00 %","   .60 %","   .00 %","   .00 %","   .00 %","   .54 %","  3.07 %","   .00 %","   .48 %","  8.25 %","   .00 %","   .19 %","","   .50 %","   .00 %","  2.89 %"
"2020-05-25","  1.20 %","  1.11 %","  1.30 %","  4.52 %","   .00 %","  1.00 %","   .00 %","   .85 %","  3.64 %","   .00 %","  1.55 %","   .00 %","","   .21 %","  1.33 %","   .11 %","   .00 %","   .58 %","   .00 %","  2.65 %","   .00 %","   .00 %","   .00 %","   .61 %","  1.94 %","   .00 %"," 10.00 %","   .53 %","   .00 %","   .00 %","   .00 %","   .55 %","  3.59 %","   .00 %","   .80 %","  7.01 %","   .00 %","   .38 %","","   .50 %","   .00 %","  3.32 %"
"2020-05-26","  1.20 %","  1.11 %","  1.78 %","  3.40 %","   .00 %","  1.34 %","   .00 %","   .56 %","  2.88 %","   .00 %","  1.57 %","   .00 %","","   .21 %","  1.33 %","   .00 %","   .00 %","   .53 %","   .00 %","  2.65 %","   .00 %","   .00 %","   .00 %","   .61 %","   .94 %","   .00 %"," 10.00 %","   .54 %","   .00 %","   .05 %","   .00 %","   .49 %","  3.43 %","   .00 %","   .95 %"," -5.01 %","   .00 %","   .38 %","","   .82 %","   .00 %","  3.39 %"
"2020-05-27","  1.20 %","  1.11 %","  1.70 %","  3.06 %","   .00 %","  1.23 %","   .00 %","   .56 %","  3.23 %","   .00 %","  1.35 %","   .00 %","","   .53 %","   .00 %","   .00 %","   .00 %","   .50 %","   .12 %","  3.98 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.40 %","   .00 %"," 10.00 %","  1.46 %","   .00 %","   .09 %","   .00 %","   .44 %","  3.43 %","   .00 %","  1.11 %"," -1.64 %","   .00 %","   .38 %","","   .92 %","   .00 %","  3.32 %"
"2020-05-28","  1.58 %","  1.11 %","  1.95 %","  3.23 %","   .00 %","  2.41 %","   .00 %","   .56 %","  3.47 %","   .00 %","  1.74 %","   .00 %","","   .94 %","   .00 %","   .00 %","   .00 %","   .65 %","   .12 %","  3.98 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.28 %","   .00 %"," 10.00 %","  1.76 %","   .00 %","   .09 %","   .00 %","   .51 %","  4.01 %","  2.00 %","  1.26 %","  -.85 %","   .00 %","   .38 %","","  1.08 %","   .00 %","  4.52 %"
"2020-05-29","  2.23 %","  1.11 %","  1.70 %","  1.28 %","   .00 %","  3.10 %","   .00 %","   .28 %","  1.25 %","   .00 %","  1.41 %","   .00 %","","  1.24 %","   .00 %","   .11 %","   .00 %","   .42 %","   .00 %","  2.92 %","   .00 %","   .00 %","   .00 %","   .59 %","  1.81 %","   .00 %","   .00 %","  1.70 %","   .00 %","   .19 %","   .00 %","   .34 %","  3.08 %","  2.00 %","   .93 %"," -3.37 %","   .00 %","   .19 %","","   .81 %","   .00 %","  3.70 %"
"2020-05-30","  3.25 %","   .00 %","  1.97 %","  1.27 %","   .00 %","  4.35 %","   .00 %","   .00 %","  1.49 %","   .00 %","  1.77 %","   .00 %","","  1.34 %","   .00 %","   .11 %","   .00 %","   .42 %","   .00 %","  3.05 %","   .00 %","   .57 %","   .00 %","   .59 %","   .92 %","   .00 %","   .00 %","  1.77 %","   .00 %","   .28 %","   .00 %","   .36 %","  3.34 %","  2.00 %","   .91 %","   .44 %","   .00 %","   .19 %","","  1.22 %","   .00 %","  3.19 %"
"2020-05-31","  3.57 %","   .00 %","  1.78 %","  1.26 %","   .00 %","  4.11 %","   .00 %","   .00 %","  1.84 %","   .00 %","  2.40 %","   .00 %","","  1.43 %","  1.25 %","   .11 %","   .00 %","   .65 %","   .00 %","  3.28 %","   .83 %","  1.13 %","   .00 %","  1.16 %","  2.22 %","   .00 %","   .00 %","  1.88 %","   .00 %","   .33 %","   .00 %","   .35 %","  3.70 %","  2.00 %","  2.54 %","  7.25 %","   .00 %","   .00 %","","   .94 %","   .00 %","  3.58 %"
"2020-06-01","  3.57 %","   .00 %","  2.02 %","  1.16 %","   .00 %","  4.04 %","   .00 %","   .00 %","  1.21 %","   .00 %","  3.12 %","   .00 %","","  1.41 %","  1.25 %","   .11 %","   .67 %","   .65 %","   .12 %","  1.94 %","   .83 %","  1.13 %","   .00 %","  1.16 %","  1.77 %","   .00 %","   .00 %","   .89 %","   .00 %","   .33 %","   .00 %","   .33 %","  3.07 %","  2.00 %","  2.93 %","  8.06 %","   .00 %","   .00 %","","   .93 %","   .00 %","  4.23 %"
"2020-06-02","  3.19 %","   .00 %","  2.09 %","   .99 %","   .00 %","  4.03 %","   .00 %","   .27 %","   .96 %","   .00 %","  3.13 %","   .00 %","","   .99 %","  1.25 %","   .45 %","   .67 %","   .63 %","   .12 %","  2.17 %","  3.23 %","  1.13 %","   .00 %","  1.16 %","  1.29 %","   .00 %","   .00 %","   .69 %","   .00 %","   .46 %","   .00 %","   .34 %","  2.89 %","   .00 %","  2.91 %"," -5.52 %","   .00 %","   .37 %","","   .93 %","   .00 %","  3.39 %"
"2020-06-03","  4.51 %","   .00 %","  2.05 %","   .81 %","  1.60 %","  2.93 %","   .00 %","   .81 %","   .59 %","   .00 %","  3.39 %","   .00 %","","   .88 %","  2.43 %","   .34 %","   .67 %","   .78 %","   .25 %","  1.42 %","  3.23 %","  1.13 %","   .00 %","   .57 %","  2.09 %","   .00 %","   .00 %","   .61 %","   .00 %","   .60 %","  6.67 %","   .31 %","  2.48 %","  3.64 %","  3.02 %"," -6.67 %","   .00 %","   .37 %","","   .98 %","  5.00 %","  3.17 %"
"2020-06-04","  4.59 %","   .00 %","  1.89 %","   .72 %","  1.60 %","  1.58 %","   .00 %","   .81 %","   .47 %","   .00 %","  3.19 %","   .00 %","","   .87 %","  2.43 %","   .34 %","   .67 %","   .80 %","   .25 %","   .23 %","  3.95 %","   .56 %","   .00 %","   .57 %","  2.90 %","   .00 %","   .00 %","   .71 %","   .00 %","   .64 %","  1.67 %","   .29 %","  2.18 %","  3.64 %","  2.72 %"," -1.28 %","   .00 %","   .37 %","","   .61 %","  5.00 %","  3.12 %"
"2020-06-05","  4.53 %","   .00 %","  1.92 %","   .95 %","  1.60 %","  1.39 %","   .00 %","   .81 %","   .58 %","   .00 %","  3.15 %","   .00 %","","   .96 %","  2.29 %","   .34 %","   .67 %","   .68 %","   .37 %","   .00 %","  3.80 %","   .00 %","   .00 %","   .56 %","  1.22 %","   .00 %","   .00 %","   .71 %","   .00 %","   .73 %","  1.67 %","   .31 %","  2.19 %","  3.64 %","  1.33 %","-13.30 %","   .00 %","   .55 %","","   .45 %","  5.00 %","  2.93 %"
"2020-06-06","  4.79 %","   .00 %","  2.27 %","   .87 %","  1.60 %","  1.64 %","   .00 %","  1.34 %","   .58 %","   .00 %","  3.33 %","   .00 %","","   .67 %","  2.29 %","   .34 %","   .00 %","   .71 %","   .37 %","   .00 %","  5.80 %","   .00 %","   .00 %","   .56 %","  2.75 %","   .00 %","   .00 %","   .80 %","   .00 %","   .64 %","  1.67 %","   .33 %","  3.53 %","  3.64 %","  1.55 %"," -9.04 %","   .00 %","   .91 %","","   .55 %","  5.00 %","  3.10 %"
"2020-06-07","  4.79 %","   .00 %","  2.48 %","   .94 %","  1.60 %","   .58 %","   .00 %","  1.84 %","   .69 %","   .00 %","  3.44 %","   .00 %","","   .76 %","  2.29 %","   .00 %","   .00 %","   .68 %","   .37 %","   .00 %","  3.40 %","   .00 %","   .00 %","  1.10 %","  2.35 %","   .00 %","   .00 %","   .85 %","   .00 %","   .50 %","  1.67 %","   .31 %","  3.52 %","  3.64 %","  1.79 %","  9.36 %","   .00 %","  1.07 %","","   .45 %","  5.00 %","  3.39 %"
"2020-06-08","  1.61 %","   .00 %","  2.74 %","   .62 %","   .00 %","   .58 %","   .00 %","  2.53 %","   .69 %","   .00 %","  3.38 %","   .00 %","","   .66 %","  1.11 %","   .11 %","   .00 %","   .56 %","   .24 %","   .23 %","  4.62 %","   .00 %","   .00 %","  1.10 %","  1.55 %","   .00 %","   .00 %","   .72 %","   .00 %","   .31 %"," -5.00 %","   .32 %","  3.75 %","   .00 %","  2.00 %","  6.74 %","   .00 %","  1.07 %","","   .83 %","   .00 %","  3.45 %"
"2020-06-09","   .77 %","   .00 %","  2.82 %","   .70 %","   .00 %","   .75 %","   .00 %","  3.23 %","   .58 %","   .00 %","  3.55 %","   .00 %","","   .93 %","  1.11 %","   .00 %","   .00 %","   .50 %","   .85 %","   .45 %","  5.04 %","   .00 %","   .00 %","  1.62 %","  1.16 %","  2.22 %","   .00 %","   .59 %","   .00 %","   .18 %","   .00 %","   .43 %","  3.50 %","   .00 %","  2.12 %"," -2.45 %","   .00 %","  1.06 %","","   .78 %","   .00 %","  3.70 %"
"2020-06-10","   .51 %","   .00 %","  2.33 %","   .31 %","   .00 %","   .75 %","   .00 %","  3.23 %","   .11 %","   .00 %","  2.67 %","   .00 %","","   .74 %","   .00 %","   .00 %","   .00 %","   .37 %","   .73 %","   .45 %","  4.35 %","   .00 %","   .00 %","  1.07 %","  1.54 %","  2.22 %","   .00 %","   .43 %","   .00 %","   .00 %","   .00 %","   .33 %","  3.01 %","   .00 %","  1.73 %","  7.28 %","   .00 %","  1.06 %","","   .73 %","   .00 %","  3.16 %"
"2020-06-11","  2.50 %","   .00 %","  2.84 %","   .53 %","   .74 %","  1.27 %","   .00 %","  5.40 %","   .11 %","   .00 %","  3.28 %","   .00 %","","  1.82 %","   .00 %","   .11 %","   .00 %","   .31 %","   .61 %","   .45 %","  5.06 %","   .00 %","   .00 %","  1.07 %","   .00 %","  2.22 %","   .00 %","   .58 %"," -1.33 %","   .13 %","   .00 %","   .33 %","  1.77 %","  3.08 %","  1.08 %"," -3.03 %","   .00 %","   .87 %","","   .92 %","  1.00 %","  2.71 %"
"2020-06-12","  2.50 %","  1.05 %","  2.96 %","   .68 %","   .74 %","  1.46 %","   .00 %","  4.83 %","   .00 %","   .00 %","  3.28 %","   .00 %","","  2.23 %","  1.05 %","   .11 %","   .00 %","   .36 %","   .96 %","   .67 %","  5.06 %","   .54 %","   .00 %","   .53 %","   .36 %","  4.22 %","   .00 %","   .61 %","   .10 %","   .22 %","   .00 %","   .48 %","  1.71 %","  3.08 %","  2.00 %","  5.37 %","   .00 %","   .34 %","","  1.24 %","  6.71 %","  2.62 %"
"2020-06-13","  2.73 %","  1.05 %","  2.91 %","   .75 %","  1.46 %","  1.55 %","   .00 %","  4.18 %","   .22 %","   .00 %","  3.20 %","   .00 %","","  3.04 %","  1.05 %","   .00 %","   .00 %","   .46 %","  1.31 %","   .44 %","  5.27 %","   .54 %","   .00 %","   .53 %","   .36 %","  4.22 %","   .00 %","   .69 %","   .10 %","   .31 %","   .00 %","   .59 %","  1.32 %","  3.08 %","  1.95 %","  6.65 %","   .00 %","   .34 %","","   .99 %","  6.71 %","  2.46 %"
"2020-06-14","  2.70 %","  1.05 %","  2.97 %","   .67 %","  1.46 %","  1.57 %","   .00 %","  3.86 %","   .78 %","   .00 %","  3.27 %","   .00 %","","  3.15 %","  1.05 %","   .11 %","   .00 %","   .45 %","   .70 %","   .44 %","  4.13 %","   .54 %","   .00 %","   .51 %","   .36 %","  3.82 %","   .00 %","   .81 %","   .10 %","   .48 %","   .00 %","   .47 %","  1.29 %","  3.08 %","  2.15 %"," 18.50 %","   .00 %","   .17 %","","  1.30 %","  6.71 %","  2.18 %"
"2020-06-15","  3.14 %","  1.05 %","  3.66 %","   .67 %","  1.46 %","  1.67 %","   .00 %","  4.24 %","   .56 %","   .00 %","  4.39 %","   .00 %","","  3.54 %","  1.05 %","   .11 %","   .65 %","   .59 %","   .93 %","   .44 %","  4.58 %","  1.07 %","   .00 %","   .51 %","   .71 %","  3.82 %","   .00 %","   .89 %","   .10 %","   .57 %","   .00 %","   .57 %","  1.61 %","  3.08 %","  2.15 %"," 36.42 %","   .00 %","   .51 %","","  1.53 %","  6.71 %","  2.43 %"
"2020-06-16","  2.39 %","  1.05 %","  3.19 %","   .37 %","   .71 %","  1.12 %","   .00 %","  3.19 %","   .56 %","   .00 %","  4.01 %","   .00 %","","  2.67 %","  1.05 %","   .11 %","   .65 %","   .69 %","   .93 %","   .44 %","  3.18 %","  1.58 %","   .00 %","   .51 %","   .71 %","  3.82 %","   .00 %","   .79 %","  2.76 %","   .53 %","   .00 %","   .62 %","  1.69 %","   .00 %","  2.77 %"," 30.75 %","   .00 %","   .67 %","","  1.23 %","  7.20 %","  2.33 %"
"2020-06-17","  2.59 %","   .00 %","  2.83 %","   .37 %","  2.78 %","   .85 %","   .00 %","  3.33 %","   .67 %","   .00 %","  4.28 %","   .00 %","","  5.29 %","  1.00 %","   .22 %","   .65 %","   .63 %","   .80 %","   .00 %","  3.18 %","  1.54 %","   .00 %","  1.01 %","  1.39 %","  1.82 %","   .00 %","   .77 %","  1.33 %","   .65 %","   .00 %","   .51 %","  1.92 %","  1.33 %","  1.49 %","  7.39 %","   .00 %","  1.00 %","","   .95 %","   .79 %","  1.96 %"
"2020-06-18","  2.37 %","   .00 %","  2.78 %","   .51 %","  2.07 %","   .87 %","   .00 %","  3.41 %","   .99 %","   .00 %","  4.40 %","   .00 %","","  5.46 %","  1.00 %","   .22 %","   .65 %","   .61 %","   .67 %","   .00 %","  2.97 %","  2.51 %","   .00 %","  1.01 %","  1.71 %","  1.82 %","   .00 %","   .82 %","  1.33 %","   .73 %","   .00 %","   .45 %","  1.82 %","  1.33 %","  1.46 %"," 25.58 %","   .00 %","  1.48 %","","  1.20 %","  2.22 %","  1.88 %"
"2020-06-19","  2.34 %","   .00 %","  3.01 %","   .37 %","  2.69 %","   .58 %"," 20.00 %","  4.00 %","   .12 %","   .00 %","  4.44 %","   .00 %","","  6.20 %","  1.95 %","   .44 %","  1.27 %","   .77 %","  1.00 %","   .43 %","  2.59 %","  4.38 %","   .00 %","   .50 %","  2.04 %","   .00 %","   .00 %","   .88 %","  1.33 %","   .77 %"," 13.33 %","   .46 %","  1.93 %","  1.33 %","  1.94 %","  7.12 %","   .00 %","  1.80 %","","  1.14 %","   .89 %","  1.90 %"
"2020-06-20","  1.90 %","   .00 %","  3.04 %","   .51 %","  2.69 %","   .70 %"," 20.00 %","  4.55 %","   .55 %","   .00 %","  4.76 %","   .00 %","","  6.16 %","  3.77 %","   .65 %","   .62 %","   .83 %","  1.21 %","   .65 %","  2.14 %","  3.85 %","   .00 %","   .99 %","  1.68 %","   .00 %","   .00 %","  1.05 %","  2.58 %","   .81 %"," 13.33 %","   .47 %","  2.76 %","  1.33 %","  2.23 %"," 18.81 %","   .00 %","  1.93 %","","  1.42 %","   .89 %","  2.38 %"
"2020-06-21","   .40 %","   .00 %","  3.21 %","   .87 %","  2.69 %","   .57 %"," 20.00 %","  4.22 %","  1.08 %","   .00 %","  4.94 %","   .00 %","","  6.93 %","  3.77 %","   .54 %","   .62 %","   .80 %","  1.31 %","  1.28 %","   .84 %","  4.19 %","   .00 %","   .99 %","  1.68 %","   .00 %","   .00 %","  1.09 %","  2.43 %","   .89 %"," 13.33 %","   .41 %","  2.87 %","  2.58 %","  1.39 %"," 18.15 %","   .00 %","  2.05 %","","  1.87 %","   .83 %","  2.34 %"
"2020-06-22","  1.37 %","   .00 %","  3.07 %","   .72 %","   .62 %","   .75 %"," 20.00 %","  3.88 %","  1.28 %","   .00 %","  4.60 %","   .00 %","","  3.96 %","  1.94 %","   .33 %","   .62 %","   .82 %","  1.20 %","  1.48 %","  1.23 %","  3.69 %","   .00 %","   .96 %","   .65 %","  1.67 %","   .00 %","   .98 %","  3.54 %","   .67 %","  5.33 %","   .39 %","  2.53 %","  1.25 %","  1.87 %"," 31.52 %","   .00 %","  2.46 %","","  1.78 %","   .19 %","  2.29 %"
"2020-06-23","  1.56 %","   .00 %","  2.91 %","   .71 %","   .62 %","   .68 %"," 80.00 %","  3.77 %","   .64 %","   .00 %","  4.34 %","   .00 %","","  4.34 %","  1.94 %","   .33 %","   .62 %","   .88 %","  1.39 %","  1.69 %","   .39 %","  3.12 %","   .00 %","   .96 %","   .32 %","  1.67 %","   .00 %","  1.09 %","  3.54 %","   .50 %"," 12.00 %","   .80 %","  3.03 %","   .07 %","  1.93 %"," 13.92 %","   .00 %","  2.55 %","","  2.22 %","   .90 %","  2.19 %"
"2020-06-24","  1.36 %","   .00 %","  3.04 %","  1.06 %","   .00 %","  1.11 %"," 60.00 %","  3.34 %","  1.98 %","   .00 %","  4.81 %","   .00 %","","  3.57 %","  1.85 %","   .22 %","  1.21 %","   .85 %","  1.37 %","  3.05 %","  1.53 %","  2.06 %","   .00 %","   .96 %","   .00 %","  1.67 %","   .00 %","  1.15 %","  4.59 %","   .37 %"," -6.33 %","   .85 %","  3.47 %","   .07 %","  1.58 %"," 27.17 %","   .00 %","  2.23 %","","  3.19 %","  1.59 %","  1.88 %"
"2020-06-25","  1.55 %","   .00 %","  2.74 %","  1.12 %","   .00 %","  1.19 %"," 60.00 %","  3.07 %","  2.06 %","   .00 %","  4.01 %","   .00 %","","  4.38 %","   .04 %","   .32 %","  1.78 %","   .90 %","  1.14 %","  3.39 %","  1.53 %","  2.44 %","   .00 %","  1.87 %","   .00 %","   .13 %","   .00 %","  1.23 %","  2.34 %","   .37 %"," -6.33 %","   .89 %","  2.86 %","   .07 %","  1.12 %","   .36 %","  5.00 %","  2.18 %","","  3.41 %","  3.59 %","  1.52 %"
"2020-06-26","  1.91 %","   .00 %","  2.09 %","  1.37 %","   .61 %","  1.15 %"," 60.00 %","  2.75 %","  2.30 %","   .00 %","  3.14 %","   .00 %","","  3.72 %","   .04 %","   .32 %","  1.78 %","   .98 %","  1.53 %","  2.94 %","  1.90 %","  3.10 %","   .00 %","  1.44 %","   .32 %","   .13 %","   .00 %","  1.20 %","  1.16 %","   .33 %","   .33 %","  1.03 %","  3.28 %"," -1.18 %","  1.21 %"," 10.68 %","  5.00 %","  1.86 %","","  3.36 %","  2.16 %","  1.47 %"
"2020-06-27","   .91 %","   .00 %","  2.90 %","  1.89 %","  1.19 %","  1.14 %"," 60.00 %","  3.24 %","  2.63 %","   .00 %","  3.56 %","   .00 %","","  4.00 %","  1.70 %","   .53 %","  2.34 %","  1.17 %","  2.01 %","  3.44 %","  1.86 %","  4.15 %"," 10.00 %","  1.41 %","  1.25 %"," -1.54 %","   .00 %","  1.50 %","   .05 %","   .69 %","  8.33 %","  1.10 %","  3.66 %"," -1.18 %","  1.27 %","  8.31 %","  5.00 %","  1.66 %","","  3.73 %","  5.92 %","  1.54 %"
"2020-06-28","  3.73 %","  1.00 %","  2.89 %","  1.74 %","  1.77 %","  1.10 %","   .00 %","  2.69 %","  3.36 %","   .00 %","  3.41 %","   .00 %","","  3.12 %","  2.50 %","   .53 %","  2.34 %","  1.11 %","  1.78 %","  4.09 %","  2.18 %","  5.08 %"," 10.00 %","  1.84 %","  1.25 %","   .13 %","   .00 %","  1.38 %","   .05 %","   .69 %","  1.67 %","   .65 %","  3.17 %","  1.25 %","  1.42 %","  7.56 %","  5.00 %","  1.88 %","","  2.88 %","  3.78 %","  1.47 %"
"2020-06-29","  3.73 %","  1.00 %","  2.43 %","  2.10 %","  1.77 %","   .85 %","   .00 %","  2.38 %","  2.60 %","   .00 %","  2.75 %","   .00 %","","  3.31 %","  1.63 %","   .42 %","  1.67 %","  1.17 %","  1.38 %","  3.11 %","  1.76 %","  4.28 %"," 10.00 %","  1.84 %","  2.15 %","   .13 %","  6.67 %","  1.23 %"," -1.00 %","   .97 %","  6.67 %","   .69 %","  2.95 %","  1.25 %","  1.30 %"," 26.41 %","  5.00 %","  2.26 %","","  2.12 %","  4.42 %","  1.55 %"
