"date","South Dakota/Aurora","South Dakota/Beadle","South Dakota/Bennett","South Dakota/Bon Homme","South Dakota/Brookings","South Dakota/Brown","South Dakota/Brule","South Dakota/Buffalo","South Dakota/Butte","South Dakota/Campbell","South Dakota/Charles Mix","South Dakota/Clark","South Dakota/Clay","South Dakota/Codington","South Dakota/Corson","South Dakota/Custer","South Dakota/Davison","South Dakota/Day","South Dakota/Deuel","South Dakota/Dewey","South Dakota/Douglas","South Dakota/Edmunds","South Dakota/Fall River","South Dakota/Faulk","South Dakota/Grant","South Dakota/Gregory","South Dakota/Haakon","South Dakota/Hamlin","South Dakota/Hand","South Dakota/Hanson","South Dakota/Harding","South Dakota/Hughes","South Dakota/Hutchinson","South Dakota/Hyde","South Dakota/Jackson","South Dakota/Jerauld","South Dakota/Jones","South Dakota/Kingsbury","South Dakota/Lake","South Dakota/Lawrence","South Dakota/Lincoln","South Dakota/Lyman","South Dakota/Marshall","South Dakota/McCook","South Dakota/McPherson","South Dakota/Meade","South Dakota/Mellette","South Dakota/Miner","South Dakota/Minnehaha","South Dakota/Moody","South Dakota/Oglala Lakota","South Dakota/Pennington","South Dakota/Perkins","South Dakota/Potter","South Dakota/Roberts","South Dakota/Sanborn","South Dakota/Spink","South Dakota/Stanley","South Dakota/Sully","South Dakota/Todd","South Dakota/Tripp","South Dakota/Turner","South Dakota/Unassigned","South Dakota/Union","South Dakota/Walworth","South Dakota/Yankton","South Dakota/Ziebach"
"2020-04-01","1","21","","1","2","4","","","0","","1","1","3","5","","","2","","1","","","","1","1","","","","1","","","","2","2","","","","","0","","6","11","1","1","2","","1","","","40","","","5","","","2","","","","","1","","1","","1","","8",""
"2020-04-02","1","21","","1","2","6","","","0","","1","1","3","6","","","3","","1","","","","1","1","","","","1","","","","3","2","","","","","0","1","9","17","1","1","2","","1","","","54","","","6","","","2","","1","","","1","","2","0","3","","10",""
"2020-04-03","1","21","","1","2","7","","","","","1","1","3","8","","","3","","1","","","","1","1","","","","1","","","","3","2","","","","","","1","9","19","1","1","2","","1","","","68","","","6","","","3","","1","","","1","","3","0","3","","11",""
"2020-04-04","1","21","","1","3","9","","","","","2","1","3","9","","","3","","1","","","","1","1","","","","1","","","","3","2","","","","","","1","9","21","1","1","2","","1","","","81","","","6","","","4","","2","","","1","","3","0","3","","14",""
"2020-04-05","1","21","","1","3","9","","","0","","2","1","3","10","","","3","","1","","","","1","1","","","","1","","","","3","2","","","","","0","1","9","23","1","1","2","","1","","","104","","","6","","","4","","3","","","1","","4","0","3","","14",""
"2020-04-06","1","21","","2","4","13","","","0","","2","1","3","11","","","3","","1","","","","1","1","","","","1","","","","3","2","","","","","0","1","9","24","1","1","2","","1","","","140","","","6","","","4","","3","","","1","","4","0","3","","18",""
"2020-04-07","1","21","","2","6","13","","","0","","2","1","6","12","","","3","","1","","","","1","1","","","","1","","","","3","2","","","","","0","1","9","27","2","1","2","","1","","","165","","","6","","","4","","3","","","1","","4","0","3","","15",""
"2020-04-08","1","21","","3","6","13","","","0","","2","1","6","12","","","3","","1","","","","1","1","","","","1","","","","3","2","","","","","0","2","9","31","2","1","2","","1","","","228","","1","6","","","4","","3","","","1","","5","0","3","","17",""
"2020-04-09","1","21","","3","6","14","","","0","","2","1","6","12","1","","3","","1","","","","1","1","","","","1","","","","4","2","","","1","","0","2","9","33","2","1","2","","1","","","274","","1","7","","","4","","3","","","1","","5","0","3","","18",""
"2020-04-10","1","22","","3","7","14","","","0","","3","1","6","12","1","","3","","1","","","","1","1","","","","1","","","","4","2","","","1","","0","2","9","38","2","1","2","","1","","1","352","","1","8","","","4","","3","","","1","","5","0","3","","19",""
"2020-04-11","1","21","","3","6","14","","","0","","3","1","6","12","1","","3","","1","","","","1","1","","","","1","","","","4","2","","","3","","0","2","9","39","2","1","2","","1","","1","438","","1","8","","","4","1","3","","","1","","5","0","4","","20",""
"2020-04-12","1","21","","4","8","14","1","","0","","4","1","6","12","1","","3","","1","","","","1","1","","","","1","","","","5","2","","","3","","0","2","9","46","2","1","2","","1","","1","527","","1","8","","","4","1","3","","1","1","","5","0","4","1","20",""
"2020-04-13","1","21","","4","9","14","1","","0","","4","1","5","12","1","","3","","1","","","","1","1","","","","1","","","","5","2","1","","3","","0","2","9","50","2","1","2","","1","","1","654","","1","9","","","4","2","3","","1","1","","5","0","5","2","22",""
"2020-04-14","1","21","","4","9","14","1","","0","","4","1","5","13","1","","3","","1","","","","1","1","","","","1","","","","5","2","1","","3","","0","2","9","55","2","1","2","","1","","1","768","","1","9","","","4","2","3","","1","1","","5","0","5","2","22",""
"2020-04-15","1","21","","4","9","15","0","","0","","4","1","5","13","1","","3","","1","","","","1","1","","","","1","","","","5","2","1","","3","","0","2","9","65","2","1","3","","1","","1","934","","1","9","","","4","3","3","","1","1","","5","0","4","5","22",""
"2020-04-16","1","21","","4","9","15","0","","0","","4","1","5","13","1","","3","","1","","","","1","1","","","","2","","","","5","2","1","","4","","0","3","9","71","2","1","3","","1","","1","1065","1","1","10","","","4","3","3","","1","1","","5","0","4","5","23",""
"2020-04-17","1","21","","4","9","17","0","","0","","4","1","5","13","1","","3","","1","","","","1","1","","","","2","","","","5","2","1","","4","","0","3","9","77","2","1","3","","1","","1","1157","1","1","10","","","4","3","3","","1","1","","5","0","4","5","23",""
"2020-04-18","1","21","","4","9","18","0","","0","","4","1","5","13","1","","3","1","1","","","","1","1","","","","2","","","","5","2","1","","4","","0","3","9","86","2","1","3","","1","","1","1276","1","1","10","","","4","3","3","","1","1","","5","0","5","5","23",""
"2020-04-19","1","21","","4","9","20","0","","0","","4","1","5","13","1","","3","0","1","","","","1","1","","","","2","","","","5","2","1","","4","","0","3","9","90","2","1","3","","1","","1","1362","1","1","10","","","4","3","3","","1","1","","6","0","6","5","23",""
"2020-04-20","1","21","","4","9","20","0","","0","","4","1","5","13","1","","3","0","1","","","","1","1","","","","2","","","","5","2","1","","4","","0","3","9","95","2","1","3","","1","","1","1405","1","1","11","","","4","3","3","","1","1","","6","0","7","5","23",""
"2020-04-21","1","21","","4","9","20","0","","0","","4","1","5","13","1","","4","0","1","","","","1","1","","","","2","","","","5","2","1","","4","","0","3","9","99","2","1","3","","1","","1","1469","2","1","11","","","4","3","3","","1","1","","6","0","7","5","23",""
"2020-04-22","1","21","","4","9","27","0","","0","","4","1","5","13","1","","5","0","1","","","","1","1","","","","2","","","","6","2","1","","4","","0","3","9","104","2","1","3","","1","","1","1555","2","1","11","","","4","3","3","","1","1","","9","0","7","5","23",""
"2020-04-23","1","21","","4","9","28","0","","0","","4","1","5","13","1","","5","0","1","","","","1","1","","","","2","","","","7","2","1","","5","","0","3","9","110","2","1","4","","1","","1","1636","2","1","11","","","4","3","3","","1","1","","13","0","8","5","25",""
"2020-04-24","1","21","","4","9","28","0","","0","","4","1","5","14","1","","5","0","1","","","","1","1","","","","2","","","","7","2","1","","6","","0","4","9","116","2","1","4","","1","","1","1707","2","1","11","","","4","3","3","1","1","1","","13","0","11","5","25",""
"2020-04-25","1","21","","4","11","30","0","","0","","4","1","5","14","1","","5","0","1","","","","1","1","","","","2","","","","7","2","1","","6","","0","4","9","125","2","1","4","1","1","","1","1796","2","1","11","","","4","3","3","1","1","1","","15","0","12","5","26",""
"2020-04-26","1","21","","4","11","30","0","","0","","4","1","5","14","1","","5","0","1","","","","1","1","","","","2","1","","","7","3","1","","6","","0","4","9","128","2","1","4","1","1","","1","1854","3","1","12","","","4","3","3","1","1","1","","15","0","12","5","26",""
"2020-04-27","1","21","","4","12","30","0","","0","","4","1","5","14","1","","5","0","1","","","","1","1","","","","2","1","","","7","3","1","","6","","0","4","9","131","2","1","4","1","1","","1","1880","3","1","12","","","4","3","3","2","1","1","","15","0","12","5","27",""
"2020-04-28","1","21","","4","12","30","0","1","0","","4","1","5","14","1","","5","0","1","","1","","1","1","","","","2","1","","","7","3","1","","6","","0","4","9","133","2","1","4","1","1","","1","1939","3","1","12","","","4","3","3","6","1","1","","15","0","14","5","27",""
"2020-04-29","1","21","","4","12","32","0","1","0","","5","1","6","14","1","","5","1","1","","1","","1","1","","","","2","1","","","7","3","1","","6","","0","4","9","138","3","1","4","1","1","","1","1984","5","1","12","","","4","3","3","6","1","1","","15","0","17","5","26",""
"2020-04-30","1","21","","4","13","39","0","1","0","","5","1","6","14","1","","5","1","1","","1","","1","1","","","","2","1","","","8","3","1","","6","","0","4","9","147","3","1","4","1","1","","1","2038","5","1","12","","","4","3","3","7","1","1","","17","0","18","5","26",""
"2020-05-01","1","21","","4","13","42","0","1","0","","5","1","6","14","1","","5","4","1","1","1","","1","1","","","","2","1","","","9","3","1","","6","","0","4","9","153","3","1","4","1","1","","1","2089","5","1","13","","","8","3","3","8","1","2","","17","0","21","5","27",""
"2020-05-02","1","21","","4","13","51","0","1","0","","5","1","6","14","1","","6","8","1","1","1","","1","1","","","","2","1","","","13","3","1","","6","","0","4","9","156","3","1","4","1","1","","1","2123","5","1","13","","","9","3","3","8","1","3","","17","0","27","5","27",""
"2020-05-03","1","21","","4","13","59","0","1","0","","5","1","7","14","1","","6","8","1","1","1","","2","1","","","","2","1","","","13","3","1","","6","","0","4","9","162","3","1","4","1","1","","1","2142","6","1","14","","","10","3","3","8","1","3","","17","0","31","5","28",""
"2020-05-04","1","21","","4","13","65","0","1","0","","5","1","7","15","1","","6","8","1","1","1","","2","1","","","","2","1","","","13","3","1","","6","","0","4","9","163","3","1","4","1","1","","1","2170","6","1","14","","","10","3","3","8","1","3","","17","0","32","5","28",""
"2020-05-05","1","21","","4","13","71","0","1","0","","5","1","7","15","1","","7","8","1","1","1","","2","1","","","","2","1","","","13","3","1","","6","","0","4","9","164","3","1","4","1","2","","1","2195","6","1","16","","","10","3","3","8","1","6","","17","0","46","5","28",""
"2020-05-06","1","21","","4","14","76","0","1","0","","5","1","7","15","1","","7","10","1","1","1","","2","1","2","","","2","1","","","13","3","1","","6","","0","4","9","170","3","1","4","1","2","","1","2231","7","2","16","","","11","3","3","8","1","7","","18","0","46","5","29","1"
"2020-05-07","1","21","","4","14","93","0","1","0","","5","1","7","15","1","","7","10","1","1","1","","2","1","2","","","2","1","","","14","3","1","","6","","0","4","9","171","3","1","4","1","2","","1","2332","11","1","17","","","11","3","3","8","1","7","","18","0","48","5","29","1"
"2020-05-08","1","21","","4","14","107","0","1","0","","5","2","9","15","1","","7","10","1","1","1","","2","1","2","","","2","1","","","15","3","1","","6","","0","5","9","180","3","1","4","1","3","","1","2535","14","1","18","","","11","3","3","8","1","8","","18","0","50","5","29","1"
"2020-05-09","1","21","","4","14","110","0","1","0","","5","2","9","15","1","","7","10","1","0","1","","2","1","2","","","2","1","","","15","3","1","","6","","0","5","9","186","3","1","4","1","3","","1","2767","14","1","19","","","13","3","4","9","1","8","","18","0","53","5","29","1"
"2020-05-10","2","21","","4","14","120","0","1","0","","5","2","9","15","1","","7","10","1","0","1","","2","1","3","","","2","1","","","15","3","1","","6","","0","5","9","188","3","1","4","1","3","","1","2867","14","1","26","","","14","3","4","9","1","9","","18","0","53","5","30","1"
"2020-05-11","2","21","","4","14","127","0","1","0","","5","2","9","15","1","","7","10","1","0","1","","2","1","3","","","2","1","","","15","3","1","","6","","0","5","9","191","3","1","4","1","4","","1","2952","14","1","27","","","14","3","4","8","1","10","","18","0","53","5","30","1"
"2020-05-12","2","22","","4","14","132","0","1","0","","5","3","10","15","2","","8","10","1","0","1","","2","1","3","","","2","1","","","15","3","1","","6","","0","5","9","190","3","1","5","1","4","","1","2978","15","1","32","","","14","3","4","8","1","13","","18","0","56","5","31","1"
"2020-05-13","2","22","","4","14","143","0","1","0","","6","3","11","16","2","","8","10","1","0","1","","2","1","4","","","2","1","","","15","3","1","","6","","0","5","9","193","3","1","5","1","5","","1","3017","17","3","36","","","14","3","4","8","1","14","","18","0","56","5","33","1"
"2020-05-14","2","22","","4","14","154","0","1","0","","7","4","11","16","2","","9","10","1","0","1","","2","1","5","","","2","1","","","15","3","1","","6","","0","5","9","195","4","1","5","1","5","","1","3050","17","3","40","","","17","3","4","8","1","13","1","18","0","57","5","34","1"
"2020-05-15","2","22","","4","14","173","0","1","0","","8","4","12","16","3","","9","10","1","0","1","","2","1","7","","","2","1","","","16","3","1","","6","","0","5","9","198","4","1","5","1","5","","1","3101","17","6","43","","","18","4","4","9","1","15","1","19","0","57","5","38","1"
"2020-05-16","2","30","","4","14","194","0","1","0","","8","4","14","16","3","","9","10","1","0","1","","2","1","9","","","2","1","","","16","3","1","","6","","0","5","9","201","4","1","5","1","5","","1","3119","17","9","49","","","19","5","4","9","1","16","2","19","0","60","5","40","1"
"2020-05-17","3","31","","4","14","196","0","1","0","","9","4","15","17","3","","9","11","1","0","1","","2","1","9","","","3","1","","","16","3","1","","6","","0","5","9","200","4","1","5","1","5","","1","3135","17","10","52","","","19","5","4","9","1","16","2","19","0","60","5","40","1"
"2020-05-18","3","37","","5","14","200","0","1","0","","9","4","15","17","4","","9","11","1","0","1","","2","1","9","","","3","1","","","16","3","1","","6","","0","5","9","201","4","1","5","1","5","","1","3150","18","10","58","","","19","6","4","9","1","17","2","19","0","62","5","41","1"
"2020-05-19","3","43","","4","14","205","0","3","0","","10","4","15","17","4","","9","11","1","0","1","","3","1","9","","","3","1","","","17","3","1","","6","","0","5","9","205","6","3","5","1","5","","1","3165","18","10","74","","","20","6","4","9","1","17","2","21","0","62","5","42","1"
"2020-05-20","8","68","","4","14","211","0","5","0","","10","4","15","17","4","","9","11","1","0","1","","4","1","9","","","3","1","","","17","3","1","","10","","0","5","9","209","9","3","5","1","5","","1","3182","18","14","85","","","20","7","4","9","1","17","2","22","0","68","5","44","1"
"2020-05-21","8","68","","4","14","211","0","5","0","","10","4","15","17","4","","9","11","1","0","1","","4","1","9","","","3","1","","","17","3","1","","10","","0","5","9","209","9","3","5","1","5","","1","3182","18","14","85","","","20","7","4","9","1","17","2","22","0","68","5","44","1"
"2020-05-22","20","98","","5","14","235","0","7","0","","11","4","15","25","4","","9","11","1","0","1","","4","1","10","","","3","1","","","17","3","1","","16","","0","5","9","218","10","4","5","1","6","","1","3211","18","15","127","","","22","8","4","9","1","17","3","22","0","73","5","45","1"
"2020-05-23","22","118","","6","15","244","0","9","0","","12","4","15","29","4","","9","12","1","0","1","","4","1","10","","","3","1","","","17","3","1","","16","","0","5","9","225","11","4","5","1","7","","1","3248","18","17","138","","","23","9","4","9","1","17","6","22","0","75","5","46","1"
"2020-05-24","22","131","","8","15","249","0","9","0","","13","4","15","32","4","","9","12","1","0","2","","4","1","10","","","4","1","","","19","3","1","1","28","","0","6","9","229","12","4","5","1","10","","1","3260","18","17","152","","","35","10","4","9","1","18","6","22","0","79","5","51","1"
"2020-05-25","22","132","","8","15","249","0","9","0","","13","4","15","32","4","","9","12","1","0","3","","4","1","10","","","4","1","","","19","3","1","1","28","","0","6","9","230","12","4","5","1","10","","1","3274","18","17","156","","","35","11","4","9","1","18","6","23","0","79","5","51","1"
"2020-05-26","22","150","","8","15","259","0","9","0","","13","4","15","33","4","","10","12","1","0","3","","4","1","10","","","4","1","","","19","4","1","2","29","","0","6","9","233","12","4","5","1","10","","1","3289","18","17","162","","","35","11","4","9","1","20","6","23","1","86","5","51","1"
"2020-05-27","22","163","","8","15","261","0","9","0","","14","4","15","34","4","","11","13","1","0","3","","4","1","11","","","4","1","","","19","4","1","2","29","","0","6","9","236","13","4","5","1","10","","1","3300","18","20","172","","","39","11","4","10","1","22","6","24","1","87","5","51","1"
"2020-05-28","23","190","","8","15","266","0","10","0","","16","4","15","35","4","","13","13","1","0","3","","4","1","11","","","4","2","","","19","4","1","3","33","","0","7","9","237","14","4","5","1","10","","1","3317","19","21","186","","","39","12","4","10","1","23","6","24","0","88","5","51","1"
"2020-05-29","23","222","","8","16","269","0","12","0","","16","4","15","35","4","","14","13","1","0","3","1","4","1","13","","","4","2","","","19","4","1","3","34","","1","8","11","236","13","4","5","1","13","","1","3330","19","21","201","","","35","12","5","10","1","23","6","24","0","88","5","51","1"
"2020-05-30","25","252","","8","16","271","0","17","0","","17","4","15","36","4","","15","13","1","0","3","1","4","1","13","","","4","2","","","19","5","1","4","34","","1","8","11","237","14","4","6","1","18","","1","3345","19","25","218","","","36","13","5","10","1","26","6","24","0","89","5","51","1"
"2020-05-31","26","261","","8","16","273","0","17","0","","17","4","15","37","4","","16","13","1","0","3","1","4","1","13","1","","4","2","","","19","5","1","4","35","","1","8","11","238","14","4","6","1","19","","1","3349","19","26","227","","","36","13","5","10","1","27","6","24","0","89","5","51","1"
"2020-06-01","26","275","","8","16","275","0","18","0","","17","4","15","37","4","","16","13","1","0","3","1","4","1","13","1","","4","2","","","19","5","1","4","35","","1","8","11","238","14","4","6","1","21","","2","3355","19","31","235","","","36","13","5","10","1","27","6","24","0","91","5","51","1"
"2020-06-02","26","276","","8","17","281","0","21","0","","18","4","15","37","4","","16","13","1","1","3","1","5","1","13","1","","4","2","","","19","6","1","4","35","","2","8","11","239","14","4","6","1","22","","2","3362","19","31","241","","","36","13","5","10","1","28","6","25","0","91","5","51","1"
"2020-06-03","27","308","","8","20","286","2","22","0","","18","4","15","38","4","","20","13","1","1","3","3","6","1","13","1","","4","3","1","","19","6","1","4","38","","3","10","11","240","15","4","6","1","22","","2","3377","19","32","257","","","36","13","5","10","1","28","6","25","0","92","5","51","1"
"2020-06-04","27","341","","8","20","290","2","21","0","","18","4","18","39","4","1","20","14","1","0","3","3","6","1","13","1","","5","3","1","","19","6","1","4","39","","3","12","11","243","16","4","6","1","24","","2","3385","19","34","275","","","37","13","5","10","1","31","6","25","0","93","5","51","2"
"2020-06-05","27","343","","8","20","291","2","22","0","","18","4","19","39","4","1","24","14","1","0","3","3","6","1","13","1","","5","4","2","","19","6","1","4","39","","3","12","12","246","16","4","6","1","24","","2","3387","19","35","284","","","37","13","5","10","1","33","6","25","0","93","5","52","2"
"2020-06-06","29","361","","8","22","295","2","24","0","","20","4","27","41","4","1","27","13","1","1","3","3","6","1","13","1","","5","5","2","","19","6","1","4","39","","4","13","12","250","22","4","6","2","24","","2","3397","19","35","297","","","38","13","5","10","1","36","6","25","0","98","5","53","2"
"2020-06-07","29","382","","8","23","298","2","25","0","","20","4","32","41","4","1","27","13","1","1","4","3","6","2","13","1","","6","5","2","","20","6","1","4","40","","5","13","12","254","24","4","6","2","24","","3","3407","19","39","305","","","38","13","5","10","1","37","6","25","0","100","5","55","2"
"2020-06-08","29","385","","8","23","299","2","25","0","","20","4","35","43","4","1","30","13","1","1","4","4","6","2","13","1","","7","5","3","","20","6","2","4","40","","5","13","12","254","24","4","6","2","26","","3","3409","19","39","314","","","38","13","5","10","1","38","6","25","0","100","5","58","2"
"2020-06-09","29","386","","8","24","303","2","29","0","","20","5","39","43","4","1","30","13","1","1","4","4","6","6","13","1","","8","5","3","","21","6","3","4","40","","5","13","12","255","27","4","6","3","26","","3","3418","19","40","321","","","39","13","5","10","1","42","6","25","0","103","5","58","2"
"2020-06-10","29","398","","8","26","305","2","30","0","","20","6","43","44","6","1","30","13","1","1","4","4","6","15","13","1","","9","5","3","","21","8","3","4","40","","5","13","12","258","30","4","7","3","28","","3","3430","19","45","335","","","39","13","5","10","1","44","6","25","0","105","5","58","2"
"2020-06-11","29","411","","8","26","305","3","31","0","","21","6","50","44","8","1","30","13","1","2","4","4","6","15","13","1","","9","5","3","","21","8","3","4","40","","5","13","12","259","32","4","7","3","28","","3","3444","19","45","351","","","39","13","5","11","1","45","6","25","0","105","5","58","2"
"2020-06-12","30","418","","8","26","307","7","39","0","","21","7","56","44","9","2","31","13","1","2","4","4","6","19","13","1","","9","6","3","","21","8","3","4","40","","5","14","12","262","32","4","8","3","30","","3","3458","20","45","362","","","40","13","5","11","1","46","7","25","0","109","5","58","2"
"2020-06-13","33","434","","8","26","310","9","47","0","","30","9","65","45","10","2","32","13","1","2","4","4","6","19","13","1","","10","6","3","","21","8","3","5","40","","5","14","12","265","33","4","8","3","33","1","3","3467","20","45","378","","","40","13","5","11","1","47","7","25","0","109","5","58","2"
"2020-06-14","33","446","","9","34","311","10","52","0","","32","9","65","46","11","2","32","13","1","2","4","4","6","20","13","1","","11","6","3","","22","8","3","5","40","","5","14","12","267","33","4","8","3","36","1","3","3479","20","46","386","","","40","13","5","11","1","47","7","25","0","113","5","58","2"
"2020-06-15","33","448","1","9","36","313","10","53","0","","32","11","66","46","11","2","33","13","1","2","4","4","6","20","13","1","","11","6","3","","22","9","3","5","40","","5","15","12","270","33","4","8","3","37","1","3","3485","20","46","392","","","40","13","5","11","1","47","7","25","0","113","5","58","2"
"2020-06-16","33","452","1","9","38","313","10","54","0","","32","11","67","46","11","2","33","13","1","4","4","4","6","20","13","1","","11","6","3","","23","9","3","6","40","","5","16","12","271","33","5","8","3","39","2","3","3488","20","48","402","","","40","13","5","11","1","48","8","25","0","113","6","60","2"
"2020-06-17","33","467","2","11","39","315","12","55","0","","37","11","69","47","12","2","33","13","1","4","4","4","6","20","13","1","","11","6","3","","25","9","3","6","40","","5","17","13","272","39","5","8","3","39","2","3","3499","20","49","424","","","40","13","5","11","1","50","9","25","0","113","7","62","2"
"2020-06-18","33","472","2","11","46","319","13","58","0","","41","11","70","47","12","2","33","13","1","4","4","4","6","21","13","1","","10","6","3","","27","10","3","6","40","","3","17","15","275","40","5","8","3","40","2","3","3513","20","54","430","","","40","13","5","11","1","50","9","25","0","113","7","63","2"
"2020-06-19","34","476","2","11","47","321","15","58","0","","45","11","70","47","13","3","33","13","1","4","4","4","6","21","13","1","","10","6","3","","29","10","3","6","39","","3","17","16","278","44","5","8","3","41","2","4","3526","21","53","437","","","40","12","6","11","1","50","9","25","0","114","7","64","2"
"2020-06-20","34","481","2","11","48","323","15","66","0","","47","11","73","49","15","6","34","13","1","4","4","4","6","21","13","1","","10","7","3","","31","10","3","6","39","","4","17","16","317","46","5","8","3","42","2","5","3503","21","54","446","","","40","12","6","12","1","50","9","25","0","116","7","65","2"
"2020-06-21","34","494","2","11","51","324","15","66","0","","48","11","73","49","15","7","35","13","1","4","4","5","6","22","13","1","","10","7","4","","32","10","3","6","39","","5","17","16","323","47","5","8","4","42","2","5","3523","21","55","457","","","40","12","7","12","1","50","12","24","0","117","7","68","2"
"2020-06-22","34","494","2","11","52","326","15","66","0","","49","12","73","49","15","7","35","13","1","4","4","5","7","22","13","1","","11","7","5","","32","10","3","6","39","","5","17","16","323","48","5","8","4","43","2","5","3534","21","56","462","","","40","12","8","12","1","50","12","24","0","117","7","69","2"
"2020-06-23","34","495","3","11","54","327","16","66","0","","49","12","77","49","16","7","35","13","1","4","4","6","7","22","13","1","","11","7","5","","33","10","3","6","39","","5","18","16","325","49","5","8","4","43","2","5","3537","21","59","466","","","40","12","8","12","1","50","13","24","0","117","7","68","2"
"2020-06-24","34","504","3","11","54","330","16","68","0","","56","13","76","49","16","7","35","13","1","4","4","6","7","23","13","1","","11","7","5","","38","10","3","6","39","","6","18","17","326","55","5","8","4","43","3","5","3550","21","60","475","","","40","12","9","12","1","51","13","24","0","118","8","70","2"
"2020-06-25","34","508","4","11","57","335","17","68","0","","57","13","79","51","17","7","35","13","1","4","4","6","9","23","13","1","","11","7","6","","42","10","3","6","39","","6","18","17","329","55","5","9","4","44","3","7","3560","21","65","482","","","40","12","10","12","1","52","13","24","0","118","8","71","2"
