"date","Maryland/Allegany","Maryland/Anne Arundel","Maryland/Baltimore","Maryland/Baltimore City","Maryland/Calvert","Maryland/Caroline","Maryland/Carroll","Maryland/Cecil","Maryland/Charles","Maryland/Dorchester","Maryland/Frederick","Maryland/Garrett","Maryland/Harford","Maryland/Howard","Maryland/Kent","Maryland/Montgomery","Maryland/Prince George's","Maryland/Queen Anne's","Maryland/Somerset","Maryland/St. Mary's","Maryland/Talbot","Maryland/Unassigned","Maryland/Washington","Maryland/Wicomico","Maryland/Worcester"
"2020-06-09","  1.25 %","   .77 %","  1.42 %","  1.31 %","  1.00 %","   .00 %","   .81 %","   .83 %","   .76 %","  6.67 %","   .37 %","   .00 %","  1.53 %","  1.80 %","   .00 %","   .96 %","   .91 %","   .00 %","  1.67 %","  4.03 %","  6.67 %","  3.23 %","  1.25 %","   .62 %","  1.61 %"
"2020-06-10","  1.25 %","   .87 %","  1.35 %","  1.22 %","  1.00 %"," 20.00 %","  1.01 %","   .83 %","  1.00 %","   .00 %","   .36 %","   .00 %","  2.26 %","  2.36 %","   .00 %","   .82 %","   .87 %","   .00 %"," -5.00 %","  3.19 %","   .00 %","  4.23 %","  1.25 %","   .62 %","  1.61 %"
"2020-06-11","  1.25 %","   .64 %","  1.12 %","  1.14 %","   .00 %"," 20.00 %","   .39 %","  2.43 %","   .50 %","   .00 %","   .18 %","   .00 %","  1.87 %","  2.36 %","  2.11 %","   .67 %","   .83 %","   .00 %"," -5.00 %","  1.77 %","   .00 %","  8.99 %","  4.78 %","   .62 %","   .08 %"
"2020-06-12","  1.25 %","   .75 %","  1.22 %","   .91 %","   .00 %"," 20.00 %","   .39 %","  3.17 %","   .50 %","   .00 %","   .54 %","   .00 %","  1.83 %","  1.74 %","  3.06 %","   .69 %","  1.08 %","   .00 %"," -5.00 %","  3.38 %","   .00 %"," 10.10 %","  5.78 %","  1.23 %","   .08 %"
"2020-06-13","  1.25 %","   .75 %","  1.41 %","  1.04 %","   .00 %"," 20.00 %","   .78 %","  4.60 %","   .75 %","   .00 %","   .54 %","   .00 %","  1.83 %","  1.45 %","  3.97 %","   .81 %","  1.04 %","   .00 %"," -5.00 %","  3.38 %","   .00 %"," -1.83 %","  6.73 %","  1.82 %","   .08 %"
"2020-06-14","   .00 %","   .85 %","  1.18 %","   .96 %","   .00 %"," 20.00 %","   .58 %","  3.77 %","   .25 %","   .00 %","   .54 %","   .00 %","  1.08 %","   .84 %","  3.97 %","   .68 %","   .97 %","   .00 %","   .00 %","  2.88 %","   .00 %"," -3.60 %","  5.48 %","  1.19 %","  2.58 %"
"2020-06-15","   .00 %","   .42 %","  1.07 %","   .82 %","   .00 %","   .00 %","   .39 %","  3.77 %","   .00 %","   .00 %","   .36 %","   .00 %","   .35 %","   .54 %","  4.84 %","   .65 %","   .87 %","   .00 %","   .00 %","  2.81 %","   .00 %"," -7.60 %","  5.48 %","  1.19 %","  2.58 %"
"2020-06-16","   .00 %","   .31 %","  1.01 %","   .81 %","   .00 %","   .00 %","   .39 %","  2.17 %","   .00 %","   .00 %","   .53 %","   .00 %","   .70 %","   .81 %","  2.73 %","   .70 %","   .76 %","  1.67 %","   .00 %","  2.24 %","   .00 %","  2.22 %","  1.95 %","  1.19 %","  1.25 %"
"2020-06-17","   .00 %","   .31 %","  1.05 %","   .87 %","   .95 %","   .00 %","   .39 %","  1.43 %","   .73 %","   .00 %","   .18 %","   .00 %","  1.02 %","  1.07 %","  1.78 %","   .73 %","   .53 %","  3.21 %","   .00 %","   .51 %","   .00 %","  -.67 %","   .95 %","  1.16 %","  1.25 %"
"2020-06-18","   .00 %","   .41 %","   .99 %","   .80 %","  1.86 %","   .00 %","   .57 %","  -.67 %","   .72 %","   .00 %","   .18 %","   .00 %","  1.35 %","  1.59 %","   .87 %","   .60 %","   .47 %","  3.21 %","   .00 %","  1.98 %","   .00 %"," -3.39 %","  1.82 %","  1.13 %","  1.25 %"
"2020-06-19","   .00 %","   .41 %","   .93 %","   .59 %","  1.86 %","   .00 %","   .57 %","  -.67 %","   .72 %","   .00 %","   .35 %","   .00 %","  1.03 %","  1.32 %","   .04 %","   .57 %","   .50 %","  3.21 %","   .00 %","  2.48 %","   .00 %","  -.57 %","  2.65 %","  1.13 %","   .00 %"
"2020-06-20","   .00 %","   .61 %","  1.11 %","   .79 %","  1.86 %","   .00 %","   .76 %","  -.67 %","   .72 %","   .00 %","   .35 %","   .00 %","  1.03 %","  1.30 %","  -.83 %","   .57 %","   .56 %","  3.21 %","   .00 %","  1.96 %","   .00 %","  1.93 %","  2.65 %","  1.13 %","   .00 %"
"2020-06-21","   .00 %","   .61 %","  1.10 %","   .59 %","  1.86 %","   .00 %","   .76 %","  -.67 %","   .72 %","   .00 %","   .17 %","   .00 %","   .68 %","  1.04 %","  -.83 %","   .62 %","   .46 %","  1.54 %","   .00 %","  2.42 %","   .00 %"," -7.82 %","  2.65 %","  1.13 %","   .00 %"
"2020-06-22","   .00 %","   .51 %","  1.04 %","   .58 %","   .91 %","   .00 %","   .76 %","  -.67 %","   .24 %","   .00 %","   .17 %","   .00 %","   .01 %","   .77 %","  -.83 %","   .53 %","   .40 %","  1.43 %","   .00 %","  2.36 %","   .00 %"," -5.88 %","  2.65 %","   .56 %","   .00 %"
"2020-06-23","   .00 %","   .51 %","   .94 %","   .64 %","   .87 %"," 10.00 %","   .19 %","   .00 %","   .00 %","  5.00 %","   .17 %","   .00 %","  -.32 %","   .25 %","  -.83 %","   .50 %","   .37 %","  1.43 %","   .00 %","  1.77 %","   .00 %","   .07 %","   .83 %","   .54 %","   .00 %"
"2020-06-24","   .00 %","   .40 %","   .80 %","   .95 %","  1.70 %"," 10.00 %","   .19 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .50 %","   .00 %","   .50 %","   .27 %","  1.43 %","   .00 %","  1.77 %","   .00 %","   .04 %","   .80 %","  1.07 %"," -1.18 %"
"2020-06-25","   .00 %","   .10 %","   .53 %","   .88 %","  2.50 %"," 10.00 %","   .00 %","   .00 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %","   .74 %","   .00 %","   .47 %","   .33 %","  2.76 %","   .00 %","  1.77 %","   .00 %","  4.21 %","   .80 %","  1.58 %"," -1.18 %"
"2020-06-26","   .00 %","   .30 %","   .44 %","  1.06 %","  2.50 %"," 10.00 %","   .18 %","   .00 %","   .00 %","  5.00 %","   .00 %","-20.00 %","   .00 %","   .98 %","   .00 %","   .28 %","   .51 %","  4.01 %","   .00 %","  2.15 %","   .00 %","  -.26 %","   .80 %","  1.58 %"," -1.18 %"
"2020-06-27","   .00 %","   .60 %","   .44 %","  1.05 %","  2.50 %"," 10.00 %","   .18 %","   .00 %","   .00 %","  5.00 %","   .17 %","-20.00 %","   .00 %","  1.22 %","   .00 %","   .30 %","   .48 %","  2.58 %","   .00 %","  2.10 %","   .00 %","  1.72 %","   .80 %","  1.58 %"," -1.18 %"
"2020-06-28","   .00 %","   .59 %","   .39 %","   .98 %","  1.63 %","   .00 %","   .37 %","   .00 %","   .00 %","   .00 %","   .17 %","-20.00 %","   .00 %","  1.22 %","   .00 %","   .27 %","   .51 %","  2.58 %","   .00 %","  1.23 %","   .00 %","  1.60 %","   .80 %","  1.04 %"," -1.18 %"
"2020-06-29","   .00 %","   .49 %","   .43 %","   .61 %","   .80 %","   .00 %","   .55 %","   .00 %","   .00 %","   .00 %","   .17 %","-20.00 %","   .33 %","   .97 %","   .00 %","   .22 %","   .54 %","  2.58 %","   .00 %","  1.23 %","   .00 %","   .86 %","   .00 %","  1.01 %","   .00 %"
"2020-06-30","   .00 %","   .59 %","   .56 %","   .60 %","   .77 %","   .00 %","   .55 %","   .00 %","   .00 %","   .00 %","   .17 %","-20.00 %","   .33 %","   .24 %","   .00 %","   .19 %","   .39 %","  1.25 %","   .00 %","  1.23 %","   .00 %","   .86 %","   .77 %","   .50 %","   .00 %"
"2020-07-01","   .00 %","   .59 %","   .56 %","   .48 %","   .77 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .34 %","   .00 %","   .33 %","  1.19 %","   .00 %","   .25 %","   .29 %","  2.35 %","   .00 %","   .40 %","   .00 %","   .17 %","  1.51 %","   .50 %","  1.25 %"
"2020-07-02","   .00 %","   .39 %","   .38 %","   .42 %","   .77 %","   .00 %","   .36 %","   .00 %","   .00 %","   .00 %","   .17 %","   .00 %","   .65 %","   .96 %","   .00 %","   .24 %","   .24 %","  2.35 %","   .00 %","   .00 %","   .00 %","  3.28 %","  1.51 %","   .01 %","  1.25 %"
"2020-07-03","   .00 %","   .19 %","   .47 %","   .41 %","   .77 %","   .00 %","   .18 %","   .00 %","   .00 %","   .00 %","   .34 %","   .00 %","   .65 %","  1.40 %","   .00 %","   .32 %","   .26 %","  2.35 %","   .00 %","   .00 %","   .00 %"," -1.64 %","  1.51 %","   .01 %","  1.25 %"
"2020-07-04","   .00 %","   .19 %","   .42 %","   .53 %","   .77 %","   .00 %","   .36 %","   .00 %","   .23 %","   .00 %","   .51 %","   .00 %","   .32 %","  1.40 %","   .00 %","   .32 %","   .23 %","  3.41 %","   .00 %","   .00 %","   .00 %","  -.10 %","  2.22 %","   .01 %","  1.25 %"
"2020-07-05","  1.18 %","   .19 %","   .34 %","   .41 %","   .00 %","   .00 %","   .36 %","   .00 %","   .23 %","   .00 %","   .51 %","   .00 %","   .32 %","  1.64 %","   .00 %","   .30 %","   .20 %","  3.41 %","   .00 %","   .00 %","   .00 %"," -1.66 %","  1.46 %","   .01 %","  1.25 %"
"2020-07-06","  1.18 %","   .00 %","   .34 %","   .64 %","   .00 %","   .00 %","   .36 %","   .00 %","   .23 %","   .00 %","   .34 %","   .00 %","   .32 %","   .45 %","   .00 %","   .38 %","   .12 %","  1.05 %","   .00 %","   .00 %","   .00 %"," -5.05 %","   .71 %","   .01 %","   .00 %"
"2020-07-07","  1.18 %","   .00 %","   .50 %","   .70 %","   .00 %","   .00 %","   .36 %","   .00 %","   .23 %","   .00 %","   .34 %","   .00 %","   .00 %","   .89 %","   .00 %","   .24 %","   .20 %","  1.05 %","   .00 %","   .00 %","   .00 %","  4.15 %","   .71 %","   .50 %","   .00 %"
"2020-07-08","  1.18 %","   .10 %","   .50 %","   .75 %","   .00 %","   .00 %","   .36 %","   .00 %","   .46 %","   .00 %","   .17 %","   .00 %","   .32 %","   .44 %","   .00 %","   .13 %","   .35 %","  2.05 %","   .00 %","   .00 %","   .00 %","   .53 %","   .71 %","   .50 %","   .00 %"
"2020-07-09","  1.18 %","   .10 %","   .54 %","   .80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .46 %","   .00 %","   .00 %","   .00 %","   .32 %","   .22 %","   .00 %","   .16 %","   .35 %","  2.90 %","   .00 %","   .00 %","   .00 %","  2.63 %","   .00 %","   .00 %","   .00 %"
"2020-07-10","   .00 %","   .10 %","   .58 %","  1.08 %","   .00 %","   .00 %","   .18 %","   .00 %","   .46 %","   .00 %","   .00 %","   .00 %","   .63 %","   .88 %","   .00 %","   .16 %","   .40 %","  2.90 %","   .00 %","   .00 %","   .00 %","  -.93 %","   .00 %","   .00 %","   .00 %"
"2020-07-11","   .00 %","   .10 %","   .61 %","   .85 %","   .00 %","   .00 %","   .18 %","   .00 %","   .46 %","   .00 %","   .00 %","   .00 %","   .63 %","   .88 %","   .00 %","   .11 %","   .46 %","  2.90 %","   .00 %","   .00 %","   .00 %","  3.23 %","   .00 %","   .00 %","  1.18 %"
"2020-07-12","   .00 %","   .00 %","   .41 %","   .73 %","   .00 %","   .00 %","   .35 %","   .00 %","   .68 %","   .00 %","   .00 %","   .00 %","   .63 %","   .44 %","   .00 %","   .19 %","   .57 %","  2.90 %","   .00 %","   .00 %","   .00 %"," -9.00 %","   .00 %","   .49 %","  1.18 %"
"2020-07-13","   .00 %","   .00 %","   .24 %","   .61 %","   .00 %","   .00 %","   .35 %","   .00 %","   .45 %","   .00 %","   .00 %","   .00 %","   .62 %","   .65 %","   .00 %","   .21 %","   .43 %","  1.90 %","   .00 %","   .00 %","   .00 %"," -3.07 %","   .00 %","   .49 %","  1.18 %"
"2020-07-14","   .00 %","   .00 %","   .20 %","   .50 %","   .00 %","   .00 %","   .35 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .62 %","   .86 %","   .00 %","   .21 %","   .43 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.42 %","   .00 %","   .49 %","  1.18 %"
"2020-07-15","   .00 %","   .10 %","   .28 %","   .38 %","   .00 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .61 %","   .42 %","   .00 %","   .21 %","   .40 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.79 %","   .00 %","   .49 %","  1.18 %"
"2020-07-16","   .00 %","   .10 %","   .28 %","   .49 %","   .00 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .31 %","   .42 %","   .00 %","   .16 %","   .37 %","   .00 %","   .00 %","   .00 %","   .00 %"," -4.79 %","   .00 %","   .49 %","   .00 %"
"2020-07-17","   .00 %","   .10 %","   .36 %","   .49 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .31 %","   .42 %","   .00 %","   .18 %","   .20 %","   .00 %","   .00 %","   .00 %","   .00 %","  8.20 %","   .00 %","   .00 %","   .00 %"
"2020-07-18","   .00 %","   .28 %","   .52 %","   .65 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .21 %","   .25 %","   .00 %","   .00 %","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %","   .00 %"
"2020-07-19","   .00 %","   .28 %","   .48 %","   .80 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .16 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.12 %","   .00 %","   .00 %","   .00 %"
"2020-07-20","   .00 %","   .19 %","   .40 %","   .75 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  -.30 %","   .21 %","   .00 %","   .24 %","   .17 %","   .00 %","   .00 %","   .39 %","   .00 %","  4.44 %","   .00 %","   .00 %","   .00 %"
"2020-07-21","   .00 %","   .19 %","   .51 %","   .84 %","   .00 %","   .00 %","   .00 %","   .69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .29 %","   .17 %","   .00 %","   .00 %","   .39 %","   .00 %"," 11.10 %","   .00 %","   .00 %","   .00 %"
"2020-07-22","   .00 %","   .28 %","   .55 %","   .84 %","   .00 %","   .00 %","   .00 %","   .69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .26 %","   .17 %","   .00 %","   .00 %","   .78 %","   .00 %"," -4.67 %","   .00 %","   .00 %","   .00 %"
"2020-07-23","   .00 %","   .09 %","   .43 %","   .73 %","   .00 %","   .00 %","  -.17 %","   .69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .41 %","   .00 %","   .34 %","   .06 %","   .00 %","   .00 %","   .40 %","   .00 %"," -1.67 %","   .00 %","   .00 %","   .00 %"
"2020-07-24","   .00 %","   .09 %","   .43 %","   .67 %","   .00 %","   .00 %","  -.17 %","   .69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .41 %","   .00 %","   .36 %","   .08 %","   .00 %","   .00 %","   .40 %","   .00 %","  5.00 %","   .00 %","   .00 %","   .00 %"
"2020-07-25","   .00 %","   .09 %","   .46 %","   .67 %","   .00 %","   .00 %","  -.17 %","   .69 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .81 %","   .00 %","   .26 %","   .17 %","   .00 %","   .00 %","   .01 %","   .00 %"," 10.00 %","   .69 %","   .00 %","   .00 %"
"2020-07-26","   .00 %","   .09 %","   .31 %","   .56 %","   .00 %","   .00 %","  -.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .60 %","   .00 %","   .23 %","   .14 %","   .00 %","   .00 %","   .01 %","   .00 %","  4.67 %","   .69 %","   .00 %","   .00 %"
"2020-07-27","   .00 %","   .00 %","   .34 %","   .56 %","   .00 %","   .00 %","  -.17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .60 %","   .00 %","   .28 %","   .14 %","   .00 %","   .00 %","  -.38 %","   .00 %","  8.42 %","   .69 %","   .00 %","   .00 %"
"2020-07-28","   .00 %","   .00 %","   .53 %","   .56 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .40 %","   .00 %","   .15 %","   .17 %","   .00 %","   .00 %","   .38 %","   .00 %"," 13.42 %","   .69 %","   .00 %","   .00 %"
"2020-07-29","   .00 %","   .00 %","   .64 %","   .45 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .40 %","   .00 %","   .13 %","   .19 %","   .00 %","   .00 %","   .38 %","   .00 %"," 14.75 %","   .69 %","   .48 %","   .00 %"
"2020-07-30","   .00 %","   .19 %","   .79 %","   .45 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .59 %","   .00 %","   .18 %","   .14 %","  1.74 %","   .00 %","   .38 %","   .00 %","  7.06 %","   .00 %","   .94 %","   .00 %"
"2020-07-31","   .00 %","   .19 %","   .82 %","   .35 %","   .74 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .17 %","   .00 %","   .00 %","   .78 %","   .00 %","   .15 %","   .19 %","  1.74 %","   .00 %","   .01 %","   .00 %","  1.97 %","   .00 %","   .94 %","   .00 %"
"2020-08-01","   .00 %","   .28 %","   .78 %","   .40 %","   .74 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .17 %","   .00 %","   .00 %","   .78 %","   .00 %","   .05 %","   .30 %","  1.74 %","   .00 %","   .01 %","   .00 %","  7.84 %","   .00 %","   .94 %","  1.11 %"
"2020-08-02","   .00 %","   .28 %","   .63 %","   .49 %","   .74 %","   .00 %","   .00 %","   .00 %","   .22 %","   .00 %","   .17 %","   .00 %","   .30 %","   .78 %","   .00 %","   .10 %","   .33 %","  1.74 %","   .00 %","  -.38 %","   .00 %","  5.34 %","   .00 %","   .94 %","  1.11 %"
"2020-08-03","   .00 %","   .28 %","   .48 %","   .44 %","   .74 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .30 %","   .78 %","   .00 %","   .15 %","   .27 %","  1.74 %","   .00 %","  -.38 %","   .00 %"," -2.18 %","   .00 %","   .47 %","  1.11 %"
"2020-08-04","   .00 %","   .18 %","   .29 %","   .54 %","   .74 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .30 %","   .19 %","   .00 %","   .13 %","   .27 %","   .00 %","   .00 %","  -.38 %","   .00 %","  3.40 %","   .00 %","   .00 %","  1.11 %"
"2020-08-05","   .00 %","   .37 %","   .29 %","   .68 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","   .00 %","   .00 %","   .13 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %"," -1.08 %","   .67 %","   .00 %","  2.16 %"
"2020-08-06","   .00 %","   .28 %","   .29 %","   .63 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .59 %","   .00 %","   .00 %","   .20 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.30 %","   .67 %","   .45 %","  1.05 %"
"2020-08-07","   .00 %","   .46 %","   .29 %","   .53 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .29 %","   .00 %","   .00 %","   .25 %","   .16 %","   .00 %","   .00 %","   .00 %","   .00 %"," 12.55 %","   .67 %","   .45 %","  1.05 %"
"2020-08-08","   .00 %","   .46 %","   .36 %","   .72 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .29 %","   .75 %","   .00 %","   .23 %","   .21 %","   .00 %","   .00 %","   .00 %","   .00 %","  4.36 %","   .67 %","   .45 %","  1.05 %"
"2020-08-09","   .00 %","   .64 %","   .36 %","   .52 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .29 %","   .75 %","   .00 %","   .23 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %","  6.46 %","   .67 %","   .45 %","  1.05 %"
"2020-08-10","   .00 %","   .45 %","   .29 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.12 %","   .00 %","   .23 %","   .24 %","   .00 %","   .00 %","   .00 %","   .00 %"," 14.70 %","   .00 %","   .45 %","   .00 %"
"2020-08-11","   .00 %","   .63 %","   .32 %","   .42 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.12 %","   .00 %","   .15 %","   .35 %","   .00 %","   .00 %","   .00 %","   .00 %","  3.81 %","   .00 %","   .00 %","   .00 %"
"2020-08-12","   .00 %","   .54 %","   .28 %","   .47 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.12 %","   .00 %","   .12 %","   .40 %","   .80 %","   .00 %","   .00 %","   .00 %"," -5.20 %","   .00 %","   .00 %","   .00 %"
"2020-08-13","   .00 %","   .54 %","   .39 %","   .33 %","   .00 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .36 %","   .00 %","   .12 %","   .40 %","   .80 %","   .00 %","   .00 %","   .00 %"," -7.01 %","   .00 %","   .00 %","   .00 %"
"2020-08-14","   .00 %","   .27 %","   .39 %","   .46 %","   .00 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .90 %","   .00 %","   .12 %","   .34 %","   .80 %","   .00 %","   .00 %","   .00 %"," -3.68 %","   .00 %","   .00 %","   .00 %"
"2020-08-15","   .00 %","   .35 %","   .39 %","   .51 %","   .00 %","   .00 %","   .17 %","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .54 %","   .00 %","   .12 %","   .34 %","   .80 %","   .00 %","   .00 %","   .00 %"," -6.53 %","   .00 %","   .00 %","   .00 %"
"2020-08-16","  1.11 %","   .18 %","   .32 %","   .55 %","   .00 %","   .00 %","   .17 %","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","   .17 %","   .18 %","   .80 %","   .00 %","   .00 %","   .00 %","-14.31 %","   .00 %","   .00 %","   .00 %"
"2020-08-17","  1.11 %","   .09 %","   .25 %","   .46 %","   .00 %","   .00 %","   .17 %","   .00 %","   .44 %","   .00 %","   .00 %","   .00 %","   .00 %","   .71 %","   .00 %","   .10 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %"," -6.55 %","   .00 %","   .00 %","   .00 %"
"2020-08-18","  1.11 %","   .09 %","   .14 %","   .41 %","   .00 %","   .00 %","   .17 %","   .00 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .88 %","   .00 %","   .12 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","  2.98 %","   .00 %","   .00 %","   .00 %"
"2020-08-19","  1.11 %","   .09 %","   .24 %","   .27 %","   .00 %","   .00 %","   .17 %","   .67 %","   .22 %","   .00 %","   .00 %","   .00 %","   .00 %","   .35 %","   .00 %","   .15 %","   .08 %","   .00 %","   .00 %","   .00 %","   .00 %","  1.31 %","   .00 %","   .00 %","  2.00 %"
"2020-08-20","  2.16 %","   .09 %","   .28 %","   .18 %","   .00 %","   .00 %","   .17 %","   .67 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .35 %","   .00 %","   .15 %","   .10 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.71 %","   .00 %","   .00 %","  2.00 %"
"2020-08-21","  1.05 %","   .09 %","   .31 %","   .27 %","   .00 %","   .00 %","   .17 %","   .67 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .34 %","   .00 %","   .10 %","   .13 %","   .00 %","   .00 %","   .00 %","   .00 %","  5.23 %","   .65 %","   .44 %","  1.09 %"
"2020-08-22","  1.05 %","   .09 %","   .41 %","   .22 %","   .00 %","   .00 %","   .00 %","   .67 %","   .00 %","   .00 %","   .33 %","   .00 %","   .00 %","   .17 %","   .00 %","   .10 %","   .23 %","   .00 %","   .00 %","   .00 %","   .00 %"," 11.62 %","   .65 %","   .44 %","  2.04 %"
"2020-08-23","  1.05 %","   .17 %","   .41 %","   .22 %","   .00 %","   .00 %","   .17 %","   .67 %","   .00 %","   .00 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .07 %","   .23 %","   .00 %","   .00 %","   .38 %","   .00 %","  3.41 %","   .65 %","   .44 %","  2.04 %"
"2020-08-24","  1.05 %","   .17 %","   .24 %","   .31 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .00 %","   .33 %","   .00 %","   .00 %","   .00 %","   .00 %","   .02 %","   .28 %","   .00 %","   .00 %","   .38 %","   .00 %"," -1.59 %","   .65 %","   .88 %","   .04 %"
