"date","Bihar/ARWAL","Bihar/AURANGABAD","Bihar/Araria","Bihar/Arwal","Bihar/Aurangabad","Bihar/BEGUSARAI","Bihar/BHAGALPUR","Bihar/BHOJPUR","Bihar/Banka","Bihar/Begusarai","Bihar/Bhagalpur","Bihar/Bhojpur","Bihar/Buxar","Bihar/Darbhanga","Bihar/EAST CHAMPARAN","Bihar/East Champaran","Bihar/GAYA","Bihar/GOPALGANJ","Bihar/Gaya","Bihar/Gopalganj","Bihar/Jamui","Bihar/Jehanabad","Bihar/KAIMUR","Bihar/KHAGARIA","Bihar/Kaimur","Bihar/Katihar","Bihar/Khagaria","Bihar/Kishanganj","Bihar/Lakhisarai","Bihar/MUZAFFARPUR","Bihar/Madhepura","Bihar/Madhubani","Bihar/Munger","Bihar/Muzaffarpur","Bihar/NALANDA","Bihar/NAWADA","Bihar/Nalanda","Bihar/Nawada","Bihar/Other State","Bihar/PATNA","Bihar/Patna","Bihar/Purnia","Bihar/Rajmahal","Bihar/Rohtas","Bihar/SARAN","Bihar/SIWAN","Bihar/SUPAUL","Bihar/Saharsa","Bihar/Samastipur","Bihar/Saran","Bihar/Sheikhpura","Bihar/Sheohar","Bihar/Sitamarhi","Bihar/Siwan","Bihar/Supaul","Bihar/VAISHALI","Bihar/Vaishali","Bihar/West Champaran","Bihar/bhagalpur","Bihar/gaya"
"2020-05-07","","","","   .00 %","  7.69 %","","","","","   .00 %","  8.33 %","   .00 %","   .00 %","","","","","","   .00 %","",""," 25.00 %","","","   .00 %","","","   .00 %","   .00 %","","   .00 %","","   .00 %","","","","","","","","  2.17 %","","","  3.85 %","","","","","","   .00 %",""," 50.00 %","","","","","   .00 %","","",""
"2020-05-08","","","","","","","",""," 33.33 %","  7.69 %","  7.69 %","","   .00 %"," 80.00 %",""," 11.11 %","","","","","","","","",""," 10.00 %","   .00 %","","","","","","   .00 %","","","","  2.78 %"," 25.00 %","",""," 10.64 %","","","   .00 %","","","","   .00 %"," ##.## %","","","","","","   .00 %","","","","",""
"2020-05-09","","",""," 60.00 %","   .00 %","","","",""," 85.71 %","","  5.56 %","   .00 %","","","","","","","   .00 %","","   .00 %","","","   .00 %",""," 25.00 %","","","","","","  1.98 %","   .00 %","","","  5.41 %","","","","   .00 %","","","  9.26 %","","","","","","   .00 %"," ##.## %","","","  3.12 %","",""," 33.33 %","   .00 %","",""
"2020-05-10","",""," ##.## %"," 37.50 %","  7.14 %","","",""," 50.00 %"," 19.23 %"," 64.29 %","  5.26 %","   .00 %"," 22.22 %",""," 40.00 %","",""," 33.33 %","","","","","","   .00 %",""," ##.## %"," ##.## %","   .00 %",""," ##.## %",""," 10.68 %"," ##.## %","",""," 28.21 %"," 40.00 %","",""," 17.31 %","","","   .00 %","","",""," ##.## %"," 14.29 %","","","","","   .00 %","","","","","",""
"2020-05-11","","","","   .00 %","   .00 %","","","","","","  8.70 %","",""," 27.27 %","","","","",""," 11.11 %","","   .00 %","","","","","","","","","","  8.33 %",""," 50.00 %","","","  2.00 %"," 85.71 %","",""," 18.03 %"," 50.00 %","","","","",""," 11.11 %"," 12.50 %",""," ##.## %",""," 16.67 %","   .00 %"," ##.## %","","","","",""
"2020-05-12","","","","  9.09 %"," 13.33 %","","",""," 16.67 %"," 29.03 %","  4.00 %","  5.00 %","   .00 %"," 14.29 %","","","","",""," 10.00 %","   .00 %"," ##.## %","","","","  9.09 %"," ##.## %",""," 25.00 %","",""," 15.38 %","   .88 %"," 33.33 %","",""," 23.53 %"," 15.38 %","",""," 25.00 %"," 33.33 %",""," 22.03 %","","","",""," 22.22 %"," 25.00 %"," 25.00 %","","","  3.03 %"," 33.33 %","",""," ##.## %","",""
"2020-05-13","","","   .00 %","","  5.88 %","","",""," 57.14 %"," 17.50 %"," 23.08 %"," 33.33 %","  5.36 %","   .00 %","","  7.14 %","","","","  9.09 %","","   .00 %","","","  3.12 %",""," 11.11 %",""," 20.00 %","","","  3.33 %","  5.22 %"," 25.00 %","","",""," 60.00 %","",""," 10.00 %","","","  4.17 %","","","","","","","","","   .00 %"," 11.76 %"," 75.00 %","","","","",""
"2020-05-14","","","","","   .00 %","","",""," 36.36 %","   .00 %","  3.12 %","  3.57 %","","","","","","","","",""," 23.81 %","","","",""," 20.00 %"," 11.11 %"," ##.## %","","","   .00 %","   .00 %"," 20.00 %","","","  4.76 %","","","","   .00 %"," ##.## %","","  2.67 %","","","","","",""," 20.00 %","","",""," 28.57 %",""," 50.00 %","","",""
"2020-05-15","","","","","","","","","   .00 %","   .00 %","   .00 %","  3.45 %","","   .00 %","","   .00 %","","","","   .00 %"," ##.## %","","","","   .00 %",""," 13.89 %"," 20.00 %","  8.33 %",""," 77.78 %","  6.45 %","","","","","   .00 %","  4.17 %","","","  1.01 %","","","   .00 %","","",""," 30.00 %","","","","   .00 %","   .00 %"," 13.16 %"," 22.22 %",""," 33.33 %","","",""
"2020-05-16","","","",""," 22.22 %","","",""," ##.## %"," 14.89 %"," 15.15 %"," 20.00 %","","","","  6.67 %","","",""," 33.33 %"," ##.## %","  3.85 %","","","  3.03 %"," 41.67 %","  4.88 %","","  7.69 %","",""," 60.61 %","  2.48 %"," 11.11 %","","","  1.52 %"," 40.00 %","","","  6.00 %"," ##.## %","","   .00 %","","","",""," 36.36 %",""," 75.00 %"," 33.33 %","","  4.65 %","",""," 37.50 %","   .00 %","",""
"2020-05-17","","",""," 25.00 %","","","",""," 25.00 %","  1.85 %","","","  5.08 %","",""," 18.75 %","","","",""," 16.67 %","","","","  5.88 %","  5.88 %"," 25.58 %"," 16.67 %","",""," 12.50 %"," 30.19 %","   .81 %"," 25.00 %","","","  1.49 %","","",""," 54.72 %","  3.45 %",""," 18.18 %","","",""," 23.08 %",""," 10.00 %","",""," 14.29 %",""," 27.27 %","","","","",""
"2020-05-18","","",""," -6.67 %","","","","","   .00 %"," 27.27 %"," 10.53 %","  5.56 %","","","","","","",""," 96.88 %","","","","","  2.78 %"," 16.67 %","  1.85 %","   .00 %","","","","  5.80 %","  5.60 %"," 20.00 %","","","  5.88 %","  5.71 %","","","   .61 %","  3.33 %","","   .00 %","","",""," 37.50 %","   .00 %"," 27.27 %","  4.76 %"," 25.00 %"," 12.50 %",""," 50.00 %",""," 36.36 %","","",""
"2020-05-19","","",""," 21.43 %"," 18.18 %","","","",""," 17.14 %"," 11.90 %","","  3.23 %","","","","",""," 37.50 %","","  7.14 %"," ##.## %","",""," 18.92 %"," 61.90 %","","","",""," 11.11 %","","","","","",""," 10.81 %","","","  1.21 %","","","","","","","","  6.67 %","","  9.09 %","","",""," 19.05 %","","","","",""
"2020-05-20","","","","","","","",""," 27.50 %",""," 25.53 %","",""," 37.50 %","","","","","","  1.59 %","","","","","","  2.94 %"," 27.27 %","   .00 %","","","","  8.22 %","","   .00 %","","","  8.33 %","","","","   .00 %","","","   .00 %","","","","","","","","","   .00 %","","  8.00 %","","","","",""
"2020-05-21","","","","","","","","","  1.96 %","  9.76 %","",""," 17.19 %","",""," 57.89 %","",""," 63.64 %"," 26.56 %",""," 86.21 %","","",""," 54.29 %"," 30.00 %","   .00 %"," 64.29 %","","","  2.53 %","  2.27 %","","","","","","","","   .60 %"," 22.58 %",""," 19.78 %","","","",""," ##.## %",""," 54.17 %","","","","  7.41 %",""," 26.67 %","  8.00 %","",""
"2020-05-22","",""," 25.00 %"," 23.53 %"," 30.77 %","","",""," 23.08 %"," 38.89 %"," 16.95 %","  2.63 %"," 50.67 %"," 40.91 %",""," ##.## %","   .00 %",""," 33.33 %","  9.88 %"," 73.33 %"," -1.85 %","","","  4.55 %"," 33.33 %"," 15.38 %","   .00 %","  4.35 %",""," 10.00 %"," 41.98 %","  2.96 %"," 16.67 %","","","  2.56 %"," 21.95 %","",""," 10.71 %"," -5.26 %",""," 12.84 %","","",""," -4.55 %"," 36.59 %"," 78.57 %"," 10.81 %"," 20.00 %"," 66.67 %"," 17.78 %","   .00 %",""," 31.58 %"," 18.52 %","",""
"2020-05-23","","","","  9.52 %"," 41.18 %","","","","  9.38 %","  4.00 %","  4.35 %","","   .88 %"," 29.03 %","","","",""," 41.67 %","   .00 %","  3.85 %","   .00 %","","",""," 18.06 %"," 11.43 %","","  8.33 %",""," 86.36 %"," 15.65 %","","","","","  3.75 %"," 16.00 %","","","  5.38 %","",""," 25.20 %","","","","",""," 16.00 %","",""," 86.67 %","  5.66 %"," 51.72 %",""," 96.00 %","  6.25 %","",""
"2020-05-24","","",""," 30.43 %","  4.17 %","","",""," 28.57 %","  6.92 %","  8.33 %","  2.56 %","","",""," 17.74 %","","","  8.82 %","  3.37 %","  3.70 %","  1.89 %","","","  6.52 %"," 44.71 %","  1.71 %","","  3.85 %","","","  2.26 %","  4.32 %","  5.71 %","","","  3.61 %"," 20.69 %","","","  2.04 %"," 25.00 %","","  7.14 %","","","","","  7.14 %"," 20.69 %","  7.32 %","","","  5.36 %","  4.55 %","","","  8.82 %","",""
"2020-05-25","",""," ##.## %"," 10.00 %"," 18.00 %","","","","   .00 %"," 12.23 %","  3.85 %"," 17.50 %",""," 32.50 %","","   .00 %","",""," 10.81 %","  3.26 %","","   .00 %","","","","  8.94 %","  2.52 %","   .00 %","  3.70 %","","  2.44 %","  7.35 %","  1.38 %","  2.70 %","","","  1.16 %","   .00 %","","","  5.50 %","","","   .61 %","","",""," ##.## %","  1.67 %","  8.57 %","  2.27 %","   .00 %"," 39.29 %","  3.39 %","  6.52 %",""," 18.37 %"," 13.51 %","",""
"2020-05-26","",""," 27.27 %","  3.03 %","","","",""," 16.67 %","   .64 %"," 13.58 %","","   .00 %"," 22.64 %",""," 13.70 %","",""," 12.20 %","  4.21 %","  3.57 %","  3.70 %","","","","   .00 %"," 18.85 %"," ##.## %"," 14.29 %","","  2.38 %"," 21.23 %","   .00 %","","","","  4.60 %","   .00 %","","","  2.84 %","",""," 21.08 %","","",""," 28.57 %","  1.64 %"," 13.16 %"," 15.56 %"," 16.67 %","   .00 %","  8.20 %"," 16.33 %","","  1.72 %","","   .00 %",""
"2020-05-27","",""," ##.## %"," 17.65 %","  5.08 %","","","","   .00 %","  1.91 %","   .00 %","","","  6.15 %","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","","  8.16 %",""," -1.38 %","  3.23 %","   .00 %",""," 20.93 %","  -.56 %","   .00 %","  5.26 %","","","   .00 %","  1.43 %","","","   .46 %","  4.44 %","","   .00 %","","","","  5.56 %","   .00 %","  9.30 %","   .00 %",""," 28.21 %","  1.52 %","   .00 %","","  1.69 %","   .00 %","",""
"2020-05-28","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %",""," 11.88 %","  5.43 %","   .00 %","   .00 %","","   .00 %",""," ##.## %","   .00 %","","","","","   .00 %","   .00 %","","","   .00 %","","","   .00 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","   .00 %",""," 25.53 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","","","   .00 %","   .00 %","","   .00 %","",""
"2020-05-29","","","  3.45 %","  5.00 %","  6.45 %","","","","  5.71 %",""," 25.77 %"," 25.53 %","   .88 %","","","   .00 %","","","  6.52 %","  8.08 %"," 13.79 %"," 16.96 %","",""," 18.87 %","   .00 %","  3.50 %","  3.12 %"," 15.62 %","","","  7.95 %","   .68 %","   .00 %","","","  2.20 %","  4.23 %","","","  2.29 %"," 22.03 %","","   .50 %","","","",""," 11.29 %","  2.13 %"," 38.46 %","   .00 %","","","   .00 %","","  1.67 %","","",""
"2020-05-30","",""," 33.33 %","  4.76 %","","","","","   .90 %"," 10.61 %","  3.28 %"," 25.42 %","  1.74 %"," 26.09 %","","  3.61 %","",""," 10.20 %","","  3.03 %","  9.92 %","",""," 15.87 %","","   .68 %"," 33.33 %","",""," 21.15 %","","  4.05 %"," 30.00 %","","","  3.23 %","  2.70 %","","","  1.35 %","","","  1.98 %","","","","  5.26 %","  2.90 %"," 29.17 %"," 22.22 %"," 28.57 %","  2.00 %"," 11.94 %","","","  1.64 %","  7.14 %","",""
"2020-05-31","","","  2.50 %","  6.82 %"," 10.61 %","","","",""," 23.74 %"," 26.98 %","  2.70 %","   .85 %","  1.15 %","","","",""," 11.11 %","   .00 %"," 14.71 %","  9.03 %","","","  4.11 %","  1.49 %","  2.01 %"," 47.73 %","   .00 %",""," 26.98 %","   .00 %","  1.30 %"," 21.15 %","","","","  1.32 %","","","  4.87 %"," 18.06 %","","   .00 %","","","","  8.33 %","   .00 %"," 14.52 %","  9.09 %","","  5.88 %",""," 22.81 %","","   .00 %","   .00 %","","   .00 %"
"2020-06-01","",""," 14.63 %"," -2.13 %","","","","","  5.36 %","  -.41 %","  5.00 %","  7.89 %","  -.85 %"," 18.18 %",""," 10.47 %","","","  3.33 %","  2.80 %","  5.13 %","  2.55 %","",""," -2.63 %"," 10.29 %","  7.89 %"," 10.77 %","  2.70 %","","  3.75 %","  2.63 %","","   .00 %","","","  1.04 %","  7.79 %","","","  1.27 %","  1.18 %","","   .97 %","","","","  3.08 %","  5.63 %","  4.23 %","  2.08 %",""," -9.26 %"," 12.00 %"," 11.43 %","","  4.84 %","   .00 %","",""
"2020-06-02","",""," 25.53 %","","","","","","  4.24 %","  1.64 %","  4.76 %","","   .85 %","   .00 %","","  5.26 %","","","  8.06 %","  1.82 %","  2.44 %","  1.24 %","","","  6.76 %","","  1.83 %","  5.56 %"," 50.00 %","","  9.64 %","  3.08 %","   .64 %","  1.59 %","","","  1.03 %","","","","  2.92 %"," 22.09 %","","   .00 %","","","","","  8.00 %","  2.70 %","  6.12 %"," 11.11 %","  2.04 %"," 13.10 %","  2.56 %","","  4.62 %","","",""
"2020-06-03","","","  5.08 %","  6.52 %","   .00 %","","","","   .00 %","   .81 %","  5.68 %","  4.88 %","  3.39 %"," 10.58 %","","  4.00 %","","","  7.46 %","  1.79 %","  2.38 %","  1.84 %","",""," 12.66 %","  4.00 %"," 50.90 %","  1.32 %","  8.77 %","","  2.20 %","   .00 %","   .00 %","  9.38 %","","","   .00 %","  4.82 %","","","   .81 %","   .00 %","","   .96 %","","","","  8.96 %"," 13.58 %","  9.21 %","  2.88 %"," 40.00 %"," 28.00 %","  2.11 %","   .00 %","","  1.47 %"," 15.56 %","",""
"2020-06-04","","","   .00 %","  4.08 %","  1.37 %","","","","  3.25 %","  1.20 %","  3.23 %","","","  1.74 %","","   .96 %","","","  5.56 %","  8.77 %","  4.65 %","  4.22 %","","","  1.12 %","","  4.76 %","   .00 %","  1.61 %","","  4.30 %","   .00 %","   .64 %","  1.43 %","","","  3.06 %","  9.20 %","","","  2.01 %"," 12.38 %","","  3.33 %","","","","  5.48 %","  2.17 %","  2.41 %","","   .00 %","  1.56 %","","  8.75 %",""," 17.39 %","","",""
"2020-06-05","","","  8.06 %","   .00 %","  8.11 %","","","","   .79 %","   .00 %","  5.21 %","  6.98 %","   .82 %","  6.84 %","","  2.86 %","",""," 13.16 %","  2.42 %","   .00 %","  1.73 %","","","","  7.05 %","  1.52 %","  9.09 %","  6.35 %","","","   .00 %","  5.06 %","  2.82 %","","","  5.94 %","  8.42 %","","","   .00 %","  1.69 %","","  5.99 %","","","",""," 11.70 %","   .00 %","   .93 %"," 50.00 %","   .00 %","  6.19 %","   .00 %","","   .00 %","","",""
"2020-06-06","","","  8.96 %","  3.92 %","  3.75 %","","","","  1.56 %","  3.16 %","  6.93 %","  4.35 %","  2.44 %","  4.00 %","","  7.41 %","","","  4.65 %","  2.36 %","","   .57 %","","","  6.67 %","   .00 %","   .37 %"," 10.71 %","","","","  7.96 %","  9.04 %","  2.74 %","","",""," 11.65 %","","","  1.97 %"," 13.33 %","","   .00 %","","","","  3.90 %","  9.52 %"," 12.94 %","   .00 %"," 14.29 %","  4.62 %"," 12.62 %"," 32.18 %","","  6.17 %"," 23.08 %","",""
"2020-06-07","","","   .00 %","   .00 %","  1.20 %","","","","  1.54 %","   .00 %","  6.48 %","  8.33 %","  3.17 %","","","  2.59 %","","","  8.89 %","  1.54 %","  2.22 %","   .56 %","","","  2.08 %","  1.20 %","  1.86 %","  8.60 %","   .00 %","","","   .46 %","  8.29 %"," 40.00 %","","","  3.74 %"," 12.17 %","","","  2.32 %","  2.94 %","","  1.74 %","","","","  6.25 %"," 13.04 %","  2.08 %","  2.78 %",""," 14.71 %","  6.90 %"," 31.30 %","","  2.33 %"," 29.69 %","",""
"2020-06-08","","","  6.85 %","  7.55 %","   .00 %","","","","  3.79 %","","  1.30 %","   .96 %","  7.69 %","   .00 %","","","","","  6.12 %","  1.52 %","   .00 %","   .00 %","","","   .00 %","  2.96 %","   .00 %","  2.97 %","   .00 %","","  2.06 %","  8.72 %","  5.61 %"," 12.38 %","","","","  3.88 %","","","  3.40 %","  6.43 %","","  4.70 %","","","","  3.53 %","  2.31 %","   .00 %","  3.60 %","",""," 22.58 %","  3.97 %","","  5.68 %","  6.02 %","",""
"2020-06-09","","","  1.28 %","  1.75 %","  3.57 %","","","","  8.03 %","  7.66 %","  9.01 %"," -1.90 %","  2.86 %","  3.85 %","","   .84 %","",""," -2.88 %","  8.96 %"," -4.35 %","  1.12 %","",""," 11.22 %","  9.77 %","   .00 %","   .00 %"," -1.49 %",""," 17.17 %","   .84 %","  3.86 %","  4.24 %","","","  9.91 %"," 16.42 %","","","  1.46 %","   .00 %","","  4.08 %","","","","  5.68 %","   .00 %","  8.16 %","   .00 %","","","  2.63 %","  5.10 %","","  3.23 %","","",""
"2020-06-10","","","  5.06 %"," 12.07 %","  8.05 %","","","","  1.35 %","   .00 %","  6.30 %"," 18.45 %","   .69 %","   .00 %","","  4.17 %","","","  4.95 %"," -1.37 %","  9.09 %","   .00 %","","","  3.67 %","   .52 %","   .36 %","  8.65 %","   .00 %","","  6.90 %","  8.37 %","  6.05 %","  3.25 %","","","  3.28 %","  4.49 %","","","   .72 %"," 36.91 %","","  1.18 %","","","","  2.15 %","  3.76 %"," 17.92 %","  1.74 %"," 16.67 %"," 10.26 %","   .00 %","   .00 %","","  4.17 %","","",""
"2020-06-11","","","  1.20 %","  1.54 %"," 20.21 %","","","","","  2.85 %","  3.70 %","  7.38 %","  1.38 %","  4.44 %","","   .00 %","","","  3.77 %","  4.86 %","  4.17 %","  1.11 %","","","  8.85 %","  2.08 %","  2.55 %","  3.54 %","  3.03 %",""," 12.90 %","   .39 %"," 15.79 %","   .79 %","","","   .79 %","  3.07 %","","","  1.07 %","   .98 %","","  2.71 %","","","","  4.21 %","  2.17 %","  6.40 %","  2.56 %","","  1.16 %"," 38.46 %","   .61 %","","   .00 %","","",""
