"date","Utah/Bear River","Utah/Beaver","Utah/Box Elder","Utah/Cache","Utah/Carbon","Utah/Central Utah","Utah/Daggett","Utah/Davis","Utah/Duchesne","Utah/Emery","Utah/Garfield","Utah/Grand","Utah/Iron","Utah/Juab","Utah/Kane","Utah/Millard","Utah/Morgan","Utah/Out of UT","Utah/Piute","Utah/Rich","Utah/Salt Lake","Utah/San Juan","Utah/Sanpete","Utah/Sevier","Utah/Southeast Utah","Utah/Southwest","Utah/Southwest Utah","Utah/Summit","Utah/Tooele","Utah/TriCounty","Utah/Uintah","Utah/Unassigned","Utah/Utah","Utah/Wasatch","Utah/Washington","Utah/Washington County","Utah/Wayne","Utah/Weber","Utah/Weber-Morgan","Utah/unassigned"
"2020-04-23","56","","","","","21","","254","","","","","","","","","","","","","1889","37","","","7","0","76","343","46","9","","0","611","127","","","","","136",""
"2020-04-24","59","","","","","21","","256","","","","","","","","","","","","","1975","37","","","8","0","81","351","47","9","","0","669","129","","","","","140",""
"2020-04-25","58","","","","","21","","268","","","","","","","","","","","","","2051","40","","","11","0","83","355","52","9","","0","725","132","","","","","143",""
"2020-04-26","60","","","","","21","","275","","","","","","","","","","","","","2144","43","","","12","0","87","357","54","10","","0","777","138","","","","","145",""
"2020-04-27","60","","","","","22","","276","","","","","","","","","","","","","2190","45","","","13","0","89","358","56","11","","0","828","140","","","","","148",""
"2020-04-28","60","","","","","22","","278","","","","","","","","","","","","","2256","45","","","13","0","91","359","58","11","","0","862","142","","","","","148",""
"2020-04-29","60","","","","","22","","283","","","","","","","","","","","","","2348","45","","","14","0","93","361","63","11","","0","899","147","","","","","151",""
"2020-04-30","60","","","","","23","","285","","","","","","","","","","","","","2438","46","","","12","0","98","369","65","13","","0","957","148","","","","","158",""
"2020-05-01","61","","","","","23","","293","","","","","","","","","","","","","2526","47","","","13","0","101","373","68","13","","0","993","155","","","","","162",""
"2020-05-02","61","","","","","23","","296","","","","","","","","","","","","","2609","78","","","15","","103","375","69","13","","0","1021","156","","","","","166",""
"2020-05-03","62","","","","","24","","300","","","","","","","","","","","","","2707","100","","","11","","111","376","71","14","","0","1073","159","","","","","167",""
"2020-05-04","62","","","","","25","","299","","","","","","","","","","","","","2769","116","","","11","","119","377","71","14","","0","1122","165","","","","","167",""
"2020-05-05","62","","","","","25","","302","","","","","","","","","","","","","2832","119","","","12","","121","382","70","14","","0","1171","166","","","","","173",""
"2020-05-06","64","","","","","26","","308","","","","","","","","","","","","","2912","126","","","12","","128","382","70","14","","0","1210","170","","","","","173",""
"2020-05-07","64","","","","","27","","315","","","","","","","","","","","","","3010","132","","","12","","132","382","71","14","","0","1219","173","","","","","173",""
"2020-05-08","66","","","","","27","","321","","","","","","","","","","","","","3104","135","","","13","","138","384","72","14","","0","1288","173","","","","","184",""
"2020-05-09","71","","","","","27","","327","","","","","","","","","","","","","3206","145","","","13","","155","385","76","16","","0","1318","176","","","","","188",""
"2020-05-10","78","","","","","28","","336","","","","","","","","","","","","","3291","147","","","13","","164","385","77","16","","0","1346","176","","","","","194",""
"2020-05-11","81","","","","","28","","338","","","","","","","","","","","","","3365","149","","","14","","170","386","77","16","","0","1358","183","","","","","197",""
"2020-05-12","80","","","","","28","","340","","","","","","","","","","","","","3414","152","","","13","","167","388","78","16","","0","1365","184","","","","","207",""
"2020-05-13","83","","","","","29","","344","","","","","","","","","","","","","3530","152","","","13","","180","392","85","16","","0","1400","185","","","","","211",""
"2020-05-14","83","","","","","29","","349","","","","","","","","","","","","","3604","154","","","13","","187","393","84","16","","0","1435","188","","","","","214",""
"2020-05-15","84","","","","","29","","354","","","","","","","","","","","","","3709","159","","","13","","200","396","86","16","","0","1455","196","","","","","216",""
"2020-05-16","87","","","","","29","","363","","","","","","","","","","","","","3785","177","","","14","","209","400","93","19","","0","1471","200","","","","","221",""
"2020-05-17","88","","","","","30","","368","","","","","","","","","","","","","3883","198","","","14","","219","401","93","19","","0","1497","202","","","","","226",""
"2020-05-18","90","","","","","30","","370","","","","","","","","","","","","","3942","227","","","15","","236","401","94","22","","0","1520","203","","","","","234",""
"2020-05-19","89","","","","","30","","373","","","","","","","","","","","","","4019","238","","","16","","245","403","103","19","","0","1537","212","","","","","234",""
"2020-05-20","93","","","","","31","","386","","","","","","","","","","","","","4123","246","","","16","","260","403","104","20","","0","1569","217","","","","","242",""
"2020-05-21","97","","","","","32","","396","","","","","","","","","","","","","4217","251","","","17","","271","404","104","20","","0","1592","222","","","","","251",""
"2020-05-22","98","","","","","34","","401","","","","","","","","","","","","","4308","254","","","18","","281","403","108","21","","0","1651","228","","","","","252",""
"2020-05-23","102","","","","","33","","407","","","","","","","","","","","","","4441","259","","","18","","294","403","112","20","","0","1678","237","","","","","256",""
"2020-05-24","102","","","","","33","","410","","","","","","","","","","","","","4515","264","","","20","","305","405","113","20","","0","1704","241","","","","","260",""
"2020-05-25","103","","","","","33","","414","","","","","","","","","","","","","4583","268","","","21","","324","405","113","20","","0","1722","247","","","","","268",""
"2020-05-26","105","","","","","33","","419","","","","","","","","","","","","","4632","272","","","21","","330","405","114","20","","0","1744","253","","","","","272",""
"2020-05-27","111","","","","","33","","424","","","","","","","","","","","","","4682","272","","","23","","335","407","115","20","","0","1753","258","","","","","273",""
"2020-05-28","117","","","","","34","","435","","","","","","","","","","","","","4806","283","","","23","","360","409","122","20","","0","1777","259","","","","","276",""
"2020-05-29","156","","","","","38","","447","","","","","","","","","","","","","4994","286","","","23","","386","412","125","18","","0","1826","265","","","","","288",""
"2020-05-30","190","","","","","38","","458","","","","","","","","","","","","","5118","289","","","24","","423","412","126","20","","0","1870","272","","","","","293",""
"2020-05-31","218","","","","","38","","465","","","","","","","","","","","","","5242","297","","","24","","440","415","128","21","","0","1929","282","","","","","298",""
"2020-06-01","246","","","","","38","","472","","","","","","","","","","","","","5340","299","","","24","","454","416","129","21","","0","1965","292","","","","","303",""
"2020-06-02","267","","","","","38","","476","","","","","","","","","","","","","5449","308","","","26","","476","417","132","20","","0","1991","294","","","","","308",""
"2020-06-03","305","","","","","39","","494","","","","","","","","","","","","","5603","309","","","26","","498","418","136","20","","0","2028","305","","","","","316",""
"2020-06-04","333","","","","","39","","513","","","","","","","","","","","","","5756","312","","","26","","524","419","140","20","","0","2088","313","","","","","330",""
"2020-06-05","491","","","","","42","","525","","","","","","","","","","","","","5901","314","","","26","","554","422","144","20","","0","2143","317","","","","","353",""
"2020-06-06","707","","","","","45","","541","","","","","","","","","","","","","6086","333","","","26","","584","426","145","20","","0","2183","326","","","","","376",""
"2020-06-07","732","","","","","46","","549","","","","","","","","","","","","","6182","333","","","26","","616","434","148","22","","0","2261","330","","","","","387",""
"2020-06-08","767","","","","","51","","564","","","","","","","","","","","","","6296","333","","","26","","637","437","150","22","","0","2310","332","","","","","397",""
"2020-06-09","795","","","","","48","","580","","","","","","","","","","","","","6421","337","","","28","","655","440","153","22","","0","2337","335","","","","","408",""
"2020-06-10","837","","","","","50","","593","","","","","","","","","","","","","6591","339","","","28","","680","443","153","23","","0","2376","337","","","","","414",""
"2020-06-11","878","","","","","54","","620","","","","","","","","","","","","","6776","343","","","28","","718","442","158","27","","0","2444","341","","","","","423",""
"2020-06-12","927","","","","","61","","628","","","","","","","","","","","","","6942","350","","","28","","739","444","159","27","","0","2491","342","","","","","439",""
"2020-06-13","955","","","","","70","","646","","","","","","","","","","","","","7148","351","","","29","","780","446","162","29","","0","2551","343","","","","","471",""
"2020-06-14","975","","","","","75","","660","","","","","","","","","","","","","7309","357","","","29","","806","449","165","30","","0","2607","349","","","","","502",""
"2020-06-15","1009","","","","","77","","672","","","","","","","","","","","","","7468","363","","","29","","827","447","170","30","","0","2654","351","","","","","511",""
"2020-06-16","1039","","","","","79","","691","","","","","","","","","","","","","7616","365","","","29","","855","448","178","31","","0","2711","356","","","","","539",""
"2020-06-17","1096","","","","","81","","715","","","","","","","","","","","","","7809","367","","","29","","889","451","181","33","","0","2776","362","","","","","555",""
"2020-06-18","1126","","","","","81","","739","","","","","","","","","","","","","8083","374","","","30","","919","453","184","33","","0","2861","368","","","","","588",""
"2020-06-19","1188","","","","","89","","775","","","","","","","","","","","","","8363","380","","","31","","974","455","188","38","","0","2957","371","","","","","616",""
"2020-06-20","1249","","","","","96","","822","","","","","","","","","","","","","8687","382","","","31","","1031","460","195","38","","0","3056","380","","","","","641",""
"2020-06-21","1274","","","","","102","","856","","","","","","","","","","","","","8878","383","","","31","","1056","463","199","38","","0","3136","380","","","","","666",""
"2020-06-22","1316","","","","","110","","877","","","","","","","","","","","","","9052","386","","","31","","1104","466","202","39","","0","3263","384","","","","","676",""
"2020-06-23","1337","","","","","114","","905","","","","","","","","","","","","","9207","388","","","31","","1151","470","208","39","","0","3355","387","","","","","708",""
"2020-06-24","1356","","","","","117","","938","","","","","","","","","","","","","9460","389","","","32","","1200","474","208","40","","0","3447","389","","","","","734",""
"2020-06-25","1381","","","","","117","","989","","","","","","","","","","","","","9763","391","","","32","","1258","477","212","42","","0","3541","392","","","","","779",""
"2020-06-26","1425","","","","","127","","1036","","","","","","","","","","","","","10102","395","","","33","","1302","480","222","45","","0","3675","394","","","","","814",""
"2020-06-27","1454","","","","","134","","1080","","","","","","","","","","","","","10417","399","","","34","","1361","482","225","46","","0","3751","399","","","","","846",""
"2020-06-28","1471","","","","","143","","1113","","","","","","","","","","","","","10629","399","","","35","","1428","483","229","48","","0","3850","400","","","","","872",""
"2020-06-29","1504","","","","","159","","1155","","","","","","","","","","","","","10887","400","","","35","","1467","485","234","48","","0","3965","406","","","","","919",""
"2020-06-30","1521","","","","","169","","1179","","","","","","","","","","","","","11166","399","","","36","","1519","488","244","50","","0","4084","408","","","","","954",""
"2020-07-01","1538","","","","","173","","1218","","","","","","","","","","","","","11437","402","","","37","","1553","493","247","50","","0","4154","410","","","","","1004",""
"2020-07-02","1556","","","","","180","","1268","","","","","","","","","","","","","11728","404","","","39","","1584","498","256","52","","0","4249","414","","","","","1042",""
"2020-07-03","1568","","","","","194","","1322","","","","","","","","","","","","","12050","403","","","40","","1625","508","255","53","","0","4340","418","","","","","1090",""
"2020-07-04","1606","","","","","201","","1379","","","","","","","","","","","","","12343","413","","","40","","1660","515","265","55","","0","4474","419","","","","","1172",""
"2020-07-05","1625","","","","","209","","1422","","","","","","","","","","","","","12540","414","","","40","","1689","519","269","55","","0","4553","422","","","","","1195",""
"2020-07-06","1642","","","","","217","","1470","","","","","","","","","","","","","12758","416","","","41","","1731","534","275","56","","0","4648","426","","","","","1255",""
"2020-07-07","1658","","","","","227","","1522","","","","","","","","","","","","","12994","417","","","41","","1805","538","294","56","","0","4761","427","","","","","1293",""
"2020-07-08","1689","","","","","234","","1575","","","","","","","","","","","","","13343","425","","","45","","1840","543","304","59","","0","4894","436","","","","","1368",""
"2020-07-09","1697","","","","","243","","1644","","","","","","","","","","","","","13646","441","","","47","","1881","553","315","63","","0","4988","442","","","","","1396",""
"2020-07-10","1724","","","","","263","","1723","","","","","","","","","","","","","14066","451","","","50","","1949","560","327","63","","0","5143","448","","","","","1456",""
"2020-07-11","1745","","","","","266","","1794","","","","","","","","","","","","","14336","465","","","54","","2005","574","334","65","","0","5271","452","","","","","1494",""
"2020-07-12","1777","","","","","270","","1846","","","","","","","","","","","","","14609","477","","","54","","2069","584","346","69","","0","5369","456","","","","","1558",""
"2020-07-13","1775","","","","","271","","1909","","","","","","","","","","","","","14869","481","","","55","","2116","591","358","72","","0","5491","462","","","","","1580",""
"2020-07-14","1806","","","","","273","","1976","","","","","","","","","","","","","15083","481","","","54","","2140","596","364","73","","0","5560","464","","","","","1608",""
"2020-07-15","1811","","","","","278","","2016","","","","","","","","","","","","","15306","489","","","54","","2158","597","370","79","","0","5637","465","","","","","1631",""
"2020-07-16","1837","","","","","284","","2113","","","","","","","","","","","","","15655","494","","","54","","2239","605","387","82","","0","5794","472","","","","","1829",""
"2020-07-17","1866","","","","","295","","2183","","","","","","","","","","","","","15887","500","","","55","","2317","612","413","90","","0","5950","476","","","","","1928",""
"2020-07-18","1898","","","","","301","","2249","","","","","","","","","","","","","16176","511","","","56","","2369","620","417","101","","0","6148","481","","","","","2005",""
"2020-07-19","1933","","","","","306","","2325","","","","","","","","","","","","","16523","533","","","58","","2437","635","434","103","","0","6287","489","","","","","2054",""
"2020-07-20","1945","","","","","306","","2360","","","","","","","","","","","","","16693","536","","","60","","2497","637","441","109","","0","6380","491","","","","","2071",""
"2020-07-21","1959","","","","","309","","2415","","","","","","","","","","","","","16871","545","","","63","","2526","643","443","115","","0","6516","495","","","","","2112",""
"2020-07-22","1978","","","","","312","","2468","","","","","","","","","","","","","17123","550","","","63","","2563","645","448","123","","0","6659","497","","","","","2149",""
"2020-07-23","2000","","","","","318","","2520","","","","","","","","","","","","","17353","553","","","67","","2594","651","463","128","","0","6753","498","","","","","2201",""
"2020-07-24","2049","","","","","328","","2616","","","","","","","","","","","","","17686","566","","","69","","2672","658","472","132","","0","6938","508","","","","","2268",""
"2020-07-25","2078","","","","","333","","2660","","","","","","","","","","","","","17966","582","","","70","","2733","663","481","134","","0","7098","512","","","","","2313",""
"2020-07-26","2091","","","","","341","","2695","","","","","","","","","","","","","18090","582","","","70","","2750","669","487","137","","0","7194","515","","","","","2352",""
"2020-07-27","2099","","","","","347","","2743","","","","","","","","","","","","","18280","590","","","70","","2781","673","498","142","","0","7296","515","","","","","2375",""
"2020-07-28","2105","","","","","353","","2784","","","","","","","","","","","","","18441","591","","","71","","2814","673","511","144","","0","7422","519","","","","","2427",""
"2020-07-29","2113","","","","","357","","2819","","","","","","","","","","","","","18575","596","","","79","","2827","679","518","146","","0","7483","522","","","","","2480",""
"2020-07-30","2141","","","","","363","","2859","","","","","","","","","","","","","18817","606","","","82","","2855","683","524","151","","0","7584","523","","","","","2508",""
"2020-07-31","2152","","","","","369","","2909","","","","","","","","","","","","","19036","613","","","83","","2901","687","527","153","","0","7688","525","","","","","2553",""
"2020-08-01","2169","","","","","376","","2953","","","","","","","","","","","","","19237","622","","","87","","2940","689","532","162","","0","7808","525","","","","","2602",""
"2020-08-02","2184","","","","","381","","3008","","","","","","","","","","","","","19408","623","","","88","","2983","695","537","164","","0","7949","531","","","","","2624",""
"2020-08-03","2198","","","","","388","","3026","","","","","","","","","","","","","19556","628","","","89","","3013","697","547","167","","0","8047","533","","","","","2640",""
"2020-08-04","2209","","","","","396","","3059","","","","","","","","","","","","","19683","630","","","96","","3049","698","557","169","","0","8165","536","","","","","2660",""
"2020-08-05","2220","","","","","398","","3094","","","","","","","","","","","","","19875","632","","","97","","3084","701","564","170","","0","8271","538","","","","","2684",""
"2020-08-06","2246","","","","","405","","3129","","","","","","","","","","","","","20082","645","","","104","","3133","706","573","173","","0","8434","545","","","","","2740",""
"2020-08-07","2275","","","","","415","","3156","","","","","","","","","","","","","20287","648","","","106","","3167","706","579","175","","0","8536","552","","","","","2773",""
"2020-08-08","2291","","","","","420","","3194","","","","","","","","","","","","","20446","648","","","110","","3191","706","579","178","","0","8630","558","","","","","2800",""
"2020-08-09","2303","","","","","426","","3224","","","","","","","","","","","","","20628","648","","","112","","3210","710","581","179","","0","8719","563","","","","","2824",""
"2020-08-10","2316","","","","","426","","3232","","","","","","","","","","","","","20748","650","","","113","","3223","713","583","179","","0","8794","568","","","","","2845",""
"2020-08-11","2335","","","","","430","","3256","","","","","","","","","","","","","20903","653","","","115","","3240","714","584","181","","0","8887","576","","","","","2878",""
"2020-08-12","2349","","","","","437","","3294","","","","","","","","","","","","","21034","650","","","114","","3248","717","588","181","","0","8983","583","","","","","2912",""
"2020-08-13","2358","","","","","442","","3316","","","","","","","","","","","","","21199","651","","","114","","3264","718","598","183","","0","9062","584","","","","","2935",""
"2020-08-14","2372","","","","","445","","3360","","","","","","","","","","","","","21462","655","","","117","","3288","724","603","186","","0","9216","588","","","","","2960",""
"2020-08-15","2384","","","","","447","","3388","","","","","","","","","","","","","21621","653","","","117","","3312","729","613","190","","0","9304","592","","","","","2971",""
"2020-08-16","2393","","","","","454","","3414","","","","","","","","","","","","","21771","653","","","117","","3321","733","618","190","","0","9398","598","","","","","2992",""
"2020-08-17","2398","","","","","455","","3422","","","","","","","","","","","","","21870","653","","","119","","3341","746","619","191","","0","9478","600","","","","","3002",""
"2020-08-18","2405","","","","","459","","3442","","","","","","","","","","","","","21951","656","","","118","","3358","758","623","192","","0","9576","600","","","","","3019",""
"2020-08-19","2413","","","","","467","","3466","","","","","","","","","","","","","22102","658","","","120","","3384","765","629","193","","0","9683","601","","","","","3040",""
"2020-08-20","2427","","","","","472","","3496","","","","","","","","","","","","","22302","659","","","120","","3408","787","634","195","","0","9804","604","","","","","3074",""
"2020-08-21","2443","","","","","475","","3542","","","","","","","","","","","","","22483","660","","","127","","3429","792","635","196","","0","9949","609","","","","","3105",""
"2020-08-22","2464","","","","","479","","3591","","","","","","","","","","","","","22631","661","","","128","","3444","805","638","197","","0","10037","611","","","","","3128",""
"2020-08-23","2482","","","","","484","","3613","","","","","","","","","","","","","22760","661","","","128","","3454","810","641","197","","0","10120","615","","","","","3150",""
"2020-08-24","2491","","","","","486","","3625","","","","","","","","","","","","","22883","662","","","133","","3463","815","644","198","","0","10187","615","","","","","3162",""
