"date","West Bengal/Alipurduar","West Bengal/Bankura","West Bengal/Birbhum","West Bengal/Cooch Behar","West Bengal/Dakshin Dinajpur","West Bengal/Darjeeling","West Bengal/Hooghly","West Bengal/Howrah","West Bengal/Jalpaiguri","West Bengal/Jhargram","West Bengal/Kalimpong","West Bengal/Kolkata","West Bengal/Malda","West Bengal/Murshidabad","West Bengal/Nadia","West Bengal/North 24 Parganas","West Bengal/Other State","West Bengal/Paschim Bardhaman","West Bengal/Paschim Medinipur","West Bengal/Purba Bardhaman","West Bengal/Purba Medinipur","West Bengal/Purulia","West Bengal/South 24 Parganas","West Bengal/Uttar Dinajpur","West Bengal/other State"
"2020-08-07"," 16.67 %","   .00 %","  3.33 %","   .00 %","  9.86 %","  8.96 %","  1.57 %","  2.51 %","  1.67 %","","   .00 %","  2.57 %","  4.01 %","  4.63 %","  3.48 %","  3.83 %","","  1.82 %","  2.43 %","  9.00 %","  3.83 %","   .00 %","  3.88 %","  7.86 %",""
"2020-08-08","  6.67 %","   .00 %","  3.33 %","   .00 %","  8.82 %","  9.54 %","  1.54 %","  2.48 %","   .00 %","   .00 %","   .00 %","  2.48 %","  4.01 %","  4.63 %","  6.56 %","  3.55 %","","  5.15 %","  2.43 %","  9.00 %","  3.83 %","   .00 %","  3.58 %","  5.64 %",""
"2020-08-09","  6.67 %","   .00 %","  3.33 %","   .00 %","  5.48 %","  7.72 %","  2.09 %","  2.41 %","  1.54 %","   .00 %","   .00 %","  2.57 %","  2.58 %","  2.97 %","  4.74 %","  3.47 %","","  5.15 %","  1.18 %","  7.33 %","  3.83 %","   .00 %","  2.66 %","  5.64 %",""
"2020-08-10","   .00 %","   .00 %","  3.33 %","   .00 %","  3.48 %","  4.76 %","  2.06 %","  1.92 %","  1.54 %","   .00 %","   .00 %","  2.27 %","  1.25 %","  5.63 %","  7.41 %","  3.33 %","","  5.15 %","  2.29 %","  6.19 %","  4.94 %","   .00 %","  2.39 %","  3.64 %",""
"2020-08-11","   .00 %","   .00 %","  3.33 %","   .00 %","  8.10 %","  3.34 %","  2.88 %","  2.14 %","  1.54 %","   .00 %","   .00 %","  2.01 %","  1.25 %","  9.98 %","  5.74 %","  3.02 %","","  3.33 %","  3.34 %","  6.19 %","  4.66 %","   .00 %","  2.13 %","   .00 %",""
"2020-08-12","  5.00 %","   .00 %","   .00 %","   .00 %","  8.10 %","  3.25 %","  2.84 %","  1.69 %","  5.82 %","   .00 %","   .00 %","  1.95 %","   .00 %","  8.55 %","  9.27 %","  2.89 %","","  6.19 %","  2.16 %","  6.19 %","  5.16 %","   .00 %","  2.09 %","   .00 %",""
"2020-08-13","  9.00 %","   .00 %","   .00 %","   .00 %","  6.28 %","  3.17 %","  3.32 %","  2.35 %","  7.00 %","   .00 %","   .00 %","  1.83 %","  1.18 %","  8.55 %","  8.20 %","  2.51 %","","  4.11 %","  2.16 %","  6.19 %","  7.77 %","   .00 %","  2.06 %","  1.54 %",""
"2020-08-14","  9.00 %","   .00 %","   .00 %","   .00 %","  5.87 %","  2.45 %","  2.64 %","  2.45 %","  6.57 %","   .00 %","   .00 %","  1.79 %","  2.29 %","  9.46 %","  8.20 %","  2.47 %","","  5.28 %","  3.16 %","  2.86 %","  9.31 %","   .00 %","  2.02 %","  1.54 %",""
"2020-08-15","  9.00 %","   .00 %","   .00 %","   .00 %","  7.04 %","  2.91 %","  2.85 %","  2.41 %","  7.63 %","   .00 %","   .00 %","  1.90 %","  3.34 %","  7.66 %","  6.44 %","  2.52 %","","  6.39 %","  2.05 %","   .00 %"," 10.34 %","   .00 %","  2.29 %","  2.97 %",""
"2020-08-16","  9.00 %","   .00 %","  2.86 %","   .00 %","  2.43 %","  4.62 %","  2.27 %","  2.64 %","  9.63 %","   .00 %","   .00 %","  1.77 %","  4.34 %","  1.78 %","  6.44 %","  2.52 %","","  6.39 %","  1.00 %","  5.00 %"," 11.23 %","   .00 %","  2.39 %","  2.97 %",""
"2020-08-17","  4.00 %","   .00 %","  5.36 %","   .00 %","  2.43 %","  4.92 %","  2.95 %","  2.55 %","  5.34 %","   .00 %","   .00 %","  1.81 %","  4.34 %","  1.78 %","  4.65 %","  2.14 %","","  3.54 %","  3.86 %","  9.00 %","  8.23 %","   .00 %","  2.35 %","  2.97 %",""
"2020-08-18","   .00 %","   .00 %","  7.58 %","   .00 %","  2.43 %","  4.81 %","  3.07 %","  2.24 %","  5.07 %","   .00 %","   .00 %","  1.80 %","  5.07 %","  3.45 %","  3.45 %","  2.05 %","","  3.34 %","  4.69 %","  9.00 %","  6.21 %","   .00 %","  2.46 %","  1.43 %",""
"2020-08-19","   .00 %","   .00 %","  7.58 %"," 20.00 %","  2.29 %","  4.62 %","  3.00 %","  2.18 %","  4.83 %","   .00 %","   .00 %","  1.59 %","  5.70 %","  4.84 %","  3.45 %","  2.00 %","","  2.16 %","  5.29 %","  9.00 %","  4.67 %","   .00 %","  2.71 %","  1.43 %",""
"2020-08-20","   .00 %","   .00 %","  7.58 %"," 20.00 %","  3.22 %","  4.53 %","  2.93 %","  2.08 %","  4.61 %","   .00 %","   .00 %","  1.38 %","  4.64 %","  4.66 %","  3.31 %","  1.91 %","","  4.05 %","  5.29 %"," 10.67 %","  5.38 %","   .00 %","  3.03 %","   .00 %",""
"2020-08-21","   .00 %","   .00 %","  6.72 %"," 40.00 %","  3.22 %","  2.30 %","  2.90 %","  1.58 %","  2.61 %","   .00 %","   .00 %","  1.52 %","  5.24 %","  5.33 %","  4.79 %","  1.88 %","","  4.05 %","  5.29 %","  7.21 %","  4.95 %","   .00 %","  3.47 %","   .00 %",""
"2020-08-22","   .00 %","   .00 %","  6.04 %"," 40.00 %","  3.22 %","  2.93 %","  2.98 %","  1.82 %","  2.61 %","   .00 %"," 10.00 %","  1.30 %","  5.24 %","  5.98 %","  3.74 %","  2.03 %","","  4.92 %","  3.91 %","  3.21 %","  5.41 %","   .00 %","  3.55 %","  1.33 %",""
"2020-08-23","  3.33 %","   .00 %","  3.82 %"," 40.00 %","  3.22 %","  2.55 %","  3.24 %","  1.52 %","  2.50 %","   .00 %"," 16.67 %","  1.13 %","  5.56 %","  4.93 %","  3.61 %","  2.21 %","","  4.70 %","  5.15 %","  4.63 %","  5.73 %","   .00 %","  3.48 %","  3.83 %",""
"2020-08-24","  6.19 %","   .00 %","  3.82 %"," 25.00 %","  4.01 %","  2.13 %","  3.55 %","  1.55 %","  2.40 %","   .00 %"," 16.67 %","  1.15 %","  4.49 %","  3.23 %","  3.61 %","  2.03 %","","  5.50 %","  4.80 %","  5.97 %","  6.17 %","   .00 %","  3.63 %","  3.83 %",""
"2020-08-25","  8.69 %","   .00 %","  3.82 %"," 25.00 %","  1.90 %","  2.42 %","  3.30 %","  1.47 %","  3.79 %","   .00 %"," 16.67 %","  1.22 %","  5.78 %","  2.54 %","  2.84 %","  2.11 %","","  2.50 %","  5.39 %","  5.55 %","  4.16 %","   .00 %","  3.22 %","  6.06 %",""
"2020-08-26"," 10.91 %"," 40.00 %","  1.82 %","  5.00 %","  1.90 %","  3.69 %","  3.45 %","  1.76 %","  3.79 %","   .00 %"," 16.67 %","  1.15 %","  4.18 %","  1.88 %","  2.00 %","  2.08 %","","  2.50 %","  6.53 %","  4.01 %","  3.07 %","   .00 %","  2.84 %","  6.06 %",""
"2020-08-27"," 10.91 %"," 53.33 %","   .00 %","  9.00 %","  1.90 %","  2.86 %","  3.63 %","  1.67 %","  4.46 %","   .00 %","  6.67 %","  1.21 %","  4.79 %","  1.82 %","  2.56 %","  2.08 %","","  1.63 %","  5.59 %","  4.01 %","  3.40 %","   .00 %","  2.68 %","  4.72 %",""
"2020-08-28","  7.58 %"," 65.33 %","  3.33 %","  9.00 %","  2.77 %","  3.73 %","  2.79 %","  1.59 %","  4.95 %","   .00 %","   .00 %","  1.25 %","  3.74 %","  2.34 %","  3.07 %","  1.91 %","","  1.57 %","  4.05 %","  2.58 %","  3.65 %","   .00 %","  2.63 %","  2.22 %",""
"2020-08-29","  6.72 %"," 72.83 %","  3.33 %"," 10.67 %","   .87 %","  3.95 %","  2.54 %","  1.43 %","  4.79 %","   .00 %","   .00 %","  1.22 %","  4.74 %","  2.27 %","  3.63 %","  1.76 %","","   .77 %","  3.31 %","  2.43 %","  3.21 %"," 20.00 %","  2.55 %","  2.22 %",""
"2020-08-30","  4.22 %"," 81.92 %","  3.33 %"," 13.17 %","  1.70 %","  3.56 %","  2.68 %","  1.48 %","  2.56 %","   .00 %","   .00 %","  1.25 %","  3.45 %","  2.80 %","  3.63 %","  1.41 %","","  2.99 %","  3.22 %","  1.18 %","  3.82 %"," 20.00 %","  2.05 %","   .00 %",""
"2020-08-31","  3.82 %"," 43.17 %","  3.33 %"," 13.17 %","  1.70 %","  2.29 %","  2.94 %","  1.23 %","  3.15 %","   .00 %","   .00 %","  1.09 %","  3.45 %","  3.31 %","  5.14 %","  1.47 %","","  3.66 %","  2.08 %","  2.29 %","  4.43 %"," 20.00 %","  2.29 %","   .00 %",""
"2020-09-01","  7.15 %"," 33.37 %","  4.76 %"," 11.39 %","  2.50 %","  1.70 %","  2.18 %","  1.22 %","  2.48 %","   .00 %","   .00 %","  1.00 %","  2.84 %","  3.72 %","  3.89 %","  1.50 %","","  4.95 %","  2.51 %","  2.29 %","  4.27 %"," 20.00 %","  2.76 %","  1.00 %",""
"2020-09-02"," 12.87 %"," 22.37 %","  2.76 %"," 11.39 %","  1.63 %","   .83 %","  2.15 %","  1.58 %","  1.19 %","   .00 %","   .00 %","  1.08 %","  1.67 %","  3.53 %","  3.21 %","  1.26 %","","  4.79 %","  2.92 %","  2.29 %","  4.05 %"," 20.00 %","  2.90 %","  1.00 %",""
"2020-09-03"," 10.87 %"," 15.82 %","  4.01 %","  4.72 %","  1.63 %","   .54 %","  2.10 %","  1.50 %","  1.16 %","   .00 %","   .00 %","  1.12 %","   .00 %","  3.45 %","  3.60 %","  1.35 %","","  5.37 %","  2.85 %","  1.11 %","  4.95 %"," 20.00 %","  2.73 %","  1.00 %",""
"2020-09-04"," 11.98 %","  6.73 %","  4.01 %","  2.22 %","   .80 %","   .79 %","  2.07 %","  1.59 %","  1.16 %","   .00 %","   .00 %","  1.07 %","   .00 %","  3.81 %","  4.06 %","  1.52 %","","  4.29 %","  4.52 %","  2.16 %","  3.50 %"," 20.00 %","  2.97 %","  1.95 %",""
"2020-09-05"," 10.16 %","  6.39 %","  5.19 %","  6.22 %","   .80 %","   .79 %","  1.59 %","  1.73 %","   .57 %","   .00 %","   .00 %","  1.18 %","   .00 %","  3.72 %","  1.89 %","  1.52 %","","  3.63 %","  6.88 %","  2.05 %","  3.34 %"," 25.00 %","  2.32 %","  1.95 %",""
"2020-09-06","  8.93 %","  3.73 %","  3.76 %","  7.33 %","   .00 %","  1.56 %","  1.28 %","  1.95 %","  1.13 %","   .00 %","   .00 %","  1.13 %","   .00 %","  2.72 %","  2.34 %","  1.45 %","","  3.42 %","  6.25 %","  3.01 %","  3.51 %"," 29.00 %","  2.07 %","   .95 %",""
"2020-09-07","  5.12 %","  3.56 %","  2.43 %","  7.33 %","   .00 %","  1.56 %","  1.81 %","  1.75 %","  1.13 %","   .00 %","   .00 %","  1.10 %","   .51 %","  1.77 %","  2.72 %","  1.61 %","","  2.81 %","  6.36 %","  3.91 %","  3.10 %"," 29.00 %","  1.77 %","  1.86 %",""
"2020-09-08","  5.99 %","  2.61 %","  1.18 %","  8.76 %","   .77 %","  1.54 %","  1.91 %","  1.73 %","   .56 %","   .00 %","   .00 %","  1.14 %","   .51 %","  1.73 %","  3.02 %","  1.59 %","","  2.22 %","  6.57 %","  3.91 %","  3.23 %","  9.00 %","  1.48 %","  1.86 %",""
"2020-09-09","  6.55 %","  3.41 %","  1.18 %"," 10.10 %","   .77 %","  1.50 %","  1.88 %","  1.56 %","   .56 %","   .00 %","   .00 %","  1.13 %","  2.51 %","  1.25 %","  4.13 %","  1.46 %","","  2.11 %","  5.35 %","  3.73 %","  3.47 %","  9.00 %","  1.03 %","   .91 %",""
"2020-09-10","  7.32 %","  2.50 %","  1.11 %","  7.35 %","   .77 %","  1.74 %","  2.00 %","  1.73 %","  1.10 %","   .00 %","   .00 %","   .93 %","  3.42 %","   .82 %","  4.13 %","  1.34 %","","  2.59 %","  4.21 %","  2.73 %","  2.62 %","  4.00 %","   .77 %","  2.65 %",""
"2020-09-11","  5.21 %","  1.63 %","  1.11 %","  5.19 %","   .77 %","  2.15 %","  2.36 %","  1.55 %","   .54 %","   .00 %","   .00 %","  1.04 %","  3.42 %","   .82 %","  6.23 %","  1.28 %","","  2.47 %","  4.14 %","  1.78 %","  1.80 %","   .00 %","   .67 %","  4.25 %",""
"2020-09-12","  3.31 %","   .80 %","  2.16 %","  7.41 %","  2.25 %","  2.37 %","  2.02 %","  1.34 %","  1.07 %","   .00 %","   .00 %","   .97 %","  3.34 %","  1.62 %","  5.69 %","  1.33 %","","  2.47 %","  5.08 %","  1.70 %","  1.51 %","   .00 %","   .75 %","  3.34 %",""
"2020-09-13","  3.18 %","  3.11 %","  3.16 %","  5.98 %","  1.48 %","  2.34 %","  1.97 %","  1.37 %","  1.58 %","   .00 %","   .00 %","   .86 %","  4.19 %","  1.21 %","  4.75 %","  1.33 %","","  2.92 %","  4.93 %","  3.30 %","  1.20 %","  3.33 %","   .82 %","  3.34 %",""
"2020-09-14","  2.22 %","  3.00 %","  4.12 %","  6.65 %","  1.48 %","  1.86 %","  2.30 %","  1.54 %","  1.58 %","   .00 %","   .00 %","   .84 %","  2.19 %","  1.18 %","  4.12 %","  1.32 %","","  2.34 %","  4.23 %","  3.17 %","  1.42 %","  9.05 %","  1.22 %","  3.34 %",""
"2020-09-15","  4.21 %","  4.33 %","  3.01 %","  7.22 %","  1.48 %","  1.84 %","  2.16 %","  1.33 %","  2.04 %","   .00 %","   .00 %","   .92 %","  1.69 %","  1.56 %","  4.12 %","  1.42 %","","  1.85 %","  3.51 %","  5.32 %","  2.09 %"," 13.49 %","  1.46 %","  1.60 %",""
"2020-09-16","  4.21 %","  5.58 %","  3.91 %","  6.04 %","  1.48 %","   .87 %","  1.66 %","  1.35 %","  2.04 %","   .00 %","   .00 %","   .89 %","  1.69 %","  1.93 %","  2.17 %","  1.47 %","","  1.33 %","  4.43 %","  7.90 %","  3.18 %"," 17.13 %","  1.36 %","   .00 %",""
"2020-09-17","  4.82 %","  5.58 %","  2.86 %","  5.48 %","   .00 %","   .65 %","  1.62 %","  1.30 %","  1.51 %","   .00 %","   .00 %","  1.02 %","  1.66 %","  2.22 %","  2.14 %","  1.49 %","","  1.76 %","  2.46 %","  7.64 %","  3.14 %"," 17.13 %","  1.26 %","   .00 %",""
"2020-09-18","  4.67 %","  4.45 %","  1.86 %","  7.02 %","   .69 %","   .43 %","  1.36 %","  1.41 %","  1.48 %","   .00 %","   .00 %","  1.04 %","   .81 %","  2.57 %","  2.11 %","  1.34 %","","  2.14 %","  2.18 %","  7.70 %","  3.04 %"," 15.33 %","  1.48 %","   .74 %",""
"2020-09-19","  4.52 %","  4.87 %","   .91 %","  5.74 %","  1.36 %","   .65 %","  1.22 %","  1.22 %","  1.48 %","   .00 %","  5.00 %","  1.01 %","  1.20 %","  2.18 %","  1.45 %","  1.43 %","","  1.69 %","  2.15 %","  6.96 %","  3.17 %"," 11.05 %","  1.45 %","  1.46 %",""
"2020-09-20","  2.88 %","  3.54 %","   .91 %","  3.92 %","  1.36 %","   .85 %","  1.32 %","  1.21 %","   .94 %","   .00 %","  5.00 %","  1.06 %","   .79 %","  1.81 %","  1.45 %","  1.43 %","","  1.69 %","  2.32 %","  5.33 %","  3.65 %","  6.60 %","  1.58 %","  2.83 %",""
"2020-09-21","  2.88 %","  4.92 %","   .87 %","  4.61 %","  1.36 %","  1.05 %","  1.74 %","  1.15 %","  3.21 %","   .00 %","  5.00 %","  1.10 %","   .79 %","  1.44 %","  1.69 %","  1.33 %","","  1.26 %","  1.33 %","  2.75 %","  2.75 %","  5.63 %","  1.63 %","  2.83 %",""
"2020-09-22","  3.32 %","  5.38 %","  1.70 %","  4.28 %","  2.00 %","  1.25 %","  1.70 %","  1.22 %","  3.21 %","   .00 %","  9.00 %","   .89 %","   .78 %","   .68 %","  1.93 %","  1.18 %","","  1.23 %","  2.18 %","  3.68 %","  3.62 %","  5.63 %","  1.90 %","  3.48 %",""
"2020-09-23","  4.74 %","  5.12 %","  2.50 %","  2.74 %","  1.31 %","  1.45 %","  1.78 %","  1.16 %","  4.37 %","   .00 %"," 15.67 %","   .86 %","  1.15 %","   .34 %","  1.65 %","  1.25 %","","   .79 %","  2.98 %","  2.48 %","  3.18 %","  4.10 %","  1.59 %","  3.36 %",""
"2020-09-24","  4.16 %","  4.44 %","  2.50 %","  2.65 %","   .65 %","  1.24 %","  1.55 %","  1.35 %","  4.37 %"," 10.00 %"," 10.67 %","   .84 %","   .76 %","   .34 %","  1.63 %","  1.33 %","","  1.95 %","  3.92 %","  2.93 %","  2.76 %","  2.67 %","  1.35 %","  3.86 %",""
"2020-09-25","  3.05 %","  5.29 %","  3.27 %","  2.65 %","   .65 %","  1.41 %","  1.83 %","  1.25 %","  4.66 %"," 16.67 %"," 10.67 %","   .72 %","  1.13 %","   .67 %","  1.88 %","  1.37 %","","  2.31 %","  3.80 %","  3.31 %","  2.11 %","  2.67 %","  1.26 %","  2.48 %",""
"2020-09-26","  3.96 %","  3.48 %","  3.14 %","  3.17 %","   .65 %","  1.19 %","  1.60 %","  1.16 %","  2.75 %"," 21.67 %"," 10.67 %","   .64 %","  1.50 %","   .67 %","  1.30 %","  1.49 %","","  3.02 %","  4.30 %","  4.16 %","  2.25 %","   .00 %","   .97 %","  2.48 %",""
"2020-09-27","  3.34 %","  3.01 %","  3.74 %","  1.84 %","   .62 %","   .99 %","  1.38 %","  1.30 %","  2.75 %"," 25.67 %","  6.67 %","   .76 %","  1.11 %","   .33 %","  1.02 %","  1.34 %","","  2.62 %","  4.66 %","  3.48 %","  1.50 %","   .00 %","  1.22 %","  1.84 %",""
"2020-09-28","  2.19 %","  2.49 %","  2.94 %","  2.41 %","   .62 %","   .98 %","  1.45 %","  1.28 %","  1.48 %"," 29.00 %","   .00 %","   .79 %","   .73 %","   .99 %","  1.27 %","  1.27 %","","  2.23 %","  4.61 %","  3.40 %","  1.32 %","   .00 %","  1.21 %","  1.78 %",""
"2020-09-29","  2.60 %","  3.98 %","  3.61 %","  2.89 %","   .62 %","   .98 %","  1.44 %","  1.15 %","  1.48 %"," 19.00 %","   .00 %","   .80 %","   .73 %","   .99 %","  2.71 %","  1.08 %","","  2.11 %","  3.76 %","  2.95 %","  1.63 %","  1.18 %","  1.40 %","   .57 %",""
"2020-09-30","  3.00 %","  3.13 %","  2.84 %","  3.42 %","   .62 %","  1.14 %","  1.22 %","  1.25 %","  1.07 %"," 15.19 %","   .00 %","   .85 %","   .36 %","   .66 %","  3.13 %","  1.05 %","","  3.06 %","  3.36 %","  2.06 %","  1.13 %","  1.18 %","  1.38 %","   .57 %",""
"2020-10-01","  2.88 %","  2.32 %","  2.10 %","  2.21 %","  1.23 %","   .95 %","  1.21 %","  1.31 %","  1.05 %"," 12.69 %","   .00 %","   .82 %","   .00 %","   .66 %","  3.97 %","  1.05 %","","  2.96 %","  3.40 %","  1.59 %","   .95 %","  1.18 %","  1.70 %","   .57 %",""
"2020-10-02","  3.20 %","  3.02 %","  1.31 %","  2.21 %","   .61 %","  1.13 %","  1.20 %","  1.19 %","  1.05 %","  8.69 %","   .00 %","   .80 %","   .00 %","  1.61 %","  3.92 %","  1.15 %","","  2.96 %","  2.34 %","  1.15 %","   .94 %","  1.18 %","  1.21 %","  1.13 %",""
"2020-10-03","  2.71 %","  2.62 %","  1.31 %","  2.15 %","   .61 %","  1.12 %","  1.09 %","  1.06 %","  1.03 %","  5.36 %","   .00 %","   .77 %","   .00 %","  1.26 %","  3.67 %","  1.34 %","","  3.56 %","  2.24 %","   .76 %","  1.39 %","  2.29 %","  1.26 %","  1.10 %",""
"2020-10-04","  3.02 %","   .70 %","   .65 %","  1.04 %","  1.19 %","  1.30 %","  1.34 %","  1.12 %","  1.37 %","  5.36 %","   .00 %","   .79 %","   .00 %","  1.26 %","  2.17 %","  1.46 %","","  3.10 %","  2.20 %","   .76 %","  1.36 %","  1.11 %","  1.00 %","  1.62 %",""
"2020-10-05","  3.31 %","  2.06 %","   .65 %","  1.51 %","  1.19 %","   .54 %","  1.67 %","   .91 %","  1.02 %","  2.50 %","   .00 %","   .84 %","   .00 %","  1.55 %","  1.70 %","  1.29 %","","  2.36 %","  2.60 %","  1.13 %","  1.80 %","  2.16 %","  1.17 %","  1.62 %",""
"2020-10-06","  3.19 %","  2.06 %","  1.27 %","  1.51 %","  2.30 %","   .89 %","  1.82 %","   .79 %","   .67 %","  2.22 %","   .00 %","   .89 %","   .00 %","  2.73 %","   .61 %","  1.27 %","","  2.01 %","  2.37 %","   .75 %","  1.64 %","  3.16 %","  1.03 %","  2.65 %",""
