"date","Utah/Bear River","Utah/Beaver","Utah/Box Elder","Utah/Cache","Utah/Carbon","Utah/Central Utah","Utah/Daggett","Utah/Davis","Utah/Duchesne","Utah/Emery","Utah/Garfield","Utah/Grand","Utah/Iron","Utah/Juab","Utah/Kane","Utah/Millard","Utah/Morgan","Utah/Out of UT","Utah/Piute","Utah/Rich","Utah/Salt Lake","Utah/San Juan","Utah/Sanpete","Utah/Sevier","Utah/Southeast Utah","Utah/Southwest","Utah/Southwest Utah","Utah/Summit","Utah/Tooele","Utah/TriCounty","Utah/Uintah","Utah/Unassigned","Utah/Utah","Utah/Wasatch","Utah/Washington","Utah/Washington County","Utah/Wayne","Utah/Weber","Utah/Weber-Morgan","Utah/unassigned"
"2020-04-14","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-15","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-16","","","   .00 %","   .00 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","","","","","","   .00 %","   .00 %","","","","","","   .00 %","   .00 %","","   .00 %","  8.00 %","   .00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-17","","","   .00 %","","","","","   .00 %","","","","","","","","","","","",""," 14.29 %","   .00 %","","","","","","   .00 %","   .00 %","","","-12.00 %"," 20.00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-18","","","   .00 %","","","","","   .00 %","","","","","","","","","","","",""," 15.95 %","   .00 %","","","","","","   .00 %","   .00 %","","","-12.00 %"," 25.00 %","   .00 %","   .00 %","","","   .00 %","",""
"2020-04-19","","","","","","","","   .00 %","","","","","","","","","","","",""," 19.03 %","   .00 %","","","","","","   .00 %","   .00 %","","","-12.00 %"," 25.00 %","   .00 %","","","","","",""
"2020-04-20","","","","","","","","   .00 %","","","","","","","","","","","",""," 19.03 %","   .00 %","","","","","","   .00 %","   .00 %","","","-20.00 %"," 25.00 %","   .00 %","","","","","",""
"2020-04-21","","","","","","","","   .00 %","","","","","","","","","","","",""," 23.03 %","   .00 %","","","","","","   .00 %","   .00 %","","","-20.00 %"," 25.00 %","   .00 %","","","","","",""
"2020-04-22","","","","","","","","   .00 %","","","","","","","","","","","","","  8.74 %","   .00 %","","","","","","   .00 %","   .00 %","","","   .00 %","  5.00 %","   .00 %","","","","","",""
"2020-04-23","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  9.30 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.00 %","   .00 %","","","",""," 20.00 %",""
"2020-04-24","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  9.22 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.33 %","   .00 %","","","",""," 20.00 %",""
"2020-04-25","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","",""," 10.09 %","   .00 %","","","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.33 %","   .00 %","","","",""," 20.00 %",""
"2020-04-26","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  6.09 %","   .00 %","","","   .00 %",""," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.33 %","   .00 %","","","","","   .00 %",""
"2020-04-27","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  6.09 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.33 %","   .00 %","","","","","   .00 %",""
"2020-04-28","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.87 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.33 %","   .00 %","","","","","   .00 %",""
"2020-04-29","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.20 %","   .00 %","","","   .00 %","   .00 %"," 20.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-04-30","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.05 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-01","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.05 %","   .00 %","","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-02","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.74 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.71 %","   .00 %","","","","","   .00 %",""
"2020-05-03","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  5.40 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.71 %","   .00 %","","","","","   .00 %",""
"2020-05-04","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.07 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.71 %","   .00 %","","","","","   .00 %",""
"2020-05-05","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.94 %","   .00 %","","","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.94 %","   .00 %","","","","","   .00 %",""
"2020-05-06","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  5.08 %","   .00 %","","","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  7.94 %","   .00 %","","","","","   .00 %",""
"2020-05-07","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  5.47 %","   .00 %","","","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.22 %","   .00 %","","","","","   .00 %",""
"2020-05-08","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.80 %","   .00 %","","","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.22 %","   .00 %","","","","","   .00 %",""
"2020-05-09","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  6.86 %"," 10.00 %","","","   .00 %",""," 10.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.22 %","   .00 %","","","","","   .00 %",""
"2020-05-10","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.74 %"," 10.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.00 %","   .00 %","","","","","   .00 %",""
"2020-05-11","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.05 %"," 10.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.00 %","   .00 %","","","","","   .00 %",""
"2020-05-12","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.75 %"," 10.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 10.00 %",""
"2020-05-13","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  5.57 %"," 10.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 10.00 %",""
"2020-05-14","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.51 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 10.00 %",""
"2020-05-15","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.44 %","  6.67 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 10.00 %",""
"2020-05-16","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.37 %","  6.67 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","",""," 10.00 %",""
"2020-05-17","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.35 %","  6.67 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-18","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.53 %","  6.67 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-05-19","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.71 %","  6.67 %","","","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.82 %","   .00 %","","","","","   .00 %",""
"2020-05-20","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.65 %","   .00 %","","","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.48 %","   .00 %","","","","","   .00 %",""
"2020-05-21","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.91 %","   .00 %","","","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.48 %","   .00 %","","","","","   .00 %",""
"2020-05-22","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  3.15 %","   .00 %","","","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.48 %","   .00 %","","","","","  6.67 %",""
"2020-05-23","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  4.09 %","   .00 %","","","   .00 %","","  6.67 %","   .00 %","   .00 %","   .00 %","","   .00 %","  5.02 %","   .00 %","","","","","  6.67 %",""
"2020-05-24","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.91 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.21 %","   .00 %","","","","","  6.67 %",""
"2020-05-25"," 20.00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.58 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.54 %","   .00 %","","","","","  6.67 %",""
"2020-05-26"," 20.00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.53 %","  5.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.54 %","   .00 %","","","","","  6.67 %",""
"2020-05-27"," 20.00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.82 %","  5.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.97 %","   .00 %","","","",""," 10.00 %",""
"2020-05-28"," 20.00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .89 %","  5.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.10 %","   .00 %","","","","","  6.67 %",""
"2020-05-29"," 20.00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.17 %","  5.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.10 %","   .00 %","","","","","  6.67 %",""
"2020-05-30","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.02 %","  5.00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.10 %","   .00 %","","","",""," 14.67 %",""
"2020-05-31","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.42 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  4.10 %"," 20.00 %","","","",""," 14.67 %",""
"2020-06-01","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.13 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.67 %"," 20.00 %","","","","","  4.67 %",""
"2020-06-02","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.13 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","","","","","  8.00 %",""
"2020-06-03","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.93 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","","","","","  8.00 %",""
"2020-06-04","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.08 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 20.00 %","","","","","   .00 %",""
"2020-06-05","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.85 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-06","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.85 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  2.86 %",""
"2020-06-07","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.85 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  2.86 %",""
"2020-06-08","   .00 %","","","","","   .00 %",""," 10.00 %","","","","","","","","","","","","","  1.26 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  2.86 %",""
"2020-06-09","   .00 %","","","","","   .00 %",""," 10.00 %","","","","","","","","","","","","","  1.74 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.18 %","   .00 %","","","","","  2.86 %",""
"2020-06-10","   .00 %","","","","","   .00 %",""," 16.67 %","","","","","","","","","","","","","   .98 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.18 %","   .00 %","","","","","  2.86 %",""
"2020-06-11","   .00 %","","","","","   .00 %",""," 16.67 %","","","","","","","","","","","","","  1.45 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.29 %","   .00 %","","","","","   .00 %",""
"2020-06-12","   .00 %","","","","","   .00 %",""," 16.67 %","","","","","","","","","","","","","  2.83 %","   .00 %","","","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.29 %","   .00 %","","","","","  2.50 %",""
"2020-06-13","   .00 %","","","","","   .00 %","","  6.67 %","","","","","","","","","","","","","  2.33 %","   .00 %","","","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.29 %","   .00 %","","","","","  2.50 %",""
"2020-06-14","   .00 %","","","","","   .00 %","","  6.67 %","","","","","","","","","","","","","  1.85 %","   .00 %","","","   .00 %","","  5.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.11 %","   .00 %","","","","","  2.50 %",""
"2020-06-15","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.06 %","  4.00 %","","","   .00 %",""," 13.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","  1.11 %","   .00 %","","","","","  2.50 %",""
"2020-06-16","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  2.02 %","  4.00 %","","","   .00 %",""," 13.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  2.50 %",""
"2020-06-17","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.27 %","  4.00 %","","","   .00 %",""," 10.86 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-18","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.47 %","  7.33 %","","","   .00 %",""," 13.36 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","   .00 %",""
"2020-06-19","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.87 %","  7.33 %","","","   .00 %",""," 13.36 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","","","","","   .00 %",""
"2020-06-20","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.65 %","  3.33 %","","","   .00 %","","  5.36 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %"," 10.00 %","","","","","   .00 %",""
"2020-06-21","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.23 %","  3.33 %","","","   .00 %","","  7.58 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.11 %"," 10.00 %","","","","","   .00 %",""
"2020-06-22","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .60 %","  3.33 %","","","   .00 %","","  4.72 %","   .00 %","   .00 %","   .00 %","","   .00 %","  2.11 %"," 10.00 %","","","","","   .00 %",""
"2020-06-23","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .99 %","   .00 %","","","   .00 %","","  2.22 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.06 %"," 10.00 %","","","","","  2.22 %",""
"2020-06-24","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .59 %","   .00 %","","","   .00 %","","  2.22 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.06 %","   .00 %","","","","","  2.22 %",""
"2020-06-25","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .59 %","   .00 %","","","   .00 %","","  2.22 %","   .00 %","   .00 %","   .00 %","","   .00 %","  3.06 %","   .00 %","","","","","  4.22 %",""
"2020-06-26","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .78 %","   .00 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .95 %","   .00 %","","","","","  6.04 %",""
"2020-06-27","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .78 %","  2.86 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .95 %","   .00 %","","","","","  6.04 %",""
"2020-06-28","   .00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","   .19 %","  2.86 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  3.82 %",""
"2020-06-29","   .00 %","","","","","   .00 %","","  5.00 %","","","","","","","","","","","","","   .19 %","  2.86 %","","","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  3.82 %",""
"2020-06-30","   .00 %","","","","","   .00 %","","  5.00 %","","","","","","","","","","","","","   .38 %","  5.36 %","","","   .00 %","","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  3.48 %",""
"2020-07-01","   .00 %","","","","","   .00 %","","  5.00 %","","","","","","","","","","","","","   .38 %","  5.36 %","","","   .00 %","","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  1.67 %",""
"2020-07-02"," 10.00 %","","","","","   .00 %","","  5.00 %","","","","","","","","","","","","","   .75 %","  2.50 %","","","   .00 %","","  2.00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  1.67 %",""
"2020-07-03"," 10.00 %","","","","","   .00 %","","  5.00 %","","","","","","","","","","","","","  1.11 %","  2.50 %","","","   .00 %","","  3.82 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  3.21 %",""
"2020-07-04"," 10.00 %","","","","","   .00 %","","   .00 %","","","","","","","","","","","","","  1.11 %","  2.50 %","","","   .00 %","","  3.82 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","","","","","  3.21 %",""
