"date","Idaho/Ada","Idaho/Adams","Idaho/Bannock","Idaho/Bear Lake","Idaho/Benewah","Idaho/Bingham","Idaho/Blaine","Idaho/Boise","Idaho/Bonner","Idaho/Bonneville","Idaho/Boundary","Idaho/Butte","Idaho/Camas","Idaho/Canyon","Idaho/Caribou","Idaho/Cassia","Idaho/Clark","Idaho/Clearwater","Idaho/Custer","Idaho/Elmore","Idaho/Franklin","Idaho/Fremont","Idaho/Gem","Idaho/Gooding","Idaho/Idaho","Idaho/Jefferson","Idaho/Jerome","Idaho/Kootenai","Idaho/Latah","Idaho/Lemhi","Idaho/Lewis","Idaho/Lincoln","Idaho/Madison","Idaho/Minidoka","Idaho/Nez Perce","Idaho/Oneida","Idaho/Owyhee","Idaho/Payette","Idaho/Power","Idaho/Shoshone","Idaho/Teton","Idaho/Twin Falls","Idaho/Unassigned","Idaho/Valley","Idaho/Washington"
"2020-04-08","438","1","5","","","2","428","","3","7","","","1","114","1","5","","","2","14","","2","8","3","3","4","18","42","2","","0","12","4","3","17","","2","6","2","","5","53","0","2","1"
"2020-04-09","447","1","5","","","2","428","","3","7","","","1","121","1","5","","","2","14","","2","8","4","3","4","19","42","2","","0","12","4","3","18","","2","6","2","","6","55","0","2","1"
"2020-04-10","495","1","5","","","2","446","","3","11","","","1","139","1","6","","","2","16","","2","8","5","3","4","24","42","3","","0","14","5","4","19","","4","8","2","","6","70","0","2","1"
"2020-04-11","513","1","5","","","2","452","","4","11","","","1","145","1","7","","","2","16","","2","9","5","3","4","28","44","3","","0","14","5","4","19","","4","8","2","","6","73","0","2","1"
"2020-04-12","517","1","5","","","2","454","","4","12","","","1","146","1","7","","","2","16","","2","9","5","3","4","29","44","3","","0","14","5","4","19","","4","8","2","","6","75","0","2","1"
"2020-04-13","517","1","5","","","2","454","","4","13","1","","1","155","1","8","","","2","16","","2","9","5","3","4","29","45","3","","0","15","5","5","19","","4","8","2","","6","79","0","2","1"
"2020-04-14","538","1","5","","","2","458","","4","14","1","","1","161","1","10","","","2","16","","2","9","5","3","4","30","45","3","","0","15","5","6","20","","4","9","2","","6","79","0","2","1"
"2020-04-15","538","1","5","","","2","458","","4","16","0","","1","167","1","10","","","2","18","","2","9","5","3","4","30","45","3","","0","15","5","6","20","","4","9","2","","6","79","0","2","1"
"2020-04-16","567","1","8","","","2","469","","4","24","0","","1","181","1","9","","","2","18","","2","10","7","3","5","38","48","3","","0","15","8","9","27","","4","10","2","","7","99","0","2","1"
"2020-04-17","576","1","8","","","3","473","","4","24","0","","1","181","1","10","","","2","18","","2","10","7","3","5","41","49","3","","0","15","8","9","29","","4","10","2","","7","100","0","2","1"
"2020-04-18","593","1","8","","","3","475","","4","24","0","","1","187","1","10","","","2","21","","2","10","7","3","5","44","50","3","","0","16","8","10","30","","4","10","2","","8","110","0","2","1"
"2020-04-19","598","1","8","","","3","475","","4","24","0","","1","187","1","10","","","2","22","","2","10","8","3","5","44","50","3","","0","17","8","10","30","","4","10","2","","8","115","0","2","1"
"2020-04-20","598","1","8","","","3","476","","4","24","0","","1","187","1","10","","","2","22","","2","10","8","3","5","44","51","3","","0","17","8","10","30","","4","10","2","","8","117","0","2","1"
"2020-04-21","616","3","8","","","3","478","","4","24","0","","1","207","1","11","","","2","24","","2","10","8","3","5","44","52","4","","0","17","8","10","40","","4","11","2","","8","123","0","2","1"
"2020-04-22","622","3","8","","","3","480","","4","24","0","","1","212","1","11","","","2","25","","2","10","8","3","5","44","53","4","","0","18","8","10","44","","5","11","2","","8","132","0","2","1"
"2020-04-23","635","3","8","","","3","485","","4","28","0","","1","222","1","12","","","2","32","","2","11","9","3","5","44","59","4","","0","21","8","10","55","","6","11","2","","8","139","0","2","1"
"2020-04-24","642","3","8","","","3","489","","4","28","0","","1","226","1","12","","","2","32","","2","11","9","3","5","45","59","4","","0","21","8","10","58","","8","13","2","","8","149","0","2","2"
"2020-04-25","650","3","8","","","3","490","","4","28","0","","1","231","1","12","","","2","29","","2","12","9","3","5","46","59","4","1","0","22","8","10","58","","8","13","2","","8","152","0","2","1"
"2020-04-26","650","3","8","","","3","492","","4","28","0","","1","233","1","12","","","2","29","","2","12","9","3","5","46","61","4","1","0","22","8","10","58","","8","13","2","","8","156","0","2","1"
"2020-04-27","650","3","8","","","3","492","","4","28","0","","1","233","1","12","","","2","29","","2","12","9","3","5","46","61","4","1","0","22","8","10","58","","8","13","2","","8","156","0","2","1"
"2020-04-28","662","3","10","","","3","497","","4","27","0","","1","250","1","12","","","2","30","","2","12","9","3","5","48","61","5","1","0","24","9","11","59","","8","14","2","","9","165","0","2","1"
"2020-04-29","662","3","10","","","3","497","","4","27","0","","1","250","1","12","","","2","30","","2","12","9","3","5","48","61","5","1","0","24","9","11","59","","8","14","2","","9","165","0","2","1"
"2020-04-30","671","3","11","","","4","498","","4","28","0","","1","252","1","12","","","2","30","","2","12","11","3","5","51","61","5","1","0","27","10","11","60","","8","16","2","","9","170","0","2","1"
"2020-05-01","681","3","11","","","4","497","","4","28","0","","1","255","1","13","","","2","30","","2","13","12","3","5","54","62","5","1","0","27","11","11","60","","8","16","2","","9","181","0","2","1"
"2020-05-02","705","3","11","","","4","497","","4","28","0","","1","258","1","13","","","2","30","","2","13","12","3","5","55","62","5","1","0","29","12","11","60","","8","16","2","","9","196","0","2","1"
"2020-05-03","705","3","11","","","4","497","","4","28","0","","1","258","1","13","","","2","30","","2","13","12","3","5","55","62","5","1","0","29","12","11","60","","8","16","2","","9","196","0","2","1"
"2020-05-04","710","3","11","","","4","498","","4","28","0","","1","266","1","13","","","2","30","","2","14","13","3","5","57","62","5","1","0","29","12","11","74","","8","17","2","","9","208","0","2","1"
"2020-05-05","713","3","11","","","4","499","","4","28","0","","1","266","1","13","","","2","30","","3","14","13","3","5","61","62","5","1","0","29","13","11","74","","8","17","2","","10","218","0","2","1"
"2020-05-06","717","3","12","","","4","499","","4","28","0","","1","270","1","13","","","2","31","","3","14","14","3","5","64","62","5","1","0","29","13","11","78","","8","17","2","","10","231","0","2","1"
"2020-05-07","721","3","12","","","4","499","","4","28","0","","1","272","1","13","","","2","31","","3","14","16","3","5","65","62","5","1","0","29","16","11","78","","8","17","2","","10","239","0","2","1"
"2020-05-08","721","3","12","","","4","499","","4","28","0","","1","272","1","13","","","2","31","","3","14","16","3","5","65","62","5","1","0","29","16","11","78","","8","17","2","","10","239","0","2","1"
"2020-05-09","731","3","12","","","4","499","","4","30","0","","1","272","1","14","","","2","31","","3","16","16","3","5","67","63","5","1","0","29","16","11","78","","8","17","2","","10","248","0","2","1"
"2020-05-10","733","3","12","","","4","503","","4","30","0","","1","272","1","15","","","2","31","","3","16","17","3","5","71","63","5","1","0","29","17","11","78","","8","17","2","","11","259","0","2","1"
"2020-05-11","739","3","13","","","4","506","","4","30","0","","1","274","1","15","","","2","31","","3","16","18","3","5","75","64","5","1","0","29","18","11","78","","8","17","2","","11","269","0","2","2"
"2020-05-12","744","3","13","","","4","506","","4","30","0","","1","274","1","15","","","2","31","","3","16","20","3","5","81","64","5","1","0","29","18","12","79","","8","17","3","","11","280","0","2","8"
"2020-05-13","744","3","13","","","4","506","","4","30","0","","1","274","1","15","","","2","31","","3","16","20","3","5","81","64","5","1","0","29","18","12","79","","8","17","3","","11","280","0","2","8"
"2020-05-14","759","3","13","","","6","507","","4","30","0","","1","276","1","16","","","2","31","","3","16","22","3","5","87","64","6","1","0","29","18","15","79","","8","19","3","","11","298","0","2","13"
"2020-05-15","759","3","13","","","6","507","","4","30","0","","1","276","1","16","","","2","31","","3","16","22","3","5","87","64","6","1","0","29","18","15","79","","8","19","3","","11","298","0","2","13"
"2020-05-16","773","3","14","","","6","508","","4","33","0","","1","277","1","18","","","2","31","","3","16","25","3","7","95","65","6","1","0","29","19","15","79","","8","20","3","","11","318","0","2","23"
"2020-05-17","773","3","14","","","6","508","","4","33","0","","1","277","1","18","","","2","31","","3","16","25","3","7","95","65","6","1","0","29","19","15","79","","8","20","3","","11","318","0","2","23"
"2020-05-18","780","3","16","","","6","508","","4","33","0","","1","277","1","19","","","2","31","","3","16","26","3","7","102","66","6","1","0","29","19","15","79","","8","22","3","","11","326","0","2","30"
"2020-05-19","780","3","16","","","6","508","","4","33","0","","1","277","1","19","","","2","31","","3","16","26","3","7","102","66","6","1","0","29","19","15","79","","8","22","3","","11","326","0","2","30"
"2020-05-20","792","3","16","","","6","509","","4","32","0","","1","280","1","20","","","2","31","","3","16","29","3","7","110","66","6","1","0","29","20","20","81","","8","22","3","","11","340","0","2","32"
"2020-05-21","792","3","16","","","6","509","","4","32","0","","1","280","1","20","","","2","31","","3","16","29","3","7","110","66","6","1","0","29","20","20","81","","8","22","3","","11","340","0","2","32"
"2020-05-22","794","3","17","","","6","510","","4","32","0","","1","284","1","22","","","2","31","","3","17","35","3","7","137","66","7","1","0","30","20","26","81","","8","23","3","","11","374","0","2","34"
"2020-05-23","794","3","17","","","6","510","","4","32","0","","1","284","1","22","","","2","31","","3","17","35","3","7","137","66","7","1","0","30","20","26","81","","8","23","3","","11","374","0","2","34"
"2020-05-24","796","3","18","","","6","510","","4","32","0","","1","284","1","28","","","2","31","","3","17","39","3","7","145","66","7","1","0","30","20","29","81","","8","23","3","","11","381","0","2","34"
"2020-05-25","796","3","18","","","6","510","","4","32","0","","1","284","1","28","","","2","31","","3","17","39","3","7","145","66","7","1","0","30","20","29","81","","8","23","3","","11","381","0","2","34"
"2020-05-26","796","3","18","","","6","510","","4","32","0","","1","284","1","28","","","2","31","","3","17","39","3","7","145","66","7","1","0","30","20","29","81","","8","23","3","","11","381","0","2","34"
"2020-05-27","798","3","20","","3","6","510","","4","33","0","","1","287","1","49","","","2","31","","3","17","40","3","7","154","66","7","1","0","32","21","40","82","","8","23","3","","11","396","1","2","34"
"2020-05-28","803","3","24","","9","6","512","","4","37","0","","1","294","1","56","","","2","31","","3","17","46","3","7","161","67","7","1","0","33","21","45","82","","8","23","3","","11","410","1","2","36"
"2020-05-29","803","3","24","","9","6","512","","4","37","0","","1","294","1","56","","","2","31","","3","17","46","3","7","161","67","7","1","0","33","21","45","82","","8","23","3","","11","410","1","2","36"
"2020-05-30","805","3","27","","8","6","512","","6","37","0","","1","300","1","62","","","2","31","1","3","17","47","3","7","165","67","7","1","0","33","21","46","82","","8","23","4","","11","416","0","2","38"
"2020-05-31","812","3","28","","8","6","512","","6","47","0","","1","303","1","63","","","2","31","2","3","17","47","3","7","169","68","7","1","0","33","21","50","82","","8","23","5","","11","419","0","2","38"
"2020-06-01","812","3","28","","8","6","512","","6","47","0","","1","303","1","63","","","2","31","2","3","17","47","3","7","169","68","7","1","0","33","21","50","82","","8","23","5","","11","419","0","2","38"
"2020-06-02","818","3","34","","12","8","512","","6","51","0","","1","310","1","85","","","2","31","9","3","17","49","3","7","175","73","7","1","0","33","21","58","82","","8","23","6","","11","428","0","2","43"
"2020-06-03","818","3","34","","12","8","512","","6","51","0","","1","310","1","85","","","2","31","9","3","17","49","3","7","175","73","7","1","0","33","21","58","82","","8","23","6","","11","428","0","2","43"
"2020-06-04","823","3","37","","14","11","514","","6","56","0","","1","315","3","89","","","2","32","9","4","17","50","3","9","180","74","7","1","0","33","25","61","83","","8","25","6","","11","432","0","2","44"
"2020-06-05","833","3","45","","17","20","514","","6","60","0","","1","336","3","109","","","2","32","8","4","17","55","3","9","194","81","7","1","0","33","27","71","83","","8","26","7","","11","437","0","2","46"
"2020-06-06","838","3","47","","18","20","514","","6","60","0","","1","340","3","112","","","2","32","9","4","17","56","3","9","194","82","7","1","0","34","27","72","83","","8","26","7","","11","445","0","2","46"
"2020-06-07","838","3","47","","18","20","514","","6","60","0","","1","340","3","112","","","2","32","9","4","17","56","3","9","194","82","7","1","0","34","27","72","83","","8","26","7","","11","445","0","2","46"
"2020-06-08","844","3","49","","18","22","514","","6","64","0","","1","345","3","117","","","2","32","9","4","17","57","3","9","198","85","7","1","0","34","27","78","83","","8","26","7","","11","456","0","3","46"
"2020-06-09","848","3","49","","18","23","514","","7","68","0","","1","345","3","118","","","2","33","9","4","17","57","3","9","201","91","7","1","0","34","27","80","83","","8","26","9","","11","463","0","3","46"
"2020-06-10","854","3","52","","19","23","515","","7","68","0","","1","351","3","123","","","2","33","10","4","17","57","3","9","202","91","7","1","0","34","27","85","84","","8","26","9","","11","469","0","3","49"
"2020-06-11","854","3","52","","19","23","515","","7","68","0","","1","351","3","123","","","2","33","10","4","17","57","3","9","202","91","7","1","0","34","27","85","84","","8","26","9","","11","469","0","3","49"
"2020-06-12","877","4","59","","19","23","515","","7","73","0","","1","356","3","131","","","2","34","12","4","17","58","3","10","205","98","7","1","0","35","29","98","84","","8","27","9","","11","480","0","3","50"
"2020-06-13","877","4","59","","19","23","515","","7","73","0","","1","356","3","131","","","2","34","12","4","17","58","3","10","205","98","7","1","0","35","29","98","84","","8","27","9","","11","480","0","3","50"
"2020-06-14","892","4","63","","19","24","515","","7","79","0","","1","356","5","136","","","2","34","14","4","17","59","3","12","206","98","7","1","0","35","29","101","84","","8","27","9","","11","479","0","3","55"
"2020-06-15","892","4","63","","19","24","515","","7","79","0","","1","356","5","136","","","2","34","14","4","17","59","3","12","206","98","7","1","0","35","29","101","84","","8","27","9","","11","479","0","3","55"
"2020-06-16","915","6","64","","18","25","515","","7","86","0","","1","360","5","143","","","2","35","15","4","17","59","3","12","208","101","8","2","0","35","29","103","84","","9","28","9","","11","483","0","3","57"
"2020-06-17","986","9","69","","20","26","515","","10","90","0","","1","369","6","152","","","2","37","17","4","17","60","3","11","214","105","8","2","0","35","30","109","84","","18","30","9","","12","499","0","3","70"
"2020-06-18","1043","9","74","","20","27","517","","10","91","0","","1","376","8","158","","","2","37","17","4","17","60","3","11","216","107","8","2","0","35","30","113","84","","20","32","14","","12","504","0","3","78"
"2020-06-19","1100","9","77","","21","27","518","","11","91","0","","1","403","8","163","","","2","38","18","4","17","60","3","11","216","115","8","2","0","35","30","115","84","","22","40","14","","14","507","0","3","84"
"2020-06-20","1166","9","79","","21","30","519","","12","93","0","","1","433","8","167","","","2","39","19","4","18","61","3","12","216","122","8","2","0","35","30","115","84","","27","43","14","","14","511","0","3","84"
"2020-06-21","1166","9","79","","21","30","519","","12","93","0","","1","433","8","167","","","2","39","19","4","18","61","3","12","216","122","8","2","0","35","30","115","84","","27","43","14","","14","511","2","3","84"
"2020-06-22","1307","10","82","","21","32","520","","15","95","0","","1","470","8","173","","","2","42","19","4","19","61","3","15","225","129","9","2","0","35","31","124","89","","28","43","16","","14","518","0","3","89"
"2020-06-23","1307","10","82","","21","32","520","","15","95","0","","1","470","8","173","","","2","42","19","4","19","61","3","15","225","129","9","2","0","35","31","124","89","","28","43","16","","14","518","0","3","89"
"2020-06-24","1383","10","84","","21","32","523","","15","96","0","","1","494","8","178","","","2","43","20","4","19","61","3","16","227","134","9","2","0","36","31","130","90","","30","48","16","","14","522","1","3","96"
"2020-06-25","1585","10","88","","21","33","528","1","24","106","0","","1","601","9","193","","","3","47","21","4","20","62","3","16","231","171","10","2","0","36","31","138","91","","33","73","16","","14","540","1","5","97"
"2020-06-26","1585","10","88","","21","33","528","1","24","106","0","","1","601","9","193","","","3","47","21","4","20","62","3","16","231","171","10","2","0","36","31","138","91","","33","73","16","","14","540","1","5","97"
"2020-06-27","1841","10","95","","21","36","529","2","24","107","1","","1","692","10","209","","1","3","52","23","5","21","62","3","18","232","187","11","2","0","36","33","153","93","","34","82","16","","16","551","1","11","98"
"2020-06-28","1841","10","95","","21","36","529","2","24","107","1","","1","692","10","209","","1","3","52","23","5","21","62","3","18","232","187","11","2","0","36","33","153","93","","34","82","16","","16","551","1","11","98"
"2020-06-29","2040","10","95","","21","37","532","4","31","113","1","","1","763","10","228","","1","4","54","25","6","23","64","4","18","237","234","14","2","0","36","36","175","95","","40","89","16","","16","566","0","11","100"
"2020-06-30","2169","11","102","1","21","40","535","4","32","115","1","","1","856","11","240","","1","4","60","25","7","26","65","4","18","239","261","20","2","0","36","35","185","96","2","41","102","17","","17","599","1","13","102"
"2020-07-01","2288","11","104","2","21","43","535","4","33","117","1","","1","900","11","248","","1","4","61","25","7","26","65","5","18","243","286","24","2","0","36","35","188","97","3","41","111","17","","20","614","1","14","107"
"2020-07-02","2336","11","105","2","21","46","538","4","34","119","1","","1","980","11","260","","2","4","63","25","7","28","65","5","18","244","302","25","2","0","36","35","201","98","3","42","115","17","","22","642","1","14","108"
"2020-07-03","2507","11","112","2","21","48","539","4","36","121","1","","1","1092","11","262","","2","4","64","26","7","34","66","5","19","246","357","25","2","0","36","37","201","98","4","44","122","17","1","22","656","2","16","113"
"2020-07-04","2631","11","112","2","23","48","539","4","38","131","1","","1","1253","11","262","","2","4","64","27","8","39","66","5","19","247","401","25","2","0","36","38","202","98","4","50","131","17","2","22","662","1","17","114"
"2020-07-05","2835","11","112","2","23","48","539","5","39","134","1","","1","1346","11","266","","2","4","70","27","8","39","66","5","19","247","424","25","2","0","36","39","208","98","4","51","136","17","3","22","669","1","20","118"
"2020-07-06","3000","12","112","2","23","50","542","5","40","141","1","","1","1399","11","285","","3","4","70","27","8","39","66","8","19","251","440","27","2","1","36","40","222","104","4","53","138","17","3","22","685","1","20","118"
"2020-07-07","3252","12","122","2","23","58","543","5","40","156","1","","1","1485","12","285","","3","4","75","30","8","39","68","8","20","260","464","30","2","1","37","43","227","106","4","57","141","19","3","23","727","1","22","120"
"2020-07-08","3431","12","129","2","23","62","544","7","45","159","2","","1","1561","15","297","","5","4","80","30","8","42","71","10","20","270","507","31","2","1","38","44","238","107","4","66","149","19","6","23","756","1","23","124"
"2020-07-09","3596","12","134","2","23","69","546","7","54","164","2","","1","1665","15","307","","5","4","82","31","9","44","79","11","21","280","559","34","2","1","40","48","250","108","5","72","154","19","7","26","788","1","23","129"
"2020-07-10","3790","12","137","2","24","76","548","8","59","177","5","","1","1777","15","311","","5","5","85","32","11","48","82","11","23","289","630","34","3","1","40","56","253","108","6","76","166","20","8","28","812","1","24","130"
"2020-07-11","3975","12","140","2","29","78","549","8","59","190","5","","1","2010","16","323","","5","5","91","32","11","57","84","11","24","296","678","36","3","1","43","66","264","108","6","87","172","20","8","29","816","1","24","131"
"2020-07-12","4146","12","141","2","29","78","550","9","71","197","7","","1","2106","17","323","","5","6","97","32","11","65","85","11","31","300","712","36","3","1","43","69","264","108","7","93","188","20","8","33","830","1","24","131"
"2020-07-13","4448","12","146","2","29","84","551","10","75","208","7","","1","2178","18","330","","6","6","103","32","11","68","86","13","32","314","722","36","3","1","43","72","277","112","7","96","191","20","8","35","853","1","26","131"
"2020-07-14","4541","12","158","2","29","91","551","11","76","225","10","","1","2281","19","339","","7","6","105","33","12","69","87","13","34","315","747","36","4","1","43","75","281","116","7","101","198","20","9","35","861","1","26","132"
"2020-07-15","4836","12","163","2","29","95","554","12","78","234","10","","1","2555","19","341","","7","6","108","33","15","75","92","13","36","326","793","38","4","1","43","81","286","116","7","107","212","20","13","38","874","1","28","135"
"2020-07-16","5132","13","176","2","34","102","555","13","88","252","8","","1","2730","20","342","","7","6","112","34","16","85","93","14","37","337","864","38","4","1","43","84","288","116","7","118","221","21","17","39","894","0","32","138"
"2020-07-17","5457","13","183","3","34","107","555","15","89","262","10","","1","2834","21","345","","7","6","117","35","22","87","94","16","42","345","935","40","6","1","45","90","293","116","7","123","228","22","21","41","907","0","34","144"
"2020-07-18","5723","13","186","3","35","107","556","15","90","271","10","","1","2986","21","356","","7","6","120","35","22","94","95","16","44","349","977","40","6","1","46","94","300","116","7","133","235","22","21","42","920","0","36","146"
"2020-07-19","5900","15","189","3","36","107","556","20","95","330","11","","1","3163","21","360","1","7","6","124","35","24","99","95","16","53","351","1048","40","6","1","46","97","308","116","7","143","241","22","25","45","927","0","37","147"
"2020-07-20","5979","15","199","3","36","113","558","20","99","358","13","","1","3317","21","382","1","8","6","125","35","26","101","95","17","54","356","1067","47","6","1","46","100","317","116","7","147","244","24","28","48","946","0","37","149"
"2020-07-21","6195","15","213","3","37","121","561","22","101","370","19","","1","3493","21","381","1","8","7","128","36","29","102","97","18","59","360","1116","50","7","1","44","104","325","118","7","156","252","24","31","49","951","0","38","152"
"2020-07-22","6423","15","221","3","37","129","562","25","103","394","19","","1","3598","21","383","1","8","7","131","37","31","107","100","22","61","361","1161","56","7","1","44","108","328","120","7","166","259","25","32","49","960","0","40","159"
"2020-07-23","6587","15","229","3","38","133","562","26","104","417","26","","1","3683","21","384","1","14","7","132","38","34","116","104","24","68","361","1204","59","7","1","45","111","334","120","7","169","259","26","35","49","983","0","41","159"
"2020-07-24","6732","15","234","6","39","140","562","29","111","461","27","","1","3814","21","398","1","14","7","136","38","36","117","111","24","79","367","1246","65","8","1","47","113","355","122","7","175","268","27","36","49","1023","0","41","162"
"2020-07-25","6732","15","234","6","39","140","562","29","111","461","27","","1","3814","21","398","1","14","7","136","38","36","117","111","24","79","367","1246","65","8","1","47","113","355","122","7","175","268","27","36","49","1023","0","41","162"
"2020-07-26","7092","16","243","6","42","144","562","33","131","506","28","","1","4108","21","405","1","14","7","147","45","37","124","115","24","90","367","1308","65","8","1","48","117","368","122","8","186","281","29","40","52","1028","0","42","166"
"2020-07-27","7203","17","262","6","42","148","563","33","135","548","28","","1","4255","21","424","1","14","7","150","45","37","128","119","25","97","383","1339","71","8","1","48","118","391","123","8","193","288","30","56","52","1064","0","43","167"
"2020-07-28","7378","17","279","6","48","159","566","33","140","588","29","","1","4333","21","430","1","15","7","155","45","40","134","124","25","107","392","1377","71","8","1","49","125","401","123","8","197","290","32","58","53","1138","0","45","171"
"2020-07-29","7515","18","290","6","49","164","567","34","141","603","32","","1","4449","22","435","1","15","7","184","45","42","140","126","27","109","398","1426","73","11","1","50","128","409","124","8","206","302","35","59","54","1146","0","45","177"
"2020-07-30","7681","18","299","6","49","173","567","35","143","636","33","","1","4595","22","448","1","15","7","186","47","44","144","128","27","122","409","1499","74","11","1","50","131","416","129","8","223","311","40","60","55","1171","0","46","181"
"2020-07-31","7828","18","301","6","50","176","568","38","145","685","33","","1","4706","23","461","1","15","7","197","47","45","150","131","29","131","414","1538","78","12","1","50","131","419","130","8","227","323","41","67","57","1199","0","46","183"
"2020-08-01","8004","18","302","6","51","179","569","38","152","709","33","","1","4778","23","472","1","15","7","200","47","50","151","134","29","135","420","1574","79","12","1","50","132","428","130","8","232","326","42","73","58","1206","0","46","189"
"2020-08-02","8004","18","302","6","51","179","569","38","152","709","33","","1","4778","23","472","1","15","7","200","47","50","151","134","29","135","420","1574","79","12","1","50","132","428","130","8","232","326","42","73","58","1206","0","46","189"
"2020-08-03","8069","18","312","7","57","187","570","39","156","774","34","","1","4959","23","483","3","15","7","201","47","63","159","142","30","146","433","1620","88","12","1","53","135","444","134","9","238","343","43","78","61","1238","0","47","191"
"2020-08-04","8280","18","329","9","58","207","571","42","156","808","34","","1","5111","23","491","5","15","7","201","50","68","161","144","30","158","439","1633","88","12","1","53","142","453","138","13","239","348","53","78","62","1257","6","50","194"
"2020-08-05","8415","18","359","11","59","223","573","43","164","858","34","","1","5199","28","498","7","16","7","202","50","69","165","149","30","164","449","1668","93","13","1","54","144","459","138","13","241","354","54","81","66","1283","5","54","196"
"2020-08-06","8569","19","375","12","60","229","575","43","174","914","36","","1","5453","31","503","8","16","9","205","50","72","171","152","30","174","458","1729","95","14","1","56","150","464","140","13","255","367","55","82","70","1310","5","56","200"
"2020-08-07","8720","19","388","15","63","236","575","47","178","958","36","","1","5620","31","513","8","16","10","207","51","77","174","157","31","185","461","1764","99","16","1","56","156","469","145","13","258","377","55","87","77","1313","5","56","201"
