"date","Himachal Pradesh/Bilaspur","Himachal Pradesh/Chamba","Himachal Pradesh/Hamirpur","Himachal Pradesh/Kangra","Himachal Pradesh/Kinnaur","Himachal Pradesh/Kullu","Himachal Pradesh/Lahaul and Spiti","Himachal Pradesh/Mandi","Himachal Pradesh/Shimla","Himachal Pradesh/Sirmaur","Himachal Pradesh/Solan","Himachal Pradesh/Una"
"2020-06-15","","1","3","7","","1","","","2","","1","1"
"2020-06-16","2","","","12","1","","","1","","","1","2"
"2020-06-17","","3","2","","","","","1","","1","",""
"2020-06-18","2","","","1","","","","","","","","2"
"2020-06-19","","3","","","","","","","","2","3","4"
"2020-06-20","2","","","14","","","","","2","","","2"
"2020-06-21","","1","2","4","","","","","","","","5"
"2020-06-22","","","","2","","","","1","","7","","2"
"2020-06-23","","","","","2","1","","","","","",""
"2020-06-24","","","3","2","","","","1","3","","11","14"
"2020-06-25","3","2","","1","","","","","","","1","1"
"2020-06-26","","1","4","11","","","","","1","","1","2"
"2020-06-27","","2","2","2","","","","","","","1",""
"2020-06-28","2","1","","9","","","","","","","5",""
"2020-06-29","","","19","8","","1","","","","6","2","2"
"2020-06-30","","3","","5","","","","","4","","4","3"
"2020-07-01","","1","22","9","","","","1","1","","1","7"
"2020-07-02","","","5","1","","","","","1","","3","5"
"2020-07-03","","1","9","17","","","","","4","2","2","4"
"2020-07-04","1","","3","8","","","","1","5","1","5","1"
"2020-07-05","3","","8","7","","","","1","","","8","1"
"2020-07-06","2","1","9","11","","","","1","","","","2"
"2020-07-07","","","8","10","","","","1","5","","2","1"
"2020-07-08","3","","8","6","4","","","","","3","15","4"
"2020-07-09","","","1","6","","","","","","","5","1"
"2020-07-10","","","13","15","","","1","2","","","1","7"
"2020-07-11","1","3","9","1","","","2","1","4","","1","1"
"2020-07-12","","1","","14","","","","1","","4","1",""
"2020-07-13","","","8","1","","","","","","","","2"
"2020-07-14","","","","6","","","","","","","5",""
"2020-07-15","3","3","19","3","","","","","","","",""
"2020-07-16","","","1","1","","2","1","","","","",""
"2020-07-17","4","1","2","10","14","","","","","","9",""
"2020-07-18","2","1","","3","","","","3","2","","","8"
"2020-07-19","","","3","5","","","","3","","","17","1"
"2020-07-20","1","1","","3","1","","","","","","","2"
"2020-07-21","","","3","1","","","","","","","6",""
"2020-07-22","","4","3","6","","","","","7","","5","3"
"2020-07-23","2","3","","1","2","","","2","","7","14",""
"2020-07-24","1","1","","2","","","","","5","","",""
"2020-07-25","","3","","","","2","","","","","21","2"
"2020-07-26","","","3","6","","","","","","15","","1"
"2020-07-27","","2","","","","6","","3","2","","1","4"
"2020-07-28","","","3","2","3","2","","1","6","","","1"
"2020-07-29","2","","","8","","","","","","60","28",""
"2020-07-30","3","","","4","7","","","1","-1","","28","13"
"2020-07-31","7","4","","8","","","","","13","33","6","1"
"2020-08-01","1","","","1","","1","","3","5","","32",""
"2020-08-02","1","","","7","","","","","2","23","17","7"
"2020-08-03","1","3","6","19","","","","14","16","33","4","3"
"2020-08-04","","5","","8","","","","","10","4","23","2"
"2020-08-05","","3","","6","","","","7","1","25","4","6"
"2020-08-06","3","1","","17","","2","","11","5","34","25","5"
"2020-08-07","1","","","15","2","6","","10","13","12","25","5"
"2020-08-08","","","3","4","","","","21","9","3","83","4"
"2020-08-09","4","","10","7","5","4","","5","3","36","22","4"
"2020-08-10","","","","7","","","","6","","10","","1"
"2020-08-11","9","6","7","17","2","2","","5","11","4","","5"
"2020-08-12","","18","","6","","","","23","","","38","4"
"2020-08-13","20","","4","12","","7","","11","8","","","11"
"2020-08-14","4","13","","12","1","","","18","3","","63","2"
"2020-08-15","5","8","12","6","","19","","2","","10","14","5"
"2020-08-16","4","45","16","7","","","","","2","12","","2"
"2020-08-17","3","21","8","9","","","","13","6","17","20","17"
"2020-08-18","10","8","7","8","","3","","7","14","","32",""
"2020-08-19","3","2","","14","","1","","21","13","","1","14"
"2020-08-20","","21","3","9","","11","","","","23","22","4"
"2020-08-21","9","21","8","7","","1","","5","13","32","35","18"
"2020-08-22","","1","14","5","6","12","","11","5","17","29","7"
"2020-08-23","7","","9","6","","51","","10","-9","13","30","3"
"2020-08-24","9","5","8","21","4","31","1","14","3","13","","14"
"2020-08-25","4","14","11","","","4","","25","5","27","74",""
"2020-08-26","2","4","","","","","","2","","16","31","7"
"2020-08-27","","7","7","34","","57","","21","8","16","35","13"
"2020-08-28","8","10","5","10","4","","","32","7","12","47","6"
"2020-08-29","10","29","","5","","2","","13","5","21","27","5"
"2020-08-30","34","7","7","16","","","","8","","16","54",""
"2020-08-31","","12","18","3","","","2","","10","2","16","2"
"2020-09-01","2","10","9","8","4","7","","9","8","47","69",""
"2020-09-02","6","4","","12","","","","","","","15","32"
"2020-09-03","21","6","7","14","8","2","","5","6","22","7",""
"2020-09-04","7","1","10","11","","4","","7","9","14","44",""
"2020-09-05","","5","1","10","","","","","","","","5"
"2020-09-06","14","9","19","14","","9","","","15","48","58","11"
"2020-09-07","265","372","","742","","","7","382","281","812","1270","397"
