"date","Andhra Pradesh/Anantapur","Andhra Pradesh/Chittoor","Andhra Pradesh/East Godavari","Andhra Pradesh/Foreign Evacuees","Andhra Pradesh/Guntur","Andhra Pradesh/Krishna","Andhra Pradesh/Kurnool","Andhra Pradesh/Other State","Andhra Pradesh/Prakasam","Andhra Pradesh/S.P.S. Nellore","Andhra Pradesh/Srikakulam","Andhra Pradesh/Visakhapatnam","Andhra Pradesh/Vizianagaram","Andhra Pradesh/West Godavari","Andhra Pradesh/Y.S.R. Kadapa"
"2020-06-11","1","2","17","3","14","7","7","31","0","10","7","0","0","0","0"
"2020-06-12","0","9","9","0","13","0","7","64","5","4","","11","1","0","0"
"2020-06-13","2","0","19","1","0","4","7","51","","4","0","5","0","0","1"
"2020-06-14","17","3","14","1","7","0","22","48","5","9","0","5","0","0","0"
"2020-06-15","0","2","24","0","0","11","8","22","0","2","","0","0","0","0"
"2020-06-16","8","3","5","0","13","19","13","47","2","2","","0","0","9","7"
"2020-06-17","0","13","9","21","4","0","13","52","0","3","2","5","","4","2"
"2020-06-18","3","4","2","3","15","6","5","51","0","7","2","15","9","0","9"
"2020-06-19","6","5","0","0","13","23","5","51","7","4","0","6","","4","9"
"2020-06-20","19","6","22","2","13","0","29","66","0","5","","14","3","27","0"
"2020-06-21","58","4","25","3","8","25","3","42","0","1","","22","0","5","0"
"2020-06-22","11","0","0","0","0","10","30","45","1","6","","5","0","5","15"
"2020-06-23","11","3","1","3","0","44","15","25","4","33","0","0","0","0","18"
"2020-06-24","37","9","12","24","0","7","30","17","0","13","0","8","0","0","30"
"2020-06-25","0","5","3","1","10","5","20","90","28","11","14","0","8","0","14"
"2020-06-26","41","1","3","3","27","5","46","14","5","0","0","37","0","1","25"
"2020-06-27","75","20","4","2","0","36","58","19","14","21","2","4","0","25","4"
"2020-06-28","239","25","14","7","14","12","28","20","0","0","1","4","4","28","32"
"2020-06-29","136","3","10","5","22","7","6","17","33","21","","19","0","16","29"
"2020-06-30","77","31","2","2","20","21","13","19","20","19","0","4","6","7","38"
"2020-07-01","90","30","9","2","0","14","77","133","20","0","12","57","0","0","33"
"2020-07-02","78","12","18","20","76","15","3","24","20","0","1","2","6","26","24"
"2020-07-03","28","0","20","39","43","24","31","22","27","7","2","3","1","50","22"
"2020-07-04","28","52","28","25","0","16","58","40","38","0","0","43","7","41","0"
"2020-07-05","108","0","28","5","32","2","70","18","70","8","0","19","0","40","14"
"2020-07-06","112","111","27","45","30","1","50","29","40","0","0","38","0","0","15"
"2020-07-07","84","158","0","25","19","328","51","38","0","21","0","4","33","46","18"
"2020-07-08","74","171","45","8","341","245","255","16","82","8","0","63","6","21","21"
"2020-07-09","138","95","132","29","149","52","44","120","49","22","0","64","18","43","98"
"2020-07-10","48","59","46","1","50","95","126","58","70","108","116","90","20","8","145"
"2020-07-11","118","69","60","1","64","48","70","30","36","31","44","154","0","361","113"
"2020-07-12","72","48","71","24","57","25","71","149","66","57","109","0","23","184","63"
"2020-07-13","179","9","22","0","40","376","98","22","66","0","68","61","15","21","75"
"2020-07-14","83","53","81","3","145","46","123","48","114","20","89","67","29","6","96"
"2020-07-15","50","37","24","3","189","73","128","103","78","58","5","49","41","14","59"
"2020-07-16","199","30","130","43","73","67","52","29","62","57","67","113","0","31","62"
"2020-07-17","96","59","50","9","203","81","39","59","37","12","45","94","40","14","67"
"2020-07-18","116","51","119","9","280","39","103","45","30","12","160","109","0","348","44"
"2020-07-19","116","49","20","","185","60","176","21","54","14","189","99","49","36","59"
"2020-07-20","359","118","8","","100","61","151","3","141","156","83","88","0","0","70"
"2020-07-21","164","105","22","29","205","114","265","85","87","30","18","86","51","34","51"
"2020-07-22","725","1398","1496","6","0","73","1613","53","0","0","271","0","135","613","170"
"2020-07-23","335","359","359","","1276","805","447","","0","926","438","0","103","0","380"
"2020-07-24","396","139","227","","118","292","252","","155","0","81","0","198","85","437"
"2020-07-25","29","320","300","7","483","369","343","105","100","0","349","0","130","579","206"
"2020-07-26","186","227","640","","182","139","361","5","104","0","312","86","130","372","302"
"2020-07-27","103","304","536","","675","136","390","23","249","0","104","83","165","326","163"
"2020-07-28","199","248","589","","540","94","439","","137","0","204","126","104","244","140"
"2020-07-29","156","218","247","","574","145","313","","186","0","173","255","87","267","163"
"2020-07-30","388","245","409","","1031","114","433","","206","165","337","224","259","602","205"
"2020-07-31","386","294","465","2","224","92","467","16","125","115","290","255","188","719","202"
"2020-08-01","727","573","6748","","388","87","1217","","297","441","344","523","104","1139","162"
"2020-08-02","1126","334","209","","673","136","757","","242","598","187","462","213","1171","164"
"2020-08-03","1462","327","201","","936","151","668","","268","298","367","372","96","415","225"
"2020-08-04","1471","426","212","","570","278","849","","241","466","340","1115","157","592","236"
"2020-08-05","1723","355","485","","829","239","578","","286","315","260","1020","116","2073","450"
"2020-08-06","1596","496","368","","633","300","1168","","341","951","131","862","184","1003","483"
"2020-08-07","1233","550","906","","470","176","624","","295","514","289","1362","196","543","436"
"2020-08-08","666","671","450","","561","239","2376","","265","405","379","1379","389","905","466"
"2020-08-09","765","673","1299","","673","215","1500","","386","342","458","1211","235","996","344"
"2020-08-10","670","525","1024","","881","113","508","","271","406","295","972","239","443","577"
"2020-08-11","1479","578","1354","","748","172","618","","262","625","449","1244","317","519","748"
"2020-08-12","549","418","295","","419","244","650","","323","833","483","1004","368","522","568"
"2020-08-13","1064","763","906","","551","280","1606","","305","1427","389","897","320","289","702"
"2020-08-14","828","653","1234","","572","283","1360","","254","906","432","1752","299","690","516"
"2020-08-15","920","592","1493","","672","532","1175","","104","636","400","1316","346","692","1536"
"2020-08-16","885","722","1369","","555","641","1727","","228","565","578","742","360","1104","641"
"2020-08-17","978","580","927","","829","481","949","","334","412","443","705","396","271","561"
"2020-08-18","918","611","1007","","646","457","1197","","572","639","437","718","329","854","826"
"2020-08-19","576","833","881","","681","505","430","","369","452","446","770","402","1055","661"
"2020-08-20","760","648","1051","","747","362","1134","","348","1056","349","685","409","1042","255"
"2020-08-21","813","675","1000","","569","355","775","","407","1008","499","604","464","1320","338"
"2020-08-22","709","1201","972","","739","444","817","","328","1007","506","733","390","522","225"
"2020-08-23","523","862","731","","931","215","951","","377","832","419","468","310","538","292"
"2020-08-24","639","1785","1120","","808","208","726","","237","610","540","772","474","494","328"
"2020-08-25","783","838","1135","","723","389","833","","319","749","582","711","546","1226","585"
"2020-08-26","651","903","1618","","428","254","391","","336","657","717","870","424","917","307"
"2020-08-27","874","790","912","","410","204","689","","399","865","523","705","503","1112","542"
"2020-08-28","948","911","670","","579","221","777","","281","892","500","549","569","1007","559"
"2020-08-29","726","902","1279","","541","264","904","","305","934","514","638","460","930","579"
"2020-08-30","709","838","768","","601","322","930","","356","828","756","853","452","1227","427"
"2020-08-31","674","898","1050","","458","317","904","","411","870","567","478","399","1436","310"
"2020-09-01","861","830","1043","","635","348","685","","303","829","657","987","442","1133","597"
"2020-09-02","588","810","1005","","613","149","425","","402","1012","403","728","384","1344","591"
"2020-09-03","674","975","1321","","853","243","596","","251","1050","481","708","385","1309","653"
"2020-09-04","746","986","3463","","682","271","821","","390","1138","509","924","399","1249","756"
"2020-09-05","723","1187","2414","","882","340","954","","365","1235","577","845","385","1235","799"
"2020-09-06","718","953","2578","","655","366","848","","538","1266","844","694","507","1078","870"
"2020-09-07","614","934","1822","","611","286","887","","494","1237","726","623","468","849","504"
"2020-09-08","714","1010","1801","","738","292","964","","904","1184","485","536","514","1561","988"
"2020-09-09","1103","986","1807","","526","285","485","","1117","1111","783","469","495","48","627"
"2020-09-10","847","1179","1795","","904","273","808","","997","1005","786","480","365","33","568"
"2020-09-11","936","1142","1516","","854","486","692","","1133","1173","767","529","635","47","1159"
"2020-09-12","729","1031","1842","","763","403","513","","1146","936","769","443","370","31","1316"
"2020-09-13","755","1005","1606","","610","386","617","","1253","997","685","500","354","40","1323"
"2020-09-14","756","902","1484","","1175","342","438","","1071","1132","597","506","307","33","1021"
"2020-09-15","799","933","1440","","697","432","379","","1061","991","598","515","345","599","839"
"2020-09-16","652","879","1381","","701","294","316","","1210","954","813","462","717","1501","965"
"2020-09-17","574","897","1378","","537","466","508","","1596","826","557","497","1204","1064","608"
"2020-09-18","712","922","1288","","699","337","479","","1428","954","500","1806","1052","979","647"
"2020-09-19","697","990","1247","","632","524","578","","1227","800","657","384","1019","1202","863"
"2020-09-20","555","683","1357","","696","356","544","","1154","779","661","418","904","1785","716"
"2020-09-21","539","1113","1315","","800","312","502","","745","603","670","266","1126","1898","613"
"2020-09-22","738","1026","1434","","568","395","489","","746","620","624","388","965","1937","625"
"2020-09-23","583","653","1152","","643","366","340","","869","647","732","447","878","265","716"
"2020-09-24","622","945","1514","","532","361","312","","765","381","531","475","1010","1050","309"
"2020-09-25","504","923","1293","","550","462","424","","873","503","527","372","800","987","477"
"2020-09-26","649","791","1282","","734","355","394","","689","477","493","411","718","1572","560"
"2020-09-27","504","804","1287","","377","398","336","","781","645","567","310","648","515","624"
"2020-09-28","408","795","1250","","448","336","318","","757","444","496","280","644","760","274"
"2020-09-29","543","965","1343","","1050","385","274","","1426","575","483","370","756","1359","307"
"2020-09-30","504","700","1183","","458","320","189","","1470","358","476","389","696","65","267"
"2020-10-01","456","810","1368","","721","400","272","","1602","302","282","324","532","12","216"
"2020-10-02","528","747","1028","","552","398","146","","1390","446","366","395","456","768","265"
"2020-10-03","486","722","899","","690","345","189","","1084","406","317","403","346","1613","298"
"2020-10-04","449","780","900","","563","380","200","","1139","390","459","403","289","676","456"
"2020-10-05","428","531","922","","551","372","205","","1024","499","444","299","335","775","1173"
"2020-10-06","194","431","870","","355","474","225","","874","555","306","302","312","1125","23"
"2020-10-07","162","727","771","","523","434","113","","624","518","503","342","239","1010","383"
"2020-10-08","292","937","1084","","606","382","144","","602","453","286","293","215","566","242"
"2020-10-09","258","874","996","","389","277","215","","628","459","376","209","174","901","354"
"2020-10-10","198","1129","984","","657","446","262","","591","409","361","322","186","755","359"
"2020-10-11","249","784","924","","320","378","212","","696","480","300","217","251","394","304"
"2020-10-12","211","271","978","","553","353","215","","566","412","222","305","197","858","363"
"2020-10-13","198","710","756","","571","317","220","","431","259","174","468","253","1022","336"
"2020-10-14","148","419","813","","390","493","34","","370","292","190","328","333","895","345"
"2020-10-15","201","1050","939","","499","388","123","","497","277","192","235","227","681","313"
"2020-10-16","202","684","724","","246","493","192","","421","221","141","170","220","919","377"
"2020-10-17","206","749","740","","695","486","175","","417","230","171","162","163","965","370"
"2020-10-18","254","637","600","","622","346","210","","373","262","204","209","186","322","366"
"2020-10-19","204","521","656","","298","271","118","","310","292","139","145","168","836","345"
"2020-10-20","258","792","597","","444","209","214","","408","360","182","114","174","957","435"
"2020-10-21","232","691","620","","451","190","47","","342","256","211","147","150","916","486"
"2020-10-22","223","530","603","","429","225","88","","340","237","133","175","244","277","219"
"2020-10-23","204","621","705","","520","205","129","","371","202","101","183","261","441","338"
"2020-10-24","306","547","596","","309","171","157","","387","188","154","210","221","10","316"
"2020-10-25","228","488","512","","256","383","109","","363","160","119","203","181","315","268"
"2020-10-26","185","563","532","","491","147","91","","530","205","107","154","161","606","200"
"2020-10-27","203","555","600","","410","510","55","","419","46","125","179","132","852","266"
"2020-10-28","137","366","469","","403","684","66","","284","50","168","141","43","576","222"
"2020-10-29","246","318","515","","437","223","43","","264","94","143","192","70","534","164"
"2020-10-30","183","462","426","","409","414","65","","397","114","94","138","60","663","198"
"2020-10-31","217","305","646","","335","505","66","","189","121","167","174","94","702","187"
"2020-11-01","128","458","455","","448","540","69","","164","181","125","163","102","462","214"
"2020-11-02","98","444","457","","247","160","90","","162","113","198","155","106","589","214"
"2020-11-03","32","426","472","","379","270","67","","165","16","111","184","56","1308","214"
"2020-11-04","148","244","160","","398","324","33","","497","15","86","191","71","373","161"
"2020-11-05","192","329","338","","390","142","21","","308","112","52","155","65","83","105"
"2020-11-06","221","309","400","","312","168","31","","177","17","73","76","44","482","142"
"2020-11-07","147","433","394","","511","314","25","","52","13","24","147","73","422","192"
"2020-11-08","168","264","222","","360","334","36","","10","13","39","154","93","375","188"
"2020-11-09","126","395","125","","179","174","34","","47","11","27","110","67","100","154"
"2020-11-10","123","332","160","","396","392","40","","125","20","67","111","75","143","167"
"2020-11-11","124","283","205","","274","208","22","","96","28","95","113","49","145","119"
"2020-11-12","50","242","176","","286","269","35","","97","19","68","79","55","270","131"
"2020-11-13","218","272","14","","272","370","35","","118","14","88","108","30","459","180"
"2020-11-14","160","247","204","","116","389","38","","70","21","117","122","53","516","102"
"2020-11-15","60","227","167","","453","330","22","","71","15","91","82","73","437","112"
"2020-11-16","109","99","33","","207","185","37","","87","10","70","60","53","424","133"
"2020-11-17","84","181","346","","400","429","24","","66","44","102","121","48","332","116"
"2020-11-18","58","238","184","","172","258","36","","60","17","117","102","50","308","96"
"2020-11-19","97","284","391","","264","265","33","","53","32","46","65","41","173","77"
"2020-11-20","97","395","254","","229","281","24","","62","38","33","70","35","236","75"
"2020-11-21","105","168","405","","150","297","35","","64","60","59","92","45","202","83"
"2020-11-22","182","333","703","","399","482","80","","137","136","102","172","88","431","151"
"2020-11-23","39","162","225","","172","274","19","","61","96","58","81","34","129","40"
"2020-11-24","33","87","293","","125","263","27","","83","70","74","112","37","178","65"
"2020-11-25","58","123","129","","145","199","12","","47","85","24","137","26","136","55"
"2020-11-26","49","128","144","","186","115","18","","51","62","25","122","22","121","38"
"2020-11-27","60","50","171","","157","123","26","","45","113","37","127","20","224","52"
"2020-11-28","40","128","146","","143","242","12","","37","69","51","104","22","150","42"
"2020-11-29","43","59","2795","","160","226","19","","31","12","28","127","32","195","60"
"2020-11-30","46","53","102","","106","149","23","","34","33","34","103","32","163","56"
"2020-12-01","18","101","105","","174","190","21","","40","39","46","152","14","177","17"
"2020-12-26","29","82","18","","66","58","13","","14","15","14","20","13","66","34"
"2020-12-27","13","31","99","","15","106","13","","19","28","39","29","8","7","15"
"2020-12-28","20","127","24","","48","48","26","","17","21","18","22","7","15","17"
"2020-12-29","17","41","51","","46","76","6","","14","30","10","43","4","26","0"
"2020-12-30","36","116","95","","98","178","15","","26","53","24","70","8","84","33"
"2020-12-31","18","86","47","","35","45","5","","18","1","10","39","9","8","7"
"2021-01-01","27","66","16","","44","56","5","","13","30","14","40","11","11","17"
"2021-01-02","15","49","24","","38","38","9","","11","15","16","26","9","29","0"
"2021-01-03","10","54","48","","57","65","12","","8","28","16","31","4","17","2"
"2021-01-04","31","92","20","","12","24","1","","7","8","11","13","2","0","31"
"2021-01-05","13","29","29","","69","37","10","","8","6","4","34","5","8","26"
"2021-01-06","15","80","48","","72","85","4","","8","17","8","51","8","20","12"
"2021-01-07","16","38","66","","62","98","4","","13","28","5","22","4","3","9"
"2021-01-08","16","32","66","","43","29","7","","9","22","6","26","3","30","19"
"2021-01-09","24","71","42","","84","107","6","","6","4","14","24","5","13","23"
"2021-01-10","11","46","14","","43","59","10","","7","17","13","22","11","22","14"
"2021-01-11","17","34","26","","18","21","11","","4","13","8","30","10","4","17"
"2021-01-12","6","26","22","","56","36","8","","10","13","4","20","2","21","10"
"2021-01-13","11","48","27","","67","18","12","","0","10","5","22","4","3","4"
"2021-01-14","15","37","14","","26","18","5","","5","33","6","10","4","46","0"
"2021-01-15","30","30","6","","11","32","7","","4","47","11","25","5","24","0"
"2021-01-16","22","25","42","","31","42","12","","3","83","8","26","4","27","1"
"2021-01-17","15","27","8","","24","18","26","","0","83","9","18","2","20","1"
"2021-01-18","14","70","16","","9","35","12","","8","48","12","15","1","19","4"
"2021-01-19","6","30","15","","47","40","23","","2","13","2","26","3","24","0"
"2021-01-20","6","41","4","","31","26","6","","3","14","7","28","3","24","3"
"2021-01-21","23","48","42","","29","22","3","","0","15","2","11","3","3","53"
"2021-01-22","10","3","13","","30","11","5","","13","30","7","20","5","17","3"
"2021-01-23","0","5","18","","31","27","12","","4","10","8","18","5","27","7"
"2021-01-24","0","16","28","","26","42","1","","7","3","6","21","3","1","1"
"2021-01-25","8","4","13","","18","15","8","","5","1","5","11","9","2","42"
"2021-01-26","0","17","23","","30","42","6","","6","5","6","29","3","2","34"
"2021-01-27","4","1","9","","16","8","4","","5","21","12","12","1","3","1"
"2021-01-28","7","9","0","","20","27","11","","7","8","4","21","3","5","6"
"2021-01-29","8","14","17","","31","28","7","","4","14","6","20","1","3","22"
"2021-01-30","11","9","15","","26","18","6","","3","8","3","21","2","5","20"
"2021-01-31","15","22","12","","11","21","8","","2","0","4","14","7","10","1"
"2021-02-01","10","5","19","","15","4","5","","4","6","8","17","1","2","3"
"2021-02-02","0","30","40","","12","15","6","","","3","5","18","2","12","4"
"2021-02-03","7","4","15","","21","3","2","","3","5","8","19","2","23","17"
"2021-02-04","8","4","6","","15","20","1","","5","3","4","19","1","0","1"
"2021-02-05","4","34","19","","7","41","5","","2","20","10","27","1","9","0"
"2021-02-06","5","16","25","","21","34","12","","0","1","2","13","2","2","0"
"2021-02-07","3","8","3","","8","21","0","","0","4","2","20","1","11","1"
"2021-02-08","3","5","11","","12","26","13","","3","2","3","18","2","4","0"
"2021-02-09","4","6","9","","19","38","7","","0","2","2","16","1","8","3"
"2021-02-10","3","11","12","","23","32","2","","0","7","4","12","0","14","1"
"2021-02-11","5","0","7","","5","25","3","","0","8","1","15","0","10","0"
"2021-02-12","5","13","11","","17","14","4","","5","8","2","25","1","0","1"
"2021-02-13","6","6","14","","12","3","1","","2","7","6","13","1","0","0"
"2021-02-14","6","20","7","","14","33","1","","","7","3","12","2","10","2"
"2021-02-15","3","17","1","","10","1","4","","4","8","1","10","1","6","3"
"2021-02-16","1","61","7","","13","16","3","","","5","0","10","1","7","16"
"2021-02-17","1","14","7","","10","9","4","","","4","0","6","2","0","0"
"2021-02-18","2","17","5","","5","9","","","3","3","","7","1","0","2"
"2021-02-19","3","27","11","","5","10","0","","2","4","1","10","1","0","3"
"2021-02-20","6","26","5","","4","10","5","","4","4","","5","1","0","0"
"2021-02-21","0","21","3","","11","4","2","","1","8","3","16","1","","2"
"2021-02-22","6","1","4","","3","14","0","","6","5","1","3","1","3","24"
"2021-02-23","2","30","19","","4","5","1","","4","2","0","3","2","8","4"
"2021-02-24","1","10","12","","6","1","0","","","5","0","6","0","3","22"
"2021-02-25","4","23","1","","11","10","0","","4","6","0","8","1","3","3"
"2021-02-26","2","25","6","","13","2","2","","","10","2","6","0","2","1"
"2021-02-27","11","3","8","","10","18","0","","2","6","1","7","","14","6"
"2021-02-28","3","16","1","","9","4","3","","0","5","0","13","0","8","4"
"2021-03-01","3","8","5","","7","4","6","","0","4","3","4","","3","4"
"2021-03-02","1","16","12","","6","4","0","","","2","0","2","","10","4"
"2021-03-03","2","11","0","","10","25","2","","","4","8","11","1","3","5"
"2021-03-04","11","0","7","","6","10","0","","2","4","4","5","","0","7"
"2021-03-05","5","10","15","","10","6","2","","","17","4","9","6","6","4"
"2021-03-06","5","13","18","","2","3","8","","4","","9","15","4","5","7"
"2021-03-07","7","8","3","","11","4","3","","0","4","5","5","0","3","5"
"2021-03-08","4","12","2","","0","10","5","","0","12","4","3","2","1","6"
"2021-03-09","3","9","16","","0","13","2","","5","7","5","18","1","2","8"
"2021-03-10","10","17","1","","4","17","6","","0","6","10","7","0","6","9"
"2021-03-11","11","8","3","","10","10","3","","2","4","4","8","","5","10"
"2021-03-12","4","43","16","","23","5","10","","2","7","9","12","1","0","8"
"2021-03-13","10","23","6","","18","9","8","","0","6","12","24","0","5","11"
"2021-03-14","5","58","4","","26","15","4","","0","6","5","23","1","7","10"
"2021-03-15","14","38","10","","3","3","5","","0","3","6","10","0","2","9"
"2021-03-16","10","29","20","","7","18","2","","5","3","4","18","2","7","0"
"2021-03-17","4","43","6","","45","3","13","","0","4","3","10","1","5","0"
"2021-03-18","0","47","4","","10","12","2","","0","6","7","8","3","0","18"
"2021-03-19","4","42","8","","5","38","2","","0","1","2","15","1","0","13"
