"date","Massachusetts/Barnstable","Massachusetts/Berkshire","Massachusetts/Bristol","Massachusetts/Brockton","Massachusetts/Dukes","Massachusetts/Dukes and Nantucket","Massachusetts/Essex","Massachusetts/Franklin","Massachusetts/Hampden","Massachusetts/Hampshire","Massachusetts/Middlesex","Massachusetts/Nantucket","Massachusetts/Norfolk","Massachusetts/Plymouth","Massachusetts/Suffolk","Massachusetts/Unassigned","Massachusetts/Worcester"
"2020-04-11","16","7","105","","","0","226","3","151","10","425","","179","132","392","96","144"
"2020-04-12","21","14","136","","","0","274","5","102","15","788","","254","215","433","148","210"
"2020-04-13","1","5","67","","","0","243","5","47","5","323","","189","117","220","74","96"
"2020-04-14","12","5","41","","","0","181","7","104","9","271","","131","66","293","59","118"
"2020-04-15","16","10","73","","","-1","300","5","87","6","427","","153","101","407","66","104"
"2020-04-16","20","12","97","","","1","351","10","100","9","525","","220","158","541","66","153"
"2020-04-17","23","1","54","","","0","339","3","149","10","538","","157","111","452","122","262"
"2020-04-18","17","2","39","","","2","330","4","120","48","553","","160","111","424","-27","187"
"2020-04-19","42","2","33","","","0","239","4","83","11","440","","130","144","378","82","117"
"2020-04-20","0","0","0","","","0","0","0","0","0","0","","0","0","0","0","0"
"2020-04-21","40","17","121","","","0","368","11","196","20","884","","273","211","595","114","272"
"2020-04-22","6","0","56","","","0","262","4","145","8","473","","150","210","391","-75","115"
"2020-04-23","30","14","273","","","0","436","7","158","22","630","","329","276","679","-117","342"
"2020-04-24","39","7","516","","","1","622","14","224","29","957","","438","631","985","54","429"
"2020-04-25","9","0","132","","","0","371","8","169","16","572","","193","220","494","-38","233"
"2020-04-26","16","3","94","","","1","277","1","66","15","395","","116","115","325","54","112"
"2020-04-27","26","0","145","","","0","219","5","86","16","305","","110","112","340","-12","172"
"2020-04-28","22","2","202","","","1","264","6","165","66","464","","169","137","257","-170","255"
"2020-04-29","22","10","159","","","1","408","15","152","22","382","","133","127","399","-168","301"
"2020-04-30","18","2","151","","","1","293","5","79","15","409","","196","212","351","-42","250"
"2020-05-01","42","2","212","","","1","355","3","123","0","399","","169","176","405","-18","237"
"2020-05-02","35","4","124","","","0","334","3","103","3","441","","122","150","311","-20","342"
"2020-05-03","9","3","103","","","3","180","6","63","10","322","","93","98","171","604","159"
"2020-05-04","15","2","84","","","0","231","4","48","4","387","","102","95","164","-319","183"
"2020-05-05","8","4","132","","","0","206","2","89","12","223","","84","134","232","-68","126"
"2020-05-06","28","4","145","","","2","365","3","118","5","347","","144","163","303","-268","395"
"2020-05-07","24","3","149","","","-1","266","7","120","15","349","","119","182","256","2","205"
"2020-05-08","17","8","141","","","0","385","4","81","59","338","","72","113","212","-31","213"
"2020-05-09","18","0","177","","","1","216","5","125","5","293","","86","117","175","-9","201"
"2020-05-10","12","3","84","","","1","142","0","67","17","282","","65","71","160","14","132"
"2020-05-11","7","3","68","","","0","79","2","49","12","185","","52","75","77","-15","75"
"2020-05-12","18","7","126","","","0","140","1","68","14","179","","42","50","98","-14","141"
"2020-05-13","18","1","124","","","0","131","5","58","6","248","","83","85","133","-9","282"
"2020-05-14","8","2","191","","","1","247","0","85","16","180","","129","182","294","36","314"
"2020-05-15","18","3","150","","","0","181","2","64","14","302","","73","101","115","-15","231"
"2020-05-16","10","4","158","","","1","183","0","95","13","200","","81","112","350","24","281"
"2020-05-17","3","2","122","","","1","148","4","72","16","246","","62","77","133","6","185"
"2020-05-18","5","0","126","","","0","125","0","59","7","216","","50","75","192","-3","190"
"2020-05-19","22","0","84","","","0","161","0","71","6","159","","41","59","154","-24","140"
"2020-05-20","20","3","85","","","0","172","1","83","12","204","","42","82","137","6","198"
"2020-05-21","5","9","121","","","1","143","1","74","14","222","","84","86","127","10","217"
"2020-05-22","55","1","76","","","0","158","0","76","6","155","","33","58","91","-8","104"
"2020-05-23","7","5","64","","","0","113","2","53","7","147","","35","56","111","23","150"
"2020-05-24","5","5","170","","","0","123","1","66","11","205","","53","79","126","-11","180"
"2020-05-25","8","3","85","","","0","118","1","68","4","102","","32","35","63","3","74"
"2020-05-26","3","14","52","","","0","95","1","41","6","62","","19","38","53","-14","52"
"2020-05-27","6","2","46","","","0","108","2","49","3","105","","17","24","63","12","90"
"2020-05-28","9","0","73","","","0","121","2","33","2","151","","39","68","102","9","66"
"2020-05-29","8","5","78","","","0","95","0","64","8","115","","40","42","88","-29","103"
"2020-05-30","2","0","159","","","0","105","0","40","2","152","","57","53","87","47","85"
"2020-05-31","7","0","70","","","1","126","1","53","0","163","","63","40","63","-40","117"
"2020-06-01","112","23","189","","","13","496","15","153","31","937","","507","341","645","44","334"
"2020-06-02","6","1","32","","","1","74","0","13","-3","72","","14","28","55","-21","86"
"2020-06-03","5","-2","73","","","0","62","0","36","8","107","","13","15","97","-12","27"
"2020-06-04","8","2","55","","","1","112","2","31","3","82","","12","39","57","3","64"
"2020-06-05","3","3","65","","","1","95","0","29","6","98","","21","31","68","3","71"
"2020-06-06","4","2","62","","","-1","106","1","40","4","103","","43","34","97","-16","96"
"2020-06-07","6","1","48","","","0","47","0","16","1","68","","24","16","46","-5","36"
"2020-06-08","2","1","15","","","0","19","0","12","2","58","","2","9","27","17","26"
"2020-06-09","4","0","30","","","1","35","3","15","-2","33","","38","32","39","-10","45"
"2020-06-10","5","-1","26","","","-1","94","3","15","0","44","","21","14","32","-2","17"
"2020-06-11","7","1","39","","","0","100","4","20","8","107","","35","22","96","7","65"
"2020-06-12","5","0","79","","","0","53","0","16","5","79","","33","22","54","-6","52"
"2020-06-13","7","5","34","","","0","55","5","29","3","81","","18","16","50","9","24"
"2020-06-14","1","0","27","","","0","31","0","21","3","39","","6","29","36","1","14"
"2020-06-15","2","-1","-8","","42","-55","23","0","8","2","32","13","6","5","-1","3","16"
"2020-06-16","5","-1","15","","","57","40","0","14","4","42","","20","2","33","-4","23"
"2020-06-17","3","4","16","","","0","36","1","15","6","77","","16","8","67","-1","18"
"2020-06-18","5","2","23","","","0","36","2","19","0","61","","27","33","43","2","18"
"2020-06-19","6","1","23","","","0","39","1","19","5","57","","27","11","16","-12","35"
"2020-06-20","5","1","26","","","0","39","1","28","2","80","","21","10","35","1","37"
"2020-06-21","2","4","7","","","0","12","0","14","1","30","","11","7","23","6","8"
"2020-06-22","2","1","22","","","2","22","0","12","2","35","","16","9","16","-3","13"
"2020-06-23","6","0","24","","","0","34","1","10","1","38","","32","12","34","-12","49"
"2020-06-24","2","0","5","","","0","35","0","13","3","50","","14","6","27","2","15"
"2020-06-25","0","0","21","","","0","32","3","25","2","44","","26","15","36","-7","29"
"2020-06-26","5","1","35","","","1","23","2","33","0","45","","18","21","43","2","4"
"2020-06-27","1","2","34","","","3","53","2","38","3","73","","25","15","57","4","63"
"2020-06-28","1","0","22","","","0","25","0","31","3","56","","26","10","31","-2","21"
"2020-06-29","3","0","10","","","1","16","0","5","1","31","","10","5","0","1","18"
"2020-06-30","3","0","17","","","0","19","0","11","3","16","","5","8","24","0","8"
"2020-07-01","0","0","0","","","0","0","0","0","0","0","","0","0","0","0","0"
"2020-07-02","9","6","39","","","2","88","6","36","7","77","","34","23","73","-1","57"
"2020-07-03","6","2","31","","","2","34","0","22","7","44","","42","15","44","5","36"
"2020-07-04","0","0","16","","","0","25","1","27","6","32","","18","12","36","-1","38"
"2020-07-05","4","0","10","","","3","19","0","9","3","38","","13","6","13","0","18"
"2020-07-06","4","2","10","","","0","29","0","13","0","40","","11","8","29","1","16"
"2020-07-07","0","0","17","","","0","35","0","12","1","50","","22","9","34","2","19"
"2020-07-08","2","0","17","","","3","24","3","8","5","57","","33","8","72","4","28"
"2020-07-09","3","5","34","","","3","37","5","29","2","48","","45","12","52","-1","21"
"2020-07-10","4","1","27","","","1","35","2","11","2","29","","19","9","56","-3","20"
"2020-07-11","4","1","16","","","3","38","1","31","6","59","","37","16","44","6","26"
"2020-07-12","4","2","18","","","-1","17","0","26","7","47","","22","9","29","0","19"
"2020-07-13","4","2","31","","","0","16","0","19","0","53","","23","11","41","-1","31"
"2020-07-14","4","0","36","","","0","45","0","20","4","64","","45","8","44","2","31"
"2020-07-15","7","0","31","","","2","34","1","17","0","52","","30","2","25","2","14"
"2020-07-16","3","1","35","","","0","32","1","21","3","33","","28","15","34","14","14"
"2020-07-17","7","2","44","","","0","36","3","23","11","53","","24","18","54","-1","24"
"2020-07-18","9","4","16","","","4","78","2","20","7","71","","46","3","56","3","40"
"2020-07-19","10","1","28","","","0","23","0","20","6","77","","41","21","46","-5","28"
"2020-07-20","13","1","38","","","2","24","-1","1","10","72","","38","5","20","3","29"
"2020-07-21","4","1","26","","","5","27","0","11","8","53","","42","9","29","-6","35"
"2020-07-22","5","1","16","","","0","31","0","28","6","73","","42","14","28","4","39"
"2020-07-23","24","3","27","","","0","41","1","40","2","39","","28","23","54","6","39"
"2020-07-24","12","7","28","","","1","27","0","8","11","67","","46","16","61","7","47"
"2020-07-25","4","2","27","","","0","32","2","31","6","60","","39","11","34","-5","40"
"2020-07-26","9","5","39","","","1","37","3","24","8","83","","37","18","69","2","34"
"2020-07-27","5","2","25","","","0","38","0","26","5","63","","42","15","18","3","47"
"2020-07-28","20","2","25","","","4","43","2","17","0","33","","21","18","46","-1","26"
"2020-07-29","13","1","55","","","-1","86","-1","27","7","106","","69","25","70","7","38"
"2020-07-30","11","0","42","","","0","50","1","28","5","82","","57","15","83","1","39"
"2020-07-31","3","5","44","","","0","63","4","23","19","89","","76","28","109","-28","79"
"2020-08-01","10","1","15","","","0","73","2","29","6","95","","69","21","57","-4","54"
"2020-08-02","2","3","36","","","0","81","1","34","4","93","","38","8","76","3","39"
"2020-08-03","7","0","29","","","0","36","0","10","3","38","","18","11","23","-3","27"
"2020-08-04","6","4","71","","","1","72","1","22","6","95","","86","37","103","15","27"
"2020-08-05","8","3","31","","","1","77","1","19","5","82","","41","22","98","24","28"
"2020-08-06","5","2","17","","","0","46","2","23","8","47","","27","8","52","-34","28"
"2020-08-07","11","1","23","","","2","82","1","15","4","98","","39","19","86","6","30"
"2020-08-08","4","0","29","","","0","90","1","26","8","91","","47","14","61","2","47"
"2020-08-09","2","1","31","","","1","57","0","18","4","75","","13","19","71","9","28"
"2020-08-10","2","0","16","","","0","37","0","19","5","50","","25","13","80","4","24"
"2020-08-11","1","-1","37","","","0","47","0","18","5","95","","43","30","88","-3","32"
"2020-08-12","0","0","0","","","0","0","0","0","0","0","","0","0","0","293","0"
"2020-08-13","0","0","0","","","0","0","0","0","0","0","","0","0","0","423","0"
"2020-08-14","0","0","0","","","0","0","0","0","0","0","","0","0","0","305","0"
"2020-08-15","0","0","0","","","0","0","0","0","0","0","","0","0","0","471","0"
"2020-08-16","0","0","0","","","0","0","0","0","0","0","","0","0","0","394","0"
"2020-08-17","0","0","0","","","0","0","0","0","0","0","","0","0","0","248","0"
"2020-08-18","0","0","0","","","0","0","0","0","0","0","","0","0","0","222","0"
"2020-08-19","0","0","0","","","0","0","0","0","0","0","","0","0","0","352","0"
"2020-08-20","-221","-34","-529","","","-18","-443","-34","-132","-74","-1969","","-1371","-399","-558","6650","-555"
"2020-08-21","2","1","36","","","0","63","3","12","6","75","","29","23","117","70","51"
"2020-08-22","-1","-1","4","","","1","24","0","4","0","27","","2","3","12","55","14"
"2020-08-23","0","0","0","","","0","0","0","0","0","0","","0","0","0","0","0"
"2020-08-24","2","8","35","","","1","80","1","17","14","102","","40","40","198","90","34"
